,Gold Mate,Milkman Neil,Miss Cosmic Lee,Jebrynah Sol,Ocean Explorer,Let Fly,Cypress Bale
07-12-2022 21:12:56.867017,"(12.0, 46.0, 42.8)","(1.9, 2.24, 2.0975)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 25.75)","(13.0, 25.0, 22.625)","(6.0, 8.8, 7.699999999999999)"
07-12-2022 21:12:57.815456,"(12.0, 46.0, 42.8)","(1.9, 2.24, 2.0975)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 25.75)","(13.0, 25.0, 22.625)","(6.0, 8.6, 7.800000000000001)"
07-12-2022 21:12:58.840712,"(12.0, 46.0, 42.8)","(1.9, 2.24, 2.0975)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 25.75)","(13.0, 25.0, 20.25)","(6.0, 8.4, 7.800000000000001)"
07-12-2022 21:12:59.771962,"(12.0, 46.0, 42.8)","(1.9, 2.24, 2.0975)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 25.75)","(13.0, 25.0, 20.25)","(6.0, 8.4, 7.909090909090909)"
07-12-2022 21:13:00.748553,"(12.0, 46.0, 42.8)","(1.9, 2.2, 2.1314285714285717)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 25.75)","(13.0, 25.0, 20.25)","(6.0, 8.4, 8.054545454545455)"
07-12-2022 21:13:01.733999,"(12.0, 46.0, 39.0)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 25.75)","(13.0, 25.0, 20.25)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:02.733676,"(12.0, 46.0, 39.0)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 25.75)","(13.0, 25.0, 20.25)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:03.761604,"(12.0, 46.0, 39.0)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 25.75)","(13.0, 25.0, 20.25)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:04.788600,"(12.0, 46.0, 42.888888888888886)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 25.75)","(13.0, 25.0, 20.25)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:05.843506,"(12.0, 46.0, 38.0)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 25.75)","(13.0, 25.0, 20.25)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:06.836579,"(12.0, 55.0, 38.2)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:07.893534,"(12.0, 60.0, 47.0)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:08.899516,"(12.0, 60.0, 56.75)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:09.869105,"(12.0, 60.0, 56.75)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:10.963437,"(12.0, 60.0, 56.75)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:11.919885,"(12.0, 60.0, 56.75)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.361538461538461)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:12.909536,"(12.0, 60.0, 56.75)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.361538461538461)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:13.926867,"(12.0, 55.0, 50.333333333333336)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.361538461538461)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:14.907278,"(12.0, 55.0, 50.333333333333336)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.361538461538461)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:15.878929,"(12.0, 55.0, 50.333333333333336)","(1.9, 2.2, 2.091111111111111)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:16.896267,"(12.0, 55.0, 50.333333333333336)","(1.9, 2.2, 2.091111111111111)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:17.867285,"(12.0, 55.0, 50.333333333333336)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.361538461538461)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:18.820619,"(12.0, 60.0, 56.75)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.361538461538461)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:19.835739,"(12.0, 60.0, 56.75)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:20.758065,"(12.0, 60.0, 56.75)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:21.719007,"(12.0, 60.0, 48.0)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.2)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:22.614096,"(12.0, 55.0, 45.5)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.361538461538461)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:23.530392,"(12.0, 55.0, 42.333333333333336)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.515)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:24.443380,"(12.0, 55.0, 42.333333333333336)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.515)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:25.397709,"(12.0, 55.0, 42.333333333333336)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.515)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:26.326207,"(12.0, 60.0, 56.0)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.68125)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:27.393979,"(12.0, 60.0, 49.0)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.660975609756098)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:28.431919,"(12.0, 60.0, 49.0)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.660975609756098)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:29.454054,"(12.0, 60.0, 49.0)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.542857142857143)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:30.496513,"(12.0, 55.0, 46.5)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.542857142857143)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:31.480105,"(12.0, 55.0, 46.5)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.531578947368421)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:32.423753,"(12.0, 55.0, 46.5)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.531578947368421)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 20.589285714285715)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:33.417257,"(12.0, 55.0, 46.5)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.531578947368421)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 17.6875)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:34.402141,"(12.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.7)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 19.15)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:35.346495,"(12.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.684090909090909)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 19.15)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:36.296030,"(12.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.684090909090909)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 19.15)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:37.248068,"(12.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.5473684210526315)","(10.0, 15.0, 13.25)","(12.0, 32.0, 27.0)","(13.0, 25.0, 19.15)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:38.197188,"(12.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.5473684210526315)","(10.0, 15.0, 13.25)","(12.0, 32.0, 30.4)","(13.0, 25.0, 19.681818181818183)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:39.169990,"(12.0, 55.0, 46.5)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.5473684210526315)","(10.0, 15.0, 13.25)","(12.0, 36.0, 30.4)","(13.0, 25.0, 19.681818181818183)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:40.264129,"(12.0, 55.0, 46.5)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.4)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.111111111111114)","(13.0, 25.0, 19.475)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:41.226203,"(12.0, 55.0, 46.5)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.4)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.111111111111114)","(14.0, 25.0, 19.475)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:42.223425,"(12.0, 55.0, 46.5)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.4)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.111111111111114)","(14.0, 25.0, 19.475)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:43.248083,"(12.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.578947368421052)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.111111111111114)","(14.0, 25.0, 19.475)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:44.285663,"(12.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.578947368421052)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.111111111111114)","(14.0, 25.0, 19.475)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:45.270055,"(12.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.578947368421052)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.111111111111114)","(14.0, 25.0, 19.475)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:46.237221,"(12.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.578947368421052)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.111111111111114)","(14.0, 25.0, 20.395833333333332)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:47.167695,"(12.0, 55.0, 46.5)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.695)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.111111111111114)","(14.0, 25.0, 20.395833333333332)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:48.096299,"(12.0, 55.0, 46.5)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.523076923076923)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.111111111111114)","(14.0, 25.0, 20.395833333333332)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:49.011035,"(12.0, 55.0, 46.5)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.68)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.111111111111114)","(14.0, 25.0, 20.395833333333332)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:49.931698,"(12.0, 55.0, 46.5)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.718181818181818)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.111111111111114)","(14.0, 25.0, 20.395833333333332)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:50.844033,"(12.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.7625)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.111111111111114)","(14.0, 25.0, 20.395833333333332)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:51.979189,"(12.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.747058823529412)","(10.0, 15.0, 13.25)","(12.0, 36.0, 28.0)","(14.0, 24.0, 22.846153846153847)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:52.926868,"(12.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.747058823529412)","(10.0, 15.0, 13.25)","(12.0, 36.0, 28.0)","(14.0, 24.0, 22.846153846153847)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:53.937314,"(12.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.747058823529412)","(10.0, 15.0, 13.25)","(12.0, 36.0, 28.0)","(14.0, 24.0, 22.846153846153847)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:55.102318,"(12.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.747058823529412)","(10.0, 15.0, 13.25)","(12.0, 36.0, 28.0)","(14.0, 24.0, 21.607142857142858)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:56.076420,"(12.0, 55.0, 46.5)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.7)","(10.0, 15.0, 13.25)","(12.0, 36.0, 28.0)","(14.0, 23.0, 21.607142857142858)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:57.133613,"(12.0, 55.0, 46.5)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.7)","(10.0, 15.0, 13.25)","(12.0, 36.0, 32.57142857142857)","(14.0, 23.0, 21.607142857142858)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:13:58.189976,"(12.0, 55.0, 46.5)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.6125)","(10.0, 15.0, 13.25)","(12.0, 36.0, 32.857142857142854)","(14.0, 23.0, 21.05)","(6.0, 8.6, 7.925)"
07-12-2022 21:13:59.180625,"(12.0, 55.0, 46.5)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.6125)","(10.0, 15.0, 13.25)","(12.0, 36.0, 32.857142857142854)","(14.0, 23.0, 19.75)","(6.0, 8.6, 7.925)"
07-12-2022 21:14:00.122996,"(12.0, 55.0, 46.5)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 32.857142857142854)","(14.0, 23.0, 20.35)","(6.0, 8.6, 7.925)"
07-12-2022 21:14:01.281217,"(13.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 32.857142857142854)","(14.0, 22.0, 20.35)","(6.0, 8.6, 7.925)"
07-12-2022 21:14:02.313375,"(13.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 32.857142857142854)","(14.0, 22.0, 20.35)","(6.0, 8.6, 7.925)"
07-12-2022 21:14:03.256492,"(13.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 32.857142857142854)","(14.0, 22.0, 20.35)","(6.0, 8.6, 7.925)"
07-12-2022 21:14:04.233755,"(13.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.142857142857146)","(14.0, 22.0, 19.25)","(6.0, 8.6, 7.925)"
07-12-2022 21:14:05.194470,"(13.0, 60.0, 46.8)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.142857142857146)","(14.0, 22.0, 20.4375)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:14:06.111455,"(13.0, 55.0, 46.5)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.142857142857146)","(14.0, 21.0, 20.4375)","(6.0, 8.6, 7.925)"
07-12-2022 21:14:07.071547,"(13.0, 55.0, 46.5)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.142857142857146)","(14.0, 21.0, 20.4375)","(6.0, 8.6, 7.618181818181818)"
07-12-2022 21:14:08.007414,"(13.0, 55.0, 46.5)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.142857142857146)","(14.0, 21.0, 20.4375)","(6.0, 8.6, 7.618181818181818)"
07-12-2022 21:14:08.952658,"(13.0, 55.0, 46.5)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.142857142857146)","(14.0, 21.0, 20.4375)","(6.0, 8.6, 7.742857142857142)"
07-12-2022 21:14:09.883706,"(13.0, 55.0, 46.5)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.142857142857146)","(14.0, 21.0, 19.363636363636363)","(6.0, 8.6, 7.742857142857142)"
07-12-2022 21:14:10.818106,"(13.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.098181818181818)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.5)","(14.0, 21.0, 19.5625)","(6.0, 8.6, 7.618181818181818)"
07-12-2022 21:14:11.833799,"(13.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.5)","(14.0, 20.0, 19.5625)","(6.0, 8.6, 7.618181818181818)"
07-12-2022 21:14:12.979732,"(13.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.5)","(14.0, 20.0, 18.95)","(6.0, 8.6, 7.618181818181818)"
07-12-2022 21:14:13.937517,"(13.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.5)","(14.0, 20.0, 18.95)","(6.0, 8.6, 7.618181818181818)"
07-12-2022 21:14:15.086919,"(13.0, 60.0, 52.666666666666664)","(1.9, 2.2, 2.1183333333333336)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 31.5)","(14.0, 20.0, 24.549999999999997)","(6.0, 8.6, 7.171428571428571)"
07-12-2022 21:14:16.226054,"(13.0, 60.0, 46.8)","(1.9, 2.2, 2.074)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.0)","(14.0, 28.0, 24.549999999999997)","(6.0, 8.6, 7.16)"
07-12-2022 21:14:17.335554,"(13.0, 55.0, 46.5)","(1.9, 2.2, 2.095)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.0)","(14.0, 28.0, 22.5)","(6.0, 8.6, 7.16)"
07-12-2022 21:14:18.574251,"(13.0, 55.0, 46.5)","(1.9, 2.2, 2.095)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.0)","(14.0, 28.0, 22.5)","(6.0, 8.6, 7.16)"
07-12-2022 21:14:19.675892,"(13.0, 55.0, 46.5)","(1.9, 2.2, 2.095)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.0)","(14.0, 28.0, 22.5)","(6.0, 8.6, 7.171428571428571)"
07-12-2022 21:14:20.862740,"(13.0, 55.0, 46.5)","(1.9, 2.2, 2.0727272727272728)","(3.7, 4.8, 4.751612903225806)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.0)","(14.0, 28.0, 20.5)","(6.0, 8.6, 7.171428571428571)"
07-12-2022 21:14:21.945627,"(13.0, 55.0, 49.333333333333336)","(1.9, 2.22, 2.215555555555556)","(3.7, 4.8, 4.742307692307692)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.0)","(14.0, 28.0, 20.5)","(6.0, 8.6, 7.16)"
07-12-2022 21:14:23.037585,"(13.0, 55.0, 41.77777777777778)","(1.9, 2.22, 2.2175000000000002)","(3.7, 4.8, 4.742307692307692)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.0)","(14.0, 28.0, 20.5)","(6.0, 8.6, 7.16)"
07-12-2022 21:14:24.056193,"(13.0, 55.0, 41.77777777777778)","(1.9, 2.22, 2.2175000000000002)","(3.7, 4.8, 4.742307692307692)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.0)","(14.0, 28.0, 20.5)","(6.0, 8.6, 7.16)"
07-12-2022 21:14:25.027807,"(13.0, 55.0, 41.77777777777778)","(1.9, 2.22, 2.2175000000000002)","(3.7, 4.8, 4.742307692307692)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.0)","(14.0, 28.0, 20.5)","(6.0, 8.6, 7.171428571428571)"
07-12-2022 21:14:25.936041,"(13.0, 55.0, 40.125)","(1.9, 2.22, 2.216)","(3.7, 4.8, 4.742307692307692)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.0)","(14.0, 28.0, 20.5)","(6.0, 8.6, 7.171428571428571)"
07-12-2022 21:14:26.964152,"(13.0, 55.0, 40.125)","(1.9, 2.24, 2.228)","(3.7, 4.8, 4.728571428571429)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.0)","(14.0, 28.0, 20.5)","(6.0, 8.6, 7.16)"
07-12-2022 21:14:28.056930,"(13.0, 55.0, 40.125)","(1.9, 2.24, 2.228)","(3.7, 4.8, 4.728571428571429)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.0)","(14.0, 28.0, 20.5)","(6.0, 8.6, 7.16)"
07-12-2022 21:14:29.136723,"(13.0, 55.0, 40.125)","(1.9, 2.24, 2.228)","(3.7, 4.8, 4.728571428571429)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.0)","(14.0, 28.0, 20.5)","(6.0, 8.6, 7.16)"
07-12-2022 21:14:30.224836,"(13.0, 55.0, 40.125)","(1.9, 2.26, 2.245)","(3.7, 4.8, 4.728571428571429)","(10.0, 15.0, 13.25)","(12.0, 36.0, 33.0)","(14.0, 28.0, 20.5)","(6.0, 8.6, 7.171428571428571)"
07-12-2022 21:14:31.275597,"(13.0, 55.0, 40.125)","(1.9, 2.26, 2.245)","(3.7, 4.8, 4.728571428571429)","(10.0, 15.0, 13.25)","(12.0, 36.0, 32.0)","(14.0, 28.0, 20.5)","(6.0, 8.6, 7.133333333333333)"
07-12-2022 21:14:32.287965,"(13.0, 55.0, 40.125)","(1.9, 2.26, 2.245)","(3.7, 4.8, 4.68235294117647)","(10.0, 15.0, 13.25)","(12.0, 36.0, 32.0)","(14.0, 28.0, 20.5)","(6.0, 8.6, 7.133333333333333)"
07-12-2022 21:14:33.249634,"(13.0, 55.0, 40.125)","(1.9, 2.26, 2.245)","(3.7, 4.8, 4.68235294117647)","(10.0, 15.0, 13.25)","(12.0, 36.0, 32.0)","(14.0, 28.0, 20.5)","(6.0, 8.6, 7.16)"
