,Gold Mate,Milkman Neil,Miss Cosmic Lee,Jebrynah Sol,Ocean Explorer,Let Fly,Cypress Bale
07-12-2022 21:02:23.940297,"(12.0, 38.0, 23.555555555555557)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 24.8)","(13.0, 29.0, 21.708333333333332)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:24.931300,"(12.0, 38.0, 23.555555555555557)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 24.8)","(13.0, 29.0, 21.708333333333332)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:26.006346,"(12.0, 38.0, 23.555555555555557)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 24.8)","(13.0, 29.0, 21.708333333333332)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:27.209462,"(12.0, 38.0, 23.555555555555557)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 24.8)","(13.0, 29.0, 21.708333333333332)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:28.498817,"(12.0, 38.0, 23.555555555555557)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 24.8)","(13.0, 29.0, 21.708333333333332)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:29.629432,"(12.0, 38.0, 23.555555555555557)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 24.8)","(13.0, 29.0, 21.708333333333332)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:30.720931,"(12.0, 38.0, 23.555555555555557)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 24.8)","(13.0, 29.0, 21.708333333333332)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:31.792367,"(12.0, 38.0, 23.555555555555557)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 24.8)","(13.0, 29.0, 21.708333333333332)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:32.930255,"(12.0, 38.0, 23.555555555555557)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 24.8)","(13.0, 29.0, 21.708333333333332)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:34.191982,"(12.0, 38.0, 23.555555555555557)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 24.8)","(13.0, 29.0, 21.708333333333332)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:35.535902,"(12.0, 38.0, 23.555555555555557)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 24.8)","(13.0, 29.0, 21.708333333333332)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:36.769631,"(12.0, 38.0, 23.555555555555557)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 24.8)","(13.0, 29.0, 21.708333333333332)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:37.916506,"(12.0, 38.0, 23.555555555555557)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 11.863636363636363)","(12.0, 28.0, 24.8)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:38.984732,"(12.0, 38.0, 23.555555555555557)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.8)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:40.127096,"(12.0, 38.0, 23.555555555555557)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:41.391195,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:42.499734,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:43.628004,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:44.648688,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:45.639272,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:46.676430,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:47.665115,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:48.761322,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:49.722349,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:50.705646,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:51.796434,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:53.054018,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:54.195122,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:55.237652,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:56.313775,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:57.391783,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:58.531185,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:02:59.670086,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:00.907747,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:01.936529,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:02.947750,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:04.029699,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:05.087546,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:06.219402,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 24.9)","(13.0, 29.0, 18.375)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:07.338870,"(12.0, 38.0, 23.833333333333336)","(1.9, 2.7, 2.0196)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:08.635057,"(12.0, 38.0, 27.583333333333336)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:09.718526,"(12.0, 38.0, 27.583333333333336)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:10.899215,"(12.0, 38.0, 32.44444444444444)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:12.149657,"(12.0, 44.0, 40.125)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:13.443428,"(12.0, 44.0, 40.125)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:14.891487,"(12.0, 44.0, 40.125)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:16.042639,"(12.0, 44.0, 40.125)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:17.205510,"(12.0, 44.0, 40.125)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:18.278439,"(12.0, 44.0, 40.125)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:19.389574,"(12.0, 44.0, 40.125)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:20.637527,"(12.0, 44.0, 40.125)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:21.769273,"(12.0, 44.0, 40.125)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:22.880843,"(12.0, 44.0, 40.125)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:24.013395,"(12.0, 44.0, 40.125)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:25.171741,"(12.0, 44.0, 40.125)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:26.420577,"(12.0, 44.0, 40.125)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:27.572416,"(12.0, 44.0, 40.125)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:28.692392,"(12.0, 44.0, 40.125)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:29.852320,"(12.0, 44.0, 40.125)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 26.125)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:31.060548,"(12.0, 42.0, 38.375)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 25.1)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:32.119005,"(12.0, 42.0, 36.3)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 25.1)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:33.323856,"(12.0, 42.0, 36.3)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 25.1)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:34.500835,"(12.0, 42.0, 36.3)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 25.1)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:35.743446,"(12.0, 42.0, 36.3)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 25.1)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:36.714007,"(12.0, 42.0, 36.3)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 25.1)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:37.777079,"(12.0, 42.0, 36.3)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 12.954545454545455)","(12.0, 28.0, 25.1)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:38.814467,"(12.0, 42.0, 36.3)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.1)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:39.965058,"(12.0, 42.0, 36.3)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:41.207060,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:42.319436,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:43.464706,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:44.682627,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:45.781378,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:46.930811,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:48.093462,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:49.308707,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:50.472901,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:51.614893,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:52.607348,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:53.604603,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:54.760379,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:55.903591,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:57.118696,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:58.369178,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:03:59.570786,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:04:00.809305,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:04:01.936280,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:04:02.984534,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:04:04.098870,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:04:05.151160,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:04:06.225839,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:04:07.334631,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:04:08.457912,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:04:09.551075,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:04:10.672594,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
07-12-2022 21:04:11.879301,"(12.0, 42.0, 36.916666666666664)","(1.9, 2.7, 2.0538461538461537)","(3.7, 5.9, 4.059090909090909)","(10.0, 19.5, 15.75)","(12.0, 28.0, 25.25)","(13.0, 29.0, 18.6875)","(6.0, 11.0, 9.0125)"
