,Heza Western,Always A Celebrity,Pinkie Promise,Fortitudo,Bezzaboma,Classic Reactor,Robert Crocka,Gotonebettor,Jay Miller
10-01-2023 21:17:23.825222,"(4.2, 5.1, 4.9714285714285715)","(11.0, 16.5, 16.0)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 9.088000000000001)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.233333333333334)","(6.5, 11.0, 10.175)","(3.6, 5.2, 4.57)","(6.5, 9.0, 8.575000000000001)"
10-01-2023 21:17:25.061083,"(4.2, 5.1, 4.9714285714285715)","(11.0, 16.5, 16.0)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 9.063157894736841)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.0, 10.175)","(3.6, 5.2, 4.57)","(6.5, 8.8, 8.575000000000001)"
10-01-2023 21:17:26.236343,"(4.2, 5.1, 4.9714285714285715)","(11.0, 19.0, 17.40909090909091)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 9.03076923076923)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.0, 10.175)","(3.6, 5.2, 4.57)","(6.5, 8.8, 8.575000000000001)"
10-01-2023 21:17:27.392406,"(4.2, 5.1, 4.9714285714285715)","(11.0, 19.0, 17.40909090909091)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 8.527272727272727)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.0, 10.175)","(3.6, 5.2, 4.57)","(6.5, 8.8, 8.575000000000001)"
10-01-2023 21:17:28.611258,"(4.2, 5.1, 4.933333333333333)","(11.0, 19.0, 17.40909090909091)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 8.527272727272727)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.0, 10.175)","(3.6, 5.2, 4.57)","(6.5, 8.8, 8.575000000000001)"
10-01-2023 21:17:30.164788,"(4.2, 5.1, 4.933333333333333)","(11.0, 19.0, 17.25)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 8.527272727272727)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.0, 10.175)","(3.6, 5.2, 4.57)","(6.5, 8.8, 8.575000000000001)"
10-01-2023 21:17:31.474426,"(4.2, 5.1, 4.933333333333333)","(11.0, 18.5, 17.25)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 8.786666666666667)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.0, 10.175)","(3.6, 5.2, 4.57)","(6.5, 8.8, 8.575000000000001)"
10-01-2023 21:17:32.804169,"(4.2, 5.1, 4.933333333333333)","(11.0, 18.5, 16.454545454545453)","(51.0, 160.0, 136.66666666666666)","(8.0, 8.8, 8.786666666666667)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.0, 10.175)","(3.6, 5.2, 4.57)","(6.5, 8.8, 8.575000000000001)"
10-01-2023 21:17:34.104729,"(4.2, 5.1, 4.933333333333333)","(11.0, 18.5, 16.454545454545453)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 8.818181818181818)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.0, 10.175)","(3.6, 5.2, 4.57)","(6.5, 8.8, 8.575000000000001)"
10-01-2023 21:17:35.459017,"(4.2, 5.1, 4.933333333333333)","(11.0, 18.5, 16.454545454545453)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 8.8)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.0, 10.4)","(3.6, 5.2, 4.57)","(6.5, 8.8, 8.575000000000001)"
10-01-2023 21:17:36.779440,"(4.2, 5.1, 4.933333333333333)","(11.0, 18.5, 16.454545454545453)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 8.8)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.0, 10.4)","(3.6, 5.2, 4.57)","(6.5, 8.8, 8.575000000000001)"
10-01-2023 21:17:38.083298,"(4.2, 5.1, 4.933333333333333)","(11.0, 18.5, 16.454545454545453)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 8.8)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.0, 10.4)","(3.6, 5.2, 4.57)","(6.5, 8.8, 8.575000000000001)"
10-01-2023 21:17:39.308717,"(4.2, 5.1, 4.933333333333333)","(11.0, 18.5, 16.454545454545453)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 8.8)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.0, 10.4)","(3.6, 5.2, 4.57)","(6.5, 8.8, 8.272727272727273)"
10-01-2023 21:17:40.584933,"(4.2, 5.1, 4.933333333333333)","(11.0, 16.0, 15.022727272727273)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 8.8)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.0, 10.4)","(3.6, 5.2, 4.57)","(6.5, 9.0, 8.272727272727273)"
10-01-2023 21:17:41.767960,"(4.2, 5.3, 4.847058823529411)","(11.0, 16.0, 15.022727272727273)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 8.883870967741936)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.0, 10.4)","(3.6, 5.2, 4.57)","(6.5, 9.0, 8.555555555555555)"
10-01-2023 21:17:43.181752,"(4.2, 5.3, 4.847058823529411)","(11.0, 16.0, 15.022727272727273)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 8.883870967741936)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.0, 10.4)","(3.6, 5.2, 4.57)","(6.5, 9.0, 8.933333333333334)"
10-01-2023 21:17:44.557686,"(4.2, 5.3, 4.847058823529411)","(11.0, 15.0, 14.956521739130435)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 8.883870967741936)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.0, 10.0)","(3.6, 5.2, 4.57)","(6.5, 9.6, 8.566666666666666)"
10-01-2023 21:17:45.941761,"(4.2, 5.3, 4.36923076923077)","(11.0, 15.0, 14.956521739130435)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 8.883870967741936)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.0, 11.571428571428571)","(3.6, 5.2, 4.57)","(6.5, 9.4, 8.938461538461539)"
10-01-2023 21:17:47.472955,"(4.2, 5.3, 4.594117647058823)","(11.0, 15.0, 14.956521739130435)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 8.883870967741936)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 12.0, 10.366666666666667)","(3.6, 5.2, 4.57)","(6.5, 9.4, 8.938461538461539)"
10-01-2023 21:17:49.116393,"(4.2, 5.3, 4.594117647058823)","(11.0, 15.0, 14.956521739130435)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.4, 8.883870967741936)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.285714285714286)","(6.5, 12.0, 10.366666666666667)","(3.6, 5.2, 4.57)","(6.5, 9.4, 8.938461538461539)"
10-01-2023 21:17:50.416286,"(4.2, 5.3, 4.594117647058823)","(11.0, 15.0, 14.956521739130435)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.8, 9.004545454545456)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.133333333333333)","(6.5, 12.0, 10.366666666666667)","(3.6, 5.2, 4.344444444444444)","(6.5, 9.4, 8.938461538461539)"
10-01-2023 21:17:51.732454,"(4.2, 5.3, 4.594117647058823)","(11.0, 15.0, 14.956521739130435)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.8, 9.186666666666666)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.133333333333333)","(6.5, 12.0, 10.366666666666667)","(3.6, 5.2, 4.344444444444444)","(6.5, 9.4, 8.938461538461539)"
10-01-2023 21:17:53.038173,"(4.2, 5.3, 4.594117647058823)","(11.0, 15.0, 14.956521739130435)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.2, 9.32)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.133333333333333)","(6.5, 12.0, 10.366666666666667)","(3.6, 5.2, 4.344444444444444)","(6.5, 9.4, 8.8)"
10-01-2023 21:17:54.334343,"(4.2, 5.3, 4.709090909090909)","(11.0, 15.0, 14.956521739130435)","(51.0, 160.0, 150.625)","(8.0, 9.8, 9.036363636363637)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.133333333333333)","(6.5, 12.0, 10.366666666666667)","(3.6, 5.2, 4.344444444444444)","(6.5, 9.4, 8.8)"
10-01-2023 21:17:56.065796,"(4.2, 5.3, 4.5777777777777775)","(11.0, 15.0, 14.956521739130435)","(51.0, 160.0, 150.625)","(8.0, 9.8, 9.578947368421053)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.133333333333333)","(6.5, 12.0, 10.366666666666667)","(3.6, 5.2, 4.344444444444444)","(6.5, 9.4, 8.8)"
10-01-2023 21:17:57.377658,"(4.2, 5.3, 4.5777777777777775)","(11.0, 15.0, 14.956521739130435)","(51.0, 160.0, 150.625)","(8.0, 9.8, 9.578947368421053)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.133333333333333)","(6.5, 12.0, 10.366666666666667)","(3.6, 5.2, 4.344444444444444)","(6.5, 9.4, 8.8)"
10-01-2023 21:17:58.753134,"(4.2, 5.3, 4.5777777777777775)","(11.0, 15.0, 14.956521739130435)","(51.0, 160.0, 150.625)","(8.0, 9.8, 9.153846153846153)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.133333333333333)","(6.5, 12.0, 10.366666666666667)","(3.6, 5.2, 4.344444444444444)","(6.5, 9.4, 8.8)"
10-01-2023 21:18:00.159162,"(4.2, 5.3, 4.709090909090909)","(11.0, 15.0, 13.1)","(51.0, 160.0, 150.625)","(8.0, 9.6, 9.299999999999999)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.133333333333333)","(6.5, 12.0, 10.366666666666667)","(3.6, 5.2, 4.344444444444444)","(6.5, 9.4, 8.8)"
10-01-2023 21:18:01.612124,"(4.2, 5.3, 4.709090909090909)","(11.0, 14.5, 13.4)","(51.0, 160.0, 150.625)","(8.0, 10.0, 9.68)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.133333333333333)","(6.5, 12.0, 10.366666666666667)","(3.6, 5.2, 4.466666666666667)","(6.5, 9.4, 8.8)"
10-01-2023 21:18:02.926237,"(4.2, 5.3, 4.728571428571429)","(11.0, 14.0, 13.4)","(51.0, 160.0, 150.625)","(8.0, 10.0, 9.745454545454546)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.285714285714286)","(6.5, 12.0, 10.245454545454546)","(3.6, 5.2, 4.6)","(6.5, 9.4, 9.4)"
10-01-2023 21:18:04.212310,"(4.2, 5.2, 4.878571428571428)","(11.0, 14.0, 13.4)","(51.0, 160.0, 150.625)","(8.0, 10.0, 9.533333333333333)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.5, 10.245454545454546)","(3.6, 5.1, 4.6)","(6.5, 9.6, 9.257142857142858)"
10-01-2023 21:18:05.569508,"(4.2, 5.2, 4.878571428571428)","(11.0, 14.0, 13.4)","(51.0, 160.0, 150.625)","(8.0, 10.0, 9.65)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.5, 10.245454545454546)","(3.6, 5.1, 4.6)","(6.5, 9.4, 9.442857142857143)"
10-01-2023 21:18:06.886129,"(4.2, 5.2, 4.878571428571428)","(11.0, 13.5, 13.1)","(51.0, 160.0, 150.625)","(8.0, 10.0, 10.187234042553191)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.133333333333333)","(6.5, 11.5, 9.700000000000001)","(3.6, 5.1, 4.766666666666667)","(6.5, 9.6, 8.933333333333334)"
10-01-2023 21:18:08.213558,"(4.2, 5.2, 4.878571428571428)","(11.0, 13.5, 13.1)","(51.0, 160.0, 150.625)","(8.0, 10.5, 9.4)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.133333333333333)","(6.5, 11.5, 10.24)","(3.6, 5.1, 4.766666666666667)","(6.5, 9.6, 9.266666666666666)"
10-01-2023 21:18:09.560144,"(4.2, 5.2, 4.709090909090909)","(11.0, 13.5, 13.1)","(51.0, 160.0, 151.66666666666669)","(8.0, 10.0, 9.71764705882353)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.5, 10.8)","(3.6, 5.1, 4.766666666666667)","(6.5, 9.6, 9.0)"
10-01-2023 21:18:10.920463,"(4.2, 5.2, 4.9)","(11.0, 15.0, 14.0)","(51.0, 160.0, 151.66666666666669)","(8.0, 10.0, 9.52)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.2)","(6.5, 11.5, 10.45)","(3.6, 5.1, 4.766666666666667)","(6.5, 9.4, 9.375)"
10-01-2023 21:18:12.219457,"(4.2, 5.2, 4.9)","(11.0, 15.0, 14.0)","(51.0, 160.0, 151.66666666666669)","(8.0, 10.0, 9.52)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.200000000000001)","(6.5, 11.5, 10.45)","(3.6, 5.1, 4.766666666666667)","(6.5, 9.6, 9.375)"
10-01-2023 21:18:13.645198,"(4.2, 5.2, 4.84)","(11.0, 15.0, 13.7)","(51.0, 160.0, 151.66666666666669)","(8.0, 10.0, 9.71764705882353)","(10.0, 17.0, 15.5)","(6.5, 9.4, 8.8)","(6.5, 11.5, 10.45)","(3.6, 5.1, 4.766666666666667)","(6.5, 9.6, 8.85)"
10-01-2023 21:18:15.162698,"(4.2, 5.2, 4.9)","(11.0, 14.5, 13.7)","(51.0, 160.0, 151.66666666666669)","(8.0, 10.0, 9.7)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.05)","(6.5, 11.5, 10.8)","(3.6, 5.1, 4.766666666666667)","(6.5, 9.6, 9.375)"
10-01-2023 21:18:16.630740,"(4.2, 5.2, 4.9)","(11.0, 14.5, 13.7)","(51.0, 160.0, 151.66666666666669)","(8.0, 10.0, 9.466666666666667)","(10.0, 17.0, 16.1)","(6.5, 9.4, 9.066666666666666)","(6.5, 11.5, 10.8)","(3.6, 5.1, 4.8999999999999995)","(6.5, 9.6, 9.066666666666666)"
10-01-2023 21:18:17.968403,"(4.2, 5.2, 4.882352941176471)","(11.0, 14.5, 13.4)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.6, 9.428571428571429)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.133333333333333)","(6.5, 11.5, 10.8)","(3.6, 5.1, 4.877777777777777)","(6.5, 9.6, 9.142857142857142)"
10-01-2023 21:18:19.395791,"(4.2, 5.2, 4.882352941176471)","(11.0, 14.0, 13.4)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.6, 9.428571428571429)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.285714285714286)","(6.5, 11.5, 10.8)","(3.6, 5.1, 4.877777777777777)","(6.5, 9.6, 9.142857142857142)"
10-01-2023 21:18:20.586712,"(4.2, 5.2, 4.93)","(11.0, 14.0, 13.4)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.6, 9.600000000000001)","(10.0, 17.0, 15.5)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.8)","(3.6, 5.1, 4.65)","(6.5, 9.6, 9.2)"
10-01-2023 21:18:21.801182,"(4.2, 5.2, 4.6000000000000005)","(11.0, 14.0, 13.038461538461538)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.8, 9.666666666666668)","(10.0, 17.0, 15.0)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.8)","(3.6, 5.1, 4.65)","(6.5, 9.6, 9.2)"
10-01-2023 21:18:23.049059,"(4.2, 5.2, 4.6000000000000005)","(11.0, 14.0, 12.571428571428571)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.8, 9.666666666666668)","(10.0, 17.0, 14.666666666666666)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.8)","(3.6, 5.1, 4.65)","(6.5, 9.6, 9.2)"
10-01-2023 21:18:24.223147,"(4.2, 5.2, 4.6000000000000005)","(11.0, 14.0, 12.571428571428571)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.8, 9.666666666666668)","(10.0, 17.0, 14.666666666666666)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.8)","(3.6, 5.1, 4.65)","(6.5, 9.6, 9.2)"
10-01-2023 21:18:25.391063,"(4.2, 5.2, 4.6000000000000005)","(11.0, 14.0, 12.571428571428571)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.8, 9.666666666666668)","(10.0, 17.0, 14.666666666666666)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.8)","(3.6, 5.1, 4.65)","(6.5, 9.6, 9.2)"
10-01-2023 21:18:26.937541,"(4.2, 5.2, 4.6000000000000005)","(11.0, 14.0, 12.571428571428571)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.5, 9.93125)","(10.0, 17.0, 14.666666666666666)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.566666666666666)","(3.6, 5.1, 4.425)","(6.5, 9.6, 9.2)"
10-01-2023 21:18:28.346178,"(4.2, 5.2, 4.6000000000000005)","(11.0, 14.0, 12.571428571428571)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.5, 9.61111111111111)","(10.0, 17.0, 14.666666666666666)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.566666666666666)","(3.6, 5.1, 4.65)","(6.5, 9.4, 9.2)"
10-01-2023 21:18:29.737741,"(4.2, 5.2, 4.6000000000000005)","(11.0, 14.0, 12.571428571428571)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.0, 9.61111111111111)","(10.0, 17.0, 14.666666666666666)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.566666666666666)","(3.6, 5.1, 4.65)","(6.5, 9.6, 9.2)"
10-01-2023 21:18:31.047860,"(4.2, 5.2, 4.6000000000000005)","(11.0, 14.0, 12.928571428571429)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.0, 9.533333333333333)","(10.0, 17.0, 14.666666666666666)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.566666666666666)","(3.6, 5.1, 4.65)","(6.5, 9.6, 9.2)"
10-01-2023 21:18:32.378866,"(4.2, 5.2, 4.6000000000000005)","(11.0, 14.0, 12.928571428571429)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.0, 9.766666666666666)","(10.0, 17.0, 14.666666666666666)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.566666666666666)","(3.6, 5.1, 4.65)","(6.5, 9.4, 9.2)"
10-01-2023 21:18:33.636242,"(4.2, 5.2, 4.6000000000000005)","(11.0, 14.0, 12.928571428571429)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.0, 9.455555555555556)","(10.0, 17.0, 14.666666666666666)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.566666666666666)","(3.6, 5.1, 4.8)","(6.5, 9.6, 9.37142857142857)"
10-01-2023 21:18:34.840719,"(4.2, 5.2, 4.6000000000000005)","(11.0, 14.0, 13.1)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.8, 9.5)","(10.0, 17.5, 14.833333333333334)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.566666666666666)","(3.6, 5.1, 4.8)","(6.5, 9.6, 9.37142857142857)"
10-01-2023 21:18:36.186806,"(4.2, 5.2, 4.6000000000000005)","(11.0, 14.0, 13.1)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.8, 9.5)","(10.0, 17.5, 15.5)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.566666666666666)","(3.6, 5.1, 4.8)","(6.5, 9.6, 9.25)"
10-01-2023 21:18:37.438667,"(4.2, 5.2, 4.6000000000000005)","(11.0, 14.0, 13.0)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.8, 9.5)","(10.0, 17.5, 15.5)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.566666666666666)","(3.6, 5.1, 4.457142857142857)","(6.5, 9.4, 9.424999999999999)"
10-01-2023 21:18:38.663882,"(4.2, 5.2, 4.6000000000000005)","(11.0, 13.5, 12.9)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.0, 9.922222222222222)","(10.0, 17.5, 15.5)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.566666666666666)","(3.6, 5.1, 4.457142857142857)","(6.5, 9.6, 9.424999999999999)"
10-01-2023 21:18:39.869105,"(4.2, 5.2, 4.6000000000000005)","(11.0, 13.5, 12.38888888888889)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.0, 9.416666666666666)","(10.0, 17.5, 15.5)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.566666666666666)","(3.6, 5.1, 4.457142857142857)","(6.5, 9.6, 9.424999999999999)"
10-01-2023 21:18:41.130700,"(4.2, 5.2, 4.6000000000000005)","(11.0, 13.5, 12.38888888888889)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.0, 9.416666666666666)","(10.0, 17.5, 15.5)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.566666666666666)","(3.6, 5.1, 4.8)","(6.5, 9.6, 9.32)"
10-01-2023 21:18:42.429500,"(4.2, 5.2, 4.6000000000000005)","(11.0, 13.5, 12.38888888888889)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.0, 9.5625)","(10.0, 17.5, 15.5)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.566666666666666)","(3.6, 5.1, 4.6909090909090905)","(6.5, 9.6, 9.32)"
10-01-2023 21:18:43.694380,"(4.2, 5.2, 4.6000000000000005)","(11.0, 13.0, 12.5)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.8, 9.675)","(10.0, 17.5, 15.5)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.566666666666666)","(3.6, 5.1, 4.753846153846154)","(6.5, 9.6, 9.32)"
10-01-2023 21:18:44.872551,"(4.2, 5.2, 4.6000000000000005)","(11.0, 17.0, 15.333333333333334)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.8, 9.575)","(10.0, 17.5, 15.5)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.566666666666666)","(3.6, 5.1, 4.753846153846154)","(6.5, 9.6, 9.32)"
10-01-2023 21:18:46.024683,"(4.2, 5.2, 4.6000000000000005)","(11.0, 16.0, 14.666666666666666)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.8, 9.56)","(10.0, 17.5, 15.5)","(6.5, 9.4, 9.3)","(6.5, 11.5, 10.566666666666666)","(3.6, 5.1, 4.753846153846154)","(6.5, 9.6, 9.32)"
10-01-2023 21:18:47.322325,"(4.2, 5.2, 4.6000000000000005)","(11.0, 16.0, 13.555555555555555)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.8, 9.56)","(10.0, 17.5, 15.5)","(6.5, 9.4, 9.3)","(6.5, 11.0, 9.870588235294118)","(3.6, 5.1, 4.753846153846154)","(6.5, 9.6, 9.366666666666667)"
10-01-2023 21:18:48.572731,"(4.2, 5.2, 4.6000000000000005)","(11.0, 15.0, 13.333333333333334)","(51.0, 160.0, 136.66666666666666)","(8.0, 9.8, 9.5)","(10.0, 17.5, 16.166666666666668)","(6.5, 9.4, 9.24)","(6.5, 11.0, 9.870588235294118)","(3.6, 5.1, 4.753846153846154)","(6.5, 9.6, 9.072727272727272)"
10-01-2023 21:18:49.696624,"(4.2, 5.2, 4.6000000000000005)","(11.0, 15.0, 13.714285714285714)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.0, 9.928571428571429)","(10.0, 17.5, 16.166666666666668)","(6.5, 9.4, 9.24)","(6.5, 11.0, 9.870588235294118)","(3.6, 5.1, 4.753846153846154)","(6.5, 9.4, 9.072727272727272)"
10-01-2023 21:18:50.866925,"(4.2, 5.2, 4.763636363636364)","(11.0, 15.0, 13.2)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.0, 9.745454545454546)","(10.0, 17.5, 16.166666666666668)","(6.5, 9.4, 9.200000000000001)","(6.5, 11.0, 9.870588235294118)","(3.6, 5.1, 4.753846153846154)","(6.5, 9.4, 9.072727272727272)"
10-01-2023 21:18:52.077522,"(4.2, 5.2, 4.763636363636364)","(11.0, 14.5, 13.25)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.0, 9.733333333333333)","(10.0, 17.5, 16.166666666666668)","(6.5, 9.4, 9.200000000000001)","(6.5, 11.0, 9.870588235294118)","(3.6, 5.1, 4.753846153846154)","(6.5, 9.4, 8.885714285714286)"
10-01-2023 21:18:53.368207,"(4.2, 5.2, 4.763636363636364)","(11.0, 15.5, 13.4)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.0, 9.6)","(10.0, 17.5, 16.166666666666668)","(6.5, 9.4, 9.200000000000001)","(6.5, 11.0, 9.870588235294118)","(3.6, 5.1, 4.753846153846154)","(6.5, 9.4, 8.885714285714286)"
10-01-2023 21:18:54.580157,"(4.2, 5.2, 4.6000000000000005)","(11.0, 15.0, 13.5)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.0, 9.6)","(10.0, 17.5, 16.166666666666668)","(6.5, 9.4, 9.200000000000001)","(6.5, 11.0, 9.870588235294118)","(3.6, 5.1, 4.753846153846154)","(6.5, 9.4, 8.885714285714286)"
10-01-2023 21:18:55.837858,"(4.2, 5.2, 4.6000000000000005)","(11.0, 15.0, 13.5)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.0, 9.6)","(10.0, 17.5, 16.166666666666668)","(6.5, 9.4, 9.200000000000001)","(6.5, 11.0, 9.870588235294118)","(3.6, 5.1, 4.753846153846154)","(6.5, 9.4, 8.885714285714286)"
10-01-2023 21:18:57.096110,"(4.2, 5.2, 4.6000000000000005)","(11.0, 15.0, 13.8)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.0, 9.473333333333334)","(10.0, 17.5, 16.166666666666668)","(6.5, 9.4, 9.200000000000001)","(6.5, 11.0, 9.870588235294118)","(3.6, 5.1, 4.753846153846154)","(6.5, 9.4, 8.885714285714286)"
10-01-2023 21:18:58.341158,"(4.2, 5.2, 4.6000000000000005)","(11.0, 15.0, 13.8)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.5, 9.473333333333334)","(10.0, 17.5, 16.166666666666668)","(6.5, 9.4, 9.200000000000001)","(6.5, 11.0, 9.870588235294118)","(3.6, 5.1, 4.753846153846154)","(6.5, 9.4, 8.885714285714286)"
10-01-2023 21:18:59.688755,"(4.2, 5.2, 4.6000000000000005)","(11.0, 15.0, 13.8)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.5, 9.625)","(10.0, 17.0, 16.166666666666668)","(6.5, 9.4, 9.200000000000001)","(6.5, 11.0, 9.870588235294118)","(3.6, 5.1, 4.753846153846154)","(6.5, 9.4, 8.885714285714286)"
10-01-2023 21:19:00.988734,"(4.2, 5.2, 4.6000000000000005)","(11.0, 15.0, 13.8)","(51.0, 160.0, 136.66666666666666)","(8.0, 10.5, 9.625)","(10.0, 17.5, 16.166666666666668)","(6.5, 9.4, 9.200000000000001)","(6.5, 11.0, 9.870588235294118)","(3.6, 5.1, 4.753846153846154)","(6.5, 9.4, 8.885714285714286)"
