,Idol First,Goldstar Noodle,Know Ego,Broken Bonds,Irish Coffee,Know Will,Infinity One,Got Faith
09-01-2023 10:28:48.461939,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.5, 3.1273170731707314)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:28:49.576539,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.5, 3.1273170731707314)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:28:50.692638,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.5, 4.265263157894736)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:28:51.835417,"(7.5, 29.0, 22.529411764705884)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.4, 4.265263157894736)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:28:52.969485,"(7.5, 29.0, 22.529411764705884)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.4, 4.265263157894736)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:28:54.096349,"(7.5, 29.0, 22.529411764705884)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.4, 4.265263157894736)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:28:55.221588,"(7.5, 29.0, 22.529411764705884)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.4, 4.265263157894736)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:28:56.335476,"(7.5, 29.0, 22.529411764705884)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.4, 4.265263157894736)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:28:57.498598,"(7.5, 29.0, 22.529411764705884)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.4, 4.853023255813953)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:28:58.619295,"(7.5, 29.0, 22.529411764705884)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.4, 4.853023255813953)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:28:59.768874,"(7.5, 29.0, 22.529411764705884)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.4, 4.853023255813953)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:00.890809,"(7.5, 29.0, 22.529411764705884)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.4, 4.853023255813953)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:01.976877,"(7.5, 29.0, 22.529411764705884)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.4, 4.853023255813953)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:03.013659,"(7.5, 29.0, 22.529411764705884)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.4, 4.853023255813953)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:04.046562,"(7.5, 29.0, 22.529411764705884)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.4, 4.781052631578948)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:05.053333,"(7.5, 29.0, 22.529411764705884)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 5.61375)","(2.5, 5.4, 5.0858823529411765)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:06.099110,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 5.0858823529411765)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:07.163904,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 5.0858823529411765)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:08.314207,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 5.0858823529411765)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:09.405967,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 5.0858823529411765)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:10.535905,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 5.0858823529411765)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:11.645203,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 5.0858823529411765)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:12.975979,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 5.0858823529411765)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:14.362922,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 5.0858823529411765)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:15.626468,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 5.0858823529411765)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:16.908446,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 5.0858823529411765)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:18.144238,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 5.0858823529411765)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:19.255801,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 3.6984000000000004)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:20.377945,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 3.6984000000000004)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:21.472946,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 3.6984000000000004)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:22.567367,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 3.6984000000000004)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:23.695849,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 3.6984000000000004)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:24.835863,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 3.6984000000000004)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:25.984114,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 3.6984000000000004)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:27.129882,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 3.6984000000000004)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:28.275077,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.9, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 119.0)"
09-01-2023 10:29:29.474189,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 106.94444444444444)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.78875)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:30.683841,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.4, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:31.847904,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:33.002493,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:34.148707,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:35.268890,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:36.378935,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:37.485036,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:38.587516,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:39.633295,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:40.667035,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:41.739660,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:42.768646,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:43.864266,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:44.988254,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:46.092018,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:47.230211,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:48.320818,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:49.399755,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:50.433710,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:51.534410,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:52.595920,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:53.701347,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:54.773456,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:55.888468,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:56.977047,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:58.138974,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:29:59.316134,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:00.509454,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:01.635199,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:02.889465,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:04.155677,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:05.462620,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2724324324324323)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:06.922912,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.8, 3.2237837837837837)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:08.328997,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.6, 3.2237837837837837)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:09.543196,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.6, 3.2237837837837837)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:10.719348,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.6, 3.2237837837837837)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:11.906487,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.6, 3.2237837837837837)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:13.097149,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.6, 3.2237837837837837)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:14.318728,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.6, 3.2237837837837837)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:15.531286,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.6, 3.2237837837837837)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:16.743442,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.6, 3.2237837837837837)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:17.937652,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.6, 3.2237837837837837)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:19.105410,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.6, 3.2237837837837837)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:20.334358,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 4.592592592592593)","(2.5, 5.6, 3.2237837837837837)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:21.598786,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.2, 5.61375)","(2.5, 5.6, 3.2237837837837837)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:22.798643,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.6, 3.2237837837837837)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:23.935295,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.6, 3.2237837837837837)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
09-01-2023 10:30:25.113763,"(7.5, 32.0, 24.647058823529413)","(19.0, 220.0, 152.16666666666666)","(10.0, 44.0, 32.4)","(3.7, 11.5, 4.7921875)","(3.5, 9.0, 5.61375)","(2.5, 5.6, 3.2237837837837837)","(26.0, 390.0, 206.0)","(26.0, 220.0, 121.0)"
