,In Chevron We Trust Nz,Motu Amethyst Nz,Yogi,Precious Cullen Nz,Lifeinheaven,Miss Pau,Tell Me This Nz,Tracer Bullet,The Harris Hawk
11-01-2023 18:04:01.234855,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.571428571428571)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 170.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:02.548398,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.425)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 164.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:03.945827,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.6125)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 164.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:05.365562,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 164.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:06.714500,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 164.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:08.124474,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 164.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:09.425444,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 164.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:10.734668,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 164.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:12.091706,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 164.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:13.444545,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:14.831270,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:16.330033,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:18.190336,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:19.586938,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:21.435541,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:23.102626,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:24.581141,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:26.189893,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:27.730130,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:29.205265,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:30.505684,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:31.852447,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:33.363697,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:34.951230,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:36.498863,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:37.986913,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:39.298878,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:40.668408,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:41.957738,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 195.45454545454544)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:43.337951,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 195.45454545454544)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:44.692601,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 195.45454545454544)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:46.147429,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 170.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:47.529691,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 170.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:48.883637,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 170.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:50.275551,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 170.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:51.606785,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 170.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:53.030549,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 170.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:54.444390,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 170.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:55.841364,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 170.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:57.258880,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 170.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:58.593059,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 170.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:04:59.975664,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 170.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:01.198299,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 170.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:02.412418,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 170.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:03.657805,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.566666666666666)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 170.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:04.970426,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:06.311224,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:07.669251,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:08.989296,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.6)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:10.325140,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.6)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:11.671103,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.6)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:13.334065,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.6)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:15.116086,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.6)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:16.449969,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.6)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:18.091009,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.6)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:20.182471,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.6)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:21.869316,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.6)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:23.484767,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.6)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:24.943494,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.6)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 171.66666666666669)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:26.459852,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.6)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 164.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:28.003862,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.6)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 164.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:29.516488,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.6)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 164.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 12.616666666666667)"
11-01-2023 18:05:31.081685,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.6)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 164.0)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:32.643762,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.6)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 29.666666666666664)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:34.175122,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:35.690660,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:37.345229,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:38.928729,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:40.543642,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:42.001001,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:43.493492,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:45.149456,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:46.725815,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:48.307823,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:49.777847,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:51.310246,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:53.075569,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:54.782910,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:56.361404,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:57.856895,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:05:59.406297,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:06:00.824307,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:06:02.266389,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
11-01-2023 18:06:03.750943,"(2.8, 99999, 99990)","(5.0, 99999, 99990)","(3.8, 5.8, 5.475)","(31.0, 99999, 99990)","(21.0, 40.0, 29.75)","(101.0, 210.0, 186.66666666666666)","(4.6, 99999, 99990)","(19.0, 36.0, 24.6)","(7.5, 13.5, 11.8)"
