,Betterthanfederer,Rocktagonal,Despondent,Gottashopearly,Geldof,Surf Ace,Hy Voltage,Boyzhavtime Nz,Portalegre Nz,Johnson Step Nz
10-01-2023 19:07:13.909635,"(31.0, 85.0, 61.8)","(7.5, 12.0, 10.6)","(16.0, 30.0, 25.714285714285715)","(91.0, 200.0, 100.0)","(20.0, 48.0, 30.0)","(3.8, 5.3, 5.128571428571428)","(6.0, 8.2, 7.826666666666666)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:15.012005,"(31.0, 80.0, 58.8)","(7.5, 12.0, 10.6)","(16.0, 30.0, 25.714285714285715)","(91.0, 200.0, 100.0)","(20.0, 48.0, 30.0)","(3.8, 5.3, 5.18)","(6.0, 8.2, 7.826666666666666)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:16.135525,"(31.0, 80.0, 58.8)","(7.5, 12.0, 10.6)","(16.0, 30.0, 25.714285714285715)","(91.0, 200.0, 100.0)","(20.0, 48.0, 30.0)","(3.8, 5.3, 5.18)","(6.0, 8.2, 7.826666666666666)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:17.292643,"(31.0, 80.0, 53.5)","(7.5, 12.0, 10.6)","(16.0, 30.0, 25.714285714285715)","(91.0, 200.0, 100.0)","(20.0, 48.0, 30.0)","(3.8, 5.3, 5.18)","(6.0, 8.2, 7.826666666666666)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:18.496907,"(31.0, 80.0, 53.5)","(7.5, 12.0, 10.6)","(16.0, 30.0, 25.714285714285715)","(91.0, 200.0, 100.0)","(20.0, 48.0, 30.0)","(3.8, 5.3, 5.18)","(6.0, 8.2, 7.826666666666666)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:19.697620,"(31.0, 80.0, 53.5)","(7.5, 12.0, 10.6)","(16.0, 30.0, 25.714285714285715)","(91.0, 200.0, 100.0)","(20.0, 48.0, 30.0)","(3.8, 5.3, 5.18)","(6.0, 8.2, 7.23448275862069)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:20.895564,"(31.0, 80.0, 53.5)","(7.5, 12.0, 10.6)","(16.0, 30.0, 25.714285714285715)","(91.0, 200.0, 100.0)","(20.0, 48.0, 30.0)","(3.8, 5.3, 5.18)","(6.0, 8.2, 7.23448275862069)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:22.099901,"(31.0, 80.0, 53.5)","(7.5, 12.0, 10.6)","(16.0, 30.0, 22.75)","(91.0, 200.0, 100.0)","(20.0, 48.0, 30.0)","(3.8, 5.3, 5.18)","(6.0, 8.2, 7.23448275862069)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:23.250310,"(31.0, 100.0, 70.8)","(7.5, 12.0, 10.6)","(16.0, 30.0, 22.75)","(91.0, 200.0, 100.0)","(20.0, 48.0, 30.0)","(3.8, 5.3, 5.18)","(6.0, 8.2, 7.23448275862069)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:24.412770,"(31.0, 95.0, 61.0)","(7.5, 12.0, 10.6)","(16.0, 30.0, 22.75)","(91.0, 200.0, 100.0)","(20.0, 48.0, 30.0)","(3.8, 5.3, 5.18)","(6.0, 8.2, 7.23448275862069)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:25.562260,"(31.0, 95.0, 61.0)","(7.5, 12.0, 10.6)","(16.0, 30.0, 22.75)","(91.0, 200.0, 100.0)","(20.0, 48.0, 30.0)","(3.8, 5.3, 5.252)","(6.0, 8.2, 7.23448275862069)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:26.668417,"(31.0, 95.0, 61.0)","(7.5, 12.0, 10.6)","(16.0, 30.0, 22.75)","(91.0, 200.0, 100.0)","(20.0, 48.0, 30.0)","(3.8, 5.3, 5.05)","(6.0, 8.2, 7.23448275862069)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:27.817027,"(31.0, 95.0, 68.2)","(7.5, 12.0, 10.6)","(16.0, 30.0, 22.75)","(91.0, 200.0, 100.0)","(20.0, 48.0, 30.0)","(3.8, 5.3, 4.935294117647059)","(6.0, 8.2, 7.23448275862069)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:29.013882,"(31.0, 95.0, 61.5)","(7.5, 12.0, 10.6)","(16.0, 30.0, 22.75)","(91.0, 200.0, 100.0)","(20.0, 48.0, 30.0)","(3.8, 5.1, 4.9941176470588236)","(6.0, 8.2, 7.23448275862069)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:30.208067,"(31.0, 95.0, 61.5)","(7.5, 12.0, 10.6)","(16.0, 30.0, 22.75)","(91.0, 200.0, 100.0)","(20.0, 48.0, 30.0)","(3.8, 5.2, 4.9941176470588236)","(6.0, 8.2, 7.23448275862069)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:31.413842,"(31.0, 95.0, 61.5)","(7.5, 12.0, 10.6)","(16.0, 30.0, 22.75)","(91.0, 200.0, 100.0)","(20.0, 48.0, 30.0)","(3.8, 5.2, 4.9941176470588236)","(6.0, 8.2, 7.23448275862069)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:32.655726,"(31.0, 95.0, 61.5)","(7.5, 12.0, 10.6)","(16.0, 30.0, 22.5)","(91.0, 200.0, 96.66666666666666)","(20.0, 48.0, 30.0)","(3.8, 5.2, 4.9941176470588236)","(6.0, 8.2, 7.23448275862069)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:33.825984,"(31.0, 90.0, 65.2)","(7.5, 12.0, 10.6)","(16.0, 30.0, 22.5)","(91.0, 190.0, 96.66666666666666)","(20.0, 48.0, 30.0)","(3.8, 5.2, 4.9941176470588236)","(6.0, 8.2, 7.23448275862069)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:34.987236,"(31.0, 85.0, 62.2)","(7.5, 12.0, 10.6)","(16.0, 30.0, 22.5)","(91.0, 190.0, 93.33333333333334)","(20.0, 48.0, 30.0)","(3.8, 5.2, 5.015789473684211)","(6.0, 8.2, 7.23448275862069)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:36.155688,"(31.0, 80.0, 67.0)","(7.5, 12.0, 10.6)","(16.0, 30.0, 22.5)","(91.0, 180.0, 93.33333333333334)","(20.0, 48.0, 30.0)","(3.8, 5.2, 5.015789473684211)","(6.0, 8.2, 7.23448275862069)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:37.304011,"(31.0, 80.0, 67.0)","(7.5, 12.0, 10.6)","(16.0, 30.0, 22.5)","(91.0, 180.0, 93.33333333333334)","(20.0, 48.0, 30.0)","(3.8, 5.2, 5.015789473684211)","(6.0, 8.2, 7.466666666666667)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:38.461737,"(31.0, 75.0, 56.2)","(7.5, 12.0, 10.6)","(16.0, 30.0, 22.5)","(91.0, 180.0, 93.33333333333334)","(20.0, 48.0, 30.0)","(3.8, 5.2, 5.015789473684211)","(6.0, 8.0, 7.466666666666667)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:39.658519,"(31.0, 75.0, 56.2)","(7.5, 12.0, 10.6)","(16.0, 30.0, 22.5)","(91.0, 180.0, 93.33333333333334)","(20.0, 48.0, 30.0)","(3.8, 5.2, 5.015789473684211)","(6.0, 8.0, 7.466666666666667)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:40.920708,"(31.0, 75.0, 56.2)","(7.5, 12.0, 10.6)","(16.0, 29.0, 18.11111111111111)","(91.0, 180.0, 93.33333333333334)","(20.0, 48.0, 30.0)","(3.8, 5.2, 5.015789473684211)","(6.0, 8.0, 7.466666666666667)","(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:42.115906,"(31.0, 75.0, 56.2)","(7.5, 12.0, 10.6)","(16.0, 29.0, 21.5)","(101.0, 180.0, 93.33333333333334)","(20.0, 48.0, 30.0)","(3.9, 5.2, 4.94)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:43.303187,"(31.0, 75.0, 56.2)","(7.5, 12.0, 10.6)","(16.0, 28.0, 18.714285714285715)","(101.0, 180.0, 93.33333333333334)","(20.0, 48.0, 30.0)","(3.9, 5.2, 4.94)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:44.463889,"(31.0, 75.0, 56.2)","(7.5, 12.0, 10.6)","(16.0, 28.0, 18.714285714285715)","(101.0, 180.0, 93.33333333333334)","(20.0, 48.0, 30.0)","(3.9, 5.2, 5.033333333333333)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:45.618287,"(31.0, 75.0, 56.2)","(7.5, 12.0, 10.6)","(16.0, 28.0, 18.714285714285715)","(101.0, 180.0, 110.0)","(20.0, 48.0, 30.0)","(3.9, 5.2, 5.046153846153846)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:46.759708,"(31.0, 100.0, 82.0)","(7.5, 12.0, 10.6)","(16.0, 28.0, 18.714285714285715)","(101.0, 230.0, 110.0)","(20.0, 48.0, 30.0)","(3.9, 5.2, 5.046153846153846)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:47.920659,"(31.0, 95.0, 68.2)","(7.5, 12.0, 10.6)","(16.0, 27.0, 19.0)","(101.0, 220.0, 106.66666666666666)","(20.0, 48.0, 30.0)","(3.9, 5.2, 5.046153846153846)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:49.124715,"(31.0, 95.0, 68.2)","(7.5, 12.0, 10.6)","(16.0, 27.0, 17.4)","(101.0, 220.0, 106.66666666666666)","(20.0, 48.0, 30.0)","(3.9, 5.2, 5.046153846153846)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:50.375449,"(31.0, 95.0, 68.2)","(7.5, 12.0, 10.6)","(16.0, 26.0, 18.142857142857142)","(101.0, 220.0, 106.66666666666666)","(20.0, 48.0, 30.0)","(3.9, 5.2, 5.046153846153846)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:51.584305,"(31.0, 95.0, 68.2)","(7.5, 12.0, 10.6)","(16.0, 26.0, 18.142857142857142)","(101.0, 220.0, 106.66666666666666)","(20.0, 48.0, 30.0)","(3.9, 5.2, 5.046153846153846)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:52.764077,"(31.0, 95.0, 68.2)","(7.5, 12.0, 10.6)","(16.0, 26.0, 18.142857142857142)","(101.0, 220.0, 106.66666666666666)","(20.0, 48.0, 30.0)","(3.9, 5.2, 5.046153846153846)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:53.920390,"(31.0, 95.0, 68.2)","(7.5, 12.0, 10.6)","(16.0, 26.0, 18.333333333333332)","(101.0, 220.0, 106.66666666666666)","(20.0, 48.0, 30.0)","(3.9, 5.2, 5.046153846153846)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:55.016907,"(31.0, 95.0, 68.2)","(7.5, 12.0, 10.6)","(16.0, 25.0, 18.333333333333332)","(101.0, 220.0, 103.33333333333334)","(20.0, 48.0, 30.0)","(3.9, 5.2, 5.05)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:56.153159,"(31.0, 90.0, 65.2)","(7.5, 12.0, 10.6)","(16.0, 24.0, 19.5)","(101.0, 210.0, 103.33333333333334)","(20.0, 48.0, 30.0)","(3.9, 5.3, 7.542857142857143)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:57.327120,"(31.0, 90.0, 65.2)","(7.5, 12.0, 10.6)","(16.0, 24.0, 19.5)","(101.0, 210.0, 100.0)","(20.0, 48.0, 30.0)","(3.9, 8.0, 6.436363636363636)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:58.518538,"(31.0, 85.0, 62.2)","(7.5, 12.0, 10.6)","(16.0, 24.0, 19.5)","(101.0, 200.0, 100.0)","(20.0, 48.0, 30.0)","(3.9, 7.8, 6.857142857142858)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:07:59.723310,"(31.0, 85.0, 62.2)","(7.5, 12.0, 10.6)","(16.0, 24.0, 19.5)","(101.0, 200.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 7.2, 6.857142857142858)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:00.863122,"(31.0, 85.0, 62.2)","(7.5, 12.0, 10.6)","(16.0, 24.0, 19.5)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 7.2, 6.45)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:02.018013,"(31.0, 85.0, 62.2)","(7.5, 12.0, 10.6)","(16.0, 24.0, 19.5)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 7.0, 5.3076923076923075)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:03.147315,"(31.0, 85.0, 62.2)","(7.5, 12.0, 10.6)","(16.0, 24.0, 17.571428571428573)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 5.4, 5.175)","(6.0, 8.0, 7.466666666666667)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:04.294264,"(31.0, 85.0, 62.2)","(7.5, 12.0, 10.6)","(16.0, 24.0, 19.5)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 5.3, 5.014285714285714)","(6.0, 8.0, 7.44)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:05.450064,"(31.0, 85.0, 62.2)","(7.5, 12.0, 10.6)","(16.0, 24.0, 19.5)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 5.3, 5.325)","(6.0, 8.4, 7.3500000000000005)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:06.682932,"(31.0, 85.0, 62.2)","(7.5, 12.0, 10.6)","(16.0, 24.0, 17.571428571428573)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 5.5, 5.325)","(6.0, 8.4, 7.44)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:07.891892,"(31.0, 85.0, 62.2)","(7.5, 12.0, 10.6)","(16.0, 24.0, 19.5)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 5.5, 5.1)","(6.0, 8.4, 7.44)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:09.067505,"(31.0, 100.0, 71.2)","(7.5, 12.0, 10.6)","(16.0, 24.0, 19.5)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 5.2, 5.1)","(6.0, 8.4, 8.044444444444444)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:10.244495,"(31.0, 95.0, 68.2)","(7.5, 12.0, 10.6)","(16.0, 24.0, 23.5)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 5.2, 6.266666666666666)","(6.0, 8.4, 7.8)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:11.332470,"(31.0, 95.0, 68.2)","(7.5, 12.0, 10.6)","(16.0, 32.0, 23.5)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 9.2, 4.888235294117647)","(6.0, 8.0, 7.8)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:12.471024,"(31.0, 95.0, 68.2)","(7.5, 12.0, 10.6)","(16.0, 32.0, 23.5)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 5.3, 7.0)","(6.0, 8.0, 8.133333333333333)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:13.741138,"(31.0, 95.0, 68.2)","(7.5, 12.0, 10.6)","(16.0, 32.0, 19.285714285714285)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 8.8, 7.800000000000001)","(6.0, 8.4, 8.044444444444444)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:14.951341,"(31.0, 95.0, 68.2)","(7.5, 12.0, 10.6)","(16.0, 30.0, 18.0)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 8.8, 7.5)","(6.0, 8.4, 11.266666666666666)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:16.132207,"(31.0, 95.0, 68.2)","(7.5, 12.0, 10.6)","(16.0, 30.0, 22.0)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 8.4, 7.5)","(6.0, 12.0, 9.8)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:17.339033,"(31.0, 95.0, 68.2)","(7.5, 12.0, 10.6)","(16.0, 29.0, 19.666666666666668)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 8.4, 7.35)","(6.0, 12.0, 10.028571428571428)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:18.486742,"(31.0, 95.0, 68.2)","(7.5, 12.0, 10.6)","(16.0, 29.0, 19.666666666666668)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 8.2, 5.925)","(6.0, 11.0, 8.3)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:19.624217,"(31.0, 85.0, 70.75)","(7.5, 12.0, 10.6)","(16.0, 29.0, 19.666666666666668)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 7.8, 5.925)","(6.0, 10.5, 8.3)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:20.822494,"(31.0, 80.0, 59.2)","(7.5, 12.0, 10.6)","(16.0, 29.0, 19.666666666666668)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 7.8, 6.0)","(6.0, 10.5, 8.133333333333333)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:22.216154,"(31.0, 80.0, 54.0)","(7.5, 12.0, 10.6)","(16.0, 29.0, 19.666666666666668)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 7.6, 6.0)","(6.0, 10.0, 8.133333333333333)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:23.396523,"(31.0, 80.0, 54.0)","(7.5, 12.0, 10.6)","(16.0, 29.0, 19.666666666666668)","(101.0, 95.0, 72.5)","(20.0, 48.0, 30.0)","(3.9, 7.6, 6.0)","(6.0, 10.0, 8.133333333333333)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:24.522376,"(31.0, 80.0, 54.0)","(7.5, 12.0, 10.6)","(16.0, 29.0, 19.666666666666668)","(101.0, 95.0, 87.5)","(20.0, 48.0, 30.0)","(3.9, 7.6, 6.4799999999999995)","(6.0, 10.0, 8.133333333333333)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:25.650636,"(31.0, 80.0, 54.0)","(7.5, 12.0, 10.6)","(16.0, 29.0, 19.666666666666668)","(81.0, 95.0, 87.5)","(20.0, 48.0, 30.0)","(3.9, 7.6, 6.4799999999999995)","(6.0, 10.0, 8.133333333333333)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:26.773394,"(31.0, 80.0, 54.0)","(7.5, 12.0, 10.6)","(16.0, 29.0, 19.666666666666668)","(81.0, 95.0, 87.5)","(20.0, 48.0, 30.0)","(3.9, 7.6, 5.025)","(6.0, 10.0, 8.133333333333333)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:27.890008,"(31.0, 80.0, 53.5)","(7.5, 12.0, 10.6)","(16.0, 29.0, 19.666666666666668)","(81.0, 95.0, 87.5)","(20.0, 48.0, 30.0)","(3.9, 5.4, 5.025)","(6.0, 10.0, 7.720000000000001)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:29.260263,"(31.0, 80.0, 53.5)","(7.5, 12.0, 10.6)","(16.0, 28.0, 19.0)","(81.0, 95.0, 87.5)","(20.0, 48.0, 30.0)","(3.9, 5.4, 5.025)","(6.0, 9.8, 7.488888888888889)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:30.457394,"(31.0, 80.0, 53.5)","(7.5, 12.0, 10.6)","(16.0, 27.0, 19.333333333333332)","(81.0, 95.0, 87.5)","(20.0, 48.0, 30.0)","(3.9, 5.4, 5.025)","(6.0, 9.8, 7.6)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:31.927218,"(31.0, 80.0, 66.75)","(7.5, 12.0, 10.6)","(16.0, 27.0, 18.785714285714285)","(81.0, 95.0, 87.5)","(20.0, 48.0, 30.0)","(3.9, 5.4, 5.025)","(6.0, 9.6, 7.8)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:33.087796,"(31.0, 80.0, 66.75)","(7.5, 12.0, 10.6)","(16.0, 27.0, 23.166666666666664)","(81.0, 95.0, 87.5)","(20.0, 48.0, 30.0)","(3.9, 5.4, 5.025)","(6.0, 9.6, 7.8)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:34.341098,"(31.0, 80.0, 66.75)","(7.5, 12.0, 10.6)","(16.0, 27.0, 23.166666666666664)","(81.0, 95.0, 87.5)","(20.0, 48.0, 30.0)","(3.9, 5.4, 5.025)","(6.0, 9.6, 7.8)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:35.504047,"(31.0, 80.0, 66.75)","(7.5, 12.0, 10.6)","(16.0, 34.0, 23.75)","(81.0, 95.0, 87.5)","(20.0, 48.0, 30.0)","(3.9, 5.4, 5.025)","(6.0, 9.6, 7.8)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:36.692537,"(31.0, 80.0, 66.75)","(7.5, 12.0, 10.6)","(16.0, 32.0, 23.409090909090907)","(81.0, 95.0, 87.5)","(20.0, 48.0, 30.0)","(3.9, 5.4, 5.025)","(6.0, 9.6, 7.8)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:37.944191,"(31.0, 80.0, 66.75)","(7.5, 12.0, 10.6)","(16.0, 30.0, 25.625)","(81.0, 95.0, 87.5)","(20.0, 48.0, 30.0)","(3.9, 5.4, 5.1)","(6.0, 9.6, 7.8)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:39.408540,"(31.0, 80.0, 66.75)","(7.5, 12.0, 10.6)","(16.0, 29.0, 25.625)","(81.0, 95.0, 87.5)","(20.0, 48.0, 30.0)","(3.9, 5.3, 4.878947368421052)","(6.0, 9.6, 7.8)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:40.737021,"(31.0, 80.0, 66.75)","(7.5, 12.0, 10.6)","(16.0, 29.0, 22.863636363636363)","(81.0, 95.0, 87.5)","(20.0, 48.0, 30.0)","(3.9, 5.3, 4.878947368421052)","(6.0, 9.6, 7.8)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:41.823085,"(31.0, 80.0, 66.75)","(7.5, 12.0, 10.6)","(16.0, 29.0, 22.863636363636363)","(81.0, 95.0, 87.5)","(20.0, 48.0, 30.0)","(3.9, 5.3, 4.870588235294117)","(6.0, 9.6, 7.866666666666666)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:42.933314,"(31.0, 70.0, 52.8)","(7.5, 12.0, 10.6)","(16.0, 29.0, 22.863636363636363)","(81.0, 95.0, 87.5)","(20.0, 48.0, 30.0)","(3.9, 5.2, 4.852941176470588)","(6.0, 9.2, 7.533333333333333)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 19:08:44.093125,"(31.0, 65.0, 55.5)","(7.5, 12.0, 10.6)","(16.0, 29.0, 24.5)","(81.0, 95.0, 87.5)","(20.0, 48.0, 30.0)","(3.9, 5.1, 4.866666666666667)","(6.0, 9.2, 7.5)","(3.8, 99999, 99990)","(5.5, 99999, 99990)","(6.0, 99999, 99990)"
