,Runaway To Mars,Fix You,Call Me Trinity,Canya Mia,Eugenius,Fortified Mack
07-12-2022 20:36:23.127164,"(1.8, 2.26, 2.0742857142857143)","(71.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.4, 5.4, 5.237500000000001)","(11.0, 20.0, 14.0)","(3.2, 5.2, 4.35)"
07-12-2022 20:36:24.161695,"(1.8, 2.28, 2.112)","(71.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.4, 5.4, 4.60625)","(11.0, 20.0, 14.0)","(3.2, 5.2, 4.925000000000001)"
07-12-2022 20:36:25.200308,"(1.8, 2.28, 2.112)","(71.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.4, 5.5, 4.60625)","(11.0, 20.0, 14.0)","(3.2, 5.2, 4.925000000000001)"
07-12-2022 20:36:26.260120,"(1.8, 2.28, 2.112)","(71.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.4, 5.5, 5.0125)","(11.0, 20.0, 14.0)","(3.2, 5.2, 4.925000000000001)"
07-12-2022 20:36:27.154580,"(1.8, 2.28, 2.112)","(71.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.4, 5.3, 4.8875)","(11.0, 20.0, 14.0)","(3.2, 5.2, 4.925000000000001)"
07-12-2022 20:36:28.168129,"(1.8, 2.28, 2.112)","(71.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.4, 5.3, 4.55)","(11.0, 20.0, 14.0)","(3.2, 5.2, 4.35)"
07-12-2022 20:36:29.099937,"(1.8, 2.26, 2.1418181818181816)","(71.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.4, 5.3, 4.55)","(11.0, 20.0, 14.0)","(3.2, 5.2, 4.35)"
07-12-2022 20:36:30.106353,"(1.8, 2.26, 2.046666666666667)","(71.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.4, 5.3, 4.484615384615385)","(11.0, 20.0, 14.0)","(3.2, 5.2, 4.925000000000001)"
07-12-2022 20:36:31.092164,"(1.8, 2.26, 2.046666666666667)","(71.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.4, 5.5, 4.9772727272727275)","(11.0, 20.0, 14.0)","(3.2, 5.2, 4.925000000000001)"
07-12-2022 20:36:32.075532,"(1.8, 2.26, 2.046666666666667)","(71.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.4, 5.4, 4.9772727272727275)","(11.0, 20.0, 17.166666666666668)","(3.2, 5.2, 4.925000000000001)"
07-12-2022 20:36:33.091850,"(1.8, 2.26, 2.08)","(71.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.4, 5.4, 4.625)","(11.0, 20.0, 17.166666666666668)","(3.2, 5.2, 4.35)"
07-12-2022 20:36:34.060187,"(1.8, 2.26, 2.08)","(71.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.4, 5.4, 4.675)","(11.0, 20.0, 17.166666666666668)","(3.2, 5.2, 4.925000000000001)"
07-12-2022 20:36:35.092195,"(1.8, 2.26, 2.08)","(71.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.4, 5.5, 4.7)","(11.0, 20.0, 17.166666666666668)","(3.2, 5.2, 4.925000000000001)"
07-12-2022 20:36:36.122643,"(1.8, 2.26, 2.08)","(71.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.4, 5.5, 4.725)","(11.0, 20.0, 17.166666666666668)","(3.2, 5.2, 4.925000000000001)"
07-12-2022 20:36:37.154166,"(1.8, 2.26, 2.08)","(71.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.4, 5.5, 4.725)","(11.0, 20.0, 14.0)","(3.2, 5.2, 4.925000000000001)"
07-12-2022 20:36:38.153886,"(1.8, 2.26, 2.08)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.5, 4.725)","(11.0, 20.0, 14.0)","(3.3, 5.2, 4.35)"
07-12-2022 20:36:39.268489,"(1.8, 2.26, 2.08)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.5, 4.9375)","(11.0, 20.0, 14.0)","(3.3, 5.2, 4.925000000000001)"
07-12-2022 20:36:40.273260,"(1.8, 2.26, 2.08)","(81.0, 460.0, 416.1111111111111)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.5, 5.083333333333333)","(11.0, 20.0, 14.0)","(3.3, 5.2, 4.2375)"
07-12-2022 20:36:41.278091,"(1.8, 2.26, 2.08)","(81.0, 460.0, 381.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 5.083333333333333)","(11.0, 20.0, 18.083333333333336)","(3.3, 5.2, 4.2375)"
07-12-2022 20:36:42.287364,"(1.8, 2.26, 2.08)","(81.0, 460.0, 381.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 5.083333333333333)","(11.0, 19.5, 18.083333333333336)","(3.3, 5.2, 4.2375)"
07-12-2022 20:36:43.361354,"(1.8, 2.26, 2.08)","(81.0, 460.0, 381.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 4.65)","(11.0, 16.0, 18.083333333333336)","(3.3, 5.2, 4.033333333333333)"
07-12-2022 20:36:44.453140,"(1.8, 2.26, 2.08)","(81.0, 460.0, 361.25)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 5.058333333333334)","(11.0, 19.5, 18.083333333333336)","(3.3, 5.1, 4.657142857142857)"
07-12-2022 20:36:45.612509,"(1.8, 2.26, 2.08)","(81.0, 460.0, 358.75)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 5.138888888888889)","(11.0, 19.5, 18.083333333333336)","(3.3, 5.1, 4.657142857142857)"
07-12-2022 20:36:46.728072,"(1.8, 2.28, 2.048888888888889)","(81.0, 460.0, 300.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 5.138888888888889)","(11.0, 19.5, 18.083333333333336)","(3.3, 5.1, 4.657142857142857)"
07-12-2022 20:36:47.726198,"(1.8, 2.28, 2.048888888888889)","(81.0, 460.0, 300.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 5.138888888888889)","(11.0, 19.5, 18.083333333333336)","(3.3, 5.1, 4.657142857142857)"
07-12-2022 20:36:48.744338,"(1.8, 2.28, 2.056)","(81.0, 460.0, 300.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 4.9375)","(11.0, 19.5, 18.083333333333336)","(3.3, 5.1, 4.033333333333333)"
07-12-2022 20:36:49.786025,"(1.8, 2.28, 2.112)","(81.0, 460.0, 300.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 5.066666666666666)","(11.0, 19.5, 15.25)","(3.3, 5.1, 4.657142857142857)"
07-12-2022 20:36:50.850205,"(1.8, 2.28, 2.112)","(81.0, 460.0, 300.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 5.066666666666666)","(11.0, 19.5, 15.25)","(3.3, 5.1, 4.657142857142857)"
07-12-2022 20:36:51.894073,"(1.8, 2.28, 2.112)","(81.0, 460.0, 300.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 4.9625)","(11.0, 19.5, 15.25)","(3.3, 5.1, 4.657142857142857)"
07-12-2022 20:36:52.830111,"(1.8, 2.28, 2.112)","(81.0, 460.0, 300.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 4.9625)","(11.0, 19.5, 15.25)","(3.3, 5.1, 4.657142857142857)"
07-12-2022 20:36:53.805866,"(1.8, 2.28, 2.112)","(81.0, 460.0, 300.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 4.9625)","(11.0, 19.5, 15.25)","(3.3, 5.1, 4.033333333333333)"
07-12-2022 20:36:54.857311,"(1.8, 2.28, 2.112)","(81.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 5.15)","(11.0, 19.5, 13.666666666666666)","(3.3, 5.1, 4.657142857142857)"
07-12-2022 20:36:55.887720,"(1.8, 2.28, 2.112)","(81.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.4, 5.15)","(11.0, 19.0, 13.666666666666666)","(3.3, 5.1, 4.861538461538461)"
07-12-2022 20:36:56.844104,"(1.8, 2.26, 2.0742857142857143)","(81.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.4, 5.0375000000000005)","(11.0, 19.0, 13.666666666666666)","(3.3, 5.1, 4.389473684210526)"
07-12-2022 20:36:57.822508,"(1.8, 2.26, 2.0742857142857143)","(81.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.4, 4.345454545454546)","(11.0, 24.0, 15.333333333333332)","(3.3, 5.0, 4.7875000000000005)"
07-12-2022 20:36:58.806976,"(1.8, 2.26, 2.0742857142857143)","(81.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.4, 4.2727272727272725)","(11.0, 23.0, 15.0)","(3.3, 4.9, 4.321428571428571)"
07-12-2022 20:36:59.871865,"(1.8, 2.54, 2.1542857142857144)","(81.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.4, 4.2727272727272725)","(11.0, 23.0, 15.0)","(3.3, 4.9, 4.321428571428571)"
07-12-2022 20:37:00.951658,"(1.8, 2.5, 2.05)","(81.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 4.143589743589743)","(11.0, 23.0, 19.166666666666668)","(3.3, 5.1, 4.1)"
07-12-2022 20:37:02.032265,"(1.8, 2.48, 2.137142857142857)","(81.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.7, 5.233333333333333)","(11.0, 23.0, 19.166666666666668)","(3.3, 5.0, 4.1)"
07-12-2022 20:37:03.093040,"(1.8, 2.44, 2.055)","(81.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.5, 4.372727272727273)","(11.0, 23.0, 15.0)","(3.3, 5.0, 3.996153846153846)"
07-12-2022 20:37:04.109313,"(1.8, 2.44, 2.132)","(81.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.5, 4.372727272727273)","(11.0, 23.0, 20.6)","(3.3, 5.0, 3.6363636363636362)"
07-12-2022 20:37:05.192614,"(1.8, 2.44, 2.048)","(81.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.4, 4.6)","(11.0, 23.0, 20.7)","(3.3, 5.0, 4.758333333333333)"
07-12-2022 20:37:06.228089,"(1.8, 2.44, 2.048)","(81.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.6, 5.308333333333333)","(11.0, 23.0, 20.7)","(3.3, 5.0, 4.758333333333333)"
07-12-2022 20:37:07.268880,"(1.8, 2.44, 2.048)","(81.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.6, 5.308333333333333)","(11.0, 23.0, 20.7)","(3.3, 5.0, 4.758333333333333)"
07-12-2022 20:37:08.359011,"(1.8, 2.42, 2.0410526315789475)","(81.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.4, 4.800000000000001)","(11.0, 23.0, 19.857142857142858)","(3.3, 5.0, 4.25)"
07-12-2022 20:37:09.346288,"(1.8, 2.42, 2.0410526315789475)","(81.0, 460.0, 360.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.4, 4.800000000000001)","(11.0, 23.0, 19.166666666666668)","(3.3, 5.0, 4.758333333333333)"
07-12-2022 20:37:10.363177,"(1.8, 2.42, 2.0485714285714285)","(81.0, 460.0, 420.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.4, 4.957142857142857)","(11.0, 23.0, 19.166666666666668)","(3.3, 5.0, 4.758333333333333)"
07-12-2022 20:37:11.390370,"(1.8, 2.42, 2.0485714285714285)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.6, 4.949999999999999)","(11.0, 23.0, 19.1)","(3.3, 5.0, 4.591666666666667)"
07-12-2022 20:37:12.385409,"(1.8, 2.42, 2.0485714285714285)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 4.949999999999999)","(11.0, 21.0, 17.0)","(3.3, 4.8, 4.591666666666667)"
07-12-2022 20:37:13.371012,"(1.8, 2.4, 2.0833333333333335)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 4.949999999999999)","(11.0, 21.0, 16.5)","(3.3, 4.8, 4.666666666666666)"
07-12-2022 20:37:14.410522,"(1.8, 2.4, 2.1142857142857143)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 5.075)","(11.0, 21.0, 16.5)","(3.3, 4.8, 4.666666666666666)"
07-12-2022 20:37:15.343751,"(1.8, 2.4, 2.1142857142857143)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 5.075)","(11.0, 21.0, 12.666666666666666)","(3.3, 4.8, 4.608333333333333)"
07-12-2022 20:37:16.417789,"(1.8, 2.38, 2.0844444444444443)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 5.075)","(11.0, 21.0, 17.458333333333336)","(3.3, 4.8, 4.608333333333333)"
07-12-2022 20:37:17.490100,"(1.8, 2.38, 2.0844444444444443)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 5.075)","(11.0, 21.0, 17.458333333333336)","(3.3, 4.8, 4.608333333333333)"
07-12-2022 20:37:18.662012,"(1.8, 2.38, 2.0844444444444443)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 4.55)","(11.0, 21.0, 17.458333333333336)","(3.3, 4.8, 4.15)"
07-12-2022 20:37:19.887902,"(1.8, 2.38, 2.0844444444444443)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 5.1)","(11.0, 21.0, 16.27777777777778)","(3.3, 4.8, 4.33125)"
07-12-2022 20:37:21.050472,"(1.8, 2.38, 2.0844444444444443)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.6, 4.975)","(11.0, 21.0, 18.3)","(3.3, 4.8, 4.508333333333334)"
07-12-2022 20:37:22.305509,"(1.8, 2.38, 2.0844444444444443)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.2, 4.875)","(11.0, 20.0, 18.3)","(3.3, 4.7, 4.508333333333334)"
07-12-2022 20:37:23.412921,"(1.8, 2.36, 2.1028571428571428)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.2, 4.875)","(11.0, 20.0, 18.3)","(3.3, 4.7, 4.1)"
07-12-2022 20:37:24.516254,"(1.8, 2.34, 2.0755555555555554)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.2, 5.058333333333334)","(11.0, 20.0, 19.583333333333336)","(3.3, 4.7, 4.15)"
07-12-2022 20:37:25.655527,"(1.8, 2.34, 2.0755555555555554)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 4.949999999999999)","(11.0, 21.0, 16.428571428571427)","(3.3, 4.8, 4.591666666666667)"
07-12-2022 20:37:26.824773,"(1.8, 2.34, 2.0755555555555554)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 4.92)","(11.0, 21.0, 17.666666666666668)","(3.3, 4.8, 4.675000000000001)"
07-12-2022 20:37:27.993840,"(1.8, 2.32, 2.091428571428571)","(81.0, 460.0, 394.16666666666663)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.6, 5.556)","(11.0, 21.0, 19.181818181818183)","(3.3, 4.9, 4.675000000000001)"
07-12-2022 20:37:29.153045,"(1.8, 2.32, 2.091428571428571)","(81.0, 460.0, 382.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.7, 4.892307692307693)","(11.0, 26.0, 18.9)","(3.3, 4.9, 4.2)"
07-12-2022 20:37:30.249803,"(1.8, 2.32, 2.091428571428571)","(81.0, 460.0, 382.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.7, 5.25)","(11.0, 21.0, 19.25)","(3.3, 4.9, 4.225)"
07-12-2022 20:37:31.417224,"(1.8, 2.32, 2.091428571428571)","(81.0, 460.0, 382.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.5, 5.25)","(11.0, 20.0, 20.363636363636363)","(3.3, 4.9, 4.225)"
07-12-2022 20:37:32.556477,"(1.8, 2.3, 2.0666666666666664)","(81.0, 460.0, 382.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.5, 5.25)","(11.0, 24.0, 20.363636363636363)","(3.3, 4.9, 4.225)"
07-12-2022 20:37:33.725491,"(1.8, 2.3, 2.046153846153846)","(81.0, 460.0, 395.83333333333337)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.4, 5.08)","(11.0, 24.0, 20.75)","(3.3, 4.9, 3.7333333333333334)"
07-12-2022 20:37:34.862573,"(1.8, 2.28, 2.08)","(81.0, 460.0, 395.83333333333337)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 4.872727272727272)","(11.0, 22.0, 20.75)","(3.3, 4.9, 3.7333333333333334)"
07-12-2022 20:37:35.983441,"(1.8, 2.28, 2.08)","(81.0, 460.0, 395.83333333333337)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 4.872727272727272)","(11.0, 22.0, 21.583333333333336)","(3.3, 4.9, 4.225)"
07-12-2022 20:37:37.008173,"(1.8, 2.28, 2.08)","(81.0, 460.0, 362.5)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 4.872727272727272)","(11.0, 23.0, 20.5)","(3.3, 4.9, 4.225)"
07-12-2022 20:37:38.025352,"(1.8, 2.28, 2.112)","(81.0, 460.0, 382.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 4.872727272727272)","(11.0, 23.0, 16.75)","(3.3, 4.9, 4.225)"
07-12-2022 20:37:39.105859,"(1.8, 2.3, 2.0428571428571427)","(81.0, 460.0, 365.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 5.164705882352941)","(11.0, 23.0, 16.375)","(3.3, 4.9, 3.7333333333333334)"
07-12-2022 20:37:40.145690,"(1.8, 2.26, 2.0742857142857143)","(81.0, 460.0, 417.22222222222223)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 5.157142857142857)","(11.0, 22.0, 20.444444444444443)","(3.3, 4.9, 3.7333333333333334)"
07-12-2022 20:37:41.155117,"(1.8, 2.26, 2.0742857142857143)","(81.0, 460.0, 432.5)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 5.157142857142857)","(11.0, 26.0, 20.444444444444443)","(3.3, 4.9, 3.716666666666667)"
07-12-2022 20:37:42.195390,"(1.8, 2.26, 2.0742857142857143)","(81.0, 460.0, 417.22222222222223)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 4.872727272727272)","(11.0, 26.0, 17.272727272727273)","(3.3, 4.8, 4.125)"
07-12-2022 20:37:43.286405,"(1.8, 2.26, 2.0742857142857143)","(81.0, 460.0, 417.22222222222223)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 5.071428571428571)","(11.0, 26.0, 21.2)","(3.3, 4.7, 4.125)"
07-12-2022 20:37:44.376554,"(1.8, 2.26, 2.0433333333333334)","(81.0, 460.0, 365.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 5.343999999999999)","(11.0, 26.0, 21.2)","(3.3, 4.7, 3.7)"
07-12-2022 20:37:45.469401,"(1.8, 2.26, 2.0742857142857143)","(81.0, 460.0, 363.75)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 4.818181818181818)","(11.0, 26.0, 17.272727272727273)","(3.3, 4.7, 4.125)"
07-12-2022 20:37:46.502417,"(1.8, 2.26, 2.0742857142857143)","(81.0, 460.0, 411.25)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 4.818181818181818)","(11.0, 26.0, 20.88888888888889)","(3.3, 4.7, 4.125)"
07-12-2022 20:37:47.539502,"(1.8, 2.24, 2.0685714285714285)","(81.0, 460.0, 396.6666666666667)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 5.285714285714286)","(11.0, 26.0, 18.923076923076923)","(3.3, 4.7, 4.125)"
07-12-2022 20:37:48.638314,"(1.8, 2.24, 2.0685714285714285)","(81.0, 460.0, 396.6666666666667)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 5.231578947368421)","(11.0, 26.0, 20.25)","(3.3, 4.7, 4.125)"
07-12-2022 20:37:49.778951,"(1.8, 2.24, 2.0685714285714285)","(81.0, 460.0, 396.6666666666667)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 5.231578947368421)","(11.0, 26.0, 22.166666666666668)","(3.3, 4.7, 3.7)"
07-12-2022 20:37:50.920818,"(1.8, 2.24, 2.0685714285714285)","(81.0, 460.0, 396.6666666666667)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 4.872727272727272)","(11.0, 26.0, 22.166666666666668)","(3.3, 4.7, 4.425)"
07-12-2022 20:37:52.084360,"(1.8, 2.24, 2.0685714285714285)","(81.0, 460.0, 396.6666666666667)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 4.872727272727272)","(11.0, 26.0, 20.8)","(3.3, 4.6, 4.425)"
07-12-2022 20:37:53.140383,"(1.8, 2.26, 2.0433333333333334)","(81.0, 460.0, 411.25)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 4.872727272727272)","(11.0, 26.0, 20.8)","(3.3, 4.6, 4.425)"
07-12-2022 20:37:54.131463,"(1.8, 2.26, 2.0433333333333334)","(81.0, 460.0, 411.25)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 4.872727272727272)","(11.0, 26.0, 20.8)","(3.3, 4.6, 4.466666666666667)"
07-12-2022 20:37:55.153135,"(1.8, 2.24, 2.0685714285714285)","(81.0, 460.0, 395.83333333333337)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.6, 4.8)","(11.0, 26.0, 21.5)","(3.3, 5.2, 3.67)"
07-12-2022 20:37:56.225974,"(1.8, 2.24, 2.0685714285714285)","(81.0, 460.0, 395.83333333333337)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.6, 5.064285714285714)","(11.0, 24.0, 18.75)","(3.3, 5.2, 4.585714285714285)"
07-12-2022 20:37:57.237067,"(1.8, 2.24, 2.04)","(81.0, 460.0, 395.83333333333337)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.6, 5.392307692307693)","(11.0, 23.0, 19.75)","(3.3, 5.0, 4.209090909090909)"
07-12-2022 20:37:58.230599,"(1.8, 2.24, 2.0685714285714285)","(81.0, 460.0, 404.2857142857143)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.5, 5.158823529411764)","(11.0, 22.0, 19.75)","(3.3, 5.0, 4.275)"
07-12-2022 20:37:59.337960,"(1.8, 2.24, 2.0685714285714285)","(81.0, 460.0, 411.25)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.6, 5.158823529411764)","(11.0, 22.0, 19.75)","(3.3, 5.0, 3.75)"
07-12-2022 20:38:00.488100,"(1.8, 2.24, 2.0685714285714285)","(81.0, 460.0, 411.25)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.6, 4.908333333333333)","(11.0, 22.0, 19.75)","(3.3, 5.0, 3.75)"
07-12-2022 20:38:01.635685,"(1.8, 2.24, 2.0685714285714285)","(81.0, 460.0, 365.0)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.9, 5.0)","(11.0, 22.0, 19.375)","(3.3, 5.0, 4.275)"
07-12-2022 20:38:02.757613,"(1.8, 2.22, 2.0628571428571427)","(81.0, 460.0, 432.5)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 5.0)","(11.0, 22.0, 20.0)","(3.3, 5.0, 4.275)"
07-12-2022 20:38:03.853854,"(1.8, 2.22, 2.0628571428571427)","(81.0, 460.0, 432.5)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 4.644444444444445)","(11.0, 21.0, 20.0)","(3.3, 5.0, 4.275)"
07-12-2022 20:38:05.050031,"(1.8, 2.22, 2.0628571428571427)","(81.0, 460.0, 432.5)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 4.644444444444445)","(11.0, 21.0, 20.0)","(3.3, 5.0, 4.675000000000001)"
07-12-2022 20:38:06.208381,"(1.8, 2.22, 2.0628571428571427)","(81.0, 460.0, 432.5)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.8, 5.238636363636363)","(11.0, 21.0, 19.857142857142858)","(3.3, 4.9, 3.9)"
07-12-2022 20:38:07.402007,"(1.8, 2.24, 2.0685714285714285)","(81.0, 460.0, 417.22222222222223)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 5.083333333333333)","(11.0, 21.0, 18.75)","(3.3, 4.7, 4.371428571428572)"
07-12-2022 20:38:08.525581,"(1.8, 2.24, 2.130909090909091)","(81.0, 460.0, 417.22222222222223)","(91.0, 630.0, 123.33333333333334)","(3.6, 5.3, 5.083333333333333)","(11.0, 22.0, 18.75)","(3.3, 4.7, 4.371428571428572)"
07-12-2022 20:38:09.625948,"(1.8, 2.24, 2.0685714285714285)","(81.0, 460.0, 417.22222222222223)","(91.0, 630.0, 431.7391304347826)","(3.6, 5.3, 5.083333333333333)","(11.0, 22.0, 18.75)","(3.3, 4.7, 4.371428571428572)"
07-12-2022 20:38:10.740582,"(1.8, 2.24, 2.0685714285714285)","(81.0, 460.0, 417.22222222222223)","(91.0, 630.0, 438.69565217391306)","(3.6, 5.3, 5.620454545454546)","(11.0, 22.0, 18.75)","(3.3, 4.7, 4.1)"
07-12-2022 20:38:11.848395,"(1.8, 2.22, 2.0628571428571427)","(81.0, 460.0, 417.22222222222223)","(91.0, 630.0, 438.69565217391306)","(3.6, 5.7, 5.333333333333333)","(11.0, 22.0, 20.05)","(3.3, 4.7, 4.508333333333334)"
07-12-2022 20:38:13.030034,"(1.8, 2.22, 2.0628571428571427)","(81.0, 460.0, 417.22222222222223)","(91.0, 630.0, 438.69565217391306)","(3.6, 5.6, 5.3999999999999995)","(11.0, 22.0, 20.05)","(3.3, 4.7, 4.508333333333334)"
07-12-2022 20:38:14.222334,"(1.8, 2.22, 2.0628571428571427)","(81.0, 460.0, 417.22222222222223)","(91.0, 630.0, 438.69565217391306)","(3.6, 5.6, 5.3999999999999995)","(11.0, 22.0, 20.05)","(3.3, 4.7, 4.125)"
07-12-2022 20:38:15.393170,"(1.8, 2.22, 2.0628571428571427)","(81.0, 460.0, 417.22222222222223)","(91.0, 630.0, 438.69565217391306)","(3.6, 5.6, 5.3)","(11.0, 22.0, 20.05)","(3.3, 4.7, 3.7)"
07-12-2022 20:38:16.679999,"(1.8, 2.22, 2.0628571428571427)","(81.0, 460.0, 417.22222222222223)","(91.0, 630.0, 438.69565217391306)","(3.6, 5.6, 5.366666666666666)","(11.0, 22.0, 19.75)","(3.3, 4.7, 4.341666666666667)"
