,Olympic Gaze,Zegalo,Villaden,Shafty,Endorphins,Just Business,Lumber Dream,Real Peace
04-01-2023 14:52:49.516365,"(11.0, 12.5, 12.19767441860465)","(17.0, 19.5, 17.934782608695652)","(2.0, 2.26, 2.2555223880597013)","(12.0, 16.5, 16.453488372093023)","(6.0, 7.4, 7.298924731182796)","(18.0, 23.0, 22.166666666666668)","(15.0, 19.0, 17.833333333333332)","(7.0, 8.6, 8.424999999999999)"
04-01-2023 14:52:50.621561,"(11.0, 12.5, 12.19767441860465)","(17.0, 19.5, 17.934782608695652)","(2.0, 2.26, 2.2538297872340425)","(12.0, 16.5, 16.453488372093023)","(6.0, 7.4, 7.298924731182796)","(18.0, 23.0, 22.166666666666668)","(15.0, 19.0, 17.833333333333332)","(7.0, 8.6, 8.424999999999999)"
04-01-2023 14:52:51.760984,"(11.0, 12.5, 12.418439716312056)","(17.0, 19.5, 17.934782608695652)","(2.0, 2.28, 2.2538297872340425)","(12.0, 16.5, 16.453488372093023)","(6.0, 7.4, 7.298924731182796)","(18.0, 23.0, 22.166666666666668)","(15.0, 19.0, 17.833333333333332)","(7.0, 8.6, 8.39310344827586)"
04-01-2023 14:52:52.858387,"(11.0, 12.5, 12.418439716312056)","(17.0, 19.5, 19.1)","(2.0, 2.28, 2.2538297872340425)","(12.0, 16.5, 16.453488372093023)","(6.0, 7.4, 7.298924731182796)","(18.0, 23.0, 22.166666666666668)","(15.0, 19.0, 17.833333333333332)","(7.0, 8.6, 8.39310344827586)"
04-01-2023 14:52:53.996665,"(11.0, 12.5, 12.418439716312056)","(17.0, 19.5, 19.1)","(2.0, 2.28, 2.2277406679764247)","(12.0, 16.5, 16.44871794871795)","(6.0, 7.4, 7.298924731182796)","(18.0, 23.0, 22.166666666666668)","(15.0, 19.0, 17.833333333333332)","(7.0, 8.6, 8.38723404255319)"
04-01-2023 14:52:55.192607,"(11.0, 12.5, 12.416666666666666)","(17.0, 20.0, 19.517241379310345)","(2.0, 2.24, 2.2277406679764247)","(12.0, 16.5, 16.44871794871795)","(6.0, 7.4, 7.650467289719626)","(18.0, 23.0, 22.166666666666668)","(15.0, 19.0, 17.833333333333332)","(7.0, 8.6, 8.392700729927007)"
04-01-2023 14:52:56.391957,"(11.0, 12.5, 12.416666666666666)","(17.0, 20.0, 19.3)","(2.0, 2.24, 2.2245925925925927)","(12.0, 16.5, 16.433333333333334)","(6.0, 8.2, 7.651923076923077)","(18.0, 23.0, 22.26829268292683)","(15.0, 19.0, 17.894736842105264)","(7.0, 8.6, 8.376576576576577)"
04-01-2023 14:52:57.680036,"(11.0, 12.5, 12.412213740458014)","(17.0, 20.0, 19.3)","(2.0, 2.24, 2.2245925925925927)","(12.0, 16.5, 16.433333333333334)","(6.0, 8.2, 7.78695652173913)","(18.0, 23.0, 22.26829268292683)","(15.0, 19.0, 17.894736842105264)","(7.0, 8.6, 8.376576576576577)"
04-01-2023 14:52:59.108803,"(11.0, 12.5, 12.412213740458014)","(17.0, 20.0, 19.3)","(2.0, 2.24, 2.2203003003003006)","(12.0, 16.5, 16.433333333333334)","(6.0, 8.2, 7.78695652173913)","(18.0, 23.0, 22.166666666666668)","(15.0, 19.0, 17.894736842105264)","(7.0, 8.6, 8.376576576576577)"
04-01-2023 14:53:00.368208,"(11.0, 12.5, 12.412213740458014)","(17.0, 20.0, 19.36842105263158)","(2.0, 2.24, 2.220289855072464)","(12.0, 16.5, 16.433333333333334)","(6.0, 8.2, 7.78695652173913)","(18.0, 23.0, 22.166666666666668)","(15.0, 19.0, 17.894736842105264)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:01.905961,"(11.0, 12.5, 12.412213740458014)","(17.0, 20.0, 18.90909090909091)","(2.0, 2.24, 2.220289855072464)","(12.0, 16.5, 16.433333333333334)","(6.0, 8.2, 7.78695652173913)","(18.0, 23.0, 22.166666666666668)","(15.0, 19.0, 17.894736842105264)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:03.229160,"(11.0, 12.5, 12.412213740458014)","(17.0, 20.0, 18.90909090909091)","(2.0, 2.24, 2.212390011890607)","(12.0, 16.5, 16.433333333333334)","(6.0, 8.2, 7.78695652173913)","(18.0, 23.0, 22.166666666666668)","(15.0, 19.0, 18.4)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:04.585716,"(11.0, 12.5, 12.409448818897637)","(17.0, 20.0, 18.90909090909091)","(2.0, 2.22, 2.212390011890607)","(12.0, 16.5, 16.923076923076923)","(6.0, 8.2, 7.836363636363636)","(18.0, 23.0, 21.234375)","(15.0, 19.0, 18.0)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:05.929334,"(11.0, 12.5, 12.415966386554622)","(17.0, 20.0, 18.90909090909091)","(2.0, 2.22, 2.212390011890607)","(12.0, 17.5, 17.1875)","(6.0, 8.0, 7.836363636363636)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 18.076923076923077)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:07.129021,"(11.0, 12.5, 12.437888198757763)","(17.0, 20.0, 18.90909090909091)","(2.0, 2.22, 2.2134679334916867)","(12.0, 17.5, 17.1875)","(6.0, 8.0, 7.77029702970297)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 18.076923076923077)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:08.304919,"(11.0, 12.5, 12.437888198757763)","(17.0, 20.0, 18.90909090909091)","(2.0, 2.22, 2.2134679334916867)","(12.0, 17.5, 17.1875)","(6.0, 8.0, 7.77029702970297)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 18.076923076923077)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:09.562272,"(11.0, 12.5, 12.437888198757763)","(16.0, 20.0, 18.90909090909091)","(2.0, 2.22, 2.2142641509433965)","(12.0, 17.5, 17.346153846153847)","(6.0, 8.0, 7.77029702970297)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:10.790852,"(11.0, 12.5, 12.437888198757763)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.22, 2.2142641509433965)","(12.0, 17.5, 17.346153846153847)","(6.0, 8.0, 7.77029702970297)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:11.993092,"(11.0, 12.5, 12.437888198757763)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.22, 2.2141762452107283)","(12.0, 17.5, 17.346153846153847)","(6.0, 8.0, 7.77029702970297)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:13.133098,"(11.0, 12.5, 12.437888198757763)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.22, 2.2141762452107283)","(12.0, 17.5, 17.346153846153847)","(6.0, 8.0, 7.77029702970297)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:14.312824,"(11.0, 12.5, 12.437888198757763)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.22, 2.2141762452107283)","(12.0, 17.5, 17.346153846153847)","(6.0, 8.0, 7.7615384615384615)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:15.534142,"(11.0, 12.5, 12.46078431372549)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.22, 2.2179687500000003)","(12.0, 17.5, 17.346153846153847)","(6.0, 8.0, 7.7615384615384615)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:16.685076,"(11.0, 12.5, 12.46078431372549)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.22, 2.2179687500000003)","(12.0, 17.5, 17.346153846153847)","(6.0, 8.0, 7.7615384615384615)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:17.814629,"(11.0, 12.5, 12.46078431372549)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.22, 2.2179687500000003)","(12.0, 17.5, 17.346153846153847)","(6.0, 8.0, 7.911111111111111)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:19.001086,"(11.0, 12.5, 12.46078431372549)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.22, 2.219327731092437)","(12.0, 17.5, 17.346153846153847)","(6.0, 8.0, 7.911111111111111)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:20.327586,"(11.0, 12.5, 12.46078431372549)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.22, 2.2196521739130435)","(12.0, 17.5, 17.333333333333332)","(6.0, 8.0, 7.932394366197183)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:21.545048,"(11.0, 12.5, 12.46078431372549)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.22, 2.2196521739130435)","(12.0, 17.5, 17.333333333333332)","(6.0, 8.0, 7.932394366197183)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:22.728369,"(11.0, 12.5, 12.46078431372549)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.22, 2.2195604395604396)","(12.0, 17.5, 17.333333333333332)","(6.0, 8.0, 7.932394366197183)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:24.212882,"(11.0, 12.5, 12.463190184049079)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.22, 2.1977272727272728)","(12.0, 17.5, 17.183333333333334)","(6.0, 8.0, 7.938461538461539)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 18.0)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:25.612347,"(11.0, 12.5, 12.463190184049079)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.2, 2.1983928571428573)","(12.0, 17.5, 17.325)","(6.0, 8.0, 7.938461538461539)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 18.0)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:26.831970,"(11.0, 12.5, 12.463190184049079)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.2, 2.1967857142857143)","(12.0, 17.5, 17.325)","(6.0, 8.0, 7.938461538461539)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 18.0)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:28.032748,"(11.0, 12.5, 12.463190184049079)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.2, 2.1967857142857143)","(12.0, 17.5, 17.325)","(6.0, 8.0, 7.938461538461539)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:29.233838,"(11.0, 13.0, 12.704347826086957)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.2, 2.1967857142857143)","(12.0, 17.5, 17.266666666666666)","(6.0, 8.0, 7.938461538461539)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:30.284952,"(11.0, 13.0, 12.704347826086957)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.2, 2.1967857142857143)","(12.0, 17.5, 17.181818181818183)","(6.0, 8.0, 7.938461538461539)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:31.374553,"(11.0, 13.0, 12.704347826086957)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.22, 2.189777777777778)","(12.0, 17.5, 17.387096774193548)","(6.0, 8.0, 7.938461538461539)","(18.0, 22.0, 21.279411764705884)","(15.0, 19.0, 18.0)","(7.0, 8.6, 8.386206896551723)"
04-01-2023 14:53:32.520042,"(11.0, 13.0, 12.711864406779661)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.22, 2.1825)","(12.0, 17.5, 17.365384615384617)","(6.0, 8.0, 7.9312499999999995)","(18.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.240579710144926)"
04-01-2023 14:53:33.611506,"(11.0, 13.0, 12.704347826086957)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.22, 2.1845714285714286)","(12.0, 17.5, 17.365384615384617)","(6.0, 8.2, 7.923529411764705)","(19.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.223188405797101)"
04-01-2023 14:53:34.746858,"(11.0, 13.0, 12.704347826086957)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.22, 2.19601108033241)","(12.0, 17.5, 17.365384615384617)","(6.0, 8.2, 7.945945945945946)","(19.0, 22.0, 21.234375)","(15.0, 19.0, 17.8)","(7.0, 8.6, 8.228571428571428)"
04-01-2023 14:53:35.917848,"(11.0, 13.0, 12.704347826086957)","(16.0, 20.0, 19.076923076923077)","(2.0, 2.2, 2.1966197183098592)","(12.0, 17.5, 17.365384615384617)","(6.0, 8.2, 7.954285714285714)","(19.0, 22.0, 21.234375)","(15.0, 19.0, 18.6)","(7.0, 8.6, 8.304545454545455)"
04-01-2023 14:53:37.095707,"(11.0, 13.0, 12.704347826086957)","(16.0, 20.0, 19.076923076923077)","(2.0, 2.2, 2.1966197183098592)","(12.0, 17.5, 17.365384615384617)","(6.0, 8.2, 8.027999999999999)","(19.0, 22.0, 21.234375)","(15.0, 19.0, 18.6)","(7.0, 8.6, 8.304545454545455)"
04-01-2023 14:53:38.258721,"(11.0, 13.0, 12.700440528634362)","(16.0, 20.0, 19.076923076923077)","(2.0, 2.2, 2.1966197183098592)","(12.0, 17.5, 17.365384615384617)","(6.0, 8.2, 8.039252336448598)","(19.0, 22.0, 21.234375)","(15.0, 19.0, 18.6)","(7.0, 8.6, 8.270886075949367)"
04-01-2023 14:53:39.465771,"(11.0, 13.0, 12.811224489795919)","(16.0, 20.0, 18.58823529411765)","(2.0, 2.2, 2.181234567901235)","(12.0, 17.5, 17.365384615384617)","(6.0, 8.2, 8.039252336448598)","(19.0, 22.0, 21.234375)","(15.0, 19.0, 18.272727272727273)","(7.0, 8.6, 8.382122905027932)"
04-01-2023 14:53:40.689105,"(11.0, 13.0, 12.6)","(16.0, 20.0, 18.956521739130434)","(2.0, 2.2, 2.1835714285714287)","(12.0, 17.5, 16.478571428571428)","(6.0, 8.2, 8.024489795918367)","(19.0, 22.0, 21.234375)","(15.0, 19.0, 18.272727272727273)","(7.0, 8.6, 8.198290598290598)"
04-01-2023 14:53:41.903949,"(11.0, 13.5, 13.319672131147541)","(16.0, 20.0, 18.956521739130434)","(2.0, 2.2, 2.1462975778546713)","(12.0, 16.5, 16.482558139534884)","(6.0, 8.2, 8.015686274509804)","(19.0, 22.0, 21.234375)","(15.0, 19.0, 18.272727272727273)","(7.0, 8.2, 8.198165137614678)"
04-01-2023 14:53:43.032303,"(11.0, 13.5, 13.319672131147541)","(16.0, 20.0, 18.956521739130434)","(2.0, 2.16, 2.1480353200883004)","(12.0, 16.5, 16.934065934065934)","(6.0, 8.2, 8.031372549019608)","(19.0, 22.0, 21.328767123287673)","(15.0, 19.0, 18.35135135135135)","(7.0, 8.2, 8.274999999999999)"
04-01-2023 14:53:44.149289,"(11.0, 13.5, 13.325396825396826)","(16.0, 20.0, 18.956521739130434)","(2.0, 2.16, 2.146971153846154)","(12.0, 17.0, 16.934065934065934)","(6.0, 8.2, 8.031372549019608)","(19.0, 22.0, 21.328767123287673)","(15.0, 19.0, 18.35135135135135)","(7.0, 8.6, 8.266666666666666)"
04-01-2023 14:53:45.295920,"(11.0, 13.5, 13.325396825396826)","(16.0, 20.0, 18.956521739130434)","(2.0, 2.16, 2.146971153846154)","(12.0, 17.0, 16.934065934065934)","(6.0, 8.2, 8.039252336448598)","(19.0, 22.0, 21.328767123287673)","(15.0, 19.0, 18.0)","(7.0, 8.6, 8.266666666666666)"
04-01-2023 14:53:46.369215,"(11.0, 13.5, 13.325396825396826)","(16.0, 20.0, 18.5)","(2.0, 2.16, 2.1488685015290523)","(12.0, 17.0, 16.934065934065934)","(6.0, 8.2, 8.039252336448598)","(19.0, 22.0, 21.328767123287673)","(15.0, 19.0, 18.0)","(7.0, 8.6, 8.233802816901408)"
04-01-2023 14:53:47.451117,"(11.0, 13.5, 13.366071428571429)","(16.0, 20.0, 18.5)","(2.0, 2.16, 2.1410416666666667)","(12.0, 17.0, 16.934065934065934)","(6.0, 8.2, 8.020689655172413)","(19.0, 22.0, 21.328767123287673)","(15.0, 19.0, 18.0)","(7.0, 8.6, 8.233802816901408)"
04-01-2023 14:53:48.601588,"(11.0, 13.5, 13.366071428571429)","(16.0, 20.0, 18.857142857142858)","(2.0, 2.16, 2.1425742574257427)","(12.0, 17.0, 16.934065934065934)","(6.0, 8.2, 8.028571428571428)","(19.0, 22.0, 21.328767123287673)","(15.0, 19.0, 18.0)","(7.0, 8.6, 8.233802816901408)"
04-01-2023 14:53:49.733457,"(11.0, 13.5, 13.366071428571429)","(16.0, 20.0, 18.857142857142858)","(2.0, 2.16, 2.142488038277512)","(12.0, 17.0, 16.934065934065934)","(6.0, 8.2, 7.993939393939393)","(19.0, 22.0, 21.328767123287673)","(15.0, 19.0, 18.0)","(7.0, 8.6, 8.371929824561404)"
04-01-2023 14:53:50.857197,"(11.0, 13.5, 13.366071428571429)","(16.0, 20.0, 18.857142857142858)","(2.0, 2.16, 2.142488038277512)","(12.0, 17.0, 16.853658536585368)","(6.0, 8.2, 7.993939393939393)","(19.0, 22.0, 21.96)","(15.0, 19.0, 18.0)","(7.0, 8.6, 8.378571428571428)"
04-01-2023 14:53:51.923436,"(11.0, 13.5, 13.366071428571429)","(16.0, 21.0, 18.6953125)","(2.0, 2.16, 2.1406349206349207)","(12.0, 17.0, 16.853658536585368)","(6.0, 8.2, 7.993939393939393)","(19.0, 22.0, 22.26829268292683)","(15.0, 19.0, 18.0)","(7.0, 8.6, 8.384530386740332)"
04-01-2023 14:53:53.034157,"(11.0, 13.5, 13.346938775510203)","(16.0, 21.0, 18.960526315789473)","(2.0, 2.16, 2.140857142857143)","(12.0, 17.0, 16.853658536585368)","(6.0, 8.2, 7.989147286821705)","(19.0, 23.0, 21.658227848101266)","(15.0, 19.0, 17.956521739130434)","(7.0, 8.6, 8.223188405797101)"
04-01-2023 14:53:54.179516,"(11.0, 13.5, 13.34375)","(16.0, 21.0, 18.95138888888889)","(2.0, 2.14, 2.1396610169491526)","(12.0, 17.0, 16.923076923076923)","(6.0, 8.2, 8.0475)","(19.0, 23.0, 22.07017543859649)","(15.0, 19.0, 17.956521739130434)","(7.0, 8.6, 8.164634146341463)"
04-01-2023 14:53:55.359387,"(11.0, 13.5, 13.366071428571429)","(16.0, 21.0, 19.096774193548388)","(2.0, 2.14, 2.155519742143433)","(12.0, 17.0, 16.958333333333332)","(6.0, 8.2, 8.052054794520547)","(19.0, 23.0, 22.036363636363635)","(15.0, 19.0, 17.956521739130434)","(7.0, 8.2, 8.164634146341463)"
04-01-2023 14:53:56.492622,"(11.0, 13.5, 13.366071428571429)","(16.0, 21.0, 19.033333333333335)","(2.0, 2.16, 2.146435643564357)","(12.0, 17.0, 16.958333333333332)","(6.0, 8.2, 8.052054794520547)","(19.0, 23.0, 22.036363636363635)","(15.0, 19.0, 17.956521739130434)","(7.0, 8.2, 8.146296296296295)"
04-01-2023 14:53:57.637533,"(11.0, 13.5, 13.366071428571429)","(16.0, 21.0, 19.01282051282051)","(2.0, 2.16, 2.147878787878788)","(12.0, 17.0, 16.958333333333332)","(6.0, 8.2, 8.052054794520547)","(19.0, 23.0, 22.11764705882353)","(15.0, 19.0, 17.956521739130434)","(7.0, 8.2, 8.142)"
04-01-2023 14:53:58.843035,"(11.0, 13.5, 13.366071428571429)","(16.0, 21.0, 20.106060606060606)","(2.0, 2.16, 2.1566414777497904)","(12.0, 17.0, 16.94)","(6.0, 8.2, 8.012173913043478)","(19.0, 23.0, 22.285714285714285)","(15.0, 19.0, 17.956521739130434)","(7.0, 8.2, 8.103333333333333)"
04-01-2023 14:53:59.918031,"(11.0, 13.5, 13.34375)","(16.0, 21.0, 20.216814159292035)","(2.0, 2.16, 2.1566414777497904)","(12.0, 17.0, 16.94)","(6.0, 8.2, 8.012173913043478)","(19.0, 23.0, 22.25)","(15.0, 19.0, 17.956521739130434)","(7.0, 8.2, 8.105084745762712)"
04-01-2023 14:54:01.010734,"(11.0, 13.5, 13.34375)","(16.0, 21.0, 20.193548387096776)","(2.0, 2.16, 2.1569517358171044)","(12.0, 17.0, 16.94)","(6.0, 8.2, 8.012173913043478)","(19.0, 23.0, 22.18918918918919)","(15.0, 19.0, 18.5)","(7.0, 8.2, 8.105084745762712)"
04-01-2023 14:54:02.236243,"(11.0, 13.0, 12.667924528301887)","(16.0, 21.0, 20.137931034482758)","(2.0, 2.14, 2.132297734627832)","(12.0, 17.0, 16.95945945945946)","(6.0, 8.2, 8.108433734939759)","(19.0, 23.0, 22.285714285714285)","(15.0, 19.5, 18.5)","(7.0, 8.2, 8.134883720930231)"
04-01-2023 14:54:03.321042,"(11.0, 13.0, 12.687943262411348)","(16.0, 21.0, 20.137931034482758)","(2.0, 2.14, 2.132297734627832)","(12.0, 17.0, 16.95945945945946)","(6.0, 8.2, 8.108433734939759)","(19.0, 23.0, 21.823529411764707)","(15.0, 19.5, 18.97826086956522)","(7.0, 8.2, 8.134883720930231)"
04-01-2023 14:54:04.412238,"(11.0, 13.0, 12.687943262411348)","(16.0, 21.0, 20.107142857142858)","(2.0, 2.14, 2.1371753986332576)","(12.0, 17.0, 17.48076923076923)","(6.0, 8.2, 8.034188034188034)","(19.0, 23.0, 21.823529411764707)","(15.0, 19.5, 18.642857142857142)","(7.0, 8.2, 8.196874999999999)"
04-01-2023 14:54:05.601475,"(11.0, 13.0, 12.664122137404581)","(16.0, 21.0, 20.183035714285715)","(2.0, 2.14, 2.1392020373514433)","(12.0, 17.5, 17.48076923076923)","(6.0, 8.2, 8.034188034188034)","(19.0, 23.0, 21.823529411764707)","(15.0, 19.5, 18.5)","(7.0, 8.2, 8.196874999999999)"
04-01-2023 14:54:06.692006,"(11.0, 13.0, 12.664122137404581)","(16.0, 21.0, 20.183035714285715)","(2.0, 2.14, 2.1571428571428575)","(12.0, 17.5, 17.483333333333334)","(6.0, 8.2, 8.031304347826087)","(19.0, 23.0, 21.823529411764707)","(15.0, 19.5, 18.5)","(7.0, 8.2, 8.196874999999999)"
04-01-2023 14:54:07.798227,"(11.0, 13.0, 12.65891472868217)","(16.0, 21.0, 20.183035714285715)","(2.0, 2.16, 2.1498245614035087)","(12.0, 17.5, 17.483333333333334)","(6.0, 8.2, 8.031304347826087)","(19.0, 23.0, 21.823529411764707)","(15.0, 19.5, 18.642857142857142)","(7.0, 8.2, 8.1126213592233)"
04-01-2023 14:54:08.901630,"(11.0, 13.0, 12.637860082304528)","(16.0, 21.0, 20.288659793814432)","(2.0, 2.16, 2.1543689320388353)","(12.0, 17.5, 17.483333333333334)","(6.0, 8.2, 8.02037037037037)","(19.0, 23.0, 21.823529411764707)","(15.0, 19.5, 18.642857142857142)","(7.0, 8.2, 8.12622950819672)"
04-01-2023 14:54:10.055367,"(11.0, 13.0, 12.637860082304528)","(16.0, 21.0, 20.288659793814432)","(2.0, 2.16, 2.1527196652719667)","(12.0, 17.5, 17.483333333333334)","(6.0, 8.2, 8.02037037037037)","(19.0, 23.0, 21.823529411764707)","(15.0, 19.5, 18.7)","(7.0, 8.2, 8.111764705882353)"
04-01-2023 14:54:11.211516,"(11.0, 13.0, 12.637860082304528)","(16.0, 21.0, 20.288659793814432)","(2.0, 2.16, 2.153275109170306)","(12.0, 17.5, 17.483333333333334)","(6.5, 8.2, 7.954430379746835)","(18.0, 23.0, 21.823529411764707)","(15.0, 19.5, 18.833333333333332)","(7.0, 8.2, 8.059375)"
04-01-2023 14:54:12.272925,"(11.0, 13.0, 12.64516129032258)","(16.0, 21.0, 20.233333333333334)","(2.0, 2.16, 2.153275109170306)","(12.0, 17.5, 17.483333333333334)","(6.5, 8.2, 7.980790960451977)","(18.0, 23.0, 21.823529411764707)","(15.0, 19.5, 18.833333333333332)","(7.0, 8.2, 8.123076923076923)"
04-01-2023 14:54:13.440843,"(11.0, 13.0, 12.64516129032258)","(16.0, 21.0, 20.233333333333334)","(2.0, 2.16, 2.1526488706365505)","(12.0, 17.5, 17.483333333333334)","(6.5, 8.2, 7.922605363984674)","(18.0, 23.0, 21.823529411764707)","(15.0, 19.5, 18.833333333333332)","(7.0, 8.2, 8.168965517241379)"
04-01-2023 14:54:14.690641,"(11.0, 13.0, 12.64516129032258)","(16.0, 21.0, 20.233333333333334)","(2.0, 2.16, 2.1522465208747517)","(12.0, 17.5, 17.484126984126984)","(6.5, 8.2, 7.922605363984674)","(18.0, 23.0, 21.823529411764707)","(15.0, 19.5, 18.833333333333332)","(7.0, 8.2, 8.16969696969697)"
04-01-2023 14:54:15.879232,"(11.0, 13.0, 12.64516129032258)","(16.0, 21.0, 20.233333333333334)","(2.0, 2.16, 2.1522465208747517)","(12.0, 17.5, 17.484126984126984)","(6.5, 8.2, 7.922605363984674)","(18.0, 23.0, 21.823529411764707)","(15.0, 19.5, 18.884615384615383)","(7.0, 8.2, 8.16969696969697)"
04-01-2023 14:54:17.023268,"(11.0, 13.0, 12.64516129032258)","(16.0, 21.0, 20.233333333333334)","(2.0, 2.16, 2.1512359550561797)","(12.0, 17.5, 17.484126984126984)","(6.5, 8.2, 7.922605363984674)","(18.0, 23.0, 21.823529411764707)","(15.0, 19.5, 18.884615384615383)","(7.0, 8.2, 8.16969696969697)"
04-01-2023 14:54:18.178052,"(11.0, 13.0, 12.64516129032258)","(16.0, 21.0, 20.233333333333334)","(2.0, 2.16, 2.1512359550561797)","(12.0, 17.5, 17.484126984126984)","(6.5, 8.2, 7.968421052631579)","(18.0, 23.0, 21.823529411764707)","(15.0, 19.5, 18.884615384615383)","(7.0, 8.2, 8.16797153024911)"
04-01-2023 14:54:19.371156,"(11.0, 13.0, 12.63953488372093)","(16.0, 21.0, 20.26595744680851)","(2.0, 2.16, 2.1543835616438356)","(12.0, 17.5, 17.484126984126984)","(6.5, 8.0, 7.968421052631579)","(18.0, 23.0, 21.391304347826086)","(15.0, 19.5, 18.375)","(7.0, 8.2, 8.16797153024911)"
04-01-2023 14:54:20.569031,"(11.0, 13.0, 12.63953488372093)","(16.0, 21.0, 20.288659793814432)","(2.0, 2.16, 2.151371841155235)","(12.0, 17.5, 17.484126984126984)","(6.5, 8.0, 7.97196261682243)","(18.0, 22.0, 21.391304347826086)","(15.0, 19.5, 18.55263157894737)","(7.0, 8.2, 8.169230769230769)"
04-01-2023 14:54:21.716651,"(11.0, 13.0, 12.645038167938932)","(16.0, 21.0, 20.31)","(2.0, 2.12, 2.1163088803088805)","(12.0, 17.5, 18.083333333333332)","(6.5, 8.0, 7.979166666666667)","(18.0, 22.0, 21.490909090909092)","(15.0, 19.5, 19.136363636363637)","(7.0, 8.2, 8.194244604316546)"
04-01-2023 14:54:22.844775,"(11.0, 13.0, 12.757847533632287)","(16.0, 21.0, 20.394736842105264)","(2.0, 2.16, 2.126027397260274)","(12.0, 18.5, 18.023809523809526)","(6.5, 8.0, 7.979166666666667)","(18.0, 22.0, 21.652173913043477)","(15.0, 19.5, 19.286666666666665)","(7.0, 8.2, 8.194244604316546)"
