,Evanlee,Mechanics Kismet,Lamont Bale,Our Watto,Forcefully,Sonic Sammy
12-01-2023 15:32:56.129496,"(15.0, 32.0, 28.625)","(5.5, 12.0, 8.133333333333333)","(4.4, 10.0, 6.7272727272727275)","(3.1, 5.1, 4.308)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:32:57.213299,"(15.0, 32.0, 28.625)","(5.5, 12.0, 8.133333333333333)","(4.4, 10.0, 6.7272727272727275)","(3.1, 5.1, 4.314285714285714)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:32:58.293611,"(15.0, 32.0, 28.625)","(5.5, 12.0, 8.133333333333333)","(4.4, 10.0, 7.428571428571429)","(3.1, 5.1, 4.314285714285714)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:32:59.414062,"(15.0, 32.0, 28.625)","(5.5, 12.0, 8.133333333333333)","(4.4, 10.0, 7.428571428571429)","(3.1, 5.1, 4.183333333333333)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:00.417675,"(15.0, 32.0, 28.625)","(5.5, 12.0, 8.133333333333333)","(4.4, 10.0, 7.428571428571429)","(3.1, 5.1, 4.183333333333333)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:01.438720,"(15.0, 32.0, 28.625)","(5.5, 12.0, 8.133333333333333)","(4.4, 10.0, 6.7272727272727275)","(3.1, 5.1, 4.314285714285714)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:02.454970,"(15.0, 32.0, 28.625)","(5.5, 12.0, 8.133333333333333)","(4.4, 10.0, 7.428571428571429)","(3.1, 5.1, 4.314285714285714)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:03.451021,"(15.0, 32.0, 28.625)","(5.5, 12.0, 8.133333333333333)","(4.4, 10.0, 6.7272727272727275)","(3.1, 5.1, 4.314285714285714)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:04.406637,"(15.0, 32.0, 28.625)","(5.5, 12.0, 8.133333333333333)","(4.4, 10.0, 7.428571428571429)","(3.1, 5.1, 4.314285714285714)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:05.390325,"(15.0, 32.0, 28.625)","(5.5, 12.0, 8.133333333333333)","(4.4, 10.0, 6.7272727272727275)","(3.1, 5.1, 4.22)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:06.406725,"(15.0, 32.0, 28.625)","(5.5, 12.0, 8.133333333333333)","(4.4, 10.0, 7.428571428571429)","(3.1, 5.1, 4.22)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:07.473568,"(15.0, 32.0, 28.625)","(5.5, 12.0, 8.133333333333333)","(4.4, 10.0, 6.7272727272727275)","(3.1, 5.1, 4.22)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:08.500331,"(15.0, 32.0, 28.625)","(5.5, 12.0, 8.133333333333333)","(4.4, 10.0, 6.7272727272727275)","(3.1, 5.1, 4.34375)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:09.375145,"(15.0, 32.0, 28.625)","(5.5, 12.0, 8.133333333333333)","(4.4, 10.0, 6.7272727272727275)","(3.1, 5.1, 4.34375)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:10.402999,"(15.0, 32.0, 28.625)","(5.5, 12.0, 8.133333333333333)","(4.4, 10.0, 6.7272727272727275)","(3.1, 5.1, 4.34375)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:11.453571,"(15.0, 32.0, 28.625)","(5.5, 12.0, 6.7272727272727275)","(4.4, 10.0, 6.605263157894736)","(3.1, 5.1, 4.314285714285714)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:12.371224,"(15.0, 32.0, 28.625)","(5.5, 11.0, 6.636363636363637)","(4.4, 9.0, 6.605263157894736)","(3.1, 5.1, 4.314285714285714)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:13.285624,"(15.0, 32.0, 28.625)","(5.5, 10.5, 7.633333333333334)","(4.4, 11.0, 7.857142857142858)","(3.1, 5.1, 4.308)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:14.252886,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 7.166666666666667)","(3.1, 5.1, 4.22)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:15.217904,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 7.166666666666667)","(3.2, 5.1, 4.22)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:16.228235,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 7.166666666666667)","(3.2, 5.1, 4.22)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:17.442107,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 7.166666666666667)","(3.2, 5.1, 4.22)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:18.416384,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 7.166666666666667)","(3.2, 5.1, 4.22)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:19.464135,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 7.166666666666667)","(3.2, 5.1, 4.22)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:20.560410,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 7.166666666666667)","(3.2, 5.1, 4.22)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:21.530609,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 7.166666666666667)","(3.2, 5.1, 4.22)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:22.557954,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 7.166666666666667)","(3.2, 5.1, 4.22)","(2.6, 2.72, 2.470833333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:23.607757,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 7.166666666666667)","(3.2, 5.1, 4.775)","(2.6, 2.72, 2.62)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:24.692831,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 7.166666666666667)","(3.2, 5.0, 4.775)","(2.6, 2.7, 2.62)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:25.704650,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 7.166666666666667)","(3.2, 5.0, 4.775)","(2.6, 2.7, 2.62)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:26.701740,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 7.166666666666667)","(3.2, 5.0, 4.775)","(2.6, 2.7, 2.488235294117647)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:27.621861,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 7.166666666666667)","(3.2, 5.0, 4.775)","(2.6, 2.7, 2.4771428571428573)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:28.501866,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 7.166666666666667)","(3.2, 5.0, 4.775)","(2.6, 2.7, 2.4771428571428573)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:29.517577,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 6.333333333333333)","(3.2, 5.0, 4.775)","(2.6, 2.7, 2.482)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:30.456035,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 6.333333333333333)","(3.2, 5.0, 4.775)","(2.6, 2.68, 2.5933333333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:31.384596,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 6.333333333333333)","(3.2, 5.0, 4.775)","(2.6, 2.66, 2.5933333333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:32.293444,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 6.333333333333333)","(3.2, 5.0, 4.775)","(2.6, 2.66, 2.5933333333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:33.202828,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 6.333333333333333)","(3.2, 5.0, 4.775)","(2.6, 2.66, 2.5933333333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:34.155953,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 6.333333333333333)","(3.2, 5.0, 4.775)","(2.6, 2.66, 2.5933333333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:35.150881,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 10.5, 6.333333333333333)","(3.2, 5.0, 4.775)","(2.6, 2.66, 2.5933333333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:36.047181,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 8.8, 7.48)","(3.2, 5.0, 4.871428571428571)","(2.6, 2.66, 2.5933333333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:36.983982,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 8.8, 6.914285714285715)","(3.2, 5.0, 4.871428571428571)","(2.6, 2.66, 2.5933333333333333)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:38.242274,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 8.8, 6.737500000000001)","(3.2, 5.0, 4.871428571428571)","(2.6, 2.66, 2.4779999999999998)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:39.244325,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 8.8, 6.737500000000001)","(3.2, 5.0, 4.871428571428571)","(2.6, 2.64, 2.566666666666667)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:40.225983,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 8.8, 6.737500000000001)","(3.2, 5.0, 4.871428571428571)","(2.6, 2.62, 2.566666666666667)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:41.372380,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 8.8, 6.737500000000001)","(3.2, 5.0, 4.871428571428571)","(2.6, 2.62, 2.566666666666667)","(10.0, 19.0, 17.666666666666664)"
12-01-2023 15:33:42.452888,"(15.0, 32.0, 28.625)","(5.5, 12.0, 10.55)","(4.4, 8.8, 6.737500000000001)","(3.2, 5.0, 4.871428571428571)","(2.6, 2.62, 2.472)","(10.0, 19.0, 16.714285714285715)"
12-01-2023 15:33:43.526634,"(15.0, 34.0, 25.653846153846153)","(5.5, 11.5, 9.38)","(4.4, 8.8, 6.737500000000001)","(3.2, 5.0, 4.871428571428571)","(2.6, 2.58, 2.481818181818182)","(10.0, 19.0, 17.125)"
12-01-2023 15:33:44.616059,"(15.0, 34.0, 26.192307692307693)","(5.5, 11.5, 7.873684210526315)","(4.4, 8.4, 7.6000000000000005)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.481818181818182)","(10.0, 19.0, 17.0)"
12-01-2023 15:33:45.640925,"(15.0, 34.0, 26.192307692307693)","(5.5, 11.5, 7.873684210526315)","(4.4, 8.8, 7.637500000000001)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.481818181818182)","(10.0, 19.0, 17.0)"
12-01-2023 15:33:46.753959,"(15.0, 34.0, 26.192307692307693)","(5.5, 11.5, 7.873684210526315)","(4.4, 8.8, 7.637500000000001)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.481818181818182)","(10.0, 19.0, 17.0)"
12-01-2023 15:33:47.941364,"(15.0, 34.0, 26.192307692307693)","(5.5, 11.5, 7.873684210526315)","(4.4, 8.8, 7.637500000000001)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.481818181818182)","(10.0, 19.0, 17.0)"
12-01-2023 15:33:49.240873,"(15.0, 34.0, 26.192307692307693)","(5.5, 11.5, 7.873684210526315)","(4.4, 8.8, 7.637500000000001)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.481818181818182)","(10.0, 19.0, 17.0)"
12-01-2023 15:33:50.340568,"(15.0, 34.0, 26.192307692307693)","(5.5, 11.5, 7.873684210526315)","(4.4, 8.8, 7.637500000000001)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.4714285714285715)","(10.0, 19.0, 17.0)"
12-01-2023 15:33:51.359996,"(15.0, 34.0, 30.375)","(5.5, 11.5, 7.873684210526315)","(4.4, 8.8, 7.637500000000001)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.4714285714285715)","(10.0, 19.0, 17.0)"
12-01-2023 15:33:52.474129,"(15.0, 34.0, 30.375)","(5.5, 11.5, 7.873684210526315)","(4.4, 8.6, 7.3875)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.4714285714285715)","(10.0, 19.0, 17.0)"
12-01-2023 15:33:53.625096,"(15.0, 34.0, 30.375)","(5.5, 11.5, 7.873684210526315)","(4.4, 8.4, 7.3875)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.4714285714285715)","(10.0, 19.0, 17.0)"
12-01-2023 15:33:54.724472,"(15.0, 34.0, 30.375)","(5.5, 11.5, 7.873684210526315)","(4.4, 8.0, 7.342857142857143)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.4714285714285715)","(10.0, 19.0, 17.0)"
12-01-2023 15:33:55.820885,"(15.0, 34.0, 30.375)","(5.5, 11.5, 7.873684210526315)","(4.4, 7.8, 6.45)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.4714285714285715)","(10.0, 19.0, 17.0)"
12-01-2023 15:33:56.934410,"(15.0, 34.0, 30.375)","(5.5, 11.5, 7.873684210526315)","(4.4, 7.6, 6.378571428571428)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.4714285714285715)","(10.0, 19.0, 17.555555555555557)"
12-01-2023 15:33:57.980897,"(15.0, 34.0, 31.636363636363637)","(5.5, 11.5, 7.873684210526315)","(4.4, 7.4, 6.550000000000001)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.4714285714285715)","(10.0, 19.0, 17.555555555555557)"
12-01-2023 15:33:59.115097,"(15.0, 34.0, 31.11111111111111)","(5.5, 11.5, 7.873684210526315)","(4.4, 7.4, 6.914285714285715)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.5435616438356163)","(10.0, 19.0, 17.555555555555557)"
12-01-2023 15:34:00.199471,"(15.0, 34.0, 31.25)","(5.5, 11.5, 7.873684210526315)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.5435616438356163)","(10.0, 19.0, 17.555555555555557)"
12-01-2023 15:34:01.248983,"(15.0, 34.0, 31.25)","(5.5, 11.5, 7.873684210526315)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.5435616438356163)","(10.0, 19.0, 17.555555555555557)"
12-01-2023 15:34:02.320914,"(15.0, 34.0, 32.42857142857143)","(5.5, 10.5, 8.780000000000001)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.5435616438356163)","(10.0, 19.0, 17.555555555555557)"
12-01-2023 15:34:03.550206,"(15.0, 36.0, 34.14285714285714)","(5.5, 10.5, 8.35)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.5435616438356163)","(10.0, 19.0, 17.555555555555557)"
12-01-2023 15:34:04.762773,"(15.0, 36.0, 34.14285714285714)","(5.5, 10.5, 7.991666666666667)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.5435616438356163)","(10.0, 19.0, 17.555555555555557)"
12-01-2023 15:34:05.860931,"(15.0, 36.0, 34.14285714285714)","(5.5, 10.5, 7.991666666666667)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.5435616438356163)","(10.0, 19.0, 17.555555555555557)"
12-01-2023 15:34:06.862639,"(15.0, 36.0, 34.14285714285714)","(5.5, 10.5, 7.991666666666667)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.5435616438356163)","(10.0, 19.0, 15.533333333333333)"
12-01-2023 15:34:07.986614,"(15.0, 36.0, 34.81818181818182)","(5.5, 10.5, 9.271428571428572)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.5454545454545454)","(10.0, 19.0, 16.928571428571427)"
12-01-2023 15:34:09.098699,"(15.0, 36.0, 33.25)","(5.5, 9.8, 8.771428571428572)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.5454545454545454)","(10.0, 18.5, 17.27777777777778)"
12-01-2023 15:34:10.179681,"(15.0, 36.0, 34.44444444444444)","(5.5, 10.0, 9.366666666666667)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.5471604938271604)","(10.0, 18.5, 16.458333333333332)"
12-01-2023 15:34:11.252911,"(15.0, 36.0, 34.92307692307692)","(5.5, 10.0, 7.9222222222222225)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.5471604938271604)","(10.0, 18.5, 17.227272727272727)"
12-01-2023 15:34:12.309639,"(15.0, 36.0, 34.92307692307692)","(5.5, 10.0, 7.9375)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.577777777777778)","(10.0, 18.5, 17.227272727272727)"
12-01-2023 15:34:13.359403,"(15.0, 38.0, 35.1875)","(5.5, 10.0, 7.461538461538462)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.565)","(10.0, 18.5, 17.566666666666666)"
12-01-2023 15:34:14.504631,"(15.0, 38.0, 35.1875)","(5.5, 10.0, 8.193548387096774)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.58, 2.6)","(10.0, 18.5, 17.566666666666666)"
12-01-2023 15:34:15.586801,"(15.0, 38.0, 35.1875)","(5.5, 9.8, 9.600000000000001)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.62, 2.6)","(10.0, 18.5, 17.566666666666666)"
12-01-2023 15:34:16.577455,"(15.0, 38.0, 33.15384615384615)","(5.5, 9.8, 9.703703703703704)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.62, 2.6)","(10.0, 18.5, 17.1)"
12-01-2023 15:34:17.696012,"(15.0, 38.0, 33.15384615384615)","(5.5, 9.8, 9.616666666666667)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.62, 2.6)","(10.0, 18.5, 17.40909090909091)"
12-01-2023 15:34:18.797674,"(15.0, 38.0, 33.15384615384615)","(5.5, 9.8, 9.133333333333333)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.918181818181818)","(2.6, 2.62, 2.6)","(10.0, 18.5, 17.40909090909091)"
12-01-2023 15:34:19.824755,"(15.0, 38.0, 35.0)","(5.5, 9.8, 9.133333333333333)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.37027027027027)","(2.6, 2.62, 2.566666666666667)","(10.0, 18.5, 17.40909090909091)"
12-01-2023 15:34:20.879564,"(15.0, 38.0, 35.75)","(5.5, 9.8, 9.133333333333333)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.1, 4.509677419354839)","(2.6, 2.62, 2.566666666666667)","(10.0, 18.5, 17.40909090909091)"
12-01-2023 15:34:21.938454,"(15.0, 38.0, 35.0)","(5.5, 9.8, 9.133333333333333)","(4.4, 7.4, 6.885714285714286)","(3.2, 5.0, 4.938461538461539)","(2.6, 2.62, 2.566666666666667)","(10.0, 18.5, 17.40909090909091)"
12-01-2023 15:34:23.065224,"(15.0, 38.0, 35.0)","(5.5, 9.8, 9.133333333333333)","(4.4, 7.4, 6.885714285714286)","(3.2, 4.9, 4.846153846153847)","(2.6, 2.62, 2.525185185185185)","(10.0, 18.5, 17.40909090909091)"
12-01-2023 15:34:24.203893,"(15.0, 38.0, 35.0)","(5.5, 9.8, 9.133333333333333)","(4.4, 7.4, 6.742857142857143)","(3.2, 4.9, 4.711538461538462)","(2.6, 2.62, 2.525185185185185)","(10.0, 18.5, 14.5)"
12-01-2023 15:34:25.188446,"(15.0, 38.0, 35.0)","(5.5, 9.8, 9.618181818181819)","(4.4, 7.2, 6.488888888888889)","(3.2, 4.9, 4.6156250000000005)","(2.6, 2.62, 2.525185185185185)","(10.0, 18.5, 15.75)"
12-01-2023 15:34:26.229047,"(15.0, 38.0, 35.0)","(5.5, 9.8, 9.618181818181819)","(4.4, 7.0, 6.377777777777777)","(3.2, 4.9, 4.285365853658536)","(2.6, 2.62, 2.525185185185185)","(10.0, 18.5, 17.205882352941178)"
12-01-2023 15:34:27.339992,"(16.0, 38.0, 35.0)","(5.5, 9.8, 9.68888888888889)","(4.6, 7.0, 6.377777777777777)","(3.3, 4.9, 4.438461538461539)","(2.35, 2.62, 2.5700000000000003)","(10.0, 18.5, 17.205882352941178)"
12-01-2023 15:34:28.405057,"(16.0, 38.0, 35.0)","(5.5, 9.8, 9.68888888888889)","(4.6, 7.0, 6.377777777777777)","(3.3, 4.9, 4.438461538461539)","(2.35, 2.6, 2.562666666666667)","(10.0, 18.5, 17.452380952380953)"
12-01-2023 15:34:29.452722,"(16.0, 38.0, 35.75)","(5.5, 9.8, 9.68888888888889)","(4.6, 7.0, 6.377777777777777)","(3.3, 4.9, 4.373170731707317)","(2.35, 2.6, 2.562666666666667)","(10.0, 18.5, 16.5)"
12-01-2023 15:34:30.552303,"(16.0, 38.0, 35.75)","(5.5, 9.8, 9.68888888888889)","(4.6, 7.0, 6.377777777777777)","(3.3, 4.9, 4.373170731707317)","(2.35, 2.6, 2.562666666666667)","(10.0, 18.5, 17.0)"
12-01-2023 15:34:31.646606,"(16.0, 38.0, 35.75)","(5.5, 9.8, 9.68888888888889)","(4.6, 7.0, 6.377777777777777)","(3.3, 4.9, 4.373170731707317)","(2.35, 2.6, 2.562666666666667)","(10.0, 18.5, 17.5)"
12-01-2023 15:34:32.716190,"(16.0, 38.0, 35.75)","(5.5, 9.8, 9.68888888888889)","(4.6, 7.0, 6.377777777777777)","(3.3, 4.9, 4.438461538461539)","(2.35, 2.6, 2.562666666666667)","(10.0, 18.5, 17.5)"
12-01-2023 15:34:33.819565,"(16.0, 38.0, 35.75)","(5.5, 9.8, 9.68888888888889)","(4.6, 7.0, 6.377777777777777)","(3.3, 4.9, 4.438461538461539)","(2.35, 2.6, 2.562666666666667)","(10.0, 18.5, 17.5)"
12-01-2023 15:34:34.951517,"(16.0, 38.0, 35.75)","(5.5, 9.8, 9.68888888888889)","(4.6, 7.0, 6.377777777777777)","(3.3, 4.9, 4.438461538461539)","(2.35, 2.6, 2.562666666666667)","(10.0, 18.5, 17.5)"
12-01-2023 15:34:36.077763,"(16.0, 38.0, 36.714285714285715)","(5.5, 9.8, 9.68888888888889)","(4.6, 7.0, 6.377777777777777)","(3.3, 4.9, 4.373170731707317)","(2.35, 2.6, 2.562666666666667)","(10.0, 18.5, 17.5)"
12-01-2023 15:34:37.158131,"(16.0, 38.0, 36.714285714285715)","(5.5, 9.8, 9.68888888888889)","(4.6, 7.0, 6.377777777777777)","(3.3, 4.9, 4.373170731707317)","(2.35, 2.6, 2.562666666666667)","(10.0, 18.5, 17.38888888888889)"
12-01-2023 15:34:38.473313,"(16.0, 38.0, 36.714285714285715)","(5.5, 9.8, 9.68888888888889)","(4.6, 7.0, 6.377777777777777)","(3.3, 4.9, 4.371428571428571)","(2.35, 2.6, 2.562666666666667)","(10.0, 18.5, 17.38888888888889)"
12-01-2023 15:34:39.717174,"(16.0, 38.0, 36.714285714285715)","(5.5, 9.8, 9.68888888888889)","(4.6, 7.0, 6.377777777777777)","(3.3, 4.9, 4.4375)","(2.35, 2.6, 2.562666666666667)","(10.0, 18.5, 17.38888888888889)"
12-01-2023 15:34:41.000414,"(16.0, 38.0, 36.714285714285715)","(5.5, 9.8, 9.694736842105264)","(4.6, 7.0, 6.377777777777777)","(3.3, 4.9, 4.453571428571429)","(2.35, 2.6, 2.5893333333333333)","(10.0, 18.5, 17.38888888888889)"
12-01-2023 15:34:42.094554,"(16.0, 38.0, 36.714285714285715)","(5.5, 9.8, 9.694736842105264)","(4.6, 7.0, 6.377777777777777)","(3.3, 4.9, 4.55)","(2.35, 2.6, 2.59)","(10.0, 18.5, 17.38888888888889)"
12-01-2023 15:34:43.217580,"(16.0, 38.0, 36.714285714285715)","(5.5, 9.8, 9.694736842105264)","(4.6, 7.0, 6.377777777777777)","(3.3, 4.8, 4.466666666666667)","(2.35, 2.6, 2.59)","(10.0, 18.5, 17.25)"
12-01-2023 15:34:44.330667,"(16.0, 38.0, 36.714285714285715)","(5.5, 9.8, 9.694736842105264)","(4.6, 7.0, 6.377777777777777)","(3.3, 4.8, 4.44)","(2.35, 2.6, 2.52)","(10.0, 18.5, 16.76923076923077)"
12-01-2023 15:34:45.382182,"(16.0, 38.0, 36.714285714285715)","(5.5, 9.8, 9.694736842105264)","(4.6, 7.0, 6.377777777777777)","(3.3, 4.8, 4.44)","(2.35, 2.6, 2.52)","(10.0, 18.5, 16.76923076923077)"
12-01-2023 15:34:46.461245,"(16.0, 38.0, 36.714285714285715)","(5.5, 9.8, 9.694736842105264)","(4.6, 7.0, 6.533333333333333)","(3.3, 4.8, 4.44)","(2.35, 2.6, 2.52)","(10.0, 18.5, 16.76923076923077)"
12-01-2023 15:34:47.577263,"(16.0, 38.0, 36.666666666666664)","(5.5, 9.8, 9.694736842105264)","(4.6, 7.0, 6.533333333333333)","(3.3, 4.8, 4.44)","(2.35, 2.6, 2.52)","(10.0, 18.5, 17.31578947368421)"
