,Evanlee,Mechanics Kismet,Lamont Bale,Our Watto,Forcefully,Sonic Sammy
12-01-2023 15:25:48.017021,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:25:48.983749,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:25:49.915812,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:25:50.868083,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:25:51.775262,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:25:52.724220,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:25:53.698994,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:25:54.595258,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:25:55.497870,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:25:56.494647,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:25:57.584913,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:25:58.793636,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:25:59.787843,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:00.838581,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:01.936102,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:02.944401,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:03.907064,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:04.941867,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:05.907174,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:06.809729,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:07.722206,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:08.678979,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:09.638960,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:10.516336,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:11.403648,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:12.297420,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:13.241774,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:14.275285,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:15.460947,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:16.435993,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:17.489876,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:18.878589,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:19.979315,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:21.025015,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:22.140256,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:23.211835,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:24.183377,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 18.68)"
12-01-2023 15:26:25.453802,"(15.0, 38.0, 24.11111111111111)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:26.540849,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:27.566385,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:28.564251,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:29.555753,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:30.490112,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:31.653380,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:32.721983,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:33.813839,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:34.956919,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:36.116689,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:37.079259,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:38.399689,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:39.823242,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:40.877065,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:41.918488,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:43.139619,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.5978947368421053)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:44.261776,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 4.0, 2.5978947368421053)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:45.403549,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 4.0, 2.5978947368421053)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:46.522968,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 4.0, 2.5978947368421053)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:47.513170,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 4.0, 2.5978947368421053)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:48.532435,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 4.0, 2.5978947368421053)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:49.618644,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 4.0, 2.5978947368421053)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:50.666250,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 4.0, 2.5978947368421053)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:51.668897,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 4.0, 2.5978947368421053)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:52.647708,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 4.0, 2.5978947368421053)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:53.797810,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 4.0, 2.5978947368421053)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:55.005034,"(15.0, 38.0, 31.625)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 4.0, 2.5978947368421053)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:56.001064,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 4.0, 2.5978947368421053)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:57.089087,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 4.0, 2.5978947368421053)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:58.153567,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 4.0, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:26:59.129526,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:00.314508,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:01.490116,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:02.601264,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:03.699951,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:04.682252,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:05.828556,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:06.975786,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:08.010780,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:09.198138,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:10.348764,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:11.410388,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:12.509963,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:13.572219,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:14.560586,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:15.571600,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:16.650903,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:17.690609,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:18.826504,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:19.989521,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:20.947534,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:22.068711,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:23.233065,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:24.191999,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:25.215925,"(15.0, 38.0, 31.928571428571427)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:26.330055,"(15.0, 38.0, 31.625)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:27.536786,"(15.0, 38.0, 31.625)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:28.666062,"(15.0, 38.0, 31.625)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:29.666407,"(15.0, 38.0, 31.625)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:30.691840,"(15.0, 38.0, 31.625)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:31.806701,"(15.0, 38.0, 31.625)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:32.874768,"(15.0, 38.0, 31.625)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:33.918473,"(15.0, 38.0, 31.625)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:34.990062,"(15.0, 38.0, 31.625)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:36.009513,"(15.0, 38.0, 31.625)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
12-01-2023 15:27:36.959913,"(15.0, 38.0, 31.625)","(5.5, 11.0, 7.071428571428571)","(4.4, 8.6, 6.118181818181818)","(3.1, 5.1, 4.322222222222222)","(2.6, 3.85, 2.72125)","(10.0, 21.0, 20.21333333333333)"
