,Redwana,Flaming Homer,City Mission,Pretty Slick,Twisted Sister,Levalet,Kingmate,Mishani Jet,Mishani Merlot
06-01-2023 13:25:19.656775,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.6, 8.458823529411765)","(7.5, 9.0, 8.9)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.61)","(15.0, 30.0, 28.333333333333332)","(41.0, 55.0, 49.0)","(91.0, 210.0, 173.33333333333331)","(101.0, 380.0, 347.27272727272725)"
06-01-2023 13:25:21.215642,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.6, 8.297058823529412)","(7.5, 9.0, 8.9)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.61)","(15.0, 30.0, 27.22222222222222)","(41.0, 55.0, 50.5)","(91.0, 210.0, 173.33333333333331)","(101.0, 380.0, 327.5)"
06-01-2023 13:25:22.819106,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.8, 8.297058823529412)","(7.5, 9.0, 8.9)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.477777777777778)","(15.0, 30.0, 27.22222222222222)","(41.0, 55.0, 50.5)","(91.0, 210.0, 173.33333333333331)","(101.0, 420.0, 398.0)"
06-01-2023 13:25:24.234497,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.8, 8.297058823529412)","(7.5, 9.0, 8.9)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.22222222222222)","(41.0, 55.0, 49.0)","(91.0, 210.0, 173.33333333333331)","(101.0, 420.0, 398.0)"
06-01-2023 13:25:25.832251,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.8, 8.297058823529412)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.477777777777778)","(15.0, 30.0, 27.22222222222222)","(41.0, 55.0, 49.0)","(91.0, 210.0, 173.33333333333331)","(101.0, 420.0, 398.0)"
06-01-2023 13:25:27.172790,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.8, 8.297058823529412)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.22222222222222)","(41.0, 55.0, 49.0)","(91.0, 210.0, 173.33333333333331)","(101.0, 420.0, 398.0)"
06-01-2023 13:25:28.367795,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.8, 8.297058823529412)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.22222222222222)","(41.0, 55.0, 49.0)","(91.0, 210.0, 173.33333333333331)","(101.0, 420.0, 398.0)"
06-01-2023 13:25:29.549536,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.8, 8.297058823529412)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 26.666666666666668)","(41.0, 55.0, 49.0)","(91.0, 210.0, 173.33333333333331)","(101.0, 420.0, 398.0)"
06-01-2023 13:25:30.769761,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.8, 8.297058823529412)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(41.0, 55.0, 49.0)","(91.0, 210.0, 173.33333333333331)","(101.0, 420.0, 398.0)"
06-01-2023 13:25:32.004432,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.8, 8.297058823529412)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(41.0, 55.0, 49.0)","(91.0, 210.0, 155.0)","(101.0, 420.0, 398.0)"
06-01-2023 13:25:33.222656,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.8, 8.297058823529412)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(41.0, 55.0, 49.0)","(91.0, 210.0, 155.0)","(101.0, 420.0, 398.0)"
06-01-2023 13:25:34.430374,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.8, 8.297058823529412)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(41.0, 55.0, 49.0)","(91.0, 210.0, 155.0)","(101.0, 420.0, 398.0)"
06-01-2023 13:25:35.612936,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.8, 8.297058823529412)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(31.0, 55.0, 49.0)","(91.0, 210.0, 155.0)","(101.0, 420.0, 398.0)"
06-01-2023 13:25:36.877914,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.6, 8.322222222222221)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(31.0, 55.0, 49.0)","(91.0, 210.0, 155.0)","(101.0, 420.0, 398.0)"
06-01-2023 13:25:38.098584,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.6, 8.322222222222221)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(31.0, 55.0, 49.0)","(91.0, 210.0, 155.0)","(101.0, 420.0, 398.0)"
06-01-2023 13:25:39.450023,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.6, 8.322222222222221)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(31.0, 55.0, 49.0)","(91.0, 210.0, 155.0)","(101.0, 420.0, 398.0)"
06-01-2023 13:25:40.685534,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.6, 8.322222222222221)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(31.0, 55.0, 49.0)","(91.0, 210.0, 155.0)","(101.0, 420.0, 398.0)"
06-01-2023 13:25:41.857023,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.6, 8.322222222222221)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(31.0, 55.0, 49.0)","(91.0, 210.0, 155.0)","(101.0, 420.0, 342.5)"
06-01-2023 13:25:43.326532,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.6, 8.322222222222221)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(31.0, 55.0, 49.0)","(91.0, 210.0, 182.5)","(101.0, 390.0, 327.5)"
06-01-2023 13:25:44.616744,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.6, 8.35609756097561)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(31.0, 55.0, 49.0)","(91.0, 210.0, 182.5)","(101.0, 370.0, 347.27272727272725)"
06-01-2023 13:25:45.773486,"(8.5, 13.5, 13.083333333333334)","(7.0, 8.6, 8.35609756097561)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(31.0, 55.0, 49.0)","(91.0, 210.0, 182.5)","(101.0, 380.0, 327.5)"
06-01-2023 13:25:47.228749,"(8.5, 13.5, 13.386363636363637)","(7.0, 8.6, 8.35609756097561)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(31.0, 55.0, 49.0)","(91.0, 210.0, 194.28571428571428)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:25:48.538249,"(8.5, 13.5, 13.386363636363637)","(7.0, 8.6, 8.35609756097561)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(31.0, 55.0, 49.0)","(91.0, 210.0, 194.28571428571428)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:25:49.708142,"(8.5, 13.5, 13.386363636363637)","(7.0, 8.6, 8.35609756097561)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(31.0, 55.0, 49.0)","(91.0, 210.0, 194.28571428571428)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:25:50.854044,"(8.5, 13.5, 13.386363636363637)","(7.0, 8.6, 8.35609756097561)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(31.0, 55.0, 49.0)","(91.0, 210.0, 194.28571428571428)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:25:52.037221,"(8.5, 13.5, 13.386363636363637)","(7.0, 8.6, 8.35609756097561)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(31.0, 55.0, 49.0)","(91.0, 210.0, 194.28571428571428)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:25:53.190251,"(8.5, 13.5, 13.386363636363637)","(7.0, 8.6, 8.35609756097561)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(31.0, 55.0, 49.0)","(91.0, 210.0, 194.28571428571428)","(101.0, 410.0, 342.5)"
06-01-2023 13:25:54.373314,"(8.5, 13.5, 13.386363636363637)","(7.0, 8.6, 8.35609756097561)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(31.0, 55.0, 49.0)","(91.0, 210.0, 194.28571428571428)","(101.0, 390.0, 342.5)"
06-01-2023 13:25:55.642915,"(8.5, 13.5, 13.386363636363637)","(7.0, 8.6, 8.35609756097561)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.550000000000001)","(15.0, 30.0, 27.0)","(31.0, 55.0, 49.0)","(91.0, 210.0, 194.28571428571428)","(101.0, 390.0, 342.5)"
06-01-2023 13:25:56.836102,"(8.5, 13.5, 13.386363636363637)","(7.0, 8.6, 8.35609756097561)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.576470588235295)","(15.0, 30.0, 28.333333333333332)","(31.0, 55.0, 49.0)","(91.0, 210.0, 194.28571428571428)","(101.0, 390.0, 398.0)"
06-01-2023 13:25:58.118862,"(8.5, 13.5, 13.326923076923077)","(7.0, 8.6, 8.366666666666665)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.576470588235295)","(15.0, 30.0, 28.333333333333332)","(31.0, 55.0, 49.0)","(91.0, 210.0, 194.28571428571428)","(101.0, 420.0, 327.5)"
06-01-2023 13:25:59.456865,"(8.5, 13.5, 13.326923076923077)","(7.0, 8.6, 8.366666666666665)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.433333333333334)","(15.0, 30.0, 28.333333333333332)","(31.0, 55.0, 49.0)","(91.0, 210.0, 194.28571428571428)","(101.0, 370.0, 398.0)"
06-01-2023 13:26:00.762991,"(8.5, 14.0, 13.73076923076923)","(7.0, 8.6, 8.366666666666665)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.296)","(4.2, 5.7, 5.433333333333334)","(15.0, 30.0, 28.333333333333332)","(31.0, 55.0, 49.0)","(91.0, 210.0, 194.28571428571428)","(101.0, 420.0, 398.0)"
06-01-2023 13:26:02.086872,"(8.5, 14.0, 13.73076923076923)","(7.0, 8.6, 8.366666666666665)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.2849999999999997)","(4.2, 5.7, 5.433333333333334)","(15.0, 32.0, 28.5)","(31.0, 55.0, 49.0)","(91.0, 210.0, 196.25)","(101.0, 420.0, 398.0)"
06-01-2023 13:26:03.382479,"(8.5, 14.0, 13.73076923076923)","(7.0, 8.6, 8.366666666666665)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.2849999999999997)","(4.2, 5.7, 5.433333333333334)","(15.0, 32.0, 28.5)","(31.0, 55.0, 49.0)","(91.0, 210.0, 177.77777777777777)","(101.0, 420.0, 398.0)"
06-01-2023 13:26:04.628792,"(8.5, 14.0, 13.73076923076923)","(7.0, 8.6, 8.366666666666665)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.2849999999999997)","(4.2, 5.7, 5.433333333333334)","(15.0, 32.0, 28.5)","(31.0, 55.0, 49.0)","(91.0, 200.0, 177.77777777777777)","(101.0, 420.0, 398.0)"
06-01-2023 13:26:05.857255,"(8.5, 14.0, 13.73076923076923)","(7.0, 8.6, 8.366666666666665)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.2849999999999997)","(4.2, 5.7, 5.433333333333334)","(15.0, 32.0, 28.5)","(31.0, 55.0, 49.0)","(91.0, 200.0, 177.77777777777777)","(101.0, 420.0, 398.0)"
06-01-2023 13:26:07.094879,"(8.5, 14.0, 13.73076923076923)","(7.0, 8.6, 8.366666666666665)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.2849999999999997)","(4.2, 5.7, 5.433333333333334)","(15.0, 32.0, 28.5)","(31.0, 55.0, 49.0)","(91.0, 200.0, 177.77777777777777)","(101.0, 420.0, 398.0)"
06-01-2023 13:26:08.306221,"(8.5, 14.0, 13.73076923076923)","(7.0, 8.6, 8.366666666666665)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.2849999999999997)","(4.2, 5.7, 5.433333333333334)","(15.0, 32.0, 29.846153846153847)","(31.0, 55.0, 49.0)","(91.0, 200.0, 177.77777777777777)","(101.0, 420.0, 398.0)"
06-01-2023 13:26:09.536223,"(8.5, 14.0, 13.703703703703704)","(7.0, 8.6, 8.366666666666665)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.282307692307692)","(4.2, 5.7, 5.433333333333334)","(15.0, 32.0, 29.09090909090909)","(31.0, 55.0, 49.0)","(91.0, 200.0, 177.77777777777777)","(101.0, 420.0, 398.0)"
06-01-2023 13:26:10.766478,"(8.5, 14.0, 13.703703703703704)","(7.0, 8.6, 8.366666666666665)","(7.5, 9.0, 8.672727272727274)","(2.0, 2.34, 2.282307692307692)","(4.2, 5.7, 5.433333333333334)","(15.0, 30.0, 29.09090909090909)","(31.0, 55.0, 49.0)","(91.0, 200.0, 177.77777777777777)","(101.0, 420.0, 398.0)"
06-01-2023 13:26:12.052922,"(8.5, 14.0, 13.703703703703704)","(7.0, 8.6, 8.366666666666665)","(7.5, 9.0, 8.84)","(2.0, 2.34, 2.282307692307692)","(4.2, 5.7, 5.433333333333334)","(15.0, 30.0, 29.2)","(31.0, 55.0, 51.4)","(91.0, 200.0, 140.0)","(101.0, 420.0, 398.0)"
06-01-2023 13:26:13.352034,"(8.5, 13.5, 13.431818181818182)","(7.0, 8.6, 8.366666666666665)","(7.5, 9.0, 8.6)","(2.0, 2.34, 2.282142857142857)","(4.2, 5.7, 5.433333333333334)","(15.0, 30.0, 29.2)","(31.0, 55.0, 51.4)","(91.0, 200.0, 153.33333333333334)","(101.0, 420.0, 398.0)"
06-01-2023 13:26:14.639075,"(8.5, 13.5, 13.444444444444445)","(7.0, 8.6, 8.366666666666665)","(7.5, 9.0, 8.533333333333333)","(2.0, 2.34, 2.282142857142857)","(4.2, 5.7, 5.433333333333334)","(15.0, 30.0, 29.2)","(31.0, 55.0, 51.4)","(91.0, 200.0, 153.33333333333334)","(101.0, 420.0, 398.0)"
06-01-2023 13:26:15.921622,"(8.5, 13.5, 13.444444444444445)","(7.0, 8.6, 8.366666666666665)","(7.5, 9.0, 8.749152542372881)","(2.0, 2.34, 2.2983333333333333)","(4.2, 5.7, 5.394117647058823)","(15.0, 30.0, 29.2)","(31.0, 55.0, 50.5)","(91.0, 200.0, 153.33333333333334)","(101.0, 420.0, 371.8181818181818)"
06-01-2023 13:26:17.215402,"(8.5, 13.5, 13.442307692307692)","(7.0, 8.6, 8.380392156862744)","(7.5, 8.8, 8.749152542372881)","(2.0, 2.34, 2.2983333333333333)","(4.2, 5.7, 5.394117647058823)","(15.0, 30.0, 29.2)","(31.0, 55.0, 50.5)","(91.0, 200.0, 153.33333333333334)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:18.469610,"(8.5, 13.5, 13.442307692307692)","(7.0, 8.6, 8.380392156862744)","(7.5, 8.8, 8.749152542372881)","(2.0, 2.34, 2.2983333333333333)","(4.2, 5.7, 5.394117647058823)","(15.0, 30.0, 29.2)","(31.0, 55.0, 53.36363636363637)","(91.0, 200.0, 153.33333333333334)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:19.709056,"(8.5, 13.5, 13.442307692307692)","(7.0, 8.6, 8.380392156862744)","(7.5, 8.8, 8.749152542372881)","(2.0, 2.34, 2.2983333333333333)","(4.2, 5.7, 5.433333333333333)","(15.0, 30.0, 29.2)","(31.0, 55.0, 53.5)","(91.0, 200.0, 153.33333333333334)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:20.972311,"(8.5, 14.0, 13.741935483870968)","(7.0, 8.6, 8.382926829268293)","(7.5, 8.8, 8.55483870967742)","(2.0, 2.34, 2.2973684210526315)","(4.2, 5.6, 5.4714285714285715)","(15.0, 30.0, 29.2)","(31.0, 55.0, 53.5)","(91.0, 200.0, 153.33333333333334)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:22.220589,"(8.5, 14.0, 13.741935483870968)","(7.0, 8.8, 8.382926829268293)","(7.5, 9.0, 8.55483870967742)","(2.0, 2.34, 2.2973684210526315)","(4.2, 5.7, 5.511764705882353)","(15.0, 30.0, 29.2)","(31.0, 55.0, 53.5)","(91.0, 200.0, 153.33333333333334)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:23.548504,"(8.5, 14.0, 13.764705882352942)","(7.0, 8.8, 8.382926829268293)","(7.5, 9.0, 8.55483870967742)","(2.0, 2.34, 2.2973684210526315)","(4.2, 5.7, 5.511764705882353)","(15.0, 30.0, 29.2)","(31.0, 55.0, 53.5)","(91.0, 200.0, 153.33333333333334)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:24.790598,"(8.5, 14.0, 13.764705882352942)","(7.0, 8.8, 8.382926829268293)","(7.0, 9.0, 8.55483870967742)","(2.0, 2.34, 2.303157894736842)","(4.2, 5.7, 5.511764705882353)","(15.0, 30.0, 29.2)","(31.0, 55.0, 53.5)","(91.0, 200.0, 153.33333333333334)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:26.042519,"(8.5, 14.0, 13.764705882352942)","(7.0, 8.8, 8.382926829268293)","(7.0, 9.0, 8.55483870967742)","(2.0, 2.32, 2.303157894736842)","(4.2, 5.7, 5.511764705882353)","(15.0, 30.0, 29.2)","(31.0, 55.0, 53.5)","(91.0, 200.0, 153.33333333333334)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:27.274517,"(8.5, 14.0, 13.764705882352942)","(7.0, 8.8, 8.382926829268293)","(7.0, 9.0, 8.55483870967742)","(2.0, 2.32, 2.303157894736842)","(4.2, 5.7, 5.511764705882353)","(15.0, 30.0, 29.2)","(31.0, 55.0, 53.5)","(91.0, 200.0, 153.33333333333334)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:28.472853,"(8.5, 14.0, 13.764705882352942)","(7.0, 8.8, 8.382926829268293)","(7.0, 9.0, 8.55483870967742)","(2.0, 2.32, 2.303157894736842)","(4.2, 5.7, 5.511764705882353)","(15.0, 30.0, 29.2)","(31.0, 55.0, 53.5)","(91.0, 200.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:29.675094,"(8.5, 14.0, 13.764705882352942)","(7.0, 8.6, 8.399999999999999)","(7.0, 9.0, 8.55483870967742)","(2.0, 2.32, 2.303157894736842)","(4.2, 5.7, 5.511764705882353)","(15.0, 30.0, 29.2)","(31.0, 55.0, 53.5)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:30.889632,"(8.5, 14.0, 13.764705882352942)","(7.0, 8.6, 8.399999999999999)","(7.0, 9.0, 8.55483870967742)","(2.0, 2.32, 2.303157894736842)","(4.2, 5.7, 5.511764705882353)","(15.0, 30.0, 29.2)","(31.0, 55.0, 53.5)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:32.006312,"(8.5, 14.0, 13.764705882352942)","(7.0, 8.6, 8.399999999999999)","(7.0, 9.0, 8.55483870967742)","(2.0, 2.32, 2.303157894736842)","(4.2, 5.7, 5.511764705882353)","(15.0, 30.0, 29.2)","(31.0, 55.0, 53.5)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:33.187643,"(8.5, 14.0, 13.764705882352942)","(7.0, 8.6, 8.399999999999999)","(7.0, 9.0, 8.55483870967742)","(2.0, 2.32, 2.303157894736842)","(4.2, 5.7, 5.511764705882353)","(15.0, 30.0, 29.384615384615383)","(31.0, 55.0, 53.5)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:34.357647,"(8.5, 14.0, 13.764705882352942)","(7.0, 8.6, 8.399999999999999)","(7.0, 9.0, 8.55483870967742)","(2.0, 2.32, 2.303157894736842)","(4.2, 5.7, 5.511764705882353)","(15.0, 34.0, 29.384615384615383)","(31.0, 55.0, 53.5)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:35.576317,"(8.5, 14.0, 13.764705882352942)","(7.0, 8.6, 8.399999999999999)","(7.0, 8.8, 8.666666666666668)","(2.0, 2.32, 2.303157894736842)","(4.2, 5.7, 5.511764705882353)","(15.0, 34.0, 29.384615384615383)","(31.0, 55.0, 53.5)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:36.714978,"(8.5, 14.0, 13.764705882352942)","(7.0, 8.6, 8.399999999999999)","(7.0, 8.8, 8.666666666666668)","(2.0, 2.32, 2.2975999999999996)","(4.2, 5.7, 5.463636363636364)","(15.0, 34.0, 29.384615384615383)","(31.0, 55.0, 53.5)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:37.867616,"(8.5, 14.0, 13.8125)","(7.0, 8.6, 8.399999999999999)","(7.0, 8.8, 8.666666666666668)","(2.0, 2.32, 2.2975999999999996)","(4.2, 5.7, 5.4799999999999995)","(15.0, 34.0, 29.714285714285715)","(31.0, 55.0, 53.714285714285715)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:39.035085,"(8.5, 14.0, 13.8125)","(7.0, 8.8, 8.382926829268293)","(7.0, 8.8, 8.666666666666668)","(2.0, 2.32, 2.2975999999999996)","(4.2, 5.6, 5.4799999999999995)","(15.0, 32.0, 29.714285714285715)","(31.0, 55.0, 53.714285714285715)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:40.237095,"(8.5, 14.0, 13.8125)","(7.0, 8.8, 8.382926829268293)","(7.0, 8.8, 8.666666666666668)","(2.0, 2.32, 2.2975999999999996)","(4.2, 5.6, 5.4799999999999995)","(15.0, 32.0, 29.714285714285715)","(31.0, 55.0, 53.714285714285715)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:41.496957,"(8.5, 14.0, 13.8125)","(7.0, 8.8, 8.382926829268293)","(7.0, 8.8, 8.666666666666668)","(2.0, 2.32, 2.2975999999999996)","(4.2, 5.6, 5.4799999999999995)","(15.0, 32.0, 29.714285714285715)","(31.0, 55.0, 53.714285714285715)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:42.760407,"(8.5, 14.0, 13.8125)","(7.0, 8.8, 8.382926829268293)","(7.0, 8.8, 8.666666666666668)","(2.0, 2.32, 2.2975999999999996)","(4.2, 5.6, 5.4799999999999995)","(15.0, 32.0, 29.714285714285715)","(31.0, 55.0, 53.714285714285715)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:44.003773,"(8.5, 14.0, 13.8125)","(7.0, 8.8, 8.382926829268293)","(7.0, 8.8, 8.666666666666668)","(2.0, 2.32, 2.2975999999999996)","(4.2, 5.6, 5.4799999999999995)","(15.0, 32.0, 29.714285714285715)","(31.0, 55.0, 53.714285714285715)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:45.262394,"(8.5, 14.0, 13.8125)","(7.0, 8.8, 8.382926829268293)","(7.0, 8.8, 8.760000000000002)","(2.0, 2.32, 2.2975999999999996)","(4.2, 5.6, 5.4799999999999995)","(15.0, 32.0, 29.714285714285715)","(31.0, 55.0, 53.714285714285715)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:46.470411,"(8.5, 14.0, 13.8125)","(7.0, 8.8, 8.382926829268293)","(7.0, 8.8, 8.760000000000002)","(2.0, 2.32, 2.2975999999999996)","(4.2, 5.6, 5.4799999999999995)","(15.0, 32.0, 29.714285714285715)","(31.0, 55.0, 53.714285714285715)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:47.689613,"(8.5, 14.0, 13.8125)","(7.0, 8.8, 8.382926829268293)","(7.0, 8.8, 8.760000000000002)","(2.0, 2.32, 2.2975999999999996)","(4.2, 5.6, 5.4799999999999995)","(15.0, 32.0, 29.714285714285715)","(31.0, 55.0, 53.714285714285715)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:48.934728,"(8.5, 14.0, 13.8125)","(7.0, 8.8, 8.382926829268293)","(7.0, 8.8, 8.760000000000002)","(2.0, 2.32, 2.2975999999999996)","(4.2, 5.6, 5.4799999999999995)","(15.0, 32.0, 29.714285714285715)","(31.0, 55.0, 53.714285714285715)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:50.140685,"(8.5, 14.0, 13.8125)","(7.0, 8.8, 8.382926829268293)","(7.0, 8.8, 8.760000000000002)","(2.0, 2.32, 2.2975999999999996)","(4.2, 5.6, 5.4799999999999995)","(15.0, 32.0, 29.714285714285715)","(31.0, 55.0, 53.714285714285715)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
06-01-2023 13:26:51.817372,"(8.5, 14.0, 13.8125)","(7.0, 8.8, 8.382926829268293)","(7.0, 8.8, 8.760000000000002)","(2.0, 2.32, 2.2962962962962963)","(4.2, 5.6, 5.4799999999999995)","(15.0, 32.0, 30.2)","(31.0, 55.0, 53.714285714285715)","(91.0, 210.0, 170.0)","(101.0, 410.0, 371.8181818181818)"
