,Yeva Bale,Jagora Bale,Blazing Tokyo,Under The Thumb,Mr Natural,Freeway Split,Zinnia Herrera
133,"[datetime.datetime(2022, 11, 28, 17, 56, 41, 55048), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 56, 41, 55048), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 41, 55048), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 56, 41, 55048), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 56, 41, 55048), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 56, 41, 55048), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 56, 41, 55048), 10.0, 23.0]"
134,"[datetime.datetime(2022, 11, 28, 17, 56, 42, 194244), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 56, 42, 194244), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 42, 194244), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 56, 42, 194244), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 56, 42, 194244), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 56, 42, 194244), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 56, 42, 194244), 10.0, 23.0]"
135,"[datetime.datetime(2022, 11, 28, 17, 56, 43, 358091), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 56, 43, 358091), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 43, 358091), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 56, 43, 358091), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 56, 43, 358091), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 56, 43, 358091), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 56, 43, 358091), 10.0, 23.0]"
136,"[datetime.datetime(2022, 11, 28, 17, 56, 44, 470478), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 56, 44, 470478), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 44, 470478), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 56, 44, 470478), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 56, 44, 470478), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 56, 44, 470478), 8.5, 19.0]","[datetime.datetime(2022, 11, 28, 17, 56, 44, 470478), 10.0, 23.0]"
137,"[datetime.datetime(2022, 11, 28, 17, 56, 45, 606334), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 56, 45, 606334), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 45, 606334), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 56, 45, 606334), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 56, 45, 606334), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 56, 45, 606334), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 56, 45, 606334), 10.0, 23.0]"
138,"[datetime.datetime(2022, 11, 28, 17, 56, 46, 736719), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 56, 46, 736719), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 46, 736719), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 56, 46, 736719), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 56, 46, 736719), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 56, 46, 736719), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 56, 46, 736719), 10.0, 23.0]"
139,"[datetime.datetime(2022, 11, 28, 17, 56, 47, 883779), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 56, 47, 883779), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 47, 883779), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 56, 47, 883779), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 56, 47, 883779), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 56, 47, 883779), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 56, 47, 883779), 10.0, 23.0]"
140,"[datetime.datetime(2022, 11, 28, 17, 56, 49, 6735), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 56, 49, 6735), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 49, 6735), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 56, 49, 6735), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 56, 49, 6735), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 56, 49, 6735), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 56, 49, 6735), 10.0, 23.0]"
141,"[datetime.datetime(2022, 11, 28, 17, 56, 50, 119545), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 119545), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 119545), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 119545), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 119545), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 119545), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 119545), 10.0, 23.0]"
142,"[datetime.datetime(2022, 11, 28, 17, 56, 51, 246141), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 56, 51, 246141), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 51, 246141), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 56, 51, 246141), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 56, 51, 246141), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 56, 51, 246141), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 56, 51, 246141), 10.0, 23.0]"
143,"[datetime.datetime(2022, 11, 28, 17, 56, 52, 365615), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 365615), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 365615), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 365615), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 365615), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 365615), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 365615), 10.0, 23.0]"
144,"[datetime.datetime(2022, 11, 28, 17, 56, 53, 481962), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 481962), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 481962), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 481962), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 481962), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 481962), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 481962), 10.0, 23.0]"
145,"[datetime.datetime(2022, 11, 28, 17, 56, 54, 605942), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 605942), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 605942), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 605942), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 605942), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 605942), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 605942), 10.0, 23.0]"
146,"[datetime.datetime(2022, 11, 28, 17, 56, 55, 728271), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 728271), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 728271), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 728271), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 728271), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 728271), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 728271), 10.0, 23.0]"
147,"[datetime.datetime(2022, 11, 28, 17, 56, 56, 853516), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 56, 56, 853516), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 56, 853516), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 56, 56, 853516), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 56, 56, 853516), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 56, 56, 853516), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 56, 56, 853516), 10.0, 23.0]"
148,"[datetime.datetime(2022, 11, 28, 17, 56, 58, 19), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 19), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 19), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 19), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 19), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 19), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 19), 10.0, 23.0]"
149,"[datetime.datetime(2022, 11, 28, 17, 56, 59, 127111), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 127111), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 127111), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 127111), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 127111), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 127111), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 127111), 10.0, 23.0]"
150,"[datetime.datetime(2022, 11, 28, 17, 57, 0, 290161), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 0, 290161), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 0, 290161), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 0, 290161), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 0, 290161), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 0, 290161), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 0, 290161), 10.0, 23.0]"
151,"[datetime.datetime(2022, 11, 28, 17, 57, 1, 417212), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 417212), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 417212), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 417212), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 417212), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 417212), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 417212), 10.0, 23.0]"
152,"[datetime.datetime(2022, 11, 28, 17, 57, 2, 570181), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 570181), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 570181), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 570181), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 570181), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 570181), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 570181), 10.0, 23.0]"
153,"[datetime.datetime(2022, 11, 28, 17, 57, 3, 696784), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 3, 696784), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 3, 696784), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 3, 696784), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 3, 696784), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 3, 696784), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 3, 696784), 10.0, 23.0]"
154,"[datetime.datetime(2022, 11, 28, 17, 57, 4, 842749), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 842749), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 842749), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 842749), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 842749), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 842749), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 842749), 10.0, 23.0]"
155,"[datetime.datetime(2022, 11, 28, 17, 57, 5, 975082), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 975082), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 975082), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 975082), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 975082), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 975082), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 975082), 10.0, 23.0]"
156,"[datetime.datetime(2022, 11, 28, 17, 57, 7, 104776), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 104776), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 104776), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 104776), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 104776), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 104776), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 104776), 10.0, 23.0]"
157,"[datetime.datetime(2022, 11, 28, 17, 57, 8, 236191), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 236191), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 236191), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 236191), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 236191), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 236191), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 236191), 10.0, 23.0]"
158,"[datetime.datetime(2022, 11, 28, 17, 57, 9, 399406), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 399406), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 399406), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 399406), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 399406), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 399406), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 399406), 10.0, 23.0]"
159,"[datetime.datetime(2022, 11, 28, 17, 57, 10, 525645), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 10, 525645), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 10, 525645), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 10, 525645), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 10, 525645), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 10, 525645), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 10, 525645), 10.0, 23.0]"
160,"[datetime.datetime(2022, 11, 28, 17, 57, 11, 651839), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 11, 651839), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 11, 651839), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 11, 651839), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 11, 651839), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 11, 651839), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 11, 651839), 10.0, 23.0]"
161,"[datetime.datetime(2022, 11, 28, 17, 57, 12, 814967), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 814967), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 814967), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 814967), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 814967), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 814967), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 814967), 10.0, 23.0]"
162,"[datetime.datetime(2022, 11, 28, 17, 57, 13, 934072), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 934072), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 934072), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 934072), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 934072), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 934072), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 934072), 10.0, 23.0]"
163,"[datetime.datetime(2022, 11, 28, 17, 57, 15, 89167), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 89167), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 89167), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 89167), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 89167), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 89167), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 89167), 10.0, 23.0]"
164,"[datetime.datetime(2022, 11, 28, 17, 57, 16, 228637), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 228637), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 228637), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 228637), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 228637), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 228637), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 228637), 10.0, 23.0]"
165,"[datetime.datetime(2022, 11, 28, 17, 57, 17, 379898), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 379898), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 379898), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 379898), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 379898), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 379898), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 379898), 10.0, 23.0]"
166,"[datetime.datetime(2022, 11, 28, 17, 57, 18, 496556), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 18, 496556), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 18, 496556), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 57, 18, 496556), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 18, 496556), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 18, 496556), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 18, 496556), 10.0, 23.0]"
167,"[datetime.datetime(2022, 11, 28, 17, 57, 19, 623369), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 19, 623369), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 19, 623369), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 57, 19, 623369), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 19, 623369), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 19, 623369), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 19, 623369), 10.0, 23.0]"
168,"[datetime.datetime(2022, 11, 28, 17, 57, 20, 759890), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 20, 759890), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 20, 759890), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 57, 20, 759890), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 20, 759890), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 20, 759890), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 20, 759890), 10.0, 23.0]"
169,"[datetime.datetime(2022, 11, 28, 17, 57, 21, 884856), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 21, 884856), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 21, 884856), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 57, 21, 884856), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 21, 884856), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 21, 884856), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 21, 884856), 10.0, 23.0]"
170,"[datetime.datetime(2022, 11, 28, 17, 57, 23, 28930), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 23, 28930), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 23, 28930), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 57, 23, 28930), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 23, 28930), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 23, 28930), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 23, 28930), 10.0, 23.0]"
171,"[datetime.datetime(2022, 11, 28, 17, 57, 24, 160303), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 24, 160303), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 24, 160303), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 57, 24, 160303), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 24, 160303), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 24, 160303), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 24, 160303), 10.0, 23.0]"
172,"[datetime.datetime(2022, 11, 28, 17, 57, 25, 297790), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 25, 297790), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 25, 297790), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 57, 25, 297790), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 25, 297790), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 25, 297790), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 25, 297790), 10.0, 23.0]"
173,"[datetime.datetime(2022, 11, 28, 17, 57, 26, 417789), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 26, 417789), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 26, 417789), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 57, 26, 417789), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 26, 417789), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 26, 417789), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 26, 417789), 10.0, 23.0]"
174,"[datetime.datetime(2022, 11, 28, 17, 57, 27, 623006), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 27, 623006), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 27, 623006), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 57, 27, 623006), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 27, 623006), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 27, 623006), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 27, 623006), 10.0, 23.0]"
175,"[datetime.datetime(2022, 11, 28, 17, 57, 28, 782259), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 28, 782259), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 28, 782259), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 57, 28, 782259), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 28, 782259), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 28, 782259), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 28, 782259), 10.0, 23.0]"
176,"[datetime.datetime(2022, 11, 28, 17, 57, 29, 991455), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 29, 991455), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 29, 991455), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 29, 991455), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 29, 991455), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 29, 991455), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 29, 991455), 10.0, 23.0]"
177,"[datetime.datetime(2022, 11, 28, 17, 57, 31, 130935), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 31, 130935), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 31, 130935), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 31, 130935), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 31, 130935), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 31, 130935), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 31, 130935), 10.0, 23.0]"
178,"[datetime.datetime(2022, 11, 28, 17, 57, 32, 255217), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 17, 57, 32, 255217), 14.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 32, 255217), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 57, 32, 255217), 2.4, 4.0]","[datetime.datetime(2022, 11, 28, 17, 57, 32, 255217), 2.4, 3.7]","[datetime.datetime(2022, 11, 28, 17, 57, 32, 255217), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 17, 57, 32, 255217), 10.0, 23.0]"
