,Over The Bridge,Sambuca Talks,Stimulus Package,Influencer,Chief In Charge,Lektra Asha
14-12-2022 14:09:40.956674,"(2.9, 4.4, 3.0923076923076924)","(4.4, 8.6, 8.0375)","(16.0, 65.0, 48.2)","(2.6, 3.75, 3.002)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:41.897134,"(2.9, 4.3, 3.2125)","(4.4, 8.4, 5.9)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.6, 3.3111111111111113)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:42.868676,"(2.9, 4.3, 3.2125)","(4.4, 8.4, 5.9)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.6, 3.3111111111111113)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:43.835812,"(2.9, 4.3, 3.2125)","(4.4, 8.4, 5.9)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.6, 3.3111111111111113)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:44.937895,"(2.9, 4.3, 3.2125)","(4.4, 8.4, 5.9)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.6, 3.3111111111111113)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:45.891683,"(2.9, 4.3, 3.2125)","(4.4, 8.4, 5.9)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.6, 3.3111111111111113)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:46.779945,"(2.9, 4.3, 3.9045454545454543)","(4.4, 8.4, 5.9)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.6, 3.3111111111111113)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:47.661306,"(2.9, 4.3, 3.9045454545454543)","(4.4, 8.4, 5.9)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.6, 3.3111111111111113)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:48.591308,"(2.9, 4.3, 3.9045454545454543)","(4.4, 8.4, 5.9)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.6, 3.3111111111111113)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:49.576072,"(2.9, 4.3, 3.9045454545454543)","(4.4, 8.4, 5.9)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.6, 3.3111111111111113)","(3.8, 6.2, 5.15)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:50.510190,"(2.9, 4.3, 3.518181818181818)","(4.4, 8.4, 5.9)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.6, 3.3111111111111113)","(3.8, 6.2, 5.15)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:51.424092,"(2.9, 4.3, 3.518181818181818)","(4.4, 8.4, 6.608333333333333)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.6, 3.3111111111111113)","(3.8, 6.2, 5.15)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:52.388515,"(2.9, 4.3, 3.518181818181818)","(4.4, 8.4, 5.775)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.6, 3.275)","(3.8, 6.2, 5.15)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:53.313933,"(2.9, 4.3, 3.2375)","(4.4, 8.4, 6.608333333333333)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.55, 3.275)","(3.8, 6.2, 4.866666666666667)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:54.279590,"(2.9, 4.3, 3.2375)","(4.4, 8.4, 5.9625)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.55, 3.275)","(3.8, 6.2, 4.866666666666667)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:55.200158,"(2.9, 4.3, 3.2375)","(4.4, 8.4, 5.9625)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.55, 3.275)","(3.8, 6.2, 4.866666666666667)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:56.087796,"(2.9, 4.3, 3.2375)","(4.4, 8.4, 5.9625)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.55, 3.275)","(3.8, 6.2, 4.866666666666667)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:56.996102,"(2.9, 4.3, 3.2375)","(4.4, 8.4, 5.9625)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.55, 3.275)","(3.8, 6.2, 4.866666666666667)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:57.926554,"(2.9, 4.3, 3.2375)","(4.4, 8.4, 5.9625)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.55, 3.275)","(3.8, 6.2, 4.866666666666667)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:58.916000,"(2.9, 4.3, 3.2375)","(4.4, 8.4, 5.9625)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.55, 3.275)","(3.8, 6.2, 4.866666666666667)","(17.0, 90.0, 65.25)"
14-12-2022 14:09:59.867660,"(2.9, 4.3, 3.2375)","(4.4, 8.4, 5.9625)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.55, 3.275)","(3.8, 6.2, 4.866666666666667)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:00.753642,"(2.9, 4.4, 3.6000000000000005)","(4.4, 8.6, 8.0375)","(16.0, 65.0, 48.2)","(2.6, 3.55, 3.275)","(3.8, 6.2, 4.866666666666667)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:01.606602,"(2.9, 4.4, 3.0)","(4.4, 8.6, 7.5)","(16.0, 65.0, 48.2)","(2.6, 3.55, 3.275)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:02.513221,"(2.9, 4.4, 3.0)","(4.4, 8.6, 7.5)","(16.0, 65.0, 48.2)","(2.6, 3.55, 3.275)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:03.463830,"(2.9, 4.4, 3.0)","(4.4, 8.6, 7.5)","(16.0, 65.0, 48.2)","(2.6, 3.55, 3.275)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:04.433703,"(2.9, 4.3, 3.225)","(4.4, 8.6, 6.523076923076923)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.5, 3.238888888888889)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:05.393683,"(2.9, 4.3, 3.225)","(4.4, 8.6, 5.866666666666666)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.5, 3.238888888888889)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:06.298044,"(2.9, 4.3, 3.225)","(4.4, 8.6, 5.866666666666666)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.5, 3.238888888888889)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:07.217487,"(2.9, 4.3, 3.225)","(4.4, 8.6, 5.866666666666666)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.5, 3.238888888888889)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:08.125766,"(2.9, 4.3, 3.225)","(4.4, 8.6, 5.866666666666666)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.5, 3.238888888888889)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:08.987240,"(2.9, 4.3, 3.225)","(4.4, 8.6, 5.866666666666666)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.5, 3.238888888888889)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:09.874868,"(2.9, 4.3, 3.225)","(4.4, 8.6, 5.866666666666666)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.5, 3.238888888888889)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:10.742704,"(2.9, 4.3, 3.225)","(4.4, 8.6, 5.866666666666666)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.5, 3.238888888888889)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:11.615884,"(2.9, 4.3, 3.225)","(4.4, 8.6, 5.225)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.5, 3.238888888888889)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:12.518556,"(2.9, 4.3, 3.225)","(4.4, 8.6, 5.225)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.5, 3.238888888888889)","(3.8, 6.2, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:13.416626,"(2.9, 4.3, 3.225)","(4.4, 8.6, 5.866666666666666)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.5, 3.238888888888889)","(3.8, 6.2, 4.866666666666667)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:14.343712,"(2.9, 4.3, 3.225)","(4.4, 8.6, 5.866666666666666)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.5, 3.238888888888889)","(3.8, 6.2, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:15.198824,"(2.9, 4.2, 3.1875)","(4.4, 8.4, 5.9625)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.45, 3.202777777777778)","(3.8, 6.0, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:16.062884,"(2.9, 4.2, 3.1875)","(4.4, 8.4, 5.9625)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.45, 3.202777777777778)","(3.8, 6.0, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:16.923922,"(2.9, 4.2, 3.1875)","(4.4, 8.4, 5.9625)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.45, 3.202777777777778)","(3.8, 6.0, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:17.810690,"(2.9, 4.2, 3.1875)","(4.4, 8.4, 5.9625)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.45, 3.202777777777778)","(3.8, 6.0, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:18.808944,"(2.9, 4.2, 3.1875)","(4.4, 8.4, 5.9625)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.45, 3.202777777777778)","(3.8, 6.0, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:19.701522,"(2.9, 4.2, 3.4727272727272727)","(4.4, 8.4, 5.9625)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.45, 3.202777777777778)","(3.8, 6.0, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:20.622645,"(2.9, 4.2, 3.2125000000000004)","(4.4, 8.4, 5.9625)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.45, 3.202777777777778)","(3.8, 6.0, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:21.472159,"(2.9, 4.2, 3.2125000000000004)","(4.4, 8.4, 5.9625)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.45, 3.202777777777778)","(3.8, 6.0, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:22.377375,"(2.9, 4.2, 3.2125000000000004)","(4.4, 8.4, 5.328571428571428)","(16.0, 65.0, 48.2)","(2.6, 3.45, 3.202777777777778)","(3.8, 6.0, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:23.277509,"(2.9, 4.2, 3.2125000000000004)","(4.4, 8.4, 5.328571428571428)","(16.0, 65.0, 48.2)","(2.6, 3.45, 3.202777777777778)","(3.8, 6.0, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:24.177025,"(2.9, 4.2, 3.2125000000000004)","(4.4, 8.4, 6.025)","(16.0, 65.0, 48.2)","(2.6, 3.45, 3.202777777777778)","(3.8, 6.0, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:25.063948,"(2.9, 4.2, 3.2125000000000004)","(4.4, 8.4, 6.025)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.45, 3.202777777777778)","(3.8, 6.0, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:25.916797,"(2.9, 4.1, 3.175)","(4.4, 8.2, 5.949999999999999)","(16.0, 65.0, 46.77777777777778)","(2.6, 3.4, 3.1666666666666665)","(3.8, 6.0, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:26.785703,"(2.9, 4.1, 3.175)","(4.4, 8.2, 5.949999999999999)","(16.0, 65.0, 49.0)","(2.6, 3.4, 3.1666666666666665)","(3.8, 6.0, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:27.636658,"(2.9, 4.1, 3.175)","(4.4, 8.2, 5.949999999999999)","(16.0, 65.0, 49.0)","(2.6, 3.4, 3.1666666666666665)","(3.8, 6.0, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:28.551480,"(2.9, 4.1, 3.175)","(4.4, 8.2, 5.949999999999999)","(16.0, 65.0, 49.0)","(2.6, 3.4, 3.1666666666666665)","(3.8, 6.0, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:29.415315,"(2.9, 4.1, 3.175)","(4.4, 8.2, 5.949999999999999)","(16.0, 65.0, 49.0)","(2.6, 3.4, 3.1666666666666665)","(3.8, 6.0, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:30.265030,"(2.9, 4.1, 3.175)","(4.4, 8.2, 5.949999999999999)","(16.0, 65.0, 49.0)","(2.6, 3.4, 3.1666666666666665)","(3.8, 6.0, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:31.192026,"(2.9, 4.1, 3.175)","(4.4, 8.2, 5.949999999999999)","(16.0, 65.0, 49.0)","(2.6, 3.4, 3.1666666666666665)","(3.8, 6.0, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:32.090794,"(2.9, 4.1, 3.175)","(4.4, 8.2, 5.949999999999999)","(16.0, 65.0, 49.0)","(2.6, 3.4, 3.1666666666666665)","(3.8, 6.0, 5.1)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:33.017638,"(2.9, 4.1, 3.15)","(4.4, 8.2, 5.2714285714285705)","(16.0, 65.0, 49.0)","(2.6, 3.4, 3.1666666666666665)","(3.8, 6.2, 4.866666666666667)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:33.908967,"(2.9, 4.1, 3.15)","(4.4, 8.2, 5.699999999999999)","(16.0, 65.0, 49.0)","(2.6, 3.4, 3.1666666666666665)","(3.8, 6.2, 4.866666666666667)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:34.749571,"(2.9, 4.1, 3.15)","(4.4, 8.2, 5.699999999999999)","(16.0, 65.0, 49.0)","(2.6, 3.4, 3.1666666666666665)","(3.8, 6.2, 4.866666666666667)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:35.617514,"(2.9, 4.1, 3.15)","(4.4, 8.2, 5.699999999999999)","(16.0, 65.0, 49.0)","(2.6, 3.4, 3.1666666666666665)","(3.8, 6.2, 4.866666666666667)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:36.551755,"(2.9, 4.1, 3.15)","(4.4, 8.2, 5.699999999999999)","(16.0, 65.0, 49.0)","(2.6, 3.4, 3.1305555555555555)","(3.8, 6.2, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:37.468094,"(2.9, 4.0, 3.372727272727273)","(4.4, 8.0, 5.625)","(16.0, 65.0, 49.0)","(2.6, 3.35, 3.1305555555555555)","(3.8, 6.0, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:38.409237,"(2.9, 4.0, 3.372727272727273)","(4.4, 8.0, 5.625)","(16.0, 65.0, 49.0)","(2.6, 3.35, 3.1305555555555555)","(3.8, 6.0, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:39.344098,"(2.9, 4.0, 3.372727272727273)","(4.4, 8.0, 5.625)","(16.0, 65.0, 49.0)","(2.6, 3.35, 3.1305555555555555)","(3.8, 6.0, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:40.235451,"(2.9, 4.0, 3.372727272727273)","(4.4, 8.0, 5.625)","(16.0, 65.0, 49.0)","(2.6, 3.35, 3.1305555555555555)","(3.8, 6.0, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:41.118205,"(2.9, 4.0, 3.372727272727273)","(4.4, 8.0, 5.625)","(16.0, 65.0, 49.0)","(2.6, 3.35, 3.1305555555555555)","(3.8, 6.0, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:41.988162,"(2.9, 4.0, 3.372727272727273)","(4.4, 8.0, 5.625)","(16.0, 65.0, 49.0)","(2.6, 3.35, 3.1305555555555555)","(3.8, 6.0, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:42.883770,"(2.9, 4.0, 3.372727272727273)","(4.2, 8.0, 5.625)","(17.0, 65.0, 49.0)","(2.6, 3.35, 3.1305555555555555)","(3.8, 6.0, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:43.829283,"(2.9, 4.0, 3.372727272727273)","(4.2, 8.0, 5.625)","(17.0, 65.0, 49.0)","(2.6, 3.35, 3.1305555555555555)","(3.8, 6.0, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:44.691774,"(2.9, 4.0, 3.54)","(4.2, 8.0, 5.625)","(17.0, 65.0, 49.0)","(2.6, 3.35, 3.1305555555555555)","(3.8, 6.0, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:45.576344,"(2.9, 4.0, 3.54)","(4.2, 8.0, 5.625)","(17.0, 65.0, 49.0)","(2.6, 3.35, 3.1305555555555555)","(3.8, 6.0, 5.0)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:46.477174,"(2.9, 4.0, 3.54)","(4.2, 8.0, 5.625)","(17.0, 65.0, 49.0)","(2.6, 3.35, 3.1305555555555555)","(3.8, 6.0, 5.05)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:47.382092,"(2.9, 4.0, 3.54)","(4.2, 8.0, 5.625)","(17.0, 65.0, 49.0)","(2.6, 3.35, 3.1305555555555555)","(3.8, 6.0, 4.875)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:48.318045,"(2.9, 4.0, 3.6166666666666667)","(4.2, 8.0, 6.272727272727273)","(17.0, 65.0, 55.769230769230774)","(2.6, 3.35, 3.2183333333333333)","(3.8, 6.0, 5.25)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:49.228354,"(2.9, 3.95, 3.3150000000000004)","(4.2, 7.8, 6.163636363636364)","(17.0, 65.0, 55.769230769230774)","(2.6, 3.3, 3.1766666666666667)","(3.8, 6.0, 5.25)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:50.077293,"(2.9, 3.95, 3.3150000000000004)","(4.2, 7.8, 6.163636363636364)","(17.0, 65.0, 55.769230769230774)","(2.6, 3.3, 3.1766666666666667)","(3.8, 6.0, 5.25)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:50.941829,"(2.9, 3.95, 3.3150000000000004)","(4.2, 7.8, 6.70625)","(17.0, 65.0, 55.769230769230774)","(2.6, 3.3, 3.1766666666666667)","(3.8, 6.0, 5.25)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:51.816402,"(2.9, 3.95, 3.3150000000000004)","(4.2, 7.8, 6.70625)","(17.0, 65.0, 55.769230769230774)","(2.6, 3.3, 3.1766666666666667)","(3.8, 6.0, 5.25)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:52.713413,"(2.9, 3.95, 3.3150000000000004)","(4.2, 7.8, 6.70625)","(17.0, 65.0, 55.769230769230774)","(2.6, 3.3, 3.1766666666666667)","(3.8, 6.0, 5.25)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:53.686577,"(2.9, 3.95, 3.3150000000000004)","(4.2, 7.8, 6.70625)","(17.0, 65.0, 55.769230769230774)","(2.6, 3.3, 3.1766666666666667)","(3.8, 6.0, 5.25)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:54.604183,"(2.9, 3.95, 3.3150000000000004)","(4.2, 7.8, 6.70625)","(17.0, 65.0, 55.769230769230774)","(2.6, 3.3, 3.1766666666666667)","(3.9, 6.0, 5.25)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:55.472388,"(2.9, 3.95, 3.3150000000000004)","(4.2, 7.8, 6.70625)","(17.0, 65.0, 55.769230769230774)","(2.6, 3.3, 3.1766666666666667)","(3.9, 6.0, 5.25)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:56.347590,"(2.9, 3.95, 3.3150000000000004)","(4.2, 7.8, 6.254545454545454)","(17.0, 65.0, 55.769230769230774)","(2.6, 3.3, 3.1766666666666667)","(3.9, 6.0, 5.25)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:57.221238,"(2.9, 3.95, 3.3545454545454545)","(4.2, 7.8, 6.7375)","(17.0, 65.0, 55.769230769230774)","(2.6, 3.3, 3.1766666666666667)","(3.9, 6.2, 5.276923076923078)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:58.082661,"(2.9, 3.95, 3.3545454545454545)","(4.2, 7.8, 6.7375)","(17.0, 65.0, 55.769230769230774)","(2.6, 3.3, 3.1766666666666667)","(3.9, 6.2, 5.276923076923078)","(17.0, 90.0, 65.25)"
14-12-2022 14:10:59.007129,"(2.9, 3.95, 3.3545454545454545)","(4.2, 7.8, 6.7375)","(17.0, 65.0, 55.769230769230774)","(2.6, 3.3, 3.1766666666666667)","(3.9, 6.2, 5.276923076923078)","(17.0, 90.0, 65.625)"
14-12-2022 14:10:59.871175,"(2.9, 3.95, 3.3545454545454545)","(4.2, 7.8, 6.7375)","(17.0, 65.0, 55.25)","(2.6, 3.3, 3.1766666666666667)","(3.9, 6.2, 5.276923076923078)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:00.743190,"(2.9, 3.95, 3.3545454545454545)","(4.2, 7.8, 6.7375)","(17.0, 65.0, 55.25)","(2.6, 3.3, 3.1766666666666667)","(3.9, 6.2, 5.276923076923078)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:01.619309,"(2.9, 3.95, 3.3958333333333335)","(4.2, 7.8, 6.7375)","(17.0, 65.0, 55.25)","(2.6, 3.3, 3.1766666666666667)","(3.9, 6.6, 5.188235294117647)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:02.578151,"(2.9, 3.95, 3.845833333333333)","(4.2, 7.8, 6.7375)","(17.0, 65.0, 55.25)","(2.6, 3.3, 3.1766666666666667)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:03.480971,"(2.9, 3.95, 3.4375)","(4.2, 7.8, 6.7375)","(17.0, 65.0, 55.25)","(2.6, 3.3, 3.1766666666666667)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:04.371246,"(2.9, 3.95, 3.4375)","(4.2, 7.8, 6.7375)","(17.0, 65.0, 55.25)","(2.6, 3.3, 3.1766666666666667)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:05.210130,"(2.9, 3.95, 3.6425)","(4.2, 7.8, 6.7375)","(17.0, 65.0, 55.25)","(2.6, 3.3, 3.1766666666666667)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:06.032315,"(2.9, 3.95, 3.6425)","(4.2, 7.8, 6.7375)","(17.0, 65.0, 55.25)","(2.6, 3.3, 3.1766666666666667)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:06.881438,"(2.9, 3.95, 3.6425)","(4.2, 7.8, 6.7375)","(17.0, 65.0, 55.25)","(2.6, 3.3, 3.1766666666666667)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:07.774154,"(2.9, 3.95, 3.4541666666666666)","(4.2, 7.8, 6.621428571428572)","(17.0, 65.0, 55.25)","(2.6, 3.3, 3.0428571428571427)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:08.680253,"(2.9, 3.95, 3.4541666666666666)","(4.2, 7.8, 6.76875)","(17.0, 65.0, 55.25)","(2.6, 3.3, 3.0083333333333333)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:09.779091,"(2.9, 3.9, 3.425)","(4.2, 8.6, 8.258333333333333)","(17.0, 65.0, 55.25)","(2.6, 3.25, 2.979166666666667)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:10.692602,"(2.9, 3.9, 3.425)","(4.2, 8.6, 8.258333333333333)","(17.0, 65.0, 55.25)","(2.6, 3.25, 2.979166666666667)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:11.565883,"(2.9, 3.9, 3.425)","(4.2, 8.6, 8.014285714285714)","(17.0, 65.0, 55.25)","(2.6, 3.25, 2.979166666666667)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:12.480339,"(2.9, 3.9, 3.425)","(4.2, 8.6, 8.014285714285714)","(17.0, 65.0, 55.25)","(2.6, 3.25, 2.979166666666667)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:13.394659,"(2.9, 3.9, 3.425)","(4.2, 8.6, 8.014285714285714)","(17.0, 65.0, 55.25)","(2.6, 3.25, 2.979166666666667)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:14.303287,"(2.9, 3.9, 3.55)","(4.2, 8.6, 8.266666666666666)","(17.0, 65.0, 55.25)","(2.6, 3.25, 3.025)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:15.276204,"(2.9, 3.9, 3.507142857142857)","(4.2, 8.6, 8.266666666666666)","(17.0, 65.0, 55.25)","(2.6, 3.25, 2.9958333333333336)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:16.145740,"(2.9, 3.9, 3.507142857142857)","(4.2, 8.6, 8.266666666666666)","(17.0, 65.0, 55.25)","(2.6, 3.25, 2.9958333333333336)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:17.026383,"(2.9, 3.9, 3.507142857142857)","(4.2, 8.6, 8.028571428571428)","(17.0, 65.0, 55.25)","(2.6, 3.25, 2.9958333333333336)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:17.937548,"(2.9, 3.9, 3.507142857142857)","(4.2, 8.6, 8.028571428571428)","(17.0, 65.0, 55.25)","(2.6, 3.25, 2.9958333333333336)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:18.781034,"(2.9, 3.9, 3.2375)","(4.2, 8.6, 8.21)","(17.0, 65.0, 56.0)","(2.6, 3.25, 3.0392857142857146)","(3.9, 6.4, 5.300000000000001)","(17.0, 90.0, 65.625)"
14-12-2022 14:11:19.651766,"(2.9, 4.5, 3.4855555555555555)","(4.2, 8.6, 8.21)","(17.0, 65.0, 50.375)","(2.6, 3.2, 2.875)","(3.9, 6.4, 4.970000000000001)","(17.0, 90.0, 65.25)"
14-12-2022 14:11:20.529438,"(2.9, 4.4, 3.4147368421052633)","(4.2, 8.6, 8.21)","(17.0, 65.0, 50.375)","(2.6, 3.2, 2.963636363636364)","(3.9, 6.4, 4.970000000000001)","(17.0, 90.0, 65.25)"
