,Aston Simpkin,Zac The Black,Master Mars,Minnesota Nights,Cockney Sparrow,Frankies Vision,Dixie Zambora,Spot On Ginger
09-01-2023 12:04:32.515472,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.866666666666666)"
09-01-2023 12:04:33.571188,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.866666666666666)"
09-01-2023 12:04:34.695435,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 4.866666666666667)"
09-01-2023 12:04:35.826291,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 4.777777777777778)"
09-01-2023 12:04:36.915630,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 4.777777777777778)"
09-01-2023 12:04:38.021939,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 4.777777777777778)"
09-01-2023 12:04:39.151121,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 4.777777777777778)"
09-01-2023 12:04:40.154957,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 4.777777777777778)"
09-01-2023 12:04:41.158662,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:04:42.182869,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:04:43.498612,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:04:44.514590,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:04:45.591773,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:04:46.622378,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:04:47.733624,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:04:48.824368,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:04:50.004733,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:04:51.177572,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:04:52.242019,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:04:53.252786,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:04:54.318817,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:04:55.392155,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:04:56.461353,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:04:57.592305,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:04:58.645071,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:04:59.717063,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:05:00.818242,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:05:01.900071,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:05:02.986552,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:05:04.073901,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:05:05.197447,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:05:06.284994,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:05:07.286125,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:05:08.308952,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:05:09.366937,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:05:10.406789,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:05:11.447163,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.104347826086956)"
09-01-2023 12:05:12.504434,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.378181818181819)"
09-01-2023 12:05:13.553359,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.378181818181819)"
09-01-2023 12:05:14.628827,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.378181818181819)"
09-01-2023 12:05:15.701394,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.55)"
09-01-2023 12:05:16.810713,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.55)"
09-01-2023 12:05:17.904981,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.55)"
09-01-2023 12:05:19.006804,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.55)"
09-01-2023 12:05:20.129960,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.55)"
09-01-2023 12:05:21.245107,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 7.55)"
09-01-2023 12:05:22.348313,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:23.412418,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:24.503091,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:25.536356,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:26.599273,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:27.613256,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:28.600655,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:29.597187,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:30.625846,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:31.649837,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:32.693590,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:33.805994,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:34.878429,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:35.992414,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:37.117484,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:38.247158,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:39.312426,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:40.373775,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:41.417484,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:42.422710,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 487.5)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:43.430986,"(8.5, 10.5, 9.25)","(8.0, 15.0, 10.333333333333334)","(8.5, 19.0, 9.375)","(15.0, 36.0, 33.3125)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:44.442755,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:45.483778,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:46.493024,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:47.568670,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:48.591575,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:49.638248,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:50.690860,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:51.816484,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:52.907837,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:53.977515,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:55.094135,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:56.191344,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:57.229541,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:58.273794,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:05:59.415425,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 5.912)"
09-01-2023 12:06:00.467663,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 6.563636363636364)"
09-01-2023 12:06:01.483162,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 6.563636363636364)"
09-01-2023 12:06:02.471388,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 6.563636363636364)"
09-01-2023 12:06:03.476264,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 6.563636363636364)"
09-01-2023 12:06:04.543498,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 6.563636363636364)"
09-01-2023 12:06:05.586224,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 6.337931034482758)"
09-01-2023 12:06:06.655163,"(8.5, 10.5, 9.25)","(8.0, 15.0, 12.666666666666668)","(8.5, 18.5, 10.625)","(15.0, 36.0, 31.8)","(3.8, 6.2, 5.45)","(81.0, 570.0, 515.0)","(2.6, 3.6, 2.652857142857143)","(4.4, 8.6, 6.337931034482758)"
