,Goldstar Toby,Gitan,Humbling,Goldstar Carlito,Opawa Conan,Opawa Kyle,Zipping Ontario,Epic Cruze
15-12-2022 15:52:47.685820,"(6.5, 12.5, 11.8)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.4, 6.4)","(3.4, 6.6, 3.7555555555555555)","(8.5, 15.5, 12.866666666666667)","(31.0, 320.0, 77.5)","(9.0, 21.0, 12.866666666666667)"
15-12-2022 15:52:48.665631,"(6.5, 12.5, 11.8)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.6, 3.7555555555555555)","(8.5, 15.5, 12.866666666666667)","(31.0, 320.0, 77.5)","(9.0, 21.0, 12.866666666666667)"
15-12-2022 15:52:49.684420,"(6.5, 12.5, 11.483333333333334)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.6, 4.893333333333333)","(8.5, 15.5, 12.866666666666667)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.95)"
15-12-2022 15:52:50.669986,"(6.5, 12.5, 11.483333333333334)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.6, 4.893333333333333)","(8.5, 15.5, 12.866666666666667)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.95)"
15-12-2022 15:52:51.628134,"(6.5, 12.5, 11.483333333333334)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.6, 4.893333333333333)","(8.5, 15.5, 12.866666666666667)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.95)"
15-12-2022 15:52:52.692534,"(6.5, 12.5, 11.483333333333334)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.6, 4.893333333333333)","(8.5, 15.5, 12.866666666666667)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.95)"
15-12-2022 15:52:53.681261,"(6.5, 12.5, 11.483333333333334)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.6, 4.893333333333333)","(8.5, 15.5, 12.866666666666667)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.95)"
15-12-2022 15:52:54.636681,"(6.5, 12.5, 11.483333333333334)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.615384615384615)","(8.5, 15.5, 12.866666666666667)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.95)"
15-12-2022 15:52:55.580050,"(6.5, 12.5, 11.483333333333334)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.615384615384615)","(8.5, 15.5, 12.866666666666667)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.95)"
15-12-2022 15:52:56.552586,"(6.5, 12.5, 11.483333333333334)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.319999999999999)","(8.5, 15.5, 12.866666666666667)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.95)"
15-12-2022 15:52:57.526537,"(6.5, 12.5, 11.483333333333334)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.319999999999999)","(8.5, 15.5, 12.866666666666667)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.95)"
15-12-2022 15:52:58.567629,"(6.5, 12.5, 11.483333333333334)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.319999999999999)","(8.5, 16.5, 13.533333333333333)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.95)"
15-12-2022 15:52:59.697301,"(6.5, 12.5, 11.483333333333334)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.319999999999999)","(8.5, 16.5, 13.533333333333333)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.95)"
15-12-2022 15:53:00.685190,"(6.5, 12.5, 11.483333333333334)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.319999999999999)","(8.5, 16.5, 13.533333333333333)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.57142857142857)"
15-12-2022 15:53:01.734903,"(6.5, 12.5, 11.483333333333334)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.4, 5.517647058823529)","(8.5, 16.5, 13.533333333333333)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.57142857142857)"
15-12-2022 15:53:02.712283,"(6.5, 12.5, 11.483333333333334)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.4, 5.517647058823529)","(8.5, 16.5, 13.533333333333333)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.57142857142857)"
15-12-2022 15:53:03.735204,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.4, 5.517647058823529)","(8.5, 16.5, 13.533333333333333)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.57142857142857)"
15-12-2022 15:53:04.766096,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.4, 5.517647058823529)","(8.5, 16.5, 13.533333333333333)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.57142857142857)"
15-12-2022 15:53:05.791254,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.4, 5.0590909090909095)","(8.5, 16.5, 13.533333333333333)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.57142857142857)"
15-12-2022 15:53:06.793623,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.4, 5.170833333333333)","(8.5, 16.5, 13.533333333333333)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.57142857142857)"
15-12-2022 15:53:07.879702,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.4, 5.170833333333333)","(8.5, 16.5, 13.533333333333333)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.57142857142857)"
15-12-2022 15:53:08.971148,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.4, 5.170833333333333)","(8.5, 16.5, 13.533333333333333)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.57142857142857)"
15-12-2022 15:53:09.974350,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 20.5)","(4.6, 9.6, 7.1)","(3.4, 6.4, 3.941666666666667)","(8.5, 16.5, 14.275)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.57142857142857)"
15-12-2022 15:53:11.027549,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.4, 3.9)","(8.5, 16.5, 14.275)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.57142857142857)"
15-12-2022 15:53:12.085216,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.6, 7.1)","(3.4, 6.4, 3.9)","(8.5, 16.5, 13.2375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.628571428571426)"
15-12-2022 15:53:13.090208,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 25.25)","(4.6, 9.6, 7.1)","(3.4, 6.4, 3.9)","(8.5, 16.5, 13.2375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.628571428571426)"
15-12-2022 15:53:14.133262,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 25.25)","(4.6, 9.6, 7.1)","(3.4, 6.6, 4.466666666666667)","(8.5, 16.5, 13.2375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.628571428571426)"
15-12-2022 15:53:15.181053,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 25.25)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.8)","(8.5, 16.5, 13.2375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.628571428571426)"
15-12-2022 15:53:16.194782,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 25.25)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.8)","(8.5, 16.5, 13.2375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.628571428571426)"
15-12-2022 15:53:17.200195,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 25.25)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.8)","(8.5, 16.5, 13.2375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.628571428571426)"
15-12-2022 15:53:18.200667,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 25.25)","(4.6, 9.6, 7.1)","(3.4, 6.4, 5.036363636363637)","(8.5, 16.5, 13.2375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.628571428571426)"
15-12-2022 15:53:19.180202,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 25.25)","(4.6, 9.6, 7.1)","(3.4, 6.4, 5.036363636363637)","(8.5, 16.5, 13.2375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.628571428571426)"
15-12-2022 15:53:20.221129,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 25.25)","(4.6, 9.6, 7.1)","(3.4, 6.4, 5.036363636363637)","(8.5, 16.5, 13.2375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.628571428571426)"
15-12-2022 15:53:21.265608,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 25.25)","(4.6, 9.6, 7.1)","(3.4, 6.4, 5.036363636363637)","(8.5, 16.5, 13.2375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.628571428571426)"
15-12-2022 15:53:22.258645,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 25.25)","(4.6, 9.6, 7.1)","(3.4, 6.4, 5.036363636363637)","(8.5, 16.5, 13.2375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.685714285714283)"
15-12-2022 15:53:23.338699,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.714285714285715)","(4.6, 9.6, 7.1)","(3.4, 6.4, 4.925000000000001)","(8.5, 16.5, 13.3125)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.685714285714283)"
15-12-2022 15:53:24.372053,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.714285714285715)","(4.6, 9.6, 7.1)","(3.4, 6.4, 4.925000000000001)","(8.5, 16.5, 13.3125)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.685714285714283)"
15-12-2022 15:53:25.314680,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.714285714285715)","(4.6, 9.6, 7.1)","(3.4, 6.4, 4.925000000000001)","(8.5, 16.5, 13.3125)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.685714285714283)"
15-12-2022 15:53:26.269174,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.714285714285715)","(4.6, 9.6, 7.1)","(3.4, 6.4, 4.925000000000001)","(8.5, 16.5, 13.3125)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.685714285714283)"
15-12-2022 15:53:27.262139,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.714285714285715)","(4.6, 9.6, 7.1)","(3.4, 6.4, 4.925000000000001)","(8.5, 16.5, 13.3125)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.685714285714283)"
15-12-2022 15:53:28.214019,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.714285714285715)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.699999999999999)","(8.5, 16.5, 13.3125)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.685714285714283)"
15-12-2022 15:53:29.185815,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.714285714285715)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.699999999999999)","(8.5, 16.5, 13.3125)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.685714285714283)"
15-12-2022 15:53:30.205053,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.714285714285715)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.699999999999999)","(8.5, 16.5, 13.3125)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.685714285714283)"
15-12-2022 15:53:31.192770,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.714285714285715)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.699999999999999)","(8.5, 16.5, 13.3125)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.685714285714283)"
15-12-2022 15:53:32.179130,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.714285714285715)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.699999999999999)","(8.5, 16.5, 13.3125)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.685714285714283)"
15-12-2022 15:53:33.162075,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.714285714285715)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.699999999999999)","(8.5, 16.5, 13.3125)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.685714285714283)"
15-12-2022 15:53:34.179956,"(6.5, 12.5, 10.4)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.857142857142858)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.699999999999999)","(8.5, 16.5, 13.3875)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.74285714285714)"
15-12-2022 15:53:35.183725,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.857142857142858)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.699999999999999)","(8.5, 16.5, 13.3875)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.74285714285714)"
15-12-2022 15:53:36.354077,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.857142857142858)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.699999999999999)","(8.5, 16.5, 13.3875)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.74285714285714)"
15-12-2022 15:53:37.382572,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.857142857142858)","(4.6, 9.6, 7.1)","(3.4, 6.6, 5.699999999999999)","(8.5, 16.5, 13.3875)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.74285714285714)"
15-12-2022 15:53:38.385705,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.857142857142858)","(4.6, 9.6, 7.1)","(3.4, 6.6, 6.173333333333333)","(8.5, 16.5, 13.3875)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.74285714285714)"
15-12-2022 15:53:39.552891,"(6.5, 12.5, 12.03076923076923)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.857142857142858)","(4.6, 9.6, 7.1)","(3.4, 6.6, 6.173333333333333)","(8.5, 16.5, 13.3875)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.74285714285714)"
15-12-2022 15:53:40.616128,"(6.5, 12.5, 12.03076923076923)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.857142857142858)","(4.6, 9.6, 7.1)","(3.4, 6.6, 6.173333333333333)","(8.5, 16.5, 13.3875)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.74285714285714)"
15-12-2022 15:53:41.601219,"(6.5, 12.5, 12.03076923076923)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.333333333333332)","(4.6, 9.6, 5.963636363636363)","(3.4, 6.6, 4.5)","(8.5, 16.5, 13.3875)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.74285714285714)"
15-12-2022 15:53:42.601205,"(6.5, 12.5, 11.628571428571428)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.333333333333332)","(4.6, 9.4, 6.4)","(3.4, 6.6, 5.05)","(8.5, 16.5, 13.3875)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.74285714285714)"
15-12-2022 15:53:43.591852,"(6.5, 14.0, 13.142857142857142)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.333333333333332)","(4.6, 9.4, 6.4)","(3.4, 6.6, 5.05)","(8.5, 16.5, 13.3875)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.8)"
15-12-2022 15:53:44.541623,"(6.5, 14.5, 12.744444444444444)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.333333333333332)","(4.6, 9.4, 6.4)","(3.4, 6.6, 5.05)","(8.5, 16.5, 13.4625)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.8)"
15-12-2022 15:53:45.568545,"(6.5, 14.5, 12.744444444444444)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.333333333333332)","(4.6, 9.4, 6.4)","(3.4, 6.6, 5.05)","(8.5, 16.5, 13.4625)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.8)"
15-12-2022 15:53:46.598407,"(6.5, 14.5, 12.744444444444444)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.333333333333332)","(4.6, 9.4, 6.4)","(3.4, 6.6, 5.05)","(8.5, 16.5, 13.4625)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.8)"
15-12-2022 15:53:47.639749,"(6.5, 14.5, 12.744444444444444)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.333333333333332)","(4.6, 9.4, 6.4)","(3.4, 6.6, 5.05)","(8.5, 16.5, 13.4625)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.8)"
15-12-2022 15:53:48.664722,"(6.5, 14.5, 12.744444444444444)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.333333333333332)","(4.6, 9.4, 6.4)","(3.4, 6.6, 5.05)","(8.5, 16.5, 13.4625)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.8)"
15-12-2022 15:53:49.682340,"(6.5, 14.5, 12.744444444444444)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.0)","(4.6, 9.4, 6.4)","(3.4, 6.6, 5.34)","(8.5, 16.5, 13.4625)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.8)"
15-12-2022 15:53:50.684516,"(6.5, 14.5, 12.744444444444444)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.0)","(4.6, 9.4, 6.4)","(3.4, 6.6, 5.34)","(8.5, 16.5, 13.4625)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.8)"
15-12-2022 15:53:51.812060,"(6.5, 14.5, 12.575)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.666666666666668)","(4.6, 9.4, 6.4)","(3.4, 6.6, 5.34)","(8.5, 16.5, 13.4625)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.8)"
15-12-2022 15:53:52.924210,"(6.5, 14.5, 12.575)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.666666666666668)","(4.6, 9.4, 6.4)","(3.4, 6.6, 5.34)","(8.5, 16.5, 13.4625)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.8)"
15-12-2022 15:53:53.886447,"(6.5, 14.5, 12.575)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.666666666666668)","(4.6, 9.4, 6.4)","(3.4, 6.6, 5.34)","(8.5, 16.5, 13.4625)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.8)"
15-12-2022 15:53:54.886470,"(6.5, 14.5, 12.575)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.666666666666668)","(4.6, 9.4, 6.4)","(3.4, 6.6, 5.34)","(8.5, 16.5, 13.4625)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.8)"
15-12-2022 15:53:56.038093,"(6.5, 14.5, 12.575)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.666666666666668)","(4.6, 9.4, 6.4)","(3.4, 6.6, 5.05)","(8.5, 16.5, 13.5375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.857142857142858)"
15-12-2022 15:53:57.106045,"(6.5, 14.5, 12.7)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.666666666666668)","(4.6, 9.6, 5.963636363636363)","(3.4, 6.6, 5.05)","(8.5, 16.5, 13.5375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.857142857142858)"
15-12-2022 15:53:58.099792,"(6.5, 14.5, 12.7)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.666666666666668)","(4.6, 9.4, 6.4)","(3.4, 6.4, 5.081818181818182)","(8.5, 16.5, 13.5375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.857142857142858)"
15-12-2022 15:53:59.057237,"(6.5, 14.5, 12.7)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.666666666666668)","(4.6, 9.4, 5.8)","(3.4, 6.4, 5.081818181818182)","(8.5, 16.5, 13.5375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.857142857142858)"
15-12-2022 15:54:00.087624,"(6.5, 14.5, 12.525)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.666666666666668)","(4.6, 9.4, 5.8)","(3.4, 6.4, 5.0590909090909095)","(8.5, 16.5, 13.5375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.857142857142858)"
15-12-2022 15:54:01.095637,"(6.5, 14.5, 12.525)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.666666666666668)","(4.6, 9.4, 5.8)","(3.4, 6.4, 5.0590909090909095)","(8.5, 16.5, 13.5375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.857142857142858)"
15-12-2022 15:54:02.159120,"(6.5, 14.5, 12.525)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.666666666666668)","(4.6, 9.4, 5.8)","(3.4, 6.4, 5.0590909090909095)","(8.5, 16.5, 13.5375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.857142857142858)"
15-12-2022 15:54:03.188210,"(6.5, 14.5, 12.525)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.666666666666668)","(4.6, 9.4, 5.8)","(3.4, 6.4, 5.0590909090909095)","(8.5, 16.5, 13.5375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.857142857142858)"
15-12-2022 15:54:04.409121,"(6.5, 14.5, 10.350000000000001)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.666666666666668)","(4.6, 9.4, 5.8)","(3.4, 6.4, 5.081818181818182)","(8.5, 16.5, 13.5375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 17.857142857142858)"
15-12-2022 15:54:05.664670,"(6.5, 14.5, 10.350000000000001)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.666666666666668)","(4.6, 9.4, 5.8)","(3.4, 6.4, 5.081818181818182)","(8.5, 16.5, 13.5375)","(31.0, 320.0, 77.5)","(9.0, 21.0, 18.0)"
15-12-2022 15:54:06.696248,"(6.5, 14.5, 10.350000000000001)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.666666666666668)","(4.6, 9.4, 5.8)","(3.4, 6.4, 5.081818181818182)","(8.5, 16.5, 13.5375)","(31.0, 320.0, 79.16666666666666)","(9.0, 26.0, 21.666666666666668)"
15-12-2022 15:54:07.731679,"(6.5, 14.5, 10.350000000000001)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 18.666666666666668)","(4.6, 9.4, 5.8)","(3.4, 6.4, 5.081818181818182)","(8.5, 16.5, 13.5375)","(31.0, 330.0, 79.16666666666666)","(9.0, 24.0, 21.666666666666668)"
15-12-2022 15:54:08.899117,"(6.5, 14.5, 10.350000000000001)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 24.571428571428573)","(4.6, 9.4, 5.8)","(3.4, 6.4, 5.081818181818182)","(8.5, 16.5, 13.5375)","(31.0, 330.0, 79.16666666666666)","(9.0, 24.0, 16.4)"
15-12-2022 15:54:10.029736,"(6.5, 14.5, 10.350000000000001)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 17.666666666666668)","(4.6, 9.4, 6.657142857142857)","(3.4, 6.6, 5.8125)","(8.5, 16.5, 13.533333333333333)","(31.0, 330.0, 79.16666666666666)","(9.0, 24.0, 16.4)"
15-12-2022 15:54:11.150265,"(6.5, 14.5, 12.744444444444444)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 25.375)","(4.6, 9.4, 6.657142857142857)","(3.4, 6.6, 5.8125)","(8.5, 16.5, 13.6125)","(31.0, 330.0, 79.16666666666666)","(9.0, 24.0, 16.4)"
15-12-2022 15:54:12.364417,"(6.5, 14.5, 12.744444444444444)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 25.375)","(4.6, 9.4, 6.657142857142857)","(3.4, 6.6, 5.9799999999999995)","(8.5, 16.5, 13.6125)","(31.0, 330.0, 79.16666666666666)","(9.0, 24.0, 16.4)"
15-12-2022 15:54:13.455099,"(6.5, 14.5, 12.744444444444444)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 25.375)","(4.6, 9.4, 6.657142857142857)","(3.4, 6.6, 5.9799999999999995)","(8.5, 16.5, 13.6125)","(31.0, 330.0, 79.16666666666666)","(9.0, 24.0, 16.4)"
15-12-2022 15:54:14.733298,"(6.5, 14.5, 12.744444444444444)","(3.3, 6.2, 5.414285714285715)","(11.0, 30.0, 25.375)","(4.6, 9.4, 6.657142857142857)","(3.4, 6.6, 5.284615384615385)","(8.5, 16.5, 13.6125)","(31.0, 330.0, 79.16666666666666)","(9.0, 24.0, 16.4)"
