,Choir Boy,Dixon Bay,Sarodec,Liability,Elected,Hokahey,Ready For Better,Wickedn Lovinit
08-01-2023 13:45:21.157867,"(5.5, 8.6, 8.25)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.666666666666666)","(3.3, 5.0, 4.2)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:22.233505,"(5.5, 8.6, 8.25)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 5.0, 4.953846153846154)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:23.266856,"(5.5, 8.6, 8.553333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 95.0)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.446153846153846)","(3.3, 5.0, 4.233333333333333)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:24.327918,"(5.5, 8.6, 8.36)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 95.0)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 5.0, 4.932075471698113)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:25.419835,"(5.5, 8.6, 8.36)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 95.0)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 5.0, 4.932075471698113)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:26.628564,"(5.5, 8.6, 8.36)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 95.0)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 5.0, 4.932075471698113)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:27.742674,"(5.5, 8.6, 8.36)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 95.0)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 5.0, 4.316666666666666)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:28.800870,"(5.5, 8.6, 8.36)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 95.0)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.9, 4.2)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:29.845704,"(5.5, 8.6, 8.36)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 95.0)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.9, 4.2)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:30.908000,"(5.5, 8.6, 8.36)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 95.0)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.9, 4.2)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:32.045123,"(5.5, 8.6, 8.559999999999999)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.9, 4.2)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:33.154424,"(5.5, 8.6, 8.555555555555555)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.9, 4.2)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:34.252094,"(5.5, 8.6, 8.555555555555555)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.9, 4.2)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:35.401449,"(5.5, 8.6, 8.555555555555555)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.9, 4.2)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:36.544447,"(5.5, 9.2, 8.959999999999999)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.9, 4.2)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:37.689756,"(5.5, 9.2, 8.133333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.9, 4.375)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:38.818323,"(5.5, 9.2, 8.133333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.9, 4.609999999999999)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:39.944027,"(5.5, 9.2, 8.133333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.8, 4.609999999999999)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:41.030090,"(5.5, 9.2, 8.133333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.8, 4.609999999999999)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:42.141535,"(5.5, 9.2, 8.133333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.8, 4.609999999999999)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:43.368519,"(5.5, 9.2, 8.133333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.8, 4.609999999999999)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:44.569950,"(5.5, 9.2, 8.133333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.8, 4.609999999999999)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:45.735106,"(5.5, 9.2, 8.133333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.8, 4.609999999999999)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:46.824661,"(5.5, 9.2, 8.133333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.8, 4.609999999999999)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:47.902213,"(5.5, 9.2, 8.133333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.8, 4.609999999999999)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:49.054135,"(5.5, 9.2, 8.133333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.8, 4.609999999999999)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:50.240583,"(5.5, 9.2, 8.133333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.8, 4.496153846153846)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:51.454319,"(5.5, 9.2, 8.133333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.9, 4.496153846153846)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:52.624126,"(5.5, 9.2, 8.133333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.9, 4.496153846153846)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:53.740853,"(5.5, 9.2, 8.133333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.9, 4.496153846153846)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:54.753172,"(5.5, 9.2, 8.133333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.9, 4.496153846153846)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:55.871440,"(5.5, 9.2, 8.133333333333333)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.733333333333333)","(6.5, 9.2, 8.446153846153846)","(3.3, 4.9, 4.066666666666666)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:56.943750,"(5.5, 9.2, 8.285714285714285)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.383333333333333)","(3.3, 4.9, 4.066666666666666)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:58.128666,"(5.5, 9.2, 8.285714285714285)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.383333333333333)","(3.3, 4.9, 4.45)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:45:59.266927,"(5.5, 9.2, 8.285714285714285)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.383333333333333)","(3.3, 5.0, 4.45)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:00.414789,"(5.5, 9.2, 8.285714285714285)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.383333333333333)","(3.3, 5.0, 4.859999999999999)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:01.512789,"(5.5, 9.2, 8.285714285714285)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.383333333333333)","(3.3, 5.1, 4.576923076923077)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:02.645106,"(5.5, 9.2, 8.285714285714285)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.383333333333333)","(3.3, 5.0, 4.3)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:03.786469,"(5.5, 9.2, 8.285714285714285)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.5)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.383333333333333)","(3.3, 5.0, 4.23)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:04.921127,"(5.5, 9.2, 8.285714285714285)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 95.0)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.383333333333333)","(3.3, 5.0, 4.23)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:06.090306,"(5.5, 9.2, 8.993548387096773)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 95.0)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.383333333333333)","(3.3, 5.0, 4.23)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:07.298435,"(5.5, 9.2, 8.993548387096773)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 95.0)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.383333333333333)","(3.3, 5.0, 4.23)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:08.549334,"(5.5, 9.2, 8.993548387096773)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 95.0)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.033333333333333)","(3.3, 5.0, 4.23)","(4.6, 5.1, 5.097560975609756)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:09.757702,"(5.5, 9.4, 9.335714285714285)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.033333333333333)","(3.3, 5.0, 4.23)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:10.908035,"(5.5, 9.4, 9.335714285714285)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.033333333333333)","(3.3, 5.0, 4.23)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:12.097109,"(5.5, 9.4, 9.335714285714285)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.033333333333333)","(3.3, 5.0, 4.23)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:13.305672,"(5.5, 9.4, 9.335714285714285)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.033333333333333)","(3.3, 5.0, 4.23)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:14.657507,"(5.5, 9.4, 9.335714285714285)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.033333333333333)","(3.3, 5.0, 4.23)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:15.909191,"(5.5, 9.4, 9.335714285714285)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.033333333333333)","(3.3, 5.0, 4.175)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:17.161858,"(5.5, 9.4, 8.95)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.591304347826087)","(3.3, 5.0, 4.175)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:18.383414,"(5.5, 9.4, 8.95)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.591304347826087)","(3.3, 5.0, 4.175)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:19.503400,"(5.5, 9.4, 8.95)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.591304347826087)","(3.3, 5.0, 4.175)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:20.674991,"(5.5, 9.6, 9.1)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.591304347826087)","(3.3, 5.0, 4.175)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:21.920156,"(5.5, 9.6, 8.6)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.591304347826087)","(3.3, 5.0, 4.175)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:23.097372,"(5.5, 9.6, 8.6)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.591304347826087)","(3.3, 5.0, 4.175)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:24.263166,"(5.5, 9.6, 8.6)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.591304347826087)","(3.3, 5.0, 4.175)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:25.407792,"(5.5, 9.6, 8.6)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.591304347826087)","(3.3, 5.0, 4.175)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:26.606697,"(5.5, 9.6, 8.6)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.591304347826087)","(3.3, 5.0, 4.175)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:27.825841,"(5.5, 9.6, 8.6)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.591304347826087)","(3.3, 5.0, 4.3)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:29.028031,"(5.5, 9.6, 9.4)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.591304347826087)","(3.3, 4.9, 4.214285714285714)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:30.152758,"(5.5, 9.6, 9.4)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.591304347826087)","(3.3, 4.9, 4.214285714285714)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:31.366945,"(5.5, 9.6, 9.4)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.591304347826087)","(3.3, 4.9, 4.214285714285714)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:32.614515,"(5.5, 9.6, 9.4)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.591304347826087)","(3.3, 4.9, 4.214285714285714)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:33.904094,"(5.5, 9.6, 9.4)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.591304347826087)","(3.3, 4.9, 4.214285714285714)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:35.108305,"(5.5, 9.6, 9.4)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 78.66666666666667)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.591304347826087)","(3.3, 4.9, 4.214285714285714)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:36.219908,"(5.5, 9.6, 9.4)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 78.66666666666667)","(5.0, 7.0, 6.76)","(6.5, 9.2, 8.571428571428571)","(3.3, 4.9, 4.2749999999999995)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:37.421545,"(5.5, 9.6, 9.4)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 78.66666666666667)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.571428571428571)","(3.3, 4.8, 4.2749999999999995)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:38.696292,"(5.5, 9.6, 9.4)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 78.66666666666667)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.571428571428571)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:39.970805,"(5.5, 9.6, 8.6)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 78.66666666666667)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.571428571428571)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:41.199484,"(5.5, 9.6, 8.6)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 78.66666666666667)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.571428571428571)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:42.573655,"(5.5, 9.6, 8.6)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 78.66666666666667)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.50909090909091)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:43.916334,"(5.5, 9.6, 8.6)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 78.66666666666667)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.352)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:45.223243,"(5.5, 9.6, 8.6)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 78.66666666666667)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.352)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:46.572139,"(5.5, 9.6, 8.6)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 78.66666666666667)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.352)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:47.878558,"(5.5, 9.6, 8.6)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 78.66666666666667)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.352)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:49.259673,"(5.5, 9.6, 9.4)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 78.66666666666667)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.352)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:50.551669,"(5.5, 9.6, 9.4)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 78.66666666666667)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.352)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:51.854155,"(5.5, 9.6, 8.52)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 78.66666666666667)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.352)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:53.112591,"(5.5, 9.6, 8.52)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 78.66666666666667)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.352)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:54.376640,"(5.5, 9.6, 8.52)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 74.66666666666666)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.352)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:55.700387,"(5.5, 9.6, 8.52)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 91.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.9714285714285715)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:56.998903,"(5.5, 9.6, 8.2)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 91.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.9714285714285715)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:58.311727,"(5.5, 9.6, 8.2)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 91.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.9714285714285715)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:46:59.600457,"(5.5, 9.6, 8.2)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 91.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.9714285714285715)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:47:00.878663,"(5.5, 9.6, 8.2)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 91.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.9714285714285715)","(3.3, 4.8, 4.199999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
