,Choir Boy,Dixon Bay,Sarodec,Liability,Elected,Hokahey,Ready For Better,Wickedn Lovinit
08-01-2023 13:48:24.633706,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 113.71428571428571)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.352)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:25.956655,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 113.71428571428571)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.352)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:27.269882,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.352)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:28.589769,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 117.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.9714285714285715)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:29.936600,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.9714285714285715)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:31.265779,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.424)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:32.870304,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.50344827586207)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:34.296901,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.50344827586207)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:35.629080,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.50344827586207)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:36.937123,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.50344827586207)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:38.195561,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.50344827586207)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:39.386004,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.50344827586207)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:40.585789,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.50344827586207)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:41.849838,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.2)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:43.224610,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:44.849522,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:46.243773,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:47.539662,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:48.775329,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:50.023996,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:51.201707,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 80.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:52.346689,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 95.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:53.540775,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 95.0)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 4.9, 4.26)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:54.770388,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 4.9, 4.5)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:56.086680,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 4.9, 4.5)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:57.341805,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 4.9, 4.466666666666667)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:58.541483,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 5.2, 4.2375)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:48:59.663932,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 5.2, 4.183333333333333)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:00.779251,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 5.1, 4.183333333333333)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:01.960492,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 5.1, 4.183333333333333)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:03.171433,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 5.1, 4.183333333333333)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:04.399493,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 5.1, 4.183333333333333)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:05.626498,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 5.1, 4.183333333333333)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:06.708037,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 5.1, 4.183333333333333)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:07.786824,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 5.1, 4.183333333333333)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:09.029400,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 5.1, 4.183333333333333)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:10.283499,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 5.1, 4.183333333333333)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:11.572521,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 5.1, 4.183333333333333)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:12.836447,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 5.1, 4.183333333333333)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:14.243701,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.336842105263157)","(3.3, 5.1, 4.324999999999999)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:15.436304,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.1)","(3.3, 5.0, 4.228571428571429)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:16.604305,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.842857142857143)","(3.3, 5.0, 4.8961538461538465)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:17.757083,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.842857142857143)","(3.3, 5.0, 4.82)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:18.851250,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.842857142857143)","(3.3, 5.0, 4.845714285714285)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:19.918101,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.842857142857143)","(3.3, 5.0, 4.845714285714285)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:21.031871,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.842857142857143)","(3.3, 5.0, 4.845714285714285)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:22.196446,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.842857142857143)","(3.3, 5.0, 4.845714285714285)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:23.301001,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.842857142857143)","(3.3, 5.0, 4.845714285714285)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:24.371180,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.842857142857143)","(3.3, 5.0, 4.845714285714285)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:25.477144,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.842857142857143)","(3.3, 5.0, 4.845714285714285)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:26.633606,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.842857142857143)","(3.3, 5.0, 4.82)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:27.898386,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 7.842857142857143)","(3.3, 5.0, 4.82)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:29.031939,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.147368421052631)","(3.3, 5.0, 3.971428571428571)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:30.298052,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.147368421052631)","(3.3, 5.0, 3.8846153846153846)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:31.427993,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.9, 3.8846153846153846)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:32.598734,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.9, 4.195454545454545)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:34.156010,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.8, 4.121428571428572)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:35.557844,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.8, 4.121428571428572)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:36.758308,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 114.28571428571429)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.8, 4.121428571428572)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:37.891085,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.7, 4.19)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:38.922531,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.76)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.7, 4.19)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:39.977367,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.872727272727273)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.7, 4.562162162162163)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:40.998556,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.872727272727273)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.7, 4.562162162162163)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:42.091983,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.872727272727273)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.7, 4.5756097560975615)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:43.225077,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.872727272727273)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.7, 4.5756097560975615)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:44.277315,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.872727272727273)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.7, 4.5756097560975615)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:45.366819,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.872727272727273)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.7, 4.5756097560975615)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:46.516514,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.872727272727273)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.7, 4.5756097560975615)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:47.689945,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.872727272727273)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.7, 4.5756097560975615)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:48.770292,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.872727272727273)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.7, 4.5756097560975615)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:49.832175,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.872727272727273)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.7, 4.5756097560975615)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.742857142857142)"
08-01-2023 13:49:50.892338,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.6)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.7, 4.335714285714285)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.8875)"
08-01-2023 13:49:51.993546,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.6)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.7, 4.19)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.8875)"
08-01-2023 13:49:53.103391,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.6)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.7, 4.19)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.8875)"
08-01-2023 13:49:54.282439,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.6)","(6.5, 9.0, 8.147368421052631)","(3.3, 4.7, 4.19)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.8875)"
08-01-2023 13:49:55.405708,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.6)","(6.5, 9.0, 8.1)","(3.3, 4.7, 4.19)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.8875)"
08-01-2023 13:49:56.417571,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.6)","(6.5, 9.0, 8.1)","(3.3, 4.7, 4.19)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.8875)"
08-01-2023 13:49:57.392750,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.6)","(6.5, 9.0, 8.1)","(3.3, 4.7, 4.19)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.8875)"
08-01-2023 13:49:58.487680,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.6)","(6.5, 9.0, 8.1)","(3.3, 4.7, 4.19)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.8875)"
08-01-2023 13:49:59.579055,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.6)","(6.5, 9.0, 8.1)","(3.3, 4.7, 4.19)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.8875)"
08-01-2023 13:50:00.680550,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.6)","(6.5, 9.0, 8.1)","(3.3, 4.7, 4.19)","(4.6, 5.1, 5.06)","(8.5, 10.0, 9.8875)"
08-01-2023 13:50:01.764871,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 83.33333333333333)","(5.0, 7.0, 6.573333333333333)","(6.5, 9.0, 8.345454545454546)","(3.3, 4.7, 4.236363636363636)","(4.6, 5.1, 5.074999999999999)","(8.5, 10.0, 9.938461538461539)"
08-01-2023 13:50:02.779966,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.5375)","(41.0, 140.0, 86.66666666666667)","(5.0, 7.0, 6.623529411764706)","(6.5, 9.0, 8.345454545454546)","(3.3, 4.7, 3.9714285714285715)","(4.6, 5.1, 5.15)","(8.5, 10.0, 10.245454545454546)"
08-01-2023 13:50:03.778467,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.683673469387756)","(41.0, 140.0, 86.66666666666667)","(5.0, 7.0, 6.623529411764706)","(6.5, 9.0, 8.466666666666667)","(3.3, 4.7, 3.9714285714285715)","(4.6, 5.3, 5.15)","(8.5, 10.5, 10.245454545454546)"
