,Delightful Mia,Jilliby Willow,Ajay Breezy Rose,Story To Tell,Gossip Girl Nz,Lady Lani,Ruby Wingate,Celestialfragrance,Sassyola,Orbie
07-01-2023 17:21:35.151424,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.2023529411764704)","(41.0, 95.0, 72.5)","(5.5, 8.4, 8.242857142857144)","(7.0, 99999, 99990)","(41.0, 120.0, 96.66666666666666)","(14.0, 28.0, 24.75)","(4.8, 6.8, 6.3)","(6.0, 7.4, 7.0)","(14.0, 22.0, 17.0)"
07-01-2023 17:21:36.553589,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.2023529411764704)","(41.0, 95.0, 72.5)","(5.5, 8.4, 8.242857142857144)","(7.0, 99999, 99990)","(41.0, 120.0, 96.66666666666666)","(14.0, 28.0, 24.75)","(4.8, 6.8, 6.3)","(6.0, 7.4, 7.0)","(14.0, 22.0, 17.0)"
07-01-2023 17:21:37.906936,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.2023529411764704)","(41.0, 95.0, 72.5)","(5.5, 8.4, 8.242857142857144)","(7.0, 99999, 99990)","(41.0, 120.0, 96.66666666666666)","(14.0, 28.0, 24.75)","(4.8, 6.8, 6.3)","(6.0, 7.4, 7.0)","(14.0, 22.0, 17.0)"
07-01-2023 17:21:39.183261,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.2023529411764704)","(41.0, 95.0, 72.5)","(5.5, 8.4, 8.242857142857144)","(7.0, 99999, 99990)","(41.0, 120.0, 96.66666666666666)","(14.0, 28.0, 24.75)","(4.8, 6.8, 6.3)","(6.0, 7.4, 7.0)","(14.0, 22.0, 17.0)"
07-01-2023 17:21:40.463183,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.2023529411764704)","(41.0, 95.0, 72.5)","(5.5, 8.4, 8.242857142857144)","(7.0, 99999, 99990)","(41.0, 120.0, 96.66666666666666)","(14.0, 28.0, 24.75)","(4.8, 6.8, 6.3)","(6.0, 7.4, 7.0)","(14.0, 22.0, 17.0)"
07-01-2023 17:21:41.763876,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.2023529411764704)","(41.0, 95.0, 72.5)","(5.5, 8.4, 8.066666666666666)","(7.0, 99999, 99990)","(41.0, 120.0, 96.66666666666666)","(14.0, 28.0, 21.75)","(4.8, 6.8, 6.390909090909091)","(6.0, 7.4, 7.1)","(14.0, 22.0, 17.0)"
07-01-2023 17:21:43.104417,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.19)","(41.0, 95.0, 72.5)","(5.5, 8.4, 8.066666666666666)","(7.0, 99999, 99990)","(41.0, 120.0, 96.66666666666666)","(14.0, 28.0, 25.916666666666668)","(4.8, 6.8, 6.390909090909091)","(6.0, 7.4, 7.1)","(14.0, 22.0, 17.0)"
07-01-2023 17:21:44.583294,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.16)","(41.0, 95.0, 72.5)","(5.5, 8.4, 8.177777777777777)","(7.0, 99999, 99990)","(41.0, 120.0, 108.33333333333333)","(14.0, 28.0, 25.0)","(4.8, 6.8, 6.373684210526316)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 19.142857142857142)"
07-01-2023 17:21:45.820564,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.16)","(41.0, 95.0, 72.5)","(5.5, 8.4, 8.177777777777777)","(7.0, 99999, 99990)","(41.0, 120.0, 111.875)","(14.0, 28.0, 26.5)","(4.8, 6.8, 6.5)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 20.1)"
07-01-2023 17:21:47.139781,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.16)","(41.0, 95.0, 72.5)","(5.5, 8.4, 8.177777777777777)","(7.0, 99999, 99990)","(41.0, 120.0, 111.875)","(14.0, 28.0, 26.5)","(4.8, 6.8, 6.5)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 20.1)"
07-01-2023 17:21:48.475112,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.2)","(41.0, 95.0, 72.5)","(5.5, 8.4, 8.177777777777777)","(7.0, 99999, 99990)","(41.0, 120.0, 111.875)","(14.0, 28.0, 25.7)","(4.8, 6.8, 6.5)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 20.1)"
07-01-2023 17:21:49.873270,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.2)","(41.0, 95.0, 72.5)","(5.5, 8.4, 8.177777777777777)","(7.0, 99999, 99990)","(41.0, 120.0, 111.875)","(14.0, 28.0, 25.9)","(4.8, 6.8, 6.373684210526316)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 19.75)"
07-01-2023 17:21:51.164357,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.2)","(41.0, 95.0, 72.5)","(5.5, 8.4, 7.630769230769231)","(7.0, 99999, 99990)","(41.0, 120.0, 111.875)","(14.0, 28.0, 26.57142857142857)","(4.8, 6.8, 6.5)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 20.11111111111111)"
07-01-2023 17:21:52.492336,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.2)","(41.0, 95.0, 72.5)","(5.5, 8.4, 7.630769230769231)","(7.0, 99999, 99990)","(41.0, 120.0, 111.875)","(14.0, 28.0, 26.57142857142857)","(4.8, 6.8, 6.5)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 20.11111111111111)"
07-01-2023 17:21:53.916820,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.2)","(41.0, 95.0, 72.5)","(5.5, 8.4, 7.3999999999999995)","(7.0, 99999, 99990)","(41.0, 120.0, 111.875)","(14.0, 28.0, 26.57142857142857)","(4.8, 6.8, 6.26)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 20.11111111111111)"
07-01-2023 17:21:55.250709,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.1374999999999997)","(41.0, 95.0, 72.5)","(5.5, 8.2, 7.3999999999999995)","(7.0, 99999, 99990)","(41.0, 120.0, 111.875)","(14.0, 28.0, 26.57142857142857)","(4.8, 6.8, 6.26)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 20.11111111111111)"
07-01-2023 17:21:56.594085,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.1374999999999997)","(41.0, 95.0, 72.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 111.875)","(14.0, 28.0, 26.714285714285715)","(4.8, 6.6, 6.18)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 16.666666666666668)"
07-01-2023 17:21:57.908146,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.1374999999999997)","(41.0, 95.0, 72.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 111.875)","(14.0, 28.0, 26.714285714285715)","(4.8, 6.6, 6.18)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 16.666666666666668)"
07-01-2023 17:21:59.221384,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.1374999999999997)","(41.0, 95.0, 72.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 111.875)","(14.0, 28.0, 26.714285714285715)","(4.8, 6.6, 6.075)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 16.666666666666668)"
07-01-2023 17:22:00.625268,"(41.0, 42.0, 39.0)","(2.7, 3.4, 3.1374999999999997)","(41.0, 95.0, 72.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 111.875)","(14.0, 28.0, 26.9375)","(4.8, 6.6, 6.075)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 16.666666666666668)"
07-01-2023 17:22:02.229055,"(41.0, 42.0, 53.333333333333336)","(2.7, 3.4, 3.183333333333333)","(41.0, 95.0, 87.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 25.45)","(4.8, 6.6, 6.075)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:03.759061,"(41.0, 110.0, 50.833333333333336)","(2.7, 3.35, 3.2)","(41.0, 95.0, 87.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 25.45)","(4.8, 6.6, 6.075)","(6.0, 7.4, 7.1)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:05.560322,"(41.0, 95.0, 66.0)","(2.7, 3.35, 3.2)","(41.0, 95.0, 87.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 26.9375)","(4.8, 6.6, 6.390909090909091)","(6.0, 7.4, 7.1)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:07.538135,"(41.0, 90.0, 52.75)","(2.7, 3.35, 3.159090909090909)","(41.0, 95.0, 87.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 26.9375)","(4.8, 6.6, 6.317647058823529)","(6.0, 7.4, 7.1)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:09.203935,"(41.0, 85.0, 48.333333333333336)","(2.7, 3.35, 3.1799999999999997)","(41.0, 95.0, 77.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 26.9375)","(4.8, 6.6, 6.317647058823529)","(6.0, 7.4, 7.1)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:10.615900,"(41.0, 80.0, 48.333333333333336)","(2.7, 3.3, 3.2249999999999996)","(41.0, 95.0, 77.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 26.9375)","(4.8, 6.6, 6.317647058823529)","(6.0, 7.4, 7.1)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:12.026881,"(41.0, 80.0, 48.333333333333336)","(2.7, 3.3, 3.15)","(41.0, 95.0, 77.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 26.9375)","(4.8, 6.6, 6.411764705882353)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:13.383743,"(41.0, 80.0, 48.333333333333336)","(2.7, 3.3, 3.15)","(41.0, 95.0, 77.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 26.9375)","(4.8, 6.6, 6.411764705882353)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:14.722837,"(41.0, 80.0, 48.333333333333336)","(2.7, 3.3, 3.1285714285714286)","(41.0, 95.0, 77.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 26.9375)","(4.8, 6.6, 6.411764705882353)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:16.094873,"(41.0, 80.0, 48.333333333333336)","(2.7, 3.3, 3.1285714285714286)","(41.0, 95.0, 77.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 26.9375)","(4.8, 6.6, 6.371428571428571)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:17.489315,"(41.0, 80.0, 48.333333333333336)","(2.7, 3.3, 3.1285714285714286)","(41.0, 95.0, 77.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 26.9375)","(4.8, 6.6, 6.371428571428571)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:18.816678,"(41.0, 75.0, 53.0)","(2.7, 3.3, 3.1285714285714286)","(41.0, 95.0, 77.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 26.9375)","(4.8, 6.6, 6.371428571428571)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:20.146419,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.1285714285714286)","(41.0, 95.0, 77.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 26.9375)","(4.8, 6.6, 6.371428571428571)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:21.544955,"(41.0, 70.0, 46.0)","(2.7, 3.3, 3.1285714285714286)","(41.0, 95.0, 77.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 26.9375)","(4.8, 6.6, 6.347368421052631)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:22.917324,"(41.0, 70.0, 46.0)","(2.7, 3.3, 3.1285714285714286)","(41.0, 95.0, 77.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 26.9375)","(4.8, 6.6, 6.347368421052631)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:24.241522,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.1285714285714286)","(41.0, 95.0, 77.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 26.9375)","(4.8, 6.6, 6.347368421052631)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:25.400654,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.1285714285714286)","(41.0, 95.0, 77.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 26.9375)","(4.8, 6.6, 6.347368421052631)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:26.621038,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.1285714285714286)","(41.0, 95.0, 77.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 25.45)","(4.8, 6.6, 6.347368421052631)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:27.830443,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.1285714285714286)","(41.0, 95.0, 77.5)","(5.5, 8.2, 7.742857142857142)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 25.45)","(4.8, 6.6, 6.347368421052631)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:29.211820,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.1285714285714286)","(41.0, 95.0, 77.5)","(5.5, 8.2, 7.5)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 22.0)","(4.8, 6.6, 6.347368421052631)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:30.526213,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.1285714285714286)","(41.0, 95.0, 77.5)","(5.5, 8.4, 7.933333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 22.0)","(4.8, 6.6, 6.347368421052631)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:31.801594,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.05625)","(41.0, 95.0, 77.5)","(5.5, 8.2, 8.1)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 22.0)","(4.8, 6.6, 6.347368421052631)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:33.150379,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.05625)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.1)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 22.0)","(4.8, 6.6, 6.347368421052631)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:34.419667,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.05625)","(41.0, 95.0, 77.5)","(5.5, 8.4, 7.5)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 21.6)","(4.8, 6.6, 6.347368421052631)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:35.715880,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.05625)","(41.0, 95.0, 77.5)","(5.5, 8.4, 7.5)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 21.6)","(4.8, 6.6, 6.347368421052631)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:36.948108,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.05625)","(41.0, 95.0, 77.5)","(5.5, 8.4, 7.5)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 21.6)","(4.8, 6.6, 6.347368421052631)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:38.142496,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.05625)","(41.0, 95.0, 77.5)","(5.5, 8.4, 7.5)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 21.6)","(4.8, 6.6, 6.347368421052631)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:39.324001,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.05625)","(41.0, 95.0, 77.5)","(5.5, 8.4, 7.5)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 28.0, 21.6)","(4.8, 6.6, 6.347368421052631)","(6.0, 7.4, 7.181818181818182)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:40.758215,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.25, 3.1166666666666667)","(41.0, 95.0, 77.5)","(5.5, 8.2, 7.92)","(7.0, 99999, 99990)","(41.0, 120.0, 112.77777777777777)","(14.0, 27.0, 22.333333333333332)","(4.8, 6.6, 6.428571428571429)","(6.0, 7.4, 7.04)","(14.0, 22.0, 15.6)"
07-01-2023 17:22:41.935493,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.25, 3.1166666666666667)","(41.0, 95.0, 77.5)","(5.5, 8.2, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 87.5)","(14.0, 27.0, 22.0)","(4.8, 6.6, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.428571428571427)"
07-01-2023 17:22:43.156269,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.25, 3.1166666666666667)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 87.5)","(14.0, 27.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.714285714285715)"
07-01-2023 17:22:44.349257,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.25, 3.1166666666666667)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 87.5)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.714285714285715)"
07-01-2023 17:22:45.503081,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.25, 3.1166666666666667)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 87.5)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.714285714285715)"
07-01-2023 17:22:46.685113,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.25, 3.1166666666666667)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 87.5)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.714285714285715)"
07-01-2023 17:22:47.888403,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.25, 3.1166666666666667)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 87.5)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.714285714285715)"
07-01-2023 17:22:49.110824,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.25, 3.1166666666666667)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 87.5)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.714285714285715)"
07-01-2023 17:22:50.277670,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.25, 3.15)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 87.5)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.714285714285715)"
07-01-2023 17:22:51.441106,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.25, 3.1833333333333336)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 87.5)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.714285714285715)"
07-01-2023 17:22:52.643090,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.25, 3.1833333333333336)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 87.5)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.714285714285715)"
07-01-2023 17:22:54.007835,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.25, 3.1833333333333336)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 87.5)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.714285714285715)"
07-01-2023 17:22:55.490376,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.25, 3.216666666666667)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 87.5)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.714285714285715)"
07-01-2023 17:22:56.799754,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.25, 3.216666666666667)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 87.5)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.714285714285715)"
07-01-2023 17:22:58.090402,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.2, 3.166666666666667)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 87.5)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.714285714285715)"
07-01-2023 17:22:59.263613,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.2457142857142856)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 87.5)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.714285714285715)"
07-01-2023 17:23:00.479809,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.25, 3.202857142857143)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 87.5)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.714285714285715)"
07-01-2023 17:23:01.704829,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.2, 3.190666666666667)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 106.0)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.333333333333332)"
07-01-2023 17:23:02.843546,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.275483870967742)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 106.0)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.333333333333332)"
07-01-2023 17:23:03.999994,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.275483870967742)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 106.0)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.514285714285714)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.333333333333332)"
07-01-2023 17:23:05.174465,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.3, 3.275483870967742)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 106.0)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.618181818181818)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.333333333333332)"
07-01-2023 17:23:06.429976,"(41.0, 70.0, 46.666666666666664)","(2.7, 3.25, 3.2287096774193547)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 106.0)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.618181818181818)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.333333333333332)"
07-01-2023 17:23:07.576752,"(41.0, 70.0, 47.14285714285714)","(2.7, 3.25, 3.0949999999999998)","(41.0, 95.0, 77.5)","(5.5, 8.4, 8.133333333333333)","(7.0, 99999, 99990)","(41.0, 120.0, 106.0)","(14.0, 26.0, 23.0)","(4.8, 6.8, 6.618181818181818)","(6.0, 7.4, 7.04)","(14.0, 22.0, 17.333333333333332)"
