,Delightful Mia,Jilliby Willow,Ajay Breezy Rose,Story To Tell,Gossip Girl Nz,Lady Lani,Ruby Wingate,Celestialfragrance,Sassyola,Orbie
07-01-2023 17:15:38.460045,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.7)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 14.0)"
07-01-2023 17:15:39.721183,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.7)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 14.0)"
07-01-2023 17:15:40.967854,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.7)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 14.0)"
07-01-2023 17:15:42.209998,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.7)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 14.0)"
07-01-2023 17:15:43.460016,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.7)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 14.0)"
07-01-2023 17:15:44.679665,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.7)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 14.0)"
07-01-2023 17:15:45.910983,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.7)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 14.0)"
07-01-2023 17:15:47.199445,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.7)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 14.0)"
07-01-2023 17:15:48.494701,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.7)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 14.0)"
07-01-2023 17:15:49.809990,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.7)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 14.0)"
07-01-2023 17:15:51.119588,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.7)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 14.0)"
07-01-2023 17:15:52.467718,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.7)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 14.0)"
07-01-2023 17:15:53.777916,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.7)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 14.0)"
07-01-2023 17:15:55.092772,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.7)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 14.0)"
07-01-2023 17:15:56.350859,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.7)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 14.0)"
07-01-2023 17:15:57.624115,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.7)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:15:58.959916,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 7.300000000000001)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:00.287008,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 7.300000000000001)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.0)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:01.477391,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 7.300000000000001)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:02.717162,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 7.300000000000001)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:03.960598,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 7.300000000000001)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:05.238241,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 7.300000000000001)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:06.619046,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 7.300000000000001)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:08.013421,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 7.300000000000001)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:09.276689,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 7.300000000000001)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:10.562133,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 7.300000000000001)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:11.849803,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 7.300000000000001)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 21.25)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:13.120600,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 7.300000000000001)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 21.25)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:14.322035,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 7.866666666666667)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 21.25)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:15.534178,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1393939393939396)","(31.0, 95.0, 64.5)","(5.5, 8.4, 7.866666666666667)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 21.25)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 8.733333333333334)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:16.699396,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1393939393939396)","(31.0, 95.0, 64.5)","(5.5, 8.4, 7.866666666666667)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 19.7)","(4.8, 6.8, 5.1499999999999995)","(6.0, 10.0, 8.48)","(14.0, 24.0, 15.666666666666666)"
07-01-2023 17:16:17.936770,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1393939393939396)","(31.0, 95.0, 64.5)","(5.5, 8.4, 7.866666666666667)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 19.7)","(4.8, 6.8, 5.1499999999999995)","(6.0, 10.0, 8.48)","(14.0, 24.0, 15.666666666666666)"
07-01-2023 17:16:19.211760,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 21.25)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:20.504019,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 21.25)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:21.849998,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 21.25)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:23.168194,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 21.25)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:24.611812,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 21.25)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:25.893760,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 21.25)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:27.169791,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 21.25)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:28.439807,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 21.25)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:29.736015,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 21.25)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:31.063520,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 21.25)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:32.328665,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:33.622876,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:34.848124,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:36.131826,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:37.444487,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 108.57142857142857)","(14.0, 29.0, 22.8)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:38.723630,"(41.0, 110.0, 62.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:40.106750,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:41.456102,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:42.765890,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:44.222633,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:45.609313,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:46.957684,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.85)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 23.833333333333336)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:48.267318,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.266666666666667)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:49.541745,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.2, 6.128571428571428)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 23.833333333333336)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:50.785495,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.2, 6.54)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:52.093730,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.54)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:53.366711,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.54)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:54.647451,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.54)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:56.041200,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.54)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:57.482133,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.54)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:16:58.852062,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.54)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:17:00.278433,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.54)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:17:01.683502,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.54)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:17:03.067257,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.54)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:17:04.355002,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.54)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:17:05.575069,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.54)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:17:06.806220,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.54)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
07-01-2023 17:17:08.051333,"(41.0, 110.0, 50.0)","(2.8, 4.4, 3.1764705882352944)","(31.0, 95.0, 64.5)","(5.5, 8.4, 6.54)","(6.5, 99999, 99990)","(41.0, 120.0, 104.4)","(14.0, 29.0, 25.125)","(4.8, 6.8, 5.4799999999999995)","(6.0, 10.0, 7.6000000000000005)","(14.0, 24.0, 13.714285714285714)"
