,Comical Cyndie,Go Hard Son,Thumbs Up,Mahuika,Once Again,Clever Eva,Trinity Ann,Shes A Cracker
11-01-2023 14:25:27.228244,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 143.0)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 740.0, 630.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:28.636948,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 143.0)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 740.0, 630.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:30.100217,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 143.0)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 740.0, 630.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:31.538403,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 143.0)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 740.0, 630.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:32.926240,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 143.0)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 740.0, 630.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:34.222241,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 143.0)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 740.0, 630.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:35.640660,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 143.0)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 740.0, 630.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:37.034552,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 143.0)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 740.0, 630.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:38.570974,"(1.35, 1.69, 1.4516666666666667)","(31.0, 210.0, 143.0)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 740.0, 630.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:39.974248,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 143.0)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 740.0, 630.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:41.365441,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 109.66666666666667)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 740.0, 555.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:42.687148,"(1.35, 1.69, 1.4516666666666667)","(31.0, 150.0, 109.66666666666667)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 650.0, 555.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:44.005470,"(1.35, 1.69, 1.4516666666666667)","(31.0, 150.0, 109.66666666666667)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 650.0, 555.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:45.402365,"(1.35, 1.69, 1.4516666666666667)","(31.0, 150.0, 109.66666666666667)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 650.0, 555.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:46.809892,"(1.35, 1.69, 1.4516666666666667)","(31.0, 150.0, 109.66666666666667)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 650.0, 555.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:48.191572,"(1.35, 1.69, 1.4516666666666667)","(31.0, 150.0, 119.75)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 650.0, 555.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:49.484551,"(1.35, 1.69, 1.4516666666666667)","(31.0, 150.0, 119.75)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 650.0, 555.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:51.134843,"(1.35, 1.69, 1.4516666666666667)","(31.0, 150.0, 119.75)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 650.0, 555.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:52.533097,"(1.35, 1.69, 1.4516666666666667)","(31.0, 150.0, 90.0)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 650.0, 555.8333333333334)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:53.864794,"(1.35, 1.69, 1.4516666666666667)","(31.0, 150.0, 90.0)","(8.5, 17.0, 11.666666666666666)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 41.66666666666667)","(13.0, 32.0, 19.0)","(101.0, 650.0, 372.5)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:55.246093,"(1.35, 1.69, 1.4516666666666667)","(31.0, 150.0, 90.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 5.8625)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 650.0, 372.5)","(14.0, 55.0, 40.357142857142854)"
11-01-2023 14:25:56.492341,"(1.35, 1.69, 1.4516666666666667)","(31.0, 150.0, 90.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.0777777777777775)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 650.0, 422.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:25:57.899142,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.0777777777777775)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 750.0, 417.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:25:59.302297,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.0777777777777775)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 417.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:00.905499,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 417.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:02.294837,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 417.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:03.747414,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 417.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:05.228901,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 417.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:06.697107,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 417.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:08.108981,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 372.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:09.474292,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 650.0, 372.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:11.021971,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 650.0, 372.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:12.413043,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 650.0, 372.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:13.796863,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 650.0, 372.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:15.091792,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 650.0, 372.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:16.542527,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 650.0, 372.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:17.822136,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 650.0, 372.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:19.137113,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 650.0, 372.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:20.581686,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 650.0, 372.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:21.941964,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 650.0, 372.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:23.627525,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 650.0, 372.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:25.114744,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 650.0, 422.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:26.664180,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 750.0, 422.5)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:28.366144,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 750.0, 425.0)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:29.859817,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 425.0)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:31.219349,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 60.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 430.0)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:32.784162,"(1.35, 1.69, 1.4516666666666667)","(31.0, 210.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 750.0, 425.0)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:34.095818,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 425.0)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:35.466996,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 425.0)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:36.826678,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 425.0)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:38.218155,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 425.0)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:39.611117,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 425.0)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:40.963994,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 425.0)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:42.378448,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 425.0)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:43.753822,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 425.0)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:45.172640,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 425.0)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:46.512490,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 425.0)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:47.943543,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 425.0)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:49.466098,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.188888888888889)","(18.0, 70.0, 27.916666666666664)","(13.0, 32.0, 22.25)","(101.0, 740.0, 425.0)","(14.0, 55.0, 26.07142857142857)"
11-01-2023 14:26:50.850080,"(1.35, 1.69, 1.4516666666666667)","(31.0, 200.0, 115.0)","(8.5, 17.0, 13.0)","(4.6, 7.8, 6.684615384615385)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 25.5)","(101.0, 740.0, 430.0)","(14.0, 55.0, 32.5)"
11-01-2023 14:26:52.482356,"(1.35, 1.69, 1.426)","(31.0, 200.0, 143.33333333333331)","(8.5, 17.0, 14.333333333333334)","(4.6, 7.8, 6.966666666666667)","(18.0, 70.0, 41.94444444444444)","(13.0, 32.0, 26.428571428571427)","(101.0, 750.0, 425.0)","(14.0, 55.0, 32.5)"
11-01-2023 14:26:53.849624,"(1.35, 1.39, 1.3710526315789473)","(31.0, 200.0, 143.33333333333331)","(8.5, 17.0, 14.333333333333334)","(4.6, 7.8, 6.966666666666667)","(18.0, 70.0, 41.94444444444444)","(13.0, 32.0, 26.428571428571427)","(101.0, 740.0, 425.0)","(14.0, 55.0, 26.785714285714285)"
11-01-2023 14:26:55.244353,"(1.35, 1.39, 1.3710526315789473)","(31.0, 200.0, 81.42857142857143)","(8.5, 17.0, 14.727272727272727)","(4.6, 7.8, 6.172727272727273)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 25.5)","(101.0, 740.0, 430.0)","(14.0, 55.0, 33.05555555555556)"
11-01-2023 14:26:56.849170,"(1.35, 1.66, 1.6554285714285712)","(31.0, 210.0, 90.0)","(8.5, 19.5, 11.083333333333334)","(4.6, 8.4, 6.172727272727273)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 27.77777777777778)","(101.0, 750.0, 380.0)","(14.0, 55.0, 33.05555555555556)"
11-01-2023 14:26:58.244523,"(1.35, 1.66, 1.6556521739130434)","(31.0, 150.0, 100.0)","(8.5, 19.5, 14.45)","(4.6, 8.4, 6.172727272727273)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 19.666666666666668)","(101.0, 650.0, 380.0)","(14.0, 55.0, 38.75)"
11-01-2023 14:26:59.784611,"(1.35, 1.66, 1.631)","(31.0, 170.0, 100.0)","(8.5, 19.5, 14.45)","(4.6, 8.4, 6.172727272727273)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 19.666666666666668)","(101.0, 650.0, 380.0)","(14.0, 55.0, 22.916666666666668)"
11-01-2023 14:27:01.176682,"(1.35, 1.66, 1.631)","(31.0, 170.0, 100.0)","(8.5, 19.5, 15.692307692307693)","(4.6, 8.4, 6.172727272727273)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 19.666666666666668)","(101.0, 650.0, 380.0)","(14.0, 55.0, 22.916666666666668)"
11-01-2023 14:27:02.561530,"(1.35, 1.66, 1.4166666666666667)","(31.0, 170.0, 101.0)","(8.5, 19.5, 11.416666666666668)","(4.6, 8.4, 6.172727272727273)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 19.666666666666668)","(101.0, 650.0, 380.0)","(14.0, 55.0, 22.916666666666668)"
11-01-2023 14:27:03.915575,"(1.35, 1.65, 1.468214285714286)","(31.0, 170.0, 101.0)","(8.5, 19.5, 11.416666666666668)","(4.6, 8.4, 6.172727272727273)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 19.666666666666668)","(101.0, 650.0, 380.0)","(14.0, 55.0, 22.916666666666668)"
11-01-2023 14:27:05.294886,"(1.35, 1.62, 1.468214285714286)","(31.0, 170.0, 101.0)","(8.5, 19.5, 14.15)","(4.6, 8.4, 7.833333333333332)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 19.666666666666668)","(101.0, 650.0, 380.0)","(14.0, 55.0, 22.916666666666668)"
11-01-2023 14:27:06.756061,"(1.35, 1.62, 1.468214285714286)","(31.0, 170.0, 101.0)","(8.5, 18.5, 14.15)","(4.6, 8.2, 7.833333333333332)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 19.666666666666668)","(101.0, 650.0, 380.0)","(14.0, 55.0, 22.916666666666668)"
11-01-2023 14:27:08.211611,"(1.35, 1.62, 1.4641666666666666)","(31.0, 170.0, 101.0)","(8.5, 18.5, 10.887500000000001)","(4.6, 8.2, 7.3999999999999995)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 15.8125)","(101.0, 650.0, 380.0)","(14.0, 55.0, 22.916666666666668)"
11-01-2023 14:27:10.005914,"(1.35, 1.43, 1.4012931034482758)","(31.0, 170.0, 101.0)","(8.5, 18.5, 10.887500000000001)","(4.6, 8.2, 7.05)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 15.8125)","(101.0, 650.0, 380.0)","(14.0, 55.0, 22.916666666666668)"
11-01-2023 14:27:11.624694,"(1.35, 1.43, 1.4012931034482758)","(31.0, 170.0, 101.0)","(8.5, 18.5, 10.887500000000001)","(4.6, 8.2, 7.05)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 15.8125)","(101.0, 650.0, 430.0)","(14.0, 55.0, 22.916666666666668)"
11-01-2023 14:27:13.132955,"(1.35, 1.43, 1.4012931034482758)","(31.0, 170.0, 101.0)","(8.5, 18.5, 10.887500000000001)","(4.6, 8.2, 7.05)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 15.8125)","(101.0, 750.0, 425.0)","(14.0, 55.0, 22.916666666666668)"
11-01-2023 14:27:14.550387,"(1.35, 1.43, 1.4644444444444444)","(31.0, 170.0, 116.0)","(8.5, 18.5, 10.887500000000001)","(4.6, 8.2, 7.05)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 15.8125)","(101.0, 740.0, 425.0)","(14.0, 55.0, 19.066666666666666)"
11-01-2023 14:27:15.990097,"(1.35, 1.48, 1.5047368421052632)","(31.0, 200.0, 116.0)","(8.5, 18.5, 10.887500000000001)","(4.6, 8.2, 7.05)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 15.8125)","(101.0, 740.0, 425.0)","(14.0, 55.0, 18.90625)"
11-01-2023 14:27:17.427935,"(1.35, 1.51, 1.5047368421052632)","(31.0, 200.0, 116.0)","(8.5, 18.5, 10.887500000000001)","(4.6, 8.2, 7.05)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 15.8125)","(101.0, 740.0, 425.0)","(14.0, 55.0, 18.90625)"
11-01-2023 14:27:18.752168,"(1.35, 1.52, 1.5176595744680852)","(31.0, 200.0, 117.0)","(8.5, 18.5, 12.533333333333333)","(4.6, 8.2, 6.475)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 15.8125)","(101.0, 740.0, 425.0)","(14.0, 55.0, 23.2)"
11-01-2023 14:27:20.240580,"(1.35, 1.52, 1.5178260869565217)","(31.0, 200.0, 102.0)","(8.5, 18.0, 12.533333333333333)","(4.6, 8.2, 6.475)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 15.8125)","(101.0, 740.0, 385.0)","(14.0, 50.0, 22.083333333333332)"
11-01-2023 14:27:21.685717,"(1.35, 1.52, 1.5083333333333333)","(31.0, 170.0, 102.0)","(8.5, 18.0, 12.533333333333333)","(4.6, 8.2, 6.475)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 15.8125)","(101.0, 650.0, 385.0)","(14.0, 50.0, 22.083333333333332)"
11-01-2023 14:27:23.066839,"(1.35, 1.52, 1.5083333333333333)","(31.0, 170.0, 102.0)","(8.5, 18.0, 12.533333333333333)","(4.6, 8.2, 6.475)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 15.8125)","(101.0, 650.0, 385.0)","(14.0, 50.0, 22.083333333333332)"
11-01-2023 14:27:24.555001,"(1.35, 1.52, 1.513)","(31.0, 170.0, 102.0)","(8.5, 18.0, 12.533333333333333)","(4.6, 8.2, 6.475)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 15.8125)","(101.0, 650.0, 385.0)","(14.0, 50.0, 22.083333333333332)"
11-01-2023 14:27:25.860018,"(1.35, 1.52, 1.513)","(31.0, 170.0, 102.0)","(8.5, 18.0, 12.533333333333333)","(4.6, 8.2, 6.475)","(18.0, 70.0, 38.4375)","(13.0, 32.0, 15.8125)","(101.0, 650.0, 385.0)","(14.0, 50.0, 22.083333333333332)"
