,Scarletts Gem,Raja Ampat,His Keen,Seabrook Baker,Tommy Tuna,Im Full On,Chilli Cherry
12-01-2023 14:13:01.706124,"(4.6, 10.5, 8.45)","(51.0, 370.0, 90.0)","(1.5, 2.02, 2.0088461538461537)","(91.0, 650.0, 208.33333333333331)","(7.5, 11.0, 9.04)","(51.0, 400.0, 80.0)","(4.4, 7.0, 5.65)"
12-01-2023 14:13:02.789067,"(4.6, 10.5, 7.211111111111111)","(51.0, 370.0, 90.0)","(1.5, 2.02, 2.005)","(91.0, 650.0, 208.33333333333331)","(7.5, 11.0, 9.0)","(51.0, 400.0, 80.0)","(4.4, 7.0, 5.65)"
12-01-2023 14:13:03.887405,"(4.6, 10.5, 7.211111111111111)","(51.0, 370.0, 107.5)","(1.5, 2.02, 1.9085714285714286)","(91.0, 650.0, 208.33333333333331)","(7.5, 11.0, 9.0)","(51.0, 400.0, 80.0)","(4.4, 7.0, 5.65)"
12-01-2023 14:13:04.941623,"(4.6, 10.5, 7.211111111111111)","(51.0, 360.0, 128.0)","(1.5, 2.02, 1.995)","(91.0, 650.0, 208.33333333333331)","(7.5, 11.0, 9.0)","(51.0, 400.0, 80.0)","(4.4, 7.0, 5.65)"
12-01-2023 14:13:05.948336,"(4.6, 10.5, 7.211111111111111)","(51.0, 350.0, 132.22222222222223)","(1.5, 2.02, 1.995)","(91.0, 650.0, 385.0)","(7.5, 11.0, 9.0)","(51.0, 400.0, 80.0)","(4.4, 7.0, 5.65)"
12-01-2023 14:13:07.162983,"(4.6, 10.5, 7.211111111111111)","(51.0, 350.0, 132.22222222222223)","(1.5, 2.02, 1.8475000000000001)","(91.0, 650.0, 385.0)","(7.5, 11.0, 9.6375)","(51.0, 400.0, 80.0)","(4.4, 7.0, 5.65)"
12-01-2023 14:13:08.215939,"(4.6, 10.5, 7.211111111111111)","(51.0, 330.0, 200.0)","(1.5, 2.02, 1.8940000000000001)","(91.0, 650.0, 385.0)","(7.5, 10.5, 8.876470588235293)","(51.0, 400.0, 225.0)","(4.4, 7.0, 5.65)"
12-01-2023 14:13:09.285293,"(4.6, 10.5, 7.17)","(51.0, 310.0, 150.0)","(1.5, 2.02, 1.9993103448275862)","(91.0, 650.0, 385.0)","(7.5, 10.5, 8.876470588235293)","(51.0, 400.0, 290.625)","(4.4, 7.0, 5.65)"
12-01-2023 14:13:10.340149,"(4.6, 10.5, 7.211111111111111)","(51.0, 300.0, 95.55555555555556)","(1.5, 2.02, 1.9993103448275862)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 8.876470588235293)","(51.0, 400.0, 290.625)","(4.4, 7.0, 5.733333333333333)"
12-01-2023 14:13:11.319426,"(4.6, 10.5, 7.211111111111111)","(51.0, 290.0, 90.0)","(1.5, 2.02, 1.9993103448275862)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 8.876470588235293)","(51.0, 400.0, 290.625)","(4.4, 6.8, 5.3076923076923075)"
12-01-2023 14:13:12.377188,"(4.6, 10.5, 7.17)","(51.0, 280.0, 96.25)","(1.5, 2.02, 1.9993103448275862)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.299999999999999)","(51.0, 400.0, 86.36363636363636)","(4.4, 6.6, 5.28)"
12-01-2023 14:13:13.374770,"(4.6, 10.0, 7.090909090909091)","(51.0, 280.0, 89.0909090909091)","(1.5, 2.02, 1.948)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.299999999999999)","(51.0, 400.0, 86.36363636363636)","(4.4, 6.4, 5.184615384615385)"
12-01-2023 14:13:14.514641,"(4.6, 9.8, 7.3)","(51.0, 280.0, 89.0909090909091)","(1.5, 2.0, 1.9666666666666668)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.12)","(51.0, 400.0, 86.36363636363636)","(4.4, 6.2, 5.117647058823529)"
12-01-2023 14:13:15.766605,"(4.6, 9.8, 7.072727272727272)","(51.0, 280.0, 89.0909090909091)","(1.5, 2.02, 1.8866666666666667)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.12)","(51.0, 400.0, 86.36363636363636)","(4.4, 6.0, 5.111111111111111)"
12-01-2023 14:13:16.922804,"(4.6, 9.8, 7.1)","(51.0, 270.0, 88.18181818181819)","(1.5, 2.02, 1.8866666666666667)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.12)","(51.0, 400.0, 86.36363636363636)","(4.4, 6.0, 5.111111111111111)"
12-01-2023 14:13:18.037841,"(4.6, 9.8, 7.1)","(51.0, 260.0, 87.27272727272728)","(1.5, 2.02, 1.8553846153846154)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.12)","(51.0, 400.0, 86.36363636363636)","(4.4, 6.0, 5.163636363636364)"
12-01-2023 14:13:19.218211,"(4.6, 9.8, 7.072727272727272)","(51.0, 250.0, 102.72727272727272)","(1.5, 2.0, 1.8553846153846154)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.12)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.9, 5.163636363636364)"
12-01-2023 14:13:20.543835,"(4.6, 9.8, 7.05)","(51.0, 250.0, 102.72727272727272)","(1.5, 2.0, 1.8542857142857143)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.12)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.9, 5.163636363636364)"
12-01-2023 14:13:21.823471,"(4.6, 9.6, 7.033333333333333)","(51.0, 250.0, 102.72727272727272)","(1.5, 2.0, 1.8542857142857143)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.12)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.9, 5.088888888888889)"
12-01-2023 14:13:22.851418,"(4.6, 9.6, 8.145454545454545)","(51.0, 250.0, 102.72727272727272)","(1.5, 2.0, 1.8553846153846154)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.12)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.8, 5.066666666666666)"
12-01-2023 14:13:23.837951,"(4.6, 9.6, 8.145454545454545)","(51.0, 230.0, 150.0)","(1.5, 2.0, 1.8553846153846154)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.076190476190476)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.8, 5.066666666666666)"
12-01-2023 14:13:24.915719,"(4.6, 9.6, 8.145454545454545)","(51.0, 230.0, 110.0)","(1.5, 2.0, 1.8582539682539683)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.076190476190476)","(51.0, 400.0, 293.93939393939394)","(4.4, 5.8, 5.066666666666666)"
12-01-2023 14:13:25.949708,"(4.6, 9.6, 8.145454545454545)","(51.0, 230.0, 110.0)","(1.5, 2.0, 1.8582539682539683)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.076190476190476)","(51.0, 400.0, 293.93939393939394)","(4.4, 5.8, 5.066666666666666)"
12-01-2023 14:13:26.891071,"(4.6, 9.6, 8.145454545454545)","(51.0, 230.0, 110.0)","(1.5, 2.0, 1.8582539682539683)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.076190476190476)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.8, 5.066666666666666)"
12-01-2023 14:13:27.904509,"(4.6, 9.6, 8.145454545454545)","(51.0, 230.0, 110.0)","(1.5, 2.0, 1.8582539682539683)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.076190476190476)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.8, 5.066666666666666)"
12-01-2023 14:13:29.137921,"(4.6, 9.6, 7.91578947368421)","(51.0, 210.0, 105.0)","(1.5, 2.0, 1.8308)","(91.0, 650.0, 385.0)","(7.5, 10.5, 9.076190476190476)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.8, 5.066666666666666)"
12-01-2023 14:13:30.212608,"(4.6, 9.6, 7.91578947368421)","(51.0, 210.0, 105.0)","(1.5, 2.0, 1.8308)","(91.0, 650.0, 385.0)","(7.5, 10.5, 9.076190476190476)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.8, 5.066666666666666)"
12-01-2023 14:13:31.266575,"(4.6, 9.6, 7.91578947368421)","(51.0, 210.0, 105.0)","(1.5, 2.0, 1.8308)","(91.0, 650.0, 385.0)","(7.5, 10.5, 9.076190476190476)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.8, 5.166666666666667)"
12-01-2023 14:13:32.502606,"(4.6, 9.6, 7.91578947368421)","(51.0, 200.0, 105.45454545454545)","(1.5, 2.0, 1.8405357142857144)","(91.0, 650.0, 385.0)","(7.5, 10.5, 9.076190476190476)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.7, 4.875)"
12-01-2023 14:13:33.539686,"(4.6, 9.6, 7.91578947368421)","(51.0, 200.0, 105.45454545454545)","(1.5, 2.0, 1.8405357142857144)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.076190476190476)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.7, 4.869230769230769)"
12-01-2023 14:13:34.563412,"(4.6, 9.6, 7.91578947368421)","(51.0, 190.0, 118.0)","(1.5, 2.0, 1.9112500000000001)","(91.0, 650.0, 226.0)","(7.5, 10.5, 9.076190476190476)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.7, 4.869230769230769)"
12-01-2023 14:13:35.577722,"(4.6, 9.6, 7.91578947368421)","(51.0, 180.0, 118.88888888888889)","(1.5, 1.99, 1.9112500000000001)","(91.0, 650.0, 226.0)","(7.5, 10.5, 9.076190476190476)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.7, 4.869230769230769)"
12-01-2023 14:13:36.627200,"(4.6, 9.6, 7.91578947368421)","(51.0, 170.0, 114.44444444444444)","(1.5, 1.99, 1.9112500000000001)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.076190476190476)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.7, 4.869230769230769)"
12-01-2023 14:13:37.733651,"(4.6, 9.6, 7.91578947368421)","(51.0, 170.0, 114.44444444444444)","(1.5, 1.99, 1.9112500000000001)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.076190476190476)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.7, 4.869230769230769)"
12-01-2023 14:13:38.725655,"(4.6, 9.6, 7.91578947368421)","(51.0, 170.0, 114.44444444444444)","(1.5, 1.99, 1.9112500000000001)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.076190476190476)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.7, 4.869230769230769)"
12-01-2023 14:13:39.743960,"(4.6, 9.6, 7.91578947368421)","(51.0, 170.0, 103.33333333333334)","(1.5, 1.99, 1.9112500000000001)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 9.036363636363635)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.7, 4.869230769230769)"
12-01-2023 14:13:40.790051,"(4.6, 9.6, 7.91578947368421)","(51.0, 170.0, 98.57142857142857)","(1.5, 1.99, 1.9112500000000001)","(91.0, 650.0, 208.33333333333331)","(7.5, 10.5, 8.857142857142856)","(51.0, 400.0, 310.2564102564103)","(4.4, 5.7, 4.869230769230769)"
12-01-2023 14:13:41.804036,"(4.6, 9.6, 7.91578947368421)","(51.0, 170.0, 96.66666666666667)","(1.5, 1.99, 1.9112500000000001)","(91.0, 650.0, 385.0)","(7.5, 10.5, 8.857142857142856)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.7, 4.869230769230769)"
12-01-2023 14:13:42.975637,"(4.6, 9.6, 7.91578947368421)","(51.0, 170.0, 96.66666666666667)","(1.5, 1.99, 1.8748)","(91.0, 650.0, 385.0)","(7.5, 10.5, 8.857142857142856)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.7, 4.869230769230769)"
12-01-2023 14:13:44.092152,"(4.6, 9.6, 7.91578947368421)","(51.0, 170.0, 100.33333333333333)","(1.5, 1.81, 1.8010000000000002)","(91.0, 650.0, 385.0)","(7.5, 10.5, 8.936)","(51.0, 400.0, 86.36363636363636)","(4.4, 5.7, 4.869230769230769)"
12-01-2023 14:13:45.263448,"(4.6, 9.6, 8.2)","(51.0, 170.0, 100.33333333333333)","(1.5, 1.81, 1.7650000000000001)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.936)","(51.0, 400.0, 90.9090909090909)","(4.4, 5.7, 5.271428571428571)"
12-01-2023 14:13:46.366747,"(4.6, 9.6, 8.2)","(51.0, 170.0, 87.5)","(1.5, 1.81, 1.7729411764705882)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.5)","(51.0, 400.0, 90.9090909090909)","(4.4, 5.7, 4.988888888888889)"
12-01-2023 14:13:47.404616,"(4.6, 9.6, 7.85)","(51.0, 170.0, 87.5)","(1.5, 1.81, 1.7729411764705882)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.5)","(51.0, 400.0, 90.9090909090909)","(4.4, 5.7, 4.961538461538462)"
12-01-2023 14:13:48.486819,"(4.6, 9.6, 8.1)","(51.0, 170.0, 87.5)","(1.5, 1.81, 1.7729411764705882)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.540000000000001)","(51.0, 400.0, 90.9090909090909)","(4.4, 5.7, 4.961538461538462)"
12-01-2023 14:13:49.452534,"(4.6, 9.6, 8.8)","(51.0, 170.0, 87.5)","(1.5, 1.81, 1.7729411764705882)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.540000000000001)","(51.0, 400.0, 90.9090909090909)","(4.4, 5.7, 4.961538461538462)"
12-01-2023 14:13:50.454413,"(4.6, 9.6, 8.8)","(51.0, 170.0, 87.5)","(1.5, 1.81, 1.7729411764705882)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.540000000000001)","(51.0, 400.0, 90.9090909090909)","(4.4, 5.7, 4.961538461538462)"
12-01-2023 14:13:51.525253,"(4.6, 9.6, 8.8)","(51.0, 170.0, 87.5)","(1.5, 1.81, 1.7729411764705882)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.540000000000001)","(51.0, 400.0, 90.9090909090909)","(4.4, 5.7, 4.961538461538462)"
12-01-2023 14:13:52.545352,"(4.6, 9.6, 8.5)","(51.0, 170.0, 87.5)","(1.5, 1.81, 1.7729411764705882)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.540000000000001)","(51.0, 400.0, 90.9090909090909)","(4.4, 5.7, 4.961538461538462)"
12-01-2023 14:13:53.463110,"(4.6, 9.8, 8.91578947368421)","(51.0, 170.0, 87.5)","(1.5, 1.86, 1.859056603773585)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.540000000000001)","(51.0, 400.0, 90.9090909090909)","(4.4, 5.7, 4.961538461538462)"
12-01-2023 14:13:54.605787,"(4.6, 9.8, 9.066666666666666)","(51.0, 170.0, 90.0)","(1.5, 1.88, 1.8774074074074074)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.540000000000001)","(51.0, 400.0, 145.0)","(4.4, 5.7, 4.961538461538462)"
12-01-2023 14:13:55.781271,"(4.6, 9.8, 9.311111111111112)","(51.0, 170.0, 90.0)","(1.5, 1.88, 1.8772549019607843)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.540000000000001)","(51.0, 400.0, 145.0)","(4.4, 5.7, 4.961538461538462)"
12-01-2023 14:13:56.744362,"(4.6, 9.8, 9.311111111111112)","(51.0, 150.0, 94.0)","(1.5, 1.88, 1.8699999999999999)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.540000000000001)","(51.0, 400.0, 145.0)","(4.4, 5.7, 4.961538461538462)"
12-01-2023 14:13:57.813709,"(4.6, 9.8, 9.311111111111112)","(51.0, 150.0, 91.66666666666667)","(1.5, 1.88, 1.8699999999999999)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.540000000000001)","(51.0, 400.0, 145.0)","(4.4, 5.7, 4.961538461538462)"
12-01-2023 14:13:59.146106,"(4.6, 9.8, 9.311111111111112)","(51.0, 150.0, 91.66666666666667)","(1.5, 1.88, 1.85)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.540000000000001)","(51.0, 400.0, 102.5)","(4.4, 5.7, 4.961538461538462)"
12-01-2023 14:14:00.218939,"(4.6, 9.8, 9.311111111111112)","(51.0, 150.0, 91.66666666666667)","(1.5, 1.88, 1.85)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.540000000000001)","(51.0, 400.0, 102.5)","(4.4, 5.7, 4.961538461538462)"
12-01-2023 14:14:01.150387,"(4.6, 9.8, 9.311111111111112)","(51.0, 150.0, 91.66666666666667)","(1.5, 1.88, 1.8699999999999999)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.540000000000001)","(51.0, 400.0, 102.5)","(4.4, 5.7, 4.961538461538462)"
12-01-2023 14:14:02.252247,"(4.6, 9.8, 9.311111111111112)","(51.0, 150.0, 91.66666666666667)","(1.5, 1.88, 1.85)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.540000000000001)","(51.0, 400.0, 135.55555555555554)","(4.4, 5.7, 4.961538461538462)"
12-01-2023 14:14:03.213227,"(4.6, 9.8, 9.311111111111112)","(51.0, 150.0, 91.66666666666667)","(1.5, 1.88, 1.85)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.540000000000001)","(51.0, 400.0, 183.63636363636363)","(4.4, 5.7, 4.961538461538462)"
12-01-2023 14:14:04.103932,"(4.6, 9.8, 9.311111111111112)","(51.0, 150.0, 91.66666666666667)","(1.5, 1.82, 1.8147916666666668)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.540000000000001)","(51.0, 400.0, 183.63636363636363)","(4.4, 5.7, 4.961538461538462)"
12-01-2023 14:14:05.145944,"(4.6, 9.8, 9.311111111111112)","(51.0, 150.0, 91.66666666666667)","(1.5, 1.82, 1.8145652173913045)","(91.0, 650.0, 395.0)","(7.5, 10.5, 8.540000000000001)","(51.0, 400.0, 183.63636363636363)","(4.4, 5.7, 4.920512820512821)"
12-01-2023 14:14:06.217999,"(4.6, 9.8, 9.54857142857143)","(51.0, 140.0, 100.0)","(1.5, 1.82, 1.8145652173913045)","(91.0, 550.0, 350.0)","(7.5, 10.5, 8.455263157894738)","(51.0, 390.0, 324.0)","(4.4, 5.7, 4.936842105263159)"
12-01-2023 14:14:07.146468,"(4.6, 9.8, 9.54857142857143)","(51.0, 130.0, 96.66666666666667)","(1.5, 1.82, 1.8145652173913045)","(91.0, 550.0, 350.0)","(7.5, 10.5, 8.6)","(51.0, 390.0, 324.0)","(4.4, 5.6, 4.9259259259259265)"
12-01-2023 14:14:08.214277,"(4.6, 9.8, 9.54857142857143)","(51.0, 130.0, 96.66666666666667)","(1.5, 1.82, 1.8145652173913045)","(91.0, 550.0, 350.0)","(7.5, 10.0, 8.444444444444445)","(51.0, 390.0, 324.0)","(4.4, 5.6, 4.913461538461539)"
12-01-2023 14:14:09.276559,"(4.6, 10.0, 9.610810810810811)","(51.0, 120.0, 90.0)","(1.5, 1.82, 1.8145652173913045)","(91.0, 550.0, 350.0)","(7.5, 10.0, 8.444444444444445)","(51.0, 390.0, 324.0)","(4.4, 5.6, 4.913461538461539)"
12-01-2023 14:14:10.353073,"(4.6, 10.0, 9.46)","(51.0, 120.0, 90.0)","(1.5, 1.82, 1.8145652173913045)","(91.0, 550.0, 350.0)","(7.5, 10.0, 8.444444444444445)","(51.0, 390.0, 324.0)","(4.4, 5.6, 4.913461538461539)"
12-01-2023 14:14:11.372959,"(4.6, 10.0, 9.46)","(51.0, 120.0, 90.0)","(1.5, 1.85, 1.8490697674418606)","(91.0, 550.0, 350.0)","(7.5, 10.0, 8.75)","(51.0, 390.0, 227.5)","(4.4, 5.6, 4.913461538461539)"
12-01-2023 14:14:12.463402,"(4.6, 10.0, 8.2)","(51.0, 120.0, 90.0)","(1.5, 1.81, 1.7773333333333334)","(91.0, 550.0, 350.0)","(7.5, 9.8, 8.575000000000001)","(51.0, 390.0, 113.46153846153845)","(4.4, 5.6, 4.913461538461539)"
12-01-2023 14:14:13.535323,"(4.6, 10.0, 9.64)","(51.0, 120.0, 90.0)","(1.5, 1.81, 1.7773333333333334)","(91.0, 550.0, 350.0)","(7.5, 9.8, 8.463636363636365)","(51.0, 380.0, 268.33333333333337)","(4.4, 5.6, 4.913461538461539)"
12-01-2023 14:14:14.598643,"(4.6, 12.0, 10.994117647058824)","(51.0, 120.0, 90.0)","(1.5, 1.81, 1.7654545454545454)","(91.0, 550.0, 350.0)","(7.5, 9.8, 8.463636363636365)","(51.0, 370.0, 268.33333333333337)","(4.4, 5.6, 4.913461538461539)"
12-01-2023 14:14:15.622861,"(4.6, 11.5, 10.795454545454547)","(51.0, 120.0, 90.0)","(1.5, 1.81, 1.7654545454545454)","(91.0, 550.0, 350.0)","(7.5, 9.8, 8.463636363636365)","(51.0, 370.0, 268.33333333333337)","(4.4, 5.6, 4.913461538461539)"
12-01-2023 14:14:16.600042,"(4.6, 11.5, 10.229411764705883)","(51.0, 120.0, 90.0)","(1.5, 1.81, 1.7654545454545454)","(91.0, 550.0, 350.0)","(7.5, 9.8, 8.463636363636365)","(51.0, 370.0, 268.33333333333337)","(4.4, 5.6, 4.913461538461539)"
12-01-2023 14:14:17.600861,"(4.6, 11.5, 10.070588235294117)","(51.0, 120.0, 90.0)","(1.5, 1.81, 1.7654545454545454)","(91.0, 550.0, 350.0)","(7.5, 9.8, 8.463636363636365)","(51.0, 370.0, 261.66666666666663)","(4.4, 5.6, 4.913461538461539)"
12-01-2023 14:14:18.745647,"(4.6, 11.5, 10.070588235294117)","(51.0, 120.0, 90.0)","(1.5, 1.81, 1.7654545454545454)","(91.0, 650.0, 395.0)","(7.5, 9.8, 8.463636363636365)","(51.0, 360.0, 102.22222222222223)","(4.4, 5.6, 4.913461538461539)"
12-01-2023 14:14:19.752044,"(4.6, 11.5, 10.070588235294117)","(51.0, 120.0, 90.0)","(1.5, 1.81, 1.7654545454545454)","(91.0, 640.0, 395.0)","(7.5, 9.8, 8.463636363636365)","(51.0, 360.0, 90.71428571428572)","(4.4, 5.6, 4.913461538461539)"
12-01-2023 14:14:20.683887,"(4.6, 11.5, 10.070588235294117)","(51.0, 120.0, 90.0)","(1.5, 1.81, 1.7654545454545454)","(91.0, 640.0, 395.0)","(7.5, 9.8, 8.463636363636365)","(51.0, 360.0, 90.71428571428572)","(4.4, 5.6, 4.913461538461539)"
12-01-2023 14:14:21.729875,"(4.6, 11.5, 10.461538461538462)","(51.0, 120.0, 90.0)","(1.5, 1.81, 1.7654545454545454)","(91.0, 640.0, 395.0)","(7.5, 9.8, 8.463636363636365)","(51.0, 360.0, 90.71428571428572)","(4.4, 5.6, 4.913461538461539)"
12-01-2023 14:14:22.767819,"(4.6, 11.5, 10.651428571428571)","(51.0, 120.0, 90.0)","(1.5, 1.81, 1.7654545454545454)","(91.0, 640.0, 395.0)","(7.5, 9.8, 8.463636363636365)","(51.0, 360.0, 210.0)","(4.4, 5.6, 4.954545454545455)"
12-01-2023 14:14:23.690423,"(4.6, 11.5, 10.763636363636364)","(51.0, 120.0, 90.0)","(1.5, 1.81, 1.7654545454545454)","(91.0, 640.0, 395.0)","(7.5, 9.8, 8.463636363636365)","(51.0, 350.0, 210.0)","(4.4, 5.5, 4.954545454545455)"
12-01-2023 14:14:24.920182,"(4.6, 11.5, 10.02142857142857)","(51.0, 120.0, 90.0)","(1.5, 1.81, 1.7654545454545454)","(91.0, 640.0, 395.0)","(7.5, 9.8, 8.463636363636365)","(51.0, 350.0, 210.0)","(4.4, 5.5, 4.954545454545455)"
12-01-2023 14:14:26.248274,"(4.6, 11.5, 10.24)","(51.0, 120.0, 98.18181818181819)","(1.5, 1.81, 1.7654545454545454)","(91.0, 640.0, 395.0)","(7.5, 9.8, 8.463636363636365)","(51.0, 350.0, 210.0)","(4.4, 5.5, 4.916216216216217)"
12-01-2023 14:14:27.466271,"(4.6, 11.5, 10.45)","(51.0, 110.0, 98.75)","(1.5, 1.81, 1.7654545454545454)","(91.0, 640.0, 350.0)","(7.5, 9.8, 8.463636363636365)","(51.0, 350.0, 210.0)","(4.4, 5.5, 4.916216216216217)"
12-01-2023 14:14:28.506528,"(4.6, 11.5, 10.45)","(51.0, 110.0, 98.75)","(1.5, 1.81, 1.7654545454545454)","(91.0, 550.0, 350.0)","(7.5, 9.8, 8.463636363636365)","(51.0, 350.0, 293.0)","(4.4, 5.5, 4.916216216216217)"
12-01-2023 14:14:29.653832,"(4.6, 11.5, 9.945454545454545)","(51.0, 110.0, 98.75)","(1.5, 1.81, 1.7654545454545454)","(91.0, 550.0, 350.0)","(7.5, 9.8, 8.463636363636365)","(51.0, 350.0, 293.0)","(4.4, 5.5, 4.916216216216217)"
12-01-2023 14:14:30.856659,"(4.6, 11.5, 10.278571428571428)","(51.0, 110.0, 98.75)","(1.5, 1.84, 1.79)","(91.0, 550.0, 350.0)","(7.5, 9.8, 8.463636363636365)","(51.0, 350.0, 293.0)","(4.4, 5.5, 4.916216216216217)"
12-01-2023 14:14:31.857589,"(4.6, 11.5, 10.278571428571428)","(51.0, 110.0, 98.75)","(1.5, 1.83, 1.79)","(91.0, 550.0, 350.0)","(7.5, 9.8, 8.571428571428571)","(51.0, 350.0, 293.0)","(4.4, 5.5, 4.920833333333333)"
12-01-2023 14:14:32.922273,"(4.6, 11.5, 10.278571428571428)","(51.0, 110.0, 98.75)","(1.5, 1.84, 1.76)","(91.0, 550.0, 350.0)","(7.5, 9.6, 8.485714285714286)","(51.0, 350.0, 255.0)","(4.4, 5.4, 4.957142857142857)"
12-01-2023 14:14:34.012452,"(4.6, 11.5, 10.278571428571428)","(51.0, 110.0, 98.75)","(1.5, 1.84, 1.76)","(91.0, 550.0, 345.0)","(7.5, 9.6, 8.444444444444445)","(51.0, 350.0, 248.33333333333334)","(4.4, 5.3, 4.957142857142857)"
12-01-2023 14:14:34.980542,"(4.6, 11.5, 10.278571428571428)","(51.0, 110.0, 98.75)","(1.5, 1.84, 1.76)","(91.0, 550.0, 345.0)","(7.5, 9.6, 8.444444444444445)","(51.0, 340.0, 248.33333333333334)","(4.4, 5.3, 4.957142857142857)"
12-01-2023 14:14:35.886279,"(4.6, 11.5, 10.278571428571428)","(51.0, 110.0, 98.75)","(1.5, 1.84, 1.76)","(91.0, 550.0, 350.0)","(7.5, 9.4, 8.447619047619048)","(51.0, 340.0, 248.33333333333334)","(4.4, 5.3, 4.957142857142857)"
12-01-2023 14:14:36.935881,"(4.6, 11.5, 10.278571428571428)","(51.0, 110.0, 98.75)","(1.5, 1.84, 1.76)","(91.0, 550.0, 350.0)","(7.5, 9.4, 8.44)","(51.0, 340.0, 248.33333333333334)","(4.4, 5.3, 4.957142857142857)"
12-01-2023 14:14:37.907679,"(4.6, 11.5, 10.278571428571428)","(51.0, 110.0, 95.0)","(1.5, 1.84, 1.76)","(91.0, 550.0, 350.0)","(7.5, 9.4, 8.44)","(51.0, 340.0, 248.33333333333334)","(4.4, 5.3, 4.957142857142857)"
12-01-2023 14:14:38.980450,"(4.6, 11.5, 10.278571428571428)","(51.0, 110.0, 92.5)","(1.5, 1.84, 1.7364705882352942)","(91.0, 550.0, 350.0)","(7.5, 9.4, 8.44)","(51.0, 340.0, 248.33333333333334)","(4.4, 5.3, 4.957142857142857)"
12-01-2023 14:14:40.077192,"(4.6, 11.5, 10.278571428571428)","(51.0, 100.0, 92.5)","(1.5, 1.84, 1.7364705882352942)","(91.0, 550.0, 350.0)","(7.5, 9.4, 8.44)","(51.0, 340.0, 248.33333333333334)","(4.4, 5.3, 4.957142857142857)"
