,Peking Goose,Shutdown,Farmor Order,Free Drop,Just Like Honey,Money Tears,Skyline,Big Nose Ted
07-01-2023 17:27:41.308993,"(61.0, 560.0, 135.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 19.833333333333332)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.40625)","(9.0, 18.5, 12.566666666666666)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:27:42.347787,"(61.0, 550.0, 150.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.40625)","(9.0, 18.5, 12.566666666666666)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:27:43.520643,"(61.0, 550.0, 150.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.40625)","(9.0, 18.5, 12.566666666666666)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:27:44.732007,"(61.0, 550.0, 150.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.40625)","(9.0, 18.5, 12.566666666666666)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:27:45.808976,"(61.0, 550.0, 150.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 32.5)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.40625)","(9.0, 18.5, 11.58)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:27:46.890388,"(61.0, 550.0, 150.0)","(3.3, 4.4, 3.85)","(16.0, 36.0, 32.5)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.40625)","(9.0, 19.5, 11.68)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:27:47.880802,"(61.0, 550.0, 150.0)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.088888888888889)","(9.0, 20.0, 11.68)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:27:48.954453,"(61.0, 550.0, 150.0)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 5.933333333333334)","(9.0, 20.0, 11.68)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:27:49.994560,"(61.0, 550.0, 150.0)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.088888888888889)","(9.0, 20.0, 11.68)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:27:51.086733,"(61.0, 550.0, 150.0)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.088888888888889)","(9.0, 20.0, 11.68)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:27:52.209779,"(61.0, 550.0, 150.0)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.088888888888889)","(9.0, 20.0, 11.68)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:27:53.214665,"(61.0, 550.0, 150.0)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.088888888888889)","(9.0, 20.0, 11.68)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:27:54.269000,"(61.0, 550.0, 150.0)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.088888888888889)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:27:55.235416,"(61.0, 550.0, 112.5)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.088888888888889)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:27:56.280607,"(61.0, 550.0, 112.5)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.088888888888889)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:27:57.581887,"(61.0, 550.0, 112.5)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.088888888888889)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:27:58.844417,"(61.0, 550.0, 112.5)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.088888888888889)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:27:59.962624,"(61.0, 550.0, 112.5)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.088888888888889)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:01.069957,"(61.0, 550.0, 112.5)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.088888888888889)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:02.262767,"(61.0, 550.0, 112.5)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.088888888888889)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:03.362881,"(61.0, 550.0, 112.5)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.652631578947368)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:04.459432,"(61.0, 550.0, 112.5)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:05.656950,"(61.0, 550.0, 112.5)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:06.778495,"(61.0, 550.0, 112.5)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:07.902604,"(61.0, 550.0, 112.5)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:08.960058,"(61.0, 550.0, 112.5)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:09.950677,"(61.0, 550.0, 112.5)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:11.034868,"(61.0, 550.0, 112.5)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:12.138089,"(61.0, 550.0, 112.5)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:13.207883,"(61.0, 550.0, 112.5)","(3.3, 4.4, 3.85)","(16.0, 38.0, 34.16666666666667)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:14.378909,"(61.0, 540.0, 131.66666666666669)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:15.451134,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 11.5)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:16.511855,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:17.585199,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:18.733146,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:19.882047,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:20.983405,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:22.110135,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:23.232486,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.011111111111111)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:24.347077,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.726315789473684)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:25.415212,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.379999999999999)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:26.435663,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.379999999999999)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:27.562315,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.379999999999999)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:28.689555,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.379999999999999)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:29.799452,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.379999999999999)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:30.870022,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.379999999999999)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:31.937480,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.85)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.2444444444444445)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:33.013976,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.4833333333333334)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.2444444444444445)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:34.055652,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.4833333333333334)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.2444444444444445)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:35.123756,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.4833333333333334)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.2444444444444445)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:36.177250,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.4833333333333334)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.2444444444444445)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:37.274324,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.4833333333333334)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.2444444444444445)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:38.381913,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.4833333333333334)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.2444444444444445)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:39.481636,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.4833333333333334)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.2444444444444445)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:40.586030,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.4833333333333334)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.726315789473684)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:42.189025,"(61.0, 530.0, 146.0)","(3.3, 4.4, 3.4833333333333334)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.726315789473684)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:44.357781,"(61.0, 530.0, 146.0)","(3.3, 4.3, 3.5)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.166666666666666)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:45.712712,"(61.0, 530.0, 146.0)","(3.3, 4.3, 3.5)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.166666666666666)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:47.092984,"(61.0, 530.0, 146.0)","(3.3, 4.3, 3.5)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.166666666666666)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:48.379862,"(61.0, 530.0, 146.0)","(3.3, 4.3, 3.5)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.166666666666666)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:49.757685,"(61.0, 530.0, 146.0)","(3.3, 4.3, 3.5)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.166666666666666)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:50.966542,"(61.0, 530.0, 146.0)","(3.3, 4.3, 3.5)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 6.166666666666666)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:52.066606,"(61.0, 530.0, 146.0)","(3.3, 4.3, 3.5)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.255555555555555)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:53.142579,"(61.0, 530.0, 146.0)","(3.3, 4.3, 3.5)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.449999999999999)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:54.246357,"(61.0, 530.0, 146.0)","(3.3, 4.3, 3.5)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.449999999999999)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:55.397374,"(61.0, 520.0, 128.33333333333331)","(3.3, 4.3, 3.5)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.449999999999999)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:56.501916,"(61.0, 520.0, 128.33333333333331)","(3.3, 4.3, 3.5)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.720000000000001)","(3.9, 9.2, 7.449999999999999)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:57.666925,"(61.0, 520.0, 128.33333333333331)","(3.3, 4.3, 3.326190476190476)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 9.057142857142857)","(4.2, 7.4, 6.575)","(3.9, 9.2, 7.449999999999999)","(9.0, 21.0, 10.74)","(5.5, 10.0, 8.466666666666667)"
07-01-2023 17:28:58.757977,"(61.0, 520.0, 128.33333333333331)","(3.3, 3.85, 3.326190476190476)","(16.0, 44.0, 25.357142857142858)","(6.0, 9.6, 7.699999999999999)","(4.2, 7.4, 6.575)","(3.9, 9.2, 6.081818181818181)","(9.0, 21.0, 14.16)","(5.5, 10.0, 9.425)"
07-01-2023 17:28:59.891911,"(61.0, 510.0, 142.0)","(3.3, 3.8, 3.3833333333333333)","(16.0, 44.0, 24.26923076923077)","(6.0, 9.6, 7.75)","(4.2, 7.4, 6.575)","(3.9, 9.2, 7.223529411764705)","(9.0, 21.0, 14.16)","(5.5, 10.0, 9.425)"
07-01-2023 17:29:01.012943,"(61.0, 510.0, 142.0)","(3.3, 3.8, 3.3833333333333333)","(16.0, 44.0, 24.26923076923077)","(6.0, 9.6, 7.75)","(4.2, 7.4, 6.575)","(3.9, 9.2, 7.223529411764705)","(9.0, 21.0, 14.0)","(5.5, 10.0, 9.425)"
07-01-2023 17:29:02.111200,"(61.0, 520.0, 128.33333333333331)","(3.3, 3.8, 3.3833333333333333)","(16.0, 44.0, 28.166666666666664)","(6.0, 9.6, 7.75)","(4.2, 7.4, 7.267307692307693)","(3.9, 9.2, 7.223529411764705)","(9.0, 21.0, 14.0)","(5.5, 10.0, 8.875)"
07-01-2023 17:29:03.304522,"(61.0, 520.0, 128.33333333333331)","(3.3, 3.8, 3.3833333333333333)","(16.0, 44.0, 28.166666666666664)","(6.0, 9.6, 7.75)","(4.2, 7.4, 7.267307692307693)","(3.9, 9.2, 7.223529411764705)","(9.0, 21.0, 14.0)","(5.5, 10.0, 8.875)"
07-01-2023 17:29:04.425272,"(61.0, 540.0, 131.66666666666669)","(3.3, 3.8, 3.3833333333333333)","(16.0, 44.0, 28.166666666666664)","(6.0, 9.6, 7.75)","(4.2, 7.4, 7.022222222222222)","(3.9, 9.2, 7.223529411764705)","(9.0, 21.0, 11.833333333333334)","(5.5, 10.0, 8.533333333333333)"
07-01-2023 17:29:05.597274,"(61.0, 540.0, 131.66666666666669)","(3.3, 3.8, 3.3833333333333333)","(16.0, 44.0, 28.166666666666664)","(6.0, 9.6, 7.75)","(4.2, 7.4, 7.022222222222222)","(3.9, 9.2, 7.223529411764705)","(9.0, 21.0, 11.833333333333334)","(5.5, 10.0, 8.533333333333333)"
07-01-2023 17:29:06.784525,"(61.0, 540.0, 131.66666666666669)","(3.3, 3.8, 3.3833333333333333)","(16.0, 44.0, 28.166666666666664)","(6.0, 9.6, 7.75)","(4.2, 7.4, 7.022222222222222)","(3.9, 9.2, 6.209090909090909)","(9.0, 21.0, 11.833333333333334)","(5.5, 10.0, 9.45)"
07-01-2023 17:29:07.971385,"(61.0, 540.0, 131.66666666666669)","(3.3, 3.8, 3.3833333333333333)","(16.0, 44.0, 28.166666666666664)","(6.0, 9.6, 7.75)","(4.2, 7.4, 7.022222222222222)","(3.9, 9.2, 6.209090909090909)","(9.0, 21.0, 11.833333333333334)","(5.5, 10.0, 9.45)"
07-01-2023 17:29:09.100087,"(61.0, 540.0, 131.66666666666669)","(3.3, 3.8, 3.3833333333333333)","(16.0, 44.0, 28.166666666666664)","(6.0, 9.6, 7.75)","(4.2, 7.4, 7.022222222222222)","(3.9, 9.2, 6.209090909090909)","(9.0, 21.0, 11.833333333333334)","(5.5, 10.0, 8.925)"
07-01-2023 17:29:10.249739,"(61.0, 540.0, 131.66666666666669)","(3.3, 3.8, 3.3833333333333333)","(16.0, 44.0, 28.166666666666664)","(6.0, 9.6, 7.75)","(4.2, 7.4, 7.022222222222222)","(3.9, 9.2, 6.209090909090909)","(9.0, 21.0, 11.833333333333334)","(5.5, 10.0, 8.925)"
07-01-2023 17:29:11.373974,"(61.0, 540.0, 131.66666666666669)","(3.3, 3.8, 3.3833333333333333)","(16.0, 44.0, 28.166666666666664)","(6.0, 9.6, 7.75)","(4.2, 7.4, 7.022222222222222)","(3.9, 9.2, 6.209090909090909)","(9.0, 21.0, 11.833333333333334)","(5.5, 10.0, 8.925)"
07-01-2023 17:29:12.438205,"(61.0, 540.0, 131.66666666666669)","(3.3, 3.8, 3.3833333333333333)","(16.0, 44.0, 28.166666666666664)","(6.0, 9.6, 7.75)","(4.2, 7.4, 7.022222222222222)","(3.9, 9.2, 6.209090909090909)","(9.0, 21.0, 11.833333333333334)","(5.5, 10.0, 8.85)"
07-01-2023 17:29:13.758105,"(61.0, 540.0, 131.66666666666669)","(3.3, 3.8, 3.3833333333333333)","(16.0, 44.0, 28.166666666666664)","(6.0, 9.6, 7.75)","(4.2, 7.4, 5.133333333333334)","(3.9, 9.2, 6.209090909090909)","(9.0, 21.0, 11.833333333333334)","(5.5, 10.0, 8.85)"
07-01-2023 17:29:14.909371,"(61.0, 540.0, 131.66666666666669)","(3.3, 3.8, 3.3833333333333333)","(16.0, 44.0, 28.166666666666664)","(6.0, 9.6, 7.75)","(4.2, 7.4, 5.133333333333334)","(3.9, 9.2, 6.209090909090909)","(9.0, 21.0, 16.0)","(5.5, 10.0, 9.4375)"
