,Divine Flirt,Blue Eyed Girl,Distorted Secrets,Scenic Eclipse,Startedwithakiss,Red Cadillac,See Ya Champ,Lady Tornado,Fire And Gold,Heartly,Luna Nobel
14-12-2022 18:58:27.139825,"(6.0, 7.8, 7.6755555555555555)","(3.0, 4.1, 4.05)","(51.0, 210.0, 113.33333333333334)","(4.6, 5.1, 4.885714285714285)","(21.0, 42.0, 37.2)","(5.0, 6.0, 5.977611940298507)","(19.0, 34.0, 32.42857142857143)","(5.5, 8.2, 7.927272727272727)","(101.0, 280.0, 195.0)","(51.0, 120.0, 88.23529411764706)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:28.744689,"(6.0, 7.8, 7.6755555555555555)","(3.0, 4.1, 4.05)","(51.0, 210.0, 113.33333333333334)","(4.6, 5.1, 4.885714285714285)","(21.0, 42.0, 37.2)","(5.0, 6.0, 5.977611940298507)","(19.0, 34.0, 32.42857142857143)","(5.5, 8.2, 7.927272727272727)","(101.0, 280.0, 195.0)","(51.0, 120.0, 88.23529411764706)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:30.261511,"(6.0, 7.8, 7.6755555555555555)","(3.0, 4.1, 4.05)","(51.0, 210.0, 113.33333333333334)","(4.6, 5.1, 4.885714285714285)","(21.0, 42.0, 37.2)","(5.0, 6.0, 5.977611940298507)","(19.0, 34.0, 32.42857142857143)","(5.5, 8.2, 7.927272727272727)","(101.0, 280.0, 195.0)","(51.0, 120.0, 88.23529411764706)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:31.822966,"(6.0, 7.8, 7.6755555555555555)","(3.0, 4.1, 4.05)","(51.0, 210.0, 113.33333333333334)","(4.6, 5.1, 4.885714285714285)","(21.0, 42.0, 37.2)","(5.0, 6.0, 5.977611940298507)","(19.0, 34.0, 32.42857142857143)","(5.5, 8.2, 7.927272727272727)","(101.0, 280.0, 195.0)","(51.0, 120.0, 88.23529411764706)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:33.355690,"(6.0, 7.8, 7.6755555555555555)","(3.0, 4.1, 4.05)","(51.0, 210.0, 113.33333333333334)","(4.6, 5.1, 4.885714285714285)","(21.0, 42.0, 37.2)","(5.0, 6.0, 5.977611940298507)","(19.0, 34.0, 32.42857142857143)","(5.5, 8.2, 7.927272727272727)","(101.0, 280.0, 195.0)","(51.0, 120.0, 88.23529411764706)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:34.923747,"(6.0, 7.8, 7.6755555555555555)","(3.0, 4.1, 4.0562499999999995)","(51.0, 210.0, 113.33333333333334)","(4.6, 5.1, 4.885714285714285)","(21.0, 42.0, 37.2)","(5.0, 6.0, 5.977611940298507)","(19.0, 34.0, 32.42857142857143)","(5.5, 8.2, 7.927272727272727)","(101.0, 280.0, 195.0)","(51.0, 120.0, 88.23529411764706)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:36.489858,"(6.0, 7.8, 7.6755555555555555)","(3.0, 4.1, 4.0562499999999995)","(51.0, 210.0, 113.33333333333334)","(4.6, 5.1, 4.885714285714285)","(21.0, 42.0, 37.2)","(5.0, 6.0, 5.977611940298507)","(19.0, 34.0, 32.42857142857143)","(5.5, 8.2, 7.927272727272727)","(101.0, 280.0, 195.0)","(51.0, 120.0, 88.23529411764706)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:38.025519,"(6.0, 7.8, 7.6755555555555555)","(3.0, 4.1, 4.0562499999999995)","(51.0, 210.0, 113.33333333333334)","(4.6, 5.1, 4.885714285714285)","(21.0, 42.0, 37.2)","(5.0, 6.0, 5.977611940298507)","(19.0, 34.0, 32.42857142857143)","(5.5, 8.2, 7.927272727272727)","(101.0, 280.0, 195.0)","(51.0, 120.0, 88.23529411764706)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:39.595662,"(6.0, 7.8, 7.6755555555555555)","(3.0, 4.1, 4.0562499999999995)","(51.0, 210.0, 113.33333333333334)","(4.6, 5.1, 4.885714285714285)","(21.0, 42.0, 32.25)","(5.0, 6.0, 5.977611940298507)","(19.0, 34.0, 32.42857142857143)","(5.5, 8.2, 7.5)","(101.0, 280.0, 195.0)","(51.0, 120.0, 88.23529411764706)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:41.180505,"(6.0, 7.8, 7.6755555555555555)","(3.0, 4.1, 4.0562499999999995)","(51.0, 210.0, 113.33333333333334)","(4.6, 5.1, 4.933333333333333)","(21.0, 42.0, 35.5)","(5.0, 6.0, 5.97887323943662)","(19.0, 34.0, 32.42857142857143)","(5.5, 8.2, 7.7333333333333325)","(101.0, 280.0, 195.0)","(51.0, 120.0, 104.44444444444444)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:42.792696,"(6.0, 7.8, 7.6755555555555555)","(3.0, 4.1, 4.0249999999999995)","(51.0, 210.0, 113.33333333333334)","(4.6, 5.1, 4.933333333333333)","(21.0, 42.0, 35.5)","(5.0, 6.0, 5.97887323943662)","(19.0, 34.0, 32.42857142857143)","(5.5, 8.2, 7.652173913043478)","(101.0, 280.0, 195.0)","(51.0, 110.0, 104.44444444444444)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:44.292630,"(6.0, 7.8, 7.6755555555555555)","(3.0, 4.1, 4.0249999999999995)","(51.0, 210.0, 113.33333333333334)","(4.6, 5.1, 4.933333333333333)","(21.0, 42.0, 35.5)","(5.0, 6.0, 5.97887323943662)","(19.0, 34.0, 32.42857142857143)","(5.5, 8.2, 7.652173913043478)","(101.0, 280.0, 195.0)","(51.0, 110.0, 104.44444444444444)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:45.851186,"(6.0, 7.8, 7.6755555555555555)","(3.0, 4.1, 4.0625)","(51.0, 210.0, 98.75)","(4.6, 5.1, 4.933333333333333)","(21.0, 42.0, 34.5)","(5.0, 6.0, 5.97887323943662)","(19.0, 34.0, 31.1)","(5.5, 8.2, 7.652173913043478)","(101.0, 280.0, 190.0)","(51.0, 110.0, 88.57142857142857)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:47.362051,"(6.0, 7.8, 7.6755555555555555)","(3.0, 4.1, 4.0625)","(51.0, 200.0, 98.75)","(4.6, 5.1, 4.933333333333333)","(21.0, 40.0, 34.5)","(5.0, 6.0, 5.97887323943662)","(19.0, 32.0, 31.1)","(5.5, 8.2, 7.652173913043478)","(101.0, 270.0, 190.0)","(51.0, 110.0, 88.0)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:48.880751,"(6.0, 7.8, 7.6755555555555555)","(3.0, 4.1, 4.0625)","(51.0, 200.0, 98.75)","(4.6, 5.1, 4.933333333333333)","(21.0, 40.0, 34.5)","(5.0, 6.0, 5.97887323943662)","(19.0, 32.0, 31.1)","(5.5, 8.2, 7.652173913043478)","(101.0, 270.0, 190.0)","(51.0, 100.0, 88.0)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:50.349223,"(6.0, 7.8, 7.6755555555555555)","(3.0, 4.1, 4.0625)","(51.0, 200.0, 98.75)","(4.6, 5.1, 4.933333333333333)","(21.0, 40.0, 34.5)","(5.0, 6.0, 5.97887323943662)","(19.0, 32.0, 31.1)","(5.5, 8.2, 7.652173913043478)","(101.0, 270.0, 190.0)","(51.0, 100.0, 88.0)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:51.909815,"(6.0, 7.8, 7.45)","(3.0, 4.1, 4.0625)","(51.0, 200.0, 98.75)","(4.6, 5.1, 4.949999999999999)","(21.0, 40.0, 34.5)","(5.0, 6.0, 5.97887323943662)","(19.0, 32.0, 31.1)","(5.5, 8.2, 7.652173913043478)","(101.0, 270.0, 190.0)","(51.0, 100.0, 88.0)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:53.441661,"(6.0, 7.8, 7.45)","(3.0, 4.1, 4.0625)","(51.0, 200.0, 98.75)","(4.6, 5.1, 5.0765625)","(21.0, 40.0, 34.5)","(5.0, 6.0, 5.97887323943662)","(19.0, 32.0, 31.1)","(5.5, 8.2, 7.64)","(101.0, 270.0, 190.0)","(51.0, 100.0, 82.22222222222223)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:55.018946,"(6.0, 7.8, 7.45)","(3.0, 4.1, 4.0625)","(51.0, 200.0, 98.75)","(4.6, 5.1, 5.075409836065574)","(21.0, 40.0, 34.5)","(5.0, 6.0, 5.977611940298507)","(19.0, 32.0, 31.1)","(5.5, 8.2, 7.22)","(101.0, 270.0, 190.0)","(51.0, 110.0, 85.0)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:56.519635,"(6.0, 7.8, 7.45)","(3.0, 4.1, 4.0625)","(51.0, 200.0, 98.75)","(4.6, 5.1, 5.075409836065574)","(21.0, 40.0, 34.5)","(5.0, 6.0, 5.977611940298507)","(19.0, 32.0, 31.1)","(5.5, 8.2, 7.22)","(101.0, 270.0, 190.0)","(51.0, 110.0, 85.0)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:58.070951,"(6.0, 7.8, 7.45)","(3.0, 4.1, 4.0625)","(51.0, 200.0, 98.75)","(4.6, 5.1, 5.075409836065574)","(21.0, 40.0, 34.5)","(5.0, 6.0, 5.977611940298507)","(19.0, 32.0, 31.1)","(5.5, 8.2, 7.22)","(101.0, 270.0, 190.0)","(51.0, 110.0, 85.0)","(71.0, 95.0, 91.25)"
14-12-2022 18:58:59.580296,"(6.0, 7.8, 7.45)","(3.0, 4.1, 4.091666666666666)","(51.0, 200.0, 98.75)","(4.6, 5.1, 5.075409836065574)","(21.0, 40.0, 34.5)","(5.0, 6.0, 5.977611940298507)","(19.0, 32.0, 31.1)","(5.5, 8.2, 7.22)","(101.0, 270.0, 190.0)","(51.0, 110.0, 85.0)","(71.0, 95.0, 91.25)"
14-12-2022 18:59:01.085039,"(6.0, 7.8, 7.45)","(3.0, 4.1, 4.0375)","(51.0, 200.0, 98.75)","(4.6, 5.1, 5.170491803278689)","(21.0, 40.0, 32.6)","(5.0, 6.0, 6.089473684210526)","(19.0, 32.0, 31.1)","(5.5, 8.2, 7.733333333333333)","(101.0, 270.0, 190.0)","(51.0, 110.0, 85.0)","(71.0, 95.0, 91.25)"
14-12-2022 18:59:02.558057,"(6.0, 7.8, 7.45)","(3.0, 4.1, 4.0375)","(51.0, 200.0, 140.0)","(4.6, 5.2, 5.170491803278689)","(21.0, 38.0, 32.6)","(5.0, 6.2, 6.0600000000000005)","(19.0, 32.0, 31.1)","(5.5, 8.0, 7.733333333333333)","(101.0, 270.0, 190.0)","(51.0, 110.0, 85.0)","(71.0, 95.0, 91.25)"
14-12-2022 18:59:04.041519,"(6.0, 7.8, 7.45)","(3.0, 4.1, 4.0375)","(51.0, 200.0, 140.0)","(4.6, 5.2, 5.170491803278689)","(21.0, 38.0, 32.6)","(5.0, 6.2, 6.0600000000000005)","(19.0, 32.0, 31.1)","(5.5, 8.0, 7.733333333333333)","(101.0, 270.0, 190.0)","(51.0, 110.0, 85.0)","(71.0, 95.0, 91.25)"
14-12-2022 18:59:05.638187,"(6.0, 7.8, 7.45)","(3.0, 4.1, 4.0375)","(51.0, 200.0, 140.0)","(4.6, 5.2, 5.170491803278689)","(21.0, 38.0, 32.6)","(5.0, 6.2, 6.0600000000000005)","(19.0, 32.0, 30.666666666666668)","(5.5, 8.0, 7.733333333333333)","(101.0, 270.0, 190.0)","(51.0, 110.0, 93.07692307692308)","(71.0, 95.0, 91.25)"
14-12-2022 18:59:07.234281,"(6.0, 7.8, 7.45)","(3.0, 4.1, 3.94375)","(51.0, 200.0, 140.0)","(4.6, 5.2, 5.0)","(21.0, 38.0, 32.6)","(5.0, 6.2, 6.0600000000000005)","(19.0, 42.0, 30.666666666666668)","(5.5, 8.0, 7.733333333333333)","(101.0, 270.0, 190.0)","(51.0, 110.0, 93.07692307692308)","(71.0, 95.0, 91.25)"
14-12-2022 18:59:08.871463,"(6.0, 7.8, 7.45)","(3.0, 4.1, 4.0375)","(51.0, 200.0, 140.0)","(4.6, 5.2, 5.0)","(21.0, 38.0, 32.6)","(5.0, 6.2, 6.0600000000000005)","(19.0, 42.0, 30.666666666666668)","(5.5, 8.0, 7.733333333333333)","(101.0, 270.0, 190.0)","(51.0, 110.0, 93.07692307692308)","(71.0, 95.0, 91.25)"
14-12-2022 18:59:10.609393,"(6.0, 7.8, 7.45)","(3.0, 4.1, 4.0375)","(51.0, 200.0, 140.0)","(4.6, 5.2, 5.0)","(21.0, 38.0, 32.6)","(5.0, 6.2, 6.050666666666666)","(19.0, 42.0, 34.666666666666664)","(5.5, 8.0, 7.733333333333333)","(101.0, 270.0, 190.0)","(51.0, 110.0, 93.07692307692308)","(71.0, 95.0, 91.25)"
14-12-2022 18:59:12.296326,"(6.0, 7.8, 7.45)","(3.0, 4.1, 3.94375)","(51.0, 200.0, 164.0)","(4.6, 5.2, 5.0)","(21.0, 38.0, 32.6)","(5.0, 6.2, 6.050666666666666)","(19.0, 40.0, 34.666666666666664)","(5.5, 8.0, 7.733333333333333)","(101.0, 270.0, 185.0)","(51.0, 110.0, 93.07692307692308)","(71.0, 95.0, 91.25)"
14-12-2022 18:59:14.218096,"(6.0, 7.8, 7.45)","(3.0, 4.1, 3.94375)","(51.0, 190.0, 140.0)","(4.6, 5.2, 5.0)","(21.0, 38.0, 32.6)","(5.0, 6.2, 6.050666666666666)","(19.0, 40.0, 34.666666666666664)","(5.5, 8.0, 7.733333333333333)","(101.0, 260.0, 185.0)","(51.0, 110.0, 93.07692307692308)","(71.0, 95.0, 91.25)"
14-12-2022 18:59:16.006225,"(6.0, 7.8, 7.45)","(3.0, 4.1, 3.94375)","(51.0, 190.0, 140.0)","(4.6, 5.2, 5.0)","(21.0, 38.0, 32.6)","(5.0, 6.2, 6.050666666666666)","(19.0, 40.0, 34.666666666666664)","(5.5, 8.0, 7.733333333333333)","(101.0, 260.0, 185.0)","(51.0, 110.0, 93.07692307692308)","(71.0, 95.0, 91.25)"
14-12-2022 18:59:17.571184,"(6.0, 7.8, 7.45)","(3.0, 4.1, 3.94375)","(51.0, 190.0, 128.57142857142856)","(4.6, 5.2, 5.0)","(21.0, 38.0, 32.6)","(5.0, 6.2, 6.050666666666666)","(19.0, 40.0, 34.666666666666664)","(5.5, 8.0, 7.733333333333333)","(101.0, 260.0, 180.0)","(51.0, 110.0, 93.07692307692308)","(71.0, 95.0, 91.25)"
14-12-2022 18:59:19.398564,"(6.0, 7.8, 7.663414634146341)","(3.0, 4.1, 3.94375)","(51.0, 180.0, 108.0)","(4.6, 5.2, 5.0)","(21.0, 38.0, 32.6)","(5.0, 6.2, 6.050666666666666)","(19.0, 40.0, 38.0)","(5.5, 8.0, 7.733333333333333)","(101.0, 250.0, 180.0)","(51.0, 110.0, 85.55555555555556)","(71.0, 95.0, 85.0)"
14-12-2022 18:59:21.085277,"(6.0, 7.8, 7.663414634146341)","(3.0, 4.1, 3.9928571428571424)","(51.0, 180.0, 108.0)","(4.6, 5.2, 5.0)","(21.0, 38.0, 32.6)","(5.0, 6.2, 6.050666666666666)","(19.0, 40.0, 38.0)","(5.5, 8.0, 7.733333333333333)","(101.0, 250.0, 180.0)","(51.0, 110.0, 85.55555555555556)","(71.0, 95.0, 82.5)"
14-12-2022 18:59:22.966267,"(6.0, 7.8, 7.663414634146341)","(3.0, 4.1, 3.9928571428571424)","(51.0, 180.0, 108.0)","(4.6, 5.2, 5.0)","(21.0, 38.0, 32.6)","(5.0, 6.2, 6.050666666666666)","(19.0, 40.0, 38.0)","(5.5, 8.0, 7.733333333333333)","(101.0, 250.0, 180.0)","(51.0, 110.0, 85.55555555555556)","(71.0, 95.0, 82.5)"
14-12-2022 18:59:25.005077,"(6.0, 7.8, 7.663414634146341)","(3.0, 4.1, 3.9928571428571424)","(51.0, 180.0, 108.0)","(4.6, 5.2, 5.0)","(21.0, 38.0, 32.6)","(5.0, 6.2, 6.050666666666666)","(19.0, 40.0, 38.0)","(5.5, 8.0, 7.733333333333333)","(101.0, 250.0, 180.0)","(51.0, 110.0, 85.55555555555556)","(71.0, 95.0, 82.5)"
14-12-2022 18:59:26.809880,"(6.0, 7.8, 7.663414634146341)","(3.0, 4.1, 3.9928571428571424)","(51.0, 180.0, 81.42857142857143)","(4.6, 5.2, 4.9111111111111105)","(21.0, 38.0, 33.5)","(5.0, 6.2, 6.050666666666666)","(19.0, 40.0, 34.0)","(5.5, 8.0, 7.733333333333333)","(101.0, 250.0, 180.0)","(51.0, 110.0, 85.55555555555556)","(71.0, 95.0, 82.5)"
14-12-2022 18:59:28.429504,"(6.0, 7.8, 7.663414634146341)","(3.0, 4.1, 3.9928571428571424)","(51.0, 180.0, 81.42857142857143)","(4.6, 5.3, 4.815384615384615)","(21.0, 38.0, 33.5)","(5.0, 6.2, 6.050666666666666)","(19.0, 40.0, 34.0)","(5.5, 8.0, 7.733333333333333)","(101.0, 250.0, 180.0)","(51.0, 110.0, 85.55555555555556)","(71.0, 95.0, 82.5)"
14-12-2022 18:59:30.001173,"(6.0, 7.8, 7.663414634146341)","(3.0, 4.1, 3.9928571428571424)","(51.0, 180.0, 81.42857142857143)","(4.6, 5.3, 4.815384615384615)","(21.0, 38.0, 33.5)","(5.0, 6.2, 6.050666666666666)","(19.0, 40.0, 34.0)","(5.5, 8.0, 7.75)","(101.0, 250.0, 180.0)","(51.0, 110.0, 85.55555555555556)","(71.0, 95.0, 82.5)"
14-12-2022 18:59:31.951969,"(6.0, 7.8, 7.663414634146341)","(3.0, 4.1, 3.9928571428571424)","(51.0, 180.0, 81.42857142857143)","(4.6, 5.3, 4.815384615384615)","(21.0, 38.0, 33.5)","(5.0, 6.2, 6.304545454545455)","(19.0, 40.0, 34.0)","(5.5, 8.0, 7.75)","(101.0, 250.0, 180.0)","(51.0, 110.0, 85.55555555555556)","(71.0, 95.0, 82.5)"
14-12-2022 18:59:33.924792,"(6.0, 7.8, 7.604444444444445)","(3.0, 4.1, 3.961111111111111)","(51.0, 180.0, 117.27272727272728)","(4.6, 5.3, 4.833333333333333)","(21.0, 38.0, 31.7)","(5.0, 6.4, 5.866666666666666)","(19.0, 40.0, 34.0)","(5.5, 8.0, 7.75)","(101.0, 250.0, 180.0)","(51.0, 110.0, 77.5)","(71.0, 95.0, 82.5)"
14-12-2022 18:59:35.587683,"(6.0, 7.8, 7.38)","(3.0, 4.1, 3.875)","(51.0, 180.0, 116.66666666666666)","(4.6, 5.3, 4.927272727272727)","(21.0, 38.0, 36.15384615384615)","(5.0, 6.4, 5.747368421052632)","(19.0, 40.0, 26.235294117647058)","(5.5, 8.0, 7.75)","(101.0, 250.0, 180.0)","(51.0, 100.0, 83.125)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 18:59:37.535961,"(6.0, 7.8, 7.38)","(3.0, 3.95, 3.875)","(51.0, 180.0, 116.66666666666666)","(4.6, 5.2, 5.114285714285714)","(21.0, 38.0, 36.15384615384615)","(5.0, 6.0, 5.747368421052632)","(19.0, 32.0, 26.235294117647058)","(5.5, 8.0, 7.75)","(101.0, 250.0, 180.0)","(51.0, 100.0, 83.125)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 18:59:39.215720,"(6.0, 7.8, 7.38)","(3.0, 3.95, 3.875)","(51.0, 180.0, 116.66666666666666)","(4.6, 5.2, 5.114285714285714)","(21.0, 38.0, 36.15384615384615)","(5.0, 6.0, 5.747368421052632)","(19.0, 32.0, 26.235294117647058)","(5.5, 8.0, 7.75)","(101.0, 250.0, 166.0)","(51.0, 100.0, 80.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 18:59:40.805844,"(6.0, 7.8, 7.38)","(3.0, 3.95, 3.875)","(51.0, 180.0, 116.66666666666666)","(4.6, 5.2, 4.966666666666667)","(21.0, 38.0, 36.15384615384615)","(5.0, 6.0, 5.747368421052632)","(19.0, 32.0, 26.235294117647058)","(5.5, 8.0, 7.75)","(101.0, 250.0, 166.0)","(51.0, 95.0, 80.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 18:59:42.496812,"(6.0, 7.8, 7.38)","(3.0, 3.95, 3.875)","(51.0, 180.0, 116.66666666666666)","(4.6, 5.2, 4.7)","(21.0, 38.0, 36.15384615384615)","(5.0, 6.0, 5.747368421052632)","(19.0, 32.0, 26.235294117647058)","(5.5, 8.0, 7.75)","(101.0, 250.0, 166.0)","(51.0, 95.0, 80.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 18:59:44.082815,"(6.0, 7.8, 7.38)","(3.0, 3.95, 3.875)","(51.0, 180.0, 116.66666666666666)","(4.6, 5.2, 5.141666666666667)","(21.0, 38.0, 38.333333333333336)","(5.0, 6.0, 5.747368421052632)","(19.0, 32.0, 26.235294117647058)","(5.5, 8.0, 7.75)","(101.0, 250.0, 166.0)","(51.0, 95.0, 80.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 18:59:45.666751,"(6.0, 7.8, 7.38)","(3.0, 3.95, 3.833333333333333)","(51.0, 180.0, 112.5)","(4.6, 5.2, 5.141666666666667)","(21.0, 40.0, 37.368421052631575)","(5.0, 6.0, 5.747368421052632)","(19.0, 32.0, 26.235294117647058)","(5.5, 8.0, 7.75)","(101.0, 250.0, 166.0)","(51.0, 95.0, 79.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 18:59:47.271320,"(6.0, 7.8, 7.38)","(3.0, 3.9, 3.833333333333333)","(51.0, 180.0, 112.5)","(4.6, 5.2, 5.141666666666667)","(21.0, 40.0, 37.333333333333336)","(5.0, 6.0, 5.747368421052632)","(19.0, 32.0, 27.5)","(5.5, 8.0, 7.8999999999999995)","(101.0, 250.0, 166.0)","(51.0, 95.0, 79.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 18:59:49.124265,"(6.0, 8.6, 8.326829268292682)","(3.0, 3.9, 3.823076923076923)","(51.0, 180.0, 112.5)","(4.6, 5.2, 5.141666666666667)","(21.0, 40.0, 37.333333333333336)","(5.0, 6.0, 5.747368421052632)","(19.0, 30.0, 27.5)","(5.5, 8.2, 7.8999999999999995)","(101.0, 250.0, 166.0)","(51.0, 95.0, 79.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 18:59:51.038100,"(6.0, 8.6, 8.288888888888888)","(3.0, 3.9, 3.823076923076923)","(51.0, 180.0, 112.5)","(4.6, 5.2, 5.141666666666667)","(21.0, 40.0, 37.333333333333336)","(5.0, 6.0, 5.747368421052632)","(19.0, 30.0, 27.5)","(5.5, 8.2, 7.8999999999999995)","(101.0, 250.0, 166.0)","(51.0, 95.0, 79.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 18:59:52.688071,"(6.0, 8.6, 8.288888888888888)","(3.0, 3.9, 3.823076923076923)","(51.0, 180.0, 112.5)","(4.6, 5.2, 5.141666666666667)","(21.0, 40.0, 37.333333333333336)","(5.0, 6.0, 5.747368421052632)","(19.0, 30.0, 27.5)","(5.5, 8.2, 7.8999999999999995)","(101.0, 250.0, 166.0)","(51.0, 95.0, 79.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 18:59:54.816951,"(6.0, 8.6, 8.288888888888888)","(3.0, 3.9, 3.8428571428571425)","(51.0, 180.0, 112.5)","(4.6, 5.2, 5.141666666666667)","(21.0, 40.0, 37.333333333333336)","(5.0, 6.0, 5.747368421052632)","(19.0, 30.0, 27.5)","(5.5, 8.2, 7.8999999999999995)","(101.0, 250.0, 166.0)","(51.0, 95.0, 79.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 18:59:56.746421,"(6.0, 8.6, 8.288888888888888)","(3.0, 3.9, 3.8428571428571425)","(51.0, 180.0, 112.5)","(4.6, 5.2, 5.141666666666667)","(21.0, 40.0, 37.333333333333336)","(5.0, 6.0, 5.747368421052632)","(19.0, 30.0, 27.5)","(5.5, 8.2, 7.757894736842105)","(101.0, 250.0, 166.0)","(51.0, 95.0, 79.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 18:59:58.487215,"(6.0, 8.6, 8.288888888888888)","(3.0, 3.9, 3.827272727272727)","(51.0, 180.0, 112.5)","(4.6, 5.3, 5.182352941176471)","(21.0, 40.0, 37.333333333333336)","(5.0, 6.0, 5.747368421052632)","(19.0, 30.0, 27.5)","(5.5, 8.2, 7.757894736842105)","(101.0, 250.0, 166.0)","(51.0, 95.0, 79.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 19:00:00.149144,"(6.0, 8.6, 8.288888888888888)","(3.0, 3.9, 3.75)","(51.0, 170.0, 116.875)","(4.6, 5.3, 5.095833333333333)","(21.0, 40.0, 39.27272727272727)","(5.0, 6.0, 5.747368421052632)","(19.0, 30.0, 27.5)","(5.5, 8.2, 7.949999999999999)","(101.0, 240.0, 175.0)","(51.0, 95.0, 79.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 19:00:01.817577,"(6.0, 8.6, 8.288888888888888)","(3.0, 3.9, 3.75)","(51.0, 170.0, 116.875)","(4.6, 5.3, 5.095833333333333)","(21.0, 40.0, 37.333333333333336)","(5.0, 6.0, 5.747368421052632)","(19.0, 30.0, 27.5)","(5.5, 8.2, 7.949999999999999)","(101.0, 240.0, 170.0)","(51.0, 95.0, 79.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 19:00:03.563772,"(6.0, 8.6, 8.288888888888888)","(3.0, 3.9, 3.75)","(51.0, 160.0, 110.0)","(4.6, 5.3, 5.095833333333333)","(21.0, 40.0, 37.5)","(5.0, 6.0, 5.747368421052632)","(19.0, 30.0, 27.5)","(5.5, 8.2, 7.949999999999999)","(101.0, 230.0, 170.0)","(51.0, 95.0, 79.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 19:00:05.469038,"(6.0, 8.6, 8.288888888888888)","(3.0, 3.9, 3.75)","(51.0, 160.0, 110.0)","(4.6, 5.3, 5.0636363636363635)","(21.0, 40.0, 37.5)","(5.0, 6.0, 5.7894736842105265)","(19.0, 30.0, 27.0)","(5.5, 8.2, 7.949999999999999)","(101.0, 230.0, 182.0)","(51.0, 95.0, 79.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 19:00:07.352595,"(6.0, 8.4, 7.800000000000001)","(3.0, 3.9, 3.75)","(51.0, 160.0, 110.0)","(4.6, 5.2, 5.0636363636363635)","(21.0, 40.0, 37.5)","(5.0, 6.0, 5.7894736842105265)","(19.0, 30.0, 27.0)","(5.5, 8.2, 7.8315789473684205)","(101.0, 230.0, 182.0)","(51.0, 95.0, 79.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 19:00:09.214499,"(6.0, 8.2, 7.7384615384615385)","(3.0, 3.9, 3.75)","(51.0, 160.0, 110.0)","(4.6, 5.2, 5.0636363636363635)","(21.0, 40.0, 39.333333333333336)","(5.0, 6.0, 5.7894736842105265)","(19.0, 30.0, 27.0)","(5.5, 8.2, 7.8315789473684205)","(101.0, 230.0, 182.0)","(51.0, 95.0, 79.0)","(71.0, 95.0, 82.27272727272727)"
14-12-2022 19:00:10.852520,"(6.0, 8.0, 7.7)","(3.0, 3.9, 3.75)","(51.0, 150.0, 124.0)","(4.6, 5.1, 4.9)","(21.0, 40.0, 38.0)","(5.0, 6.0, 5.7894736842105265)","(19.0, 29.0, 27.0)","(5.5, 8.2, 7.5777777777777775)","(101.0, 230.0, 182.0)","(51.0, 85.0, 76.66666666666667)","(71.0, 95.0, 83.33333333333333)"
14-12-2022 19:00:12.610862,"(6.0, 8.0, 7.828571428571428)","(3.0, 3.9, 3.75)","(51.0, 130.0, 112.0)","(4.6, 5.1, 5.02)","(21.0, 40.0, 39.14285714285714)","(5.0, 6.0, 5.7894736842105265)","(19.0, 28.0, 26.5)","(5.5, 8.2, 7.5777777777777775)","(101.0, 230.0, 182.0)","(51.0, 85.0, 70.0)","(71.0, 95.0, 83.33333333333333)"
