,Golden Skyrocket,Deadly Rookie,Egyptian Tiger,Dundee Hornet,Pacific Rock,Bankrupt,Superior Tom,Glyos Move
05-01-2023 15:44:25.804581,"(5.0, 9.6, 8.2875)","(1.7, 1.84, 1.6906666666666665)","(14.0, 42.0, 36.705882352941174)","(14.0, 28.0, 18.833333333333332)","(12.0, 23.0, 22.5)","(31.0, 190.0, 70.0)","(6.0, 8.6, 7.45)","(12.0, 48.0, 46.285714285714285)"
05-01-2023 15:44:26.883622,"(5.0, 9.6, 8.7)","(1.7, 1.84, 1.6872727272727273)","(14.0, 42.0, 36.705882352941174)","(14.0, 28.0, 18.833333333333332)","(12.0, 23.0, 20.38235294117647)","(31.0, 190.0, 70.0)","(6.0, 8.6, 7.45)","(12.0, 48.0, 46.285714285714285)"
05-01-2023 15:44:27.938735,"(5.0, 9.6, 8.6625)","(1.7, 1.83, 1.69875)","(14.0, 40.0, 36.8)","(14.0, 28.0, 18.833333333333332)","(12.0, 22.0, 20.38235294117647)","(31.0, 190.0, 70.0)","(6.0, 8.6, 7.45)","(12.0, 48.0, 46.666666666666664)"
05-01-2023 15:44:28.922239,"(5.0, 9.6, 8.6625)","(1.7, 1.83, 1.69875)","(14.0, 40.0, 36.8)","(14.0, 28.0, 18.833333333333332)","(12.0, 22.0, 20.38235294117647)","(31.0, 190.0, 70.0)","(6.0, 8.6, 7.45)","(12.0, 48.0, 46.666666666666664)"
05-01-2023 15:44:29.910539,"(5.0, 9.6, 8.6625)","(1.7, 1.84, 1.7921951219512195)","(14.0, 40.0, 36.8)","(14.0, 28.0, 18.833333333333332)","(12.0, 22.0, 20.38235294117647)","(31.0, 190.0, 70.0)","(6.0, 8.6, 6.855172413793103)","(12.0, 48.0, 46.666666666666664)"
05-01-2023 15:44:30.961737,"(5.0, 9.6, 8.6625)","(1.7, 1.84, 1.7186666666666666)","(14.0, 40.0, 36.8)","(14.0, 28.0, 18.833333333333332)","(12.0, 22.0, 20.38235294117647)","(31.0, 190.0, 70.0)","(6.0, 8.6, 6.855172413793103)","(12.0, 48.0, 46.666666666666664)"
05-01-2023 15:44:32.036759,"(5.0, 9.6, 8.6625)","(1.7, 1.84, 1.7093333333333334)","(14.0, 40.0, 36.8)","(14.0, 28.0, 18.833333333333332)","(12.0, 22.0, 20.38235294117647)","(31.0, 190.0, 70.0)","(6.0, 8.6, 6.855172413793103)","(12.0, 48.0, 46.666666666666664)"
05-01-2023 15:44:33.081552,"(5.0, 9.6, 8.6625)","(1.7, 1.84, 1.7093333333333334)","(14.0, 44.0, 42.46153846153847)","(14.0, 28.0, 18.833333333333332)","(12.0, 22.0, 23.423076923076923)","(31.0, 190.0, 70.0)","(6.0, 8.6, 6.855172413793103)","(12.0, 48.0, 46.666666666666664)"
05-01-2023 15:44:34.186138,"(5.0, 9.6, 7.725)","(1.65, 1.84, 1.7093333333333334)","(14.0, 44.0, 42.18181818181818)","(14.0, 28.0, 18.833333333333332)","(12.0, 24.0, 20.41304347826087)","(31.0, 190.0, 70.0)","(6.0, 8.6, 6.855172413793103)","(13.0, 48.0, 46.666666666666664)"
05-01-2023 15:44:35.296543,"(5.0, 9.6, 7.725)","(1.65, 1.84, 1.7093333333333334)","(14.0, 44.0, 27.375)","(14.0, 28.0, 18.833333333333332)","(12.0, 24.0, 20.41304347826087)","(31.0, 190.0, 70.0)","(6.0, 8.6, 6.855172413793103)","(13.0, 48.0, 46.666666666666664)"
05-01-2023 15:44:36.391866,"(5.0, 9.6, 7.725)","(1.65, 1.84, 1.7175)","(14.0, 44.0, 27.714285714285715)","(14.0, 28.0, 18.833333333333332)","(12.0, 24.0, 20.41304347826087)","(31.0, 190.0, 70.0)","(6.0, 8.6, 6.957142857142856)","(13.0, 48.0, 60.72727272727273)"
05-01-2023 15:44:37.421357,"(5.0, 9.6, 7.725)","(1.65, 1.84, 1.7175)","(14.0, 42.0, 29.25)","(14.0, 28.0, 18.833333333333332)","(12.0, 24.0, 20.41304347826087)","(31.0, 190.0, 70.0)","(6.0, 8.6, 6.875)","(13.0, 70.0, 61.77777777777778)"
05-01-2023 15:44:38.458481,"(5.0, 9.6, 7.725)","(1.65, 1.84, 1.7175)","(14.0, 42.0, 35.2)","(14.0, 28.0, 18.833333333333332)","(12.0, 24.0, 20.41304347826087)","(31.0, 190.0, 70.0)","(6.0, 8.6, 6.875)","(13.0, 65.0, 60.72727272727273)"
05-01-2023 15:44:39.461102,"(5.0, 9.6, 8.1)","(1.65, 1.84, 1.7175)","(15.0, 42.0, 35.2)","(14.0, 28.0, 18.833333333333332)","(12.0, 24.0, 20.41304347826087)","(31.0, 190.0, 70.0)","(6.0, 8.6, 6.875)","(13.0, 70.0, 66.22222222222223)"
05-01-2023 15:44:40.465067,"(5.0, 9.6, 8.1)","(1.65, 1.84, 1.7175)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 24.0, 22.5)","(31.0, 190.0, 70.0)","(6.0, 8.6, 6.875)","(13.0, 70.0, 66.22222222222223)"
05-01-2023 15:44:41.540204,"(5.0, 9.6, 8.1)","(1.65, 1.84, 1.7175)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 27.0, 21.088235294117645)","(31.0, 190.0, 70.0)","(6.0, 8.6, 6.875)","(13.0, 70.0, 66.22222222222223)"
05-01-2023 15:44:42.648641,"(5.0, 9.6, 8.1)","(1.65, 1.84, 1.7175)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 23.0, 21.088235294117645)","(31.0, 190.0, 70.0)","(6.0, 8.6, 6.894736842105263)","(13.0, 70.0, 66.22222222222223)"
05-01-2023 15:44:43.770988,"(5.0, 9.6, 8.1)","(1.65, 1.84, 1.7175)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 23.0, 21.088235294117645)","(31.0, 190.0, 70.0)","(6.0, 8.6, 7.273684210526316)","(13.0, 70.0, 58.666666666666664)"
05-01-2023 15:44:44.863019,"(5.0, 9.6, 8.133333333333333)","(1.65, 1.84, 1.7175)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 23.0, 21.088235294117645)","(31.0, 190.0, 70.0)","(6.0, 8.6, 7.273684210526316)","(13.0, 70.0, 65.14285714285714)"
05-01-2023 15:44:45.934443,"(5.0, 9.6, 8.133333333333333)","(1.65, 1.84, 1.7175)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 23.0, 21.088235294117645)","(31.0, 190.0, 70.0)","(6.0, 8.6, 7.273684210526316)","(13.0, 70.0, 65.14285714285714)"
05-01-2023 15:44:47.043337,"(5.0, 9.6, 8.6375)","(1.65, 1.84, 1.7175)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 23.0, 21.088235294117645)","(31.0, 190.0, 70.0)","(6.0, 8.6, 7.273684210526316)","(13.0, 70.0, 65.14285714285714)"
05-01-2023 15:44:48.134596,"(5.0, 9.6, 8.5)","(1.65, 1.84, 1.7093333333333334)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 23.0, 21.088235294117645)","(31.0, 190.0, 70.0)","(6.0, 8.6, 7.273684210526316)","(13.0, 70.0, 65.14285714285714)"
05-01-2023 15:44:49.157855,"(5.0, 9.6, 8.5)","(1.65, 1.84, 1.7093333333333334)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 26.0, 25.269230769230766)","(31.0, 190.0, 70.0)","(6.0, 8.6, 7.25)","(13.0, 70.0, 65.14285714285714)"
05-01-2023 15:44:50.232105,"(5.0, 9.6, 8.5)","(1.65, 1.84, 1.7093333333333334)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 24.0, 20.1)","(31.0, 190.0, 70.0)","(6.0, 8.6, 7.5875)","(13.0, 70.0, 65.14285714285714)"
05-01-2023 15:44:51.240434,"(5.0, 9.6, 8.5)","(1.65, 1.83, 1.7561538461538462)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 24.0, 20.1)","(31.0, 190.0, 70.0)","(6.0, 8.6, 7.635714285714285)","(13.0, 70.0, 65.14285714285714)"
05-01-2023 15:44:52.248019,"(5.0, 9.6, 8.5)","(1.65, 1.82, 1.7325)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 24.0, 20.1)","(31.0, 190.0, 70.0)","(6.0, 8.6, 7.635714285714285)","(13.0, 70.0, 65.14285714285714)"
05-01-2023 15:44:53.227427,"(5.0, 9.6, 8.5)","(1.65, 1.82, 1.7325)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 24.0, 20.1)","(31.0, 190.0, 70.0)","(6.0, 8.6, 7.635714285714285)","(13.0, 70.0, 65.14285714285714)"
05-01-2023 15:44:54.281525,"(5.0, 9.6, 8.9125)","(1.65, 1.81, 1.73125)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 24.0, 20.1)","(31.0, 190.0, 70.0)","(6.0, 8.6, 7.635714285714285)","(13.0, 70.0, 65.14285714285714)"
05-01-2023 15:44:55.464929,"(5.0, 9.6, 8.9125)","(1.65, 1.81, 1.728)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 24.0, 20.1)","(31.0, 190.0, 70.0)","(6.0, 8.6, 7.699999999999999)","(13.0, 70.0, 65.14285714285714)"
05-01-2023 15:44:56.567313,"(5.0, 9.6, 8.9125)","(1.65, 1.8, 1.728)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 24.0, 21.088235294117645)","(31.0, 190.0, 70.0)","(6.0, 8.4, 7.300000000000001)","(13.0, 70.0, 65.14285714285714)"
05-01-2023 15:44:57.709323,"(5.0, 9.6, 8.9125)","(1.65, 1.8, 1.728)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 23.0, 21.576923076923077)","(31.0, 190.0, 70.0)","(6.0, 8.4, 7.3999999999999995)","(13.0, 70.0, 65.14285714285714)"
05-01-2023 15:44:58.758611,"(5.0, 9.6, 8.9125)","(1.65, 1.8, 1.728)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 22.0, 21.576923076923077)","(31.0, 190.0, 70.0)","(6.0, 8.2, 7.3999999999999995)","(13.0, 70.0, 65.14285714285714)"
05-01-2023 15:44:59.894811,"(5.0, 9.6, 8.9125)","(1.65, 1.8, 1.728)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 22.0, 21.576923076923077)","(31.0, 190.0, 70.0)","(6.0, 8.2, 7.3999999999999995)","(13.0, 70.0, 66.22222222222223)"
05-01-2023 15:45:01.068141,"(5.0, 9.6, 8.225)","(1.65, 1.8, 1.728)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 22.0, 21.576923076923077)","(31.0, 190.0, 70.0)","(6.0, 8.2, 7.3999999999999995)","(13.0, 70.0, 66.22222222222223)"
05-01-2023 15:45:02.184455,"(5.0, 9.6, 7.95)","(1.65, 1.8, 1.728)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 22.0, 21.576923076923077)","(31.0, 190.0, 70.0)","(6.0, 8.2, 7.3999999999999995)","(13.0, 70.0, 66.22222222222223)"
05-01-2023 15:45:03.397469,"(5.0, 9.6, 7.95)","(1.65, 1.8, 1.728)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 22.0, 19.676470588235293)","(31.0, 190.0, 70.0)","(6.0, 8.2, 7.3999999999999995)","(13.0, 70.0, 66.22222222222223)"
05-01-2023 15:45:04.616654,"(5.0, 9.6, 7.95)","(1.65, 1.8, 1.728)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 21.0, 19.676470588235293)","(31.0, 190.0, 70.0)","(6.0, 8.2, 7.966666666666666)","(13.0, 70.0, 66.22222222222223)"
05-01-2023 15:45:05.772989,"(5.0, 9.6, 7.95)","(1.65, 1.8, 1.728)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 21.0, 19.676470588235293)","(31.0, 190.0, 70.0)","(6.0, 8.2, 7.966666666666666)","(13.0, 70.0, 66.22222222222223)"
05-01-2023 15:45:07.008594,"(5.0, 9.6, 7.95)","(1.65, 1.8, 1.728)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 21.0, 19.676470588235293)","(31.0, 190.0, 70.0)","(6.0, 8.2, 7.6)","(13.0, 70.0, 66.22222222222223)"
05-01-2023 15:45:08.155604,"(5.0, 9.6, 7.95)","(1.65, 1.8, 1.728)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 21.0, 19.676470588235293)","(31.0, 190.0, 70.0)","(6.0, 8.2, 7.6)","(13.0, 70.0, 66.22222222222223)"
05-01-2023 15:45:09.258922,"(5.0, 9.6, 8.5)","(1.65, 1.8, 1.728)","(15.0, 42.0, 34.0)","(14.0, 28.0, 18.833333333333332)","(12.0, 21.0, 19.676470588235293)","(31.0, 190.0, 70.0)","(6.0, 8.2, 7.6)","(13.0, 70.0, 66.22222222222223)"
05-01-2023 15:45:10.436920,"(5.0, 9.6, 8.5)","(1.65, 1.8, 1.728)","(15.0, 42.0, 34.0)","(15.0, 28.0, 18.833333333333332)","(12.0, 21.0, 19.875)","(31.0, 190.0, 70.0)","(6.5, 8.2, 7.6)","(13.0, 70.0, 66.22222222222223)"
05-01-2023 15:45:11.536509,"(5.0, 9.6, 8.316666666666666)","(1.65, 1.77, 1.7383333333333333)","(15.0, 42.0, 34.0)","(15.0, 28.0, 18.833333333333332)","(12.0, 23.0, 22.5)","(31.0, 190.0, 70.0)","(6.5, 8.2, 8.033333333333333)","(13.0, 60.0, 57.33333333333333)"
05-01-2023 15:45:12.689859,"(5.0, 9.6, 8.316666666666666)","(1.65, 1.77, 1.7383333333333333)","(15.0, 42.0, 34.0)","(15.0, 28.0, 18.833333333333332)","(12.0, 23.0, 22.5)","(31.0, 190.0, 70.0)","(6.5, 8.2, 7.8)","(13.0, 60.0, 57.33333333333333)"
05-01-2023 15:45:13.869810,"(5.0, 9.6, 8.316666666666666)","(1.65, 1.77, 1.7383333333333333)","(15.0, 42.0, 34.0)","(15.0, 28.0, 18.833333333333332)","(12.0, 23.0, 22.5)","(31.0, 190.0, 70.0)","(6.5, 8.2, 7.8)","(13.0, 60.0, 57.33333333333333)"
05-01-2023 15:45:15.036979,"(5.0, 9.6, 8.316666666666666)","(1.65, 1.77, 1.7383333333333333)","(15.0, 42.0, 34.0)","(15.0, 28.0, 18.833333333333332)","(12.0, 23.0, 22.5)","(31.0, 190.0, 70.0)","(6.5, 8.2, 7.8)","(13.0, 60.0, 52.888888888888886)"
05-01-2023 15:45:16.078399,"(5.0, 9.6, 8.683333333333334)","(1.65, 1.77, 1.7433333333333334)","(15.0, 42.0, 34.0)","(15.0, 28.0, 18.833333333333332)","(12.0, 23.0, 22.5)","(31.0, 190.0, 70.0)","(6.5, 8.2, 7.8)","(13.0, 55.0, 52.888888888888886)"
05-01-2023 15:45:17.109608,"(5.0, 9.6, 8.683333333333334)","(1.65, 1.77, 1.7433333333333334)","(15.0, 42.0, 34.0)","(15.0, 28.0, 18.833333333333332)","(12.0, 23.0, 22.5)","(31.0, 190.0, 70.0)","(6.5, 8.2, 7.8)","(13.0, 55.0, 52.888888888888886)"
05-01-2023 15:45:18.111458,"(5.0, 9.6, 8.683333333333334)","(1.65, 1.77, 1.7433333333333334)","(15.0, 42.0, 34.0)","(15.0, 28.0, 18.833333333333332)","(12.0, 23.0, 20.38235294117647)","(31.0, 190.0, 70.0)","(6.5, 8.2, 7.43448275862069)","(13.0, 55.0, 52.888888888888886)"
05-01-2023 15:45:19.097317,"(5.0, 9.6, 8.683333333333334)","(1.65, 1.77, 1.7433333333333334)","(15.0, 42.0, 34.0)","(15.0, 28.0, 18.833333333333332)","(12.0, 22.0, 20.38235294117647)","(31.0, 190.0, 70.0)","(6.5, 8.4, 7.488888888888889)","(13.0, 55.0, 52.888888888888886)"
05-01-2023 15:45:20.085517,"(5.0, 9.6, 8.683333333333334)","(1.65, 1.77, 1.7433333333333334)","(15.0, 42.0, 34.0)","(15.0, 28.0, 18.833333333333332)","(12.0, 21.0, 20.653846153846153)","(31.0, 190.0, 70.0)","(6.5, 8.2, 7.7)","(13.0, 55.0, 52.888888888888886)"
05-01-2023 15:45:21.062428,"(5.0, 9.6, 8.683333333333334)","(1.65, 1.77, 1.7433333333333334)","(15.0, 42.0, 34.0)","(15.0, 28.0, 18.833333333333332)","(12.0, 21.0, 20.653846153846153)","(31.0, 190.0, 70.0)","(6.5, 8.0, 7.7)","(13.0, 55.0, 52.888888888888886)"
05-01-2023 15:45:22.069606,"(5.0, 9.6, 9.05)","(1.65, 1.77, 1.7433333333333334)","(15.0, 42.0, 34.44444444444444)","(15.0, 28.0, 18.833333333333332)","(12.0, 21.0, 20.653846153846153)","(31.0, 190.0, 70.0)","(6.5, 8.0, 7.2)","(13.0, 55.0, 52.888888888888886)"
05-01-2023 15:45:23.288556,"(5.0, 9.6, 9.05)","(1.65, 1.77, 1.7433333333333334)","(15.0, 42.0, 34.44444444444444)","(15.0, 28.0, 18.833333333333332)","(12.0, 21.0, 20.653846153846153)","(31.0, 190.0, 108.0)","(6.5, 8.0, 7.2)","(13.0, 55.0, 52.888888888888886)"
05-01-2023 15:45:24.322268,"(5.0, 9.6, 9.05)","(1.65, 1.77, 1.7433333333333334)","(15.0, 42.0, 34.44444444444444)","(15.0, 28.0, 18.833333333333332)","(12.0, 21.0, 18.970588235294116)","(31.0, 170.0, 57.4)","(6.5, 8.0, 7.2)","(13.0, 55.0, 66.22222222222223)"
05-01-2023 15:45:25.433678,"(5.0, 9.6, 9.05)","(1.65, 1.77, 1.7433333333333334)","(15.0, 42.0, 34.44444444444444)","(15.0, 28.0, 18.833333333333332)","(12.0, 20.0, 18.970588235294116)","(31.0, 160.0, 66.8)","(6.5, 8.0, 7.2)","(13.0, 70.0, 61.77777777777778)"
05-01-2023 15:45:26.650254,"(5.0, 9.6, 9.05)","(1.65, 1.77, 1.7433333333333334)","(15.0, 42.0, 34.44444444444444)","(15.0, 28.0, 18.833333333333332)","(12.0, 20.0, 18.970588235294116)","(31.0, 150.0, 93.0)","(6.5, 8.0, 7.766666666666667)","(13.0, 65.0, 61.77777777777778)"
05-01-2023 15:45:27.832328,"(5.0, 9.6, 9.05)","(1.65, 1.77, 1.7433333333333334)","(15.0, 42.0, 34.44444444444444)","(15.0, 28.0, 18.833333333333332)","(12.0, 20.0, 18.970588235294116)","(31.0, 140.0, 93.0)","(6.5, 8.0, 7.4)","(13.0, 65.0, 51.5)"
05-01-2023 15:45:29.000025,"(5.0, 9.6, 7.766666666666667)","(1.65, 1.77, 1.7433333333333334)","(15.0, 42.0, 34.44444444444444)","(15.0, 28.0, 18.833333333333332)","(12.0, 20.0, 18.970588235294116)","(31.0, 140.0, 93.0)","(6.5, 8.0, 7.4)","(13.0, 65.0, 51.5)"
05-01-2023 15:45:30.192987,"(5.0, 9.6, 8.133333333333333)","(1.65, 1.77, 1.7433333333333334)","(15.0, 42.0, 34.44444444444444)","(15.0, 28.0, 18.833333333333332)","(12.0, 20.0, 19.5)","(31.0, 140.0, 93.0)","(6.5, 8.0, 7.4)","(13.0, 65.0, 52.5)"
05-01-2023 15:45:31.683884,"(5.0, 9.6, 8.133333333333333)","(1.65, 1.77, 1.7433333333333334)","(15.0, 42.0, 34.44444444444444)","(15.0, 28.0, 18.833333333333332)","(12.0, 20.0, 21.194444444444443)","(31.0, 140.0, 93.0)","(6.5, 8.0, 7.4)","(13.0, 65.0, 52.5)"
05-01-2023 15:45:32.886111,"(5.0, 9.6, 8.133333333333333)","(1.65, 1.77, 1.6852941176470588)","(15.0, 42.0, 34.44444444444444)","(15.0, 28.0, 18.833333333333332)","(12.0, 23.0, 21.576923076923077)","(31.0, 140.0, 93.0)","(6.5, 8.0, 7.4)","(13.0, 65.0, 60.0)"
05-01-2023 15:45:34.107986,"(5.0, 9.6, 8.133333333333333)","(1.65, 1.77, 1.7041176470588235)","(15.0, 42.0, 34.44444444444444)","(15.0, 28.0, 18.833333333333332)","(12.0, 22.0, 21.576923076923077)","(31.0, 140.0, 93.0)","(6.5, 8.0, 7.23125)","(13.0, 65.0, 60.833333333333336)"
05-01-2023 15:45:35.430642,"(5.0, 9.6, 8.133333333333333)","(1.65, 1.77, 1.7069999999999999)","(15.0, 42.0, 34.44444444444444)","(15.0, 28.0, 18.833333333333332)","(12.0, 22.0, 21.576923076923077)","(31.0, 140.0, 61.666666666666664)","(6.5, 8.2, 7.2303030303030305)","(13.0, 65.0, 60.833333333333336)"
05-01-2023 15:45:36.584351,"(5.0, 9.6, 8.6375)","(1.65, 1.77, 1.7069999999999999)","(15.0, 42.0, 34.44444444444444)","(15.0, 28.0, 18.833333333333332)","(12.0, 22.0, 21.576923076923077)","(31.0, 140.0, 83.0)","(6.5, 8.2, 7.2303030303030305)","(13.0, 65.0, 55.625)"
05-01-2023 15:45:37.856294,"(5.0, 9.6, 8.5)","(1.65, 1.77, 1.7069999999999999)","(15.0, 42.0, 34.44444444444444)","(15.0, 28.0, 18.833333333333332)","(12.0, 22.0, 21.576923076923077)","(31.0, 120.0, 83.0)","(6.5, 8.2, 7.5)","(13.0, 65.0, 55.625)"
05-01-2023 15:45:39.017038,"(5.0, 9.6, 8.5)","(1.65, 1.77, 1.7069999999999999)","(15.0, 42.0, 34.44444444444444)","(15.0, 28.0, 18.833333333333332)","(12.0, 22.0, 19.676470588235293)","(31.0, 120.0, 83.0)","(6.5, 8.0, 7.061538461538461)","(13.0, 65.0, 55.625)"
05-01-2023 15:45:40.043878,"(5.0, 9.6, 8.5)","(1.65, 1.77, 1.7069999999999999)","(15.0, 42.0, 34.44444444444444)","(15.0, 28.0, 18.833333333333332)","(12.0, 21.0, 19.676470588235293)","(31.0, 120.0, 83.0)","(6.5, 7.8, 7.3)","(13.0, 65.0, 55.625)"
05-01-2023 15:45:41.159289,"(5.0, 9.6, 8.5)","(1.65, 1.77, 1.7069999999999999)","(15.0, 42.0, 32.857142857142854)","(15.0, 28.0, 20.5)","(12.0, 21.0, 19.676470588235293)","(31.0, 120.0, 83.0)","(6.5, 7.6, 7.1)","(13.0, 65.0, 55.625)"
05-01-2023 15:45:42.172503,"(5.0, 9.6, 8.5)","(1.65, 1.77, 1.7069999999999999)","(15.0, 42.0, 33.46666666666667)","(15.0, 28.0, 20.38095238095238)","(12.0, 21.0, 19.676470588235293)","(31.0, 120.0, 95.33333333333334)","(6.5, 7.6, 7.1)","(13.0, 65.0, 55.625)"
05-01-2023 15:45:43.209934,"(5.0, 9.6, 8.9125)","(1.65, 1.77, 1.7069999999999999)","(15.0, 42.0, 33.46666666666667)","(15.0, 28.0, 20.38095238095238)","(12.0, 21.0, 19.676470588235293)","(31.0, 120.0, 57.38461538461539)","(6.5, 7.6, 6.85)","(13.0, 65.0, 55.625)"
05-01-2023 15:45:44.252708,"(5.0, 9.2, 8.872727272727273)","(1.65, 1.77, 1.7069999999999999)","(15.0, 42.0, 36.666666666666664)","(15.0, 28.0, 20.38095238095238)","(12.0, 21.0, 19.0)","(31.0, 120.0, 57.38461538461539)","(6.5, 7.6, 6.85)","(13.0, 65.0, 55.625)"
05-01-2023 15:45:45.300966,"(5.0, 9.2, 8.872727272727273)","(1.65, 1.77, 1.7069999999999999)","(15.0, 42.0, 28.666666666666668)","(15.0, 28.0, 20.38095238095238)","(12.0, 21.0, 22.055555555555557)","(31.0, 120.0, 57.38461538461539)","(6.5, 7.6, 6.85)","(13.0, 65.0, 55.625)"
05-01-2023 15:45:46.408723,"(5.0, 9.2, 8.872727272727273)","(1.65, 1.77, 1.7069999999999999)","(15.0, 42.0, 31.09090909090909)","(15.0, 28.0, 20.38095238095238)","(12.0, 24.0, 22.454545454545453)","(31.0, 120.0, 57.38461538461539)","(6.5, 7.6, 6.85)","(13.0, 65.0, 55.625)"
05-01-2023 15:45:47.558151,"(5.0, 9.2, 8.872727272727273)","(1.65, 1.77, 1.7069999999999999)","(15.0, 42.0, 31.09090909090909)","(15.0, 28.0, 20.38095238095238)","(12.0, 23.0, 22.454545454545453)","(31.0, 120.0, 57.38461538461539)","(6.5, 7.6, 6.85)","(13.0, 65.0, 55.625)"
05-01-2023 15:45:48.721277,"(5.0, 9.2, 8.872727272727273)","(1.65, 1.77, 1.7069999999999999)","(15.0, 42.0, 31.09090909090909)","(15.0, 28.0, 20.38095238095238)","(12.0, 23.0, 22.454545454545453)","(31.0, 120.0, 57.38461538461539)","(6.5, 7.6, 6.85)","(13.0, 65.0, 55.625)"
05-01-2023 15:45:49.841936,"(5.0, 9.2, 8.17142857142857)","(1.65, 1.77, 1.6928571428571428)","(15.0, 42.0, 35.68421052631579)","(15.0, 28.0, 20.38095238095238)","(12.0, 23.0, 22.454545454545453)","(31.0, 120.0, 57.38461538461539)","(6.5, 7.6, 6.85)","(13.0, 65.0, 55.625)"
05-01-2023 15:45:50.953195,"(5.0, 9.2, 8.654545454545454)","(1.65, 1.75, 1.74)","(15.0, 42.0, 35.68421052631579)","(15.0, 28.0, 21.391304347826086)","(12.0, 23.0, 22.454545454545453)","(31.0, 120.0, 57.38461538461539)","(6.5, 7.6, 6.85)","(13.0, 65.0, 55.625)"
05-01-2023 15:45:52.352084,"(5.0, 9.2, 8.654545454545454)","(1.65, 1.75, 1.740909090909091)","(15.0, 42.0, 35.68421052631579)","(15.0, 28.0, 21.142857142857142)","(12.0, 23.0, 22.454545454545453)","(31.0, 120.0, 57.38461538461539)","(6.5, 7.6, 7.0)","(13.0, 65.0, 55.625)"
05-01-2023 15:45:53.554769,"(5.0, 9.2, 8.654545454545454)","(1.65, 1.75, 1.740909090909091)","(15.0, 42.0, 35.68421052631579)","(15.0, 28.0, 21.454545454545453)","(12.0, 23.0, 20.333333333333332)","(31.0, 120.0, 57.38461538461539)","(6.5, 7.6, 7.0)","(13.0, 65.0, 55.625)"
05-01-2023 15:45:54.769632,"(5.0, 9.2, 8.654545454545454)","(1.65, 1.75, 1.740909090909091)","(15.0, 42.0, 35.68421052631579)","(15.0, 28.0, 21.454545454545453)","(12.0, 22.0, 20.333333333333332)","(31.0, 120.0, 57.38461538461539)","(6.5, 7.6, 7.0)","(13.0, 65.0, 55.625)"
05-01-2023 15:45:56.287307,"(5.0, 9.2, 8.654545454545454)","(1.65, 1.75, 1.7349999999999999)","(15.0, 42.0, 35.68421052631579)","(15.0, 28.0, 21.7)","(12.0, 22.0, 20.333333333333332)","(31.0, 120.0, 58.333333333333336)","(6.5, 7.6, 7.022222222222222)","(13.0, 65.0, 52.5)"
05-01-2023 15:45:57.649065,"(5.0, 9.2, 8.17142857142857)","(1.65, 1.75, 1.7349999999999999)","(15.0, 42.0, 35.68421052631579)","(15.0, 28.0, 21.7)","(12.0, 22.0, 20.333333333333332)","(31.0, 120.0, 58.333333333333336)","(6.5, 7.6, 7.1125)","(13.0, 70.0, 56.66666666666667)"
05-01-2023 15:45:58.963305,"(5.0, 9.2, 8.654545454545454)","(1.65, 1.75, 1.7349999999999999)","(15.0, 42.0, 35.68421052631579)","(15.0, 28.0, 21.7)","(12.0, 22.0, 20.333333333333332)","(31.0, 120.0, 58.333333333333336)","(6.5, 7.6, 7.1125)","(13.0, 60.0, 56.66666666666667)"
