,Sweet Obsidian,Invisible Light,Team Staffing,Down Under Boy,Awe Shanks,Beans Multi,Dessert Girl,Arkansas Red
11-01-2023 21:40:54.178326,"(3.9, 7.2, 4.408333333333333)","(3.4, 5.9, 3.8000000000000003)","(9.0, 19.5, 11.58)","(3.2, 5.2, 3.64)","(5.5, 9.4, 6.066666666666667)","(31.0, 80.0, 73.625)","(18.0, 55.0, 28.75)","(12.0, 30.0, 17.25)"
11-01-2023 21:40:55.392864,"(3.9, 7.2, 4.408333333333333)","(3.4, 5.9, 3.8000000000000003)","(9.0, 19.5, 11.58)","(3.2, 5.2, 3.64)","(5.5, 9.4, 6.066666666666667)","(31.0, 80.0, 73.625)","(18.0, 55.0, 28.75)","(12.0, 30.0, 17.25)"
11-01-2023 21:40:56.523047,"(3.9, 7.2, 4.408333333333333)","(3.4, 5.9, 3.8000000000000003)","(9.0, 19.5, 11.58)","(3.2, 5.2, 3.64)","(5.5, 9.4, 6.066666666666667)","(31.0, 80.0, 73.625)","(18.0, 55.0, 28.75)","(12.0, 30.0, 17.25)"
11-01-2023 21:40:57.749590,"(3.9, 7.2, 4.408333333333333)","(3.4, 5.9, 3.8000000000000003)","(9.0, 19.5, 11.58)","(3.2, 5.2, 3.64)","(5.5, 9.4, 6.066666666666667)","(31.0, 80.0, 73.625)","(18.0, 55.0, 28.75)","(12.0, 30.0, 17.25)"
11-01-2023 21:40:59.062480,"(3.9, 7.2, 4.408333333333333)","(3.4, 5.9, 3.8000000000000003)","(9.0, 19.5, 11.58)","(3.2, 5.2, 3.64)","(5.5, 9.4, 6.066666666666667)","(31.0, 80.0, 73.625)","(18.0, 55.0, 28.75)","(12.0, 30.0, 17.25)"
11-01-2023 21:41:00.281636,"(3.9, 7.2, 4.408333333333333)","(3.4, 5.9, 3.8000000000000003)","(9.0, 19.5, 11.58)","(3.2, 5.2, 3.64)","(5.5, 9.4, 6.066666666666667)","(31.0, 80.0, 73.625)","(18.0, 55.0, 28.75)","(12.0, 30.0, 17.25)"
11-01-2023 21:41:01.468371,"(3.9, 7.2, 4.408333333333333)","(3.4, 5.9, 3.8000000000000003)","(9.0, 19.5, 11.58)","(3.2, 5.2, 3.64)","(5.5, 9.4, 6.066666666666667)","(31.0, 80.0, 73.625)","(18.0, 55.0, 28.75)","(12.0, 30.0, 17.25)"
11-01-2023 21:41:02.643037,"(3.9, 7.2, 4.408333333333333)","(3.4, 5.9, 3.8000000000000003)","(9.0, 19.5, 11.58)","(3.2, 5.2, 3.64)","(5.5, 9.4, 6.066666666666667)","(31.0, 80.0, 73.625)","(18.0, 55.0, 28.75)","(12.0, 30.0, 17.25)"
11-01-2023 21:41:03.732849,"(3.9, 7.2, 4.408333333333333)","(3.4, 5.9, 3.8000000000000003)","(9.0, 19.5, 11.58)","(3.2, 5.2, 3.64)","(5.5, 9.4, 6.066666666666667)","(31.0, 80.0, 73.625)","(18.0, 55.0, 28.75)","(12.0, 30.0, 17.25)"
11-01-2023 21:41:04.799641,"(3.9, 7.2, 4.408333333333333)","(3.4, 5.9, 3.8000000000000003)","(9.0, 19.5, 11.58)","(3.2, 5.2, 3.64)","(5.5, 9.4, 6.066666666666667)","(31.0, 80.0, 73.625)","(18.0, 55.0, 28.75)","(12.0, 30.0, 17.25)"
11-01-2023 21:41:05.815906,"(3.9, 7.2, 4.408333333333333)","(3.4, 5.9, 3.8000000000000003)","(9.0, 19.5, 11.58)","(3.2, 5.2, 3.445)","(5.5, 9.4, 6.300000000000001)","(31.0, 80.0, 61.199999999999996)","(18.0, 55.0, 27.0)","(12.0, 30.0, 21.5)"
11-01-2023 21:41:06.801402,"(3.9, 6.8, 4.5875)","(3.4, 5.7, 4.933333333333334)","(9.0, 18.5, 11.825)","(3.2, 5.2, 3.445)","(5.5, 9.0, 6.0)","(31.0, 75.0, 61.199999999999996)","(18.0, 48.0, 27.0)","(12.0, 30.0, 17.25)"
11-01-2023 21:41:07.882773,"(3.9, 6.8, 4.271428571428571)","(3.4, 5.5, 3.9625000000000004)","(9.0, 18.5, 11.825)","(3.2, 5.0, 4.225)","(5.5, 9.0, 7.4)","(31.0, 75.0, 61.199999999999996)","(18.0, 48.0, 27.0)","(12.0, 30.0, 14.76923076923077)"
11-01-2023 21:41:08.992739,"(3.9, 7.2, 4.107692307692308)","(3.4, 5.7, 3.50375)","(9.0, 18.5, 10.094444444444445)","(3.2, 5.2, 3.64)","(5.5, 9.4, 6.25)","(31.0, 75.0, 52.0)","(18.0, 48.0, 26.0)","(12.0, 30.0, 14.76923076923077)"
11-01-2023 21:41:10.180848,"(3.9, 6.6, 6.1875)","(3.4, 5.6, 3.50375)","(9.0, 18.5, 10.094444444444445)","(3.2, 5.2, 3.64)","(5.5, 8.8, 6.08)","(31.0, 75.0, 52.0)","(18.0, 44.0, 26.0)","(12.0, 30.0, 17.625)"
11-01-2023 21:41:11.430932,"(3.9, 6.6, 4.575)","(3.4, 5.5, 4.475)","(9.0, 18.0, 13.8)","(3.2, 5.2, 3.64)","(5.5, 8.8, 6.08)","(31.0, 75.0, 52.0)","(18.0, 44.0, 26.0)","(12.0, 30.0, 15.23076923076923)"
11-01-2023 21:41:12.604732,"(3.9, 6.6, 4.575)","(3.4, 5.5, 4.475)","(9.0, 18.0, 16.9)","(3.2, 5.2, 3.64)","(5.5, 8.8, 5.491891891891893)","(31.0, 75.0, 52.0)","(18.0, 44.0, 22.18181818181818)","(12.0, 30.0, 15.23076923076923)"
11-01-2023 21:41:13.812234,"(3.9, 6.6, 6.310714285714285)","(3.4, 5.5, 4.475)","(9.0, 18.0, 13.7)","(3.2, 5.2, 3.64)","(5.5, 8.8, 5.491891891891893)","(31.0, 75.0, 52.0)","(18.0, 44.0, 22.18181818181818)","(12.0, 30.0, 15.23076923076923)"
11-01-2023 21:41:14.986370,"(3.9, 6.6, 4.6125)","(3.4, 5.5, 4.475)","(9.0, 18.0, 13.7)","(3.2, 5.2, 3.64)","(5.5, 8.8, 5.491891891891893)","(31.0, 75.0, 52.0)","(18.0, 44.0, 22.18181818181818)","(12.0, 30.0, 15.23076923076923)"
11-01-2023 21:41:16.175820,"(3.9, 6.6, 4.6125)","(3.4, 5.5, 4.475)","(9.0, 18.0, 13.7)","(3.2, 5.2, 3.64)","(5.5, 8.8, 5.491891891891893)","(31.0, 75.0, 52.0)","(18.0, 44.0, 22.18181818181818)","(12.0, 30.0, 15.23076923076923)"
11-01-2023 21:41:17.335513,"(3.9, 6.6, 4.6125)","(3.4, 5.5, 4.475)","(9.0, 18.0, 15.133333333333333)","(3.2, 5.2, 3.64)","(5.5, 8.8, 5.491891891891893)","(31.0, 75.0, 52.0)","(18.0, 44.0, 22.18181818181818)","(12.0, 30.0, 15.23076923076923)"
11-01-2023 21:41:18.565512,"(3.9, 6.6, 4.6125)","(3.4, 5.5, 4.475)","(9.0, 18.0, 13.8)","(3.2, 5.2, 3.64)","(5.5, 8.8, 5.491891891891893)","(31.0, 75.0, 52.0)","(18.0, 44.0, 29.88235294117647)","(12.0, 30.0, 17.5)"
11-01-2023 21:41:19.738545,"(3.9, 6.6, 4.6125)","(3.4, 5.5, 5.0)","(9.0, 18.0, 13.8)","(3.2, 5.2, 3.64)","(5.5, 8.8, 5.491891891891893)","(31.0, 75.0, 52.0)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 17.5)"
11-01-2023 21:41:20.903313,"(3.9, 6.6, 4.6125)","(3.4, 5.5, 5.430357142857143)","(9.0, 18.0, 13.8)","(3.2, 5.2, 3.64)","(5.5, 8.8, 6.15)","(31.0, 75.0, 52.0)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 17.5)"
11-01-2023 21:41:22.067626,"(3.9, 6.6, 6.287999999999999)","(3.4, 5.5, 5.228571428571429)","(9.0, 18.0, 13.8)","(3.2, 5.2, 3.64)","(5.5, 8.4, 6.1)","(31.0, 75.0, 52.0)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 15.076923076923077)"
11-01-2023 21:41:23.280338,"(3.9, 6.6, 4.725)","(3.4, 5.5, 5.228571428571429)","(9.0, 18.0, 13.8)","(3.2, 5.2, 3.6875)","(5.5, 8.2, 8.110526315789473)","(31.0, 75.0, 45.099999999999994)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 15.076923076923077)"
11-01-2023 21:41:24.438354,"(3.9, 6.6, 4.725)","(3.4, 5.5, 4.575)","(9.0, 18.0, 13.8)","(3.2, 5.0, 3.6875)","(5.5, 8.6, 8.110526315789473)","(31.0, 75.0, 45.099999999999994)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 15.076923076923077)"
11-01-2023 21:41:25.738393,"(3.9, 6.6, 4.725)","(3.4, 5.5, 4.575)","(9.0, 18.0, 13.8)","(3.2, 5.1, 4.811999999999999)","(5.5, 8.2, 7.4)","(31.0, 75.0, 44.333333333333336)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 15.076923076923077)"
11-01-2023 21:41:27.072998,"(3.9, 6.6, 4.725)","(3.4, 5.5, 4.575)","(9.0, 18.0, 13.8)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 7.188235294117646)","(31.0, 75.0, 44.333333333333336)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 15.076923076923077)"
11-01-2023 21:41:28.352097,"(3.9, 6.6, 4.725)","(3.4, 5.5, 4.575)","(9.0, 18.0, 13.8)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.6, 8.120000000000001)","(31.0, 75.0, 41.75)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 17.5)"
11-01-2023 21:41:29.590923,"(3.9, 6.6, 4.725)","(3.4, 5.5, 4.575)","(9.0, 18.0, 13.8)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 65.0, 41.75)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 15.538461538461538)"
11-01-2023 21:41:30.778237,"(3.9, 6.6, 6.225)","(3.4, 5.5, 4.575)","(9.0, 18.0, 13.8)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 65.0, 41.75)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 15.538461538461538)"
11-01-2023 21:41:31.944544,"(3.9, 6.6, 4.875)","(3.4, 5.5, 4.575)","(9.0, 18.0, 13.8)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 65.0, 41.75)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 20.285714285714285)"
11-01-2023 21:41:33.095776,"(3.9, 6.6, 4.875)","(3.4, 5.5, 4.575)","(9.0, 18.0, 13.8)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 60.0, 40.5)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 20.636363636363637)"
11-01-2023 21:41:34.257573,"(3.9, 6.6, 4.875)","(3.4, 5.5, 4.575)","(9.0, 18.0, 13.8)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 60.0, 38.333333333333336)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 22.9375)"
11-01-2023 21:41:35.391495,"(3.9, 6.6, 6.469090909090909)","(3.4, 5.5, 4.575)","(9.0, 18.0, 13.8)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 60.0, 39.25)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 22.9375)"
11-01-2023 21:41:36.520411,"(3.9, 6.6, 4.875)","(3.4, 5.5, 4.575)","(9.0, 18.0, 13.8)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 55.0, 39.25)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 22.9375)"
11-01-2023 21:41:37.646736,"(3.9, 6.6, 4.875)","(3.4, 5.5, 4.575)","(9.0, 18.0, 13.8)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 55.0, 37.5)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 22.9375)"
11-01-2023 21:41:38.742082,"(3.9, 6.6, 4.875)","(3.4, 5.5, 5.376666666666667)","(9.0, 18.0, 13.8)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 55.0, 38.0)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 18.0)"
11-01-2023 21:41:39.838973,"(3.9, 6.6, 5.4)","(3.4, 5.4, 4.575)","(9.0, 17.5, 15.524999999999999)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 50.0, 38.0)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 19.666666666666664)"
11-01-2023 21:41:41.002557,"(3.9, 6.6, 5.775)","(3.4, 5.2, 4.804545454545455)","(9.0, 17.5, 15.524999999999999)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 50.0, 37.5)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:41:42.087833,"(3.9, 6.6, 4.9941176470588236)","(3.4, 5.2, 4.517647058823529)","(9.0, 17.5, 13.437142857142856)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 48.0, 37.5)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:41:43.226669,"(3.9, 6.6, 5.7875)","(3.4, 5.0, 4.6875)","(9.0, 17.5, 10.205263157894738)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 48.0, 37.5)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:41:44.315711,"(3.9, 6.6, 4.835714285714285)","(3.4, 5.0, 4.6875)","(9.0, 17.5, 10.205263157894738)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 48.0, 37.5)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:41:45.428763,"(3.9, 6.6, 4.835714285714285)","(3.4, 5.0, 4.6875)","(9.0, 17.5, 10.205263157894738)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 46.0, 37.0)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:41:46.606509,"(3.9, 6.6, 4.835714285714285)","(3.4, 5.0, 4.6875)","(9.0, 17.5, 10.205263157894738)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 46.0, 37.0)","(18.0, 44.0, 30.666666666666664)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:41:47.826822,"(3.9, 6.6, 4.835714285714285)","(3.4, 5.0, 4.5)","(9.0, 17.5, 10.205263157894738)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 46.0, 37.0)","(18.0, 44.0, 27.076923076923077)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:41:49.021308,"(3.9, 6.6, 4.835714285714285)","(3.4, 5.0, 4.5)","(9.0, 17.5, 10.205263157894738)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 46.0, 36.5)","(18.0, 44.0, 30.25)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:41:50.200254,"(3.9, 6.6, 4.835714285714285)","(3.4, 5.0, 4.5)","(9.0, 17.5, 10.205263157894738)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 44.0, 36.5)","(18.0, 44.0, 30.25)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:41:51.400093,"(3.9, 6.6, 5.423809523809524)","(3.4, 5.0, 4.5)","(9.0, 17.5, 10.205263157894738)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 44.0, 36.5)","(18.0, 44.0, 31.058823529411764)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:41:52.602007,"(3.9, 6.6, 5.776666666666666)","(3.4, 5.0, 4.5)","(9.0, 17.5, 10.205263157894738)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 31.058823529411764)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:41:53.764885,"(3.9, 6.6, 6.106)","(3.4, 5.0, 4.5)","(9.0, 17.5, 10.205263157894738)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 31.058823529411764)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:41:54.996035,"(3.9, 6.6, 6.106)","(3.4, 4.8, 4.305882352941176)","(9.0, 17.5, 10.205263157894738)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 31.058823529411764)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:41:56.135515,"(3.9, 6.6, 6.106)","(3.4, 4.8, 4.305882352941176)","(9.0, 17.5, 10.205263157894738)","(3.2, 5.1, 3.7800000000000002)","(5.5, 8.4, 8.120000000000001)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 31.058823529411764)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:41:57.300152,"(3.9, 6.6, 6.106)","(3.4, 4.8, 4.305882352941176)","(9.0, 17.5, 10.205263157894738)","(3.2, 5.1, 3.615)","(5.5, 8.4, 8.120000000000001)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 31.058823529411764)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:41:58.436330,"(3.9, 6.6, 6.195744680851064)","(3.4, 4.8, 4.305882352941176)","(9.0, 17.5, 11.928571428571429)","(3.2, 5.1, 3.615)","(5.5, 8.4, 8.120000000000001)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 31.058823529411764)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:41:59.624946,"(3.9, 6.6, 6.195744680851064)","(3.4, 4.8, 4.027941176470589)","(9.0, 17.5, 11.81578947368421)","(3.2, 5.1, 3.615)","(5.5, 8.4, 8.120000000000001)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 31.058823529411764)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:42:00.798226,"(3.9, 6.6, 6.195744680851064)","(3.4, 4.8, 4.027941176470589)","(9.0, 17.5, 11.81578947368421)","(3.2, 5.1, 3.615)","(5.5, 8.4, 8.120000000000001)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 31.058823529411764)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:42:01.977546,"(3.9, 6.6, 6.195744680851064)","(3.4, 4.8, 4.027941176470589)","(9.0, 17.5, 11.81578947368421)","(3.2, 5.0, 3.609090909090909)","(5.5, 8.4, 8.120000000000001)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 31.058823529411764)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:42:03.137836,"(3.9, 6.6, 6.195744680851064)","(3.4, 4.8, 4.027941176470589)","(9.0, 17.5, 11.81578947368421)","(3.2, 4.0, 3.9125)","(5.5, 8.4, 8.120000000000001)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 31.058823529411764)","(12.0, 28.0, 22.642857142857142)"
11-01-2023 21:42:04.240588,"(3.9, 6.6, 5.652631578947368)","(3.4, 4.8, 4.027941176470589)","(9.0, 17.5, 13.375)","(3.2, 4.0, 3.9461538461538463)","(5.5, 8.4, 7.75)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 32.888888888888886)","(12.0, 28.0, 20.333333333333332)"
11-01-2023 21:42:05.430767,"(3.9, 6.6, 5.054545454545455)","(3.4, 4.8, 4.027941176470589)","(9.0, 17.5, 13.375)","(3.2, 4.0, 3.65)","(5.5, 8.4, 7.880000000000001)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 32.888888888888886)","(12.0, 28.0, 21.1)"
11-01-2023 21:42:06.553564,"(3.9, 6.6, 5.054545454545455)","(3.4, 4.8, 4.027941176470589)","(9.0, 17.5, 12.763157894736842)","(3.2, 4.0, 3.5482758620689654)","(5.5, 8.4, 8.057142857142857)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 31.333333333333332)","(12.0, 28.0, 21.05263157894737)"
11-01-2023 21:42:07.763506,"(3.9, 6.6, 5.054545454545455)","(3.4, 4.8, 4.027941176470589)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.9, 3.4749999999999996)","(5.5, 8.4, 7.800000000000001)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 32.75)","(12.0, 28.0, 21.0)"
11-01-2023 21:42:08.921208,"(3.9, 6.6, 5.054545454545455)","(3.4, 4.8, 4.027941176470589)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.5961538461538463)","(5.5, 8.4, 7.800000000000001)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 21.0)"
11-01-2023 21:42:10.109517,"(3.9, 6.6, 5.054545454545455)","(3.4, 4.8, 4.02)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.5961538461538463)","(5.5, 8.4, 7.800000000000001)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 21.0)"
11-01-2023 21:42:11.283230,"(3.9, 6.6, 5.054545454545455)","(3.4, 4.8, 4.02)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.5961538461538463)","(5.5, 8.4, 7.800000000000001)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 22.272727272727273)"
11-01-2023 21:42:12.458914,"(3.9, 6.6, 5.97037037037037)","(3.4, 4.8, 4.02)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.4375)","(5.5, 8.4, 8.155555555555555)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 21.666666666666668)"
11-01-2023 21:42:13.646830,"(3.9, 6.6, 5.97037037037037)","(3.4, 4.8, 3.9193548387096775)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.4375)","(5.5, 8.4, 8.155555555555555)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 21.666666666666668)"
11-01-2023 21:42:14.912951,"(3.9, 6.6, 5.97037037037037)","(3.4, 4.8, 3.9193548387096775)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.4375)","(5.5, 8.4, 8.155555555555555)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 21.666666666666668)"
11-01-2023 21:42:16.148374,"(3.9, 6.6, 6.2046511627906975)","(3.4, 4.8, 3.9193548387096775)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.4375)","(5.5, 8.4, 8.155555555555555)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 21.666666666666668)"
11-01-2023 21:42:17.318916,"(3.9, 6.6, 5.1454545454545455)","(3.4, 4.8, 3.9193548387096775)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.4375)","(5.5, 8.4, 8.155555555555555)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 21.2)"
11-01-2023 21:42:18.501458,"(3.9, 6.6, 5.1454545454545455)","(3.4, 4.8, 3.9193548387096775)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.4375)","(5.5, 8.4, 8.155555555555555)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 22.333333333333332)"
11-01-2023 21:42:19.718061,"(3.9, 6.6, 5.1454545454545455)","(3.4, 4.8, 3.9193548387096775)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.4375)","(5.5, 8.4, 8.155555555555555)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 22.333333333333332)"
11-01-2023 21:42:20.865378,"(3.9, 6.6, 5.1454545454545455)","(3.4, 4.8, 3.9193548387096775)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.56)","(5.5, 8.4, 8.155555555555555)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 22.333333333333332)"
11-01-2023 21:42:22.068231,"(3.9, 6.6, 5.1454545454545455)","(3.4, 4.8, 3.9193548387096775)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.95, 3.7847826086956524)","(5.5, 8.4, 8.155555555555555)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 22.333333333333332)"
11-01-2023 21:42:23.307657,"(3.9, 6.6, 5.1454545454545455)","(3.4, 4.8, 3.9193548387096775)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.7272727272727275)","(5.5, 8.4, 8.155555555555555)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 22.333333333333332)"
11-01-2023 21:42:24.466361,"(3.9, 6.6, 5.1454545454545455)","(3.4, 4.8, 3.9193548387096775)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.7272727272727275)","(5.5, 8.4, 8.155555555555555)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 22.333333333333332)"
11-01-2023 21:42:25.671865,"(3.9, 6.6, 5.1454545454545455)","(3.4, 4.8, 3.9193548387096775)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.7272727272727275)","(5.5, 8.4, 8.155555555555555)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 22.333333333333332)"
11-01-2023 21:42:26.775738,"(3.9, 6.6, 5.1454545454545455)","(3.4, 4.8, 3.9193548387096775)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.7272727272727275)","(5.5, 8.4, 8.155555555555555)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 22.333333333333332)"
11-01-2023 21:42:27.923363,"(3.9, 6.6, 5.1454545454545455)","(3.4, 4.8, 3.9193548387096775)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.7272727272727275)","(5.5, 8.4, 8.155555555555555)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 22.333333333333332)"
11-01-2023 21:42:29.099569,"(3.9, 6.6, 5.1454545454545455)","(3.4, 4.8, 3.9193548387096775)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.7272727272727275)","(5.5, 8.4, 8.155555555555555)","(31.0, 44.0, 35.42857142857143)","(18.0, 44.0, 33.411764705882355)","(12.0, 28.0, 22.333333333333332)"
11-01-2023 21:42:30.256656,"(3.9, 6.6, 5.1454545454545455)","(3.4, 4.8, 3.9193548387096775)","(9.0, 17.5, 14.038461538461538)","(3.2, 3.85, 3.7272727272727275)","(6.0, 8.4, 8.155555555555555)","(31.0, 44.0, 35.42857142857143)","(19.0, 44.0, 33.411764705882355)","(13.0, 28.0, 22.333333333333332)"
