,Big Brew,Smiling Spaniard,Jaggers Lady,Myola Red Boy,All Inn Maggie,Mr Deeds,Speedy Muffin,Slingshot Bruno
09-01-2023 16:27:22.866341,"(3.4, 7.4, 4.15)","(6.5, 7.6, 6.183333333333334)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 468.3333333333333)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.611111111111111)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.77)"
09-01-2023 16:27:23.929163,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.183333333333334)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 468.3333333333333)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.611111111111111)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.77)"
09-01-2023 16:27:25.017326,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 468.3333333333333)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.375)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.77)"
09-01-2023 16:27:26.098029,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 468.3333333333333)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.375)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.932)"
09-01-2023 16:27:27.144889,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 468.3333333333333)","(18.0, 55.0, 27.0)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 26.9375)","(2.6, 4.1, 2.932)"
09-01-2023 16:27:28.166389,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 468.3333333333333)","(18.0, 55.0, 27.0)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 26.9375)","(2.6, 4.1, 2.932)"
09-01-2023 16:27:29.102658,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 341.15384615384613)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.1, 2.932)"
09-01-2023 16:27:30.313464,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 341.15384615384613)","(18.0, 55.0, 27.0)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 26.9375)","(2.6, 4.1, 2.932)"
09-01-2023 16:27:31.392653,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 341.15384615384613)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.1, 2.932)"
09-01-2023 16:27:32.433693,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 341.15384615384613)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.1, 2.932)"
09-01-2023 16:27:33.461472,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 341.15384615384613)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.75)","(12.0, 29.0, 26.9375)","(2.6, 4.3, 2.691875)"
09-01-2023 16:27:34.671241,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 341.15384615384613)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.835)"
09-01-2023 16:27:35.944994,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 379.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.835)"
09-01-2023 16:27:36.943018,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 379.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.835)"
09-01-2023 16:27:37.988538,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 379.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.835)"
09-01-2023 16:27:39.024697,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 379.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.932)"
09-01-2023 16:27:40.104080,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 383.5)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.1, 2.932)"
09-01-2023 16:27:41.149432,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 383.5)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.1, 2.932)"
09-01-2023 16:27:42.252717,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 383.5)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.1, 2.932)"
09-01-2023 16:27:43.306304,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 383.5)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 24.875)","(2.6, 4.1, 2.932)"
09-01-2023 16:27:44.327931,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 359.1666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 24.875)","(2.6, 4.1, 2.912)"
09-01-2023 16:27:45.306755,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 359.1666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 24.875)","(2.6, 4.0, 2.912)"
09-01-2023 16:27:46.283061,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 359.1666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 5.25)","(12.0, 29.0, 24.875)","(2.6, 4.0, 2.912)"
09-01-2023 16:27:47.281436,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 359.1666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 24.875)","(2.6, 4.0, 2.912)"
09-01-2023 16:27:48.370037,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 359.1666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 24.875)","(2.6, 4.0, 2.912)"
09-01-2023 16:27:49.421189,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 359.1666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 24.875)","(2.6, 4.0, 2.912)"
09-01-2023 16:27:50.490348,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 359.1666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 24.875)","(2.6, 4.0, 2.912)"
09-01-2023 16:27:51.517527,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 359.1666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 24.875)","(2.6, 4.0, 2.912)"
09-01-2023 16:27:52.518200,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 359.1666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 24.875)","(2.6, 4.0, 2.912)"
09-01-2023 16:27:53.656076,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 441.0)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 24.875)","(2.6, 4.3, 2.691875)"
09-01-2023 16:27:54.710839,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 441.0)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 24.875)","(2.6, 4.3, 2.7600000000000002)"
09-01-2023 16:27:55.880912,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 441.0)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:27:56.959514,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 357.6666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:27:58.070618,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 357.6666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:27:59.183872,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 357.6666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:00.204361,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 357.6666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:01.315474,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 357.6666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:02.324046,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 357.6666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:03.369349,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 357.6666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:04.410131,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 357.6666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:05.485280,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 357.6666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 5.25)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:06.591720,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 357.6666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:07.657096,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 357.6666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:08.570332,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 357.6666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 5.25)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:09.580738,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 357.6666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:10.658001,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 357.6666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:11.817223,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 357.6666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:12.924206,"(3.4, 7.4, 4.052173913043478)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 357.6666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:14.239345,"(3.4, 7.4, 4.075)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 357.6666666666667)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.75)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:15.576572,"(3.4, 7.2, 5.375)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 441.0)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:16.648367,"(3.4, 7.2, 5.375)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 441.0)","(18.0, 55.0, 30.9375)","(4.8, 9.0, 5.416666666666667)","(12.0, 29.0, 24.875)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:17.766256,"(3.4, 7.2, 5.375)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 520.0, 441.0)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:18.825834,"(3.4, 7.2, 5.35)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 510.0, 458.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:19.934527,"(3.4, 7.2, 5.592857142857143)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 510.0, 458.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:21.010587,"(3.4, 7.2, 5.592857142857143)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 510.0, 458.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:22.090919,"(3.4, 7.2, 5.592857142857143)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 510.0, 458.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:23.125629,"(3.4, 7.2, 5.592857142857143)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 510.0, 458.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:24.186809,"(3.4, 7.6, 5.109999999999999)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 510.0, 458.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:25.276717,"(3.4, 7.6, 5.109999999999999)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 378.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:26.456660,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 378.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:27.535305,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 378.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:28.569007,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 378.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:29.526947,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 378.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:30.586405,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 378.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:31.674987,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 378.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:32.818631,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 13.333333333333332)","(61.0, 420.0, 378.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:34.002087,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 10.799999999999999)","(61.0, 420.0, 378.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 26.9375)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:35.107156,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 10.799999999999999)","(61.0, 420.0, 378.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 27.166666666666664)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:36.226296,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 10.799999999999999)","(61.0, 420.0, 378.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 27.166666666666664)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:37.323783,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 10.799999999999999)","(61.0, 420.0, 378.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.3125)","(12.0, 29.0, 27.166666666666664)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:38.359440,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 10.799999999999999)","(61.0, 420.0, 378.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 27.166666666666664)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:39.434925,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 10.799999999999999)","(61.0, 420.0, 378.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 27.166666666666664)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:40.500202,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 10.799999999999999)","(61.0, 420.0, 458.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 7.533333333333333)","(12.0, 29.0, 27.166666666666664)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:41.577470,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 10.799999999999999)","(61.0, 510.0, 458.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 5.25)","(12.0, 29.0, 27.166666666666664)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:42.688169,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 10.799999999999999)","(61.0, 510.0, 458.44444444444446)","(18.0, 55.0, 27.0)","(4.8, 9.0, 6.375)","(12.0, 29.0, 27.166666666666664)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:43.689211,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 10.933333333333334)","(61.0, 510.0, 458.44444444444446)","(18.0, 55.0, 29.333333333333336)","(4.8, 9.0, 6.375)","(12.0, 29.0, 21.25)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:44.737163,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 10.933333333333334)","(61.0, 510.0, 458.44444444444446)","(18.0, 55.0, 29.333333333333336)","(4.8, 9.0, 6.375)","(12.0, 29.0, 21.25)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:45.739039,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 10.933333333333334)","(61.0, 510.0, 458.44444444444446)","(18.0, 55.0, 29.333333333333336)","(4.8, 9.0, 6.375)","(12.0, 29.0, 21.25)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:46.836922,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 10.933333333333334)","(61.0, 510.0, 458.44444444444446)","(18.0, 55.0, 29.333333333333336)","(4.8, 9.0, 6.375)","(12.0, 29.0, 21.25)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:47.942029,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 10.933333333333334)","(61.0, 510.0, 458.44444444444446)","(18.0, 55.0, 29.333333333333336)","(4.8, 9.0, 6.375)","(12.0, 29.0, 21.25)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:49.062707,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 10.933333333333334)","(61.0, 510.0, 458.44444444444446)","(18.0, 55.0, 29.333333333333336)","(4.8, 9.0, 6.375)","(12.0, 29.0, 21.25)","(2.6, 4.2, 2.7600000000000002)"
09-01-2023 16:28:50.207924,"(3.4, 7.6, 4.866666666666666)","(6.5, 7.6, 6.655555555555556)","(8.0, 16.0, 10.933333333333334)","(61.0, 510.0, 458.44444444444446)","(18.0, 55.0, 29.333333333333336)","(4.8, 9.0, 6.375)","(12.0, 29.0, 21.25)","(2.6, 4.2, 2.7600000000000002)"
