,Rachmaninov,Jesper Fast,Vertigo,Annas Boy,Sonoma Tyron,Martha Stuart,Lauries Legacy,Salvo,Boss Kenny
16-12-2022 15:04:28.244988,"(15.0, 42.0, 23.666666666666664)","(21.0, 120.0, 51.46153846153846)","(13.0, 28.0, 23.11111111111111)","(3.4, 4.6, 3.9)","(12.0, 20.0, 15.909090909090908)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.290909090909091)","(11.0, 29.0, 16.25)","(5.0, 8.8, 7.254545454545456)"
16-12-2022 15:04:29.710912,"(15.0, 42.0, 23.666666666666664)","(21.0, 120.0, 51.46153846153846)","(13.0, 28.0, 23.11111111111111)","(3.4, 4.6, 3.9)","(12.0, 20.0, 15.909090909090908)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.290909090909091)","(11.0, 29.0, 16.25)","(5.0, 8.8, 7.254545454545456)"
16-12-2022 15:04:31.199582,"(15.0, 42.0, 23.666666666666664)","(21.0, 120.0, 51.46153846153846)","(13.0, 28.0, 24.5)","(3.4, 4.6, 3.838461538461538)","(12.0, 20.0, 15.909090909090908)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.290909090909091)","(11.0, 29.0, 16.25)","(5.0, 8.8, 7.254545454545456)"
16-12-2022 15:04:33.146980,"(15.0, 42.0, 23.666666666666664)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 24.5)","(3.4, 4.3, 3.838461538461538)","(12.0, 20.0, 15.909090909090908)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.290909090909091)","(11.0, 29.0, 21.285714285714285)","(5.0, 8.8, 7.254545454545456)"
16-12-2022 15:04:34.637427,"(15.0, 42.0, 35.125)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 20.375)","(3.4, 4.3, 3.838461538461538)","(12.0, 20.0, 15.909090909090908)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.290909090909091)","(11.0, 29.0, 23.166666666666664)","(5.0, 8.8, 7.254545454545456)"
16-12-2022 15:04:36.026686,"(15.0, 42.0, 35.125)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 20.375)","(3.4, 4.3, 3.681818181818182)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.290909090909091)","(11.0, 29.0, 23.166666666666664)","(5.0, 8.8, 7.254545454545456)"
16-12-2022 15:04:37.410520,"(15.0, 42.0, 35.125)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 22.57142857142857)","(3.4, 4.3, 3.681818181818182)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.290909090909091)","(11.0, 29.0, 23.166666666666664)","(5.0, 8.8, 7.254545454545456)"
16-12-2022 15:04:38.793351,"(15.0, 42.0, 35.125)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 23.375)","(3.4, 4.3, 3.681818181818182)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.290909090909091)","(11.0, 29.0, 23.166666666666664)","(5.0, 8.8, 6.473684210526317)"
16-12-2022 15:04:40.207867,"(15.0, 42.0, 35.125)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 23.375)","(3.4, 4.3, 3.7)","(12.0, 20.0, 16.8)","(5.0, 8.8, 7.209090909090909)","(3.9, 6.2, 5.290909090909091)","(11.0, 29.0, 23.166666666666664)","(5.0, 8.8, 6.473684210526317)"
16-12-2022 15:04:41.642142,"(15.0, 42.0, 35.125)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 23.375)","(3.4, 4.2, 3.7)","(12.0, 20.0, 16.8)","(5.0, 8.8, 7.209090909090909)","(3.9, 6.2, 5.290909090909091)","(11.0, 29.0, 23.166666666666664)","(5.0, 8.8, 6.473684210526317)"
16-12-2022 15:04:43.065406,"(15.0, 42.0, 35.125)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 23.375)","(3.4, 4.2, 3.7)","(12.0, 20.0, 16.8)","(5.0, 8.8, 7.209090909090909)","(3.9, 6.2, 5.290909090909091)","(11.0, 29.0, 23.166666666666664)","(5.0, 8.8, 6.473684210526317)"
16-12-2022 15:04:44.464568,"(15.0, 42.0, 35.125)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 23.375)","(3.4, 4.2, 3.7)","(12.0, 20.0, 16.8)","(5.0, 8.8, 7.209090909090909)","(3.9, 6.2, 5.290909090909091)","(11.0, 29.0, 23.166666666666664)","(5.0, 8.8, 6.473684210526317)"
16-12-2022 15:04:45.888051,"(15.0, 42.0, 35.125)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 23.5625)","(3.4, 4.2, 3.646153846153846)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.533333333333333)","(3.9, 6.2, 5.25)","(11.0, 29.0, 22.625)","(5.0, 8.8, 6.473684210526317)"
16-12-2022 15:04:47.298952,"(15.0, 42.0, 34.285714285714285)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.3, 3.646153846153846)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.533333333333333)","(3.9, 6.2, 5.25)","(11.0, 29.0, 22.625)","(5.0, 8.8, 6.473684210526317)"
16-12-2022 15:04:49.611589,"(15.0, 42.0, 34.285714285714285)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.3, 3.646153846153846)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.533333333333333)","(3.9, 6.2, 5.25)","(11.0, 29.0, 22.625)","(5.0, 8.8, 6.473684210526317)"
16-12-2022 15:04:51.023433,"(15.0, 42.0, 34.285714285714285)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.3, 3.646153846153846)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.533333333333333)","(3.9, 6.2, 5.300000000000001)","(11.0, 29.0, 22.625)","(5.0, 8.8, 6.473684210526317)"
16-12-2022 15:04:52.378028,"(15.0, 42.0, 37.84615384615385)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.3, 3.646153846153846)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.533333333333333)","(3.9, 6.2, 5.300000000000001)","(11.0, 29.0, 22.625)","(5.0, 8.8, 6.473684210526317)"
16-12-2022 15:04:54.310000,"(15.0, 42.0, 37.84615384615385)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.3, 3.646153846153846)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.533333333333333)","(3.9, 6.2, 5.300000000000001)","(11.0, 29.0, 22.625)","(5.0, 8.8, 6.473684210526317)"
16-12-2022 15:04:56.015182,"(15.0, 42.0, 37.84615384615385)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.3, 3.646153846153846)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.533333333333333)","(4.0, 6.2, 5.300000000000001)","(11.0, 29.0, 22.625)","(5.0, 8.8, 6.473684210526317)"
16-12-2022 15:04:57.516880,"(15.0, 42.0, 37.84615384615385)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.3, 3.7714285714285714)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.533333333333333)","(4.0, 6.2, 5.300000000000001)","(11.0, 29.0, 22.625)","(5.0, 8.8, 6.473684210526317)"
16-12-2022 15:04:58.928698,"(15.0, 42.0, 37.84615384615385)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.2, 3.7714285714285714)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.533333333333333)","(4.0, 6.2, 5.300000000000001)","(11.0, 29.0, 22.625)","(5.0, 8.8, 6.473684210526317)"
16-12-2022 15:05:00.779171,"(15.0, 42.0, 37.84615384615385)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.2, 3.7714285714285714)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.533333333333333)","(4.0, 6.2, 5.300000000000001)","(11.0, 29.0, 22.625)","(5.0, 8.8, 6.473684210526317)"
16-12-2022 15:05:02.564481,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.852631578947369)","(4.0, 6.2, 5.300000000000001)","(11.0, 29.0, 15.875)","(5.0, 8.8, 6.473684210526317)"
16-12-2022 15:05:04.010254,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(4.0, 6.2, 5.300000000000001)","(11.0, 29.0, 15.875)","(5.0, 8.8, 7.1454545454545455)"
16-12-2022 15:05:05.397368,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(4.0, 6.2, 5.300000000000001)","(11.0, 29.0, 15.875)","(5.0, 8.6, 7.1454545454545455)"
16-12-2022 15:05:06.998934,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(4.0, 6.2, 5.300000000000001)","(11.0, 29.0, 15.875)","(5.0, 8.6, 7.1454545454545455)"
16-12-2022 15:05:08.851406,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(4.0, 6.2, 5.300000000000001)","(11.0, 29.0, 15.875)","(5.0, 8.6, 7.1454545454545455)"
16-12-2022 15:05:10.373822,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.300000000000001)","(11.0, 29.0, 15.875)","(5.0, 8.6, 7.1454545454545455)"
16-12-2022 15:05:12.215398,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.35)","(11.0, 29.0, 23.166666666666664)","(5.0, 8.6, 7.1454545454545455)"
16-12-2022 15:05:13.999962,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.35)","(11.0, 29.0, 23.166666666666664)","(5.0, 8.6, 7.1454545454545455)"
16-12-2022 15:05:15.496020,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 17.75)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.35)","(11.0, 29.0, 23.166666666666664)","(5.0, 8.6, 7.1454545454545455)"
16-12-2022 15:05:16.957225,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 59.1)","(13.0, 29.0, 25.900000000000002)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.0)","(11.0, 29.0, 23.166666666666664)","(5.0, 8.6, 7.1454545454545455)"
16-12-2022 15:05:18.471814,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 37.36363636363636)","(13.0, 29.0, 25.900000000000002)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.0)","(11.0, 29.0, 23.166666666666664)","(5.0, 8.6, 7.1454545454545455)"
16-12-2022 15:05:20.159781,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 25.900000000000002)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.0)","(11.0, 29.0, 23.166666666666664)","(5.0, 8.6, 7.1454545454545455)"
16-12-2022 15:05:21.871741,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 22.57142857142857)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.076923076923077)","(11.0, 29.0, 22.625)","(5.0, 8.6, 7.1454545454545455)"
16-12-2022 15:05:23.299352,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 23.5625)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(3.9, 6.0, 5.076923076923077)","(11.0, 29.0, 22.625)","(5.0, 8.6, 7.1454545454545455)"
16-12-2022 15:05:25.088308,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 22.0)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(3.9, 6.0, 5.076923076923077)","(11.0, 29.0, 22.625)","(5.0, 8.6, 7.1454545454545455)"
16-12-2022 15:05:27.422794,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 22.0)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(3.9, 6.0, 5.076923076923077)","(11.0, 29.0, 22.625)","(5.0, 8.6, 7.1454545454545455)"
16-12-2022 15:05:28.901934,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 22.0)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(4.0, 6.0, 5.076923076923077)","(11.0, 29.0, 22.625)","(5.0, 8.6, 7.1454545454545455)"
16-12-2022 15:05:30.300937,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 22.0)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(4.0, 6.0, 5.076923076923077)","(11.0, 29.0, 22.625)","(5.0, 8.6, 7.1454545454545455)"
16-12-2022 15:05:31.702886,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 23.9375)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(4.0, 6.0, 5.076923076923077)","(11.0, 29.0, 22.625)","(5.0, 8.6, 7.1454545454545455)"
16-12-2022 15:05:33.160268,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 23.9375)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(4.0, 6.0, 5.076923076923077)","(11.0, 29.0, 22.625)","(5.0, 8.6, 6.685714285714286)"
16-12-2022 15:05:34.574664,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 24.35)","(3.4, 4.2, 3.623076923076923)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(4.0, 6.0, 5.076923076923077)","(11.0, 29.0, 22.625)","(5.0, 8.4, 6.685714285714286)"
16-12-2022 15:05:35.976498,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.727272727272727)","(3.4, 4.2, 3.7714285714285714)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(4.0, 6.0, 4.45)","(11.0, 29.0, 15.875)","(5.0, 8.4, 6.685714285714286)"
16-12-2022 15:05:37.324861,"(15.0, 42.0, 35.25)","(21.0, 120.0, 51.46153846153846)","(13.0, 27.0, 18.727272727272727)","(3.4, 4.2, 3.7714285714285714)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(4.0, 6.2, 4.4)","(11.0, 29.0, 21.285714285714285)","(5.0, 8.4, 7.5)"
16-12-2022 15:05:38.647311,"(15.0, 42.0, 35.25)","(21.0, 120.0, 51.46153846153846)","(13.0, 27.0, 18.727272727272727)","(3.4, 4.2, 3.7714285714285714)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(4.0, 6.0, 4.9714285714285715)","(11.0, 29.0, 24.5)","(5.0, 9.6, 7.5)"
16-12-2022 15:05:40.037340,"(15.0, 42.0, 36.0)","(21.0, 120.0, 51.46153846153846)","(13.0, 27.0, 19.708333333333336)","(3.4, 4.2, 3.7714285714285714)","(12.0, 20.0, 16.8)","(5.0, 8.8, 6.4)","(4.0, 6.0, 4.9714285714285715)","(11.0, 29.0, 24.5)","(5.0, 9.6, 6.866666666666666)"
16-12-2022 15:05:41.425428,"(15.0, 42.0, 36.0)","(21.0, 120.0, 51.46153846153846)","(13.0, 27.0, 19.67857142857143)","(3.4, 4.2, 3.888888888888889)","(12.0, 20.0, 16.8)","(5.0, 8.8, 7.050000000000001)","(4.0, 6.0, 4.9714285714285715)","(11.0, 29.0, 25.823529411764707)","(5.0, 9.6, 6.866666666666666)"
16-12-2022 15:05:43.145544,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 19.67857142857143)","(3.4, 4.2, 3.888888888888889)","(12.0, 20.0, 16.8)","(5.0, 8.8, 7.050000000000001)","(4.0, 6.0, 4.9714285714285715)","(11.0, 29.0, 25.823529411764707)","(5.0, 9.6, 8.668965517241379)"
16-12-2022 15:05:44.724937,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 19.7)","(3.4, 4.2, 3.8)","(12.0, 20.0, 18.1)","(5.0, 8.8, 7.050000000000001)","(4.0, 6.0, 4.9714285714285715)","(11.0, 29.0, 25.823529411764707)","(5.0, 9.6, 7.88)"
16-12-2022 15:05:45.953110,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 19.7)","(3.4, 4.1, 3.8)","(12.0, 19.5, 18.1)","(5.0, 8.8, 6.7444444444444445)","(4.0, 6.0, 4.9714285714285715)","(11.0, 29.0, 25.823529411764707)","(5.0, 9.6, 7.88)"
16-12-2022 15:05:47.065252,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 19.7)","(3.4, 4.1, 3.8)","(12.0, 19.5, 18.1)","(5.0, 8.8, 6.905263157894737)","(4.0, 6.0, 4.9714285714285715)","(11.0, 29.0, 25.823529411764707)","(5.0, 9.6, 7.88)"
16-12-2022 15:05:48.213418,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 19.7)","(3.4, 4.1, 3.8)","(12.0, 19.5, 18.1)","(5.0, 8.8, 6.905263157894737)","(4.0, 6.0, 4.9714285714285715)","(11.0, 29.0, 25.823529411764707)","(5.0, 9.6, 7.88)"
16-12-2022 15:05:49.332123,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 22.57142857142857)","(3.4, 4.1, 3.8)","(12.0, 19.5, 18.1)","(5.0, 8.8, 6.905263157894737)","(4.0, 6.0, 4.9714285714285715)","(11.0, 29.0, 25.823529411764707)","(5.0, 9.6, 7.88)"
16-12-2022 15:05:50.465977,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 22.785714285714285)","(3.4, 4.1, 3.8)","(12.0, 19.5, 18.1)","(5.0, 8.8, 6.905263157894737)","(3.9, 6.0, 4.9714285714285715)","(11.0, 29.0, 25.823529411764707)","(5.0, 9.6, 7.88)"
16-12-2022 15:05:51.656162,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 22.785714285714285)","(3.4, 4.1, 3.8)","(12.0, 19.5, 18.1)","(5.0, 8.8, 6.905263157894737)","(3.9, 6.0, 4.9714285714285715)","(11.0, 29.0, 25.823529411764707)","(5.0, 9.6, 7.88)"
16-12-2022 15:05:52.888455,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 22.785714285714285)","(3.4, 4.1, 3.8)","(12.0, 19.5, 18.1)","(5.0, 8.8, 6.905263157894737)","(3.9, 6.0, 4.9714285714285715)","(11.0, 29.0, 25.823529411764707)","(5.0, 9.6, 7.88)"
16-12-2022 15:05:54.162295,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 22.785714285714285)","(3.4, 4.1, 3.8)","(12.0, 19.5, 18.1)","(5.0, 8.8, 6.905263157894737)","(3.9, 6.0, 4.9714285714285715)","(11.0, 29.0, 25.823529411764707)","(5.0, 9.6, 7.88)"
16-12-2022 15:05:55.397861,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 22.785714285714285)","(3.4, 4.1, 3.8249999999999997)","(12.0, 19.5, 18.416666666666664)","(5.0, 8.8, 6.905263157894737)","(3.9, 6.0, 4.9714285714285715)","(11.0, 29.0, 22.4375)","(5.0, 9.6, 7.88)"
16-12-2022 15:05:56.620929,"(15.0, 42.0, 36.0)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 23.75)","(3.4, 4.1, 3.8249999999999997)","(12.0, 19.5, 18.416666666666664)","(5.0, 8.8, 7.050000000000001)","(3.9, 6.0, 4.9714285714285715)","(11.0, 29.0, 22.4375)","(5.0, 9.6, 7.88)"
16-12-2022 15:05:57.870357,"(15.0, 42.0, 36.0)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 22.25)","(3.4, 4.1, 3.8249999999999997)","(12.0, 19.5, 18.416666666666664)","(5.0, 8.8, 7.050000000000001)","(3.9, 6.0, 4.9714285714285715)","(11.0, 29.0, 20.5)","(5.0, 9.6, 7.807142857142857)"
16-12-2022 15:05:59.075334,"(15.0, 42.0, 36.0)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 22.25)","(3.4, 4.1, 3.8249999999999997)","(12.0, 19.5, 18.416666666666664)","(5.0, 8.8, 7.050000000000001)","(3.9, 6.0, 4.9714285714285715)","(11.0, 29.0, 20.5)","(5.0, 9.2, 7.807142857142857)"
16-12-2022 15:06:00.307758,"(15.0, 42.0, 36.0)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 22.25)","(3.4, 4.1, 3.8249999999999997)","(12.0, 19.5, 18.416666666666664)","(5.0, 8.8, 7.050000000000001)","(3.9, 6.0, 4.9714285714285715)","(11.0, 29.0, 20.5)","(5.0, 9.2, 7.807142857142857)"
16-12-2022 15:06:01.570967,"(15.0, 42.0, 23.666666666666664)","(21.0, 120.0, 55.07142857142857)","(13.0, 29.0, 25.900000000000002)","(3.4, 4.1, 3.8249999999999997)","(12.0, 19.5, 18.416666666666664)","(5.0, 8.8, 7.050000000000001)","(3.9, 6.0, 4.9714285714285715)","(11.0, 29.0, 20.5)","(5.0, 9.2, 7.047058823529412)"
16-12-2022 15:06:02.744992,"(15.0, 42.0, 23.666666666666664)","(21.0, 120.0, 55.07142857142857)","(13.0, 29.0, 22.57142857142857)","(3.4, 4.1, 3.8249999999999997)","(12.0, 19.5, 18.416666666666664)","(5.0, 8.8, 7.050000000000001)","(4.0, 6.0, 4.9714285714285715)","(11.0, 29.0, 20.5)","(5.0, 8.6, 7.047058823529412)"
16-12-2022 15:06:03.911761,"(15.0, 42.0, 23.666666666666664)","(21.0, 120.0, 55.07142857142857)","(13.0, 29.0, 23.5625)","(3.4, 4.1, 3.8499999999999996)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.1000000000000005)","(4.0, 6.0, 4.9714285714285715)","(11.0, 29.0, 22.8125)","(5.0, 8.6, 7.047058823529412)"
16-12-2022 15:06:04.969923,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 23.5625)","(3.4, 4.1, 3.8499999999999996)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.1000000000000005)","(4.0, 6.0, 4.9714285714285715)","(11.0, 29.0, 22.8125)","(5.0, 8.6, 7.047058823529412)"
16-12-2022 15:06:06.114144,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 23.5625)","(3.4, 4.1, 3.8499999999999996)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.1000000000000005)","(4.0, 6.0, 4.9714285714285715)","(11.0, 29.0, 22.8125)","(5.0, 8.6, 7.047058823529412)"
16-12-2022 15:06:07.238588,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 23.5625)","(3.4, 4.1, 3.8499999999999996)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.1000000000000005)","(4.0, 6.0, 4.9714285714285715)","(11.0, 29.0, 22.8125)","(5.0, 8.6, 7.047058823529412)"
16-12-2022 15:06:08.468531,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 23.5625)","(3.4, 4.1, 3.7666666666666666)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.15)","(4.0, 6.0, 4.984615384615385)","(11.0, 29.0, 22.8125)","(5.0, 8.6, 7.047058823529412)"
16-12-2022 15:06:09.713402,"(15.0, 42.0, 34.42857142857143)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 3.9, 3.7666666666666666)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.228571428571429)","(4.0, 5.9, 4.984615384615385)","(11.0, 29.0, 23.571428571428573)","(5.0, 8.6, 7.047058823529412)"
16-12-2022 15:06:11.210249,"(15.0, 42.0, 35.857142857142854)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 3.9, 3.7666666666666666)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.228571428571429)","(4.0, 5.9, 4.984615384615385)","(11.0, 28.0, 18.0)","(5.0, 8.6, 7.047058823529412)"
16-12-2022 15:06:12.654608,"(15.0, 44.0, 35.857142857142854)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 3.9, 3.7666666666666666)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.228571428571429)","(4.0, 5.9, 4.928571428571429)","(11.0, 28.0, 18.0)","(5.0, 8.6, 7.047058823529412)"
16-12-2022 15:06:13.836423,"(15.0, 44.0, 35.857142857142854)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 3.9, 3.713636363636364)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.2)","(4.0, 5.9, 4.928571428571429)","(11.0, 28.0, 18.0)","(5.0, 8.6, 7.047058823529412)"
16-12-2022 15:06:14.884428,"(15.0, 44.0, 36.0)","(21.0, 120.0, 51.46153846153846)","(13.0, 29.0, 18.5)","(3.4, 3.85, 3.713636363636364)","(12.0, 19.5, 18.5)","(5.0, 8.8, 7.2)","(4.0, 5.9, 4.928571428571429)","(11.0, 28.0, 18.0)","(5.0, 8.6, 7.047058823529412)"
