,Rachmaninov,Jesper Fast,Vertigo,Annas Boy,Sonoma Tyron,Martha Stuart,Lauries Legacy,Salvo,Boss Kenny
16-12-2022 15:02:36.867805,"(14.0, 46.0, 30.25)","(21.0, 140.0, 115.8)","(12.0, 26.0, 23.142857142857142)","(3.4, 4.8, 4.7)","(12.0, 24.0, 16.0)","(5.0, 9.2, 7.1499999999999995)","(3.9, 6.2, 4.829166666666667)","(10.0, 29.0, 14.2)","(5.0, 9.6, 7.449999999999999)"
16-12-2022 15:02:37.995613,"(14.0, 46.0, 30.25)","(21.0, 140.0, 115.8)","(12.0, 26.0, 23.142857142857142)","(3.4, 4.8, 4.7)","(12.0, 24.0, 21.333333333333332)","(5.0, 9.2, 8.533333333333333)","(3.9, 6.2, 4.829166666666667)","(10.0, 29.0, 14.2)","(5.0, 9.6, 7.449999999999999)"
16-12-2022 15:02:39.187527,"(14.0, 46.0, 30.25)","(21.0, 140.0, 115.8)","(12.0, 26.0, 23.5)","(3.4, 4.8, 4.7)","(12.0, 24.0, 21.333333333333332)","(5.0, 9.2, 8.533333333333333)","(3.8, 6.2, 4.829166666666667)","(10.0, 29.0, 14.2)","(5.0, 9.6, 7.449999999999999)"
16-12-2022 15:02:40.394974,"(14.0, 46.0, 30.25)","(21.0, 140.0, 115.8)","(12.0, 26.0, 23.5)","(3.4, 4.8, 4.7)","(12.0, 24.0, 21.333333333333332)","(5.0, 9.2, 8.533333333333333)","(3.8, 6.2, 4.829166666666667)","(10.0, 29.0, 14.2)","(5.0, 9.6, 7.449999999999999)"
16-12-2022 15:02:41.617346,"(14.0, 46.0, 30.25)","(21.0, 140.0, 115.8)","(12.0, 26.0, 23.5)","(3.4, 4.8, 4.7)","(12.0, 24.0, 21.333333333333332)","(5.0, 9.2, 8.533333333333333)","(3.8, 6.2, 4.829166666666667)","(10.0, 29.0, 14.2)","(5.0, 9.6, 7.449999999999999)"
16-12-2022 15:02:42.824262,"(14.0, 46.0, 30.25)","(21.0, 140.0, 115.8)","(12.0, 26.0, 23.5)","(3.4, 4.8, 4.7)","(12.0, 24.0, 21.333333333333332)","(5.0, 9.2, 8.533333333333333)","(3.8, 6.2, 4.829166666666667)","(10.0, 29.0, 14.2)","(5.0, 9.6, 7.449999999999999)"
16-12-2022 15:02:44.154443,"(14.0, 46.0, 30.25)","(21.0, 140.0, 115.8)","(12.0, 26.0, 22.666666666666668)","(3.4, 4.8, 4.29375)","(12.0, 24.0, 21.333333333333332)","(5.0, 9.2, 8.533333333333333)","(3.8, 6.2, 4.829166666666667)","(10.0, 29.0, 22.272727272727273)","(5.0, 9.6, 8.399999999999999)"
16-12-2022 15:02:45.457391,"(14.0, 46.0, 30.25)","(21.0, 140.0, 115.8)","(12.0, 26.0, 22.666666666666668)","(3.4, 4.8, 4.29375)","(12.0, 24.0, 16.0)","(5.0, 9.2, 7.1499999999999995)","(3.8, 6.2, 5.78)","(10.0, 29.0, 22.272727272727273)","(5.0, 9.6, 8.399999999999999)"
16-12-2022 15:02:46.834694,"(14.0, 46.0, 30.25)","(21.0, 140.0, 115.8)","(12.0, 26.0, 22.666666666666668)","(3.4, 4.8, 4.29375)","(12.0, 24.0, 16.0)","(5.0, 9.2, 7.1499999999999995)","(3.8, 6.2, 5.78)","(10.0, 29.0, 22.272727272727273)","(5.0, 9.6, 8.399999999999999)"
16-12-2022 15:02:48.154549,"(14.0, 46.0, 30.25)","(21.0, 140.0, 115.8)","(12.0, 26.0, 22.666666666666668)","(3.4, 4.8, 4.29375)","(12.0, 24.0, 21.333333333333332)","(5.0, 9.2, 8.533333333333333)","(3.8, 6.2, 5.78)","(10.0, 29.0, 14.2)","(5.0, 9.6, 8.399999999999999)"
16-12-2022 15:02:49.472991,"(14.0, 46.0, 30.25)","(21.0, 140.0, 115.8)","(12.0, 26.0, 22.666666666666668)","(3.4, 4.8, 4.29375)","(12.0, 24.0, 21.333333333333332)","(5.0, 9.2, 8.533333333333333)","(3.8, 6.2, 5.78)","(10.0, 29.0, 14.2)","(5.0, 9.6, 8.399999999999999)"
16-12-2022 15:02:50.736352,"(14.0, 46.0, 30.25)","(21.0, 140.0, 115.8)","(12.0, 26.0, 22.666666666666668)","(3.4, 4.8, 4.29375)","(12.0, 24.0, 19.636363636363637)","(5.0, 9.2, 8.533333333333333)","(3.8, 6.2, 5.78)","(10.0, 29.0, 14.2)","(5.0, 9.6, 8.399999999999999)"
16-12-2022 15:02:51.965848,"(14.0, 46.0, 30.25)","(21.0, 140.0, 115.8)","(12.0, 25.0, 22.75)","(3.4, 4.8, 4.29375)","(12.0, 24.0, 14.4)","(5.0, 9.2, 7.1499999999999995)","(3.8, 6.2, 5.78)","(10.0, 29.0, 14.2)","(5.0, 9.6, 8.399999999999999)"
16-12-2022 15:02:53.162370,"(14.0, 46.0, 30.25)","(21.0, 140.0, 115.8)","(12.0, 25.0, 22.75)","(3.4, 4.8, 4.29375)","(12.0, 24.0, 14.4)","(5.0, 9.2, 7.1499999999999995)","(3.8, 6.2, 5.78)","(10.0, 29.0, 22.272727272727273)","(5.0, 9.6, 8.399999999999999)"
16-12-2022 15:02:54.317785,"(14.0, 46.0, 30.25)","(21.0, 140.0, 115.8)","(12.0, 25.0, 22.75)","(3.4, 4.8, 4.29375)","(12.0, 24.0, 14.4)","(5.0, 9.2, 7.1499999999999995)","(3.8, 6.2, 4.1)","(10.0, 29.0, 22.272727272727273)","(5.0, 9.6, 8.399999999999999)"
16-12-2022 15:02:55.543072,"(14.0, 46.0, 30.25)","(21.0, 140.0, 122.5)","(12.0, 25.0, 22.75)","(3.4, 4.8, 4.29375)","(12.0, 24.0, 14.4)","(5.0, 9.2, 7.1499999999999995)","(3.8, 6.2, 4.829166666666667)","(10.0, 29.0, 22.272727272727273)","(5.0, 9.6, 7.449999999999999)"
16-12-2022 15:02:56.772533,"(14.0, 46.0, 30.25)","(21.0, 140.0, 122.5)","(12.0, 25.0, 22.75)","(3.4, 4.8, 3.675)","(12.0, 24.0, 14.4)","(5.0, 9.2, 7.1499999999999995)","(3.8, 6.2, 4.829166666666667)","(10.0, 29.0, 22.272727272727273)","(5.0, 9.6, 7.449999999999999)"
16-12-2022 15:02:58.056706,"(14.0, 46.0, 30.25)","(21.0, 140.0, 122.5)","(12.0, 25.0, 22.75)","(3.4, 4.8, 4.695)","(12.0, 24.0, 19.636363636363637)","(5.0, 9.2, 8.533333333333333)","(3.8, 6.2, 5.65)","(10.0, 29.0, 22.272727272727273)","(5.0, 9.6, 7.449999999999999)"
16-12-2022 15:02:59.259834,"(14.0, 46.0, 30.25)","(21.0, 140.0, 116.2)","(12.0, 25.0, 22.75)","(3.4, 4.8, 3.7875)","(12.0, 24.0, 19.636363636363637)","(5.0, 9.2, 8.533333333333333)","(3.8, 6.0, 5.65)","(10.0, 29.0, 14.2)","(5.0, 9.6, 7.449999999999999)"
16-12-2022 15:03:00.529993,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 25.0, 22.75)","(3.4, 4.8, 3.7875)","(12.0, 24.0, 19.636363636363637)","(5.0, 9.2, 8.533333333333333)","(3.9, 6.0, 5.65)","(11.0, 29.0, 14.2)","(5.0, 9.6, 7.449999999999999)"
16-12-2022 15:03:01.812483,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 25.0, 22.75)","(3.4, 4.8, 3.7875)","(12.0, 24.0, 19.636363636363637)","(5.0, 9.2, 8.533333333333333)","(3.9, 6.0, 5.65)","(11.0, 29.0, 14.2)","(5.0, 9.6, 7.449999999999999)"
16-12-2022 15:03:03.130950,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 25.0, 22.75)","(3.4, 4.8, 3.7875)","(12.0, 24.0, 19.636363636363637)","(5.0, 9.2, 8.533333333333333)","(3.9, 6.0, 5.65)","(11.0, 29.0, 14.2)","(5.0, 9.6, 7.449999999999999)"
16-12-2022 15:03:04.450007,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 25.0, 22.75)","(3.4, 4.8, 3.7875)","(12.0, 24.0, 19.636363636363637)","(5.0, 9.2, 8.533333333333333)","(3.9, 6.0, 5.65)","(11.0, 29.0, 14.2)","(5.0, 9.6, 7.449999999999999)"
16-12-2022 15:03:05.835000,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 25.0, 22.75)","(3.4, 4.8, 3.7875)","(12.0, 24.0, 19.636363636363637)","(5.0, 9.2, 8.533333333333333)","(3.9, 6.0, 5.65)","(11.0, 29.0, 14.2)","(5.0, 9.6, 7.449999999999999)"
16-12-2022 15:03:07.198044,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 25.0, 22.75)","(3.4, 4.8, 3.7875)","(12.0, 24.0, 19.636363636363637)","(5.0, 9.2, 8.533333333333333)","(3.9, 6.0, 5.65)","(11.0, 29.0, 14.2)","(5.0, 9.6, 7.449999999999999)"
16-12-2022 15:03:08.530943,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 25.0, 22.75)","(3.4, 4.8, 4.35)","(12.0, 24.0, 14.4)","(5.0, 9.2, 6.3999999999999995)","(3.9, 6.0, 5.7875000000000005)","(11.0, 29.0, 14.2)","(5.0, 9.6, 8.399999999999999)"
16-12-2022 15:03:09.942488,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 25.0, 22.75)","(3.4, 4.8, 4.35)","(12.0, 24.0, 16.0)","(5.0, 9.2, 7.199999999999999)","(3.9, 6.4, 5.7875000000000005)","(11.0, 29.0, 14.2)","(5.0, 9.6, 8.399999999999999)"
16-12-2022 15:03:11.369656,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 25.0, 22.75)","(3.4, 4.8, 4.35)","(12.0, 24.0, 16.0)","(5.0, 9.2, 7.199999999999999)","(3.9, 6.4, 5.7875000000000005)","(11.0, 29.0, 14.2)","(5.0, 9.6, 8.399999999999999)"
16-12-2022 15:03:12.748435,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 25.0, 24.25)","(3.4, 4.8, 3.9)","(12.0, 24.0, 16.0)","(5.0, 9.2, 7.199999999999999)","(3.9, 6.4, 5.7875000000000005)","(11.0, 29.0, 22.272727272727273)","(5.0, 9.6, 8.399999999999999)"
16-12-2022 15:03:14.089973,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 27.0, 24.25)","(3.4, 4.8, 3.9)","(12.0, 24.0, 16.0)","(5.0, 9.2, 6.2)","(3.9, 6.4, 5.7875000000000005)","(11.0, 29.0, 22.272727272727273)","(5.0, 9.6, 7.3090909090909095)"
16-12-2022 15:03:15.581078,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 27.0, 24.25)","(3.4, 4.8, 3.9)","(12.0, 24.0, 16.0)","(5.0, 9.2, 6.2)","(3.9, 6.4, 5.7875000000000005)","(11.0, 29.0, 22.272727272727273)","(5.0, 9.6, 6.525)"
16-12-2022 15:03:17.000321,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 27.0, 24.25)","(3.4, 4.8, 3.9)","(12.0, 24.0, 16.0)","(5.0, 9.2, 6.2)","(3.9, 6.4, 5.7875000000000005)","(11.0, 29.0, 22.272727272727273)","(5.0, 9.6, 6.525)"
16-12-2022 15:03:18.403499,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 27.0, 24.25)","(3.4, 4.8, 3.6285714285714286)","(12.0, 24.0, 21.333333333333332)","(5.0, 9.2, 7.737499999999999)","(3.9, 6.4, 4.766666666666667)","(11.0, 29.0, 14.2)","(5.0, 9.6, 6.525)"
16-12-2022 15:03:20.001358,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 27.0, 24.25)","(3.4, 4.7, 3.60625)","(12.0, 24.0, 20.714285714285715)","(5.0, 9.2, 7.8999999999999995)","(3.9, 6.4, 5.714285714285714)","(11.0, 29.0, 14.2)","(5.0, 9.6, 8.08235294117647)"
16-12-2022 15:03:21.417882,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 27.0, 24.25)","(3.4, 4.7, 3.60625)","(12.0, 24.0, 20.714285714285715)","(5.0, 9.2, 7.8999999999999995)","(3.9, 6.4, 5.714285714285714)","(11.0, 29.0, 14.2)","(5.0, 9.6, 8.08235294117647)"
16-12-2022 15:03:22.677049,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(12.0, 27.0, 24.25)","(3.4, 4.7, 3.60625)","(12.0, 24.0, 20.714285714285715)","(5.0, 9.2, 7.8999999999999995)","(3.9, 6.4, 5.714285714285714)","(10.0, 29.0, 14.2)","(5.0, 9.6, 8.08235294117647)"
16-12-2022 15:03:24.040393,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(12.0, 27.0, 23.857142857142858)","(3.4, 4.7, 4.075)","(12.0, 24.0, 20.714285714285715)","(5.0, 9.2, 6.3428571428571425)","(3.9, 6.4, 5.714285714285714)","(10.0, 29.0, 14.2)","(5.0, 9.6, 8.08235294117647)"
16-12-2022 15:03:25.477015,"(14.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(12.0, 27.0, 23.857142857142858)","(3.4, 4.7, 4.05)","(12.0, 24.0, 20.714285714285715)","(5.0, 9.2, 6.3428571428571425)","(3.9, 6.4, 5.714285714285714)","(11.0, 29.0, 14.2)","(5.0, 9.6, 8.08235294117647)"
16-12-2022 15:03:26.967854,"(15.0, 46.0, 25.0)","(21.0, 140.0, 109.5)","(13.0, 27.0, 23.857142857142858)","(3.4, 4.7, 3.975)","(12.0, 24.0, 20.714285714285715)","(5.0, 9.2, 6.3428571428571425)","(3.9, 6.4, 5.714285714285714)","(11.0, 29.0, 22.272727272727273)","(5.0, 9.6, 8.08235294117647)"
16-12-2022 15:03:28.441793,"(15.0, 46.0, 25.0)","(21.0, 140.0, 109.5)","(13.0, 27.0, 23.857142857142858)","(3.4, 4.7, 3.975)","(12.0, 24.0, 20.714285714285715)","(5.0, 9.2, 6.3428571428571425)","(3.9, 6.4, 5.714285714285714)","(11.0, 29.0, 22.272727272727273)","(5.0, 9.6, 8.08235294117647)"
16-12-2022 15:03:30.153566,"(15.0, 46.0, 25.0)","(21.0, 140.0, 109.5)","(13.0, 27.0, 23.857142857142858)","(3.4, 4.7, 3.975)","(12.0, 24.0, 20.714285714285715)","(5.0, 9.2, 6.199999999999999)","(3.9, 6.4, 5.714285714285714)","(11.0, 29.0, 22.272727272727273)","(5.0, 9.6, 8.08235294117647)"
16-12-2022 15:03:31.701745,"(15.0, 44.0, 18.714285714285715)","(21.0, 140.0, 99.66666666666667)","(13.0, 27.0, 23.857142857142858)","(3.4, 4.7, 4.075)","(12.0, 24.0, 20.714285714285715)","(5.0, 9.2, 7.735714285714285)","(3.9, 6.4, 5.714285714285714)","(11.0, 29.0, 22.272727272727273)","(5.0, 9.6, 8.08235294117647)"
16-12-2022 15:03:33.131004,"(15.0, 44.0, 18.714285714285715)","(21.0, 140.0, 116.2)","(13.0, 27.0, 23.857142857142858)","(3.4, 4.7, 4.075)","(12.0, 24.0, 20.857142857142858)","(5.0, 9.2, 7.735714285714285)","(3.9, 6.4, 5.742857142857143)","(11.0, 29.0, 14.2)","(5.0, 9.6, 7.3090909090909095)"
16-12-2022 15:03:34.575744,"(15.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 27.0, 22.0)","(3.4, 4.7, 4.075)","(12.0, 24.0, 20.857142857142858)","(5.0, 9.2, 7.735714285714285)","(3.9, 6.4, 5.742857142857143)","(11.0, 29.0, 14.2)","(5.0, 9.6, 7.5)"
16-12-2022 15:03:35.913821,"(15.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 27.0, 22.0)","(3.4, 4.7, 3.8666666666666667)","(12.0, 24.0, 20.857142857142858)","(5.0, 9.2, 7.735714285714285)","(3.9, 6.4, 5.742857142857143)","(11.0, 29.0, 14.2)","(5.0, 9.6, 7.5)"
16-12-2022 15:03:37.362903,"(15.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 27.0, 23.666666666666668)","(3.4, 4.7, 3.8666666666666667)","(12.0, 24.0, 20.857142857142858)","(5.0, 9.2, 7.735714285714285)","(3.9, 6.4, 5.742857142857143)","(11.0, 29.0, 14.2)","(5.0, 9.6, 7.5)"
16-12-2022 15:03:38.799155,"(15.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 27.0, 24.142857142857142)","(3.4, 4.7, 3.8666666666666667)","(12.0, 24.0, 17.0)","(5.0, 9.2, 7.735714285714285)","(3.9, 6.4, 5.742857142857143)","(11.0, 29.0, 14.2)","(5.0, 9.6, 6.671428571428571)"
16-12-2022 15:03:40.290009,"(15.0, 46.0, 25.0)","(21.0, 140.0, 116.2)","(13.0, 27.0, 24.142857142857142)","(3.4, 4.7, 3.8666666666666667)","(12.0, 24.0, 17.0)","(5.0, 9.2, 6.199999999999999)","(3.9, 6.4, 4.933333333333334)","(11.0, 29.0, 14.2)","(5.0, 9.6, 6.671428571428571)"
16-12-2022 15:03:41.851777,"(15.0, 46.0, 25.0)","(21.0, 120.0, 65.0)","(13.0, 27.0, 20.75)","(3.4, 4.7, 4.45)","(12.0, 24.0, 21.375)","(5.0, 9.2, 7.735714285714285)","(3.9, 6.4, 5.8500000000000005)","(11.0, 29.0, 22.272727272727273)","(5.0, 9.6, 7.0375)"
16-12-2022 15:03:43.513020,"(15.0, 46.0, 25.0)","(21.0, 120.0, 65.0)","(13.0, 26.0, 20.75)","(3.4, 4.7, 4.45)","(12.0, 24.0, 21.375)","(5.0, 9.2, 7.735714285714285)","(3.9, 6.4, 5.8500000000000005)","(11.0, 29.0, 22.272727272727273)","(5.0, 9.6, 7.0375)"
16-12-2022 15:03:45.114733,"(15.0, 46.0, 25.0)","(21.0, 120.0, 65.0)","(13.0, 26.0, 20.75)","(3.4, 4.7, 4.45)","(12.0, 24.0, 21.375)","(5.0, 9.2, 7.735714285714285)","(3.9, 6.4, 5.8500000000000005)","(11.0, 29.0, 22.272727272727273)","(5.0, 9.6, 7.0375)"
16-12-2022 15:03:47.118409,"(15.0, 46.0, 25.0)","(21.0, 120.0, 65.0)","(13.0, 26.0, 20.75)","(3.4, 4.7, 4.45)","(12.0, 24.0, 21.375)","(5.0, 9.2, 7.866666666666666)","(3.9, 6.4, 5.8500000000000005)","(11.0, 29.0, 22.272727272727273)","(5.0, 9.6, 8.33529411764706)"
16-12-2022 15:03:49.354486,"(15.0, 46.0, 25.666666666666664)","(21.0, 120.0, 65.0)","(13.0, 27.0, 24.142857142857142)","(3.4, 4.7, 4.45)","(12.0, 24.0, 21.375)","(5.0, 9.2, 7.866666666666666)","(3.9, 6.4, 5.8500000000000005)","(11.0, 29.0, 14.2)","(5.0, 9.6, 8.33529411764706)"
16-12-2022 15:03:50.915484,"(14.0, 48.0, 25.666666666666664)","(21.0, 120.0, 65.0)","(13.0, 27.0, 24.142857142857142)","(3.4, 4.7, 4.45)","(12.0, 24.0, 21.375)","(5.0, 9.2, 7.8999999999999995)","(3.9, 6.4, 5.8500000000000005)","(11.0, 29.0, 14.2)","(5.0, 9.6, 8.33529411764706)"
16-12-2022 15:03:52.380992,"(14.0, 48.0, 25.666666666666664)","(21.0, 120.0, 65.0)","(13.0, 27.0, 24.142857142857142)","(3.4, 4.7, 4.45)","(12.0, 24.0, 21.375)","(5.0, 9.2, 7.8999999999999995)","(3.9, 6.4, 5.8500000000000005)","(11.0, 29.0, 24.066666666666666)","(5.0, 9.6, 8.33529411764706)"
16-12-2022 15:03:53.810331,"(15.0, 48.0, 25.666666666666664)","(21.0, 120.0, 65.0)","(13.0, 27.0, 24.142857142857142)","(3.4, 4.7, 4.45)","(12.0, 24.0, 19.8)","(5.0, 9.2, 7.8999999999999995)","(3.9, 6.4, 5.8500000000000005)","(11.0, 29.0, 24.066666666666666)","(5.0, 9.6, 8.33529411764706)"
16-12-2022 15:03:55.292393,"(15.0, 48.0, 25.666666666666664)","(21.0, 120.0, 65.0)","(13.0, 27.0, 24.142857142857142)","(3.4, 4.7, 4.2)","(12.0, 24.0, 15.6)","(5.0, 9.2, 7.735714285714285)","(3.9, 6.4, 4.933333333333334)","(11.0, 29.0, 24.066666666666666)","(5.0, 9.6, 8.33529411764706)"
16-12-2022 15:03:56.703756,"(15.0, 48.0, 25.666666666666664)","(21.0, 120.0, 65.0)","(13.0, 27.0, 24.142857142857142)","(3.4, 4.7, 4.2)","(12.0, 24.0, 15.6)","(5.0, 9.2, 7.735714285714285)","(3.9, 6.4, 5.800000000000001)","(11.0, 29.0, 21.8)","(5.0, 9.6, 7.5)"
16-12-2022 15:03:58.101990,"(15.0, 48.0, 25.666666666666664)","(21.0, 120.0, 65.0)","(13.0, 27.0, 24.142857142857142)","(3.4, 4.7, 4.2)","(12.0, 24.0, 15.6)","(5.0, 9.2, 7.735714285714285)","(3.9, 6.4, 5.800000000000001)","(11.0, 29.0, 21.8)","(5.0, 9.6, 7.5)"
16-12-2022 15:03:59.488430,"(15.0, 48.0, 25.666666666666664)","(21.0, 120.0, 65.0)","(13.0, 27.0, 24.142857142857142)","(3.4, 4.7, 4.2)","(12.0, 24.0, 15.6)","(5.0, 9.2, 7.735714285714285)","(3.9, 6.4, 5.800000000000001)","(11.0, 29.0, 24.066666666666666)","(5.0, 9.6, 7.5)"
16-12-2022 15:04:00.951935,"(15.0, 48.0, 25.666666666666664)","(21.0, 120.0, 65.0)","(13.0, 27.0, 24.5)","(3.4, 4.7, 4.2)","(12.0, 24.0, 15.6)","(5.0, 9.2, 7.735714285714285)","(3.9, 6.4, 5.800000000000001)","(11.0, 29.0, 24.066666666666666)","(5.0, 9.6, 7.5)"
16-12-2022 15:04:02.348309,"(15.0, 48.0, 25.666666666666664)","(21.0, 120.0, 65.0)","(13.0, 27.0, 24.5)","(3.4, 4.7, 4.2)","(12.0, 24.0, 15.6)","(5.0, 9.2, 7.735714285714285)","(3.9, 6.4, 5.800000000000001)","(11.0, 29.0, 24.066666666666666)","(5.0, 9.6, 7.5)"
16-12-2022 15:04:03.834360,"(15.0, 48.0, 25.666666666666664)","(21.0, 120.0, 65.0)","(13.0, 27.0, 24.5)","(3.4, 4.7, 4.2)","(12.0, 24.0, 15.6)","(5.0, 9.2, 7.866666666666666)","(3.9, 6.4, 5.800000000000001)","(11.0, 29.0, 24.066666666666666)","(5.0, 9.6, 7.5)"
16-12-2022 15:04:05.281630,"(15.0, 48.0, 25.666666666666664)","(21.0, 120.0, 54.0)","(13.0, 27.0, 24.5)","(3.4, 4.7, 4.2)","(12.0, 24.0, 14.666666666666666)","(5.0, 9.2, 7.733333333333333)","(3.9, 6.4, 4.883333333333333)","(11.0, 29.0, 27.458333333333336)","(5.0, 9.6, 7.622222222222223)"
16-12-2022 15:04:06.996808,"(15.0, 48.0, 25.666666666666664)","(21.0, 120.0, 54.0)","(13.0, 27.0, 24.5)","(3.4, 4.7, 4.5588235294117645)","(12.0, 24.0, 13.333333333333334)","(5.0, 9.0, 7.733333333333333)","(3.9, 6.4, 4.883333333333333)","(11.0, 29.0, 25.4)","(5.0, 9.4, 7.171428571428572)"
16-12-2022 15:04:08.509346,"(15.0, 48.0, 25.666666666666664)","(21.0, 120.0, 54.0)","(13.0, 27.0, 24.5)","(3.4, 4.7, 4.5588235294117645)","(12.0, 24.0, 13.333333333333334)","(5.0, 9.0, 6.357142857142857)","(3.9, 6.4, 4.883333333333333)","(11.0, 29.0, 25.4)","(5.0, 9.4, 7.171428571428572)"
16-12-2022 15:04:10.093125,"(15.0, 48.0, 28.25)","(21.0, 120.0, 54.0)","(13.0, 27.0, 24.5)","(3.4, 4.7, 4.086956521739131)","(12.0, 24.0, 15.333333333333334)","(5.0, 9.0, 5.883333333333333)","(3.9, 6.4, 4.533333333333333)","(11.0, 29.0, 21.285714285714285)","(5.0, 9.0, 7.0)"
16-12-2022 15:04:11.554057,"(15.0, 42.0, 28.25)","(21.0, 120.0, 54.0)","(13.0, 27.0, 24.5)","(3.4, 4.4, 4.086956521739131)","(12.0, 22.0, 19.5)","(5.0, 8.8, 5.883333333333333)","(3.9, 6.2, 4.533333333333333)","(11.0, 29.0, 22.4375)","(5.0, 9.0, 7.0)"
16-12-2022 15:04:13.034742,"(15.0, 42.0, 38.07142857142857)","(21.0, 120.0, 62.0)","(13.0, 27.0, 24.5)","(3.4, 4.4, 4.086956521739131)","(12.0, 22.0, 19.5)","(5.0, 8.8, 5.883333333333333)","(3.9, 6.2, 4.533333333333333)","(11.0, 29.0, 22.4375)","(5.0, 9.0, 7.0)"
16-12-2022 15:04:15.924381,"(15.0, 42.0, 38.07142857142857)","(21.0, 120.0, 62.0)","(13.0, 27.0, 24.142857142857142)","(3.4, 4.4, 4.086956521739131)","(12.0, 22.0, 19.5)","(5.0, 8.8, 6.333333333333333)","(3.9, 6.2, 4.533333333333333)","(11.0, 29.0, 22.4375)","(5.0, 9.0, 6.885714285714286)"
16-12-2022 15:04:17.358041,"(15.0, 42.0, 38.07142857142857)","(21.0, 120.0, 54.0)","(13.0, 27.0, 24.142857142857142)","(3.4, 4.4, 4.086956521739131)","(12.0, 22.0, 20.75)","(5.0, 8.8, 7.1000000000000005)","(3.9, 6.2, 4.533333333333333)","(11.0, 29.0, 22.4375)","(5.0, 9.0, 7.5600000000000005)"
16-12-2022 15:04:18.797204,"(15.0, 42.0, 38.07142857142857)","(21.0, 120.0, 54.0)","(13.0, 27.0, 24.142857142857142)","(3.4, 4.4, 4.086956521739131)","(12.0, 22.0, 20.75)","(5.0, 8.8, 5.876923076923077)","(3.9, 6.2, 4.533333333333333)","(11.0, 29.0, 16.25)","(5.0, 9.0, 7.5600000000000005)"
16-12-2022 15:04:20.427891,"(15.0, 42.0, 38.07142857142857)","(21.0, 120.0, 54.0)","(13.0, 27.0, 24.142857142857142)","(3.4, 4.4, 3.876923076923077)","(12.0, 22.0, 19.285714285714285)","(5.0, 8.8, 7.258333333333333)","(3.9, 6.2, 4.533333333333333)","(11.0, 29.0, 16.25)","(5.0, 9.0, 7.5600000000000005)"
16-12-2022 15:04:21.905695,"(15.0, 42.0, 38.07142857142857)","(21.0, 120.0, 54.0)","(13.0, 27.0, 24.142857142857142)","(3.4, 4.4, 3.876923076923077)","(12.0, 22.0, 16.363636363636363)","(5.0, 8.8, 6.4)","(3.9, 6.2, 4.533333333333333)","(11.0, 29.0, 16.25)","(5.0, 9.0, 7.44)"
16-12-2022 15:04:23.479954,"(15.0, 42.0, 28.25)","(21.0, 120.0, 54.0)","(13.0, 27.0, 24.142857142857142)","(3.4, 4.4, 3.876923076923077)","(12.0, 21.0, 17.857142857142858)","(5.0, 8.8, 6.4)","(3.9, 6.2, 4.533333333333333)","(11.0, 29.0, 16.25)","(5.0, 8.8, 7.44)"
16-12-2022 15:04:25.021857,"(15.0, 42.0, 28.25)","(21.0, 120.0, 54.0)","(13.0, 27.0, 24.142857142857142)","(3.4, 4.4, 3.876923076923077)","(12.0, 20.0, 17.857142857142858)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.290909090909091)","(11.0, 29.0, 16.25)","(5.0, 8.8, 7.254545454545456)"
16-12-2022 15:04:26.672312,"(15.0, 42.0, 23.666666666666664)","(21.0, 120.0, 51.46153846153846)","(13.0, 27.0, 23.11111111111111)","(3.4, 4.4, 3.9)","(12.0, 20.0, 17.857142857142858)","(5.0, 8.8, 6.4)","(3.9, 6.2, 5.290909090909091)","(11.0, 29.0, 16.25)","(5.0, 8.8, 7.254545454545456)"
