,Avery Blue,Mischievous Curlin,Rose Dawson,Luxury Liner,The Great Haynes,Sheza Girly Girl,Shezarunaway,Angels Advocate
08-01-2023 10:03:55.468407,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:03:56.603412,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:03:57.780248,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:03:58.939746,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:00.115366,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:01.300286,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:02.497426,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:03.676238,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:04.839335,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:06.015584,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:07.181228,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:08.342313,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:09.521802,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:10.702187,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:11.873886,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:13.109310,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:14.317665,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:15.473674,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:16.636676,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:17.799326,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:18.963040,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:20.119157,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:21.329227,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:22.490767,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:23.693285,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:24.877048,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:26.041095,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:27.257998,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:28.437276,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:29.593649,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:30.766341,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:31.922963,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:33.094907,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:34.263629,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:35.429044,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:36.652379,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:37.870531,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:39.021091,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:40.198088,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:41.352503,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:42.527263,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:43.671885,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:44.874242,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:46.024327,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:47.181254,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:48.363245,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:49.525139,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:50.677550,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:51.817832,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:52.984664,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:54.192915,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:55.358640,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:56.516987,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:57.675029,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:58.825918,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:04:59.976396,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:01.152047,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:02.363626,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:03.571934,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:04.742808,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:05.910512,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:07.071299,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:08.223455,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:09.396513,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:10.560665,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:11.736486,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:12.889436,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:14.051287,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:15.215888,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:16.402951,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:17.581845,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:18.737705,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:19.907786,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:21.070634,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:22.231708,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:23.403785,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:24.561694,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:25.724005,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:26.933021,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:28.099688,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:29.289344,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:30.500714,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.6, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:31.641259,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:32.806663,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:33.983472,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:35.147841,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:36.308158,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:37.496215,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:38.658082,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:39.809330,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:40.964429,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:42.110978,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:43.281362,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:44.452086,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:45.615275,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:46.784897,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:47.964619,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:49.114706,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:50.257305,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:51.425626,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:52.600904,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:53.748799,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:54.918211,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:56.069918,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:57.219156,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:58.378111,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
08-01-2023 10:05:59.545856,"(15.0, 99999, 99990)","(21.0, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 99999, 99990)","(2.7, 99999, 99990)"
