,Avery Blue,Mischievous Curlin,Rose Dawson,Luxury Liner,The Great Haynes,Sheza Girly Girl,Shezarunaway,Angels Advocate
08-01-2023 09:55:44.231040,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:55:45.384518,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:55:46.543559,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:55:47.702992,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:55:48.864640,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:55:50.018581,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:55:51.197317,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:55:52.365905,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:55:53.538481,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:55:54.701176,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:55:55.868728,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:55:57.051523,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:55:58.213140,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:55:59.382624,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:00.547251,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:01.707812,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:02.867417,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:04.029712,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:05.189397,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:06.369696,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:07.529624,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:08.705228,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:09.861843,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:11.050464,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:12.211117,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:13.420846,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:14.862895,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:16.030265,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:17.194217,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:18.368749,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:19.556013,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:20.708285,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:21.877735,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:23.083812,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:24.253198,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:25.381490,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:26.560085,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:27.707070,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:28.874599,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:30.048812,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:31.195114,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:32.362411,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:33.508873,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:34.684666,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:35.843699,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:36.990761,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:38.170411,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:39.348143,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:40.493640,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:41.656104,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:42.820231,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:43.992654,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:45.226137,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:46.551293,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:47.841258,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:49.101551,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:50.501390,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:51.693418,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:52.993513,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:54.193492,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:55.463419,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:56.633417,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:57.823545,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:56:59.003440,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:00.167316,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:01.323325,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:02.493140,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:03.683490,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:04.843289,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:06.005720,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:07.163094,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:08.323314,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:09.473072,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:10.632877,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:11.782958,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:12.933247,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:14.082914,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:15.253220,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:16.403998,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:17.574149,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:18.722934,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:19.872828,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:21.052954,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:22.212821,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:23.372761,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:24.538282,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:25.705036,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:26.872825,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:28.022948,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:29.187604,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:30.362557,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:31.534213,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:32.676259,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:33.832434,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:35.012508,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:36.165204,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:37.353387,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:38.539454,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:39.732598,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:40.902393,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:42.162270,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:43.322277,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:44.532312,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:45.702312,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:46.867276,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:48.032263,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
08-01-2023 09:57:49.214690,"(15.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(4.4, 99999, 99990)","(6.5, 99999, 99990)","(5.0, 99999, 99990)","(26.0, 99999, 99990)","(2.6, 99999, 99990)"
