,Cousteau,Chanelle,Diamond Blanco,Impressive Mario,Romeo,Fly High Buddy,Homebush Dove,Harry Baxter
06-01-2023 10:52:12.350905,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:13.456283,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:14.509777,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:15.536235,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:16.579994,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:17.553280,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:18.562471,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:19.526001,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:20.522214,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:21.486510,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:22.462048,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:23.483687,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:24.521507,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:25.545203,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:26.603772,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:27.639567,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:28.624638,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:29.611444,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:30.629794,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:31.621174,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:32.622429,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:33.640067,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:34.686552,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:35.715078,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:36.725234,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:37.754863,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:38.779145,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:39.818556,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 7.1499999999999995)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 39.25)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:40.841063,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 8.2, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 48.0, 40.75)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:41.847907,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 40.75)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:42.819569,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 40.75)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:43.785227,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 40.75)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:44.743592,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 44.714285714285715)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:45.688002,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 40.75)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:46.670952,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 40.75)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:47.604535,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 40.75)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:48.598626,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 40.75)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:49.634666,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:50.705565,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:51.758170,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:52.786448,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:53.846366,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:54.897556,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:55.950269,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:56.976048,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:58.014770,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:58.981103,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:52:59.970704,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:00.990517,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:01.968475,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:02.954586,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:04.044881,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:05.065938,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:06.096317,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:07.109146,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.0, 13.309090909090909)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:08.149125,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.5, 12.185714285714285)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:09.170026,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.5, 12.185714285714285)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 85.0, 36.07142857142857)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:10.139291,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.5, 12.185714285714285)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:11.136979,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.5, 12.185714285714285)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:12.125174,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.5, 12.185714285714285)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:13.118476,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.5, 12.185714285714285)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:14.123482,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.5, 12.185714285714285)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:15.134418,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.5, 12.185714285714285)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:16.180974,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.5, 12.185714285714285)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.425)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:17.229890,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.5, 12.185714285714285)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.8, 5.675)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:18.305276,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.5, 12.185714285714285)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.6, 5.675)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:19.340160,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.5, 12.185714285714285)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.6, 6.725)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:20.361282,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.5, 12.185714285714285)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.6, 6.725)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:21.340140,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.5, 12.185714285714285)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.6, 6.725)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:22.358061,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.5, 12.185714285714285)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.6, 6.725)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.6)"
06-01-2023 10:53:23.342465,"(3.5, 5.6, 4.931818181818182)","(6.5, 14.5, 12.185714285714285)","(3.7, 5.3, 4.5)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.6, 6.725)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 10.49090909090909)"
06-01-2023 10:53:24.336490,"(3.5, 5.6, 4.574999999999999)","(6.5, 14.5, 9.03076923076923)","(3.7, 5.3, 4.52962962962963)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.6, 6.725)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 10.38888888888889)"
06-01-2023 10:53:25.287885,"(3.5, 5.6, 4.643333333333333)","(6.5, 14.0, 9.68)","(3.7, 5.3, 4.553333333333334)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.6, 6.725)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.2)"
06-01-2023 10:53:26.277040,"(3.5, 5.6, 4.643333333333333)","(6.5, 14.0, 9.68)","(3.7, 5.3, 4.553333333333334)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.6, 6.725)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.166666666666666)"
06-01-2023 10:53:27.240722,"(3.5, 5.6, 4.643333333333333)","(6.5, 14.0, 9.68)","(3.7, 5.3, 4.553333333333334)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.6, 6.725)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.166666666666666)"
06-01-2023 10:53:28.199386,"(3.5, 5.6, 4.643333333333333)","(6.5, 14.0, 9.68)","(3.7, 5.3, 4.553333333333334)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.6, 6.83)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.166666666666666)"
06-01-2023 10:53:29.195479,"(3.5, 5.6, 4.643333333333333)","(6.5, 14.0, 9.68)","(3.7, 5.3, 4.553333333333334)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.6, 6.83)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.166666666666666)"
06-01-2023 10:53:30.234534,"(3.5, 5.6, 4.643333333333333)","(6.5, 14.0, 9.68)","(3.7, 5.3, 4.553333333333334)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.6, 6.725)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.166666666666666)"
06-01-2023 10:53:31.299403,"(3.5, 5.6, 4.643333333333333)","(6.5, 14.0, 9.68)","(3.7, 5.3, 4.553333333333334)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.6, 6.725)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.166666666666666)"
06-01-2023 10:53:32.364645,"(3.5, 5.6, 4.643333333333333)","(6.5, 14.0, 9.68)","(3.7, 5.3, 4.553333333333334)","(15.0, 36.0, 28.833333333333336)","(3.7, 7.6, 6.725)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 9.166666666666666)"
06-01-2023 10:53:33.443373,"(3.5, 5.6, 4.643333333333333)","(6.5, 14.0, 9.68)","(3.7, 5.3, 4.863636363636363)","(15.0, 36.0, 38.1)","(3.7, 7.6, 6.725)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 7.333333333333333)"
06-01-2023 10:53:34.518599,"(3.5, 5.6, 4.643333333333333)","(6.5, 12.5, 9.08)","(3.7, 5.3, 4.863636363636363)","(15.0, 44.0, 38.1)","(3.7, 7.6, 6.725)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 7.333333333333333)"
06-01-2023 10:53:35.553880,"(3.5, 5.6, 4.643333333333333)","(6.5, 12.5, 9.08)","(3.7, 5.3, 4.863636363636363)","(15.0, 44.0, 38.1)","(3.7, 7.6, 6.725)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 7.333333333333333)"
06-01-2023 10:53:36.562526,"(3.5, 5.6, 4.643333333333333)","(6.5, 12.5, 9.08)","(3.7, 5.3, 4.863636363636363)","(15.0, 44.0, 38.1)","(3.7, 7.6, 6.725)","(18.0, 140.0, 57.666666666666664)","(15.0, 50.0, 35.4)","(6.0, 11.0, 7.333333333333333)"
