,Zip Up Andy,Rigg,Smokin Charlie,Berns Ability,Nangar Troy,Gypsy Yankee,Rev Up Freddy
06-01-2023 15:32:32.094778,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.723076923076923)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 23.75)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 77.53846153846155)"
06-01-2023 15:32:33.185378,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.723076923076923)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 23.75)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 78.15384615384615)"
06-01-2023 15:32:34.608636,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.723076923076923)","(3.8, 5.0, 4.73)","(16.0, 55.0, 23.75)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 78.15384615384615)"
06-01-2023 15:32:35.680853,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.723076923076923)","(3.8, 5.0, 4.73)","(16.0, 55.0, 23.75)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 78.15384615384615)"
06-01-2023 15:32:36.719239,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.723076923076923)","(3.8, 5.0, 4.675)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 78.15384615384615)"
06-01-2023 15:32:38.074968,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.723076923076923)","(3.8, 5.0, 4.675)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 78.15384615384615)"
06-01-2023 15:32:39.193531,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.723076923076923)","(3.8, 5.0, 4.3)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 78.15384615384615)"
06-01-2023 15:32:40.194979,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.723076923076923)","(3.8, 5.0, 4.3)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 78.15384615384615)"
06-01-2023 15:32:41.297865,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.3)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 78.15384615384615)"
06-01-2023 15:32:42.343494,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.3)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 78.15384615384615)"
06-01-2023 15:32:43.419568,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.3)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 78.15384615384615)"
06-01-2023 15:32:44.495842,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 78.15384615384615)"
06-01-2023 15:32:45.544381,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 78.15384615384615)"
06-01-2023 15:32:46.612322,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 78.15384615384615)"
06-01-2023 15:32:47.638094,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 78.15384615384615)"
06-01-2023 15:32:48.677578,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 78.15384615384615)"
06-01-2023 15:32:49.681075,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 78.15384615384615)"
06-01-2023 15:32:50.737430,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 4.564285714285714)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 78.15384615384615)"
06-01-2023 15:32:52.100254,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.6, 5.87)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 84.0)"
06-01-2023 15:32:53.251586,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 84.0)"
06-01-2023 15:32:54.434624,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 84.0)"
06-01-2023 15:32:55.764186,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 84.0)"
06-01-2023 15:32:56.936514,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 84.0)"
06-01-2023 15:32:58.242962,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 84.0)"
06-01-2023 15:32:59.545547,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 84.0)"
06-01-2023 15:33:00.737429,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 84.0)"
06-01-2023 15:33:01.926420,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.766666666666667)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 84.0)"
06-01-2023 15:33:03.057284,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 5.0, 4.683333333333334)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:04.063675,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.683333333333334)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:05.013542,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.683333333333334)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:06.141134,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.683333333333334)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:07.249724,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.683333333333334)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:08.308550,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.033333333333333)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:09.433393,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.033333333333333)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:10.458433,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.033333333333333)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:11.474142,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.033333333333333)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:12.500855,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.007142857142857)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:13.570529,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.976923076923077)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:14.578821,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.976923076923077)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:15.602584,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.976923076923077)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:16.663828,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.7181818181818183)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:17.754700,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.7181818181818183)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:18.802786,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.033333333333333)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:19.852497,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.033333333333333)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:20.841221,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:22.055819,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 39.166666666666664)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:23.178032,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:24.277505,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.9571428571428573)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:25.254113,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.9571428571428573)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:26.259989,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.7083333333333335)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:27.272688,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.7083333333333335)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:28.370555,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.7083333333333335)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:29.354546,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.7083333333333335)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:30.419980,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:31.409026,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 79.38461538461539)"
06-01-2023 15:33:32.437527,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 64.72727272727272)"
06-01-2023 15:33:33.503739,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 56.0)"
06-01-2023 15:33:34.562662,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 56.0)"
06-01-2023 15:33:35.542603,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 56.0)"
06-01-2023 15:33:36.495950,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 53.63636363636364)"
06-01-2023 15:33:37.536833,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 56.0)"
06-01-2023 15:33:38.613762,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 80.0)"
06-01-2023 15:33:39.650762,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 80.0)"
06-01-2023 15:33:40.649819,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 80.0)"
06-01-2023 15:33:41.547955,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 80.0)"
06-01-2023 15:33:42.554343,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 80.0)"
06-01-2023 15:33:43.549076,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 80.0)"
06-01-2023 15:33:44.941479,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 80.0)"
06-01-2023 15:33:46.255015,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 80.0)"
06-01-2023 15:33:47.297749,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 80.0)"
06-01-2023 15:33:48.982918,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 80.0)"
06-01-2023 15:33:50.502008,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 80.0)"
06-01-2023 15:33:51.724517,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 85.71428571428572)"
06-01-2023 15:33:53.035516,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 85.71428571428572)"
06-01-2023 15:33:54.332694,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.9833333333333334)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 82.0)"
06-01-2023 15:33:55.557516,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.9571428571428573)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 82.0)"
06-01-2023 15:33:56.817293,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.9571428571428573)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 82.0)"
06-01-2023 15:33:58.004694,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.7083333333333335)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 82.0)"
06-01-2023 15:33:59.168011,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.7083333333333335)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 82.0)"
06-01-2023 15:34:00.338995,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.7083333333333335)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 82.0)"
06-01-2023 15:34:01.417895,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.7083333333333335)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 82.0)"
06-01-2023 15:34:02.426491,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.7083333333333335)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 55.27272727272727)"
06-01-2023 15:34:03.443106,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.7083333333333335)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 55.27272727272727)"
06-01-2023 15:34:04.558444,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.7083333333333335)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 55.27272727272727)"
06-01-2023 15:34:05.651169,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.7083333333333335)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 55.27272727272727)"
06-01-2023 15:34:06.937778,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.7083333333333335)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 55.27272727272727)"
06-01-2023 15:34:08.080431,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.7083333333333335)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 55.27272727272727)"
06-01-2023 15:34:09.200681,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 55.27272727272727)"
06-01-2023 15:34:10.386177,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 55.27272727272727)"
06-01-2023 15:34:11.611201,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 55.27272727272727)"
06-01-2023 15:34:12.983995,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 4.0062500000000005)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 55.27272727272727)"
06-01-2023 15:34:14.259779,"(8.5, 16.5, 10.817647058823528)","(3.8, 6.4, 5.87)","(5.0, 7.8, 6.3)","(3.8, 4.9, 3.9571428571428573)","(16.0, 55.0, 40.38461538461539)","(2.9, 4.7, 3.6732142857142858)","(21.0, 160.0, 55.27272727272727)"
