,Zip Up Andy,Rigg,Smokin Charlie,Berns Ability,Nangar Troy,Gypsy Yankee,Rev Up Freddy
06-01-2023 15:28:06.335628,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:07.670485,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:08.837608,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:09.992588,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:10.984732,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:11.959169,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:12.914247,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:14.063217,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:15.153978,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:16.187480,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:17.580180,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:18.742189,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:19.902979,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:21.065139,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:22.195998,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:23.473279,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:24.548673,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:25.515800,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:26.584135,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:27.581691,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:28.697854,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:29.794037,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:30.834479,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:31.880571,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:33.069762,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:34.179565,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 3.780952380952381)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.511904761904762)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:35.281953,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.2)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.5348837209302326)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:36.340141,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.2)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.5348837209302326)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:37.289390,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.2)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.086206896551724)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:38.316667,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.2)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.086206896551724)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:39.384111,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.2)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.086206896551724)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:40.423148,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.086206896551724)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:41.496633,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.086206896551724)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:42.572886,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.086206896551724)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:43.522791,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.086206896551724)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:44.562905,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.086206896551724)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:45.546076,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.086206896551724)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:46.586128,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.086206896551724)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:47.700221,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.086206896551724)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:48.806278,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.086206896551724)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:49.893375,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.086206896551724)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:50.953837,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.086206896551724)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:51.900192,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.086206896551724)","(21.0, 160.0, 59.642857142857146)"
06-01-2023 15:28:52.897237,"(8.5, 16.5, 11.233333333333333)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.086206896551724)","(21.0, 160.0, 79.71428571428572)"
06-01-2023 15:28:53.942412,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.086206896551724)","(21.0, 160.0, 79.71428571428572)"
06-01-2023 15:28:54.969793,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.0535714285714284)","(21.0, 160.0, 66.66666666666666)"
06-01-2023 15:28:55.997107,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.0535714285714284)","(21.0, 160.0, 66.66666666666666)"
06-01-2023 15:28:56.980869,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.0535714285714284)","(21.0, 160.0, 66.66666666666666)"
06-01-2023 15:28:57.990579,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.0535714285714284)","(21.0, 160.0, 66.66666666666666)"
06-01-2023 15:28:59.043141,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.0535714285714284)","(21.0, 160.0, 66.66666666666666)"
06-01-2023 15:29:00.042088,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.0535714285714284)","(21.0, 160.0, 66.66666666666666)"
06-01-2023 15:29:01.456655,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 66.66666666666666)"
06-01-2023 15:29:02.575512,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 74.46153846153845)"
06-01-2023 15:29:03.659427,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 74.46153846153845)"
06-01-2023 15:29:04.742809,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 74.46153846153845)"
06-01-2023 15:29:05.689536,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 74.46153846153845)"
06-01-2023 15:29:06.848287,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 50.4)"
06-01-2023 15:29:08.036873,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 75.6923076923077)"
06-01-2023 15:29:09.123460,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 9.0, 5.888888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 75.6923076923077)"
06-01-2023 15:29:10.120658,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 8.8, 6.688888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 75.6923076923077)"
06-01-2023 15:29:11.152793,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 8.8, 6.688888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 75.6923076923077)"
06-01-2023 15:29:12.214557,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 8.8, 6.688888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 75.6923076923077)"
06-01-2023 15:29:13.161521,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 8.8, 6.688888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 75.6923076923077)"
06-01-2023 15:29:14.110244,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 8.8, 6.688888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 75.6923076923077)"
06-01-2023 15:29:15.114272,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 8.8, 6.688888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 75.6923076923077)"
06-01-2023 15:29:16.122714,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 8.8, 6.688888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 75.6923076923077)"
06-01-2023 15:29:17.108766,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 8.8, 6.688888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 75.6923076923077)"
06-01-2023 15:29:18.142264,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 8.8, 6.688888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 75.6923076923077)"
06-01-2023 15:29:19.127260,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 8.8, 6.688888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 75.6923076923077)"
06-01-2023 15:29:20.102493,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 8.8, 6.688888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 75.6923076923077)"
06-01-2023 15:29:21.308279,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 8.8, 6.688888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 75.6923076923077)"
06-01-2023 15:29:22.389578,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 8.8, 6.688888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 75.6923076923077)"
06-01-2023 15:29:23.407187,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.15)","(5.0, 8.8, 6.688888888888889)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:24.624148,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.095652173913043)","(5.0, 8.8, 6.4875)","(3.8, 5.4, 3.975)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.0892857142857144)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:25.700170,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.095652173913043)","(5.0, 8.8, 6.4875)","(3.8, 5.4, 3.975)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.0892857142857144)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:26.831070,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.2)","(5.0, 8.8, 6.4875)","(3.8, 5.4, 3.975)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.0892857142857144)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:27.834699,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.233333333333333)","(5.0, 8.8, 6.4875)","(3.8, 5.4, 3.975)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.0892857142857144)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:28.853193,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.182608695652174)","(5.0, 8.8, 6.4875)","(3.8, 5.4, 3.9130434782608696)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:29.874773,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.182608695652174)","(5.0, 8.8, 6.800000000000001)","(3.8, 5.4, 3.9543478260869565)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.1206896551724137)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:30.941964,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.2)","(5.0, 8.8, 6.612500000000001)","(3.8, 5.4, 3.931818181818182)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.0892857142857144)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:31.868902,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.2)","(5.0, 8.8, 6.612500000000001)","(3.8, 5.4, 3.931818181818182)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.0892857142857144)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:33.097141,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.2)","(5.0, 8.8, 6.612500000000001)","(3.8, 5.4, 3.931818181818182)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.0892857142857144)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:34.120535,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.095652173913043)","(5.0, 8.8, 6.612500000000001)","(3.8, 5.4, 3.931818181818182)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.0535714285714284)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:35.162847,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.095652173913043)","(5.0, 8.8, 6.4875)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.0357142857142856)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:36.284676,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.095652173913043)","(5.0, 8.8, 6.612500000000001)","(3.8, 5.4, 3.69)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.155172413793103)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:37.419004,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.095652173913043)","(5.0, 8.8, 6.612500000000001)","(3.8, 5.4, 3.975)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.125)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:38.630085,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.2)","(5.0, 8.8, 6.612500000000001)","(3.8, 5.4, 3.975)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.125)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:39.679022,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.2)","(5.0, 8.8, 6.612500000000001)","(3.8, 5.4, 3.975)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.125)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:40.697837,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.2)","(5.0, 8.8, 6.612500000000001)","(3.8, 5.4, 3.975)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.125)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:41.749688,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.095652173913043)","(5.0, 8.8, 6.4875)","(3.8, 5.4, 3.975)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.0357142857142856)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:42.812529,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.095652173913043)","(5.0, 8.8, 6.4875)","(3.8, 5.4, 3.975)","(16.0, 42.0, 31.583333333333336)","(2.9, 4.5, 3.0357142857142856)","(21.0, 160.0, 51.2)"
06-01-2023 15:29:43.947536,"(8.5, 16.0, 13.98181818181818)","(3.8, 6.4, 4.095652173913043)","(5.0, 8.8, 6.4875)","(3.8, 5.4, 3.931818181818182)","(16.0, 42.0, 28.11111111111111)","(2.9, 4.5, 3.103448275862069)","(21.0, 160.0, 62.857142857142854)"
