,Buddys Tale,Harmony Nation,Damreel,Chayse N Storms,Renault,Friend Of God,The Houseman,Hes Viral,It Must Be Love,Alaltun,Nitroglycerine,The Angels Kiss
12-01-2023 16:47:03.466932,"(10.0, 17.0, 16.4)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.4941176470588236)","(8.5, 12.5, 11.5)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.2, 3.088888888888889)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 12.5, 11.833333333333334)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:04.956519,"(10.0, 17.0, 16.4)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.4941176470588236)","(8.5, 12.5, 11.5)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.2, 3.088888888888889)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 12.5, 11.833333333333334)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:06.415627,"(10.0, 17.0, 16.4)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.4941176470588236)","(8.5, 12.5, 11.833333333333334)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.2, 3.088888888888889)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 12.5, 11.833333333333334)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:08.023579,"(10.0, 17.0, 16.4)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.4941176470588236)","(8.5, 12.5, 11.833333333333334)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.2, 3.088888888888889)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 12.5, 11.833333333333334)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:09.538718,"(10.0, 17.0, 16.4)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.4941176470588236)","(8.5, 12.5, 11.833333333333334)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.2, 3.088888888888889)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 12.5, 11.833333333333334)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:11.295242,"(10.0, 17.0, 16.4)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.4941176470588236)","(8.5, 12.5, 11.833333333333334)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.2, 3.0824561403508772)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 12.5, 11.833333333333334)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:12.955439,"(10.0, 17.0, 16.4)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.4941176470588236)","(8.5, 12.5, 11.833333333333334)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.1, 3.0824561403508772)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 12.5, 11.833333333333334)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:14.667753,"(10.0, 17.0, 16.4)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.4941176470588236)","(8.5, 12.5, 11.75)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.1, 3.0824561403508772)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 12.5, 11.833333333333334)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:16.443392,"(10.0, 17.0, 15.25)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.4941176470588236)","(8.5, 12.5, 12.333333333333334)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.1, 3.0824561403508772)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 12.5, 11.476190476190476)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:18.003599,"(10.0, 16.5, 15.25)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.4941176470588236)","(8.5, 13.0, 12.555555555555555)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 11.4)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:19.664924,"(10.0, 16.5, 15.25)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.4941176470588236)","(8.5, 13.0, 12.555555555555555)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 11.4)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:21.227868,"(10.0, 16.5, 15.25)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.4941176470588236)","(8.5, 13.0, 12.555555555555555)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 11.476190476190476)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:23.037969,"(10.0, 16.5, 15.25)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.4941176470588236)","(8.5, 13.0, 12.555555555555555)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 11.476190476190476)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:24.669087,"(10.0, 16.5, 15.25)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.541935483870968)","(8.5, 13.0, 12.571428571428571)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 11.4)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:26.183608,"(10.0, 16.5, 15.25)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.541935483870968)","(8.5, 13.0, 12.5)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 11.476190476190476)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:27.904957,"(10.0, 16.5, 15.25)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.541935483870968)","(8.5, 13.0, 12.5)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 11.476190476190476)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:29.605041,"(10.0, 16.5, 15.25)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.541935483870968)","(8.5, 13.0, 12.5)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 11.476190476190476)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:31.143582,"(10.0, 16.5, 15.25)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.541935483870968)","(8.5, 13.0, 12.5)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 11.476190476190476)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:32.708598,"(10.0, 16.5, 15.25)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.541935483870968)","(8.5, 13.0, 12.5)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 11.476190476190476)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:34.268204,"(10.0, 16.5, 15.25)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.541935483870968)","(8.5, 13.0, 12.5)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 11.476190476190476)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:35.756224,"(10.0, 16.5, 15.25)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.541935483870968)","(8.5, 13.0, 12.5)","(21.0, 70.0, 60.769230769230774)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 31.0)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 11.476190476190476)","(21.0, 32.0, 30.4)"
12-01-2023 16:47:37.458977,"(10.0, 16.5, 15.25)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 70.0, 48.18181818181818)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.551724137931036)","(21.0, 32.0, 30.5)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 12.238095238095237)","(21.0, 32.0, 28.8)"
12-01-2023 16:47:39.014032,"(10.0, 16.0, 15.142857142857142)","(17.0, 25.0, 21.0)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 50.0, 48.18181818181818)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.371428571428572)","(21.0, 32.0, 30.5)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 12.238095238095237)","(21.0, 30.0, 28.8)"
12-01-2023 16:47:40.726023,"(10.0, 16.0, 15.142857142857142)","(17.0, 26.0, 20.25)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 50.0, 48.18181818181818)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.371428571428572)","(21.0, 32.0, 30.5)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 12.238095238095237)","(21.0, 30.0, 28.8)"
12-01-2023 16:47:42.655967,"(10.0, 16.0, 15.142857142857142)","(17.0, 26.0, 20.25)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 50.0, 48.18181818181818)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.371428571428572)","(21.0, 32.0, 30.5)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 12.238095238095237)","(21.0, 30.0, 28.8)"
12-01-2023 16:47:44.222533,"(10.0, 16.0, 15.142857142857142)","(17.0, 26.0, 20.25)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 50.0, 48.18181818181818)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.371428571428572)","(21.0, 32.0, 30.5)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 12.238095238095237)","(21.0, 30.0, 28.8)"
12-01-2023 16:47:45.697520,"(10.0, 16.0, 15.142857142857142)","(17.0, 26.0, 20.25)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 50.0, 48.18181818181818)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.371428571428572)","(21.0, 32.0, 30.5)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 12.238095238095237)","(21.0, 30.0, 28.8)"
12-01-2023 16:47:47.429096,"(10.0, 16.0, 15.142857142857142)","(17.0, 26.0, 20.142857142857142)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 50.0, 48.18181818181818)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.371428571428572)","(21.0, 32.0, 30.5)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 12.238095238095237)","(21.0, 30.0, 28.8)"
12-01-2023 16:47:49.128495,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.142857142857142)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 50.0, 48.18181818181818)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.371428571428572)","(21.0, 32.0, 29.5)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 12.238095238095237)","(21.0, 30.0, 28.8)"
12-01-2023 16:47:50.908413,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.142857142857142)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 50.0, 48.18181818181818)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.371428571428572)","(21.0, 32.0, 27.90909090909091)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 12.238095238095237)","(21.0, 30.0, 28.8)"
12-01-2023 16:47:52.652408,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.142857142857142)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 50.0, 48.18181818181818)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.371428571428572)","(21.0, 32.0, 27.90909090909091)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 12.238095238095237)","(21.0, 30.0, 28.8)"
12-01-2023 16:47:54.569193,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.142857142857142)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 50.0, 48.18181818181818)","(2.6, 3.1, 3.0754716981132075)","(7.0, 8.8, 8.371428571428572)","(21.0, 32.0, 26.285714285714285)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 12.238095238095237)","(21.0, 30.0, 28.8)"
12-01-2023 16:47:56.116079,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.142857142857142)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 50.0, 48.18181818181818)","(2.6, 3.1, 3.0655737704918034)","(7.0, 8.8, 8.371428571428572)","(21.0, 32.0, 25.714285714285715)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 12.238095238095237)","(21.0, 30.0, 28.0)"
12-01-2023 16:47:57.617599,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.142857142857142)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 50.0, 48.18181818181818)","(2.6, 3.1, 3.0655737704918034)","(7.0, 8.8, 8.371428571428572)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 12.238095238095237)","(21.0, 30.0, 28.0)"
12-01-2023 16:47:59.278153,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.142857142857142)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 50.0, 48.18181818181818)","(2.6, 3.1, 3.0655737704918034)","(7.0, 8.8, 8.371428571428572)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 12.238095238095237)","(21.0, 30.0, 28.0)"
12-01-2023 16:48:00.736201,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.142857142857142)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 50.0, 48.18181818181818)","(2.6, 3.1, 3.0655737704918034)","(7.0, 8.8, 8.371428571428572)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 12.238095238095237)","(21.0, 30.0, 28.0)"
12-01-2023 16:48:02.120579,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.142857142857142)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 50.0, 48.18181818181818)","(2.6, 3.1, 3.0655737704918034)","(7.0, 8.8, 8.371428571428572)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.2)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 12.238095238095237)","(21.0, 30.0, 28.0)"
12-01-2023 16:48:03.752349,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.142857142857142)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 50.0, 48.18181818181818)","(2.6, 3.1, 3.0655737704918034)","(7.0, 8.8, 8.5)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.416666666666668)","(41.0, 65.0, 62.1875)","(8.0, 13.0, 11.357142857142858)","(21.0, 30.0, 28.0)"
12-01-2023 16:48:05.362386,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.142857142857142)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 50.0, 42.0)","(2.6, 3.1, 3.0655737704918034)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.416666666666668)","(41.0, 65.0, 62.1875)","(8.0, 11.5, 11.357142857142858)","(21.0, 30.0, 28.0)"
12-01-2023 16:48:07.033110,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.142857142857142)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 48.0, 42.0)","(2.6, 3.1, 3.0655737704918034)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.416666666666668)","(41.0, 65.0, 62.1875)","(8.0, 11.5, 11.357142857142858)","(21.0, 30.0, 28.0)"
12-01-2023 16:48:08.886043,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.142857142857142)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.1, 3.0655737704918034)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.416666666666668)","(41.0, 65.0, 62.1875)","(8.0, 11.5, 11.357142857142858)","(21.0, 30.0, 28.0)"
12-01-2023 16:48:10.393976,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.142857142857142)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.1, 3.0655737704918034)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.416666666666668)","(41.0, 65.0, 62.1875)","(8.0, 11.5, 11.357142857142858)","(21.0, 30.0, 28.0)"
12-01-2023 16:48:11.881236,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.142857142857142)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.1, 3.0655737704918034)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.416666666666668)","(41.0, 65.0, 62.1875)","(8.0, 11.5, 11.357142857142858)","(21.0, 30.0, 28.0)"
12-01-2023 16:48:13.388663,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.93103448275862)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.1, 3.0655737704918034)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.6)","(41.0, 65.0, 62.1875)","(8.0, 11.5, 11.357142857142858)","(21.0, 30.0, 28.0)"
12-01-2023 16:48:14.836982,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.93103448275862)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.1, 3.0655737704918034)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.692307692307693)","(41.0, 65.0, 62.1875)","(8.0, 11.5, 11.357142857142858)","(21.0, 30.0, 28.0)"
12-01-2023 16:48:16.403125,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.93103448275862)","(6.5, 7.8, 7.55)","(8.5, 13.0, 12.5)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.1, 3.0655737704918034)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.6)","(41.0, 65.0, 62.1875)","(8.0, 11.5, 11.357142857142858)","(21.0, 30.0, 28.0)"
12-01-2023 16:48:17.866875,"(10.0, 16.0, 15.142857142857142)","(17.0, 23.0, 20.93103448275862)","(6.5, 7.8, 7.651851851851852)","(8.5, 13.0, 12.5)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.1, 3.0655737704918034)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.6)","(41.0, 65.0, 62.1875)","(8.0, 11.5, 11.357142857142858)","(21.0, 30.0, 29.333333333333332)"
12-01-2023 16:48:19.424506,"(10.0, 16.5, 16.0)","(17.0, 23.0, 20.93103448275862)","(6.5, 7.8, 7.4)","(8.5, 13.0, 12.5)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.1, 3.0655737704918034)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.692307692307693)","(41.0, 65.0, 62.1875)","(8.0, 11.5, 11.0)","(21.0, 30.0, 29.333333333333332)"
12-01-2023 16:48:20.879983,"(10.0, 16.5, 16.0)","(17.0, 23.0, 20.93103448275862)","(6.5, 7.8, 7.338461538461538)","(8.5, 13.0, 12.5)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.1, 3.0655737704918034)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.6)","(41.0, 65.0, 62.1875)","(8.0, 11.5, 10.6)","(21.0, 30.0, 29.333333333333332)"
12-01-2023 16:48:22.332555,"(10.0, 16.5, 16.0)","(17.0, 23.0, 20.93103448275862)","(6.5, 7.8, 7.338461538461538)","(8.5, 13.0, 12.5)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.1, 3.0916666666666663)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.6)","(41.0, 65.0, 62.1875)","(8.0, 11.5, 10.6)","(21.0, 30.0, 29.333333333333332)"
12-01-2023 16:48:23.753804,"(10.0, 16.5, 16.0)","(17.0, 23.0, 20.93103448275862)","(6.5, 7.8, 7.254545454545455)","(8.5, 13.0, 12.5)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.15, 3.0916666666666663)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.6)","(41.0, 65.0, 62.1875)","(8.0, 11.5, 10.6)","(21.0, 30.0, 29.333333333333332)"
12-01-2023 16:48:25.374040,"(10.0, 16.5, 16.0)","(17.0, 23.0, 20.93103448275862)","(6.5, 7.8, 7.285714285714286)","(8.5, 13.0, 12.0)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.15, 3.0842105263157893)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.692307692307693)","(41.0, 65.0, 67.10526315789474)","(8.0, 11.5, 10.6)","(21.0, 30.0, 29.333333333333332)"
12-01-2023 16:48:27.011618,"(10.0, 16.5, 16.0)","(17.0, 23.0, 20.93103448275862)","(6.5, 7.8, 7.254545454545455)","(8.5, 13.0, 12.130434782608695)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.2, 3.0842105263157893)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.6)","(41.0, 75.0, 64.13043478260869)","(8.0, 11.5, 10.6)","(21.0, 30.0, 29.333333333333332)"
12-01-2023 16:48:28.647310,"(10.0, 16.5, 16.0)","(17.0, 23.0, 20.93103448275862)","(6.5, 7.8, 7.254545454545455)","(8.5, 13.0, 11.4)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.2, 3.0842105263157893)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.6)","(41.0, 75.0, 64.44444444444444)","(8.0, 11.5, 10.6)","(21.0, 30.0, 29.333333333333332)"
12-01-2023 16:48:30.168373,"(10.0, 16.5, 16.0)","(17.0, 23.0, 20.692307692307693)","(6.5, 7.8, 7.254545454545455)","(8.5, 13.0, 11.4)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.2, 3.0777777777777775)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.6)","(41.0, 70.0, 66.36363636363636)","(8.0, 11.5, 10.6)","(21.0, 30.0, 29.333333333333332)"
12-01-2023 16:48:31.827584,"(10.0, 16.5, 15.5)","(17.0, 23.0, 20.692307692307693)","(6.5, 7.8, 7.285714285714286)","(8.5, 13.0, 12.11111111111111)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.2, 3.0842105263157893)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.692307692307693)","(41.0, 70.0, 66.36363636363636)","(8.0, 11.5, 10.6)","(21.0, 30.0, 29.333333333333332)"
12-01-2023 16:48:33.247395,"(10.0, 16.5, 15.5)","(17.0, 23.0, 20.692307692307693)","(6.5, 7.8, 7.285714285714286)","(8.5, 13.0, 12.11111111111111)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.2, 3.0842105263157893)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 22.692307692307693)","(41.0, 70.0, 66.36363636363636)","(8.0, 11.5, 10.6)","(21.0, 30.0, 29.333333333333332)"
12-01-2023 16:48:34.728464,"(10.0, 16.5, 15.5)","(17.0, 23.0, 20.692307692307693)","(6.5, 7.8, 7.285714285714286)","(8.5, 13.0, 11.166666666666666)","(21.0, 48.0, 35.333333333333336)","(2.6, 3.2, 3.0842105263157893)","(7.0, 8.8, 8.55)","(21.0, 30.0, 25.714285714285715)","(18.0, 23.0, 21.833333333333332)","(41.0, 70.0, 66.36363636363636)","(8.0, 11.5, 10.6)","(21.0, 30.0, 29.333333333333332)"
