,Velocity Alexa,Heslea,Emerald Swift,Systems Down,Broombrae Blaze,Zipping Mork,Lektra Left
11-01-2023 19:45:24.810827,"(21.0, 85.0, 53.0)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 12.299999999999999)","(18.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:26.092267,"(21.0, 85.0, 53.0)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 12.299999999999999)","(18.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:27.265010,"(21.0, 85.0, 53.0)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 12.299999999999999)","(18.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:29.055086,"(21.0, 85.0, 53.0)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 12.299999999999999)","(18.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:30.411775,"(21.0, 85.0, 53.0)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 12.299999999999999)","(18.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:31.652564,"(21.0, 85.0, 53.0)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 12.299999999999999)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:32.989334,"(21.0, 85.0, 53.0)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 12.299999999999999)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:34.224687,"(21.0, 85.0, 53.0)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 12.299999999999999)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:35.510750,"(21.0, 85.0, 53.0)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 12.299999999999999)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:36.879129,"(21.0, 85.0, 30.833333333333336)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 12.299999999999999)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:38.219963,"(21.0, 80.0, 30.833333333333336)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 12.299999999999999)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:39.405649,"(21.0, 75.0, 48.0)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.528571428571428)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:40.674777,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.528571428571428)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:41.968240,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 12.68)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:43.218702,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:44.447034,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:45.680673,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:46.918336,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:48.182321,"(21.0, 85.0, 72.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:49.451892,"(21.0, 85.0, 72.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:50.717657,"(21.0, 85.0, 72.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:51.988301,"(21.0, 85.0, 72.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:53.250001,"(21.0, 85.0, 72.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:54.735462,"(21.0, 85.0, 72.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:56.073838,"(21.0, 85.0, 72.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:57.341562,"(21.0, 85.0, 72.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:58.602539,"(21.0, 85.0, 72.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:45:59.866994,"(21.0, 85.0, 72.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:46:01.241936,"(21.0, 85.0, 72.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 31.5)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:46:02.897395,"(21.0, 85.0, 72.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 34.4)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:46:04.160201,"(21.0, 85.0, 72.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 36.33333333333333)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:46:05.463052,"(21.0, 85.0, 72.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 36.33333333333333)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:46:06.831956,"(21.0, 85.0, 72.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 36.33333333333333)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:46:08.263197,"(21.0, 85.0, 40.66666666666667)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 36.33333333333333)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:46:09.626553,"(21.0, 80.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 36.33333333333333)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:46:11.013346,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.700000000000001)","(19.0, 46.0, 36.33333333333333)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:46:12.374968,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.185714285714287)","(19.0, 46.0, 36.33333333333333)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:46:13.671018,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.871428571428572)","(19.0, 46.0, 36.33333333333333)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.8)"
11-01-2023 19:46:14.963911,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.871428571428572)","(19.0, 46.0, 36.33333333333333)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.1125)"
11-01-2023 19:46:16.277077,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.871428571428572)","(19.0, 46.0, 36.33333333333333)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.1125)"
11-01-2023 19:46:17.586989,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 15.2)","(9.0, 18.5, 10.871428571428572)","(19.0, 46.0, 36.33333333333333)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.1125)"
11-01-2023 19:46:18.989280,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 21.0, 16.133333333333333)","(9.0, 18.5, 10.916666666666666)","(19.0, 46.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.1125)"
11-01-2023 19:46:20.348980,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.5, 10.916666666666666)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.1125)"
11-01-2023 19:46:21.908880,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.5, 10.916666666666666)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.1125)"
11-01-2023 19:46:23.420218,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.5, 10.916666666666666)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.1125)"
11-01-2023 19:46:24.864405,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.5, 10.916666666666666)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.6, 6.15)"
11-01-2023 19:46:26.230137,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.5, 10.916666666666666)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.6, 6.25)"
11-01-2023 19:46:27.655345,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.5, 10.916666666666666)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:29.185581,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.5, 10.916666666666666)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:30.583370,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.5, 10.916666666666666)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:32.134743,"(21.0, 75.0, 64.2)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.5, 10.916666666666666)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:33.481459,"(21.0, 75.0, 48.0)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.5, 10.916666666666666)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:34.857872,"(21.0, 75.0, 48.0)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.5, 10.916666666666666)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:36.324071,"(21.0, 75.0, 48.0)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.5, 10.916666666666666)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:37.651083,"(21.0, 75.0, 48.0)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.5, 10.916666666666666)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:39.052003,"(21.0, 75.0, 61.5)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.5, 10.871428571428572)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:40.373804,"(21.0, 75.0, 61.75)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:41.738987,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:43.171543,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:44.679154,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:45.932478,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:47.145050,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.475)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 42.0, 37.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:48.479076,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.9168)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 42.0, 27.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:49.731061,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.588)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 42.0, 27.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:51.006876,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.588)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 42.0, 27.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:52.316573,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.3266666666666667)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 42.0, 27.0)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:53.613275,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.3266666666666667)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 42.0, 33.8)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:54.925038,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.3266666666666667)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 38.0, 33.8)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:56.228325,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.3266666666666667)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 38.0, 35.4)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:57.569043,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.3266666666666667)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 40.0, 35.4)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.25)"
11-01-2023 19:46:58.903636,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.3266666666666667)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 40.0, 35.4)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 6.050000000000001)"
11-01-2023 19:47:00.205754,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.3266666666666667)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 40.0, 35.4)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.4, 5.114285714285715)"
11-01-2023 19:47:01.535469,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.3266666666666667)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 40.0, 35.4)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.6, 6.25)"
11-01-2023 19:47:02.926030,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.3266666666666667)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 10.871428571428572)","(19.0, 40.0, 35.4)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 5.171428571428572)"
11-01-2023 19:47:04.468077,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.3266666666666667)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 13.3)","(19.0, 40.0, 35.4)","(4.0, 6.8, 4.3999999999999995)","(4.8, 8.0, 5.171428571428572)"
11-01-2023 19:47:05.799556,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.3266666666666667)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.0, 13.3)","(19.0, 40.0, 35.4)","(4.0, 6.8, 4.5200000000000005)","(4.8, 8.0, 5.0875)"
11-01-2023 19:47:07.080344,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.3266666666666667)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.0, 13.3)","(19.0, 40.0, 35.4)","(4.0, 6.8, 4.5200000000000005)","(4.8, 7.8, 5.0875)"
11-01-2023 19:47:08.397880,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.3266666666666667)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.0, 13.3)","(19.0, 40.0, 38.6)","(4.0, 6.8, 5.621052631578947)","(4.8, 7.8, 5.0875)"
11-01-2023 19:47:09.716921,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.3266666666666667)","(10.0, 19.5, 16.133333333333333)","(9.0, 17.0, 11.379999999999999)","(19.0, 44.0, 38.6)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 5.0875)"
11-01-2023 19:47:11.432795,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.3266666666666667)","(10.0, 19.5, 16.133333333333333)","(9.0, 18.5, 13.8)","(19.0, 44.0, 38.6)","(4.0, 6.8, 4.3999999999999995)","(4.8, 7.8, 5.0875)"
11-01-2023 19:47:12.690201,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 19.5, 14.7)","(9.0, 18.0, 13.8)","(19.0, 44.0, 38.6)","(4.0, 6.8, 4.26875)","(4.8, 7.8, 4.958333333333334)"
11-01-2023 19:47:14.252059,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.0, 13.8)","(19.0, 44.0, 38.6)","(4.0, 6.8, 4.258823529411765)","(4.8, 7.8, 4.958333333333334)"
11-01-2023 19:47:15.615804,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.0, 14.05)","(19.0, 44.0, 38.6)","(4.0, 6.8, 4.258823529411765)","(4.8, 7.8, 4.938461538461539)"
11-01-2023 19:47:17.103265,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.5, 14.05)","(19.0, 44.0, 38.6)","(4.0, 6.8, 4.258823529411765)","(4.8, 7.8, 4.938461538461539)"
11-01-2023 19:47:18.531441,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.5, 14.05)","(19.0, 44.0, 38.6)","(4.0, 6.8, 4.258823529411765)","(4.8, 7.8, 4.938461538461539)"
11-01-2023 19:47:19.885460,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 12.933333333333334)","(9.0, 18.5, 14.05)","(19.0, 44.0, 37.25)","(4.0, 6.8, 4.258823529411765)","(4.8, 7.8, 6.130434782608695)"
11-01-2023 19:47:21.386436,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.5, 13.95)","(19.0, 44.0, 30.75)","(4.0, 6.8, 4.258823529411765)","(4.8, 7.8, 6.130434782608695)"
11-01-2023 19:47:22.797463,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.5, 14.15)","(19.0, 44.0, 35.16666666666667)","(4.0, 6.8, 4.258823529411765)","(4.8, 7.8, 4.938461538461539)"
11-01-2023 19:47:24.233801,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.5, 14.15)","(19.0, 44.0, 35.16666666666667)","(4.0, 6.8, 4.258823529411765)","(4.8, 7.8, 4.938461538461539)"
11-01-2023 19:47:25.592337,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.5, 14.15)","(19.0, 44.0, 35.16666666666667)","(4.0, 6.8, 4.258823529411765)","(4.8, 7.8, 4.938461538461539)"
11-01-2023 19:47:26.852504,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.5, 14.15)","(19.0, 44.0, 35.16666666666667)","(4.0, 6.8, 4.258823529411765)","(4.8, 7.8, 4.938461538461539)"
11-01-2023 19:47:28.106370,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.5, 14.15)","(19.0, 44.0, 27.3)","(4.0, 6.8, 4.258823529411765)","(4.8, 7.8, 4.938461538461539)"
11-01-2023 19:47:29.348350,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.5, 14.15)","(19.0, 42.0, 32.5)","(4.0, 6.8, 4.384210526315789)","(4.8, 7.8, 4.938461538461539)"
11-01-2023 19:47:30.600695,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.5, 14.15)","(19.0, 40.0, 32.5)","(4.0, 6.8, 4.25)","(4.8, 7.8, 4.921428571428572)"
11-01-2023 19:47:31.837752,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.5, 14.15)","(19.0, 40.0, 28.75)","(4.0, 6.8, 4.25)","(4.8, 7.8, 4.921428571428572)"
11-01-2023 19:47:33.129518,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.5, 14.15)","(19.0, 40.0, 32.5)","(4.0, 6.8, 4.25)","(4.8, 7.8, 4.921428571428572)"
11-01-2023 19:47:34.463718,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.5, 14.15)","(19.0, 40.0, 33.83333333333333)","(4.0, 6.8, 4.25)","(4.8, 7.8, 4.921428571428572)"
11-01-2023 19:47:35.827898,"(21.0, 75.0, 49.0)","(1.85, 3.0, 2.16)","(10.0, 20.0, 14.7)","(9.0, 18.5, 14.15)","(19.0, 42.0, 33.83333333333333)","(4.0, 6.8, 4.25)","(4.8, 7.8, 4.921428571428572)"
