,Idealrockidealroll,Southshore Nz,Stormy Sanz,Military Man Nz,Kenya Nz,Cheddar Valley Nz,Sharmey,Rocks Arnt Pets,Kiavino Stride,Where Ya Bin Nz,Believe In Forever
08-01-2023 18:25:01.883305,"(1.1, 1.51, 1.4977777777777779)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:03.361489,"(1.1, 1.51, 1.4977777777777779)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:04.772695,"(1.1, 1.51, 1.4977777777777779)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:06.297662,"(1.1, 1.51, 1.4977777777777779)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:07.848034,"(1.1, 1.51, 1.4977777777777779)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:09.335541,"(1.1, 1.51, 1.4977777777777779)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:10.873518,"(1.1, 1.51, 1.4977777777777779)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:12.461756,"(1.1, 1.51, 1.4977777777777779)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:14.085497,"(1.1, 1.51, 1.4977777777777779)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:15.576240,"(1.1, 1.51, 1.4977777777777779)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:17.065719,"(1.1, 1.51, 1.4977777777777779)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:18.661622,"(1.1, 1.51, 1.4977777777777779)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:20.146556,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:21.602848,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:23.338035,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:25.336288,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:26.910872,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:28.432432,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:29.964319,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:31.513469,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:32.974540,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:34.615399,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:36.366339,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:38.520222,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:40.457507,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:42.512345,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:44.065538,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:45.829730,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:47.577067,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:49.268163,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:50.814285,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:52.536564,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:54.124280,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:55.654267,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:57.148155,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:25:58.657469,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 44.8)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:00.157091,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:01.759342,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:03.223362,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:04.873917,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:06.617160,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:08.421304,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:10.208655,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:11.990985,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:13.693573,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 41.111111111111114)","(71.0, 200.0, 165.71428571428572)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:15.362676,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 40.375)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:16.851432,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 40.375)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:18.368727,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 40.375)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:20.142547,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 40.375)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:22.128150,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 40.375)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:24.237595,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 40.375)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:26.168560,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 40.375)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:27.820488,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 40.375)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:29.641032,"(1.1, 1.51, 1.29)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 40.375)","(71.0, 200.0, 116.66666666666666)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:31.331442,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 33.0)","(71.0, 200.0, 110.0)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:33.061452,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 33.0)","(71.0, 200.0, 110.0)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:34.833259,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 33.0)","(71.0, 200.0, 110.0)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:36.582146,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 33.0)","(71.0, 200.0, 110.0)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:38.259046,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 33.0)","(71.0, 200.0, 110.0)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:39.816207,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 33.0)","(71.0, 200.0, 110.0)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:41.582409,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 33.0)","(71.0, 200.0, 110.0)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:43.167738,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 33.0)","(71.0, 200.0, 110.0)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:44.737646,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 33.0)","(71.0, 200.0, 110.0)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:46.331638,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 33.0)","(71.0, 200.0, 110.0)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:47.907649,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 33.0)","(71.0, 200.0, 110.0)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:49.665427,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 33.0)","(71.0, 200.0, 110.0)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:51.536279,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 33.0)","(71.0, 200.0, 110.0)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:53.319020,"(1.1, 1.51, 1.4423076923076923)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 48.57142857142857)","(16.0, 48.0, 33.0)","(71.0, 200.0, 110.0)","(18.0, 99999, 99990)","(18.0, 50.0, 37.2)"
08-01-2023 18:26:55.281981,"(1.1, 1.51, 1.4977777777777779)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 120.0)","(18.0, 99999, 99990)","(18.0, 50.0, 42.125)"
08-01-2023 18:26:56.950633,"(1.1, 1.51, 1.4977777777777779)","(21.0, 99999, 99990)","(19.0, 46.0, 39.333333333333336)","(71.0, 99999, 99990)","(31.0, 99999, 99990)","(51.0, 99999, 99990)","(21.0, 60.0, 50.25)","(16.0, 48.0, 33.0)","(71.0, 200.0, 120.0)","(18.0, 99999, 99990)","(18.0, 50.0, 42.125)"
