,Birdbrook,Rothwell Random,Willy Can Do,Moo Star,Low Planes,Premier Slice
14-12-2022 14:44:07.064930,"(4.2, 9.2, 8.942857142857143)","(2.2, 2.32, 2.0575)","(3.8, 4.8, 4.2749999999999995)","(5.5, 7.8, 7.0)","(14.0, 55.0, 37.75)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:08.047134,"(4.2, 9.2, 8.694736842105263)","(2.2, 2.32, 2.12)","(3.8, 4.8, 4.177777777777777)","(5.5, 7.8, 7.0)","(14.0, 55.0, 41.85714285714286)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:09.124273,"(4.2, 9.2, 8.942857142857143)","(2.2, 2.32, 2.0575)","(3.8, 4.8, 4.2749999999999995)","(5.5, 7.8, 7.0)","(14.0, 55.0, 37.75)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:10.287037,"(4.2, 9.2, 8.694736842105263)","(2.2, 2.32, 2.12)","(3.8, 4.8, 4.177777777777777)","(5.5, 7.8, 7.0)","(14.0, 55.0, 41.85714285714286)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:11.313470,"(4.2, 9.2, 8.942857142857143)","(2.2, 2.32, 2.0575)","(3.8, 4.8, 4.2749999999999995)","(5.5, 7.8, 7.0)","(14.0, 55.0, 37.75)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:12.237084,"(4.2, 9.2, 8.694736842105263)","(2.2, 2.32, 2.12)","(3.8, 4.8, 4.177777777777777)","(5.5, 7.8, 7.0)","(14.0, 55.0, 37.75)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:13.120541,"(4.2, 9.2, 8.942857142857143)","(2.2, 2.32, 2.0575)","(3.8, 4.8, 4.158333333333333)","(5.5, 7.8, 6.636363636363637)","(14.0, 55.0, 41.85714285714286)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:14.157335,"(4.2, 9.2, 8.942857142857143)","(2.2, 2.3, 2.17)","(3.8, 4.8, 4.141176470588235)","(5.5, 7.8, 6.636363636363637)","(14.0, 55.0, 37.75)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:15.205292,"(4.2, 9.2, 8.694736842105263)","(2.2, 2.3, 2.1818181818181817)","(3.8, 4.8, 4.141176470588235)","(5.5, 7.8, 7.0)","(14.0, 55.0, 41.85714285714286)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:16.234332,"(4.2, 9.2, 8.942857142857143)","(2.2, 2.3, 2.0833333333333335)","(3.8, 4.8, 4.141176470588235)","(5.5, 7.8, 7.0)","(14.0, 55.0, 41.85714285714286)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:17.192252,"(4.2, 9.2, 8.83076923076923)","(2.2, 2.28, 2.1085714285714285)","(3.8, 4.8, 4.141176470588235)","(5.5, 7.8, 7.0)","(14.0, 55.0, 37.75)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:18.127067,"(4.2, 9.2, 9.028571428571428)","(2.2, 2.28, 2.2112499999999997)","(3.8, 4.8, 4.141176470588235)","(5.5, 7.8, 7.0)","(14.0, 55.0, 41.85714285714286)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:19.007223,"(4.2, 9.2, 8.83076923076923)","(2.2, 2.28, 2.2205405405405405)","(3.8, 4.8, 4.141176470588235)","(5.5, 7.8, 7.0)","(14.0, 55.0, 37.75)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:19.908079,"(4.6, 9.4, 8.96923076923077)","(2.05, 2.28, 2.2205405405405405)","(3.8, 4.8, 4.141176470588235)","(5.5, 7.8, 7.0)","(15.0, 55.0, 37.75)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:20.920171,"(4.6, 9.4, 9.2)","(2.05, 2.28, 2.2205405405405405)","(3.8, 4.8, 4.141176470588235)","(5.5, 7.8, 6.636363636363637)","(15.0, 55.0, 41.85714285714286)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:21.916865,"(4.6, 9.4, 9.2)","(2.05, 2.28, 2.2205405405405405)","(3.8, 4.8, 4.141176470588235)","(5.5, 7.8, 7.0)","(15.0, 55.0, 41.85714285714286)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:22.884321,"(4.6, 9.4, 9.038709677419355)","(2.05, 2.26, 2.165263157894737)","(3.8, 4.8, 4.2615384615384615)","(5.5, 7.8, 7.0)","(15.0, 55.0, 37.75)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:23.859113,"(4.6, 9.4, 9.072727272727272)","(2.05, 2.26, 2.1191304347826088)","(3.8, 4.8, 4.2615384615384615)","(5.5, 7.8, 7.0)","(15.0, 55.0, 41.85714285714286)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:24.817416,"(4.6, 9.4, 8.866666666666667)","(2.05, 2.26, 2.17)","(3.8, 4.8, 4.348387096774193)","(5.5, 7.8, 7.190476190476191)","(15.0, 55.0, 49.25)","(21.0, 55.0, 53.833333333333336)"
14-12-2022 14:44:25.714235,"(4.6, 9.4, 9.123076923076923)","(2.05, 2.26, 2.1799999999999997)","(3.8, 4.8, 4.348387096774193)","(5.5, 7.8, 7.190476190476191)","(15.0, 50.0, 45.0)","(21.0, 55.0, 50.75)"
14-12-2022 14:44:26.599550,"(4.6, 9.4, 8.866666666666667)","(2.05, 2.26, 2.1799999999999997)","(3.8, 4.8, 4.348387096774193)","(5.5, 7.8, 7.1)","(15.0, 50.0, 45.833333333333336)","(21.0, 55.0, 60.0)"
14-12-2022 14:44:27.586116,"(4.6, 9.4, 9.123076923076923)","(2.05, 2.24, 2.1270588235294117)","(3.8, 4.8, 4.348387096774193)","(5.5, 7.8, 7.352)","(15.0, 50.0, 45.2)","(21.0, 70.0, 62.31578947368421)"
14-12-2022 14:44:28.591563,"(4.6, 9.4, 8.866666666666667)","(2.05, 2.24, 2.1344000000000003)","(3.8, 4.8, 4.348387096774193)","(5.5, 7.8, 7.352)","(15.0, 50.0, 42.0)","(21.0, 80.0, 62.31578947368421)"
14-12-2022 14:44:29.612065,"(4.6, 9.4, 9.123076923076923)","(2.05, 2.22, 2.068888888888889)","(3.8, 4.8, 4.348387096774193)","(5.5, 7.8, 7.352)","(15.0, 50.0, 42.0)","(21.0, 80.0, 62.31578947368421)"
14-12-2022 14:44:30.606877,"(4.6, 9.4, 9.1)","(2.05, 2.22, 2.068888888888889)","(3.8, 4.8, 4.348387096774193)","(5.5, 7.8, 7.352)","(15.0, 50.0, 42.0)","(21.0, 80.0, 62.31578947368421)"
14-12-2022 14:44:31.461339,"(4.6, 9.4, 9.0)","(2.05, 2.22, 2.1017391304347828)","(3.8, 4.8, 4.348387096774193)","(5.5, 7.8, 7.352)","(15.0, 50.0, 45.4)","(21.0, 80.0, 44.44444444444444)"
14-12-2022 14:44:32.326423,"(4.6, 9.4, 9.057142857142857)","(2.05, 2.22, 2.068888888888889)","(3.8, 4.8, 4.348387096774193)","(5.5, 7.8, 7.352)","(15.0, 50.0, 45.4)","(21.0, 80.0, 44.44444444444444)"
14-12-2022 14:44:33.283143,"(4.6, 9.4, 8.942857142857143)","(2.05, 2.22, 2.0942857142857143)","(3.8, 4.7, 4.2894736842105265)","(5.5, 7.8, 7.413793103448276)","(15.0, 50.0, 42.333333333333336)","(21.0, 80.0, 44.44444444444444)"
14-12-2022 14:44:34.285903,"(4.6, 9.4, 9.133333333333333)","(2.05, 2.22, 2.0669565217391304)","(3.8, 4.7, 4.4222222222222225)","(5.5, 7.8, 7.413793103448276)","(15.0, 50.0, 41.0)","(21.0, 80.0, 52.36363636363636)"
14-12-2022 14:44:35.211138,"(4.6, 9.4, 8.942857142857143)","(2.05, 2.22, 2.0942857142857143)","(3.8, 4.7, 4.4222222222222225)","(5.5, 7.8, 7.413793103448276)","(15.0, 48.0, 41.0)","(21.0, 80.0, 48.0)"
14-12-2022 14:44:36.112056,"(4.6, 9.4, 9.133333333333333)","(2.05, 2.22, 2.0669565217391304)","(3.8, 4.6, 4.428571428571429)","(5.5, 7.8, 7.413793103448276)","(15.0, 48.0, 41.0)","(21.0, 80.0, 48.0)"
14-12-2022 14:44:37.063105,"(4.6, 9.4, 8.942857142857143)","(2.05, 2.22, 2.0942857142857143)","(3.8, 4.6, 4.428571428571429)","(5.5, 7.8, 7.413793103448276)","(15.0, 48.0, 41.0)","(21.0, 80.0, 53.0)"
14-12-2022 14:44:38.024990,"(4.6, 9.4, 9.133333333333333)","(2.05, 2.22, 2.0669565217391304)","(3.8, 4.6, 4.371428571428571)","(5.5, 7.8, 7.413793103448276)","(15.0, 48.0, 41.0)","(21.0, 80.0, 53.0)"
14-12-2022 14:44:38.891584,"(4.6, 9.4, 8.942857142857143)","(2.05, 2.22, 2.0942857142857143)","(3.8, 4.6, 4.371428571428571)","(5.5, 7.8, 7.413793103448276)","(15.0, 48.0, 41.0)","(21.0, 80.0, 53.0)"
14-12-2022 14:44:39.833675,"(4.6, 9.4, 9.133333333333333)","(2.05, 2.22, 2.0669565217391304)","(3.8, 4.6, 4.371428571428571)","(5.5, 7.8, 7.413793103448276)","(15.0, 48.0, 41.0)","(21.0, 80.0, 53.0)"
14-12-2022 14:44:40.749753,"(4.6, 9.4, 8.942857142857143)","(2.05, 2.22, 2.0942857142857143)","(3.8, 4.6, 4.3)","(5.5, 7.8, 7.413793103448276)","(15.0, 48.0, 41.0)","(21.0, 80.0, 53.0)"
14-12-2022 14:44:41.738647,"(4.6, 9.4, 9.22857142857143)","(2.05, 2.22, 2.0669565217391304)","(3.8, 4.6, 4.3)","(5.5, 7.8, 7.266666666666667)","(15.0, 48.0, 41.0)","(21.0, 80.0, 53.0)"
14-12-2022 14:44:42.690999,"(4.6, 9.4, 9.22857142857143)","(2.05, 2.22, 2.0669565217391304)","(3.8, 4.6, 4.3)","(5.5, 7.8, 7.266666666666667)","(15.0, 48.0, 29.470588235294116)","(21.0, 80.0, 63.0)"
14-12-2022 14:44:43.596430,"(4.6, 9.4, 9.063157894736841)","(2.05, 2.22, 2.0942857142857143)","(3.8, 4.6, 4.3)","(5.5, 7.8, 7.266666666666667)","(15.0, 48.0, 29.470588235294116)","(21.0, 80.0, 72.71428571428571)"
14-12-2022 14:44:44.508696,"(4.6, 9.4, 9.22857142857143)","(2.05, 2.22, 2.0669565217391304)","(3.8, 4.6, 4.3)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 39.666666666666664)","(21.0, 80.0, 72.71428571428571)"
14-12-2022 14:44:45.409018,"(4.8, 9.4, 9.153846153846153)","(2.05, 2.22, 2.0942857142857143)","(3.8, 4.6, 4.3)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 39.666666666666664)","(21.0, 80.0, 72.71428571428571)"
14-12-2022 14:44:46.382772,"(4.8, 9.4, 9.285714285714286)","(2.05, 2.2, 2.0707692307692307)","(3.8, 4.6, 4.3)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 39.666666666666664)","(21.0, 80.0, 56.0)"
14-12-2022 14:44:47.282411,"(4.8, 9.4, 9.285714285714286)","(2.05, 2.2, 2.0775)","(3.8, 4.6, 4.3)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 39.666666666666664)","(21.0, 80.0, 71.27272727272728)"
14-12-2022 14:44:48.218723,"(5.0, 9.4, 9.153846153846153)","(2.05, 2.18, 2.0876923076923077)","(3.8, 4.6, 4.3)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 39.666666666666664)","(21.0, 80.0, 69.33333333333333)"
14-12-2022 14:44:49.210388,"(5.0, 9.4, 9.285714285714286)","(2.05, 2.18, 2.065714285714286)","(3.8, 4.6, 4.3)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 39.666666666666664)","(21.0, 80.0, 69.33333333333333)"
14-12-2022 14:44:50.152362,"(5.0, 9.4, 9.153846153846153)","(2.05, 2.18, 2.083225806451613)","(3.8, 4.6, 4.3)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 39.666666666666664)","(21.0, 80.0, 73.6)"
14-12-2022 14:44:51.079225,"(5.0, 9.4, 9.285714285714286)","(2.05, 2.16, 2.0766666666666667)","(3.8, 4.6, 4.3)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 29.923076923076923)","(21.0, 80.0, 74.18181818181819)"
14-12-2022 14:44:51.962079,"(5.0, 9.4, 9.153846153846153)","(2.05, 2.16, 2.1100000000000003)","(3.8, 4.6, 4.3)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 29.11111111111111)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:44:52.855952,"(5.0, 9.4, 9.285714285714286)","(2.05, 2.16, 2.0742857142857143)","(3.8, 4.6, 4.3)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 29.11111111111111)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:44:53.788612,"(5.0, 9.4, 9.153846153846153)","(2.05, 2.16, 2.1100000000000003)","(3.8, 4.6, 4.3)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 29.11111111111111)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:44:54.771141,"(5.0, 9.4, 9.285714285714286)","(2.05, 2.16, 2.0742857142857143)","(3.8, 4.6, 4.3)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 29.11111111111111)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:44:55.762359,"(5.0, 9.4, 9.153846153846153)","(2.05, 2.16, 2.1100000000000003)","(3.8, 4.6, 4.3)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 29.11111111111111)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:44:56.734040,"(5.0, 9.4, 9.285714285714286)","(2.05, 2.16, 2.0742857142857143)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 32.73684210526316)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:44:57.703885,"(5.0, 9.4, 9.153846153846153)","(2.05, 2.16, 2.1100000000000003)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 32.73684210526316)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:44:58.696859,"(5.0, 9.4, 9.285714285714286)","(2.05, 2.16, 2.0683333333333334)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 32.73684210526316)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:44:59.766889,"(5.0, 9.4, 9.261538461538462)","(2.05, 2.12, 2.0646153846153847)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 32.73684210526316)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:45:00.791150,"(5.0, 9.4, 9.133333333333335)","(2.05, 2.12, 2.0926315789473686)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 34.54545454545455)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:45:01.838077,"(5.0, 9.4, 9.261538461538462)","(2.05, 2.12, 2.0926315789473686)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 34.54545454545455)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:45:02.975549,"(5.0, 9.4, 9.261538461538462)","(2.05, 2.12, 2.1025)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 34.54545454545455)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:45:04.024918,"(5.0, 9.4, 9.133333333333333)","(2.05, 2.12, 2.1025)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 34.54545454545455)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:45:04.960893,"(5.0, 9.4, 9.3)","(2.05, 2.12, 2.1025)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 34.54545454545455)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:45:05.966504,"(5.0, 9.4, 9.3)","(2.05, 2.12, 2.094054054054054)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 32.73684210526316)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:45:06.904228,"(5.0, 9.4, 9.211764705882354)","(2.05, 2.1, 2.0883870967741935)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 32.73684210526316)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:45:07.871929,"(5.0, 9.4, 9.3)","(2.05, 2.1, 2.0883870967741935)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 32.73684210526316)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:45:08.773555,"(5.0, 9.4, 9.211764705882354)","(2.05, 2.1, 2.0883870967741935)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 32.73684210526316)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:45:09.752562,"(5.0, 9.4, 9.3)","(2.05, 2.1, 2.0883870967741935)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 32.73684210526316)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:45:10.760693,"(5.0, 9.4, 9.211764705882354)","(2.05, 2.1, 2.097692307692308)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 32.73684210526316)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:45:11.742353,"(5.0, 9.4, 9.3)","(2.05, 2.1, 2.0883870967741935)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 32.73684210526316)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:45:12.638489,"(5.0, 9.4, 9.211764705882354)","(2.05, 2.1, 2.0883870967741935)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 32.73684210526316)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:45:13.547669,"(5.0, 9.4, 9.329411764705883)","(2.05, 2.1, 2.0784615384615384)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.266666666666667)","(15.0, 46.0, 31.75)","(21.0, 80.0, 75.73333333333333)"
14-12-2022 14:45:14.540881,"(5.0, 9.4, 9.254545454545454)","(2.05, 2.1, 2.0784615384615384)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.36923076923077)","(15.0, 46.0, 31.75)","(21.0, 80.0, 76.8)"
14-12-2022 14:45:15.563995,"(5.0, 9.4, 9.329411764705883)","(2.05, 2.1, 2.0784615384615384)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.36923076923077)","(15.0, 46.0, 31.75)","(21.0, 80.0, 76.8)"
14-12-2022 14:45:16.447918,"(5.0, 9.4, 9.34)","(2.05, 2.1, 2.0784615384615384)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.36923076923077)","(15.0, 46.0, 31.75)","(21.0, 80.0, 76.8)"
14-12-2022 14:45:17.382628,"(5.0, 9.4, 9.3)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 33.0)","(21.0, 80.0, 76.8)"
14-12-2022 14:45:18.358600,"(5.0, 9.4, 9.345454545454546)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 33.0)","(21.0, 80.0, 76.8)"
14-12-2022 14:45:19.333236,"(5.0, 9.4, 9.3)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 33.0)","(21.0, 80.0, 76.8)"
14-12-2022 14:45:20.233821,"(5.0, 9.4, 9.36)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 33.0)","(21.0, 80.0, 76.8)"
14-12-2022 14:45:21.170580,"(5.0, 9.4, 9.336)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 33.0)","(21.0, 80.0, 76.0)"
14-12-2022 14:45:22.192420,"(5.0, 9.4, 9.370000000000001)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:23.219464,"(5.0, 9.4, 9.336)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:24.198858,"(5.0, 9.4, 9.336)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:25.132245,"(5.0, 9.4, 9.370000000000001)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:26.082506,"(5.0, 9.4, 9.336)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:27.056377,"(5.0, 9.4, 9.370000000000001)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:27.934343,"(5.0, 9.4, 9.336)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:28.838772,"(5.0, 9.4, 9.370000000000001)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.339130434782609)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:29.817555,"(5.0, 9.4, 9.336)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.339130434782609)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:30.815805,"(5.0, 9.4, 9.370000000000001)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.339130434782609)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:31.755371,"(5.0, 9.4, 9.336)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.339130434782609)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:32.637332,"(5.0, 9.4, 9.370000000000001)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.339130434782609)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:33.596173,"(5.0, 9.4, 9.341666666666667)","(2.05, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.339130434782609)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:34.494458,"(5.0, 9.4, 9.378947368421052)","(2.0, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.339130434782609)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:35.423503,"(5.0, 9.4, 9.378947368421052)","(2.0, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.339130434782609)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:36.367678,"(5.0, 9.4, 9.378947368421052)","(2.0, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.339130434782609)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:37.288750,"(5.0, 9.4, 9.378947368421052)","(2.0, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.339130434782609)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:38.280595,"(5.0, 9.4, 9.378947368421052)","(2.0, 2.1, 2.0917241379310347)","(3.8, 4.6, 4.339130434782609)","(5.5, 7.8, 7.36923076923077)","(15.0, 44.0, 31.80952380952381)","(21.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:39.229431,"(5.5, 9.4, 9.378947368421052)","(1.95, 2.1, 2.0903225806451613)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.36923076923077)","(17.0, 44.0, 31.80952380952381)","(26.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:40.163133,"(5.5, 9.4, 9.378947368421052)","(1.95, 2.1, 2.0903225806451613)","(3.8, 4.6, 4.36)","(5.5, 7.8, 7.36923076923077)","(17.0, 44.0, 31.80952380952381)","(26.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:41.061579,"(5.5, 9.4, 9.378947368421052)","(1.95, 2.1, 2.0903225806451613)","(3.8, 4.6, 4.518181818181818)","(5.5, 7.6, 7.536842105263157)","(17.0, 44.0, 31.80952380952381)","(26.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:42.038887,"(5.5, 9.4, 9.341666666666667)","(1.95, 2.1, 2.0903225806451613)","(3.8, 4.6, 4.449999999999999)","(5.5, 7.6, 7.536842105263157)","(17.0, 44.0, 31.80952380952381)","(26.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:43.038018,"(5.5, 9.4, 9.378947368421052)","(1.95, 2.1, 2.0903225806451613)","(3.8, 4.6, 4.518181818181818)","(5.5, 7.6, 7.230769230769231)","(17.0, 44.0, 31.80952380952381)","(26.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:43.990766,"(5.5, 9.4, 9.341666666666667)","(1.95, 2.1, 2.0903225806451613)","(3.8, 4.6, 4.449999999999999)","(5.5, 7.6, 7.230769230769231)","(17.0, 44.0, 31.80952380952381)","(26.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:44.881016,"(5.5, 9.4, 9.378947368421052)","(1.95, 2.1, 2.0903225806451613)","(3.8, 4.6, 4.518181818181818)","(5.5, 7.6, 7.230769230769231)","(17.0, 44.0, 31.80952380952381)","(26.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:45.825987,"(5.5, 9.4, 9.341666666666667)","(1.95, 2.1, 2.0903225806451613)","(3.8, 4.6, 4.449999999999999)","(5.5, 7.6, 7.230769230769231)","(17.0, 44.0, 31.80952380952381)","(26.0, 80.0, 76.63157894736841)"
14-12-2022 14:45:46.788270,"(5.5, 9.4, 9.378947368421052)","(1.95, 2.1, 2.0903225806451613)","(3.8, 4.6, 4.518181818181818)","(5.5, 7.6, 7.230769230769231)","(17.0, 44.0, 31.80952380952381)","(26.0, 80.0, 76.63157894736841)"
