,Weblec Star,Windy Storm,Fernandos Quest,Beatrix Bale,Extreme Rock,Black Compass
11-01-2023 12:06:01.880926,"(3.2, 7.0, 6.4)","(4.6, 6.6, 6.536363636363636)","(2.35, 2.46, 2.446829268292683)","(14.0, 20.0, 15.384615384615385)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.5181818181818185)"
11-01-2023 12:06:02.939898,"(3.2, 7.0, 6.371428571428572)","(4.6, 6.6, 6.536363636363636)","(2.35, 2.46, 2.446829268292683)","(14.0, 20.0, 16.526315789473685)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.642857142857143)"
11-01-2023 12:06:03.880981,"(3.2, 7.0, 6.6)","(4.6, 6.6, 6.536363636363636)","(2.35, 2.46, 2.38)","(14.0, 20.0, 16.526315789473685)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.736363636363636)"
11-01-2023 12:06:04.793839,"(3.2, 7.0, 6.6)","(4.6, 6.6, 6.536363636363636)","(2.35, 2.46, 2.34)","(14.0, 20.0, 17.066666666666666)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.736363636363636)"
11-01-2023 12:06:05.665158,"(3.2, 7.0, 6.6)","(4.6, 6.6, 6.581081081081081)","(2.35, 2.4, 2.3499999999999996)","(14.0, 20.0, 17.25)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:06.543057,"(3.2, 7.0, 6.6)","(4.6, 6.6, 6.582926829268293)","(2.35, 2.4, 2.36)","(14.0, 20.0, 17.555555555555557)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:07.483755,"(3.2, 7.0, 6.6)","(4.6, 6.6, 6.582926829268293)","(2.35, 2.4, 2.36)","(14.0, 20.0, 17.555555555555557)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:08.509651,"(3.2, 7.0, 6.733333333333333)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.4, 2.3466666666666667)","(14.0, 20.0, 17.8)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:09.529539,"(3.2, 7.0, 6.733333333333333)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.4, 2.3466666666666667)","(14.0, 20.0, 17.8)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:10.459819,"(3.2, 7.0, 6.733333333333333)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.4, 2.3466666666666667)","(14.0, 20.0, 17.8)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:11.385025,"(3.2, 7.0, 6.6000000000000005)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.4, 2.3466666666666667)","(14.0, 20.0, 17.8)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:12.338486,"(3.2, 7.0, 6.76)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.4, 2.3466666666666667)","(14.0, 20.0, 17.8)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:13.253728,"(3.2, 7.0, 6.76)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.36, 2.3266666666666667)","(14.0, 20.0, 17.8)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:14.206377,"(3.2, 7.0, 6.76)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.36, 2.3266666666666667)","(14.0, 20.0, 17.8)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:15.206590,"(3.2, 7.0, 6.76)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.36, 2.3266666666666667)","(14.0, 20.0, 17.8)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:16.173241,"(3.2, 7.0, 6.76)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.36, 2.3266666666666667)","(14.0, 20.0, 17.8)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:17.092540,"(3.2, 7.0, 6.84)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.36, 2.3266666666666667)","(14.0, 20.0, 15.555555555555555)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:17.974477,"(3.2, 7.0, 6.84)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.36, 2.3266666666666667)","(14.0, 19.5, 18.0)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:18.853959,"(3.2, 7.0, 6.84)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.36, 2.3266666666666667)","(14.0, 19.5, 18.5)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:19.840289,"(3.2, 7.0, 6.84)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.42, 2.378)","(14.0, 19.5, 18.928571428571427)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:20.810411,"(3.2, 7.0, 6.84)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.4, 2.3325)","(14.0, 19.5, 18.928571428571427)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:21.775866,"(3.2, 7.0, 6.84)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.4, 2.3099999999999996)","(14.0, 19.5, 18.928571428571427)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:22.752917,"(3.2, 7.0, 6.76)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.4, 2.3099999999999996)","(14.0, 19.5, 18.928571428571427)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:23.680772,"(3.2, 7.0, 6.781818181818182)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.4, 2.3099999999999996)","(14.0, 19.5, 18.928571428571427)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:24.607910,"(3.2, 7.0, 6.84)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.4, 2.3099999999999996)","(14.0, 19.5, 18.928571428571427)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:25.486111,"(3.2, 7.0, 6.84)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.4, 2.3099999999999996)","(14.0, 19.5, 18.928571428571427)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:26.455996,"(3.2, 7.0, 6.84)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.4, 2.32)","(14.0, 19.5, 18.928571428571427)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:27.354470,"(3.2, 7.0, 6.84)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.38, 2.313333333333333)","(14.0, 19.5, 18.928571428571427)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:28.248601,"(3.3, 7.0, 6.84)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.38, 2.3049999999999997)","(14.0, 19.5, 18.928571428571427)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:29.186579,"(3.3, 7.0, 6.84)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.38, 2.3049999999999997)","(14.0, 19.5, 18.928571428571427)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:30.076073,"(3.3, 7.0, 6.822222222222222)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.38, 2.3049999999999997)","(14.0, 19.5, 18.928571428571427)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.45)"
11-01-2023 12:06:30.929575,"(3.3, 7.0, 6.822222222222222)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.38, 2.3049999999999997)","(14.0, 19.5, 18.928571428571427)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.45)"
11-01-2023 12:06:31.877117,"(3.3, 7.0, 6.822222222222222)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.38, 2.3049999999999997)","(14.0, 19.5, 17.0)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.45)"
11-01-2023 12:06:32.793649,"(3.3, 7.0, 6.822222222222222)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.38, 2.3049999999999997)","(14.0, 20.0, 17.0)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.45)"
11-01-2023 12:06:33.757239,"(3.3, 7.0, 6.822222222222222)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.38, 2.3228571428571425)","(14.0, 20.0, 17.0)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.45)"
11-01-2023 12:06:34.699416,"(3.3, 7.0, 6.822222222222222)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.32, 2.295)","(14.0, 20.0, 17.0)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.45)"
11-01-2023 12:06:35.613607,"(3.3, 7.0, 6.822222222222222)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.32, 2.295)","(14.0, 20.0, 17.0)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:36.613537,"(3.3, 7.0, 6.822222222222222)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.32, 2.2909090909090906)","(14.0, 20.0, 17.0)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:37.474773,"(3.3, 7.2, 6.577777777777778)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.32, 2.295)","(14.0, 20.0, 17.0)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.483333333333333)"
11-01-2023 12:06:38.384119,"(3.3, 7.2, 6.933333333333334)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.32, 2.295)","(14.0, 20.0, 17.0)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:06:39.326544,"(3.3, 7.2, 6.933333333333334)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.32, 2.295)","(14.0, 20.0, 17.0)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:06:40.229856,"(3.3, 7.2, 6.933333333333334)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.32, 2.295)","(14.0, 20.0, 17.0)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:06:41.189097,"(3.3, 7.2, 6.933333333333334)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.36, 2.3099999999999996)","(14.0, 20.0, 17.0)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.45)"
11-01-2023 12:06:42.129190,"(3.3, 7.2, 6.933333333333334)","(4.6, 6.6, 6.546153846153846)","(2.35, 2.36, 2.3)","(14.0, 20.0, 17.0)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.45)"
11-01-2023 12:06:42.974449,"(3.3, 7.4, 6.92)","(4.6, 6.6, 6.483333333333333)","(2.35, 2.36, 2.3)","(14.0, 20.0, 17.0)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.45)"
11-01-2023 12:06:43.904319,"(3.3, 7.4, 7.1)","(4.6, 6.6, 6.483333333333333)","(2.35, 2.36, 2.3)","(14.0, 20.0, 17.0)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.45)"
11-01-2023 12:06:44.828570,"(3.3, 7.4, 7.1)","(4.6, 6.6, 6.483333333333333)","(2.35, 2.36, 2.3)","(14.0, 20.0, 17.0)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.45)"
11-01-2023 12:06:45.808589,"(3.3, 7.4, 7.1)","(4.6, 6.6, 6.483333333333333)","(2.35, 2.36, 2.3)","(14.0, 20.0, 17.0)","(31.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.45)"
11-01-2023 12:06:46.807953,"(3.4, 7.4, 7.1)","(4.6, 6.6, 6.288888888888889)","(2.2, 2.36, 2.3)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.45)"
11-01-2023 12:06:47.760047,"(3.4, 7.4, 7.2153846153846155)","(4.6, 6.6, 6.288888888888889)","(2.2, 2.36, 2.314285714285714)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.45)"
11-01-2023 12:06:48.664674,"(3.4, 7.4, 7.2153846153846155)","(4.6, 6.6, 6.288888888888889)","(2.2, 2.34, 2.295)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.45)"
11-01-2023 12:06:49.554011,"(3.4, 7.4, 7.04)","(4.6, 6.6, 6.288888888888889)","(2.2, 2.34, 2.295)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.45)"
11-01-2023 12:06:50.482949,"(3.4, 7.4, 7.2)","(4.6, 6.6, 6.288888888888889)","(2.2, 2.34, 2.295)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.3)"
11-01-2023 12:06:51.407475,"(3.4, 7.4, 7.2)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.44, 2.3485714285714283)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.3)"
11-01-2023 12:06:52.351592,"(3.4, 7.4, 7.2)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.44, 2.328)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.3)"
11-01-2023 12:06:53.289240,"(3.4, 7.4, 7.2)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.44, 2.328)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.521052631578947)"
11-01-2023 12:06:54.219164,"(3.4, 7.4, 7.2)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.38, 2.3175)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.521052631578947)"
11-01-2023 12:06:55.115498,"(3.4, 7.4, 7.25)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.38, 2.307272727272727)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.521052631578947)"
11-01-2023 12:06:56.021788,"(3.4, 7.4, 7.25)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.38, 2.307272727272727)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.743478260869566)"
11-01-2023 12:06:56.947746,"(3.4, 7.4, 7.25)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.38, 2.307272727272727)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:06:57.979874,"(3.4, 7.4, 7.25)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.38, 2.307272727272727)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:06:58.958686,"(3.4, 7.4, 7.25)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.38, 2.307272727272727)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:06:59.984133,"(3.4, 7.4, 7.25)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.38, 2.3175)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:07:00.887032,"(3.4, 7.4, 7.25)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.3, 2.2874999999999996)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:07:01.757862,"(3.4, 7.6, 7.359999999999999)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.3, 2.2874999999999996)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:07:02.711619,"(3.4, 7.6, 7.359999999999999)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.3, 2.2874999999999996)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:07:03.706518,"(3.4, 7.6, 7.359999999999999)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.3, 2.2874999999999996)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:07:04.670846,"(3.4, 7.6, 7.359999999999999)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.3, 2.2874999999999996)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:07:05.622470,"(3.4, 7.6, 7.359999999999999)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.3, 2.2874999999999996)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:07:06.586839,"(3.4, 7.6, 7.359999999999999)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.3, 2.2874999999999996)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:07:07.475444,"(3.4, 8.0, 7.314285714285714)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.42, 2.308)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:07:08.399127,"(3.4, 8.0, 7.314285714285714)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.36, 2.3099999999999996)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:07:09.372396,"(3.4, 8.0, 7.314285714285714)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.36, 2.3018181818181818)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:07:10.311032,"(3.4, 8.0, 7.314285714285714)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.36, 2.3018181818181818)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.375)"
11-01-2023 12:07:11.287548,"(3.4, 8.0, 7.314285714285714)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.36, 2.3018181818181818)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.568421052631579)"
11-01-2023 12:07:12.281002,"(3.4, 8.0, 7.507692307692308)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.36, 2.3018181818181818)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.568421052631579)"
11-01-2023 12:07:13.173586,"(3.4, 8.0, 7.6)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.36, 2.3018181818181818)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.568421052631579)"
11-01-2023 12:07:14.064848,"(3.4, 8.0, 7.786666666666667)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.36, 2.3018181818181818)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.756818181818182)"
11-01-2023 12:07:14.967497,"(3.4, 8.0, 7.786666666666667)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.36, 2.3018181818181818)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.756818181818182)"
11-01-2023 12:07:15.898607,"(3.4, 8.0, 7.786666666666667)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.36, 2.3018181818181818)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.9, 5.5)"
11-01-2023 12:07:16.861780,"(3.4, 8.0, 7.822222222222222)","(4.6, 6.6, 6.133333333333334)","(2.2, 2.34, 2.3057142857142856)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.6, 5.8, 5.4714285714285715)"
11-01-2023 12:07:17.845935,"(3.4, 8.0, 7.822222222222222)","(4.8, 6.6, 6.04)","(2.2, 2.34, 2.298)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.8, 5.7, 5.555555555555555)"
11-01-2023 12:07:18.814410,"(3.4, 8.0, 7.753846153846154)","(4.8, 6.6, 6.04)","(2.2, 2.34, 2.298)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:19.779262,"(3.4, 8.0, 7.8)","(4.8, 6.6, 6.04)","(2.2, 2.34, 2.298)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:20.665218,"(3.4, 8.0, 7.8)","(4.8, 6.6, 6.04)","(2.2, 2.34, 2.298)","(14.0, 20.0, 17.0)","(41.0, 60.0, 49.33333333333333)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:21.555491,"(3.4, 8.0, 7.8)","(4.8, 6.6, 6.04)","(2.2, 2.34, 2.298)","(14.0, 20.0, 17.0)","(41.0, 60.0, 45.23076923076923)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:22.504323,"(3.4, 8.0, 7.8)","(4.8, 6.6, 6.04)","(2.2, 2.3, 2.2874999999999996)","(14.0, 20.0, 17.0)","(41.0, 60.0, 45.23076923076923)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:23.541296,"(3.4, 8.0, 7.8)","(4.8, 6.6, 6.04)","(2.2, 2.3, 2.2874999999999996)","(14.0, 20.0, 17.0)","(41.0, 60.0, 45.23076923076923)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:24.503635,"(3.4, 8.0, 7.8)","(4.8, 6.6, 6.04)","(2.2, 2.3, 2.2874999999999996)","(14.0, 20.0, 17.0)","(41.0, 60.0, 45.23076923076923)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:25.484354,"(3.4, 8.0, 7.8)","(4.8, 6.6, 6.04)","(2.2, 2.3, 2.2874999999999996)","(14.0, 20.0, 17.0)","(41.0, 60.0, 45.333333333333336)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:26.366482,"(3.4, 8.0, 7.866666666666666)","(4.8, 6.6, 6.04)","(2.2, 2.3, 2.2874999999999996)","(14.0, 20.0, 17.0)","(41.0, 60.0, 45.333333333333336)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:27.223347,"(3.4, 8.0, 7.866666666666666)","(4.8, 6.6, 6.04)","(2.2, 2.3, 2.2874999999999996)","(14.0, 20.0, 17.0)","(41.0, 60.0, 45.333333333333336)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:28.122078,"(3.4, 8.0, 7.866666666666666)","(4.8, 6.6, 6.04)","(2.2, 2.3, 2.2874999999999996)","(14.0, 20.0, 17.0)","(41.0, 60.0, 45.333333333333336)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:29.068625,"(3.4, 8.0, 7.866666666666666)","(4.8, 6.6, 6.04)","(2.2, 2.32, 2.295)","(14.0, 20.0, 17.0)","(41.0, 60.0, 45.23076923076923)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:30.075545,"(3.4, 8.0, 7.866666666666666)","(4.8, 6.6, 6.04)","(2.2, 2.32, 2.2909090909090906)","(14.0, 20.0, 17.68181818181818)","(41.0, 60.0, 45.23076923076923)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:31.017118,"(3.4, 8.0, 7.866666666666666)","(4.8, 6.4, 6.066666666666667)","(2.2, 2.32, 2.288)","(14.0, 19.5, 17.68181818181818)","(41.0, 60.0, 45.23076923076923)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:31.950687,"(3.4, 8.0, 7.866666666666666)","(4.8, 6.4, 6.2)","(2.2, 2.32, 2.288)","(14.0, 19.5, 17.68181818181818)","(41.0, 60.0, 45.5)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:32.836656,"(3.4, 8.4, 8.03076923076923)","(4.8, 6.4, 6.130769230769231)","(2.2, 2.32, 2.2909090909090906)","(14.0, 19.5, 17.214285714285715)","(41.0, 55.0, 43.30769230769231)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:33.718078,"(3.4, 8.4, 7.685714285714286)","(4.8, 6.4, 6.307894736842106)","(2.2, 2.32, 2.2909090909090906)","(14.0, 19.5, 16.59090909090909)","(41.0, 55.0, 43.30769230769231)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:34.718061,"(3.4, 8.4, 7.844444444444445)","(4.8, 6.4, 6.307894736842106)","(2.2, 2.32, 2.2909090909090906)","(14.0, 19.5, 16.59090909090909)","(41.0, 55.0, 43.30769230769231)","(4.8, 5.6, 5.446153846153846)"
11-01-2023 12:07:35.677607,"(3.4, 8.4, 7.9714285714285715)","(4.8, 6.2, 6.190625)","(2.2, 2.32, 2.3)","(14.0, 19.5, 16.59090909090909)","(41.0, 55.0, 41.27777777777778)","(4.8, 5.6, 5.428571428571429)"
11-01-2023 12:07:36.680717,"(3.4, 8.4, 7.9714285714285715)","(4.8, 6.4, 6.1454545454545455)","(2.2, 2.26, 2.2577777777777777)","(14.0, 19.5, 16.59090909090909)","(41.0, 55.0, 41.27777777777778)","(4.8, 5.5, 5.408695652173913)"
11-01-2023 12:07:37.628290,"(3.4, 8.4, 7.9714285714285715)","(4.8, 6.4, 6.266666666666667)","(2.2, 2.26, 2.2577777777777777)","(14.0, 19.5, 16.59090909090909)","(41.0, 55.0, 42.65)","(4.8, 5.5, 5.408695652173913)"
11-01-2023 12:07:38.550112,"(3.4, 8.4, 8.133333333333333)","(4.8, 6.4, 6.211764705882353)","(2.2, 2.26, 2.2577777777777777)","(14.0, 19.5, 16.59090909090909)","(41.0, 55.0, 45.5)","(4.8, 5.5, 5.35)"
11-01-2023 12:07:39.447489,"(3.4, 8.4, 8.08)","(4.8, 6.6, 6.492307692307692)","(2.2, 2.26, 2.2566666666666664)","(14.0, 19.5, 16.59090909090909)","(41.0, 55.0, 41.4)","(4.8, 5.5, 5.333333333333334)"
11-01-2023 12:07:40.333408,"(3.4, 8.4, 7.989473684210527)","(4.8, 6.6, 6.386666666666667)","(2.2, 2.26, 2.2566666666666664)","(14.0, 19.5, 17.03846153846154)","(41.0, 55.0, 41.4)","(4.8, 5.4, 5.342857142857143)"
11-01-2023 12:07:41.279387,"(3.4, 8.4, 7.989473684210527)","(4.8, 6.6, 6.3375)","(2.2, 2.26, 2.2566666666666664)","(14.0, 19.5, 17.03846153846154)","(41.0, 55.0, 41.4)","(4.8, 5.4, 5.342857142857143)"
