,Ms Lucky Leaves,Hillbilly Joker,Bad Bailey,Real Talent,Tysons Typhoon,Darley Dynamo,Lala Que,Earn The Fizz
09-01-2023 11:15:00.615926,"(4.8, 12.0, 7.199999999999999)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:01.853255,"(4.8, 12.0, 7.199999999999999)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:03.062664,"(4.8, 12.0, 7.199999999999999)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:04.256293,"(4.8, 12.0, 7.199999999999999)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:05.473582,"(4.8, 12.0, 7.199999999999999)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:06.668543,"(4.8, 12.0, 6.331428571428571)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:07.853260,"(4.8, 12.0, 6.331428571428571)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:09.067136,"(4.8, 12.0, 6.331428571428571)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:10.261787,"(4.8, 12.0, 6.331428571428571)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:11.471989,"(4.8, 12.0, 6.331428571428571)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:12.683106,"(4.8, 12.0, 6.331428571428571)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:13.829523,"(4.8, 12.0, 6.331428571428571)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:14.903859,"(4.8, 12.0, 6.331428571428571)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:15.925220,"(4.8, 12.0, 7.236585365853658)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:16.939658,"(4.8, 12.0, 7.236585365853658)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:18.079222,"(4.8, 12.0, 7.236585365853658)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:19.176848,"(4.8, 12.0, 7.236585365853658)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:20.376514,"(4.8, 12.0, 7.236585365853658)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:21.550301,"(4.8, 12.0, 7.236585365853658)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:22.725900,"(4.8, 12.0, 7.236585365853658)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:23.908806,"(4.8, 12.0, 7.236585365853658)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:25.082614,"(4.8, 12.0, 7.236585365853658)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:26.308843,"(4.8, 12.0, 7.236585365853658)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:27.541780,"(4.8, 12.0, 7.236585365853658)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:28.800266,"(4.8, 12.0, 7.236585365853658)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:30.030424,"(4.8, 12.0, 7.236585365853658)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:31.262641,"(4.8, 12.0, 7.236585365853658)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:32.505683,"(4.8, 12.0, 7.236585365853658)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:33.727972,"(4.8, 12.0, 7.236585365853658)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:35.238312,"(4.8, 12.0, 7.9035714285714285)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:36.659272,"(4.8, 12.0, 7.9035714285714285)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:38.042486,"(4.8, 12.0, 5.622857142857143)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:39.491394,"(4.8, 12.0, 5.622857142857143)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:40.871646,"(4.8, 12.0, 5.622857142857143)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:42.248839,"(4.8, 12.0, 5.622857142857143)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:43.737668,"(4.8, 12.0, 6.4975000000000005)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:45.385844,"(4.8, 12.0, 7.942857142857143)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:46.684993,"(4.8, 12.0, 7.942857142857143)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:47.905942,"(4.8, 12.0, 6.75)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:49.060223,"(4.8, 12.0, 6.75)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 5.442105263157894)"
09-01-2023 11:15:50.161913,"(4.8, 12.0, 6.75)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.6, 6.111111111111111)"
09-01-2023 11:15:51.270704,"(4.8, 12.0, 7.153846153846153)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:15:52.381691,"(4.8, 12.0, 7.153846153846153)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:15:53.654962,"(4.8, 12.0, 7.153846153846153)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:15:54.901503,"(4.8, 12.0, 7.153846153846153)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:15:56.170777,"(4.8, 12.0, 7.153846153846153)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:15:57.516267,"(4.8, 12.0, 7.153846153846153)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:15:58.795665,"(4.8, 12.0, 7.153846153846153)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:00.037830,"(4.8, 12.0, 7.153846153846153)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:01.287289,"(4.8, 12.0, 7.153846153846153)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:02.596315,"(4.8, 12.0, 7.153846153846153)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.28)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:03.922847,"(4.8, 12.0, 7.153846153846153)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.1759999999999997)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:05.200737,"(4.8, 12.0, 7.153846153846153)","(12.0, 30.0, 19.72222222222222)","(11.0, 21.0, 18.375)","(15.0, 34.0, 24.68181818181818)","(10.0, 17.5, 14.384615384615385)","(2.8, 3.8, 3.1759999999999997)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:06.492386,"(4.8, 12.0, 8.73157894736842)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 22.88888888888889)","(10.0, 17.5, 12.5625)","(2.8, 3.8, 3.1759999999999997)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:07.747237,"(4.8, 12.0, 8.73157894736842)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.8, 3.1759999999999997)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:09.055464,"(4.8, 12.0, 7.292307692307693)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.8, 3.1759999999999997)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:10.340230,"(4.8, 12.0, 7.292307692307693)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.8, 3.1759999999999997)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:11.645462,"(4.8, 12.0, 7.292307692307693)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.8, 3.1759999999999997)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:12.934598,"(4.8, 12.0, 7.292307692307693)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.8, 3.1759999999999997)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:14.258989,"(4.8, 12.0, 7.292307692307693)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.8, 3.1759999999999997)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:15.516155,"(4.8, 12.0, 7.292307692307693)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.8, 3.1759999999999997)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:16.740142,"(4.8, 12.0, 7.292307692307693)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.8, 3.1759999999999997)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:17.951757,"(4.8, 12.0, 8.65)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.8, 3.1759999999999997)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:19.085340,"(4.8, 12.0, 8.65)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.8, 3.1)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:20.249190,"(4.8, 12.0, 7.430769230769231)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:21.426960,"(4.8, 12.0, 7.430769230769231)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:22.516685,"(4.8, 12.0, 7.430769230769231)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:23.703998,"(4.8, 12.0, 7.430769230769231)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:24.877559,"(4.8, 12.0, 7.430769230769231)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 8.0, 6.111111111111111)"
09-01-2023 11:16:26.140643,"(4.8, 12.0, 7.430769230769231)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 8.0, 5.273684210526316)"
09-01-2023 11:16:27.392511,"(4.8, 12.0, 7.430769230769231)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 7.8, 5.273684210526316)"
09-01-2023 11:16:28.626289,"(4.8, 12.0, 7.430769230769231)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 7.8, 5.273684210526316)"
09-01-2023 11:16:30.019391,"(4.8, 12.0, 7.430769230769231)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 7.8, 5.273684210526316)"
09-01-2023 11:16:31.410947,"(4.8, 12.0, 7.430769230769231)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 7.8, 5.273684210526316)"
09-01-2023 11:16:32.745334,"(4.8, 12.0, 7.430769230769231)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 7.8, 5.273684210526316)"
09-01-2023 11:16:34.329712,"(4.8, 12.0, 7.430769230769231)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 7.8, 5.273684210526316)"
09-01-2023 11:16:35.855975,"(4.8, 12.0, 8.921052631578947)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 7.8, 5.273684210526316)"
09-01-2023 11:16:37.203771,"(4.8, 12.0, 8.921052631578947)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 7.8, 5.273684210526316)"
09-01-2023 11:16:38.596627,"(4.8, 12.0, 8.921052631578947)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 7.8, 5.273684210526316)"
09-01-2023 11:16:39.918769,"(4.8, 12.0, 7.569230769230769)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 7.8, 5.273684210526316)"
09-01-2023 11:16:41.283544,"(4.8, 12.0, 7.569230769230769)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 7.8, 5.273684210526316)"
09-01-2023 11:16:42.970703,"(4.8, 12.0, 7.569230769230769)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 7.8, 5.273684210526316)"
09-01-2023 11:16:44.513054,"(4.8, 12.0, 7.569230769230769)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 7.8, 5.273684210526316)"
09-01-2023 11:16:45.780465,"(4.8, 12.0, 7.569230769230769)","(12.0, 30.0, 22.884615384615387)","(11.0, 21.0, 19.6875)","(15.0, 34.0, 21.8125)","(10.0, 17.5, 13.222222222222223)","(2.8, 3.95, 3.1)","(5.0, 7.8, 6.425)","(4.8, 7.8, 5.273684210526316)"
