,Ms Lucky Leaves,Hillbilly Joker,Bad Bailey,Real Talent,Tysons Typhoon,Darley Dynamo,Lala Que,Earn The Fizz
09-01-2023 11:03:21.479416,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:22.765194,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:24.074935,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:25.335849,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:26.631167,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:27.887590,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:29.178232,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:30.440516,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:31.731940,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:33.023799,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:34.252400,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:35.502581,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:36.784750,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:38.031904,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:39.218468,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:40.367512,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:41.557873,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:42.612688,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:43.655580,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:44.757864,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:45.952455,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:47.141623,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:48.367674,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:49.580287,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:50.787853,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:52.041309,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:53.339394,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:54.813675,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:56.248604,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:57.644407,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:03:59.008674,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:00.361738,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:01.706323,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:03.048877,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:04.276896,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:05.451092,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:06.569830,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:07.683702,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:08.838338,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:10.143317,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:11.562236,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:12.921573,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:14.417284,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:15.726334,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:17.029741,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:18.360418,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:19.707371,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:21.003640,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:22.240934,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:23.541745,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:24.760362,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:26.030005,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:27.203205,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:28.372695,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:29.494644,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:30.552252,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:31.603708,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:32.774662,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:33.930747,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:35.129316,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:36.332038,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:37.574321,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:38.803648,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:40.053570,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:41.314622,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:42.568277,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:43.753847,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:44.965795,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:46.199271,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:47.401473,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:48.694556,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:49.937033,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:51.214839,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:52.458861,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:53.818754,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:54.905890,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:55.941657,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:57.015245,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:58.103603,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:04:59.256462,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
09-01-2023 11:05:00.411475,"(4.8, 12.0, 5.52)","(12.0, 32.0, 25.823529411764707)","(11.0, 24.0, 20.11111111111111)","(15.0, 38.0, 26.863636363636363)","(10.0, 20.0, 15.923076923076923)","(2.8, 4.3, 3.34)","(5.0, 8.0, 6.541666666666666)","(4.8, 7.8, 6.675000000000001)"
