,East On Henry,Chi Foose,Sidewinder,Darnum Blaze,Sir Les,My Girl Whizbang,Lofty
05-01-2023 14:39:45.870971,"(4.0, 8.2, 7.171428571428571)","(31.0, 230.0, 180.5)","(26.0, 160.0, 113.5)","(61.0, 230.0, 142.5)","(3.0, 3.0, 2.888)","(9.0, 21.0, 15.3)","(1.95, 3.85, 3.243333333333333)"
05-01-2023 14:39:46.799685,"(4.0, 8.2, 7.171428571428571)","(31.0, 230.0, 180.5)","(26.0, 160.0, 113.5)","(61.0, 230.0, 142.5)","(3.0, 3.0, 2.888)","(9.0, 21.0, 18.0625)","(1.95, 3.85, 3.59)"
05-01-2023 14:39:47.866621,"(4.0, 8.0, 6.725)","(31.0, 230.0, 180.5)","(26.0, 160.0, 113.5)","(61.0, 230.0, 142.5)","(3.0, 3.0, 2.9345454545454546)","(9.0, 22.0, 16.75)","(1.95, 3.85, 3.565625)"
05-01-2023 14:39:48.905496,"(4.0, 7.6, 6.266666666666666)","(31.0, 230.0, 180.5)","(26.0, 160.0, 113.5)","(61.0, 230.0, 142.5)","(3.0, 3.0, 2.92)","(9.0, 22.0, 17.4375)","(1.95, 3.85, 3.774166666666667)"
05-01-2023 14:39:49.951654,"(4.0, 7.6, 6.266666666666666)","(31.0, 230.0, 180.5)","(26.0, 160.0, 113.5)","(61.0, 230.0, 142.5)","(3.0, 3.0, 2.92)","(9.0, 21.0, 17.4375)","(1.95, 3.85, 3.774166666666667)"
05-01-2023 14:39:50.918855,"(4.0, 7.6, 6.266666666666666)","(31.0, 230.0, 180.5)","(26.0, 160.0, 113.5)","(61.0, 230.0, 142.5)","(3.0, 3.0, 2.9130434782608696)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.85, 3.774166666666667)"
05-01-2023 14:39:51.894267,"(4.0, 7.6, 6.266666666666666)","(31.0, 230.0, 180.5)","(26.0, 160.0, 113.5)","(61.0, 230.0, 142.5)","(3.0, 2.98, 2.8953846153846152)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.85, 3.774166666666667)"
05-01-2023 14:39:52.980300,"(4.0, 7.4, 5.475)","(31.0, 230.0, 180.5)","(26.0, 160.0, 113.5)","(61.0, 230.0, 142.5)","(3.0, 2.98, 2.8953846153846152)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.85, 3.774166666666667)"
05-01-2023 14:39:54.174012,"(4.0, 7.4, 5.676923076923077)","(31.0, 230.0, 180.5)","(26.0, 160.0, 113.5)","(61.0, 230.0, 142.5)","(3.0, 2.98, 2.8953846153846152)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.85, 3.774166666666667)"
05-01-2023 14:39:55.301649,"(4.0, 7.4, 5.676923076923077)","(31.0, 230.0, 180.5)","(26.0, 160.0, 113.5)","(61.0, 230.0, 142.5)","(3.0, 2.98, 2.8953846153846152)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.85, 3.774166666666667)"
05-01-2023 14:39:56.219520,"(4.0, 7.4, 5.676923076923077)","(31.0, 230.0, 180.5)","(26.0, 160.0, 113.5)","(61.0, 230.0, 142.5)","(3.0, 2.98, 2.8953846153846152)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.85, 3.774166666666667)"
05-01-2023 14:39:57.329055,"(4.0, 7.4, 5.676923076923077)","(31.0, 230.0, 180.5)","(26.0, 160.0, 113.5)","(61.0, 230.0, 142.5)","(3.0, 2.98, 2.8953846153846152)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.85, 3.774166666666667)"
05-01-2023 14:39:58.405655,"(4.0, 7.4, 5.423529411764706)","(31.0, 230.0, 190.8)","(26.0, 160.0, 113.5)","(61.0, 230.0, 142.5)","(3.0, 2.98, 2.8953846153846152)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.85, 3.7758333333333334)"
05-01-2023 14:39:59.444261,"(4.0, 7.2, 6.044444444444444)","(31.0, 230.0, 165.33333333333334)","(26.0, 160.0, 113.5)","(61.0, 230.0, 142.5)","(3.0, 2.98, 2.892)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.85, 3.7758333333333334)"
05-01-2023 14:40:00.607941,"(4.0, 7.2, 5.9)","(31.0, 230.0, 165.33333333333334)","(26.0, 160.0, 113.5)","(61.0, 230.0, 142.5)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.85, 3.0825)"
05-01-2023 14:40:01.723506,"(4.0, 7.2, 5.9)","(31.0, 230.0, 165.33333333333334)","(26.0, 160.0, 113.5)","(61.0, 230.0, 142.5)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.8, 3.262758620689655)"
05-01-2023 14:40:02.639032,"(4.0, 7.2, 5.781818181818181)","(31.0, 230.0, 113.6)","(26.0, 160.0, 113.5)","(61.0, 230.0, 113.33333333333334)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.8, 3.262758620689655)"
05-01-2023 14:40:03.632721,"(4.0, 7.0, 5.457142857142857)","(31.0, 220.0, 141.14285714285714)","(26.0, 160.0, 113.5)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:04.737529,"(4.0, 7.0, 5.457142857142857)","(31.0, 220.0, 141.14285714285714)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:05.741175,"(4.0, 7.0, 5.305882352941176)","(31.0, 220.0, 141.14285714285714)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:06.834697,"(4.0, 7.0, 5.305882352941176)","(31.0, 220.0, 141.14285714285714)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:07.839381,"(4.0, 7.0, 5.305882352941176)","(31.0, 220.0, 109.6)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:08.860773,"(4.0, 7.0, 5.305882352941176)","(31.0, 220.0, 109.6)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:10.053229,"(4.0, 7.0, 5.305882352941176)","(31.0, 220.0, 109.6)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:11.091294,"(4.0, 7.0, 5.305882352941176)","(31.0, 220.0, 109.6)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:12.107518,"(4.0, 7.0, 5.305882352941176)","(31.0, 220.0, 109.6)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:13.111073,"(4.0, 7.0, 5.305882352941176)","(31.0, 220.0, 109.6)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.75, 3.716521739130435)"
05-01-2023 14:40:14.056342,"(4.0, 7.0, 5.231578947368421)","(31.0, 220.0, 109.6)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.75, 3.716521739130435)"
05-01-2023 14:40:15.023714,"(4.0, 7.0, 5.231578947368421)","(31.0, 220.0, 109.6)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 14.892857142857142)","(1.95, 3.75, 3.716521739130435)"
05-01-2023 14:40:16.055337,"(4.0, 7.0, 5.231578947368421)","(31.0, 220.0, 109.6)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 15.6)","(1.95, 3.75, 3.716521739130435)"
05-01-2023 14:40:17.127119,"(4.0, 7.0, 5.231578947368421)","(31.0, 220.0, 109.6)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 15.6)","(1.95, 3.75, 3.716521739130435)"
05-01-2023 14:40:18.053601,"(4.0, 7.0, 5.231578947368421)","(31.0, 220.0, 109.6)","(26.0, 150.0, 76.71428571428571)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 15.6)","(1.95, 3.75, 3.716521739130435)"
05-01-2023 14:40:19.002152,"(4.0, 7.0, 5.231578947368421)","(31.0, 220.0, 109.6)","(26.0, 150.0, 76.71428571428571)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 15.6)","(1.95, 3.75, 3.716521739130435)"
05-01-2023 14:40:20.029047,"(4.0, 7.0, 5.231578947368421)","(31.0, 220.0, 109.6)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 15.6)","(1.95, 3.75, 3.716521739130435)"
05-01-2023 14:40:21.077357,"(4.0, 7.0, 5.231578947368421)","(31.0, 220.0, 109.6)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 15.6)","(1.95, 3.75, 3.716521739130435)"
05-01-2023 14:40:22.178840,"(4.0, 7.0, 5.231578947368421)","(31.0, 220.0, 109.6)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 15.6)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:23.242851,"(4.0, 6.8, 5.6)","(31.0, 220.0, 120.72727272727273)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 15.6)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:24.183543,"(4.0, 6.8, 5.6)","(31.0, 220.0, 120.72727272727273)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 15.6)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:25.207115,"(4.0, 6.8, 5.6)","(31.0, 220.0, 120.72727272727273)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 15.6)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:26.269368,"(4.0, 6.6, 5.71111111111111)","(31.0, 220.0, 120.72727272727273)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 15.6)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:27.307110,"(4.0, 6.6, 5.71111111111111)","(31.0, 220.0, 120.72727272727273)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 15.6)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:28.272997,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 120.72727272727273)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 15.6)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:29.251608,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 120.72727272727273)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 15.6)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:30.253278,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 120.72727272727273)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(3.0, 2.96, 2.9475)","(9.0, 21.0, 15.6)","(1.95, 3.75, 3.685833333333333)"
05-01-2023 14:40:31.365344,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 64.0)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 21.0, 15.6)","(1.95, 3.75, 3.716521739130435)"
05-01-2023 14:40:32.446767,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 21.0, 15.6)","(1.95, 3.75, 3.716521739130435)"
05-01-2023 14:40:33.443651,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 21.0, 15.6)","(1.95, 3.75, 3.716521739130435)"
05-01-2023 14:40:34.464957,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 21.0, 15.6)","(1.95, 3.75, 3.716521739130435)"
05-01-2023 14:40:35.504923,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 21.0, 15.9)","(1.95, 3.75, 3.5446666666666666)"
05-01-2023 14:40:36.585151,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 21.0, 15.9)","(1.95, 3.75, 3.5446666666666666)"
05-01-2023 14:40:37.670482,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 21.0, 15.9)","(1.95, 3.75, 3.5446666666666666)"
05-01-2023 14:40:38.730602,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 21.0, 15.9)","(1.95, 3.75, 3.5446666666666666)"
05-01-2023 14:40:39.811471,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 21.0, 15.9)","(1.95, 3.75, 3.5446666666666666)"
05-01-2023 14:40:40.825381,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 21.0, 16.423076923076923)","(1.95, 3.75, 3.5446666666666666)"
05-01-2023 14:40:41.830412,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 21.0, 16.423076923076923)","(1.95, 3.75, 3.5446666666666666)"
05-01-2023 14:40:42.820058,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 21.0, 16.423076923076923)","(1.95, 3.75, 3.5446666666666666)"
05-01-2023 14:40:43.927949,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 21.0, 18.125)","(1.95, 3.75, 3.668695652173913)"
05-01-2023 14:40:44.977993,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 20.0, 18.125)","(1.95, 3.7, 3.668695652173913)"
05-01-2023 14:40:45.915365,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 20.0, 17.166666666666668)","(1.95, 3.7, 3.668695652173913)"
05-01-2023 14:40:46.915737,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 74.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 19.5, 17.75)","(1.95, 3.7, 3.668695652173913)"
05-01-2023 14:40:48.024260,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 55.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 19.5, 16.31818181818182)","(1.95, 3.7, 3.6136)"
05-01-2023 14:40:49.077279,"(4.0, 6.6, 5.266666666666667)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 55.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 19.5, 16.31818181818182)","(1.95, 3.7, 3.6136)"
05-01-2023 14:40:50.204191,"(4.0, 6.6, 5.266666666666667)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 55.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.9475)","(10.0, 19.5, 16.31818181818182)","(1.95, 3.7, 3.6136)"
05-01-2023 14:40:51.300100,"(4.0, 6.6, 5.266666666666667)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 55.0)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.9475)","(10.0, 19.5, 16.31818181818182)","(1.95, 3.7, 3.668695652173913)"
05-01-2023 14:40:52.315327,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 55.0)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.9475)","(10.0, 19.5, 15.5)","(1.95, 3.7, 3.668695652173913)"
05-01-2023 14:40:53.327754,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 53.53846153846154)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.9475)","(10.0, 19.0, 15.5)","(1.95, 3.7, 3.668695652173913)"
05-01-2023 14:40:54.373517,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 53.53846153846154)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.9475)","(10.0, 19.0, 15.5)","(1.95, 3.7, 3.668695652173913)"
05-01-2023 14:40:55.384982,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 53.53846153846154)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.9475)","(10.0, 19.0, 15.5)","(1.95, 3.7, 3.668695652173913)"
05-01-2023 14:40:56.467893,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 53.53846153846154)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.9475)","(10.0, 19.0, 15.5)","(1.95, 3.7, 3.668695652173913)"
05-01-2023 14:40:57.471449,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 53.53846153846154)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.9475)","(10.0, 19.0, 15.5)","(1.95, 3.7, 3.668695652173913)"
05-01-2023 14:40:58.456898,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 53.53846153846154)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.9475)","(10.0, 19.0, 15.5)","(1.95, 3.7, 3.668695652173913)"
05-01-2023 14:40:59.529727,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 53.53846153846154)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.9475)","(10.0, 19.0, 15.5)","(1.95, 3.7, 3.668695652173913)"
05-01-2023 14:41:00.666098,"(4.0, 6.6, 5.369230769230769)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 49.166666666666664)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.9475)","(10.0, 19.0, 14.333333333333334)","(1.95, 3.7, 3.620869565217391)"
05-01-2023 14:41:01.723908,"(4.0, 6.6, 5.155555555555555)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 49.166666666666664)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.9475)","(10.0, 19.0, 14.333333333333334)","(1.95, 3.65, 3.620869565217391)"
05-01-2023 14:41:02.869609,"(4.0, 6.6, 5.126315789473684)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 51.0)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.9475)","(10.0, 19.0, 15.75)","(1.95, 3.65, 3.526206896551724)"
05-01-2023 14:41:03.917935,"(4.0, 6.6, 5.126315789473684)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 51.0)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.9475)","(10.0, 19.0, 15.5)","(1.95, 3.7, 3.427777777777778)"
05-01-2023 14:41:05.023435,"(4.0, 6.6, 5.126315789473684)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 51.0)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.9475)","(10.0, 19.0, 15.5)","(1.95, 3.7, 3.427777777777778)"
05-01-2023 14:41:06.090370,"(4.0, 6.6, 5.126315789473684)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 51.0)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.8904347826086956)","(10.0, 19.0, 15.5)","(1.95, 3.7, 3.427777777777778)"
05-01-2023 14:41:07.209199,"(4.0, 6.6, 5.126315789473684)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 51.0)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.8904347826086956)","(10.0, 19.0, 15.5)","(1.95, 3.7, 3.427777777777778)"
05-01-2023 14:41:08.218680,"(4.0, 6.6, 5.126315789473684)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 51.0)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.867142857142857)","(10.0, 19.0, 15.5)","(1.95, 3.7, 3.427777777777778)"
05-01-2023 14:41:09.323388,"(4.0, 6.6, 5.126315789473684)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 51.0)","(61.0, 230.0, 113.33333333333334)","(2.9, 2.96, 2.867142857142857)","(10.0, 19.0, 15.5)","(1.95, 3.7, 3.427777777777778)"
05-01-2023 14:41:10.457255,"(4.0, 6.4, 5.6)","(31.0, 220.0, 62.285714285714285)","(26.0, 150.0, 51.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.96, 2.7553846153846155)","(10.0, 19.0, 16.833333333333332)","(1.95, 3.7, 3.6875)"
05-01-2023 14:41:11.390820,"(4.0, 6.6, 5.984615384615385)","(31.0, 220.0, 126.0)","(26.0, 150.0, 51.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.94, 2.8875)","(10.0, 19.0, 15.5)","(1.95, 3.75, 3.65)"
05-01-2023 14:41:12.418062,"(4.0, 6.6, 5.65)","(31.0, 220.0, 126.0)","(26.0, 150.0, 51.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.92, 2.8828571428571426)","(10.0, 19.0, 15.5)","(1.95, 3.75, 3.575)"
05-01-2023 14:41:13.535622,"(4.0, 6.4, 6.023529411764706)","(31.0, 220.0, 126.0)","(26.0, 150.0, 51.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.92, 2.7714285714285714)","(10.0, 19.0, 15.5)","(1.95, 3.75, 3.6277777777777778)"
05-01-2023 14:41:14.598999,"(4.0, 6.4, 5.800000000000001)","(31.0, 220.0, 126.0)","(26.0, 150.0, 51.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.92, 2.7421052631578946)","(10.0, 19.0, 15.5)","(1.95, 3.7, 3.6277777777777778)"
05-01-2023 14:41:15.674403,"(4.0, 6.4, 5.9)","(31.0, 220.0, 126.0)","(26.0, 150.0, 51.0)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.92, 2.7421052631578946)","(10.0, 19.0, 15.5)","(1.95, 3.7, 3.4833333333333334)"
05-01-2023 14:41:16.777914,"(4.0, 6.4, 5.9)","(31.0, 220.0, 118.54545454545455)","(26.0, 150.0, 52.833333333333336)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.92, 2.7421052631578946)","(10.0, 19.0, 15.5)","(1.95, 3.7, 3.35)"
05-01-2023 14:41:17.848643,"(4.0, 6.4, 5.8545454545454545)","(31.0, 220.0, 118.54545454545455)","(26.0, 150.0, 52.833333333333336)","(61.0, 230.0, 116.66666666666666)","(2.9, 2.92, 2.732222222222222)","(10.0, 19.0, 15.5)","(1.95, 3.6, 3.583333333333333)"
05-01-2023 14:41:18.929532,"(4.0, 6.8, 6.5625)","(31.0, 220.0, 108.4)","(26.0, 150.0, 49.2)","(61.0, 230.0, 70.0)","(2.9, 2.92, 2.6942857142857144)","(10.0, 19.0, 15.5)","(1.95, 3.65, 3.4863636363636363)"
05-01-2023 14:41:20.046971,"(4.0, 6.8, 6.4399999999999995)","(31.0, 200.0, 85.07692307692308)","(26.0, 150.0, 61.6)","(61.0, 220.0, 71.42857142857143)","(2.9, 2.9, 2.75)","(10.0, 19.0, 15.23076923076923)","(1.95, 3.65, 3.672222222222222)"
05-01-2023 14:41:21.070065,"(4.0, 7.6, 7.34)","(31.0, 190.0, 96.4)","(26.0, 140.0, 61.6)","(61.0, 220.0, 71.42857142857143)","(2.9, 2.88, 2.6416666666666666)","(10.0, 19.0, 15.23076923076923)","(1.95, 3.75, 3.672222222222222)"
05-01-2023 14:41:22.134998,"(4.0, 7.8, 6.8)","(31.0, 190.0, 96.4)","(26.0, 130.0, 50.8)","(61.0, 220.0, 71.42857142857143)","(2.9, 2.88, 2.58)","(10.0, 19.0, 15.23076923076923)","(1.95, 3.75, 3.361111111111111)"
05-01-2023 14:41:23.216613,"(4.0, 7.8, 6.482352941176471)","(31.0, 190.0, 100.85714285714286)","(26.0, 130.0, 50.8)","(61.0, 220.0, 71.42857142857143)","(2.9, 2.88, 2.58)","(10.0, 19.0, 15.23076923076923)","(1.95, 3.75, 3.361111111111111)"
