,Pokerjack,Pretty Woman,Valiant,Proverbial,Ticket To Anywhere,Auzstar,Vilified,Hardy,Volterra,Iconic Dame,Overextend,Our Boy Ollie,Behind The Storm,Devine Miss
07-01-2023 11:04:10.483457,"(12.0, 15.5, 15.402173913043478)","(11.0, 17.0, 16.59090909090909)","(41.0, 80.0, 67.5)","(4.4, 5.2, 5.015652173913043)","(10.0, 12.0, 11.61111111111111)","(26.0, 44.0, 43.6)","(26.0, 36.0, 33.43589743589744)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 32.375)","(7.0, 8.4, 7.916129032258064)","(5.5, 7.2, 7.1626666666666665)","(9.0, 12.0, 11.549295774647888)","(21.0, 29.0, 27.384615384615383)","(18.0, 27.0, 26.766666666666666)"
07-01-2023 11:04:11.975229,"(12.0, 15.5, 15.402173913043478)","(11.0, 17.0, 16.59090909090909)","(41.0, 80.0, 67.5)","(4.4, 5.2, 5.015652173913043)","(10.0, 12.0, 11.61111111111111)","(26.0, 44.0, 43.6)","(26.0, 36.0, 33.43589743589744)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 32.375)","(7.0, 8.4, 7.916129032258064)","(5.5, 7.2, 7.1626666666666665)","(9.0, 12.0, 11.549295774647888)","(21.0, 29.0, 27.384615384615383)","(18.0, 27.0, 26.766666666666666)"
07-01-2023 11:04:13.452305,"(12.0, 15.5, 15.402173913043478)","(11.0, 17.0, 16.59090909090909)","(41.0, 80.0, 68.0)","(4.4, 5.2, 5.015652173913043)","(10.0, 12.0, 11.61111111111111)","(26.0, 44.0, 43.6)","(26.0, 36.0, 33.43589743589744)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 32.375)","(7.0, 8.4, 7.916129032258064)","(5.5, 7.2, 7.1626666666666665)","(9.0, 12.0, 11.549295774647888)","(21.0, 29.0, 27.384615384615383)","(18.0, 27.0, 26.766666666666666)"
07-01-2023 11:04:14.908736,"(12.0, 15.5, 15.402173913043478)","(11.0, 17.0, 16.59090909090909)","(41.0, 80.0, 68.0)","(4.4, 5.2, 5.015841584158416)","(10.0, 12.0, 11.656716417910447)","(26.0, 44.0, 43.6)","(26.0, 36.0, 31.142857142857142)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 32.375)","(7.0, 8.4, 7.946938775510204)","(5.5, 7.2, 7.1626666666666665)","(9.0, 12.0, 11.590909090909092)","(21.0, 29.0, 27.384615384615383)","(18.0, 27.0, 26.766666666666666)"
07-01-2023 11:04:16.350169,"(12.0, 15.5, 15.433333333333334)","(11.0, 17.0, 16.25)","(41.0, 80.0, 68.0)","(4.4, 5.2, 5.015824175824176)","(10.0, 12.0, 11.656716417910447)","(26.0, 44.0, 43.6)","(26.0, 32.0, 31.13888888888889)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 32.375)","(7.0, 8.4, 7.946938775510204)","(5.5, 7.2, 7.1626666666666665)","(9.0, 12.0, 11.590909090909092)","(21.0, 29.0, 27.384615384615383)","(18.0, 27.0, 26.766666666666666)"
07-01-2023 11:04:17.820883,"(12.0, 15.5, 15.433333333333334)","(11.0, 17.0, 16.25)","(41.0, 80.0, 68.0)","(4.4, 5.2, 5.015824175824176)","(10.0, 12.0, 11.656716417910447)","(26.0, 44.0, 43.6)","(26.0, 36.0, 30.35483870967742)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 32.375)","(7.0, 8.4, 7.946938775510204)","(5.5, 7.2, 7.1626666666666665)","(9.0, 12.0, 11.590909090909092)","(21.0, 29.0, 27.384615384615383)","(18.0, 27.0, 26.766666666666666)"
07-01-2023 11:04:19.298577,"(12.0, 15.5, 15.433333333333334)","(11.0, 17.0, 16.25)","(41.0, 80.0, 68.0)","(4.4, 5.2, 5.001129943502825)","(10.0, 12.0, 11.656716417910447)","(26.0, 44.0, 43.6)","(26.0, 36.0, 30.35483870967742)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 32.375)","(7.0, 8.4, 7.963636363636364)","(5.5, 7.2, 7.194202898550725)","(9.0, 12.0, 11.590909090909092)","(21.0, 29.0, 27.384615384615383)","(18.0, 27.0, 26.766666666666666)"
07-01-2023 11:04:20.754081,"(12.0, 15.5, 15.433333333333334)","(11.0, 17.0, 16.25)","(41.0, 80.0, 68.0)","(4.4, 5.1, 4.958870967741936)","(10.0, 12.0, 11.656716417910447)","(26.0, 44.0, 43.6)","(26.0, 36.0, 30.35483870967742)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 32.375)","(7.0, 8.4, 7.9714285714285715)","(5.5, 7.2, 7.297560975609756)","(9.0, 12.0, 11.590909090909092)","(21.0, 29.0, 27.384615384615383)","(18.0, 27.0, 26.766666666666666)"
07-01-2023 11:04:22.242963,"(12.0, 15.5, 15.433333333333334)","(11.0, 17.0, 16.25)","(41.0, 80.0, 68.0)","(4.4, 5.1, 4.990625)","(10.0, 12.0, 11.656716417910447)","(26.0, 44.0, 43.6)","(26.0, 36.0, 30.35483870967742)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 34.25)","(7.0, 8.4, 7.9714285714285715)","(5.5, 7.4, 7.303703703703704)","(9.0, 12.0, 11.590909090909092)","(21.0, 29.0, 27.384615384615383)","(18.0, 27.0, 26.766666666666666)"
07-01-2023 11:04:23.710457,"(12.0, 15.5, 15.433333333333334)","(11.0, 17.0, 16.25)","(41.0, 80.0, 68.0)","(4.4, 5.1, 4.990625)","(10.0, 12.0, 11.656716417910447)","(26.0, 44.0, 43.6)","(26.0, 36.0, 30.35483870967742)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 34.25)","(7.0, 8.4, 7.9714285714285715)","(5.5, 7.4, 7.303703703703704)","(9.0, 12.0, 11.443181818181818)","(21.0, 29.0, 27.384615384615383)","(18.0, 27.0, 26.766666666666666)"
07-01-2023 11:04:25.213792,"(12.0, 15.5, 14.625)","(11.0, 17.0, 16.227272727272727)","(41.0, 80.0, 64.54545454545455)","(4.4, 5.1, 4.988414634146341)","(10.0, 12.0, 11.423076923076923)","(26.0, 44.0, 39.75)","(26.0, 36.0, 33.42857142857143)","(26.0, 34.0, 33.05263157894737)","(21.0, 38.0, 35.42857142857143)","(7.0, 8.4, 7.877419354838709)","(5.5, 7.4, 6.965853658536585)","(9.0, 11.5, 11.635416666666666)","(21.0, 29.0, 26.666666666666668)","(18.0, 27.0, 26.676470588235293)"
07-01-2023 11:04:26.607170,"(12.0, 15.0, 14.8125)","(11.0, 16.5, 16.227272727272727)","(41.0, 65.0, 64.54545454545455)","(4.4, 5.0, 4.988414634146341)","(10.0, 11.5, 11.423076923076923)","(26.0, 40.0, 39.75)","(26.0, 34.0, 33.42857142857143)","(26.0, 34.0, 33.1764705882353)","(21.0, 36.0, 35.0)","(7.0, 8.0, 7.728971962616822)","(5.5, 7.0, 7.135802469135802)","(9.0, 12.0, 11.590909090909092)","(21.0, 27.0, 27.384615384615383)","(18.0, 27.0, 26.766666666666666)"
07-01-2023 11:04:28.020129,"(12.0, 15.5, 15.382352941176471)","(11.0, 17.0, 16.416666666666668)","(41.0, 80.0, 68.0)","(4.4, 5.1, 4.991304347826087)","(10.0, 12.0, 11.656716417910447)","(26.0, 44.0, 43.6)","(26.0, 36.0, 32.666666666666664)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 35.0)","(7.0, 7.8, 8.082142857142857)","(5.5, 7.2, 7.2250000000000005)","(9.0, 12.0, 11.590909090909092)","(21.0, 29.0, 27.384615384615383)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:29.491735,"(12.0, 15.5, 15.382352941176471)","(11.0, 17.0, 16.416666666666668)","(41.0, 80.0, 64.8780487804878)","(4.4, 5.1, 4.991304347826087)","(10.0, 12.0, 11.656716417910447)","(26.0, 44.0, 43.6)","(26.0, 36.0, 33.916666666666664)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 35.0)","(7.0, 8.2, 8.098461538461537)","(5.5, 7.4, 7.2250000000000005)","(9.0, 12.0, 11.590909090909092)","(21.0, 29.0, 27.384615384615383)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:30.965146,"(12.0, 15.0, 14.738095238095237)","(11.0, 17.0, 16.416666666666668)","(41.0, 80.0, 64.8780487804878)","(4.4, 5.1, 4.991304347826087)","(10.0, 12.0, 11.656716417910447)","(26.0, 44.0, 43.6)","(26.0, 36.0, 33.916666666666664)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 35.0)","(7.0, 8.2, 8.098461538461537)","(5.5, 7.4, 7.2250000000000005)","(9.0, 12.0, 11.590909090909092)","(21.0, 29.0, 27.384615384615383)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:32.391132,"(12.0, 15.0, 14.738095238095237)","(11.0, 17.0, 16.416666666666668)","(41.0, 80.0, 64.8780487804878)","(4.4, 5.1, 4.991304347826087)","(10.0, 12.0, 11.656716417910447)","(26.0, 44.0, 43.6)","(26.0, 36.0, 33.916666666666664)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 35.0)","(7.0, 8.2, 8.098461538461537)","(5.5, 7.4, 7.2250000000000005)","(9.0, 12.0, 11.590909090909092)","(21.0, 29.0, 27.384615384615383)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:33.906942,"(12.0, 15.0, 14.738095238095237)","(11.0, 17.0, 16.416666666666668)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.013366336633664)","(10.0, 12.0, 11.656716417910447)","(26.0, 44.0, 39.166666666666664)","(26.0, 36.0, 34.630136986301366)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 36.723404255319146)","(7.0, 8.2, 7.704854368932039)","(5.5, 7.4, 6.758333333333333)","(9.0, 12.0, 11.242424242424242)","(21.0, 29.0, 28.0)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:35.396017,"(12.0, 15.0, 14.788461538461538)","(11.0, 17.0, 16.416666666666668)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.013366336633664)","(10.0, 12.0, 11.656716417910447)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.630136986301366)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 36.723404255319146)","(7.0, 7.8, 7.675949367088608)","(5.5, 6.8, 6.716666666666667)","(9.0, 11.5, 11.201754385964913)","(21.0, 29.0, 28.0)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:36.895021,"(12.0, 15.0, 14.788461538461538)","(11.0, 17.0, 16.416666666666668)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.013366336633664)","(10.0, 12.0, 11.656716417910447)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.630136986301366)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 36.723404255319146)","(7.0, 7.8, 7.695744680851064)","(5.5, 6.8, 6.596059113300492)","(9.0, 11.5, 11.201754385964913)","(21.0, 29.0, 28.0)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:38.386541,"(12.0, 15.0, 14.788461538461538)","(11.0, 17.0, 16.416666666666668)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.013366336633664)","(10.0, 12.0, 11.656716417910447)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.630136986301366)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 36.723404255319146)","(7.0, 7.8, 7.710091743119266)","(5.5, 6.6, 6.596059113300492)","(9.0, 11.5, 11.201754385964913)","(21.0, 29.0, 28.0)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:39.775515,"(12.0, 15.0, 14.788461538461538)","(11.0, 17.0, 16.416666666666668)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.017840375586855)","(10.0, 12.0, 11.656716417910447)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.630136986301366)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 36.723404255319146)","(7.0, 7.8, 7.710091743119266)","(5.5, 6.6, 6.746666666666666)","(9.0, 11.5, 11.201754385964913)","(21.0, 29.0, 28.0)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:41.228501,"(12.0, 15.0, 14.788461538461538)","(11.0, 17.0, 16.416666666666668)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.017840375586855)","(10.0, 12.0, 11.656716417910447)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.630136986301366)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 36.723404255319146)","(7.0, 7.8, 7.710091743119266)","(5.5, 6.8, 6.746666666666666)","(9.0, 11.5, 11.201754385964913)","(21.0, 29.0, 28.0)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:42.720410,"(12.0, 15.0, 14.788461538461538)","(11.0, 17.0, 16.416666666666668)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.017117117117117)","(10.0, 12.0, 11.478260869565217)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.630136986301366)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 36.723404255319146)","(7.0, 7.8, 7.710091743119266)","(5.5, 6.8, 6.746666666666666)","(9.0, 11.5, 10.7)","(21.0, 29.0, 28.0)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:44.218466,"(12.0, 15.0, 14.788461538461538)","(11.0, 17.0, 16.46153846153846)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.017117117117117)","(10.0, 11.5, 11.671875)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.630136986301366)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 36.84615384615385)","(7.0, 7.8, 7.708411214953271)","(5.5, 6.8, 6.753667953667954)","(9.0, 11.0, 10.608695652173912)","(21.0, 29.0, 28.066666666666666)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:45.740287,"(12.0, 15.0, 14.788461538461538)","(11.0, 17.0, 16.46153846153846)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.017117117117117)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 36.84615384615385)","(7.0, 7.8, 7.708411214953271)","(5.5, 6.8, 6.753667953667954)","(9.0, 11.0, 10.670731707317072)","(21.0, 29.0, 28.066666666666666)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:47.261457,"(12.0, 15.0, 14.788461538461538)","(11.0, 17.0, 16.46153846153846)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.017117117117117)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 36.84615384615385)","(7.0, 7.8, 7.708411214953271)","(5.5, 6.8, 6.790430622009569)","(9.0, 11.5, 10.670731707317072)","(21.0, 29.0, 28.066666666666666)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:48.724203,"(12.0, 15.0, 14.788461538461538)","(11.0, 17.0, 16.46153846153846)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.017117117117117)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 36.84615384615385)","(7.0, 7.8, 7.708411214953271)","(5.5, 6.8, 6.790430622009569)","(9.0, 11.5, 10.670731707317072)","(21.0, 29.0, 28.066666666666666)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:50.239024,"(12.0, 15.0, 14.875)","(11.0, 17.0, 16.46153846153846)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.015596330275229)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 38.0, 40.0)","(7.0, 7.8, 7.708411214953271)","(5.5, 6.8, 6.790430622009569)","(9.0, 11.5, 10.670731707317072)","(21.0, 29.0, 28.58823529411765)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:51.641992,"(12.0, 15.0, 14.875)","(11.0, 17.0, 16.46153846153846)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.018942731277533)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 42.0, 40.0)","(7.0, 7.8, 7.708411214953271)","(5.5, 6.8, 6.790430622009569)","(9.0, 11.5, 10.670731707317072)","(21.0, 29.0, 28.58823529411765)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:53.146454,"(12.0, 15.0, 14.875)","(11.0, 17.0, 16.46153846153846)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.018942731277533)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 42.0, 40.0)","(7.0, 7.8, 7.708411214953271)","(5.5, 6.8, 6.790430622009569)","(9.0, 11.5, 10.670731707317072)","(21.0, 29.0, 28.58)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:54.645992,"(12.0, 15.0, 14.875)","(11.0, 17.0, 16.46153846153846)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.023369565217391)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 42.0, 40.0)","(7.0, 7.8, 7.708411214953271)","(5.5, 6.8, 6.790430622009569)","(9.0, 11.5, 10.670731707317072)","(21.0, 29.0, 28.58)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:56.125168,"(12.0, 15.0, 14.875)","(11.0, 17.0, 16.46153846153846)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.023369565217391)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 42.0, 40.0)","(7.0, 7.8, 7.708411214953271)","(5.5, 6.8, 6.788165680473373)","(9.0, 11.5, 10.670731707317072)","(21.0, 29.0, 28.58)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:57.606332,"(12.0, 15.0, 14.875)","(11.0, 17.0, 16.46153846153846)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.023369565217391)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 42.0, 40.0)","(7.0, 7.8, 7.708411214953271)","(5.5, 6.8, 6.788165680473373)","(9.0, 11.5, 10.670731707317072)","(21.0, 29.0, 28.58)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:04:59.063672,"(12.0, 15.0, 14.875)","(11.0, 17.0, 16.46153846153846)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.023369565217391)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 42.0, 40.0)","(7.0, 7.8, 7.672727272727273)","(5.5, 6.8, 6.788571428571428)","(9.0, 11.5, 10.670731707317072)","(21.0, 29.0, 28.58)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:05:00.614737,"(12.0, 15.0, 14.875)","(11.0, 17.0, 16.46153846153846)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.019886363636363)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 42.0, 40.0)","(7.0, 7.8, 7.672727272727273)","(5.5, 6.8, 6.788571428571428)","(9.0, 11.5, 10.670731707317072)","(21.0, 29.0, 28.58)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:05:02.043898,"(12.0, 15.0, 14.875)","(11.0, 17.0, 16.46153846153846)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.018918918918919)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 39.166666666666664)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 42.0, 39.55555555555556)","(7.0, 7.8, 7.672727272727273)","(5.5, 6.8, 6.788571428571428)","(9.0, 11.5, 10.670731707317072)","(21.0, 29.0, 28.58)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:05:03.544098,"(12.0, 15.0, 14.875)","(11.0, 17.0, 16.46153846153846)","(41.0, 80.0, 73.8)","(4.4, 5.1, 5.018918918918919)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 38.57142857142857)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 44.0, 39.55555555555556)","(7.0, 7.8, 7.692307692307692)","(5.5, 6.8, 6.788571428571428)","(9.0, 11.5, 10.885714285714286)","(21.0, 29.0, 28.58)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:05:05.064205,"(12.0, 15.0, 14.833333333333334)","(11.0, 17.0, 16.65)","(41.0, 75.0, 73.8)","(4.4, 5.1, 5.018918918918919)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 38.57142857142857)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 44.0, 39.55555555555556)","(7.0, 7.8, 7.692307692307692)","(5.5, 6.8, 6.788571428571428)","(9.0, 11.0, 10.885714285714286)","(21.0, 29.0, 28.53333333333333)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:05:06.564353,"(12.0, 15.0, 14.833333333333334)","(11.0, 17.0, 16.65)","(41.0, 75.0, 73.8)","(4.4, 5.1, 5.018918918918919)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 38.57142857142857)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 44.0, 39.55555555555556)","(7.0, 7.8, 7.692307692307692)","(5.5, 6.8, 6.777777777777778)","(9.0, 11.0, 10.885714285714286)","(21.0, 29.0, 28.53333333333333)","(18.0, 27.0, 25.727272727272727)"
07-01-2023 11:05:08.044653,"(12.0, 15.0, 14.833333333333334)","(11.0, 17.0, 16.65)","(41.0, 75.0, 73.8)","(4.4, 5.1, 5.018918918918919)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 38.57142857142857)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 44.0, 39.55555555555556)","(7.0, 7.8, 7.692307692307692)","(5.5, 6.8, 6.777777777777778)","(9.0, 11.0, 10.885714285714286)","(21.0, 29.0, 28.53333333333333)","(18.0, 27.0, 25.25)"
07-01-2023 11:05:09.547862,"(12.0, 15.0, 14.895833333333334)","(11.0, 17.0, 16.65)","(41.0, 75.0, 68.51851851851852)","(4.4, 5.1, 5.019886363636363)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 38.57142857142857)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 44.0, 39.55555555555556)","(7.0, 7.8, 7.692307692307692)","(5.5, 6.8, 6.777777777777778)","(9.0, 11.0, 10.885714285714286)","(21.0, 29.0, 28.53333333333333)","(18.0, 27.0, 25.25)"
07-01-2023 11:05:11.020364,"(12.0, 15.0, 14.895833333333334)","(11.0, 17.0, 16.65)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.019886363636363)","(10.0, 12.0, 11.671875)","(26.0, 40.0, 38.57142857142857)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 44.0, 39.55555555555556)","(7.0, 7.8, 7.692307692307692)","(5.5, 6.8, 6.777777777777778)","(9.0, 11.0, 10.885714285714286)","(21.0, 29.0, 28.53333333333333)","(18.0, 27.0, 25.25)"
07-01-2023 11:05:12.468136,"(12.0, 15.0, 14.895833333333334)","(11.0, 17.0, 16.65)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.019886363636363)","(9.0, 12.0, 11.671875)","(26.0, 40.0, 38.57142857142857)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 44.0, 39.55555555555556)","(7.0, 7.8, 7.692307692307692)","(5.5, 6.8, 6.777777777777778)","(9.0, 11.0, 10.885714285714286)","(21.0, 29.0, 28.08)","(18.0, 27.0, 25.25)"
07-01-2023 11:05:13.953608,"(12.0, 15.0, 14.895833333333334)","(11.0, 17.0, 16.65)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.019886363636363)","(9.0, 12.0, 11.671875)","(26.0, 40.0, 38.57142857142857)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 44.0, 39.55555555555556)","(7.0, 7.8, 7.654193548387097)","(5.5, 6.8, 6.777777777777778)","(9.0, 11.0, 10.885714285714286)","(21.0, 30.0, 28.08)","(18.0, 27.0, 25.25)"
07-01-2023 11:05:15.434530,"(12.0, 15.0, 14.895833333333334)","(11.0, 17.0, 16.72)","(41.0, 80.0, 68.51851851851852)","(4.4, 5.1, 5.019886363636363)","(9.0, 12.0, 11.671875)","(26.0, 40.0, 38.57142857142857)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 44.0, 39.55555555555556)","(7.0, 7.8, 7.639716312056737)","(5.5, 6.8, 6.777777777777778)","(9.0, 11.0, 10.885714285714286)","(21.0, 30.0, 28.08)","(18.0, 27.0, 25.25)"
07-01-2023 11:05:16.950133,"(12.0, 15.0, 14.895833333333334)","(11.0, 17.0, 16.72)","(41.0, 80.0, 73.8)","(4.4, 5.1, 5.019886363636363)","(9.0, 12.0, 11.671875)","(26.0, 40.0, 38.57142857142857)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 44.0, 39.55555555555556)","(7.0, 7.8, 7.639716312056737)","(5.5, 6.8, 6.777777777777778)","(9.0, 11.0, 10.885714285714286)","(21.0, 30.0, 28.08)","(18.0, 27.0, 25.25)"
07-01-2023 11:05:18.435727,"(12.0, 14.5, 14.428571428571429)","(11.0, 17.0, 16.72)","(41.0, 75.0, 73.8)","(4.4, 5.1, 5.0237837837837835)","(9.0, 12.0, 11.75)","(26.0, 40.0, 38.57142857142857)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 33.1764705882353)","(21.0, 44.0, 39.55555555555556)","(7.0, 7.8, 7.639716312056737)","(5.5, 6.8, 6.777653631284916)","(9.0, 11.0, 10.794871794871796)","(21.0, 30.0, 28.08)","(18.0, 27.0, 25.25)"
07-01-2023 11:05:20.035906,"(12.0, 14.5, 14.4375)","(11.0, 17.0, 16.72)","(41.0, 75.0, 73.8)","(4.4, 5.1, 5.0237837837837835)","(9.0, 12.0, 11.75)","(26.0, 40.0, 38.57142857142857)","(26.0, 36.0, 34.113207547169814)","(26.0, 34.0, 31.413333333333334)","(21.0, 44.0, 39.55555555555556)","(7.0, 7.8, 7.6745762711864405)","(5.5, 6.8, 6.777653631284916)","(9.0, 11.0, 10.794871794871796)","(21.0, 30.0, 27.6)","(18.0, 27.0, 25.25)"
