,Micajah,Oak Hill Lg,Wise Guy,Grief,Bet Again,Hostile Afleet
16-12-2022 09:51:24.603148,"(1.85, 2.32, 2.195)","(7.0, 11.5, 10.675)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.485714285714286)","(17.0, 46.0, 35.0)","(10.0, 13.5, 11.94)"
16-12-2022 09:51:25.672665,"(1.85, 2.32, 2.1999999999999997)","(7.0, 11.5, 10.675)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.485714285714286)","(17.0, 46.0, 35.0)","(10.0, 13.5, 11.94)"
16-12-2022 09:51:26.579776,"(1.85, 2.32, 2.1999999999999997)","(7.0, 11.5, 10.675)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.485714285714286)","(17.0, 46.0, 35.0)","(10.0, 13.5, 11.94)"
16-12-2022 09:51:27.504155,"(1.85, 2.32, 2.1999999999999997)","(7.0, 11.5, 10.675)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.485714285714286)","(17.0, 46.0, 35.0)","(10.0, 13.5, 11.94)"
16-12-2022 09:51:28.398849,"(1.85, 2.32, 2.1999999999999997)","(7.0, 11.5, 11.05)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.485714285714286)","(17.0, 46.0, 35.0)","(10.0, 13.5, 11.94)"
16-12-2022 09:51:29.291001,"(1.85, 2.32, 2.1999999999999997)","(7.0, 12.0, 11.05)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.485714285714286)","(17.0, 46.0, 35.0)","(10.0, 13.5, 11.94)"
16-12-2022 09:51:30.142403,"(1.85, 2.32, 2.1999999999999997)","(7.0, 12.0, 11.05)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.485714285714286)","(17.0, 46.0, 35.0)","(10.0, 13.5, 11.94)"
16-12-2022 09:51:31.059514,"(1.85, 2.32, 2.1999999999999997)","(7.0, 12.0, 11.05)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.485714285714286)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 11.94)"
16-12-2022 09:51:32.118192,"(1.85, 2.32, 2.1999999999999997)","(7.0, 12.0, 11.05)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.485714285714286)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 11.94)"
16-12-2022 09:51:33.089015,"(1.85, 2.32, 2.1999999999999997)","(7.0, 12.0, 11.05)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.485714285714286)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 11.94)"
16-12-2022 09:51:34.335840,"(1.85, 2.32, 2.1999999999999997)","(7.0, 12.0, 11.05)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.485714285714286)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 11.94)"
16-12-2022 09:51:35.679250,"(1.85, 2.32, 2.1999999999999997)","(7.0, 12.0, 11.05)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:36.754879,"(1.85, 2.32, 2.1999999999999997)","(7.0, 12.0, 11.15)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:37.729510,"(1.85, 2.32, 2.163333333333333)","(7.0, 12.0, 11.15)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:38.830233,"(1.85, 2.32, 2.163333333333333)","(7.0, 12.0, 11.15)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:39.802894,"(1.85, 2.32, 2.163333333333333)","(7.0, 12.0, 11.15)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:40.828054,"(1.85, 2.32, 2.163333333333333)","(7.0, 12.0, 11.15)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:41.810004,"(1.85, 2.32, 2.163333333333333)","(7.0, 12.0, 11.15)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:42.920834,"(1.85, 2.32, 2.163333333333333)","(7.0, 12.0, 11.15)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:44.113042,"(1.85, 2.32, 2.163333333333333)","(7.0, 12.0, 11.15)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:45.158174,"(1.85, 2.32, 2.163333333333333)","(7.0, 12.0, 11.15)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:46.692410,"(1.85, 2.32, 2.163333333333333)","(7.0, 12.0, 11.15)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:47.740177,"(1.85, 2.32, 2.163333333333333)","(7.0, 12.0, 11.15)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:48.739996,"(1.85, 2.32, 2.163333333333333)","(7.0, 12.0, 11.15)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:49.722312,"(1.85, 2.32, 2.163333333333333)","(7.0, 12.0, 11.15)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:50.699652,"(1.85, 2.32, 2.112)","(7.0, 12.0, 11.15)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:51.631580,"(1.85, 2.32, 2.112)","(7.0, 12.0, 11.15)","(8.0, 13.5, 12.283333333333333)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:52.604287,"(1.85, 2.32, 2.15)","(7.0, 12.0, 11.15)","(8.0, 13.5, 9.85)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:53.529323,"(1.85, 2.32, 2.15)","(7.0, 12.0, 11.15)","(8.0, 13.5, 9.85)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:54.424714,"(1.85, 2.32, 2.15)","(7.0, 12.0, 11.15)","(8.0, 13.5, 9.85)","(4.2, 8.2, 6.6)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.02)"
16-12-2022 09:51:55.385889,"(1.85, 2.32, 2.15)","(7.0, 12.0, 11.35)","(8.0, 13.5, 9.85)","(4.2, 8.2, 6.885714285714285)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.1)"
16-12-2022 09:51:56.375783,"(1.85, 2.32, 2.15)","(7.0, 12.0, 11.35)","(8.0, 13.5, 9.85)","(4.2, 8.2, 6.885714285714285)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.1)"
16-12-2022 09:51:57.325060,"(1.85, 2.32, 2.15)","(7.0, 12.0, 11.35)","(8.0, 13.5, 9.85)","(4.2, 8.2, 6.885714285714285)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.1)"
16-12-2022 09:51:58.265981,"(1.85, 2.32, 2.15)","(7.0, 12.0, 11.35)","(8.0, 13.5, 9.85)","(4.2, 8.2, 6.885714285714285)","(17.0, 50.0, 37.66666666666667)","(10.0, 13.5, 12.1)"
16-12-2022 09:51:59.190930,"(1.85, 2.32, 2.15)","(7.0, 12.0, 10.10909090909091)","(8.0, 13.5, 9.85)","(4.2, 8.2, 6.885714285714285)","(17.0, 48.0, 36.33333333333333)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:00.224738,"(1.85, 2.32, 2.195)","(7.0, 12.0, 10.10909090909091)","(8.0, 13.5, 9.85)","(4.2, 8.2, 6.885714285714285)","(17.0, 48.0, 36.33333333333333)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:01.085371,"(1.85, 2.32, 2.195)","(7.0, 12.0, 10.10909090909091)","(8.0, 13.5, 9.85)","(4.2, 8.2, 6.885714285714285)","(17.0, 48.0, 36.33333333333333)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:01.961671,"(1.85, 2.32, 2.195)","(7.0, 12.0, 10.10909090909091)","(8.0, 13.5, 9.85)","(4.2, 8.2, 6.885714285714285)","(17.0, 48.0, 36.33333333333333)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:02.861213,"(1.85, 2.32, 2.195)","(7.0, 12.0, 10.10909090909091)","(8.0, 13.5, 9.85)","(4.2, 8.2, 6.885714285714285)","(16.0, 48.0, 36.33333333333333)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:03.736678,"(1.85, 2.32, 2.195)","(7.0, 12.0, 10.10909090909091)","(8.0, 13.5, 9.85)","(4.2, 8.2, 6.885714285714285)","(16.0, 48.0, 36.33333333333333)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:04.707989,"(1.85, 2.32, 2.195)","(7.0, 12.0, 10.10909090909091)","(8.0, 13.5, 9.85)","(4.2, 8.2, 6.885714285714285)","(16.0, 48.0, 36.33333333333333)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:05.649814,"(1.85, 2.32, 2.195)","(7.0, 12.0, 10.10909090909091)","(6.5, 13.5, 9.85)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:06.605106,"(1.85, 2.32, 2.195)","(7.0, 12.0, 10.10909090909091)","(6.5, 13.5, 9.85)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:07.524206,"(1.85, 2.32, 2.195)","(7.0, 12.0, 10.10909090909091)","(6.5, 13.5, 9.85)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:08.435944,"(1.85, 2.32, 2.1566666666666667)","(7.0, 12.0, 10.10909090909091)","(6.5, 13.5, 9.85)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:09.334254,"(1.85, 2.32, 2.1566666666666667)","(7.0, 12.0, 10.10909090909091)","(6.5, 13.5, 9.85)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:10.166699,"(1.85, 2.32, 2.1566666666666667)","(7.0, 12.0, 10.10909090909091)","(6.5, 13.5, 9.85)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:10.992026,"(1.85, 2.32, 2.1566666666666667)","(7.0, 12.0, 10.10909090909091)","(6.5, 13.5, 9.85)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:11.888229,"(1.85, 2.32, 2.1566666666666667)","(7.0, 12.0, 10.10909090909091)","(6.5, 13.5, 9.85)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:12.744449,"(1.85, 2.32, 2.1566666666666667)","(7.0, 12.0, 10.10909090909091)","(6.5, 13.5, 9.85)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:13.595410,"(1.85, 2.32, 2.1566666666666667)","(7.0, 12.0, 10.10909090909091)","(6.5, 13.5, 9.85)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:14.495404,"(1.85, 2.32, 2.1566666666666667)","(7.0, 12.0, 10.10909090909091)","(6.5, 13.5, 9.85)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:15.350090,"(1.85, 2.32, 2.1566666666666667)","(7.0, 12.0, 10.10909090909091)","(6.5, 13.5, 9.85)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:16.169553,"(1.85, 2.32, 2.1566666666666667)","(7.0, 12.0, 10.10909090909091)","(6.5, 13.5, 9.85)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:17.009863,"(1.85, 2.32, 2.1566666666666667)","(7.0, 12.0, 10.10909090909091)","(6.5, 13.5, 9.85)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:17.875527,"(1.85, 2.32, 2.1566666666666667)","(7.0, 12.0, 10.10909090909091)","(6.5, 13.5, 9.85)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:18.710537,"(1.85, 2.32, 2.1566666666666667)","(7.0, 12.0, 10.10909090909091)","(6.5, 13.5, 9.85)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:19.590793,"(1.85, 2.32, 2.1566666666666667)","(7.0, 12.0, 10.10909090909091)","(6.5, 13.5, 9.85)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:20.461370,"(1.85, 2.32, 2.1566666666666667)","(7.0, 12.0, 11.35)","(6.5, 13.0, 9.290909090909091)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:21.353883,"(1.85, 2.32, 2.112)","(7.0, 12.0, 11.35)","(6.5, 13.0, 9.290909090909091)","(4.4, 8.2, 6.885714285714285)","(12.0, 48.0, 36.33333333333333)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:22.323905,"(1.85, 2.32, 2.112)","(7.0, 12.0, 11.35)","(6.5, 13.0, 9.290909090909091)","(4.4, 8.2, 6.885714285714285)","(12.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:23.197286,"(1.85, 2.32, 2.112)","(7.0, 12.0, 11.35)","(6.5, 13.0, 9.290909090909091)","(4.4, 8.2, 6.885714285714285)","(12.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:24.088253,"(1.85, 2.32, 2.112)","(7.0, 12.0, 11.35)","(6.5, 13.0, 9.290909090909091)","(4.4, 8.2, 6.885714285714285)","(12.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:24.953894,"(1.85, 2.32, 2.112)","(7.0, 12.0, 11.35)","(6.5, 13.0, 9.290909090909091)","(4.4, 8.2, 6.885714285714285)","(12.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:25.829557,"(1.85, 2.32, 2.112)","(7.0, 12.0, 11.0)","(6.5, 13.0, 9.290909090909091)","(4.4, 8.2, 6.485714285714286)","(12.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:26.721243,"(1.85, 2.32, 2.112)","(7.0, 12.0, 11.0)","(6.5, 13.0, 9.290909090909091)","(4.4, 8.2, 6.485714285714286)","(12.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:27.621137,"(1.85, 2.32, 2.112)","(7.0, 12.0, 11.0)","(6.5, 13.0, 9.290909090909091)","(4.4, 8.2, 6.485714285714286)","(12.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:28.538970,"(1.85, 2.32, 2.112)","(7.0, 12.0, 11.0)","(6.5, 13.0, 9.290909090909091)","(4.4, 8.2, 6.485714285714286)","(12.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:29.478539,"(1.85, 2.32, 2.112)","(7.0, 12.0, 11.0)","(6.5, 13.0, 9.290909090909091)","(4.4, 8.2, 6.485714285714286)","(12.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:30.445566,"(1.85, 2.32, 2.112)","(7.0, 12.0, 11.0)","(6.5, 13.0, 9.290909090909091)","(4.4, 8.2, 6.485714285714286)","(12.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:31.364199,"(1.85, 2.32, 2.1366666666666667)","(7.0, 12.5, 11.375)","(6.5, 12.5, 11.45)","(4.4, 8.2, 6.485714285714286)","(12.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:32.282401,"(1.85, 2.32, 2.1366666666666667)","(7.0, 12.0, 9.333333333333334)","(6.5, 12.5, 11.45)","(4.4, 8.2, 6.485714285714286)","(12.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:33.171934,"(1.85, 2.32, 2.1366666666666667)","(7.0, 11.5, 10.625)","(6.5, 12.5, 11.45)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:34.070276,"(1.85, 2.32, 2.1366666666666667)","(7.0, 11.5, 10.625)","(6.5, 12.5, 11.45)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:34.942439,"(1.85, 2.32, 2.1366666666666667)","(7.0, 11.5, 10.625)","(6.5, 12.5, 11.45)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:35.925245,"(1.85, 2.32, 2.1366666666666667)","(7.0, 12.0, 11.0)","(6.5, 12.5, 11.45)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:36.909143,"(1.85, 2.32, 2.1366666666666667)","(7.0, 12.0, 11.0)","(6.5, 12.5, 11.64)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:37.864697,"(1.85, 2.32, 2.1366666666666667)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.3625)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:38.825163,"(1.85, 2.32, 2.1366666666666667)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.3625)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:39.727995,"(1.85, 2.32, 2.1366666666666667)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.3625)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:40.608988,"(1.85, 2.32, 2.1366666666666667)","(7.0, 12.0, 11.0)","(6.5, 12.5, 12.15)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:41.469328,"(1.85, 2.32, 2.1366666666666667)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.425)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:42.354576,"(1.85, 2.32, 2.1366666666666667)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.425)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:43.292406,"(1.85, 2.32, 2.1366666666666667)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.425)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:44.205819,"(1.85, 2.32, 2.1366666666666667)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.425)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:45.111498,"(1.85, 2.32, 2.1366666666666667)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.425)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:46.006630,"(1.85, 2.32, 2.279259259259259)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.45)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:46.863361,"(1.85, 2.32, 2.279259259259259)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.45)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:47.745360,"(1.85, 2.32, 2.279259259259259)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.45)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(9.0, 13.5, 12.1)"
16-12-2022 09:52:48.631503,"(1.9, 2.32, 2.1399999999999997)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.45)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:49.542372,"(1.9, 2.32, 2.1399999999999997)","(7.0, 12.0, 11.0)","(6.5, 12.5, 11.4875)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:50.486536,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 12.5, 11.4875)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:51.418313,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.5)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:52.525643,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.5)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:53.622515,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.5)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:54.491313,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.5)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:55.340813,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.5)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:56.262216,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.5)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:57.177685,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 12.5, 10.5)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:58.119155,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 12.5, 6.9)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:52:59.152448,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 10.5, 6.58)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:53:00.120316,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 10.5, 6.65)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:53:01.106857,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 10.5, 6.72)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:53:02.197462,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 10.5, 6.72)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:53:03.110632,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 10.5, 7.6461538461538465)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:53:04.099496,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 10.5, 7.6461538461538465)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:53:05.013671,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 10.5, 7.6461538461538465)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:53:06.170857,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 10.5, 7.6461538461538465)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
16-12-2022 09:53:07.494408,"(1.9, 2.32, 2.143333333333333)","(7.0, 12.0, 11.0)","(6.5, 10.5, 7.6461538461538465)","(4.4, 8.2, 6.485714285714286)","(16.0, 40.0, 17.90909090909091)","(10.0, 13.5, 12.1)"
