,Micajah,Oak Hill Lg,Wise Guy,Grief,Bet Again,Hostile Afleet
16-12-2022 10:07:03.261923,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.5)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 23.666666666666668)","(10.0, 12.5, 11.166666666666666)"
16-12-2022 10:07:04.168151,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.44)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 23.666666666666668)","(10.0, 12.5, 11.166666666666666)"
16-12-2022 10:07:05.024096,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.44)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 23.666666666666668)","(10.0, 12.5, 11.166666666666666)"
16-12-2022 10:07:05.950963,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.44)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 23.666666666666668)","(10.0, 12.5, 11.166666666666666)"
16-12-2022 10:07:06.887854,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.44)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 23.666666666666668)","(10.0, 12.5, 11.25)"
16-12-2022 10:07:07.821768,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.5)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 23.666666666666668)","(10.0, 12.5, 11.25)"
16-12-2022 10:07:08.806301,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.5)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 23.666666666666668)","(10.0, 12.5, 11.25)"
16-12-2022 10:07:09.741035,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.5)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 23.666666666666668)","(10.0, 12.5, 11.25)"
16-12-2022 10:07:10.672729,"(1.75, 1.98, 1.9754545454545454)","(5.5, 6.8, 6.5)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 23.0)","(10.0, 12.5, 11.25)"
16-12-2022 10:07:11.536851,"(1.75, 1.98, 1.9754545454545454)","(5.5, 6.8, 6.5)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 23.0)","(10.0, 12.5, 11.25)"
16-12-2022 10:07:12.387514,"(1.75, 1.98, 1.9754545454545454)","(5.5, 6.8, 6.44)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 25.0)","(10.0, 12.5, 11.166666666666666)"
16-12-2022 10:07:13.316081,"(1.75, 1.98, 1.9754545454545454)","(5.5, 6.8, 6.44)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 25.0)","(10.0, 12.5, 11.166666666666666)"
16-12-2022 10:07:14.279296,"(1.75, 1.98, 1.9754545454545454)","(5.5, 6.8, 6.44)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 25.0)","(10.0, 12.5, 11.166666666666666)"
16-12-2022 10:07:15.258579,"(1.75, 1.98, 1.9754545454545454)","(5.5, 6.8, 6.44)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 23.0)","(10.0, 12.5, 11.25)"
16-12-2022 10:07:16.241083,"(1.75, 1.98, 1.9754545454545454)","(5.5, 6.8, 6.5)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 23.0)","(10.0, 12.5, 11.25)"
16-12-2022 10:07:17.177600,"(1.75, 1.98, 1.9754545454545454)","(5.5, 6.8, 6.5)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 23.0)","(10.0, 12.5, 11.25)"
16-12-2022 10:07:18.106079,"(1.75, 1.98, 1.9754545454545454)","(5.5, 6.8, 6.5)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 23.0)","(10.0, 12.5, 11.25)"
16-12-2022 10:07:18.944576,"(1.75, 1.98, 1.9754545454545454)","(5.5, 6.8, 6.5)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 23.0)","(10.0, 12.5, 11.25)"
16-12-2022 10:07:19.834363,"(1.75, 1.98, 1.9754545454545454)","(5.5, 6.8, 6.44)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 25.0)","(10.0, 12.5, 11.166666666666666)"
16-12-2022 10:07:20.767749,"(1.75, 1.98, 1.9754545454545454)","(5.5, 6.8, 6.44)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 25.0)","(10.0, 12.5, 11.166666666666666)"
16-12-2022 10:07:21.643658,"(1.75, 1.98, 1.9754545454545454)","(5.5, 6.8, 6.44)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 25.0)","(10.0, 12.5, 11.166666666666666)"
16-12-2022 10:07:22.600593,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.44)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 25.0)","(10.0, 12.5, 11.166666666666666)"
16-12-2022 10:07:23.525847,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.44)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 25.0)","(10.0, 12.5, 11.11111111111111)"
16-12-2022 10:07:24.456319,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.5)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 26.714285714285715)","(10.0, 12.5, 11.11111111111111)"
16-12-2022 10:07:25.355842,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.5)","(8.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(20.0, 29.0, 26.714285714285715)","(10.0, 12.5, 11.11111111111111)"
16-12-2022 10:07:26.184122,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.5)","(9.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(21.0, 29.0, 26.714285714285715)","(9.0, 12.5, 11.11111111111111)"
16-12-2022 10:07:27.046548,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.5)","(9.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(21.0, 29.0, 23.0)","(9.0, 12.5, 11.166666666666666)"
16-12-2022 10:07:27.980769,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.5)","(9.0, 14.0, 13.666666666666666)","(7.0, 8.4, 8.08)","(21.0, 29.0, 23.0)","(9.0, 12.5, 11.166666666666666)"
16-12-2022 10:07:28.943093,"(1.75, 1.98, 1.972)","(5.5, 6.8, 6.5)","(9.0, 14.5, 13.041666666666666)","(7.0, 8.4, 7.7)","(21.0, 29.0, 23.0)","(9.0, 12.5, 11.166666666666666)"
16-12-2022 10:07:29.894584,"(1.75, 1.98, 1.972)","(5.5, 6.8, 6.5)","(9.0, 14.5, 13.041666666666666)","(7.0, 8.4, 7.800000000000001)","(21.0, 29.0, 23.0)","(9.0, 12.5, 11.166666666666666)"
16-12-2022 10:07:30.845694,"(1.75, 1.98, 1.972)","(5.5, 6.8, 6.5)","(9.0, 14.5, 13.785714285714286)","(7.0, 8.4, 7.800000000000001)","(21.0, 29.0, 24.5)","(9.0, 12.5, 11.166666666666666)"
16-12-2022 10:07:31.793309,"(1.75, 1.98, 1.972)","(5.5, 6.8, 6.5)","(9.0, 14.5, 13.041666666666666)","(7.0, 8.4, 7.9)","(21.0, 28.0, 24.5)","(9.0, 12.5, 10.75)"
16-12-2022 10:07:32.680760,"(1.75, 1.98, 1.972)","(5.5, 6.8, 6.5)","(9.0, 15.0, 13.5)","(7.0, 8.4, 7.9)","(21.0, 28.0, 24.5)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:33.527544,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.5)","(9.0, 15.0, 13.5)","(7.0, 8.4, 7.9)","(21.0, 28.0, 24.5)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:34.418389,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.5)","(9.0, 15.0, 13.5)","(7.0, 8.4, 7.9)","(21.0, 28.0, 24.5)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:35.310735,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.5)","(9.0, 15.0, 13.5)","(7.0, 8.4, 7.9)","(21.0, 28.0, 24.5)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:36.210223,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.5)","(9.0, 14.5, 13.785714285714286)","(7.0, 8.4, 7.9)","(21.0, 28.0, 22.333333333333332)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:37.126720,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.5)","(9.0, 14.5, 13.785714285714286)","(7.0, 8.4, 7.9)","(21.0, 28.0, 22.333333333333332)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:38.008062,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.5)","(9.0, 14.5, 13.785714285714286)","(7.0, 8.4, 7.9)","(21.0, 28.0, 22.333333333333332)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:38.910353,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.5)","(9.0, 14.5, 13.785714285714286)","(7.0, 8.4, 7.9)","(21.0, 28.0, 22.333333333333332)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:39.767418,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.5)","(9.0, 14.5, 13.041666666666666)","(7.0, 8.4, 7.9)","(21.0, 28.0, 22.333333333333332)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:40.665678,"(1.75, 1.98, 1.968)","(5.5, 6.8, 6.5)","(9.0, 14.5, 13.25)","(7.0, 8.4, 7.9)","(21.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:41.596085,"(1.75, 1.98, 1.9741666666666666)","(5.5, 6.8, 6.5)","(9.0, 14.5, 13.25)","(7.0, 8.4, 7.9)","(21.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:42.506153,"(1.75, 1.98, 1.9741666666666666)","(5.5, 6.8, 6.5)","(9.0, 14.5, 13.25)","(7.0, 8.4, 7.9)","(21.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:43.450546,"(1.75, 1.98, 1.9745454545454546)","(5.5, 6.8, 6.5)","(9.0, 16.0, 13.818181818181818)","(7.0, 8.4, 7.9)","(21.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:44.349130,"(1.75, 1.98, 1.976)","(5.5, 6.8, 6.5)","(9.0, 16.0, 13.818181818181818)","(7.0, 8.4, 7.9)","(21.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:45.258518,"(1.75, 1.98, 1.976)","(5.5, 6.8, 6.5)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(21.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:46.172450,"(1.75, 1.98, 1.976)","(5.5, 6.8, 6.5)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(21.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:47.136575,"(1.75, 1.98, 1.976)","(5.5, 6.8, 6.5)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(21.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:48.082728,"(1.75, 1.98, 1.9753846153846153)","(5.5, 6.8, 6.5)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(21.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:49.002909,"(1.75, 1.98, 1.9753846153846153)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(20.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:49.996596,"(1.75, 1.98, 1.9753846153846153)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(20.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:50.938165,"(1.75, 1.98, 1.9753846153846153)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(20.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:51.852574,"(1.75, 1.98, 1.9753846153846153)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:52.728958,"(1.75, 1.98, 1.9753846153846153)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:53.598586,"(1.75, 1.98, 1.9753846153846153)","(5.5, 6.8, 6.5)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:54.521706,"(1.75, 1.98, 1.9753846153846153)","(5.5, 6.8, 6.5)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:55.413086,"(1.75, 1.98, 1.9753846153846153)","(5.5, 6.8, 6.5)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:56.328777,"(1.75, 1.98, 1.9753846153846153)","(5.5, 6.8, 6.5)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:57.231463,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.5)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:58.095843,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:58.971375,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:07:59.867722,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:00.790974,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:01.719698,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.2)","(9.0, 15.5, 14.5)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:02.610976,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.2)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:03.543070,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.2)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:04.428331,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.2)","(9.0, 14.5, 13.538461538461538)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:05.310576,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.2)","(9.0, 14.5, 13.538461538461538)","(7.0, 8.4, 7.9)","(18.0, 28.0, 26.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:06.224640,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.696153846153846)","(9.0, 14.5, 13.538461538461538)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:07.103913,"(1.75, 1.98, 1.97)","(5.5, 6.8, 6.17)","(9.0, 14.5, 13.538461538461538)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:07.999820,"(1.75, 1.98, 1.97)","(5.5, 6.8, 6.35)","(9.0, 14.5, 13.538461538461538)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:08.908551,"(1.75, 1.98, 1.97)","(5.5, 6.8, 6.35)","(9.0, 14.5, 13.538461538461538)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:09.810681,"(1.75, 1.98, 1.97)","(5.5, 6.8, 6.35)","(9.0, 14.5, 13.538461538461538)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:10.654838,"(1.75, 1.98, 1.97)","(5.5, 6.8, 6.425)","(9.0, 14.5, 13.538461538461538)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:11.531590,"(1.75, 1.98, 1.97)","(5.5, 6.8, 6.425)","(9.0, 14.5, 13.538461538461538)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:12.401530,"(1.75, 1.98, 1.97)","(5.5, 6.8, 6.425)","(9.0, 14.5, 13.538461538461538)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:13.289415,"(1.75, 1.98, 1.9741666666666666)","(5.5, 6.8, 6.425)","(9.0, 14.5, 13.538461538461538)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:14.201901,"(1.75, 1.98, 1.9741666666666666)","(5.5, 6.8, 6.425)","(9.0, 14.5, 13.538461538461538)","(7.0, 8.4, 7.9)","(18.0, 28.0, 26.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:15.161568,"(1.75, 1.98, 1.9741666666666666)","(5.5, 6.8, 6.35)","(9.0, 14.5, 13.538461538461538)","(7.0, 8.4, 7.9)","(18.0, 28.0, 26.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:16.094731,"(1.75, 1.98, 1.9741666666666666)","(5.5, 6.8, 6.35)","(9.0, 14.5, 13.538461538461538)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:17.025336,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.35)","(9.0, 16.0, 14.285714285714285)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:17.979269,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.35)","(9.0, 16.0, 14.285714285714285)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:18.847828,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:19.693492,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.425)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:20.600018,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.425)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:21.501666,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.425)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:22.473370,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.425)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:23.390029,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:24.309360,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:25.169323,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:26.049105,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:27.012124,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.425)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:27.943269,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.425)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:28.960597,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.425)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:29.970547,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.585714285714285)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:30.925522,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:31.860741,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:32.757962,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:33.636123,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.35)","(9.0, 15.5, 14.8)","(7.0, 8.4, 7.9)","(18.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:34.511173,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.585714285714285)","(9.0, 15.5, 14.8)","(7.0, 8.4, 8.244444444444445)","(17.0, 28.0, 24.8)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:35.467031,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.6875)","(9.0, 15.5, 14.8)","(7.0, 8.4, 8.273684210526316)","(17.0, 28.0, 26.0)","(9.0, 13.0, 10.75)"
16-12-2022 10:08:36.398189,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.6875)","(9.0, 15.5, 14.8)","(7.0, 8.4, 8.273684210526316)","(17.0, 28.0, 26.0)","(9.0, 13.0, 10.708333333333334)"
16-12-2022 10:08:37.356636,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.6875)","(9.0, 15.5, 14.8)","(7.0, 8.4, 8.273684210526316)","(17.0, 28.0, 26.0)","(9.0, 13.0, 10.708333333333334)"
16-12-2022 10:08:38.289758,"(1.75, 1.98, 1.9733333333333334)","(5.5, 6.8, 6.6875)","(9.0, 15.5, 14.8)","(7.0, 8.4, 8.273684210526316)","(17.0, 28.0, 26.0)","(9.0, 13.0, 10.708333333333334)"
16-12-2022 10:08:39.169762,"(1.75, 1.98, 1.974)","(5.5, 6.8, 6.4)","(9.0, 15.5, 14.863636363636363)","(7.0, 8.4, 7.9)","(17.0, 28.0, 26.0)","(9.0, 13.0, 10.708333333333334)"
16-12-2022 10:08:40.101340,"(1.75, 1.98, 1.974)","(5.5, 6.8, 6.4)","(9.0, 15.5, 14.863636363636363)","(7.0, 8.4, 7.9)","(17.0, 28.0, 24.8)","(9.0, 13.0, 10.708333333333334)"
16-12-2022 10:08:40.990313,"(1.75, 1.98, 1.974)","(5.5, 6.8, 6.4)","(9.0, 15.5, 14.863636363636363)","(7.0, 8.4, 7.9)","(17.0, 28.0, 24.8)","(9.0, 13.0, 10.962962962962964)"
16-12-2022 10:08:41.906724,"(1.75, 1.98, 1.974)","(5.5, 6.8, 6.4)","(9.0, 15.5, 14.863636363636363)","(7.0, 8.4, 7.9)","(17.0, 28.0, 24.8)","(9.0, 13.0, 10.962962962962964)"
16-12-2022 10:08:42.883576,"(1.75, 1.98, 1.974)","(5.5, 6.8, 6.5)","(9.0, 15.5, 14.863636363636363)","(7.0, 8.4, 7.92)","(17.0, 28.0, 24.8)","(9.0, 13.0, 10.962962962962964)"
16-12-2022 10:08:43.845127,"(1.75, 1.99, 1.9899159663865547)","(5.5, 6.8, 6.4625)","(9.0, 15.5, 14.863636363636363)","(7.0, 8.4, 7.92)","(17.0, 28.0, 23.0)","(9.0, 13.0, 10.962962962962964)"
16-12-2022 10:08:44.760513,"(1.75, 2.0, 1.9993442622950819)","(5.5, 6.4, 6.122222222222223)","(9.0, 15.5, 14.863636363636363)","(7.0, 8.4, 8.066666666666666)","(17.0, 27.0, 25.4)","(9.0, 13.0, 10.962962962962964)"
16-12-2022 10:08:45.629273,"(1.75, 2.0, 1.9993442622950819)","(5.5, 6.4, 6.122222222222223)","(9.0, 15.5, 14.863636363636363)","(7.0, 8.4, 8.066666666666666)","(17.0, 29.0, 25.4)","(9.0, 13.0, 10.962962962962964)"
16-12-2022 10:08:46.561254,"(1.75, 2.02, 2.0017391304347827)","(5.5, 6.4, 6.122222222222223)","(9.0, 15.5, 14.863636363636363)","(7.0, 8.4, 8.066666666666666)","(17.0, 29.0, 21.6)","(9.0, 13.0, 10.8)"
