,Our Patchy,Quimby Bale,Taking A Toll,Spolly Rock,Be Charming,Paris Designer
09-01-2023 16:38:14.586097,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:15.490716,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:16.346070,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:17.296775,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:18.221674,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:19.159919,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:20.111496,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:20.968703,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:21.828521,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:22.756036,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:23.691691,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:24.612509,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:25.578451,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:26.507596,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:27.367674,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:28.230348,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:29.170752,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:30.090716,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:30.967272,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:31.854757,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:32.810743,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:33.811306,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:34.790709,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:35.616583,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:36.543225,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:37.494462,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:38.488032,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:39.413109,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:40.343004,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 18.666666666666668)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:41.296080,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 22.2)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:42.285181,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 23.166666666666664)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:43.300328,"(3.0, 4.2, 3.109090909090909)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 22.2)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:44.192031,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 9.2, 7.766666666666666)","(13.0, 28.0, 22.2)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:45.152180,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 8.8, 7.5)","(13.0, 28.0, 23.166666666666664)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:46.111030,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 8.8, 7.5)","(13.0, 28.0, 23.166666666666664)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:47.013706,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 8.8, 7.5)","(13.0, 28.0, 23.166666666666664)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:47.991270,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 8.8, 7.5)","(13.0, 28.0, 23.166666666666664)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:48.990901,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 8.8, 7.5)","(13.0, 28.0, 23.166666666666664)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:49.995716,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 8.8, 7.5)","(13.0, 28.0, 23.166666666666664)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:50.994416,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 8.8, 7.5)","(13.0, 28.0, 23.166666666666664)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:51.874901,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 8.8, 7.5)","(13.0, 28.0, 23.166666666666664)","(3.7, 7.0, 5.425)","(4.8, 8.2, 7.749999999999999)"
09-01-2023 16:38:52.737088,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 8.8, 7.5)","(13.0, 28.0, 23.166666666666664)","(3.7, 7.0, 5.425)","(4.8, 8.2, 6.466666666666667)"
09-01-2023 16:38:53.778803,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 8.8, 7.5)","(13.0, 28.0, 23.166666666666664)","(3.7, 7.0, 5.425)","(4.8, 7.8, 6.466666666666667)"
09-01-2023 16:38:54.773114,"(3.0, 4.2, 3.72)","(5.0, 8.8, 7.5)","(4.8, 8.8, 7.5)","(13.0, 28.0, 25.2)","(3.7, 7.0, 6.3)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:38:55.694152,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 7.8500000000000005)","(4.8, 8.8, 8.3125)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.74)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:38:56.614186,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 7.8500000000000005)","(4.8, 8.8, 7.8500000000000005)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.76)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:38:57.635248,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 7.8500000000000005)","(4.8, 8.8, 7.800000000000001)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.76)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:38:58.624214,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 7.800000000000001)","(4.8, 8.8, 7.800000000000001)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.983333333333333)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:38:59.594796,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 8.02)","(4.8, 8.8, 8.06)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.983333333333333)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:00.522349,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 7.8500000000000005)","(4.8, 8.8, 7.9)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.8)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:01.411065,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 7.8500000000000005)","(4.8, 8.8, 7.9)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.8)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:02.362778,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 8.228571428571428)","(4.8, 8.8, 7.533333333333333)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.8)","(4.8, 7.8, 6.166666666666667)"
09-01-2023 16:39:03.296126,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 8.228571428571428)","(4.8, 8.8, 7.533333333333333)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.8)","(4.8, 8.0, 6.0777777777777775)"
09-01-2023 16:39:04.255849,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 7.8500000000000005)","(4.8, 8.8, 7.533333333333333)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.72)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:05.203166,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 7.8500000000000005)","(4.8, 8.8, 8.257142857142858)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.95)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:06.197876,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 7.8500000000000005)","(4.8, 8.8, 8.257142857142858)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.76)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:07.210844,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 8.228571428571428)","(4.8, 8.8, 8.257142857142858)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.76)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:08.080280,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 8.228571428571428)","(4.8, 8.8, 8.257142857142858)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.76)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:09.022415,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 7.8500000000000005)","(4.8, 8.8, 8.06)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.425)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:10.021691,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 7.8500000000000005)","(4.8, 8.8, 7.9)","(13.0, 28.0, 25.2)","(3.7, 7.0, 6.3)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:11.024209,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 7.8500000000000005)","(4.8, 8.8, 7.9)","(13.0, 28.0, 25.2)","(3.7, 7.0, 6.3)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:12.156546,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 8.228571428571428)","(4.8, 8.8, 7.800000000000001)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.76)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:13.116661,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 8.02)","(4.8, 8.8, 7.8500000000000005)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.76)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:14.097344,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 7.8500000000000005)","(4.8, 8.8, 8.257142857142858)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.425)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:15.156560,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 7.8500000000000005)","(4.8, 8.8, 8.257142857142858)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.425)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:16.060749,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 7.8500000000000005)","(4.8, 8.8, 8.257142857142858)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.425)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:17.122551,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 8.06)","(4.8, 8.8, 7.9)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.76)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:18.202471,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 7.9)","(4.8, 8.8, 7.9)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.76)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:19.291006,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 8.285714285714286)","(4.8, 8.8, 7.533333333333333)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.76)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:20.296386,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 8.228571428571428)","(4.8, 8.8, 7.533333333333333)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.425)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:21.333626,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 8.228571428571428)","(4.8, 8.8, 7.533333333333333)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.425)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:22.435692,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 8.228571428571428)","(4.8, 8.8, 7.533333333333333)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.425)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:23.571141,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 8.228571428571428)","(4.8, 8.8, 7.5)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.425)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:24.474191,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 8.228571428571428)","(4.8, 8.8, 7.5)","(13.0, 28.0, 25.2)","(3.7, 7.0, 5.425)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:25.399965,"(3.0, 4.2, 3.3785714285714286)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.0)","(3.7, 7.0, 5.425)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:26.398559,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 6.0777777777777775)"
09-01-2023 16:39:27.405659,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:28.284985,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:29.238568,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:30.202790,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:31.256078,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:32.248377,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:33.254087,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:34.303470,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:35.380635,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:36.583456,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:37.736092,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:38.843057,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:39.952022,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:41.073618,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:42.276248,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:43.534250,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:44.572337,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:45.620960,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:46.695656,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:47.682656,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:48.682880,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:49.730376,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:50.825284,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:51.862830,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:52.776474,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:53.883138,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:54.972674,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:55.988583,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:57.032900,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:58.089698,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:39:59.127432,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:40:00.135531,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:40:01.129703,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 7.5)","(13.0, 28.0, 21.25)","(3.7, 7.0, 5.425)","(4.8, 7.8, 5.3)"
09-01-2023 16:40:02.148653,"(3.0, 4.2, 3.433333333333333)","(5.0, 8.8, 6.8500000000000005)","(4.8, 8.8, 8.3125)","(13.0, 28.0, 21.25)","(3.7, 7.0, 6.3)","(4.8, 7.8, 5.3)"
