,Feels Lika Boss,Doc Harvey,Waiting For You,Half Moon Beach,White Star Village,Im Alright Jack,Vieira,Mischievous Maggie,Our Modern Minnie,Impetuoso
68,"[datetime.datetime(2022, 11, 28, 17, 55, 32, 224318), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 55, 32, 224318), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 55, 32, 224318), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 32, 224318), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 32, 224318), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 55, 32, 224318), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 55, 32, 224318), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 55, 32, 224318), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 32, 224318), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 55, 32, 224318), 15.0, 42.0]"
69,"[datetime.datetime(2022, 11, 28, 17, 55, 33, 455019), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 55, 33, 455019), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 55, 33, 455019), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 33, 455019), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 33, 455019), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 55, 33, 455019), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 55, 33, 455019), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 55, 33, 455019), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 33, 455019), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 55, 33, 455019), 15.0, 42.0]"
70,"[datetime.datetime(2022, 11, 28, 17, 55, 34, 706829), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 55, 34, 706829), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 55, 34, 706829), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 34, 706829), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 34, 706829), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 55, 34, 706829), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 55, 34, 706829), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 55, 34, 706829), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 34, 706829), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 55, 34, 706829), 15.0, 42.0]"
71,"[datetime.datetime(2022, 11, 28, 17, 55, 35, 951873), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 55, 35, 951873), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 55, 35, 951873), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 35, 951873), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 35, 951873), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 55, 35, 951873), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 55, 35, 951873), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 55, 35, 951873), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 35, 951873), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 55, 35, 951873), 15.0, 42.0]"
72,"[datetime.datetime(2022, 11, 28, 17, 55, 37, 208933), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 55, 37, 208933), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 37, 208933), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 37, 208933), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 37, 208933), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 55, 37, 208933), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 55, 37, 208933), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 55, 37, 208933), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 37, 208933), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 55, 37, 208933), 15.0, 42.0]"
73,"[datetime.datetime(2022, 11, 28, 17, 55, 38, 497566), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 55, 38, 497566), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 38, 497566), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 38, 497566), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 38, 497566), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 55, 38, 497566), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 55, 38, 497566), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 55, 38, 497566), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 38, 497566), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 55, 38, 497566), 15.0, 42.0]"
74,"[datetime.datetime(2022, 11, 28, 17, 55, 39, 748922), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 55, 39, 748922), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 39, 748922), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 39, 748922), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 39, 748922), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 55, 39, 748922), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 55, 39, 748922), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 55, 39, 748922), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 39, 748922), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 55, 39, 748922), 15.0, 42.0]"
75,"[datetime.datetime(2022, 11, 28, 17, 55, 40, 979309), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 55, 40, 979309), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 40, 979309), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 40, 979309), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 40, 979309), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 55, 40, 979309), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 55, 40, 979309), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 55, 40, 979309), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 40, 979309), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 55, 40, 979309), 15.0, 42.0]"
76,"[datetime.datetime(2022, 11, 28, 17, 55, 42, 267844), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 55, 42, 267844), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 42, 267844), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 42, 267844), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 42, 267844), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 55, 42, 267844), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 55, 42, 267844), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 55, 42, 267844), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 42, 267844), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 55, 42, 267844), 15.0, 42.0]"
77,"[datetime.datetime(2022, 11, 28, 17, 55, 43, 494389), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 55, 43, 494389), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 43, 494389), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 43, 494389), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 43, 494389), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 55, 43, 494389), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 55, 43, 494389), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 55, 43, 494389), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 43, 494389), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 55, 43, 494389), 15.0, 42.0]"
78,"[datetime.datetime(2022, 11, 28, 17, 55, 44, 724093), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 17, 55, 44, 724093), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 44, 724093), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 44, 724093), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 44, 724093), 11.0, 15.5]","[datetime.datetime(2022, 11, 28, 17, 55, 44, 724093), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 55, 44, 724093), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 55, 44, 724093), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 44, 724093), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 55, 44, 724093), 15.0, 42.0]"
79,"[datetime.datetime(2022, 11, 28, 17, 55, 45, 968112), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 55, 45, 968112), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 45, 968112), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 45, 968112), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 45, 968112), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 55, 45, 968112), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 55, 45, 968112), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 55, 45, 968112), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 45, 968112), 3.0, 3.4]","[datetime.datetime(2022, 11, 28, 17, 55, 45, 968112), 15.0, 50.0]"
80,"[datetime.datetime(2022, 11, 28, 17, 55, 47, 253107), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 55, 47, 253107), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 47, 253107), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 47, 253107), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 47, 253107), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 55, 47, 253107), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 55, 47, 253107), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 55, 47, 253107), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 47, 253107), 3.0, 3.4]","[datetime.datetime(2022, 11, 28, 17, 55, 47, 253107), 15.0, 50.0]"
81,"[datetime.datetime(2022, 11, 28, 17, 55, 48, 526719), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 55, 48, 526719), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 48, 526719), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 48, 526719), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 48, 526719), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 55, 48, 526719), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 55, 48, 526719), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 55, 48, 526719), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 48, 526719), 3.0, 3.4]","[datetime.datetime(2022, 11, 28, 17, 55, 48, 526719), 15.0, 50.0]"
82,"[datetime.datetime(2022, 11, 28, 17, 55, 49, 777054), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 55, 49, 777054), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 49, 777054), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 49, 777054), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 49, 777054), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 55, 49, 777054), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 55, 49, 777054), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 55, 49, 777054), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 49, 777054), 3.0, 3.4]","[datetime.datetime(2022, 11, 28, 17, 55, 49, 777054), 15.0, 50.0]"
83,"[datetime.datetime(2022, 11, 28, 17, 55, 51, 26250), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 55, 51, 26250), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 51, 26250), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 51, 26250), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 51, 26250), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 55, 51, 26250), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 55, 51, 26250), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 55, 51, 26250), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 51, 26250), 3.0, 3.4]","[datetime.datetime(2022, 11, 28, 17, 55, 51, 26250), 15.0, 50.0]"
84,"[datetime.datetime(2022, 11, 28, 17, 55, 52, 258028), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 55, 52, 258028), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 52, 258028), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 52, 258028), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 52, 258028), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 55, 52, 258028), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 55, 52, 258028), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 55, 52, 258028), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 52, 258028), 3.0, 3.4]","[datetime.datetime(2022, 11, 28, 17, 55, 52, 258028), 15.0, 50.0]"
85,"[datetime.datetime(2022, 11, 28, 17, 55, 53, 497567), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 55, 53, 497567), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 53, 497567), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 53, 497567), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 53, 497567), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 55, 53, 497567), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 55, 53, 497567), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 55, 53, 497567), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 53, 497567), 3.0, 3.4]","[datetime.datetime(2022, 11, 28, 17, 55, 53, 497567), 15.0, 50.0]"
86,"[datetime.datetime(2022, 11, 28, 17, 55, 54, 808007), 14.0, 22.0]","[datetime.datetime(2022, 11, 28, 17, 55, 54, 808007), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 54, 808007), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 54, 808007), 6.5, 8.0]","[datetime.datetime(2022, 11, 28, 17, 55, 54, 808007), 11.0, 15.0]","[datetime.datetime(2022, 11, 28, 17, 55, 54, 808007), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 17, 55, 54, 808007), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 55, 54, 808007), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 17, 55, 54, 808007), 3.0, 3.4]","[datetime.datetime(2022, 11, 28, 17, 55, 54, 808007), 15.0, 50.0]"
87,"[datetime.datetime(2022, 11, 28, 17, 55, 56, 45873), 14.0, 20.0]","[datetime.datetime(2022, 11, 28, 17, 55, 56, 45873), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 56, 45873), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 56, 45873), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 55, 56, 45873), 11.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 55, 56, 45873), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 55, 56, 45873), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 55, 56, 45873), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 17, 55, 56, 45873), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 55, 56, 45873), 15.0, 48.0]"
88,"[datetime.datetime(2022, 11, 28, 17, 55, 57, 287632), 14.0, 20.0]","[datetime.datetime(2022, 11, 28, 17, 55, 57, 287632), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 57, 287632), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 57, 287632), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 55, 57, 287632), 11.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 55, 57, 287632), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 55, 57, 287632), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 55, 57, 287632), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 17, 55, 57, 287632), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 55, 57, 287632), 15.0, 48.0]"
89,"[datetime.datetime(2022, 11, 28, 17, 55, 58, 538451), 14.0, 20.0]","[datetime.datetime(2022, 11, 28, 17, 55, 58, 538451), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 58, 538451), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 58, 538451), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 55, 58, 538451), 11.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 55, 58, 538451), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 55, 58, 538451), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 55, 58, 538451), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 17, 55, 58, 538451), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 55, 58, 538451), 15.0, 48.0]"
90,"[datetime.datetime(2022, 11, 28, 17, 55, 59, 805864), 14.0, 20.0]","[datetime.datetime(2022, 11, 28, 17, 55, 59, 805864), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 55, 59, 805864), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 55, 59, 805864), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 55, 59, 805864), 11.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 55, 59, 805864), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 55, 59, 805864), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 55, 59, 805864), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 17, 55, 59, 805864), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 55, 59, 805864), 15.0, 48.0]"
91,"[datetime.datetime(2022, 11, 28, 17, 56, 1, 95757), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 56, 1, 95757), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 56, 1, 95757), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 1, 95757), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 56, 1, 95757), 11.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 56, 1, 95757), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 56, 1, 95757), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 56, 1, 95757), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 56, 1, 95757), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 56, 1, 95757), 15.0, 44.0]"
92,"[datetime.datetime(2022, 11, 28, 17, 56, 2, 381630), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 56, 2, 381630), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 56, 2, 381630), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 2, 381630), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 56, 2, 381630), 11.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 56, 2, 381630), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 56, 2, 381630), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 56, 2, 381630), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 56, 2, 381630), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 56, 2, 381630), 15.0, 44.0]"
93,"[datetime.datetime(2022, 11, 28, 17, 56, 3, 622772), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 56, 3, 622772), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 56, 3, 622772), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 3, 622772), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 56, 3, 622772), 11.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 56, 3, 622772), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 56, 3, 622772), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 56, 3, 622772), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 56, 3, 622772), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 56, 3, 622772), 15.0, 44.0]"
94,"[datetime.datetime(2022, 11, 28, 17, 56, 4, 907465), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 56, 4, 907465), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 56, 4, 907465), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 4, 907465), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 56, 4, 907465), 11.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 56, 4, 907465), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 56, 4, 907465), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 56, 4, 907465), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 56, 4, 907465), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 56, 4, 907465), 15.0, 44.0]"
95,"[datetime.datetime(2022, 11, 28, 17, 56, 6, 195172), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 56, 6, 195172), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 56, 6, 195172), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 6, 195172), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 56, 6, 195172), 11.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 56, 6, 195172), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 56, 6, 195172), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 56, 6, 195172), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 56, 6, 195172), 3.0, 3.45]","[datetime.datetime(2022, 11, 28, 17, 56, 6, 195172), 15.0, 50.0]"
96,"[datetime.datetime(2022, 11, 28, 17, 56, 7, 504833), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 56, 7, 504833), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 56, 7, 504833), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 7, 504833), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 56, 7, 504833), 11.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 56, 7, 504833), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 56, 7, 504833), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 56, 7, 504833), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 56, 7, 504833), 3.0, 3.3]","[datetime.datetime(2022, 11, 28, 17, 56, 7, 504833), 15.0, 50.0]"
97,"[datetime.datetime(2022, 11, 28, 17, 56, 8, 792809), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 56, 8, 792809), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 56, 8, 792809), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 8, 792809), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 56, 8, 792809), 11.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 56, 8, 792809), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 56, 8, 792809), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 56, 8, 792809), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 56, 8, 792809), 3.0, 3.3]","[datetime.datetime(2022, 11, 28, 17, 56, 8, 792809), 15.0, 50.0]"
98,"[datetime.datetime(2022, 11, 28, 17, 56, 10, 65542), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 56, 10, 66544), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 56, 10, 66544), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 10, 66544), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 56, 10, 66544), 11.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 56, 10, 66544), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 56, 10, 66544), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 56, 10, 66544), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 56, 10, 66544), 3.0, 3.3]","[datetime.datetime(2022, 11, 28, 17, 56, 10, 66544), 15.0, 50.0]"
99,"[datetime.datetime(2022, 11, 28, 17, 56, 11, 362725), 14.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 56, 11, 362725), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 56, 11, 362725), 18.0, 99999]","[datetime.datetime(2022, 11, 28, 17, 56, 11, 362725), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 56, 11, 362725), 11.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 56, 11, 362725), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 56, 11, 362725), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 56, 11, 362725), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 17, 56, 11, 362725), 3.0, 3.3]","[datetime.datetime(2022, 11, 28, 17, 56, 11, 362725), 15.0, 50.0]"
