,Another Spirit,Flash Point,Miss Arizona,Superstasia,Upside,All Beans,Timely Bel
09-01-2023 13:00:55.312182,"(5.5, 7.0, 6.813483146067416)","(17.0, 42.0, 40.44444444444444)","(4.8, 5.3, 5.2696969696969695)","(6.0, 8.4, 8.339473684210526)","(4.8, 5.9, 5.863636363636364)","(7.5, 8.6, 8.342857142857143)","(3.8, 4.6, 4.586792452830188)"
09-01-2023 13:00:56.397018,"(6.0, 7.0, 6.813483146067416)","(17.0, 42.0, 40.44444444444444)","(4.8, 5.3, 5.2696969696969695)","(6.0, 8.4, 8.339473684210526)","(4.8, 5.9, 5.863636363636364)","(7.5, 8.6, 8.342857142857143)","(3.8, 4.6, 4.586792452830188)"
09-01-2023 13:00:57.471390,"(6.0, 7.0, 6.813483146067416)","(17.0, 42.0, 37.69230769230769)","(4.8, 5.3, 5.2696969696969695)","(6.0, 8.4, 8.339473684210526)","(4.8, 5.9, 5.863636363636364)","(7.5, 8.6, 8.561702127659574)","(3.8, 4.6, 4.509824561403509)"
09-01-2023 13:00:58.593272,"(6.0, 7.0, 6.813483146067416)","(17.0, 42.0, 37.6)","(4.8, 5.3, 5.2696969696969695)","(6.0, 8.4, 8.339473684210526)","(4.8, 5.9, 5.8578947368421055)","(7.5, 8.6, 8.561702127659574)","(3.8, 4.6, 4.509824561403509)"
09-01-2023 13:00:59.690915,"(6.0, 7.0, 6.813483146067416)","(17.0, 42.0, 37.6)","(4.8, 5.3, 5.2696969696969695)","(6.0, 8.4, 8.339473684210526)","(4.8, 5.9, 5.8578947368421055)","(7.5, 8.6, 8.564705882352941)","(3.8, 4.6, 4.509824561403509)"
09-01-2023 13:01:00.880433,"(6.0, 7.0, 6.813483146067416)","(17.0, 42.0, 37.6)","(4.8, 5.3, 5.2375)","(6.0, 8.4, 8.783333333333333)","(4.8, 5.9, 5.872413793103449)","(7.5, 8.6, 8.399999999999999)","(3.8, 4.6, 4.4126315789473685)"
09-01-2023 13:01:01.988044,"(6.0, 6.8, 6.76910569105691)","(17.0, 42.0, 37.6)","(4.8, 5.3, 5.188888888888888)","(6.0, 8.8, 8.788235294117648)","(4.8, 5.9, 5.872413793103449)","(7.5, 8.6, 8.566666666666666)","(3.8, 4.6, 4.4126315789473685)"
09-01-2023 13:01:03.161438,"(6.0, 6.8, 6.7658914728682165)","(17.0, 42.0, 36.13333333333333)","(4.8, 5.3, 5.188888888888888)","(6.0, 8.8, 8.99)","(4.8, 5.9, 5.872413793103449)","(7.5, 8.6, 8.566666666666666)","(3.8, 4.6, 4.324087591240875)"
09-01-2023 13:01:04.235597,"(6.0, 6.8, 6.765079365079365)","(17.0, 42.0, 36.13333333333333)","(4.8, 5.3, 5.188888888888888)","(6.0, 9.2, 8.99)","(4.8, 5.9, 5.87037037037037)","(7.5, 8.6, 8.566666666666666)","(3.8, 4.5, 4.3087301587301585)"
09-01-2023 13:01:05.245416,"(6.0, 6.8, 6.765079365079365)","(17.0, 42.0, 36.13333333333333)","(4.8, 5.4, 5.14054054054054)","(6.0, 9.2, 9.035294117647059)","(4.8, 5.9, 5.87037037037037)","(7.5, 8.6, 8.572727272727272)","(3.8, 4.5, 4.3087301587301585)"
09-01-2023 13:01:06.266985,"(6.0, 6.8, 6.765079365079365)","(18.0, 42.0, 36.13333333333333)","(4.8, 5.4, 5.14054054054054)","(6.0, 9.2, 9.032)","(4.8, 5.9, 5.87037037037037)","(7.5, 8.6, 8.572727272727272)","(3.8, 4.5, 4.3087301587301585)"
09-01-2023 13:01:07.327357,"(6.0, 6.8, 6.765079365079365)","(18.0, 42.0, 36.13333333333333)","(4.8, 5.4, 5.325581395348837)","(6.0, 9.2, 9.032)","(4.8, 5.9, 5.87037037037037)","(7.5, 8.6, 8.514285714285714)","(3.8, 4.5, 4.323443223443223)"
09-01-2023 13:01:08.447677,"(6.0, 6.8, 6.767164179104477)","(18.0, 42.0, 37.6)","(4.8, 5.4, 5.325581395348837)","(6.0, 9.2, 9.032)","(4.8, 5.9, 5.87037037037037)","(7.5, 8.6, 8.514285714285714)","(3.8, 4.5, 4.308139534883721)"
09-01-2023 13:01:09.482285,"(6.0, 7.0, 6.82974358974359)","(18.0, 42.0, 37.6)","(4.8, 5.3, 5.199999999999999)","(6.0, 9.2, 9.066666666666666)","(4.8, 5.9, 5.863636363636364)","(7.5, 8.6, 8.514285714285714)","(3.8, 4.4, 4.308139534883721)"
09-01-2023 13:01:10.519147,"(6.0, 7.0, 6.833165829145728)","(18.0, 42.0, 37.6)","(4.8, 5.3, 5.228571428571429)","(6.0, 9.2, 9.066666666666666)","(4.8, 5.9, 5.863636363636364)","(7.5, 8.6, 8.299999999999999)","(3.8, 4.4, 4.308139534883721)"
09-01-2023 13:01:11.628063,"(6.0, 7.0, 6.833165829145728)","(18.0, 42.0, 37.6)","(4.8, 5.3, 5.228571428571429)","(6.0, 9.2, 9.066666666666666)","(4.8, 5.9, 5.870909090909091)","(7.5, 8.6, 8.545)","(3.8, 4.4, 4.308139534883721)"
09-01-2023 13:01:12.734309,"(6.0, 7.0, 6.833165829145728)","(18.0, 42.0, 37.6)","(4.8, 5.3, 5.228571428571429)","(6.0, 9.2, 9.066666666666666)","(4.8, 5.9, 5.870909090909091)","(7.5, 8.6, 8.635135135135135)","(3.8, 4.4, 4.228828828828829)"
09-01-2023 13:01:13.893542,"(6.0, 7.0, 6.833165829145728)","(18.0, 42.0, 37.6)","(4.8, 5.3, 5.228571428571429)","(6.0, 9.2, 9.066666666666666)","(4.8, 5.9, 5.870909090909091)","(7.5, 9.0, 8.635135135135135)","(3.8, 4.3, 4.228828828828829)"
09-01-2023 13:01:14.997119,"(6.0, 7.0, 6.833165829145728)","(18.0, 42.0, 37.6)","(4.8, 5.3, 5.263636363636364)","(6.0, 9.2, 9.066666666666666)","(4.8, 5.9, 5.870909090909091)","(7.5, 9.0, 8.635135135135135)","(3.8, 4.3, 4.227586206896552)"
09-01-2023 13:01:16.151321,"(6.0, 7.0, 6.794957983193277)","(18.0, 42.0, 37.6)","(4.8, 5.3, 5.263636363636364)","(6.0, 9.2, 9.066666666666666)","(4.8, 5.9, 5.875384615384616)","(7.5, 9.0, 8.635135135135135)","(3.8, 4.3, 4.227586206896552)"
09-01-2023 13:01:17.308442,"(6.0, 7.0, 6.794957983193277)","(18.0, 42.0, 37.6)","(4.8, 5.3, 5.279999999999999)","(6.0, 9.2, 9.066666666666666)","(4.8, 5.9, 5.875384615384616)","(7.5, 9.0, 8.619718309859156)","(3.8, 4.3, 4.227586206896552)"
09-01-2023 13:01:18.394156,"(6.0, 7.0, 6.794957983193277)","(18.0, 42.0, 37.6)","(4.8, 5.3, 5.279999999999999)","(6.0, 9.2, 9.066666666666666)","(4.8, 5.9, 5.877142857142857)","(7.5, 9.0, 8.619718309859156)","(3.8, 4.3, 4.227586206896552)"
09-01-2023 13:01:19.485144,"(6.0, 7.0, 6.794957983193277)","(18.0, 42.0, 37.130434782608695)","(4.8, 5.3, 5.291666666666666)","(6.0, 9.2, 9.066666666666666)","(4.8, 5.9, 5.877142857142857)","(7.5, 9.0, 8.635135135135135)","(3.8, 4.3, 4.142763157894737)"
09-01-2023 13:01:20.660354,"(6.0, 7.0, 6.794957983193277)","(18.0, 42.0, 37.130434782608695)","(4.8, 5.3, 5.291666666666666)","(6.5, 9.2, 9.120000000000001)","(4.8, 5.9, 5.86923076923077)","(7.0, 9.0, 8.635135135135135)","(3.9, 4.2, 4.136956521739131)"
09-01-2023 13:01:21.655643,"(6.0, 7.0, 6.794957983193277)","(18.0, 42.0, 37.130434782608695)","(4.8, 5.3, 5.291666666666666)","(6.5, 9.4, 9.533333333333333)","(4.8, 5.9, 5.86923076923077)","(7.0, 9.0, 8.64186046511628)","(3.9, 4.2, 4.14047619047619)"
09-01-2023 13:01:22.790925,"(6.0, 7.0, 6.794957983193277)","(18.0, 42.0, 37.130434782608695)","(4.8, 5.3, 5.291666666666666)","(6.5, 9.8, 9.6)","(4.8, 5.9, 5.86923076923077)","(7.0, 8.8, 8.64186046511628)","(3.9, 4.2, 4.13801652892562)"
09-01-2023 13:01:23.912123,"(6.0, 7.0, 6.794957983193277)","(18.0, 42.0, 37.130434782608695)","(4.8, 5.3, 5.3875)","(6.5, 9.8, 9.6)","(4.8, 5.9, 5.86923076923077)","(7.0, 8.8, 8.64186046511628)","(3.9, 4.2, 4.13801652892562)"
09-01-2023 13:01:25.143577,"(6.0, 7.0, 6.794957983193277)","(18.0, 42.0, 37.130434782608695)","(4.8, 5.4, 5.3875)","(6.5, 9.8, 9.6)","(4.8, 5.9, 5.86923076923077)","(7.0, 8.8, 8.63)","(3.9, 4.2, 4.13801652892562)"
09-01-2023 13:01:26.405933,"(6.0, 7.0, 6.815849056603773)","(18.0, 42.0, 37.130434782608695)","(4.8, 5.4, 5.3875)","(6.5, 9.8, 10.6)","(4.8, 5.9, 5.86923076923077)","(7.0, 8.8, 8.605714285714287)","(3.9, 4.2, 4.13801652892562)"
09-01-2023 13:01:27.608722,"(6.0, 7.0, 6.815849056603773)","(18.0, 42.0, 37.130434782608695)","(4.8, 5.4, 5.362500000000001)","(6.5, 11.0, 10.3)","(4.8, 5.9, 5.892307692307693)","(7.0, 8.8, 8.541935483870969)","(3.9, 4.2, 4.073053892215569)"
09-01-2023 13:01:28.795587,"(6.0, 7.0, 6.815849056603773)","(18.0, 42.0, 36.4)","(4.8, 5.4, 5.3875)","(6.5, 10.5, 10.36)","(4.8, 5.9, 5.8525547445255475)","(7.0, 8.8, 8.557142857142857)","(3.9, 4.1, 4.07289156626506)"
09-01-2023 13:01:29.936796,"(6.0, 7.0, 6.815849056603773)","(18.0, 42.0, 36.4)","(4.8, 5.4, 5.3875)","(6.5, 10.5, 10.408695652173913)","(4.8, 6.0, 5.8525547445255475)","(7.0, 8.8, 8.54814814814815)","(3.9, 4.1, 4.07289156626506)"
09-01-2023 13:01:31.081747,"(6.0, 7.0, 6.815849056603773)","(18.0, 42.0, 36.4)","(4.8, 5.4, 5.3875)","(6.5, 10.5, 10.408695652173913)","(4.8, 6.0, 5.8525547445255475)","(7.0, 8.8, 8.54814814814815)","(3.9, 4.1, 4.07289156626506)"
09-01-2023 13:01:32.285577,"(6.0, 7.0, 6.815849056603773)","(18.0, 42.0, 36.4)","(4.8, 5.4, 5.3875)","(6.5, 10.5, 10.408695652173913)","(4.8, 6.0, 5.8525547445255475)","(7.0, 8.8, 8.54814814814815)","(3.9, 4.1, 4.171428571428572)"
09-01-2023 13:01:33.365258,"(6.0, 7.0, 6.8101167315175095)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.4, 5.321052631578947)","(6.5, 10.5, 10.452054794520548)","(4.8, 6.0, 5.830252100840336)","(7.0, 8.8, 8.533333333333333)","(3.9, 4.2, 4.171428571428572)"
09-01-2023 13:01:34.490457,"(6.0, 7.0, 6.8101167315175095)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.4, 5.30625)","(6.5, 10.5, 10.208333333333334)","(4.8, 6.0, 5.830252100840336)","(7.0, 8.8, 8.533333333333333)","(3.9, 4.2, 4.171428571428572)"
09-01-2023 13:01:35.668122,"(6.0, 7.0, 6.8101167315175095)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.4, 5.30625)","(6.5, 10.5, 10.208333333333334)","(4.8, 6.0, 5.830252100840336)","(7.0, 8.8, 8.533333333333333)","(3.9, 4.2, 4.171428571428572)"
09-01-2023 13:01:36.891879,"(6.0, 7.0, 6.8101167315175095)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.4, 5.30625)","(6.5, 10.5, 10.208333333333334)","(4.8, 6.0, 5.830252100840336)","(7.0, 8.8, 8.533333333333333)","(3.9, 4.2, 4.171428571428572)"
09-01-2023 13:01:38.030531,"(6.0, 7.0, 6.8101167315175095)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.4, 5.325)","(6.5, 10.5, 10.208333333333334)","(4.8, 6.0, 5.845801526717557)","(7.0, 8.8, 8.586666666666668)","(3.9, 4.2, 4.18)"
09-01-2023 13:01:39.204559,"(6.0, 7.0, 6.8101167315175095)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.4, 5.325)","(6.5, 10.5, 10.208333333333334)","(4.8, 6.0, 5.845801526717557)","(7.0, 8.8, 8.586666666666668)","(3.9, 4.2, 4.18)"
09-01-2023 13:01:40.476755,"(6.0, 6.8, 6.7956521739130435)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.4, 5.325)","(6.5, 10.5, 10.208333333333334)","(4.8, 6.0, 5.833057851239669)","(7.0, 8.8, 8.586666666666668)","(3.9, 4.2, 4.195121951219512)"
09-01-2023 13:01:41.721508,"(6.0, 6.8, 6.7956521739130435)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.3, 5.278378378378378)","(6.5, 10.5, 10.392307692307693)","(4.8, 6.0, 5.914285714285715)","(7.0, 8.8, 8.586666666666668)","(3.9, 4.2, 4.195121951219512)"
09-01-2023 13:01:42.665602,"(6.0, 6.8, 6.7956521739130435)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.3, 5.278378378378378)","(6.5, 10.5, 10.392307692307693)","(4.8, 6.0, 5.914285714285715)","(7.0, 8.8, 8.586666666666668)","(3.9, 4.2, 4.176470588235294)"
09-01-2023 13:01:43.667250,"(6.0, 6.8, 6.796319018404908)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.3, 5.280487804878049)","(6.5, 10.5, 10.392307692307693)","(4.8, 5.9, 5.867307692307692)","(7.0, 8.8, 8.586666666666668)","(3.9, 4.2, 4.176470588235294)"
09-01-2023 13:01:44.789428,"(6.0, 6.8, 6.796319018404908)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.3, 5.280487804878049)","(6.5, 10.5, 9.904761904761905)","(4.8, 5.9, 5.867307692307692)","(7.0, 8.8, 8.586666666666668)","(3.9, 4.2, 4.176470588235294)"
09-01-2023 13:01:45.845703,"(6.0, 6.8, 6.796319018404908)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.3, 5.280487804878049)","(6.5, 10.0, 9.904761904761905)","(4.8, 5.9, 5.867307692307692)","(7.5, 8.8, 8.5)","(3.9, 4.2, 4.186046511627907)"
09-01-2023 13:01:46.963616,"(6.0, 6.8, 6.796319018404908)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.3, 5.283333333333333)","(6.5, 10.0, 9.904761904761905)","(4.8, 5.9, 5.867307692307692)","(7.5, 8.6, 8.5)","(3.9, 4.2, 4.161290322580645)"
09-01-2023 13:01:48.070168,"(6.0, 6.8, 6.796319018404908)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.3, 5.284313725490196)","(6.5, 10.0, 9.904761904761905)","(4.8, 5.9, 5.867307692307692)","(7.5, 8.6, 8.5)","(3.9, 4.2, 4.177777777777778)"
09-01-2023 13:01:49.112141,"(6.0, 6.8, 6.796319018404908)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.3, 5.284313725490196)","(6.5, 10.0, 9.904761904761905)","(5.0, 5.9, 5.867307692307692)","(7.5, 8.6, 8.471428571428572)","(3.8, 4.2, 4.177777777777778)"
09-01-2023 13:01:50.200113,"(6.0, 6.8, 6.796319018404908)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.3, 5.284313725490196)","(6.5, 12.0, 9.9375)","(5.0, 5.9, 5.8585365853658535)","(7.5, 8.6, 8.469565217391304)","(3.8, 4.2, 4.166037735849057)"
09-01-2023 13:01:51.332489,"(6.0, 6.8, 6.796319018404908)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.5, 5.433333333333334)","(6.5, 11.5, 10.353846153846154)","(5.0, 5.9, 5.866666666666667)","(7.5, 8.6, 8.469565217391304)","(3.8, 4.2, 4.166037735849057)"
09-01-2023 13:01:52.365348,"(6.0, 6.8, 6.796319018404908)","(18.0, 42.0, 34.53333333333333)","(4.8, 5.5, 5.433333333333334)","(6.5, 11.0, 10.49090909090909)","(5.0, 5.9, 5.707619047619048)","(7.5, 8.6, 8.106930693069307)","(3.8, 4.2, 4.220863309352517)"
09-01-2023 13:01:53.479215,"(6.0, 7.4, 7.33939393939394)","(18.0, 40.0, 37.0)","(4.8, 5.5, 5.362295081967213)","(6.5, 10.5, 9.584615384615384)","(5.0, 5.8, 5.714159292035398)","(7.5, 8.2, 8.112499999999999)","(3.8, 4.3, 4.213636363636364)"
09-01-2023 13:01:54.742034,"(6.0, 7.4, 7.302702702702703)","(18.0, 40.0, 34.0)","(4.8, 5.5, 5.3807017543859645)","(6.5, 10.0, 9.584615384615384)","(4.8, 5.8, 5.714159292035398)","(7.5, 8.2, 8.099082568807338)","(3.8, 4.3, 4.230487804878049)"
09-01-2023 13:01:55.999853,"(6.0, 7.4, 7.33939393939394)","(18.0, 40.0, 34.0)","(4.8, 5.5, 5.3177419354838715)","(6.5, 10.0, 9.618181818181819)","(5.0, 5.8, 5.718487394957983)","(7.5, 8.2, 8.095575221238938)","(3.8, 4.3, 4.22906976744186)"
09-01-2023 13:01:57.121705,"(6.0, 7.4, 7.33939393939394)","(18.0, 40.0, 33.09090909090909)","(4.8, 5.4, 5.3177419354838715)","(6.5, 10.0, 9.65)","(5.0, 5.8, 5.718487394957983)","(7.5, 8.2, 8.095575221238938)","(3.8, 4.3, 4.256818181818182)"
09-01-2023 13:01:58.337708,"(6.0, 7.4, 7.33939393939394)","(18.0, 40.0, 33.09090909090909)","(4.8, 5.4, 5.3177419354838715)","(6.5, 10.0, 9.65)","(5.0, 5.8, 5.718487394957983)","(7.5, 8.2, 8.09074074074074)","(3.8, 4.3, 4.256818181818182)"
09-01-2023 13:01:59.538942,"(6.0, 7.4, 7.33939393939394)","(18.0, 40.0, 33.09090909090909)","(4.8, 5.4, 5.3177419354838715)","(6.5, 10.0, 9.65)","(5.0, 5.8, 5.718487394957983)","(7.5, 8.2, 8.09074074074074)","(3.8, 4.3, 4.254761904761905)"
09-01-2023 13:02:00.698874,"(6.0, 7.4, 7.372222222222223)","(18.0, 40.0, 33.09090909090909)","(4.8, 5.4, 5.3177419354838715)","(6.5, 10.0, 9.65)","(5.0, 5.8, 5.718487394957983)","(7.5, 8.2, 8.066666666666666)","(3.8, 4.3, 4.254761904761905)"
09-01-2023 13:02:01.824425,"(6.0, 7.4, 7.361538461538462)","(18.0, 40.0, 33.09090909090909)","(4.8, 5.4, 5.3177419354838715)","(6.5, 10.0, 9.65)","(5.0, 5.8, 5.6169811320754715)","(7.5, 8.2, 8.066666666666666)","(3.8, 4.3, 4.363855421686747)"
09-01-2023 13:02:02.894108,"(6.0, 7.4, 7.342857142857143)","(18.0, 40.0, 33.09090909090909)","(4.8, 5.4, 5.3177419354838715)","(6.5, 10.0, 9.65)","(5.0, 5.8, 5.6169811320754715)","(7.5, 8.2, 8.056)","(3.8, 4.4, 4.363855421686747)"
09-01-2023 13:02:03.817949,"(6.0, 7.4, 7.342857142857143)","(18.0, 40.0, 33.09090909090909)","(4.8, 5.4, 5.3177419354838715)","(6.5, 10.0, 9.65)","(5.0, 5.8, 5.6169811320754715)","(7.5, 8.2, 8.056)","(3.8, 4.4, 4.363855421686747)"
09-01-2023 13:02:04.835653,"(6.0, 7.4, 7.361538461538462)","(18.0, 38.0, 35.0)","(4.8, 5.4, 5.3177419354838715)","(6.5, 10.0, 9.65)","(5.0, 5.6, 5.518018018018018)","(7.5, 8.2, 8.056)","(3.8, 4.4, 4.372151898734177)"
09-01-2023 13:02:06.006798,"(6.0, 7.4, 7.361538461538462)","(18.0, 34.0, 32.8235294117647)","(4.8, 5.4, 5.583870967741936)","(6.5, 10.0, 9.65)","(5.0, 5.6, 5.50761421319797)","(7.5, 8.2, 8.056)","(3.8, 4.4, 4.366666666666667)"
09-01-2023 13:02:07.265355,"(6.0, 7.4, 7.383673469387755)","(18.0, 34.0, 32.30769230769231)","(4.8, 5.6, 5.52)","(6.5, 10.0, 10.55)","(5.0, 5.6, 5.50761421319797)","(7.5, 8.2, 8.056451612903226)","(3.8, 4.4, 4.3725000000000005)"
09-01-2023 13:02:08.474983,"(6.0, 7.4, 7.342857142857143)","(18.0, 34.0, 31.454545454545453)","(4.8, 5.6, 5.52)","(6.5, 11.5, 9.981818181818182)","(4.8, 5.6, 5.4125000000000005)","(7.5, 8.2, 8.056451612903226)","(3.8, 4.4, 4.3725000000000005)"
09-01-2023 13:02:09.569891,"(6.0, 7.4, 7.353846153846154)","(18.0, 34.0, 31.454545454545453)","(4.8, 5.6, 5.52)","(6.5, 11.0, 10.418181818181818)","(4.8, 5.5, 5.4125000000000005)","(7.5, 8.2, 8.05511811023622)","(3.8, 4.4, 4.491666666666666)"
09-01-2023 13:02:10.694776,"(6.0, 7.4, 7.353846153846154)","(18.0, 32.0, 29.5)","(4.8, 5.6, 5.52)","(6.5, 10.5, 10.428)","(4.8, 5.5, 5.4125000000000005)","(7.5, 8.2, 8.05511811023622)","(3.8, 4.5, 4.483870967741935)"
09-01-2023 13:02:11.841595,"(6.0, 7.2, 7.180952380952381)","(18.0, 32.0, 29.545454545454547)","(4.8, 5.6, 5.4526315789473685)","(6.5, 10.5, 10.838461538461539)","(4.8, 5.5, 5.4125000000000005)","(7.5, 8.2, 8.05511811023622)","(3.8, 4.5, 4.483870967741935)"
09-01-2023 13:02:12.993446,"(6.0, 7.2, 7.180952380952381)","(18.0, 32.0, 29.333333333333332)","(4.8, 5.6, 5.466666666666667)","(6.5, 11.0, 10.485714285714286)","(4.8, 5.5, 5.531818181818181)","(7.5, 8.2, 8.05511811023622)","(3.8, 4.5, 4.476923076923077)"
09-01-2023 13:02:14.130781,"(6.0, 7.2, 7.042857142857143)","(20.0, 30.0, 27.714285714285715)","(4.6, 5.6, 5.466666666666667)","(7.0, 11.0, 10.344827586206897)","(4.8, 5.6, 5.489473684210527)","(7.0, 8.2, 8.05511811023622)","(3.7, 4.5, 4.476923076923077)"
09-01-2023 13:02:15.283307,"(6.0, 7.2, 7.033333333333333)","(20.0, 30.0, 29.0)","(4.6, 5.6, 5.45)","(7.0, 10.5, 10.344827586206897)","(4.8, 5.5, 5.489473684210527)","(7.0, 8.2, 8.05511811023622)","(3.7, 4.5, 4.476923076923077)"
09-01-2023 13:02:16.338217,"(6.0, 7.2, 7.024)","(20.0, 30.0, 28.5)","(4.6, 5.6, 5.45)","(7.0, 10.5, 10.344827586206897)","(4.8, 5.5, 5.489473684210527)","(7.0, 8.2, 8.05511811023622)","(3.7, 4.5, 4.483333333333333)"
09-01-2023 13:02:17.401457,"(6.0, 7.2, 7.024)","(20.0, 30.0, 27.555555555555557)","(4.6, 5.6, 5.472727272727273)","(7.0, 10.5, 10.344827586206897)","(4.8, 5.5, 5.489473684210527)","(7.5, 8.2, 8.056)","(3.7, 4.5, 4.487878787878788)"
09-01-2023 13:02:18.525985,"(6.0, 7.2, 7.024)","(20.0, 30.0, 27.130434782608695)","(4.6, 5.5, 5.2785714285714285)","(7.0, 10.5, 10.344827586206897)","(4.8, 5.5, 5.489473684210527)","(7.5, 8.2, 8.096907216494845)","(3.7, 4.5, 4.487878787878788)"
09-01-2023 13:02:19.566749,"(6.0, 7.2, 7.024)","(20.0, 30.0, 27.130434782608695)","(4.6, 5.5, 5.2785714285714285)","(7.0, 10.5, 10.344827586206897)","(4.8, 5.5, 5.489473684210527)","(7.5, 8.2, 8.096907216494845)","(3.7, 4.5, 4.525531914893617)"
09-01-2023 13:02:20.591440,"(6.0, 7.2, 7.024)","(19.0, 30.0, 27.130434782608695)","(4.6, 5.5, 5.2785714285714285)","(7.0, 10.5, 10.344827586206897)","(4.8, 5.5, 5.425000000000001)","(7.5, 8.2, 8.1)","(3.8, 4.7, 4.523529411764706)"
09-01-2023 13:02:21.643823,"(6.0, 7.2, 7.024)","(19.0, 30.0, 27.130434782608695)","(4.6, 5.7, 5.269444444444445)","(7.0, 10.5, 10.344827586206897)","(4.8, 5.5, 5.425000000000001)","(7.5, 8.2, 8.098947368421053)","(3.8, 4.7, 4.570588235294117)"
09-01-2023 13:02:22.609036,"(6.0, 7.2, 6.912621359223301)","(19.0, 30.0, 27.130434782608695)","(4.6, 5.7, 5.355844155844156)","(7.0, 10.5, 10.344827586206897)","(4.8, 5.5, 5.425000000000001)","(7.5, 8.2, 8.094)","(3.8, 4.7, 4.63)"
09-01-2023 13:02:23.620216,"(6.0, 7.2, 6.914851485148515)","(19.0, 30.0, 27.642857142857142)","(4.6, 5.6, 5.58)","(7.0, 10.5, 10.275)","(4.8, 5.5, 5.44)","(7.5, 8.2, 8.079545454545455)","(3.8, 4.7, 4.54)"
09-01-2023 13:02:24.647114,"(6.0, 7.2, 6.885393258426967)","(19.0, 30.0, 27.642857142857142)","(4.6, 5.7, 5.424444444444444)","(7.0, 10.5, 10.304347826086957)","(4.8, 5.5, 5.44)","(7.5, 8.2, 8.079545454545455)","(3.8, 4.7, 4.54)"
09-01-2023 13:02:25.811741,"(6.0, 7.2, 6.892307692307692)","(19.0, 29.0, 27.863636363636363)","(4.6, 5.7, 5.519847328244275)","(7.0, 10.5, 10.304347826086957)","(4.8, 5.5, 5.472727272727273)","(7.5, 8.2, 8.094)","(3.8, 4.7, 4.636842105263158)"
09-01-2023 13:02:26.944961,"(6.0, 7.2, 6.888421052631579)","(19.0, 29.0, 27.14814814814815)","(4.6, 5.7, 5.519847328244275)","(7.0, 10.5, 10.344827586206897)","(4.8, 5.5, 5.472727272727273)","(7.5, 8.2, 8.094)","(3.8, 4.7, 4.636842105263158)"
09-01-2023 13:02:28.083560,"(6.0, 7.0, 6.842424242424242)","(19.0, 28.0, 26.428571428571427)","(4.6, 5.7, 5.527737226277372)","(7.0, 10.5, 10.359375)","(4.8, 5.5, 5.488888888888889)","(7.5, 8.2, 8.094)","(3.8, 4.7, 4.636842105263158)"
09-01-2023 13:02:29.176450,"(6.0, 7.0, 6.842424242424242)","(19.0, 28.0, 26.428571428571427)","(4.6, 5.7, 5.527737226277372)","(7.0, 10.5, 10.359375)","(4.8, 5.5, 5.472727272727273)","(7.0, 8.2, 8.094)","(3.8, 4.7, 4.636842105263158)"
09-01-2023 13:02:30.241293,"(6.0, 7.0, 6.842424242424242)","(19.0, 30.0, 29.1)","(4.6, 5.7, 5.428735632183908)","(7.0, 10.5, 10.359375)","(4.8, 5.5, 5.472727272727273)","(7.0, 8.2, 8.094)","(3.8, 4.7, 4.494736842105263)"
09-01-2023 13:02:31.285816,"(6.0, 7.0, 6.842424242424242)","(19.0, 30.0, 28.434782608695652)","(4.6, 5.7, 5.428735632183908)","(7.0, 10.5, 10.359375)","(4.8, 5.5, 5.488888888888889)","(7.0, 8.2, 8.094)","(3.8, 4.6, 4.483333333333333)"
09-01-2023 13:02:32.269838,"(6.0, 7.0, 6.946938775510204)","(19.0, 30.0, 27.642857142857142)","(4.6, 5.7, 5.443478260869565)","(7.0, 10.5, 10.359375)","(4.8, 5.5, 5.488888888888889)","(7.0, 8.2, 8.094949494949494)","(3.8, 4.6, 4.472727272727273)"
09-01-2023 13:02:33.324477,"(6.0, 6.8, 6.784782608695652)","(19.0, 30.0, 27.642857142857142)","(4.6, 5.7, 5.4)","(7.0, 10.0, 9.972413793103449)","(4.8, 5.5, 5.488888888888889)","(7.0, 8.2, 8.032982456140351)","(3.8, 4.6, 4.472727272727273)"
09-01-2023 13:02:34.340059,"(6.0, 6.8, 6.78494623655914)","(19.0, 30.0, 27.642857142857142)","(4.6, 5.7, 5.4)","(7.0, 10.0, 9.96923076923077)","(4.8, 5.5, 5.496969696969697)","(7.0, 8.2, 8.025641025641026)","(3.8, 4.6, 4.537)"
