,Safe Hustle,If I Din Havadime,More Special,Fine Line,Kamaka
07-01-2023 14:20:04.285419,"(9.0, 12.0, 11.68421052631579)","(4.8, 5.8, 5.412903225806452)","(2.4, 2.88, 2.8410526315789473)","(9.0, 10.5, 10.444444444444445)","(3.3, 3.9, 3.8872340425531915)"
07-01-2023 14:20:05.214469,"(9.0, 12.0, 11.68421052631579)","(4.8, 5.8, 5.412903225806452)","(2.4, 2.88, 2.8410526315789473)","(9.0, 10.5, 10.447916666666666)","(3.3, 3.9, 3.8872340425531915)"
07-01-2023 14:20:06.157950,"(9.0, 12.0, 11.68421052631579)","(4.8, 5.8, 5.412903225806452)","(2.4, 2.88, 2.8394936708860756)","(9.0, 10.5, 10.447916666666666)","(3.3, 3.9, 3.8872340425531915)"
07-01-2023 14:20:07.039284,"(9.0, 12.0, 11.68421052631579)","(4.8, 5.8, 5.414285714285715)","(2.4, 2.88, 2.8367567567567566)","(9.0, 10.5, 10.447916666666666)","(3.3, 3.9, 3.8872340425531915)"
07-01-2023 14:20:08.018487,"(9.0, 10.5, 10.441176470588236)","(4.8, 5.4, 5.318181818181818)","(2.4, 2.82, 2.816190476190476)","(9.0, 10.5, 10.428571428571429)","(3.3, 3.95, 3.94468085106383)"
07-01-2023 14:20:08.863857,"(9.0, 12.5, 12.205882352941178)","(4.8, 5.8, 5.3238095238095235)","(2.4, 2.86, 2.8309090909090906)","(9.0, 10.5, 10.446808510638299)","(3.3, 3.95, 3.94468085106383)"
07-01-2023 14:20:09.728758,"(9.0, 12.5, 12.205882352941178)","(4.8, 5.8, 5.3238095238095235)","(2.4, 2.86, 2.8309090909090906)","(9.0, 10.5, 10.446808510638299)","(3.3, 3.95, 3.94468085106383)"
07-01-2023 14:20:10.562717,"(9.0, 11.0, 10.882352941176471)","(4.8, 5.4, 5.309090909090909)","(2.4, 2.82, 2.8180952380952378)","(9.0, 10.5, 10.4375)","(3.3, 3.95, 3.9488636363636367)"
07-01-2023 14:20:11.535313,"(9.0, 11.0, 10.882352941176471)","(4.8, 5.4, 5.309090909090909)","(2.4, 2.82, 2.8180952380952378)","(9.0, 10.5, 10.4375)","(3.3, 3.95, 3.947058823529412)"
07-01-2023 14:20:12.478616,"(9.0, 11.0, 10.882352941176471)","(4.8, 5.4, 5.309090909090909)","(2.4, 2.82, 2.8180952380952378)","(9.0, 10.5, 10.4375)","(3.3, 3.95, 3.947058823529412)"
07-01-2023 14:20:13.329805,"(9.0, 11.0, 10.882352941176471)","(4.8, 5.4, 5.309090909090909)","(2.4, 2.82, 2.8180952380952378)","(9.0, 10.5, 10.4375)","(3.3, 3.95, 3.947058823529412)"
07-01-2023 14:20:14.266789,"(9.0, 11.0, 10.882352941176471)","(4.8, 5.4, 5.303333333333333)","(2.4, 2.82, 2.818461538461538)","(9.0, 10.5, 10.446808510638299)","(3.3, 3.95, 3.947058823529412)"
07-01-2023 14:20:15.174103,"(9.0, 11.0, 10.882352941176471)","(4.8, 5.4, 5.303333333333333)","(2.4, 2.82, 2.818461538461538)","(9.0, 10.5, 10.446808510638299)","(3.3, 3.95, 3.947058823529412)"
07-01-2023 14:20:16.137518,"(9.0, 11.0, 10.882352941176471)","(4.8, 5.4, 5.303333333333333)","(2.4, 2.82, 2.818461538461538)","(9.0, 10.5, 10.446808510638299)","(3.3, 3.95, 3.947058823529412)"
07-01-2023 14:20:17.106206,"(9.0, 11.0, 10.882352941176471)","(4.8, 5.4, 5.303333333333333)","(2.4, 2.82, 2.818461538461538)","(9.0, 10.5, 10.446808510638299)","(3.3, 3.95, 3.947058823529412)"
07-01-2023 14:20:18.017371,"(9.0, 11.0, 10.882352941176471)","(4.8, 5.4, 5.305)","(2.4, 2.82, 2.813333333333333)","(9.0, 10.5, 10.446808510638299)","(3.3, 3.95, 3.947058823529412)"
07-01-2023 14:20:18.926014,"(9.0, 11.0, 10.857142857142858)","(4.8, 5.4, 5.305)","(2.4, 2.82, 2.813333333333333)","(9.0, 10.5, 10.446808510638299)","(3.3, 3.95, 3.9583333333333335)"
07-01-2023 14:20:19.829921,"(9.0, 11.0, 10.916666666666666)","(4.8, 5.3, 5.275)","(2.4, 2.86, 2.8238095238095235)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:20.770129,"(9.0, 12.0, 11.692307692307693)","(4.8, 5.3, 5.292105263157895)","(2.4, 2.86, 2.825333333333333)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:21.645906,"(9.0, 12.0, 11.866666666666667)","(4.8, 5.4, 5.266666666666667)","(2.4, 2.86, 2.824444444444444)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:22.595306,"(9.0, 12.5, 12.333333333333332)","(4.8, 5.4, 5.266666666666667)","(2.4, 2.86, 2.814285714285714)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:23.547531,"(9.0, 12.5, 12.333333333333332)","(4.8, 5.4, 5.266666666666667)","(2.4, 2.86, 2.814285714285714)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:24.453729,"(9.0, 12.5, 12.333333333333332)","(4.8, 5.4, 5.266666666666667)","(2.4, 2.86, 2.814285714285714)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:25.452730,"(9.0, 12.5, 12.333333333333332)","(4.8, 5.4, 5.266666666666667)","(2.4, 2.86, 2.7869230769230766)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:26.329895,"(9.0, 12.5, 12.333333333333332)","(4.8, 5.4, 5.266666666666667)","(2.4, 2.84, 2.7869230769230766)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:27.270890,"(9.0, 12.0, 11.75)","(4.8, 5.4, 5.266666666666667)","(2.4, 2.84, 2.795483870967742)","(9.0, 10.5, 11.042372881355933)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:28.187053,"(9.0, 12.0, 11.75)","(4.8, 5.4, 5.266666666666667)","(2.4, 2.84, 2.795483870967742)","(9.0, 11.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:29.067605,"(9.0, 12.0, 11.75)","(4.8, 5.4, 5.266666666666667)","(2.4, 2.84, 2.795483870967742)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:29.896165,"(9.0, 12.0, 11.75)","(4.8, 5.4, 5.266666666666667)","(2.4, 2.84, 2.828)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:30.761990,"(9.0, 12.0, 11.75)","(4.8, 5.4, 5.266666666666667)","(2.4, 2.84, 2.828)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:31.720429,"(9.0, 12.0, 11.75)","(4.8, 5.4, 5.266666666666667)","(2.4, 2.84, 2.828)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:32.533233,"(9.0, 11.5, 11.3125)","(4.8, 5.4, 5.25)","(2.4, 2.84, 2.828)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:33.443697,"(9.0, 11.5, 11.3125)","(4.8, 5.4, 5.25)","(2.4, 2.84, 2.828)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:34.396302,"(9.0, 11.5, 11.3125)","(4.8, 5.4, 5.28139534883721)","(2.4, 2.84, 2.828)","(9.0, 10.5, 10.418367346938776)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:35.304911,"(9.0, 11.5, 11.105263157894736)","(4.8, 5.4, 5.28139534883721)","(2.4, 2.84, 2.837333333333333)","(9.0, 10.5, 10.418367346938776)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:36.278809,"(9.0, 11.5, 11.105263157894736)","(4.8, 5.4, 5.315)","(2.4, 2.84, 2.8237288135593217)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:37.179484,"(9.0, 11.5, 11.105263157894736)","(4.8, 5.4, 5.315)","(2.4, 2.84, 2.8237288135593217)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:38.121109,"(9.0, 11.5, 11.105263157894736)","(4.8, 5.4, 5.315)","(2.4, 2.84, 2.8237288135593217)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:39.080134,"(9.0, 11.5, 11.105263157894736)","(4.8, 5.4, 5.315)","(2.4, 2.84, 2.8237288135593217)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9699999999999998)"
07-01-2023 14:20:40.016972,"(9.0, 11.5, 11.105263157894736)","(4.8, 5.4, 5.315)","(2.4, 2.84, 2.8237288135593217)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9823529411764707)"
07-01-2023 14:20:40.981855,"(9.0, 11.5, 10.91304347826087)","(4.8, 5.4, 5.315)","(2.4, 2.84, 2.8237288135593217)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9823529411764707)"
07-01-2023 14:20:41.868554,"(9.0, 11.5, 10.91304347826087)","(4.8, 5.4, 5.315)","(2.4, 2.84, 2.8237288135593217)","(9.0, 10.5, 10.445652173913043)","(3.3, 4.0, 3.9823529411764707)"
07-01-2023 14:20:42.828472,"(9.0, 11.5, 10.91304347826087)","(4.8, 5.4, 5.315)","(2.4, 2.84, 2.8237288135593217)","(9.0, 10.5, 10.445652173913043)","(3.4, 4.0, 3.9823529411764707)"
07-01-2023 14:20:43.750946,"(9.0, 11.5, 10.91304347826087)","(4.6, 5.4, 5.315)","(2.4, 2.84, 2.8237288135593217)","(10.0, 10.5, 10.445652173913043)","(3.4, 4.0, 3.9823529411764707)"
07-01-2023 14:20:44.638990,"(9.0, 11.5, 10.91304347826087)","(4.6, 5.4, 5.315)","(2.4, 2.84, 2.8237288135593217)","(10.0, 10.5, 10.445652173913043)","(3.4, 4.0, 3.9823529411764707)"
07-01-2023 14:20:45.595402,"(9.0, 11.5, 10.91304347826087)","(4.6, 5.4, 5.315)","(2.4, 2.84, 2.8237288135593217)","(10.0, 10.5, 10.445652173913043)","(3.4, 4.0, 3.966666666666667)"
07-01-2023 14:20:46.469146,"(9.0, 11.5, 10.91304347826087)","(4.6, 5.4, 5.311475409836066)","(2.4, 2.84, 2.804444444444444)","(10.0, 10.5, 10.445652173913043)","(3.4, 4.0, 3.966666666666667)"
07-01-2023 14:20:47.387638,"(9.0, 11.5, 10.91304347826087)","(4.6, 5.4, 5.311475409836066)","(2.4, 2.84, 2.804444444444444)","(10.0, 10.5, 10.445652173913043)","(3.4, 4.0, 3.966666666666667)"
07-01-2023 14:20:48.307751,"(9.0, 11.5, 10.91304347826087)","(4.6, 5.4, 5.311475409836066)","(2.4, 2.84, 2.804444444444444)","(10.0, 10.5, 10.445652173913043)","(3.4, 4.0, 3.966666666666667)"
07-01-2023 14:20:49.268861,"(9.0, 11.5, 10.91304347826087)","(4.6, 5.4, 5.311475409836066)","(2.4, 2.84, 2.804444444444444)","(10.0, 10.5, 10.445652173913043)","(3.4, 4.0, 3.966666666666667)"
07-01-2023 14:20:50.197353,"(9.0, 11.5, 10.91304347826087)","(4.6, 5.4, 5.311475409836066)","(2.4, 2.84, 2.804444444444444)","(10.0, 10.5, 10.445652173913043)","(3.4, 4.0, 3.966666666666667)"
07-01-2023 14:20:51.050798,"(9.0, 11.5, 10.91304347826087)","(4.6, 5.4, 5.26125)","(2.4, 2.84, 2.8295081967213114)","(10.0, 10.5, 10.445652173913043)","(3.4, 4.0, 3.966666666666667)"
07-01-2023 14:20:51.990971,"(9.0, 11.5, 11.235294117647058)","(4.6, 5.4, 5.295454545454546)","(2.4, 2.84, 2.8295081967213114)","(10.0, 11.0, 10.25)","(3.4, 4.0, 3.966666666666667)"
07-01-2023 14:20:52.903571,"(9.0, 11.5, 11.235294117647058)","(4.6, 5.4, 5.295454545454546)","(2.4, 2.84, 2.8295081967213114)","(10.0, 11.0, 10.25)","(3.4, 4.0, 3.966666666666667)"
07-01-2023 14:20:53.770944,"(9.0, 11.5, 11.235294117647058)","(4.6, 5.4, 5.295454545454546)","(2.4, 2.84, 2.8295081967213114)","(10.0, 11.0, 10.25)","(3.4, 4.0, 3.966666666666667)"
07-01-2023 14:20:54.731100,"(9.0, 11.5, 11.235294117647058)","(4.6, 5.4, 5.295454545454546)","(2.4, 2.84, 2.8295081967213114)","(10.0, 11.0, 10.25)","(3.4, 4.0, 3.966666666666667)"
07-01-2023 14:20:55.647271,"(9.0, 11.5, 11.235294117647058)","(4.6, 5.4, 5.295454545454546)","(2.4, 2.84, 2.8295081967213114)","(10.0, 11.0, 10.25)","(3.4, 4.0, 3.966666666666667)"
07-01-2023 14:20:56.588510,"(9.0, 11.5, 11.235294117647058)","(4.6, 5.4, 5.295454545454546)","(2.4, 2.84, 2.8295081967213114)","(10.0, 11.0, 10.25)","(3.4, 4.0, 3.966666666666667)"
07-01-2023 14:20:57.452942,"(9.0, 11.5, 11.235294117647058)","(4.6, 5.4, 5.295454545454546)","(2.4, 2.84, 2.8295081967213114)","(10.0, 11.0, 10.25)","(3.4, 4.0, 3.9424242424242424)"
07-01-2023 14:20:58.471860,"(9.0, 11.0, 10.947368421052632)","(4.6, 5.3, 5.272)","(2.4, 2.84, 2.834838709677419)","(10.0, 10.5, 10.214285714285714)","(3.4, 3.95, 3.9430555555555555)"
07-01-2023 14:20:59.309327,"(9.0, 11.5, 11.285714285714285)","(4.6, 5.3, 5.282978723404256)","(2.4, 2.84, 2.8296774193548386)","(10.0, 10.5, 10.214285714285714)","(3.4, 3.95, 3.9430555555555555)"
07-01-2023 14:21:00.155623,"(9.0, 11.5, 11.285714285714285)","(4.6, 5.3, 5.22112676056338)","(2.4, 2.84, 2.8136363636363635)","(10.0, 10.5, 9.89090909090909)","(3.4, 3.95, 3.9430555555555555)"
07-01-2023 14:21:00.987509,"(9.0, 11.5, 11.0)","(4.6, 5.3, 5.2709090909090905)","(2.4, 2.84, 2.8366666666666664)","(10.0, 10.0, 9.89090909090909)","(3.4, 3.95, 3.935294117647059)"
07-01-2023 14:21:01.786256,"(9.0, 11.5, 11.227272727272727)","(4.6, 5.4, 5.31044776119403)","(2.4, 2.84, 2.8368181818181815)","(10.0, 10.0, 9.873684210526315)","(3.4, 3.95, 3.935294117647059)"
07-01-2023 14:21:02.749058,"(9.0, 11.5, 11.227272727272727)","(4.6, 5.4, 5.31044776119403)","(2.4, 2.84, 2.8368181818181815)","(10.0, 10.0, 9.873684210526315)","(3.4, 3.95, 3.935294117647059)"
07-01-2023 14:21:03.624930,"(9.0, 11.5, 11.227272727272727)","(4.6, 5.4, 5.31044776119403)","(2.4, 2.84, 2.8368181818181815)","(10.0, 10.0, 9.873684210526315)","(3.4, 3.95, 3.935294117647059)"
07-01-2023 14:21:04.523549,"(9.0, 12.5, 12.368421052631579)","(4.6, 5.4, 5.31044776119403)","(2.4, 2.84, 2.8368181818181815)","(10.0, 10.0, 9.873684210526315)","(3.4, 3.9, 3.853448275862069)"
07-01-2023 14:21:05.474547,"(9.0, 13.0, 12.454545454545453)","(4.6, 5.4, 5.31044776119403)","(2.4, 2.84, 2.8368181818181815)","(10.0, 10.0, 9.873684210526315)","(3.4, 3.85, 3.8333333333333335)"
07-01-2023 14:21:06.372999,"(9.0, 13.0, 12.571428571428571)","(4.6, 5.4, 5.31044776119403)","(2.4, 2.84, 2.8368181818181815)","(10.0, 10.0, 9.64)","(3.4, 3.85, 3.8333333333333335)"
07-01-2023 14:21:07.383813,"(9.0, 13.0, 12.571428571428571)","(4.6, 5.4, 5.31044776119403)","(2.4, 2.84, 2.8368181818181815)","(10.0, 10.0, 9.64)","(3.4, 3.85, 3.82)"
07-01-2023 14:21:08.235236,"(9.0, 13.0, 12.571428571428571)","(4.6, 5.4, 5.31044776119403)","(2.4, 2.84, 2.8368181818181815)","(10.0, 10.0, 9.64)","(3.4, 3.85, 3.82)"
07-01-2023 14:21:09.163075,"(9.0, 13.0, 12.571428571428571)","(4.6, 5.4, 5.31044776119403)","(2.4, 2.84, 2.8368181818181815)","(10.0, 10.0, 9.64)","(3.4, 3.85, 3.82)"
07-01-2023 14:21:10.058932,"(9.0, 13.0, 12.571428571428571)","(4.6, 5.4, 5.31044776119403)","(2.4, 2.84, 2.8368181818181815)","(10.0, 10.0, 9.64)","(3.4, 3.85, 3.8966666666666665)"
07-01-2023 14:21:10.984395,"(9.0, 12.5, 12.045454545454545)","(4.6, 5.4, 5.31044776119403)","(2.4, 2.84, 2.8368181818181815)","(10.0, 10.0, 9.64)","(3.4, 3.9, 3.8966666666666665)"
07-01-2023 14:21:11.931780,"(9.0, 12.5, 12.045454545454545)","(4.6, 5.4, 5.31044776119403)","(2.4, 2.84, 2.8368181818181815)","(10.0, 10.0, 9.95)","(3.4, 3.9, 3.8966666666666665)"
07-01-2023 14:21:12.839836,"(9.0, 12.5, 12.045454545454545)","(4.6, 5.4, 5.31044776119403)","(2.4, 2.84, 2.8368181818181815)","(10.0, 10.5, 9.95)","(3.4, 3.9, 3.8966666666666665)"
07-01-2023 14:21:13.689855,"(9.0, 12.5, 12.045454545454545)","(4.6, 5.4, 5.31044776119403)","(2.4, 2.84, 2.8368181818181815)","(10.0, 10.5, 9.95)","(3.4, 3.9, 3.8966666666666665)"
07-01-2023 14:21:14.779031,"(9.0, 12.5, 12.045454545454545)","(4.6, 5.4, 5.31044776119403)","(2.4, 2.84, 2.838372093023256)","(10.0, 10.5, 9.95)","(3.4, 3.9, 3.898)"
07-01-2023 14:21:15.963562,"(9.0, 12.5, 12.045454545454545)","(4.6, 5.4, 5.31044776119403)","(2.4, 2.84, 2.838372093023256)","(10.0, 10.5, 9.95)","(3.4, 3.9, 3.898)"
07-01-2023 14:21:16.960162,"(9.0, 12.5, 12.045454545454545)","(4.8, 5.4, 5.31044776119403)","(2.4, 2.84, 2.838372093023256)","(9.0, 10.5, 9.95)","(3.4, 3.9, 3.898)"
07-01-2023 14:21:17.941627,"(9.0, 12.5, 12.045454545454545)","(4.8, 5.4, 5.31044776119403)","(2.4, 2.84, 2.837878787878788)","(9.0, 10.5, 9.28)","(3.4, 3.9, 3.885135135135135)"
07-01-2023 14:21:18.855798,"(9.0, 12.5, 12.1)","(4.8, 5.4, 5.31044776119403)","(2.4, 2.84, 2.837878787878788)","(9.0, 9.6, 9.28)","(3.4, 3.9, 3.89)"
07-01-2023 14:21:19.766480,"(9.0, 12.5, 12.1)","(4.8, 5.4, 5.31044776119403)","(2.4, 2.84, 2.837878787878788)","(9.0, 9.6, 9.28)","(3.4, 3.9, 3.96)"
07-01-2023 14:21:20.759375,"(9.0, 12.0, 11.7)","(4.8, 5.4, 5.31044776119403)","(2.4, 2.84, 2.837878787878788)","(9.0, 9.6, 9.879999999999999)","(3.4, 4.0, 3.9458333333333333)"
07-01-2023 14:21:21.718990,"(9.0, 11.5, 11.26923076923077)","(4.8, 5.4, 5.28)","(2.4, 2.84, 2.8366666666666664)","(9.0, 11.0, 10.275)","(3.4, 4.0, 3.9458333333333333)"
07-01-2023 14:21:22.635528,"(9.0, 12.0, 11.833333333333334)","(4.8, 5.4, 5.28)","(2.4, 2.84, 2.8366666666666664)","(9.0, 10.5, 9.85)","(3.4, 4.0, 3.9458333333333333)"
07-01-2023 14:21:23.477530,"(9.0, 12.0, 11.846153846153847)","(4.8, 5.4, 5.28)","(2.4, 2.84, 2.8366666666666664)","(9.0, 10.5, 9.633333333333333)","(3.4, 4.0, 3.9458333333333333)"
07-01-2023 14:21:24.432868,"(9.0, 11.0, 10.631578947368421)","(4.8, 5.3, 5.230434782608695)","(2.4, 2.84, 2.821176470588235)","(9.0, 11.0, 10.425)","(3.4, 4.0, 3.898148148148148)"
07-01-2023 14:21:25.330243,"(9.0, 11.5, 11.423076923076923)","(4.8, 5.2, 5.192857142857143)","(2.4, 2.84, 2.821176470588235)","(9.0, 10.5, 10.425)","(3.4, 3.9, 3.898148148148148)"
07-01-2023 14:21:26.180685,"(9.0, 11.5, 11.423076923076923)","(4.8, 5.2, 5.192857142857143)","(2.4, 2.84, 2.821142857142857)","(9.0, 10.5, 10.425)","(3.4, 3.9, 3.898148148148148)"
07-01-2023 14:21:27.134081,"(9.0, 11.5, 11.423076923076923)","(4.8, 5.2, 5.192857142857143)","(2.4, 2.84, 2.8206249999999997)","(9.0, 10.5, 10.470588235294118)","(3.4, 3.9, 3.8978260869565218)"
07-01-2023 14:21:28.056890,"(9.0, 11.5, 11.484848484848484)","(4.8, 5.2, 5.190909090909091)","(2.4, 2.84, 2.821904761904762)","(9.0, 10.5, 10.470588235294118)","(3.4, 3.9, 3.8978260869565218)"
07-01-2023 14:21:28.965339,"(9.0, 11.5, 11.470588235294118)","(4.8, 5.2, 5.190909090909091)","(2.4, 2.84, 2.821904761904762)","(9.0, 10.5, 10.484848484848484)","(3.4, 3.9, 3.9011627906976747)"
07-01-2023 14:21:29.973035,"(9.0, 11.5, 11.484848484848484)","(4.8, 5.3, 5.164516129032258)","(2.4, 2.84, 2.808333333333333)","(9.0, 10.5, 10.484848484848484)","(3.4, 3.95, 3.9011627906976747)"
07-01-2023 14:21:30.840103,"(9.0, 11.5, 11.484848484848484)","(4.8, 5.3, 5.164516129032258)","(2.4, 2.84, 2.808333333333333)","(9.0, 10.5, 10.484848484848484)","(3.4, 3.95, 3.9011627906976747)"
07-01-2023 14:21:31.745381,"(9.0, 11.5, 11.484848484848484)","(4.8, 5.3, 5.164516129032258)","(2.4, 2.84, 2.808333333333333)","(9.0, 10.5, 10.484848484848484)","(3.4, 3.95, 3.9011627906976747)"
07-01-2023 14:21:32.615350,"(9.0, 11.5, 11.484848484848484)","(4.8, 5.3, 5.164516129032258)","(2.4, 2.84, 2.808333333333333)","(9.0, 10.5, 10.484848484848484)","(3.4, 3.95, 3.9011627906976747)"
07-01-2023 14:21:33.600700,"(9.0, 11.5, 11.484848484848484)","(4.8, 5.3, 5.164516129032258)","(2.4, 2.84, 2.808333333333333)","(9.0, 10.5, 10.484848484848484)","(3.4, 3.95, 3.9011627906976747)"
07-01-2023 14:21:34.504455,"(9.0, 11.5, 11.484848484848484)","(4.8, 5.3, 5.164516129032258)","(2.4, 2.84, 2.808333333333333)","(9.0, 10.5, 10.484848484848484)","(3.4, 3.95, 3.9011627906976747)"
07-01-2023 14:21:35.419992,"(9.0, 11.5, 11.484848484848484)","(4.8, 5.3, 5.164516129032258)","(2.4, 2.84, 2.808333333333333)","(9.0, 10.5, 10.484848484848484)","(3.4, 3.95, 3.9011627906976747)"
07-01-2023 14:21:36.396342,"(9.0, 11.5, 11.484848484848484)","(4.8, 5.3, 5.164516129032258)","(2.4, 2.84, 2.8057142857142856)","(9.0, 10.5, 10.484848484848484)","(3.4, 3.95, 3.884375)"
07-01-2023 14:21:37.241334,"(9.0, 11.5, 11.484848484848484)","(4.8, 5.3, 5.214285714285714)","(2.4, 2.84, 2.8057142857142856)","(9.0, 10.5, 10.484848484848484)","(3.4, 3.95, 3.884375)"
07-01-2023 14:21:38.140653,"(9.0, 11.5, 11.484848484848484)","(4.8, 5.3, 5.214285714285714)","(2.4, 2.84, 2.8057142857142856)","(9.0, 10.5, 10.484848484848484)","(3.4, 3.95, 3.884375)"
07-01-2023 14:21:39.057690,"(9.0, 11.5, 11.484848484848484)","(4.8, 5.3, 5.214285714285714)","(2.4, 2.84, 2.8057142857142856)","(9.0, 10.5, 10.484848484848484)","(3.4, 3.95, 3.884375)"
07-01-2023 14:21:39.935212,"(9.0, 11.5, 11.484848484848484)","(4.8, 5.3, 5.214285714285714)","(2.4, 2.84, 2.8057142857142856)","(9.0, 10.5, 10.484848484848484)","(3.4, 3.95, 3.886065573770492)"
07-01-2023 14:21:40.816303,"(9.0, 11.5, 11.484848484848484)","(4.8, 5.3, 5.207692307692308)","(2.4, 2.84, 2.8057142857142856)","(9.0, 10.5, 10.484848484848484)","(3.4, 3.95, 3.87)"
07-01-2023 14:21:41.688007,"(9.0, 11.5, 11.41025641025641)","(4.8, 5.2, 5.163636363636364)","(2.4, 2.84, 2.8321052631578945)","(9.0, 10.5, 10.4)","(3.4, 3.9, 3.87)"
07-01-2023 14:21:42.549761,"(9.0, 11.5, 11.41025641025641)","(4.8, 5.2, 5.163636363636364)","(2.4, 2.84, 2.8321052631578945)","(9.0, 10.5, 10.4)","(3.4, 3.9, 3.87)"
07-01-2023 14:21:43.481278,"(9.0, 11.5, 11.41025641025641)","(4.8, 5.2, 5.158333333333333)","(2.4, 2.84, 2.8321052631578945)","(9.0, 10.5, 11.087301587301587)","(3.4, 3.9, 3.785)"
07-01-2023 14:21:44.352299,"(9.0, 12.0, 11.823529411764707)","(4.8, 5.2, 5.153846153846154)","(2.4, 2.82, 2.814285714285714)","(9.0, 11.5, 11.096774193548388)","(3.4, 3.85, 3.796666666666667)"
07-01-2023 14:21:45.273059,"(9.0, 12.0, 11.736842105263158)","(4.8, 5.2, 5.153846153846154)","(2.4, 2.82, 2.811111111111111)","(9.0, 11.5, 11.066666666666666)","(3.4, 3.85, 3.77258064516129)"
07-01-2023 14:21:46.156371,"(9.0, 12.0, 11.7)","(4.8, 5.2, 5.153846153846154)","(2.4, 2.82, 2.8175)","(9.0, 11.5, 11.066666666666666)","(3.4, 3.85, 3.77258064516129)"
07-01-2023 14:21:46.975503,"(9.0, 12.0, 11.7)","(4.8, 5.2, 5.153846153846154)","(2.4, 2.82, 2.8175)","(9.0, 11.5, 11.066666666666666)","(3.4, 3.85, 3.77258064516129)"
07-01-2023 14:21:47.858735,"(9.0, 12.0, 11.7)","(4.8, 5.2, 5.153846153846154)","(2.4, 2.82, 2.8175)","(9.0, 11.5, 11.066666666666666)","(3.4, 3.85, 3.77258064516129)"
07-01-2023 14:21:48.804257,"(9.0, 12.0, 11.7)","(4.8, 5.2, 5.153846153846154)","(2.4, 2.82, 2.8175)","(9.0, 11.5, 11.066666666666666)","(3.4, 3.85, 3.77258064516129)"
07-01-2023 14:21:49.812850,"(9.0, 12.0, 11.7)","(4.8, 5.2, 5.153846153846154)","(2.4, 2.82, 2.8175)","(9.0, 11.5, 11.066666666666666)","(3.4, 3.85, 3.77258064516129)"
07-01-2023 14:21:50.744863,"(9.0, 12.0, 11.7)","(4.8, 5.2, 5.173684210526316)","(2.4, 2.82, 2.8175)","(9.0, 11.5, 11.066666666666666)","(3.4, 3.85, 3.77258064516129)"
07-01-2023 14:21:51.679800,"(9.0, 12.0, 11.7)","(4.8, 5.3, 5.193333333333333)","(2.4, 2.82, 2.8175)","(9.0, 11.5, 10.95945945945946)","(3.4, 3.85, 3.815714285714286)"
07-01-2023 14:21:52.633857,"(9.0, 11.5, 11.451612903225806)","(4.8, 5.2, 5.163636363636364)","(2.4, 2.82, 2.811914893617021)","(9.0, 11.0, 10.95945945945946)","(3.4, 3.85, 3.815714285714286)"
07-01-2023 14:21:53.628788,"(9.0, 11.5, 11.451612903225806)","(4.8, 5.2, 5.163636363636364)","(2.4, 2.82, 2.811914893617021)","(9.0, 11.0, 11.048387096774194)","(3.4, 3.85, 3.834375)"
