,Safe Hustle,If I Din Havadime,More Special,Fine Line,Kamaka
07-01-2023 14:21:54.625534,"(9.0, 12.0, 11.682926829268293)","(4.8, 5.3, 5.184848484848485)","(2.4, 2.82, 2.794915254237288)","(9.0, 11.5, 10.95945945945946)","(3.4, 3.85, 3.8114583333333334)"
07-01-2023 14:21:55.567137,"(9.0, 11.5, 11.451612903225806)","(4.8, 5.3, 5.282539682539682)","(2.4, 2.8, 2.794915254237288)","(9.0, 11.0, 10.95945945945946)","(3.4, 3.85, 3.8183333333333334)"
07-01-2023 14:21:56.376740,"(9.0, 11.5, 11.451612903225806)","(4.8, 5.3, 5.28)","(2.4, 2.8, 2.7897435897435896)","(9.0, 11.0, 10.95945945945946)","(3.4, 3.85, 3.8183333333333334)"
07-01-2023 14:21:57.312975,"(9.0, 12.0, 11.64864864864865)","(4.8, 5.3, 5.288)","(2.4, 2.8, 2.7857142857142856)","(9.0, 11.5, 11.32089552238806)","(3.4, 3.8, 3.757142857142857)"
07-01-2023 14:21:58.241410,"(9.0, 12.0, 11.64864864864865)","(4.8, 5.3, 5.288)","(2.4, 2.8, 2.7857142857142856)","(9.0, 11.5, 11.32089552238806)","(3.4, 3.8, 3.757142857142857)"
07-01-2023 14:21:59.160314,"(9.0, 12.0, 11.64864864864865)","(4.8, 5.3, 5.288)","(2.4, 2.8, 2.7857142857142856)","(9.0, 11.5, 11.307142857142857)","(3.4, 3.8, 3.794)"
07-01-2023 14:22:00.047399,"(9.0, 11.5, 11.48)","(4.8, 5.3, 5.26984126984127)","(2.4, 2.78, 2.7699999999999996)","(9.0, 11.5, 11.31159420289855)","(3.4, 3.8, 3.7978260869565217)"
07-01-2023 14:22:00.859417,"(9.0, 12.0, 11.666666666666666)","(4.8, 5.3, 5.272131147540984)","(2.4, 2.78, 2.7657142857142856)","(9.0, 11.5, 11.31159420289855)","(3.4, 3.8, 3.7978260869565217)"
07-01-2023 14:22:01.767886,"(9.0, 12.0, 11.666666666666666)","(4.8, 5.3, 5.272131147540984)","(2.4, 2.78, 2.7657142857142856)","(9.0, 11.5, 11.31159420289855)","(3.4, 3.8, 3.7978260869565217)"
07-01-2023 14:22:02.587121,"(9.0, 12.0, 11.666666666666666)","(4.8, 5.3, 5.266666666666667)","(2.4, 2.78, 2.7657142857142856)","(9.0, 11.5, 11.31159420289855)","(3.4, 3.8, 3.7978260869565217)"
07-01-2023 14:22:03.535974,"(9.0, 12.0, 11.666666666666666)","(4.8, 5.3, 5.266666666666667)","(2.4, 2.78, 2.7657142857142856)","(9.0, 11.5, 11.31159420289855)","(3.4, 3.8, 3.7978260869565217)"
07-01-2023 14:22:04.436894,"(9.0, 12.0, 11.666666666666666)","(4.8, 5.3, 5.266666666666667)","(2.4, 2.78, 2.7657142857142856)","(9.0, 11.5, 11.307142857142857)","(3.4, 3.8, 3.7674603174603174)"
07-01-2023 14:22:05.232124,"(9.0, 11.5, 11.48)","(4.8, 5.3, 5.28)","(2.4, 2.78, 2.7699999999999996)","(9.0, 11.5, 11.307142857142857)","(3.4, 3.8, 3.7674603174603174)"
07-01-2023 14:22:06.133908,"(9.0, 12.0, 11.653846153846153)","(4.8, 5.5, 5.42)","(2.4, 2.76, 2.7566666666666664)","(9.0, 11.5, 11.290322580645162)","(3.4, 3.75, 3.7430379746835443)"
07-01-2023 14:22:07.048130,"(10.0, 12.0, 11.653846153846153)","(4.6, 5.5, 5.42)","(2.4, 2.76, 2.7566666666666664)","(9.0, 11.5, 11.290322580645162)","(3.3, 3.75, 3.7430379746835443)"
07-01-2023 14:22:07.921498,"(10.0, 12.0, 11.653846153846153)","(4.6, 5.5, 5.4)","(2.4, 2.76, 2.7566666666666664)","(9.0, 11.5, 11.25)","(3.3, 3.75, 3.742763157894737)"
07-01-2023 14:22:08.767124,"(10.0, 12.0, 11.653846153846153)","(4.6, 5.4, 5.35625)","(2.4, 2.74, 2.73795918367347)","(9.0, 11.5, 11.22340425531915)","(3.3, 3.75, 3.742763157894737)"
07-01-2023 14:22:09.589607,"(10.0, 12.0, 11.653846153846153)","(4.6, 5.4, 5.35625)","(2.4, 2.74, 2.73795918367347)","(9.0, 11.5, 11.21)","(3.3, 3.75, 3.742763157894737)"
07-01-2023 14:22:10.463417,"(10.0, 12.0, 11.653846153846153)","(4.6, 5.4, 5.35625)","(2.4, 2.74, 2.73795918367347)","(9.0, 11.5, 11.21)","(3.3, 3.75, 3.742763157894737)"
07-01-2023 14:22:11.268169,"(10.0, 12.0, 11.653846153846153)","(4.6, 5.4, 5.390000000000001)","(2.4, 2.74, 2.73795918367347)","(9.0, 11.5, 11.21)","(3.3, 3.75, 3.742763157894737)"
07-01-2023 14:22:12.150589,"(10.0, 12.0, 11.80952380952381)","(4.6, 5.4, 5.390000000000001)","(2.4, 2.74, 2.7383333333333337)","(9.0, 11.5, 11.214285714285714)","(3.3, 3.75, 3.742763157894737)"
07-01-2023 14:22:13.071222,"(10.0, 12.0, 11.73913043478261)","(4.6, 5.4, 5.390000000000001)","(2.4, 2.74, 2.7383333333333337)","(9.0, 11.5, 11.214285714285714)","(3.3, 3.75, 3.742763157894737)"
07-01-2023 14:22:13.883676,"(10.0, 12.0, 11.73913043478261)","(4.6, 5.4, 5.390000000000001)","(2.4, 2.72, 2.714934497816594)","(9.0, 11.5, 11.214285714285714)","(3.3, 3.75, 3.742763157894737)"
07-01-2023 14:22:14.745060,"(10.0, 12.0, 11.73913043478261)","(4.6, 5.4, 5.392857142857143)","(2.4, 2.68, 2.667222222222222)","(9.0, 11.5, 11.214285714285714)","(3.3, 3.8, 3.7595238095238095)"
07-01-2023 14:22:15.556300,"(10.0, 12.0, 11.73913043478261)","(4.6, 5.4, 5.392857142857143)","(2.4, 2.68, 2.66875)","(9.0, 11.5, 11.214285714285714)","(3.3, 3.8, 3.7595238095238095)"
07-01-2023 14:22:16.353138,"(10.0, 12.0, 11.73913043478261)","(4.6, 5.4, 5.392857142857143)","(2.4, 2.68, 2.66875)","(9.0, 11.5, 11.214285714285714)","(3.3, 3.8, 3.7595238095238095)"
07-01-2023 14:22:17.177399,"(10.0, 12.0, 11.73913043478261)","(4.6, 5.4, 5.392857142857143)","(2.4, 2.68, 2.66875)","(9.0, 11.5, 11.214285714285714)","(3.3, 3.8, 3.7595238095238095)"
07-01-2023 14:22:18.031342,"(10.0, 12.0, 11.785714285714286)","(4.6, 5.4, 5.3954545454545455)","(2.4, 2.68, 2.66875)","(9.0, 11.5, 11.238636363636363)","(3.3, 3.8, 3.783333333333333)"
07-01-2023 14:22:18.832068,"(10.0, 12.0, 11.785714285714286)","(4.6, 5.4, 5.3954545454545455)","(2.4, 2.68, 2.66875)","(9.0, 11.5, 11.201923076923077)","(3.3, 3.85, 3.783333333333333)"
07-01-2023 14:22:19.643191,"(10.0, 12.0, 11.666666666666666)","(4.6, 5.4, 5.3954545454545455)","(2.4, 2.68, 2.664347826086957)","(9.0, 11.5, 11.201923076923077)","(3.3, 3.85, 3.788095238095238)"
07-01-2023 14:22:20.509550,"(10.0, 12.0, 11.666666666666666)","(4.6, 5.5, 5.483333333333333)","(2.4, 2.64, 2.63)","(9.0, 11.5, 11.201923076923077)","(3.3, 3.9, 3.8923076923076922)"
07-01-2023 14:22:21.336716,"(10.0, 12.0, 11.666666666666666)","(4.6, 5.5, 5.483333333333333)","(2.4, 2.62, 2.6171428571428574)","(9.0, 11.5, 11.201923076923077)","(3.3, 3.95, 3.9119718309859155)"
07-01-2023 14:22:22.171168,"(10.0, 12.0, 11.538461538461538)","(4.6, 5.5, 5.483333333333333)","(2.4, 2.62, 2.6171428571428574)","(9.0, 11.5, 11.201923076923077)","(3.3, 3.95, 3.92)"
07-01-2023 14:22:23.037676,"(10.0, 12.0, 11.538461538461538)","(4.6, 5.5, 5.483333333333333)","(2.4, 2.62, 2.6171428571428574)","(9.0, 11.5, 11.170212765957446)","(3.3, 3.95, 3.92)"
07-01-2023 14:22:23.885629,"(10.0, 12.0, 11.538461538461538)","(4.6, 5.5, 5.483333333333333)","(2.4, 2.62, 2.6171428571428574)","(9.0, 11.5, 11.170212765957446)","(3.3, 3.95, 3.92)"
07-01-2023 14:22:24.722082,"(10.0, 12.0, 11.538461538461538)","(4.6, 5.5, 5.483333333333333)","(2.4, 2.62, 2.6104761904761906)","(9.0, 11.5, 11.170212765957446)","(3.3, 3.95, 3.92)"
07-01-2023 14:22:25.567353,"(10.0, 12.0, 11.76923076923077)","(4.6, 5.5, 5.483333333333333)","(2.4, 2.6, 2.583076923076923)","(9.0, 11.5, 11.133333333333333)","(3.3, 3.95, 3.92)"
07-01-2023 14:22:26.421418,"(10.0, 12.0, 11.76923076923077)","(4.6, 5.6, 5.553846153846154)","(2.4, 2.6, 2.5654901960784313)","(9.0, 11.5, 11.133333333333333)","(3.3, 3.95, 3.925)"
07-01-2023 14:22:27.252157,"(10.0, 12.0, 11.76923076923077)","(4.6, 5.6, 5.553846153846154)","(2.4, 2.6, 2.5654901960784313)","(9.0, 11.5, 11.133333333333333)","(3.3, 3.95, 3.9186046511627906)"
07-01-2023 14:22:28.053479,"(10.0, 12.0, 11.76923076923077)","(4.6, 5.6, 5.553846153846154)","(2.4, 2.58, 2.5575)","(9.0, 11.5, 11.133333333333333)","(3.3, 4.0, 3.9583333333333335)"
07-01-2023 14:22:28.931993,"(10.0, 12.0, 11.76923076923077)","(4.6, 5.6, 5.551851851851851)","(2.4, 2.56, 2.55)","(9.0, 11.5, 11.153846153846153)","(3.3, 4.0, 3.9583333333333335)"
07-01-2023 14:22:29.872921,"(10.0, 12.0, 11.76923076923077)","(4.6, 5.6, 5.551851851851851)","(2.4, 2.56, 2.55)","(9.0, 11.5, 11.153846153846153)","(3.3, 4.0, 3.9583333333333335)"
07-01-2023 14:22:30.712170,"(10.0, 12.0, 11.714285714285714)","(4.6, 5.7, 5.628571428571428)","(2.4, 2.56, 2.5516666666666667)","(9.0, 11.5, 11.153846153846153)","(3.3, 4.0, 3.9583333333333335)"
07-01-2023 14:22:31.613439,"(10.0, 12.0, 11.76923076923077)","(4.6, 5.7, 5.635294117647058)","(2.4, 2.56, 2.5516666666666667)","(9.0, 11.5, 11.153846153846153)","(3.3, 4.0, 3.922222222222222)"
07-01-2023 14:22:32.511436,"(10.0, 12.0, 11.76923076923077)","(4.6, 5.7, 5.635294117647058)","(2.4, 2.56, 2.5475)","(9.0, 11.5, 11.153846153846153)","(3.3, 4.0, 3.9175438596491228)"
07-01-2023 14:22:33.334544,"(10.0, 12.0, 11.714285714285714)","(4.6, 5.7, 5.633333333333333)","(2.4, 2.56, 2.54)","(9.0, 11.5, 11.153846153846153)","(3.3, 4.1, 4.029850746268656)"
07-01-2023 14:22:34.157877,"(10.0, 12.0, 11.76923076923077)","(4.6, 5.7, 5.633333333333333)","(2.4, 2.54, 2.52)","(9.0, 11.5, 11.153846153846153)","(3.3, 4.1, 4.035897435897436)"
07-01-2023 14:22:35.015580,"(10.0, 11.5, 11.416666666666666)","(4.6, 5.7, 5.636363636363636)","(2.4, 2.58, 2.5713725490196078)","(9.0, 11.5, 11.142857142857142)","(3.3, 4.1, 4.028865979381443)"
07-01-2023 14:22:35.886240,"(10.0, 12.0, 11.666666666666666)","(4.6, 5.7, 5.688888888888889)","(2.4, 2.56, 2.528)","(9.0, 11.5, 11.08695652173913)","(3.3, 4.1, 4.035897435897436)"
07-01-2023 14:22:36.794962,"(10.0, 12.0, 11.666666666666666)","(4.6, 5.7, 5.688888888888889)","(2.4, 2.56, 2.548)","(9.0, 11.5, 11.08695652173913)","(3.3, 4.1, 4.037837837837838)"
07-01-2023 14:22:37.645209,"(10.0, 12.0, 11.588235294117647)","(4.6, 5.7, 5.688888888888889)","(2.4, 2.56, 2.5473469387755103)","(9.0, 11.5, 11.470588235294118)","(3.3, 4.1, 4.037837837837838)"
07-01-2023 14:22:38.485048,"(10.0, 12.0, 11.633333333333333)","(4.6, 5.7, 5.622222222222222)","(2.4, 2.58, 2.5603921568627452)","(9.0, 11.5, 11.470588235294118)","(3.3, 4.1, 3.9836734693877554)"
07-01-2023 14:22:39.393043,"(10.0, 12.0, 11.655172413793103)","(4.6, 5.7, 5.653333333333333)","(2.4, 2.58, 2.5603921568627452)","(9.0, 11.5, 11.23076923076923)","(3.3, 4.0, 3.9347826086956523)"
07-01-2023 14:22:40.221819,"(10.0, 12.0, 11.655172413793103)","(4.6, 5.7, 5.653333333333333)","(2.4, 2.58, 2.5603921568627452)","(9.0, 11.5, 11.23076923076923)","(3.3, 4.0, 3.9347826086956523)"
07-01-2023 14:22:41.095448,"(10.0, 12.0, 11.59375)","(4.6, 5.8, 5.7803571428571425)","(2.4, 2.58, 2.5585714285714287)","(9.0, 11.5, 11.23076923076923)","(3.3, 4.0, 3.9347826086956523)"
07-01-2023 14:22:41.993502,"(10.0, 12.0, 11.655172413793103)","(4.8, 5.8, 5.790384615384616)","(2.4, 2.58, 2.5585714285714287)","(9.0, 11.0, 10.73076923076923)","(3.3, 4.0, 3.916)"
07-01-2023 14:22:42.879281,"(10.0, 12.0, 11.655172413793103)","(4.8, 5.8, 5.790384615384616)","(2.4, 2.58, 2.5585714285714287)","(9.0, 11.0, 10.948148148148148)","(3.3, 4.0, 3.916)"
07-01-2023 14:22:43.763166,"(10.0, 12.0, 11.655172413793103)","(4.8, 5.8, 5.790384615384616)","(2.4, 2.58, 2.5686792452830187)","(9.0, 10.5, 10.477611940298507)","(3.3, 4.0, 3.916)"
07-01-2023 14:22:44.657838,"(10.0, 12.0, 11.655172413793103)","(4.8, 5.8, 5.790384615384616)","(2.4, 2.58, 2.5686792452830187)","(9.0, 10.5, 10.477611940298507)","(3.3, 4.0, 3.916)"
07-01-2023 14:22:45.568750,"(10.0, 12.0, 11.655172413793103)","(4.8, 6.0, 5.991764705882353)","(2.4, 2.58, 2.5672340425531917)","(9.0, 10.5, 10.450704225352112)","(3.3, 3.95, 3.933673469387755)"
07-01-2023 14:22:46.462599,"(10.0, 12.0, 11.655172413793103)","(4.8, 6.0, 5.993975903614458)","(2.4, 2.6, 2.593377483443709)","(9.0, 10.5, 10.450704225352112)","(3.3, 3.95, 3.933673469387755)"
07-01-2023 14:22:47.287643,"(10.0, 12.0, 11.575757575757576)","(4.8, 6.2, 6.045)","(2.4, 2.6, 2.594875)","(9.0, 10.5, 10.450704225352112)","(3.3, 3.95, 3.9150793650793654)"
07-01-2023 14:22:48.144364,"(10.0, 12.0, 11.655172413793103)","(4.8, 6.2, 6.11578947368421)","(2.4, 2.6, 2.5959)","(9.0, 10.5, 10.450704225352112)","(3.3, 3.85, 3.823076923076923)"
07-01-2023 14:22:48.987612,"(10.0, 11.5, 11.475)","(4.8, 6.2, 6.0814814814814815)","(2.4, 2.62, 2.611794871794872)","(9.0, 10.5, 10.444444444444445)","(3.3, 3.9, 3.8575757575757574)"
07-01-2023 14:22:49.831075,"(10.0, 11.5, 11.475)","(4.8, 6.2, 6.0814814814814815)","(2.4, 2.62, 2.611794871794872)","(9.0, 10.5, 10.428082191780822)","(3.3, 3.9, 3.8575757575757574)"
07-01-2023 14:22:50.804016,"(10.0, 11.5, 11.475)","(4.8, 6.2, 6.0814814814814815)","(2.4, 2.62, 2.611794871794872)","(9.0, 10.5, 10.428082191780822)","(3.3, 3.9, 3.8573529411764707)"
07-01-2023 14:22:51.645631,"(10.0, 11.5, 11.475)","(4.8, 6.2, 6.0814814814814815)","(2.4, 2.62, 2.616)","(9.0, 10.5, 10.428082191780822)","(3.3, 3.9, 3.8573529411764707)"
07-01-2023 14:22:52.503867,"(10.0, 11.5, 11.475)","(4.8, 6.2, 6.0814814814814815)","(2.4, 2.62, 2.616)","(9.0, 10.5, 10.428082191780822)","(3.3, 3.9, 3.8573529411764707)"
07-01-2023 14:22:53.316079,"(10.0, 11.5, 11.475)","(4.8, 6.2, 6.0814814814814815)","(2.4, 2.62, 2.616)","(9.0, 10.5, 10.428082191780822)","(3.3, 3.9, 3.8573529411764707)"
07-01-2023 14:22:54.170086,"(10.0, 11.5, 11.475)","(4.8, 6.2, 6.047826086956522)","(2.4, 2.62, 2.616)","(9.0, 10.5, 10.428082191780822)","(3.3, 3.9, 3.85)"
07-01-2023 14:22:55.040125,"(10.0, 12.0, 11.542857142857143)","(4.8, 6.2, 6.045833333333333)","(2.4, 2.62, 2.617777777777778)","(9.0, 10.5, 10.434027777777779)","(3.3, 3.85, 3.8430555555555554)"
07-01-2023 14:22:55.842671,"(10.0, 12.0, 11.5625)","(4.8, 6.2, 6.038095238095238)","(2.4, 2.64, 2.6304761904761906)","(9.0, 10.5, 10.433098591549296)","(3.3, 3.85, 3.8421875)"
07-01-2023 14:22:56.862800,"(10.0, 12.0, 11.514285714285714)","(4.8, 6.0, 5.9455056179775285)","(2.4, 2.66, 2.6342857142857143)","(9.0, 10.5, 10.433098591549296)","(3.3, 3.85, 3.8421875)"
07-01-2023 14:22:57.755702,"(10.0, 12.0, 11.486486486486486)","(4.8, 6.0, 5.9253846153846155)","(2.4, 2.66, 2.6342857142857143)","(9.0, 10.5, 10.433098591549296)","(3.3, 3.85, 3.8673076923076923)"
07-01-2023 14:22:58.615764,"(10.0, 12.0, 11.642857142857142)","(4.8, 5.8, 5.788235294117647)","(2.4, 2.66, 2.637948717948718)","(9.0, 10.5, 10.433098591549296)","(3.3, 3.9, 3.8705882352941177)"
07-01-2023 14:22:59.530696,"(10.0, 12.0, 11.642857142857142)","(4.8, 5.8, 5.786666666666666)","(2.4, 2.64, 2.6372602739726028)","(9.0, 10.5, 10.458955223880597)","(3.3, 3.95, 3.868181818181818)"
07-01-2023 14:23:00.487258,"(10.0, 12.0, 11.642857142857142)","(4.8, 5.8, 5.786666666666666)","(2.4, 2.64, 2.6324444444444444)","(9.0, 10.5, 10.458955223880597)","(3.3, 3.95, 3.868181818181818)"
07-01-2023 14:23:01.401469,"(10.0, 12.0, 11.642857142857142)","(4.8, 5.8, 5.786666666666666)","(2.4, 2.64, 2.6302857142857143)","(9.0, 10.5, 10.445652173913043)","(3.3, 3.95, 3.8756410256410256)"
07-01-2023 14:23:02.265791,"(10.0, 12.0, 11.642857142857142)","(4.8, 5.8, 5.786666666666666)","(2.4, 2.64, 2.6302857142857143)","(9.0, 10.5, 10.445652173913043)","(3.3, 3.95, 3.870408163265306)"
07-01-2023 14:23:03.090067,"(10.0, 12.0, 11.642857142857142)","(4.8, 5.8, 5.786666666666666)","(2.4, 2.64, 2.6315)","(9.0, 10.5, 10.41554054054054)","(3.3, 3.95, 3.8972972972972975)"
07-01-2023 14:23:03.980499,"(10.0, 12.0, 11.67741935483871)","(4.8, 5.9, 5.814942528735632)","(2.4, 2.62, 2.609545454545455)","(9.0, 10.5, 10.417763157894736)","(3.3, 3.9, 3.824822695035461)"
07-01-2023 14:23:04.904921,"(10.0, 12.0, 11.67741935483871)","(4.8, 5.9, 5.805263157894737)","(2.4, 2.62, 2.6107692307692307)","(9.0, 10.5, 10.417763157894736)","(3.3, 3.9, 3.824822695035461)"
07-01-2023 14:23:05.791342,"(10.0, 12.0, 11.67741935483871)","(4.8, 5.8, 5.785714285714286)","(2.4, 2.66, 2.6471212121212124)","(9.0, 10.5, 10.417763157894736)","(3.3, 3.9, 3.824822695035461)"
07-01-2023 14:23:06.698586,"(10.0, 12.0, 11.67741935483871)","(4.8, 5.8, 5.785714285714286)","(2.4, 2.66, 2.6471212121212124)","(9.0, 10.5, 10.33421052631579)","(3.3, 3.9, 3.824822695035461)"
07-01-2023 14:23:07.561368,"(10.0, 12.0, 11.67741935483871)","(4.8, 5.8, 5.785714285714286)","(2.4, 2.66, 2.6471212121212124)","(9.0, 10.5, 10.322033898305085)","(3.3, 3.85, 3.824647887323944)"
07-01-2023 14:23:08.431339,"(10.0, 12.0, 11.67741935483871)","(4.8, 5.8, 5.772413793103448)","(2.4, 2.66, 2.6471212121212124)","(9.0, 10.5, 10.322033898305085)","(3.3, 3.9, 3.825352112676056)"
07-01-2023 14:23:09.312012,"(10.0, 12.0, 11.67741935483871)","(4.8, 5.8, 5.772413793103448)","(2.4, 2.66, 2.6522)","(9.0, 10.0, 9.9)","(3.3, 3.9, 3.824657534246575)"
07-01-2023 14:23:10.213793,"(10.0, 12.0, 11.67741935483871)","(4.8, 5.8, 5.772413793103448)","(2.4, 2.66, 2.6527083333333334)","(9.0, 10.5, 9.855555555555556)","(3.3, 3.9, 3.824657534246575)"
07-01-2023 14:23:11.113122,"(10.0, 12.0, 11.67741935483871)","(4.8, 5.8, 5.772413793103448)","(2.4, 2.66, 2.651960784313726)","(9.0, 10.5, 9.855555555555556)","(3.3, 3.9, 3.824657534246575)"
07-01-2023 14:23:11.921000,"(10.0, 12.0, 11.67741935483871)","(4.8, 5.9, 5.818604651162791)","(2.4, 2.66, 2.6508045977011494)","(9.0, 10.5, 10.043820224719102)","(3.3, 3.9, 3.824657534246575)"
07-01-2023 14:23:12.844566,"(10.0, 12.0, 11.636363636363637)","(4.8, 5.9, 5.819540229885058)","(2.4, 2.68, 2.664)","(9.0, 10.5, 10.089333333333334)","(3.3, 3.85, 3.84390243902439)"
07-01-2023 14:23:13.667587,"(10.0, 12.0, 11.5)","(4.8, 5.9, 5.819540229885058)","(2.4, 2.68, 2.6721951219512197)","(9.0, 10.5, 10.089333333333334)","(3.3, 3.85, 3.84390243902439)"
07-01-2023 14:23:14.583221,"(10.0, 12.0, 11.67741935483871)","(4.8, 5.9, 5.819540229885058)","(2.4, 2.68, 2.6763636363636367)","(9.0, 9.8, 9.575)","(3.3, 3.9, 3.823841059602649)"
07-01-2023 14:23:15.538326,"(10.0, 12.0, 11.67741935483871)","(4.8, 5.9, 5.819540229885058)","(2.4, 2.7, 2.6933333333333334)","(9.0, 9.6, 9.039344262295081)","(3.3, 3.9, 3.822360248447205)"
07-01-2023 14:23:16.406646,"(10.0, 12.0, 11.67741935483871)","(4.8, 5.9, 5.861538461538462)","(2.35, 2.7, 2.6966666666666668)","(9.0, 9.2, 9.039344262295081)","(3.4, 3.9, 3.822360248447205)"
07-01-2023 14:23:17.423699,"(10.0, 12.0, 11.67741935483871)","(4.8, 5.9, 5.861538461538462)","(2.35, 2.72, 2.6856862745098042)","(9.0, 9.0, 8.813333333333333)","(3.4, 3.9, 3.822360248447205)"
07-01-2023 14:23:18.444973,"(10.0, 12.0, 11.67741935483871)","(4.8, 6.0, 5.84251968503937)","(2.35, 2.72, 2.6856862745098042)","(9.0, 9.0, 8.707692307692309)","(3.4, 3.9, 3.822360248447205)"
07-01-2023 14:23:19.479733,"(10.0, 12.0, 11.67741935483871)","(4.8, 6.0, 5.8431999999999995)","(2.35, 2.72, 2.6858536585365855)","(9.0, 8.8, 9.061971830985915)","(3.4, 3.9, 3.822360248447205)"
07-01-2023 14:23:20.364512,"(10.0, 12.0, 11.67741935483871)","(4.8, 6.0, 5.8431999999999995)","(2.35, 2.72, 2.6858536585365855)","(9.0, 9.2, 9.061971830985915)","(3.4, 3.9, 3.8198717948717946)"
07-01-2023 14:23:21.209558,"(10.0, 12.0, 11.67741935483871)","(4.8, 6.0, 5.8431999999999995)","(2.35, 2.72, 2.6875174013921117)","(9.0, 9.0, 8.721739130434782)","(3.4, 3.9, 3.8198717948717946)"
07-01-2023 14:23:22.075181,"(10.0, 12.0, 11.67741935483871)","(4.8, 6.0, 5.8431999999999995)","(2.35, 2.72, 2.6875174013921117)","(9.0, 9.0, 8.721739130434782)","(3.4, 3.9, 3.8198717948717946)"
07-01-2023 14:23:22.920490,"(10.0, 12.0, 11.67741935483871)","(4.8, 6.0, 5.826548672566371)","(2.35, 2.7, 2.694464285714286)","(9.0, 9.0, 8.721739130434782)","(3.4, 3.9, 3.8198717948717946)"
07-01-2023 14:23:23.744554,"(10.0, 12.0, 11.67741935483871)","(4.8, 6.0, 5.826548672566371)","(2.35, 2.72, 2.701818181818182)","(9.0, 8.8, 8.707692307692309)","(3.4, 3.9, 3.8198717948717946)"
07-01-2023 14:23:24.670845,"(10.0, 12.0, 11.67741935483871)","(4.8, 6.0, 5.826548672566371)","(2.35, 2.72, 2.703783783783784)","(9.0, 8.8, 8.613333333333333)","(3.4, 3.9, 3.8281609195402297)"
07-01-2023 14:23:25.546837,"(10.0, 12.0, 11.824561403508772)","(4.8, 5.9, 5.8352941176470585)","(2.35, 2.76, 2.727848101265823)","(9.0, 8.8, 8.613333333333333)","(3.4, 3.9, 3.8281609195402297)"
07-01-2023 14:23:26.366555,"(10.0, 12.0, 11.824561403508772)","(4.8, 5.9, 5.8352941176470585)","(2.35, 2.74, 2.7319230769230773)","(9.0, 8.8, 8.60952380952381)","(3.4, 3.9, 3.879032258064516)"
07-01-2023 14:23:27.211027,"(10.0, 12.0, 11.810344827586206)","(4.8, 5.9, 5.8352941176470585)","(2.35, 2.74, 2.734901960784314)","(9.0, 8.8, 8.60952380952381)","(3.4, 3.9, 3.884782608695652)"
07-01-2023 14:23:28.097572,"(10.0, 12.0, 11.824561403508772)","(4.8, 6.0, 5.909345794392523)","(2.35, 2.74, 2.734851485148515)","(9.0, 8.6, 8.533333333333333)","(3.4, 3.9, 3.884782608695652)"
07-01-2023 14:23:28.976809,"(10.0, 12.0, 11.824561403508772)","(4.8, 6.0, 5.909345794392523)","(2.35, 2.74, 2.7348000000000003)","(9.0, 8.8, 8.731428571428571)","(3.4, 3.9, 3.8921052631578945)"
07-01-2023 14:23:29.769700,"(10.0, 12.0, 11.776119402985074)","(4.8, 6.0, 5.909345794392523)","(2.35, 2.74, 2.7352727272727275)","(9.0, 8.6, 8.461538461538462)","(3.4, 3.9, 3.8695121951219513)"
07-01-2023 14:23:30.653493,"(10.0, 12.0, 11.776119402985074)","(4.8, 6.0, 5.909345794392523)","(2.35, 2.74, 2.731336898395722)","(9.0, 8.6, 8.461538461538462)","(3.4, 3.9, 3.8695121951219513)"
07-01-2023 14:23:31.469934,"(10.0, 12.0, 11.825396825396826)","(4.8, 6.0, 5.909345794392523)","(2.35, 2.74, 2.731336898395722)","(9.0, 8.6, 8.423529411764706)","(3.4, 3.9, 3.8695121951219513)"
07-01-2023 14:23:32.340237,"(10.0, 12.0, 11.776119402985074)","(4.8, 6.0, 5.90900900900901)","(2.35, 2.74, 2.7310989010989015)","(9.0, 8.8, 8.651851851851852)","(3.4, 3.9, 3.847872340425532)"
07-01-2023 14:23:33.243973,"(10.0, 11.5, 11.462264150943396)","(4.8, 5.9, 5.865714285714286)","(2.35, 2.78, 2.773939393939394)","(9.0, 8.8, 8.576)","(3.4, 3.85, 3.84)"
07-01-2023 14:23:34.103011,"(10.0, 12.0, 11.8)","(4.8, 5.9, 5.873913043478261)","(2.35, 2.78, 2.7743749999999996)","(9.0, 8.8, 8.76949152542373)","(3.4, 3.85, 3.824193548387097)"
07-01-2023 14:23:34.919448,"(10.0, 11.5, 11.464285714285714)","(4.8, 5.9, 5.84)","(2.35, 2.8, 2.7834234234234234)","(9.0, 8.8, 8.761290322580646)","(3.4, 3.85, 3.824193548387097)"
07-01-2023 14:23:35.731083,"(10.0, 11.5, 11.464285714285714)","(4.8, 5.9, 5.84)","(2.35, 2.8, 2.7834234234234234)","(9.0, 8.8, 8.761290322580646)","(3.4, 3.85, 3.824193548387097)"
07-01-2023 14:23:36.660193,"(10.0, 11.5, 11.464285714285714)","(4.8, 5.9, 5.84)","(2.35, 2.8, 2.782773722627737)","(9.0, 8.8, 8.761290322580646)","(3.4, 3.85, 3.824193548387097)"
07-01-2023 14:23:37.602203,"(10.0, 11.5, 11.464285714285714)","(4.8, 5.9, 5.84)","(2.35, 2.8, 2.783247863247863)","(9.0, 8.8, 8.83030303030303)","(3.4, 3.85, 3.8203125)"
