,Namakwa,Hostage Of War,Ostermeier,By The Law,Lets Torque A Deel,Tea Leaves,Lucamour
07-01-2023 14:44:17.827240,"(2.05, 2.46, 2.4357575757575756)","(4.0, 4.8, 4.584615384615384)","(11.0, 12.5, 12.317073170731707)","(31.0, 50.0, 44.0)","(7.5, 9.4, 8.992)","(11.0, 15.0, 14.375)","(10.0, 13.5, 12.423076923076923)"
07-01-2023 14:44:18.970989,"(2.05, 2.46, 2.4357575757575756)","(4.0, 4.8, 4.584615384615384)","(11.0, 12.5, 12.320197044334975)","(31.0, 48.0, 42.166666666666664)","(7.5, 9.4, 8.992)","(11.0, 15.0, 14.375)","(10.0, 13.5, 12.423076923076923)"
07-01-2023 14:44:20.209893,"(2.05, 2.46, 2.4357575757575756)","(4.0, 4.8, 4.584615384615384)","(11.0, 12.5, 12.310880829015543)","(31.0, 48.0, 42.166666666666664)","(7.5, 9.4, 8.992)","(11.0, 15.0, 14.375)","(10.0, 13.5, 12.528571428571428)"
07-01-2023 14:44:21.350369,"(2.05, 2.48, 2.463548387096774)","(4.0, 4.8, 4.584615384615384)","(11.0, 12.5, 12.310880829015543)","(31.0, 48.0, 42.4)","(7.5, 9.4, 8.992)","(11.0, 15.0, 14.375)","(10.0, 13.0, 12.5875)"
07-01-2023 14:44:22.453065,"(2.05, 2.48, 2.463548387096774)","(4.0, 4.8, 4.609090909090909)","(11.0, 12.5, 12.310880829015543)","(31.0, 48.0, 42.4)","(7.5, 9.4, 8.992)","(11.0, 15.0, 14.375)","(10.0, 13.0, 12.5875)"
07-01-2023 14:44:23.576954,"(2.05, 2.48, 2.463548387096774)","(4.0, 4.8, 4.609090909090909)","(11.0, 12.5, 12.284023668639053)","(31.0, 48.0, 42.4)","(7.5, 9.4, 8.992)","(11.0, 15.0, 14.375)","(10.0, 13.0, 12.5875)"
07-01-2023 14:44:24.856774,"(2.05, 2.48, 2.463548387096774)","(4.0, 4.8, 4.609090909090909)","(11.0, 12.5, 12.28012048192771)","(31.0, 48.0, 44.0)","(7.5, 9.4, 8.992)","(11.0, 15.0, 14.304347826086957)","(10.0, 13.0, 12.435483870967742)"
07-01-2023 14:44:26.459528,"(2.05, 2.5, 2.480952380952381)","(3.9, 4.8, 4.609090909090909)","(10.0, 12.5, 12.768)","(31.0, 46.0, 45.516129032258064)","(7.5, 9.4, 8.992)","(11.0, 14.5, 14.153846153846153)","(10.0, 12.5, 12.407407407407407)"
07-01-2023 14:44:27.683690,"(2.05, 2.5, 2.493846153846154)","(3.9, 4.8, 4.609090909090909)","(10.0, 13.0, 12.727272727272727)","(31.0, 46.0, 45.516129032258064)","(7.5, 9.4, 8.92)","(11.0, 14.5, 14.153846153846153)","(10.0, 12.5, 12.407407407407407)"
07-01-2023 14:44:29.011684,"(2.05, 2.5, 2.4894736842105263)","(3.9, 4.8, 4.609090909090909)","(10.0, 13.0, 12.928571428571429)","(31.0, 46.0, 41.739837398373986)","(7.5, 9.4, 8.992)","(11.0, 14.5, 14.153846153846153)","(10.0, 12.5, 12.393617021276595)"
07-01-2023 14:44:30.213145,"(2.05, 2.5, 2.4894736842105263)","(3.9, 4.8, 4.609090909090909)","(10.0, 13.0, 12.928571428571429)","(31.0, 42.0, 41.739837398373986)","(7.5, 9.4, 8.992)","(11.0, 14.5, 14.153846153846153)","(10.0, 12.5, 12.393617021276595)"
07-01-2023 14:44:31.398910,"(2.05, 2.5, 2.484864864864865)","(3.9, 4.8, 4.609090909090909)","(10.0, 13.0, 12.928571428571429)","(31.0, 42.0, 41.68888888888889)","(7.5, 9.4, 8.882758620689655)","(11.0, 14.5, 14.0)","(10.0, 12.5, 11.895061728395062)"
07-01-2023 14:44:32.576952,"(2.05, 2.5, 2.484864864864865)","(3.9, 4.8, 4.609090909090909)","(10.0, 13.0, 12.798319327731093)","(31.0, 42.0, 41.333333333333336)","(7.5, 9.4, 8.882758620689655)","(11.0, 14.5, 13.473684210526315)","(10.0, 12.5, 11.429487179487179)"
07-01-2023 14:44:33.718263,"(2.05, 2.56, 2.544)","(3.9, 4.8, 4.558620689655172)","(10.0, 13.0, 12.798319327731093)","(31.0, 42.0, 41.333333333333336)","(7.5, 9.4, 8.882758620689655)","(11.0, 14.5, 13.473684210526315)","(10.0, 11.5, 11.4140625)"
07-01-2023 14:44:34.893833,"(2.05, 2.6, 2.5957894736842104)","(3.9, 4.7, 4.534146341463415)","(10.0, 13.0, 12.418604651162791)","(31.0, 42.0, 41.333333333333336)","(7.5, 9.4, 8.610526315789473)","(11.0, 14.5, 14.1)","(10.0, 11.5, 11.276041666666666)"
07-01-2023 14:44:35.948303,"(2.05, 2.62, 2.613170731707317)","(3.9, 4.6, 4.475609756097561)","(10.0, 12.5, 12.418604651162791)","(31.0, 42.0, 41.27272727272727)","(7.5, 9.4, 8.610526315789473)","(11.0, 14.5, 14.1)","(10.0, 11.5, 11.276041666666666)"
07-01-2023 14:44:37.013816,"(2.05, 2.62, 2.6095890410958904)","(3.9, 4.6, 4.46578947368421)","(10.0, 12.5, 12.41566265060241)","(31.0, 42.0, 41.27272727272727)","(7.5, 9.4, 8.610526315789473)","(11.0, 14.5, 14.106060606060606)","(10.0, 11.5, 11.276041666666666)"
07-01-2023 14:44:38.564400,"(2.05, 2.62, 2.611304347826087)","(3.9, 4.6, 4.46578947368421)","(10.0, 12.5, 12.41566265060241)","(31.0, 42.0, 41.27272727272727)","(7.5, 9.4, 8.785365853658536)","(11.0, 14.5, 14.106060606060606)","(10.0, 11.5, 11.276041666666666)"
07-01-2023 14:44:40.196919,"(2.05, 2.62, 2.6163076923076924)","(3.9, 4.6, 4.46578947368421)","(10.0, 12.5, 12.418604651162791)","(31.0, 42.0, 41.27272727272727)","(7.5, 9.4, 8.875)","(11.0, 14.5, 14.106060606060606)","(10.0, 11.5, 11.257281553398059)"
07-01-2023 14:44:41.372047,"(2.05, 2.62, 2.6163076923076924)","(3.9, 4.6, 4.46578947368421)","(10.0, 12.5, 12.418604651162791)","(31.0, 42.0, 41.57142857142857)","(7.5, 9.4, 8.658823529411764)","(11.0, 14.5, 14.106060606060606)","(10.0, 11.5, 11.257281553398059)"
07-01-2023 14:44:42.589047,"(2.05, 2.58, 2.5690476190476192)","(3.9, 4.6, 4.46578947368421)","(10.0, 12.5, 12.418604651162791)","(31.0, 42.0, 41.57142857142857)","(7.5, 9.4, 8.753846153846153)","(11.0, 14.5, 14.106060606060606)","(10.0, 11.5, 11.257281553398059)"
07-01-2023 14:44:43.774284,"(2.05, 2.58, 2.5547945205479454)","(3.9, 4.6, 4.443181818181818)","(10.0, 12.5, 12.405405405405405)","(31.0, 42.0, 41.64705882352941)","(7.0, 9.4, 8.863829787234042)","(11.0, 14.5, 13.6875)","(10.0, 11.5, 11.254901960784313)"
07-01-2023 14:44:44.972169,"(2.05, 2.56, 2.5442696629213484)","(3.9, 4.6, 4.443181818181818)","(10.0, 12.5, 12.405405405405405)","(31.0, 42.0, 41.64705882352941)","(7.0, 9.4, 8.863829787234042)","(11.0, 14.5, 13.6875)","(10.0, 11.5, 11.254901960784313)"
07-01-2023 14:44:46.121257,"(2.05, 2.54, 2.5300000000000002)","(3.9, 4.6, 4.443181818181818)","(10.0, 12.5, 12.405405405405405)","(31.0, 42.0, 41.64705882352941)","(7.0, 9.4, 8.863829787234042)","(11.0, 14.5, 13.6875)","(10.0, 11.5, 11.254901960784313)"
07-01-2023 14:44:47.242836,"(2.05, 2.54, 2.530740740740741)","(3.9, 4.6, 4.443181818181818)","(10.0, 13.0, 12.416666666666666)","(31.0, 42.0, 41.64705882352941)","(7.0, 9.4, 8.763636363636364)","(11.0, 14.5, 13.6875)","(10.0, 11.5, 11.261904761904763)"
07-01-2023 14:44:48.457562,"(2.05, 2.46, 2.45203007518797)","(3.9, 4.6, 4.50958904109589)","(10.0, 12.5, 12.409090909090908)","(31.0, 42.0, 43.6)","(7.0, 9.4, 9.08936170212766)","(11.0, 14.5, 14.043478260869565)","(10.0, 11.5, 11.326315789473684)"
07-01-2023 14:44:49.668377,"(2.05, 2.52, 2.506086956521739)","(3.9, 4.5, 4.338709677419355)","(10.0, 12.5, 12.116666666666667)","(31.0, 46.0, 43.6)","(7.0, 9.6, 8.88888888888889)","(11.0, 14.5, 13.88888888888889)","(10.0, 11.5, 11.326315789473684)"
07-01-2023 14:44:50.857985,"(2.05, 2.48, 2.4627624309392266)","(3.9, 4.5, 4.338709677419355)","(10.0, 12.5, 12.116666666666667)","(31.0, 46.0, 44.0)","(7.0, 9.6, 9.368115942028986)","(11.0, 14.0, 13.88888888888889)","(10.0, 11.5, 11.35632183908046)"
07-01-2023 14:44:52.051842,"(2.05, 2.5, 2.494163701067616)","(3.9, 4.5, 4.297297297297297)","(10.0, 12.5, 12.116666666666667)","(31.0, 46.0, 44.0)","(7.0, 9.6, 9.048275862068966)","(11.0, 14.0, 13.88888888888889)","(10.0, 11.5, 11.35632183908046)"
07-01-2023 14:44:53.266343,"(2.05, 2.54, 2.522211055276382)","(3.9, 4.5, 4.297297297297297)","(10.0, 12.5, 12.235632183908045)","(31.0, 46.0, 44.0)","(7.0, 9.6, 9.048275862068966)","(11.0, 14.0, 13.88888888888889)","(10.0, 11.5, 11.322916666666666)"
07-01-2023 14:44:54.409425,"(2.05, 2.54, 2.510625)","(3.9, 4.5, 4.297297297297297)","(10.0, 12.5, 12.235632183908045)","(31.0, 46.0, 44.0)","(7.0, 9.6, 9.1)","(11.0, 14.0, 13.923076923076923)","(10.0, 11.5, 11.322916666666666)"
07-01-2023 14:44:55.505521,"(2.05, 2.54, 2.5119298245614035)","(3.9, 4.5, 4.413333333333333)","(10.0, 12.5, 12.235632183908045)","(31.0, 46.0, 44.0)","(7.0, 9.6, 9.1)","(11.0, 14.0, 13.923076923076923)","(10.0, 11.5, 11.313186813186814)"
07-01-2023 14:44:56.755585,"(2.05, 2.52, 2.5188888888888887)","(3.9, 4.5, 4.452173913043478)","(10.0, 12.5, 12.18918918918919)","(31.0, 46.0, 43.5)","(7.0, 9.6, 9.1)","(11.0, 14.0, 13.923076923076923)","(10.0, 11.5, 11.287878787878787)"
07-01-2023 14:44:57.993145,"(2.05, 2.54, 2.5165853658536586)","(3.9, 4.5, 4.452173913043478)","(10.0, 12.5, 12.129032258064516)","(31.0, 44.0, 45.42857142857143)","(7.0, 9.6, 9.1)","(11.0, 14.0, 14.125)","(10.0, 11.5, 11.49)"
07-01-2023 14:44:59.228505,"(2.05, 2.52, 2.5092307692307694)","(3.9, 4.5, 4.4148148148148145)","(10.0, 12.5, 11.857142857142858)","(31.0, 46.0, 43.875)","(7.0, 9.6, 9.1)","(11.0, 14.5, 14.125)","(10.0, 11.5, 11.489795918367347)"
07-01-2023 14:45:00.419614,"(2.05, 2.58, 2.570635838150289)","(3.9, 4.5, 4.42972972972973)","(10.0, 12.0, 11.842105263157894)","(31.0, 44.0, 43.875)","(7.0, 9.6, 9.044444444444444)","(11.0, 14.5, 13.9)","(10.0, 11.5, 11.481132075471699)"
07-01-2023 14:45:01.562734,"(2.05, 2.62, 2.5846153846153848)","(3.9, 4.5, 4.42972972972973)","(10.0, 12.0, 11.796610169491526)","(31.0, 44.0, 43.875)","(7.0, 9.6, 8.88888888888889)","(11.0, 14.5, 13.818181818181818)","(10.0, 11.5, 11.481132075471699)"
07-01-2023 14:45:02.719851,"(2.05, 2.62, 2.6051515151515154)","(3.9, 4.5, 4.42972972972973)","(10.0, 12.0, 11.789473684210526)","(31.0, 44.0, 43.63636363636364)","(7.0, 9.6, 8.993939393939394)","(11.0, 14.5, 13.710526315789474)","(10.0, 11.5, 11.326923076923077)"
07-01-2023 14:45:03.861301,"(2.05, 2.62, 2.6182068965517242)","(3.9, 4.3, 4.2609375)","(10.0, 12.0, 11.766129032258064)","(31.0, 44.0, 43.63636363636364)","(7.0, 9.6, 9.044444444444444)","(11.0, 14.5, 13.710526315789474)","(10.0, 11.5, 11.326923076923077)"
07-01-2023 14:45:05.145505,"(2.05, 2.66, 2.65568345323741)","(3.9, 4.3, 4.261240310077519)","(10.0, 12.0, 11.941558441558442)","(31.0, 44.0, 43.63636363636364)","(7.0, 9.6, 9.044444444444444)","(11.0, 14.5, 13.675)","(10.0, 11.5, 11.181818181818182)"
07-01-2023 14:45:06.438921,"(2.05, 2.66, 2.651194968553459)","(3.9, 4.3, 4.243609022556391)","(10.0, 12.5, 11.886363636363637)","(31.0, 44.0, 42.35294117647059)","(7.0, 9.6, 8.975)","(11.0, 14.5, 13.675)","(10.0, 11.5, 11.181818181818182)"
07-01-2023 14:45:07.746040,"(2.05, 2.68, 2.668)","(3.9, 4.3, 4.243609022556391)","(10.0, 12.5, 11.886363636363637)","(31.0, 44.0, 42.35294117647059)","(7.0, 9.6, 8.975)","(11.0, 14.5, 13.675)","(10.0, 11.5, 11.181818181818182)"
07-01-2023 14:45:09.044594,"(2.05, 2.66, 2.657837837837838)","(3.9, 4.3, 4.270848708487085)","(10.0, 12.5, 12.097014925373134)","(31.0, 44.0, 42.35294117647059)","(7.0, 9.6, 9.17142857142857)","(11.0, 14.5, 13.54)","(10.0, 11.5, 11.24074074074074)"
07-01-2023 14:45:10.381110,"(2.05, 2.66, 2.6582608695652175)","(3.9, 4.3, 4.2360323886639675)","(10.0, 12.5, 12.097014925373134)","(31.0, 44.0, 42.35294117647059)","(7.0, 9.6, 8.872727272727273)","(11.0, 14.5, 13.54)","(10.0, 11.5, 11.24074074074074)"
07-01-2023 14:45:11.766655,"(2.15, 2.66, 2.653758389261745)","(3.8, 4.3, 4.2360323886639675)","(10.0, 12.5, 12.060344827586206)","(31.0, 44.0, 42.35294117647059)","(7.0, 9.6, 8.872727272727273)","(11.0, 14.5, 13.875)","(10.0, 11.5, 11.232142857142858)"
07-01-2023 14:45:12.974421,"(2.15, 2.66, 2.6548630136986304)","(3.8, 4.3, 4.2360323886639675)","(10.0, 12.5, 12.085365853658537)","(31.0, 44.0, 42.35294117647059)","(7.0, 9.6, 8.872727272727273)","(11.0, 14.0, 13.8)","(10.0, 12.0, 11.317460317460318)"
07-01-2023 14:45:14.200597,"(2.15, 2.64, 2.636527777777778)","(3.8, 4.3, 4.2360323886639675)","(10.0, 12.5, 11.690677966101696)","(31.0, 44.0, 42.35294117647059)","(7.5, 9.6, 8.872727272727273)","(11.0, 14.0, 13.8)","(10.0, 12.0, 11.317460317460318)"
07-01-2023 14:45:15.450105,"(2.15, 2.64, 2.633610223642173)","(3.8, 4.2, 4.187958115183246)","(10.0, 12.0, 11.690677966101696)","(31.0, 44.0, 42.35294117647059)","(7.5, 9.6, 8.730434782608695)","(11.0, 14.0, 13.8)","(10.0, 12.0, 11.317460317460318)"
07-01-2023 14:45:16.681827,"(2.15, 2.64, 2.633610223642173)","(3.8, 4.2, 4.187958115183246)","(10.0, 12.0, 11.679824561403509)","(31.0, 44.0, 42.35294117647059)","(7.5, 9.6, 8.730434782608695)","(11.0, 14.0, 13.8)","(10.0, 12.0, 11.317460317460318)"
07-01-2023 14:45:18.044310,"(2.15, 2.66, 2.6582089552238806)","(3.8, 4.2, 4.187958115183246)","(10.0, 12.0, 11.603260869565217)","(31.0, 44.0, 42.35294117647059)","(7.5, 9.6, 8.715384615384615)","(11.0, 14.0, 13.846153846153847)","(10.0, 12.0, 11.285714285714286)"
07-01-2023 14:45:19.641403,"(2.15, 2.68, 2.67869918699187)","(3.8, 4.2, 4.187958115183246)","(11.0, 12.0, 11.603260869565217)","(31.0, 44.0, 42.35294117647059)","(7.5, 9.6, 8.715384615384615)","(11.0, 14.0, 13.8)","(10.0, 12.0, 11.285714285714286)"
07-01-2023 14:45:20.924706,"(2.15, 2.7, 2.69875)","(3.8, 4.2, 4.169777777777778)","(11.0, 12.0, 11.603260869565217)","(31.0, 44.0, 42.35294117647059)","(7.5, 9.6, 8.715384615384615)","(11.0, 14.0, 12.99056603773585)","(10.0, 12.0, 11.285714285714286)"
07-01-2023 14:45:22.259353,"(2.15, 2.72, 2.7084444444444444)","(3.8, 4.2, 4.167965367965368)","(11.0, 12.0, 11.643939393939394)","(31.0, 44.0, 42.35294117647059)","(7.5, 9.6, 8.942857142857143)","(11.0, 13.0, 13.31578947368421)","(10.0, 12.0, 11.325842696629213)"
07-01-2023 14:45:23.623930,"(2.15, 2.72, 2.718506666666667)","(3.8, 4.2, 4.167965367965368)","(11.0, 12.0, 11.623376623376624)","(31.0, 44.0, 42.35294117647059)","(7.5, 9.6, 8.942857142857143)","(11.0, 14.0, 13.31578947368421)","(10.0, 12.0, 11.325842696629213)"
07-01-2023 14:45:25.119413,"(2.15, 2.72, 2.698809917355372)","(3.8, 4.2, 4.169777777777778)","(10.0, 12.0, 11.623376623376624)","(31.0, 44.0, 42.35294117647059)","(7.5, 9.6, 8.975)","(11.0, 14.0, 13.31578947368421)","(10.0, 12.0, 11.363636363636363)"
07-01-2023 14:45:26.632197,"(2.15, 2.7, 2.698809917355372)","(3.8, 4.2, 4.169777777777778)","(10.0, 12.0, 11.916666666666666)","(31.0, 44.0, 42.35294117647059)","(7.5, 9.6, 9.013793103448275)","(11.0, 14.0, 13.31578947368421)","(10.0, 12.0, 11.341176470588236)"
07-01-2023 14:45:27.761365,"(2.15, 2.7, 2.698809917355372)","(3.8, 4.2, 4.169777777777778)","(10.0, 12.0, 11.797619047619047)","(31.0, 44.0, 42.35294117647059)","(7.5, 9.6, 9.152631578947368)","(11.0, 14.0, 13.56)","(10.0, 12.0, 11.669117647058824)"
07-01-2023 14:45:28.923982,"(2.15, 2.72, 2.6912000000000003)","(3.8, 4.3, 4.211347517730496)","(10.0, 11.0, 10.596491228070175)","(31.0, 44.0, 39.5)","(7.5, 9.6, 9.152631578947368)","(11.0, 14.0, 13.56)","(10.0, 12.0, 11.669117647058824)"
07-01-2023 14:45:30.143825,"(2.15, 2.72, 2.698823529411765)","(3.8, 4.3, 4.188888888888888)","(10.0, 11.0, 10.873333333333333)","(31.0, 40.0, 39.625)","(7.5, 9.6, 9.195238095238095)","(11.0, 14.0, 12.746376811594203)","(10.0, 12.0, 11.791666666666666)"
07-01-2023 14:45:31.347460,"(2.15, 2.72, 2.698823529411765)","(3.8, 4.3, 4.188495575221238)","(10.0, 11.5, 9.812459016393444)","(31.0, 40.0, 39.625)","(7.5, 9.6, 9.195238095238095)","(11.0, 13.0, 12.71311475409836)","(10.0, 12.0, 11.791666666666666)"
07-01-2023 14:45:32.499352,"(2.15, 2.74, 2.7116981132075475)","(3.8, 4.3, 4.226744186046512)","(10.0, 10.0, 9.802033898305085)","(31.0, 40.0, 39.625)","(7.5, 9.6, 9.257894736842104)","(11.0, 13.0, 12.71311475409836)","(10.0, 12.0, 11.865384615384615)"
07-01-2023 14:45:33.688866,"(2.15, 2.74, 2.7373333333333334)","(3.8, 4.3, 4.226744186046512)","(10.0, 10.0, 9.803370786516854)","(31.0, 40.0, 39.625)","(7.5, 9.6, 9.257894736842104)","(11.0, 13.0, 12.805555555555555)","(10.0, 12.0, 11.931818181818182)"
07-01-2023 14:45:34.904810,"(2.15, 2.74, 2.715081967213115)","(3.8, 4.3, 4.2315068493150685)","(10.0, 10.0, 9.811538461538461)","(31.0, 40.0, 39.64705882352941)","(7.5, 9.6, 9.257894736842104)","(11.0, 13.0, 12.805555555555555)","(10.0, 12.0, 11.931818181818182)"
07-01-2023 14:45:36.077159,"(2.15, 2.74, 2.715081967213115)","(3.8, 4.3, 4.335294117647059)","(10.0, 10.0, 9.829565217391304)","(31.0, 40.0, 37.0)","(7.5, 9.6, 9.323404255319149)","(11.0, 13.0, 12.777777777777779)","(10.0, 12.0, 11.94)"
07-01-2023 14:45:37.222494,"(2.2, 2.7, 2.6813953488372095)","(3.7, 4.4, 4.307142857142857)","(10.0, 10.0, 9.936842105263159)","(31.0, 38.0, 36.48979591836735)","(7.5, 9.6, 9.147826086956522)","(11.0, 13.0, 12.714285714285714)","(10.0, 12.0, 11.598484848484848)"
07-01-2023 14:45:38.444237,"(2.2, 2.76, 2.740909090909091)","(3.7, 4.4, 4.276190476190476)","(10.0, 10.0, 9.749295774647887)","(31.0, 38.0, 36.391304347826086)","(7.5, 9.6, 9.214814814814815)","(11.0, 13.0, 12.714285714285714)","(10.0, 12.5, 11.935483870967742)"
07-01-2023 14:45:39.661976,"(2.2, 2.74, 2.7014285714285715)","(3.8, 4.4, 4.363218390804598)","(9.0, 9.8, 9.466666666666667)","(31.0, 38.0, 41.5)","(7.5, 9.6, 9.366666666666667)","(11.0, 13.0, 12.770491803278688)","(10.0, 12.0, 11.684931506849315)"
07-01-2023 14:45:40.843879,"(2.2, 2.7, 2.6833532934131736)","(3.8, 4.4, 4.3678391959799)","(9.0, 9.8, 9.5125)","(31.0, 42.0, 41.5)","(7.5, 9.6, 9.4)","(11.0, 13.0, 12.770491803278688)","(10.0, 12.5, 11.7874251497006)"
07-01-2023 14:45:42.086176,"(2.2, 2.7, 2.6843820224719104)","(3.8, 4.4, 4.365346534653465)","(9.0, 9.6, 9.282051282051281)","(31.0, 42.0, 41.5)","(7.5, 9.6, 9.417391304347825)","(11.0, 13.0, 12.770491803278688)","(10.0, 12.5, 11.833333333333334)"
07-01-2023 14:45:43.324420,"(2.2, 2.7, 2.6861)","(3.8, 4.4, 4.361956521739131)","(8.5, 9.6, 9.302127659574467)","(31.0, 42.0, 41.5)","(7.5, 9.6, 9.417391304347825)","(11.0, 13.0, 12.770491803278688)","(10.0, 12.5, 11.833333333333334)"
07-01-2023 14:45:44.439446,"(2.2, 2.7, 2.6861)","(3.8, 4.4, 4.361956521739131)","(8.5, 9.6, 9.302127659574467)","(31.0, 42.0, 41.5)","(7.5, 9.6, 9.417391304347825)","(11.0, 13.0, 12.770491803278688)","(10.0, 12.5, 11.833333333333334)"
07-01-2023 14:45:45.517413,"(2.2, 2.7, 2.6835193133047213)","(3.8, 4.4, 4.3530201342281885)","(8.5, 9.6, 9.302127659574467)","(31.0, 42.0, 41.5)","(7.5, 9.6, 9.417391304347825)","(11.0, 13.0, 12.770491803278688)","(10.0, 12.5, 11.833333333333334)"
07-01-2023 14:45:46.710481,"(2.2, 2.7, 2.6835193133047213)","(3.8, 4.4, 4.372727272727273)","(8.5, 9.6, 9.21951219512195)","(31.0, 42.0, 41.5)","(7.5, 9.6, 9.533333333333333)","(11.0, 13.0, 13.225)","(10.0, 12.5, 11.881443298969073)"
07-01-2023 14:45:47.852931,"(2.2, 2.68, 2.657593360995851)","(3.8, 4.4, 4.325)","(8.5, 9.6, 9.21951219512195)","(31.0, 42.0, 41.5)","(7.5, 9.6, 9.553846153846154)","(11.0, 13.5, 13.38888888888889)","(10.0, 12.5, 11.881443298969073)"
07-01-2023 14:45:48.952116,"(2.2, 2.68, 2.6519101123595505)","(3.8, 4.4, 4.325)","(8.5, 9.8, 9.657364341085271)","(31.0, 42.0, 41.5)","(7.5, 9.6, 9.563636363636363)","(11.0, 13.5, 13.274193548387096)","(10.0, 12.5, 11.881443298969073)"
07-01-2023 14:45:50.049903,"(2.2, 2.68, 2.648354430379747)","(3.8, 4.4, 4.3313725490196076)","(8.5, 9.8, 9.264516129032257)","(31.0, 42.0, 41.5)","(7.5, 9.6, 9.538461538461538)","(11.0, 13.5, 13.375)","(10.0, 12.5, 12.038461538461538)"
07-01-2023 14:45:51.206615,"(2.2, 2.68, 2.648944099378882)","(3.8, 4.3, 4.262765957446809)","(8.5, 9.8, 9.36198347107438)","(31.0, 42.0, 41.5)","(7.5, 9.6, 9.538461538461538)","(11.0, 13.5, 13.375)","(10.0, 12.5, 12.03125)"
07-01-2023 14:45:52.321013,"(2.2, 2.68, 2.648847352024922)","(3.8, 4.3, 4.262765957446809)","(8.5, 9.6, 9.36198347107438)","(31.0, 42.0, 41.333333333333336)","(7.5, 9.6, 9.538461538461538)","(11.0, 13.5, 13.455223880597014)","(10.0, 12.5, 12.03125)"
07-01-2023 14:45:53.394389,"(2.2, 2.68, 2.6422641509433964)","(3.8, 4.3, 4.262765957446809)","(8.5, 9.6, 9.477064220183486)","(31.0, 42.0, 41.142857142857146)","(7.5, 9.6, 9.547368421052632)","(11.0, 13.5, 13.484615384615385)","(10.0, 12.5, 12.066176470588236)"
07-01-2023 14:45:54.398366,"(2.2, 2.66, 2.647076923076923)","(3.8, 4.3, 4.291729323308271)","(8.5, 9.6, 9.477064220183486)","(31.0, 44.0, 41.142857142857146)","(7.5, 9.8, 9.547368421052632)","(11.0, 13.5, 13.444444444444445)","(10.0, 12.5, 12.066176470588236)"
07-01-2023 14:45:55.499515,"(2.2, 2.66, 2.6392592592592594)","(3.8, 4.3, 4.292198581560283)","(8.5, 9.6, 9.471794871794872)","(31.0, 44.0, 41.142857142857146)","(7.5, 9.8, 9.575)","(11.0, 13.5, 13.647058823529411)","(10.0, 12.5, 12.066176470588236)"
07-01-2023 14:45:56.503802,"(2.2, 2.66, 2.6392592592592594)","(3.8, 4.3, 4.292198581560283)","(8.5, 9.6, 9.466071428571428)","(31.0, 44.0, 41.142857142857146)","(7.5, 9.8, 9.584)","(11.0, 14.0, 13.470588235294118)","(10.0, 12.5, 11.916666666666666)"
07-01-2023 14:45:57.530483,"(2.2, 2.66, 2.6369411764705886)","(3.8, 4.3, 4.292307692307692)","(8.5, 9.6, 9.42315789473684)","(31.0, 44.0, 40.57142857142857)","(7.5, 9.8, 9.68)","(11.0, 14.0, 13.571428571428571)","(10.0, 12.0, 11.88219895287958)"
07-01-2023 14:45:58.688566,"(2.2, 2.66, 2.6425735294117647)","(3.8, 4.4, 4.35108695652174)","(8.5, 9.2, 8.96864864864865)","(31.0, 44.0, 37.391304347826086)","(7.5, 10.0, 9.6)","(11.0, 14.0, 13.696969696969697)","(10.0, 12.5, 11.88219895287958)"
07-01-2023 14:45:59.850225,"(2.2, 2.66, 2.635813953488372)","(3.8, 4.4, 4.392307692307693)","(8.5, 9.0, 9.0625)","(31.0, 40.0, 37.391304347826086)","(7.5, 10.0, 9.589189189189188)","(11.0, 14.0, 13.72972972972973)","(10.0, 12.5, 11.88219895287958)"
07-01-2023 14:46:00.983523,"(2.2, 2.66, 2.6429508196721314)","(3.8, 4.5, 4.366666666666666)","(8.5, 9.2, 9.076056338028168)","(31.0, 40.0, 37.391304347826086)","(7.5, 10.0, 9.733333333333333)","(11.0, 14.0, 13.72972972972973)","(10.0, 12.5, 11.88219895287958)"
07-01-2023 14:46:02.085736,"(2.2, 2.66, 2.6429508196721314)","(3.8, 4.5, 4.427272727272727)","(8.5, 9.2, 9.076056338028168)","(31.0, 40.0, 35.88148148148148)","(7.5, 10.0, 9.772881355932203)","(11.0, 14.0, 13.6875)","(10.0, 12.5, 11.829545454545455)"
07-01-2023 14:46:03.353936,"(2.2, 2.68, 2.6733834586466165)","(3.8, 4.3, 4.371122994652406)","(8.5, 9.2, 9.031578947368422)","(31.0, 36.0, 37.1578947368421)","(7.5, 10.5, 9.5)","(11.0, 14.0, 13.725)","(10.0, 12.5, 11.868983957219251)"
07-01-2023 14:46:05.808406,"(2.2, 2.68, 2.6798206278026906)","(3.8, 4.4, 4.338636363636364)","(8.5, 9.2, 9.023076923076923)","(31.0, 38.0, 37.1578947368421)","(7.5, 10.5, 9.5)","(11.0, 14.0, 13.725)","(10.0, 12.5, 11.868983957219251)"
07-01-2023 14:46:07.035174,"(2.2, 2.68, 2.6798206278026906)","(3.8, 4.4, 4.338636363636364)","(8.0, 9.2, 8.980722891566264)","(31.0, 38.0, 37.1578947368421)","(7.5, 10.5, 9.412244897959184)","(11.0, 14.0, 13.731707317073171)","(10.0, 12.5, 11.825714285714286)"
