,Im Ready Jet,Majestuoso Nz,Hopeful Beauty Fra,Always Ready,Aldebaran Zeus,Sleepee,Sundons Courage,Ollivici Nz,Nephew Of Sonoko,Keayang Livana
07-01-2023 18:56:19.095367,"(3.1, 4.5, 4.007291666666667)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 46.0)","(8.5, 14.0, 13.5)","(101.0, 210.0, 176.66666666666669)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 113.33333333333333)"
07-01-2023 18:56:20.691971,"(3.1, 4.5, 4.007291666666667)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 46.0)","(8.5, 14.0, 13.5)","(101.0, 210.0, 176.66666666666669)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 113.33333333333333)"
07-01-2023 18:56:22.181812,"(3.1, 4.5, 4.007291666666667)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 46.0)","(8.5, 14.0, 13.5)","(101.0, 210.0, 176.66666666666669)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 113.33333333333333)"
07-01-2023 18:56:23.434966,"(3.1, 4.5, 4.007291666666667)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 47.2)","(8.5, 14.0, 13.5)","(101.0, 210.0, 176.66666666666669)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 113.33333333333333)"
07-01-2023 18:56:24.820880,"(3.1, 4.5, 4.007291666666667)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 47.2)","(8.5, 14.0, 13.5)","(101.0, 210.0, 176.66666666666669)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 113.33333333333333)"
07-01-2023 18:56:26.223373,"(3.1, 4.5, 4.007291666666667)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 45.57142857142857)","(8.5, 14.0, 13.5)","(101.0, 210.0, 176.66666666666669)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 113.33333333333333)"
07-01-2023 18:56:27.607083,"(3.1, 4.5, 4.007291666666667)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 46.75)","(8.5, 14.0, 13.5)","(101.0, 210.0, 176.66666666666669)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:29.070726,"(3.1, 4.5, 4.007291666666667)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 46.75)","(8.5, 14.0, 13.5)","(101.0, 210.0, 176.66666666666669)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:30.430675,"(3.1, 4.5, 4.007291666666667)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 46.75)","(8.5, 14.0, 13.5)","(101.0, 210.0, 176.66666666666669)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:31.769846,"(3.1, 4.5, 3.768085106382979)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 46.75)","(8.5, 14.0, 13.5)","(101.0, 210.0, 176.66666666666669)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:33.048600,"(3.1, 4.5, 3.7670454545454546)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 47.666666666666664)","(8.5, 14.0, 13.5)","(101.0, 210.0, 176.66666666666669)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 73.33333333333333)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:34.388299,"(3.1, 4.5, 4.021739130434782)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 47.666666666666664)","(8.5, 14.0, 13.5)","(101.0, 210.0, 176.66666666666669)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 73.33333333333333)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:35.675498,"(3.1, 4.5, 4.021739130434782)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 47.666666666666664)","(8.5, 14.0, 13.5)","(101.0, 210.0, 176.66666666666669)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 73.33333333333333)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:37.020777,"(3.1, 4.5, 4.021739130434782)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 47.666666666666664)","(8.5, 14.0, 13.5)","(101.0, 210.0, 176.66666666666669)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 73.33333333333333)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:38.434587,"(3.1, 4.5, 4.021739130434782)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 47.666666666666664)","(8.5, 14.0, 13.7)","(101.0, 210.0, 181.42857142857144)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 90.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:39.920377,"(3.1, 4.4, 3.88)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 47.666666666666664)","(8.5, 14.0, 13.7)","(101.0, 210.0, 181.42857142857144)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 90.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:41.340692,"(3.1, 4.4, 3.83125)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 47.666666666666664)","(8.5, 14.0, 13.7)","(101.0, 210.0, 181.42857142857144)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 90.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:42.705682,"(3.1, 4.4, 3.83125)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 46.0)","(8.5, 14.0, 13.7)","(101.0, 210.0, 181.42857142857144)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 90.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:44.112366,"(3.1, 4.4, 3.83125)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 60.0, 46.0)","(8.5, 14.0, 13.7)","(101.0, 210.0, 181.42857142857144)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:45.446699,"(3.1, 4.4, 3.83125)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 60.0, 46.0)","(8.5, 14.0, 13.7)","(101.0, 210.0, 181.42857142857144)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:46.741749,"(3.1, 4.4, 3.83125)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 60.0, 46.0)","(8.5, 14.0, 13.7)","(101.0, 210.0, 181.42857142857144)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:48.018552,"(3.1, 4.4, 3.83125)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 60.0, 46.0)","(8.5, 14.0, 13.7)","(101.0, 210.0, 181.42857142857144)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:49.326478,"(3.1, 4.4, 3.83125)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 60.0, 37.25)","(8.5, 14.0, 13.7)","(101.0, 210.0, 181.42857142857144)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 73.33333333333333)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:50.686488,"(3.1, 4.4, 3.83125)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 60.0, 37.25)","(8.5, 14.0, 13.7)","(101.0, 210.0, 181.42857142857144)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 73.33333333333333)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:52.019991,"(3.1, 4.4, 3.83125)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 49.75)","(8.5, 14.0, 13.7)","(101.0, 210.0, 181.42857142857144)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:53.329465,"(3.1, 4.4, 3.83125)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 49.75)","(8.5, 14.0, 13.7)","(101.0, 210.0, 181.42857142857144)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:54.607766,"(3.1, 4.4, 3.83125)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 48.666666666666664)","(8.5, 14.0, 13.7)","(101.0, 210.0, 181.42857142857144)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 88.33333333333333)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:55.935080,"(3.1, 4.4, 3.83125)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 49.333333333333336)","(8.5, 14.0, 14.5)","(101.0, 210.0, 181.42857142857144)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 88.33333333333333)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:57.179310,"(3.1, 4.4, 3.83125)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 49.333333333333336)","(8.5, 15.0, 14.625)","(101.0, 210.0, 181.42857142857144)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 88.33333333333333)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:58.436556,"(3.1, 4.4, 3.83125)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 49.333333333333336)","(8.5, 15.0, 14.625)","(101.0, 210.0, 181.42857142857144)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 88.33333333333333)","(71.0, 140.0, 110.0)"
07-01-2023 18:56:59.725387,"(3.1, 4.4, 3.83125)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 49.333333333333336)","(8.5, 15.0, 14.625)","(101.0, 210.0, 181.42857142857144)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 88.57142857142857)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:01.154680,"(3.1, 4.4, 3.83125)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 49.333333333333336)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 73.33333333333333)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:02.473192,"(3.1, 4.4, 3.83125)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 49.333333333333336)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:03.764387,"(3.1, 4.3, 3.775)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 49.333333333333336)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 88.33333333333333)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:05.025746,"(3.1, 4.3, 4.146875)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 50.0)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:06.249126,"(3.1, 4.3, 4.203448275862069)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 50.0)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:07.475886,"(3.1, 4.3, 3.9666666666666663)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 50.666666666666664)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:08.767971,"(3.1, 4.3, 4.146875)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 50.666666666666664)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:10.066259,"(3.1, 4.3, 3.8625)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 52.83333333333333)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:11.415336,"(3.1, 4.3, 3.75)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 52.83333333333333)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:12.742402,"(3.1, 4.3, 3.784375)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 52.83333333333333)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:14.307940,"(3.1, 4.3, 3.784375)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 52.83333333333333)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:15.546578,"(3.1, 4.3, 3.784375)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 51.75)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 83.57142857142857)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:16.717441,"(3.1, 4.3, 3.784375)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 53.166666666666664)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 83.57142857142857)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:18.032525,"(3.1, 4.3, 4.089189189189189)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 52.0)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 83.57142857142857)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:19.284244,"(3.1, 4.3, 3.7222222222222223)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 52.75)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 83.57142857142857)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:20.609011,"(3.1, 4.3, 3.677777777777778)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 51.5)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 83.57142857142857)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:22.004296,"(3.1, 4.3, 3.6538461538461537)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 55.0, 73.3076923076923)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 83.57142857142857)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:23.361853,"(3.1, 4.3, 4.089189189189189)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 95.0, 65.0)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 83.57142857142857)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:24.730672,"(3.1, 4.3, 3.6538461538461537)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 95.0, 63.75)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 83.57142857142857)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:26.035042,"(3.1, 4.3, 3.6538461538461537)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 90.0, 59.285714285714285)","(8.5, 15.0, 14.625)","(101.0, 210.0, 178.0)","(61.0, 90.0, 83.57142857142857)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:27.343590,"(3.1, 4.3, 3.6538461538461537)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 85.0, 62.27272727272727)","(8.5, 15.0, 13.285714285714285)","(101.0, 210.0, 178.0)","(61.0, 90.0, 83.57142857142857)","(8.5, 99999, 99990)","(41.0, 100.0, 82.5)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:28.610301,"(3.1, 4.3, 3.6538461538461537)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 85.0, 66.66666666666667)","(8.5, 15.0, 13.714285714285714)","(101.0, 210.0, 178.0)","(61.0, 90.0, 83.57142857142857)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:29.925778,"(3.1, 4.3, 3.6538461538461537)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 80.0, 66.66666666666667)","(8.5, 15.0, 14.55)","(101.0, 210.0, 178.0)","(61.0, 90.0, 83.57142857142857)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:31.198749,"(3.1, 4.3, 3.6538461538461537)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 80.0, 66.66666666666667)","(8.5, 15.0, 14.55)","(101.0, 210.0, 178.0)","(61.0, 90.0, 83.57142857142857)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:32.560929,"(3.1, 4.3, 3.7555555555555555)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 80.0, 66.66666666666667)","(8.5, 15.0, 14.75)","(101.0, 210.0, 178.0)","(61.0, 90.0, 83.57142857142857)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:33.853605,"(3.1, 4.3, 3.7555555555555555)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 80.0, 66.66666666666667)","(8.5, 15.0, 14.5)","(101.0, 210.0, 178.0)","(61.0, 90.0, 83.57142857142857)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:35.180852,"(3.1, 4.3, 3.8333333333333335)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 80.0, 66.66666666666667)","(8.5, 15.0, 14.5)","(101.0, 210.0, 178.0)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:36.510133,"(3.1, 4.3, 3.7555555555555555)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 80.0, 61.875)","(8.5, 15.0, 14.5)","(101.0, 210.0, 178.0)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 80.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:37.811136,"(3.1, 4.3, 3.7555555555555555)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 75.0, 63.333333333333336)","(8.5, 15.0, 14.5)","(101.0, 210.0, 178.0)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 91.42857142857143)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:39.187944,"(3.1, 4.3, 3.8333333333333335)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 15.0, 14.5)","(101.0, 210.0, 178.0)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 90.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:40.527591,"(3.1, 4.3, 4.209677419354838)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 15.0, 14.5)","(101.0, 210.0, 178.0)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 90.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:41.835646,"(3.1, 4.3, 3.9749999999999996)","(1.95, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 15.0, 14.5)","(101.0, 210.0, 178.0)","(61.0, 90.0, 82.5)","(8.5, 99999, 99990)","(41.0, 100.0, 90.0)","(71.0, 140.0, 110.0)"
07-01-2023 18:57:43.138937,"(3.1, 4.3, 4.021428571428571)","(1.95, 99999, 99990)","(9.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 15.0, 14.5)","(101.0, 210.0, 178.0)","(71.0, 90.0, 82.5)","(8.0, 99999, 99990)","(51.0, 100.0, 90.0)","(81.0, 140.0, 110.0)"
07-01-2023 18:57:44.510032,"(3.1, 4.3, 4.021428571428571)","(1.95, 99999, 99990)","(9.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 15.0, 14.5)","(101.0, 210.0, 183.33333333333334)","(71.0, 90.0, 82.5)","(8.0, 99999, 99990)","(51.0, 100.0, 83.33333333333333)","(81.0, 140.0, 110.0)"
07-01-2023 18:57:45.837670,"(3.1, 4.3, 4.021428571428571)","(1.95, 99999, 99990)","(9.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 15.0, 14.5)","(101.0, 210.0, 183.33333333333334)","(71.0, 90.0, 82.5)","(8.0, 99999, 99990)","(51.0, 100.0, 83.33333333333333)","(81.0, 140.0, 110.0)"
07-01-2023 18:57:47.047842,"(3.1, 4.3, 3.85)","(1.95, 99999, 99990)","(9.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 15.0, 14.5)","(101.0, 210.0, 183.33333333333334)","(71.0, 90.0, 82.5)","(8.0, 99999, 99990)","(51.0, 100.0, 83.33333333333333)","(81.0, 140.0, 110.0)"
07-01-2023 18:57:48.393412,"(3.1, 4.3, 3.8000000000000003)","(1.95, 99999, 99990)","(9.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 15.0, 14.5)","(101.0, 210.0, 183.33333333333334)","(71.0, 90.0, 82.5)","(8.0, 99999, 99990)","(51.0, 100.0, 83.33333333333333)","(81.0, 140.0, 110.0)"
07-01-2023 18:57:49.708993,"(3.1, 4.3, 3.8000000000000003)","(1.95, 99999, 99990)","(9.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 15.0, 14.5)","(101.0, 210.0, 183.33333333333334)","(71.0, 90.0, 82.5)","(8.0, 99999, 99990)","(51.0, 100.0, 83.33333333333333)","(81.0, 140.0, 110.0)"
07-01-2023 18:57:51.051070,"(3.1, 4.3, 3.8000000000000003)","(1.95, 99999, 99990)","(9.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 15.0, 14.5)","(101.0, 210.0, 183.33333333333334)","(71.0, 90.0, 82.5)","(8.0, 99999, 99990)","(51.0, 100.0, 83.33333333333333)","(81.0, 140.0, 110.0)"
07-01-2023 18:57:52.387481,"(3.1, 4.3, 3.8000000000000003)","(1.95, 99999, 99990)","(9.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 15.0, 14.5)","(101.0, 210.0, 183.33333333333334)","(71.0, 90.0, 82.5)","(8.0, 99999, 99990)","(51.0, 100.0, 83.33333333333333)","(81.0, 140.0, 110.0)"
07-01-2023 18:57:53.666142,"(3.1, 4.3, 3.8000000000000003)","(1.95, 99999, 99990)","(9.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 15.0, 14.5)","(101.0, 210.0, 183.33333333333334)","(71.0, 90.0, 82.5)","(8.0, 99999, 99990)","(51.0, 100.0, 83.33333333333333)","(81.0, 140.0, 110.0)"
07-01-2023 18:57:54.991597,"(3.1, 4.3, 3.8000000000000003)","(1.95, 99999, 99990)","(9.0, 99999, 99990)","(31.0, 70.0, 62.5)","(8.5, 15.0, 14.5)","(101.0, 210.0, 183.33333333333334)","(71.0, 90.0, 87.5)","(8.0, 99999, 99990)","(51.0, 100.0, 83.33333333333333)","(81.0, 140.0, 110.0)"
07-01-2023 18:57:56.196130,"(3.1, 4.3, 3.8000000000000003)","(1.95, 99999, 99990)","(9.0, 99999, 99990)","(31.0, 70.0, 62.5)","(8.5, 15.0, 14.5)","(101.0, 210.0, 183.33333333333334)","(71.0, 95.0, 82.5)","(8.0, 99999, 99990)","(51.0, 100.0, 83.33333333333333)","(81.0, 140.0, 110.0)"
07-01-2023 18:57:57.352762,"(3.1, 4.3, 3.8000000000000003)","(1.95, 99999, 99990)","(9.0, 99999, 99990)","(31.0, 70.0, 62.5)","(8.5, 15.0, 14.5)","(101.0, 210.0, 183.33333333333334)","(71.0, 95.0, 82.5)","(8.0, 99999, 99990)","(51.0, 100.0, 83.33333333333333)","(81.0, 140.0, 110.0)"
07-01-2023 18:57:58.607130,"(3.1, 4.3, 3.8000000000000003)","(1.95, 99999, 99990)","(9.0, 99999, 99990)","(31.0, 70.0, 62.5)","(8.5, 15.0, 14.5)","(101.0, 210.0, 183.33333333333334)","(71.0, 95.0, 82.5)","(8.0, 99999, 99990)","(51.0, 100.0, 83.33333333333333)","(81.0, 140.0, 110.0)"
