,Im Ready Jet,Majestuoso Nz,Hopeful Beauty Fra,Always Ready,Aldebaran Zeus,Sleepee,Sundons Courage,Ollivici Nz,Nephew Of Sonoko,Keayang Livana
07-01-2023 18:59:56.036119,"(3.1, 3.9, 3.75)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 75.0, 62.5)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 130.0, 88.33333333333333)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 18:59:57.309951,"(3.1, 3.9, 3.75)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 75.0, 62.5)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 130.0, 88.33333333333333)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 18:59:58.581388,"(3.1, 3.9, 3.75)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 75.0, 62.5)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 130.0, 88.33333333333333)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 18:59:59.938721,"(3.1, 3.9, 3.75)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 75.0, 62.5)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 130.0, 88.33333333333333)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:01.144267,"(3.1, 3.9, 3.75)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 75.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 130.0, 93.33333333333333)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:02.435783,"(3.1, 3.9, 3.7666666666666666)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 120.0, 93.33333333333333)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:03.644785,"(3.1, 3.9, 3.7666666666666666)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 120.0, 93.33333333333333)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:04.911974,"(3.1, 3.9, 3.7666666666666666)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:06.159546,"(3.1, 3.9, 3.7666666666666666)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:07.449126,"(3.1, 3.9, 3.7666666666666666)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:08.731795,"(3.1, 3.9, 3.809090909090909)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:10.041180,"(3.1, 3.9, 3.809090909090909)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:11.303768,"(3.1, 3.9, 3.809090909090909)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:12.714175,"(3.1, 3.9, 3.809090909090909)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:14.142146,"(3.1, 3.9, 3.809090909090909)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:15.420711,"(3.1, 3.9, 3.809090909090909)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 62.5)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:16.764854,"(3.1, 3.9, 3.809090909090909)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:18.124443,"(3.1, 3.9, 3.809090909090909)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:19.570539,"(3.1, 3.9, 3.809090909090909)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:20.962487,"(3.1, 3.9, 3.809090909090909)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:22.454640,"(3.1, 3.9, 3.809090909090909)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:23.708466,"(3.1, 3.9, 3.809090909090909)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 186.66666666666666)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:25.026847,"(3.1, 3.9, 3.809090909090909)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:26.406699,"(3.1, 3.9, 3.809090909090909)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:27.710380,"(3.1, 3.9, 3.809090909090909)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:29.042132,"(3.1, 3.9, 3.7666666666666666)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(61.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:30.353787,"(3.1, 3.9, 3.7666666666666666)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 63.333333333333336)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 110.0)"
07-01-2023 19:00:31.600446,"(3.1, 3.9, 3.7666666666666666)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 128.75)"
07-01-2023 19:00:32.829957,"(3.1, 3.9, 3.7035714285714283)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 128.75)"
07-01-2023 19:00:34.134679,"(3.1, 3.9, 3.7035714285714283)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 128.75)"
07-01-2023 19:00:35.427050,"(3.1, 3.9, 3.7035714285714283)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 128.75)"
07-01-2023 19:00:36.784864,"(3.1, 3.9, 3.7035714285714283)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 128.75)"
07-01-2023 19:00:38.279173,"(3.1, 3.9, 3.7035714285714283)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 128.75)"
07-01-2023 19:00:40.084258,"(3.1, 3.9, 3.7035714285714283)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 128.75)"
07-01-2023 19:00:41.582512,"(3.1, 3.9, 3.7181818181818183)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 128.75)"
07-01-2023 19:00:43.123867,"(3.1, 3.9, 3.7181818181818183)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 128.75)"
07-01-2023 19:00:44.837896,"(3.1, 3.9, 3.7181818181818183)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 128.75)"
07-01-2023 19:00:46.524678,"(3.1, 3.9, 3.7181818181818183)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 128.75)"
07-01-2023 19:00:48.079579,"(3.1, 3.9, 3.7181818181818183)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 128.75)"
07-01-2023 19:00:49.436901,"(3.1, 3.9, 3.7181818181818183)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 132.72727272727272)"
07-01-2023 19:00:50.851638,"(3.1, 3.9, 3.7181818181818183)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 132.72727272727272)"
07-01-2023 19:00:52.347390,"(3.1, 3.9, 3.7181818181818183)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 132.72727272727272)"
07-01-2023 19:00:53.788540,"(3.1, 3.9, 3.696875)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 133.33333333333334)"
07-01-2023 19:00:55.270784,"(3.1, 3.9, 3.696875)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 133.33333333333334)"
07-01-2023 19:00:56.784801,"(3.1, 3.85, 3.7357142857142858)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 133.33333333333334)"
07-01-2023 19:00:58.259395,"(3.1, 3.85, 3.7357142857142858)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 133.33333333333334)"
07-01-2023 19:00:59.738309,"(3.1, 3.85, 3.7357142857142858)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 133.33333333333334)"
07-01-2023 19:01:01.329603,"(3.1, 3.85, 3.71)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 133.33333333333334)"
07-01-2023 19:01:02.878843,"(3.1, 3.85, 3.71)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 130.0)"
07-01-2023 19:01:04.472183,"(3.1, 3.85, 3.71)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 130.0)"
07-01-2023 19:01:05.987565,"(3.1, 3.85, 3.7357142857142858)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 130.0)"
07-01-2023 19:01:07.372750,"(3.1, 3.85, 3.7357142857142858)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 113.33333333333333)"
07-01-2023 19:01:08.821042,"(3.1, 3.85, 3.7357142857142858)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 113.33333333333333)"
07-01-2023 19:01:10.203502,"(3.1, 3.85, 3.7357142857142858)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 113.33333333333333)"
07-01-2023 19:01:11.503451,"(3.1, 3.85, 3.7357142857142858)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 128.57142857142858)"
07-01-2023 19:01:12.811208,"(3.1, 3.85, 3.7357142857142858)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 128.57142857142858)"
07-01-2023 19:01:14.239840,"(3.1, 3.85, 3.738888888888889)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 128.57142857142858)"
07-01-2023 19:01:15.627598,"(3.1, 3.85, 3.738888888888889)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 128.57142857142858)"
07-01-2023 19:01:17.013718,"(3.1, 3.9, 3.7153846153846155)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 113.33333333333333)"
07-01-2023 19:01:18.391435,"(3.1, 3.9, 3.7153846153846155)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 113.33333333333333)"
07-01-2023 19:01:19.870839,"(3.1, 3.9, 3.7153846153846155)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 113.33333333333333)"
07-01-2023 19:01:21.103264,"(3.1, 3.9, 3.7153846153846155)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 113.33333333333333)"
07-01-2023 19:01:22.733576,"(3.1, 3.85, 3.7041666666666666)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 113.33333333333333)"
07-01-2023 19:01:24.293323,"(3.1, 3.85, 3.7041666666666666)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 126.66666666666667)"
07-01-2023 19:01:25.854739,"(3.1, 3.85, 3.7041666666666666)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 126.66666666666667)"
07-01-2023 19:01:27.472491,"(3.1, 3.85, 3.7041666666666666)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 126.66666666666667)"
07-01-2023 19:01:29.038846,"(3.1, 3.85, 3.7041666666666666)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 86.66666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 120.0)"
07-01-2023 19:01:30.519016,"(3.1, 3.85, 3.7041666666666666)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 65.0)","(8.5, 14.0, 13.833333333333334)","(101.0, 210.0, 170.0)","(71.0, 120.0, 90.83333333333333)","(8.0, 99999, 99990)","(71.0, 120.0, 90.0)","(91.0, 140.0, 120.0)"
07-01-2023 19:01:31.910126,"(3.1, 3.85, 3.738888888888889)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 70.0, 62.5)","(8.5, 14.0, 15.0)","(101.0, 210.0, 170.0)","(71.0, 120.0, 93.33333333333333)","(8.0, 99999, 99990)","(71.0, 120.0, 96.66666666666667)","(91.0, 140.0, 127.14285714285714)"
07-01-2023 19:01:33.354239,"(3.1, 3.85, 3.7111111111111112)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 75.0, 62.5)","(8.5, 15.5, 15.0)","(101.0, 210.0, 170.0)","(71.0, 110.0, 89.16666666666667)","(8.0, 99999, 99990)","(71.0, 120.0, 96.66666666666667)","(91.0, 140.0, 127.14285714285714)"
07-01-2023 19:01:35.104127,"(3.1, 3.8, 3.65)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 75.0, 62.5)","(8.5, 15.5, 15.0)","(101.0, 210.0, 170.0)","(71.0, 110.0, 91.25)","(8.0, 99999, 99990)","(71.0, 120.0, 96.66666666666667)","(91.0, 140.0, 127.14285714285714)"
07-01-2023 19:01:36.877487,"(3.1, 3.75, 3.65)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 75.0, 62.5)","(8.5, 15.5, 15.0)","(101.0, 210.0, 190.0)","(71.0, 110.0, 91.25)","(8.0, 99999, 99990)","(71.0, 120.0, 96.66666666666667)","(91.0, 140.0, 127.14285714285714)"
07-01-2023 19:01:38.167211,"(3.1, 3.75, 3.65)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 75.0, 62.5)","(8.5, 15.5, 15.0)","(101.0, 230.0, 190.0)","(71.0, 110.0, 91.25)","(8.0, 99999, 99990)","(71.0, 120.0, 96.66666666666667)","(91.0, 140.0, 127.14285714285714)"
07-01-2023 19:01:39.528372,"(3.1, 3.75, 3.7)","(2.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 75.0, 62.5)","(8.5, 15.5, 15.0)","(101.0, 220.0, 173.33333333333334)","(71.0, 140.0, 109.44444444444444)","(8.0, 99999, 99990)","(71.0, 120.0, 96.66666666666667)","(91.0, 140.0, 127.14285714285714)"
