,Bye Bye Taipan,Devastator,Game One,Mr Savant,Smart And Classy,Lenny Rocks Out,Rubeson
11-01-2023 13:44:03.158336,"(4.0, 8.4, 8.016)","(4.4, 9.6, 8.6)","(8.0, 14.0, 11.92)","(81.0, 570.0, 330.0)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.6, 2.82, 2.7666666666666666)"
11-01-2023 13:44:04.325144,"(4.0, 8.4, 8.016)","(4.4, 9.6, 8.6)","(8.0, 14.0, 11.92)","(81.0, 580.0, 330.0)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.6, 2.82, 2.7666666666666666)"
11-01-2023 13:44:05.356074,"(4.0, 8.4, 8.016)","(4.4, 9.6, 8.6)","(8.0, 14.0, 11.92)","(81.0, 580.0, 330.0)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.6, 2.82, 2.7666666666666666)"
11-01-2023 13:44:06.345955,"(4.0, 8.4, 8.016)","(4.4, 9.6, 8.6)","(8.0, 14.0, 11.92)","(81.0, 580.0, 330.0)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.6, 2.82, 2.7666666666666666)"
11-01-2023 13:44:07.467717,"(4.0, 8.4, 8.016)","(4.4, 9.6, 8.266666666666666)","(8.0, 14.0, 11.92)","(81.0, 580.0, 330.0)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.6, 2.82, 2.8057142857142856)"
11-01-2023 13:44:08.506933,"(4.0, 8.4, 7.6)","(4.4, 9.6, 8.533333333333333)","(8.0, 14.0, 11.92)","(81.0, 580.0, 330.0)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.6, 2.82, 2.8057142857142856)"
11-01-2023 13:44:09.532564,"(4.0, 8.4, 7.885714285714286)","(4.4, 9.6, 8.533333333333333)","(8.0, 14.0, 10.9375)","(81.0, 580.0, 330.0)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.6, 2.82, 2.8057142857142856)"
11-01-2023 13:44:10.665987,"(4.0, 8.4, 7.885714285714286)","(4.4, 9.6, 8.533333333333333)","(8.0, 14.5, 10.9375)","(81.0, 580.0, 330.0)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.6, 2.82, 2.8057142857142856)"
11-01-2023 13:44:11.789642,"(4.0, 8.4, 7.885714285714286)","(4.4, 9.6, 8.533333333333333)","(8.0, 14.5, 10.9375)","(81.0, 580.0, 423.0)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.6, 2.82, 2.6538461538461537)"
11-01-2023 13:44:12.860956,"(4.0, 8.4, 7.885714285714286)","(4.4, 9.6, 8.533333333333333)","(8.0, 14.5, 10.9375)","(81.0, 510.0, 423.0)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.6, 2.82, 2.692941176470588)"
11-01-2023 13:44:13.909042,"(4.0, 8.4, 7.885714285714286)","(4.4, 9.6, 8.533333333333333)","(8.0, 14.5, 10.9375)","(81.0, 510.0, 423.0)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.6, 2.82, 2.692941176470588)"
11-01-2023 13:44:14.957878,"(4.0, 8.4, 8.191304347826087)","(4.4, 9.6, 7.885714285714285)","(8.0, 14.5, 10.9375)","(81.0, 510.0, 470.90909090909093)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.6, 2.82, 2.692941176470588)"
11-01-2023 13:44:16.222728,"(4.0, 8.4, 8.22857142857143)","(4.4, 9.6, 8.971428571428572)","(8.0, 14.5, 12.666666666666666)","(81.0, 510.0, 470.90909090909093)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.6, 2.82, 2.7888888888888888)"
11-01-2023 13:44:17.496001,"(4.0, 8.4, 8.22857142857143)","(4.4, 9.6, 8.971428571428572)","(8.0, 14.5, 12.666666666666666)","(81.0, 510.0, 488.33333333333337)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.6, 2.82, 2.7888888888888888)"
11-01-2023 13:44:18.711800,"(4.0, 8.4, 8.22857142857143)","(4.4, 9.6, 8.971428571428572)","(8.0, 14.5, 12.666666666666666)","(81.0, 570.0, 516.3636363636363)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.45, 2.82, 2.5582278481012657)"
11-01-2023 13:44:20.013449,"(4.0, 8.4, 8.22857142857143)","(4.4, 9.8, 8.927272727272728)","(8.0, 14.5, 12.666666666666666)","(81.0, 560.0, 516.3636363636363)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.45, 2.6, 2.5582278481012657)"
11-01-2023 13:44:21.126722,"(4.0, 8.4, 8.22857142857143)","(4.4, 9.8, 8.927272727272728)","(8.0, 14.5, 12.666666666666666)","(81.0, 560.0, 516.3636363636363)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.45, 2.6, 2.5582278481012657)"
11-01-2023 13:44:22.242290,"(4.0, 8.4, 8.0)","(4.4, 9.8, 9.088888888888889)","(8.0, 14.5, 12.666666666666666)","(81.0, 560.0, 516.3636363636363)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.45, 2.6, 2.5582278481012657)"
11-01-2023 13:44:23.674363,"(4.0, 8.4, 7.866666666666666)","(4.4, 9.8, 9.088888888888889)","(8.0, 14.5, 12.666666666666666)","(81.0, 560.0, 430.0)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.45, 2.6, 2.5521739130434784)"
11-01-2023 13:44:24.794403,"(4.0, 8.6, 7.866666666666666)","(4.4, 9.8, 9.088888888888889)","(8.0, 14.5, 12.666666666666666)","(81.0, 570.0, 430.0)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.45, 2.6, 2.5521739130434784)"
11-01-2023 13:44:25.809968,"(4.0, 9.6, 9.244444444444444)","(4.4, 10.0, 9.2)","(8.0, 14.5, 12.666666666666666)","(81.0, 540.0, 498.1818181818182)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.45, 2.6, 2.4465116279069767)"
11-01-2023 13:44:26.940229,"(4.0, 9.6, 9.244444444444444)","(4.4, 10.0, 9.2)","(8.0, 14.5, 12.666666666666666)","(81.0, 540.0, 367.5)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.45, 2.6, 2.4465116279069767)"
11-01-2023 13:44:28.214344,"(4.0, 9.6, 9.244444444444444)","(4.4, 10.0, 8.844444444444445)","(8.0, 14.5, 12.666666666666666)","(81.0, 540.0, 367.5)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.45, 2.58, 2.4762962962962964)"
11-01-2023 13:44:29.521516,"(4.0, 9.6, 9.1)","(4.4, 10.0, 9.266666666666667)","(8.0, 14.5, 12.666666666666666)","(81.0, 540.0, 446.66666666666663)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.45, 2.58, 2.4762962962962964)"
11-01-2023 13:44:30.617745,"(4.0, 9.6, 9.266666666666666)","(4.4, 9.8, 9.266666666666667)","(8.0, 14.5, 12.666666666666666)","(81.0, 520.0, 446.66666666666663)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.45, 2.58, 2.4762962962962964)"
11-01-2023 13:44:31.735102,"(4.0, 9.6, 9.266666666666666)","(4.4, 9.8, 9.266666666666667)","(8.0, 14.5, 12.666666666666666)","(81.0, 520.0, 446.66666666666663)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.45, 2.58, 2.4762962962962964)"
11-01-2023 13:44:32.851471,"(4.0, 9.6, 9.266666666666666)","(4.4, 9.8, 9.266666666666667)","(8.0, 14.5, 12.666666666666666)","(81.0, 520.0, 446.66666666666663)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.45, 2.58, 2.4762962962962964)"
11-01-2023 13:44:33.869550,"(4.0, 9.6, 9.266666666666666)","(4.4, 9.8, 9.266666666666667)","(8.0, 14.5, 12.666666666666666)","(81.0, 520.0, 446.66666666666663)","(6.0, 9.0, 7.76)","(6.5, 18.0, 16.285714285714285)","(2.45, 2.58, 2.4762962962962964)"
11-01-2023 13:44:34.999481,"(4.2, 9.6, 9.266666666666666)","(4.4, 9.8, 9.266666666666667)","(8.0, 14.5, 12.666666666666666)","(81.0, 510.0, 470.90909090909093)","(6.0, 9.0, 7.909090909090909)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.58, 2.4762962962962964)"
11-01-2023 13:44:36.324073,"(4.2, 9.6, 9.288888888888888)","(4.4, 9.8, 9.022222222222222)","(8.0, 14.5, 12.666666666666666)","(81.0, 510.0, 470.90909090909093)","(6.0, 9.0, 7.909090909090909)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.58, 2.4762962962962964)"
11-01-2023 13:44:37.422356,"(4.2, 9.6, 9.288888888888888)","(4.4, 10.0, 9.022222222222222)","(8.0, 14.5, 12.666666666666666)","(81.0, 510.0, 470.90909090909093)","(6.0, 9.0, 7.909090909090909)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.58, 2.4762962962962964)"
11-01-2023 13:44:38.433843,"(4.2, 9.6, 9.288888888888888)","(4.4, 10.0, 9.022222222222222)","(8.0, 14.5, 12.666666666666666)","(81.0, 510.0, 470.90909090909093)","(6.0, 9.0, 7.909090909090909)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.58, 2.4762962962962964)"
11-01-2023 13:44:39.599769,"(4.2, 9.6, 9.288888888888888)","(4.4, 10.0, 9.2)","(8.0, 14.5, 12.666666666666666)","(81.0, 510.0, 373.3333333333333)","(6.0, 9.0, 7.909090909090909)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.58, 2.5072)"
11-01-2023 13:44:40.688527,"(4.2, 9.6, 9.288888888888888)","(4.4, 10.0, 9.2)","(8.0, 14.5, 12.666666666666666)","(81.0, 520.0, 373.3333333333333)","(6.0, 9.0, 7.909090909090909)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.58, 2.5072)"
11-01-2023 13:44:41.735285,"(4.2, 9.6, 9.288888888888888)","(4.4, 10.0, 9.2)","(8.0, 14.5, 12.666666666666666)","(81.0, 520.0, 352.6923076923077)","(6.0, 9.0, 7.909090909090909)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.58, 2.5033333333333334)"
11-01-2023 13:44:42.961192,"(4.2, 9.6, 7.48)","(4.4, 10.0, 7.799999999999999)","(8.0, 14.5, 12.666666666666666)","(81.0, 520.0, 462.77777777777777)","(6.0, 9.0, 7.909090909090909)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.54, 2.42)"
11-01-2023 13:44:44.044013,"(4.2, 7.8, 7.376470588235294)","(4.4, 8.2, 7.799999999999999)","(8.0, 14.5, 12.666666666666666)","(81.0, 510.0, 394.09090909090907)","(6.0, 9.0, 7.909090909090909)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.54, 2.42)"
11-01-2023 13:44:45.105425,"(4.2, 7.8, 7.607142857142857)","(4.4, 8.0, 7.3)","(8.0, 14.5, 12.666666666666666)","(81.0, 510.0, 306.33333333333337)","(6.0, 9.0, 7.909090909090909)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.54, 2.42)"
11-01-2023 13:44:46.102920,"(4.2, 7.8, 7.607142857142857)","(4.4, 8.0, 7.3)","(8.0, 14.5, 12.666666666666666)","(81.0, 500.0, 306.33333333333337)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.54, 2.42)"
11-01-2023 13:44:47.145870,"(4.2, 7.8, 7.607142857142857)","(4.4, 8.0, 7.3)","(8.0, 14.5, 12.461538461538462)","(81.0, 500.0, 306.33333333333337)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.54, 2.4699999999999998)"
11-01-2023 13:44:48.199203,"(4.2, 7.8, 7.636363636363637)","(4.4, 8.0, 7.625)","(8.0, 14.5, 11.694117647058823)","(81.0, 500.0, 280.2941176470588)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.52, 2.4595348837209303)"
11-01-2023 13:44:49.313177,"(4.2, 7.8, 7.636363636363637)","(4.4, 8.0, 7.625)","(8.0, 14.5, 11.694117647058823)","(81.0, 500.0, 306.33333333333337)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.52, 2.4595348837209303)"
11-01-2023 13:44:50.375763,"(4.2, 8.2, 7.794736842105262)","(4.4, 8.0, 7.625)","(8.0, 14.0, 13.04)","(81.0, 480.0, 409.44444444444446)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.52, 2.4595348837209303)"
11-01-2023 13:44:51.564388,"(4.2, 8.2, 7.794736842105262)","(4.4, 8.0, 7.625)","(8.0, 14.0, 13.04)","(81.0, 450.0, 409.44444444444446)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.52, 2.4595348837209303)"
11-01-2023 13:44:52.703045,"(4.2, 8.2, 7.794736842105262)","(4.4, 8.0, 7.625)","(8.0, 14.0, 13.04)","(81.0, 450.0, 409.44444444444446)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.52, 2.4843835616438357)"
11-01-2023 13:44:53.719759,"(4.2, 8.2, 8.066666666666666)","(4.4, 8.0, 7.625)","(8.0, 14.0, 13.04)","(81.0, 450.0, 328.33333333333337)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.52, 2.4732)"
11-01-2023 13:44:54.767068,"(4.2, 8.4, 7.511111111111111)","(4.4, 8.0, 7.65)","(8.0, 14.0, 13.04)","(81.0, 440.0, 391.6666666666667)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.285714285714285)","(2.45, 2.52, 2.4732)"
11-01-2023 13:44:55.802298,"(4.2, 8.4, 7.1692307692307695)","(4.4, 8.0, 7.65)","(8.0, 14.0, 13.04)","(81.0, 430.0, 391.6666666666667)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.52, 2.4732)"
11-01-2023 13:44:56.864627,"(4.2, 8.4, 7.1692307692307695)","(4.4, 8.0, 7.65)","(8.0, 14.0, 13.04)","(81.0, 430.0, 391.6666666666667)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.52, 2.462222222222222)"
11-01-2023 13:44:57.950689,"(4.2, 8.4, 7.1692307692307695)","(4.4, 8.0, 7.65)","(8.0, 14.0, 13.04)","(81.0, 430.0, 391.6666666666667)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.52, 2.482083333333333)"
11-01-2023 13:44:58.977358,"(4.2, 8.4, 7.1692307692307695)","(4.4, 8.0, 7.65)","(8.0, 14.0, 13.04)","(81.0, 430.0, 391.6666666666667)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.52, 2.482083333333333)"
11-01-2023 13:45:00.034702,"(4.2, 8.4, 7.1692307692307695)","(4.4, 8.0, 7.65)","(8.0, 14.0, 13.04)","(81.0, 430.0, 391.6666666666667)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.52, 2.508947368421053)"
11-01-2023 13:45:00.977626,"(4.2, 8.4, 7.575)","(4.4, 8.0, 7.6)","(8.0, 14.0, 13.04)","(81.0, 430.0, 391.6666666666667)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.52, 2.508947368421053)"
11-01-2023 13:45:01.945972,"(4.2, 8.2, 8.026086956521738)","(4.4, 8.0, 7.775)","(8.0, 14.0, 13.04)","(81.0, 430.0, 391.6666666666667)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.52, 2.508947368421053)"
11-01-2023 13:45:03.132787,"(4.2, 8.4, 7.015384615384615)","(4.4, 8.0, 7.775)","(8.0, 14.0, 13.04)","(81.0, 430.0, 315.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.52, 2.508947368421053)"
11-01-2023 13:45:04.328587,"(4.2, 8.4, 7.015384615384615)","(4.4, 8.0, 7.775)","(8.0, 14.0, 13.04)","(81.0, 430.0, 315.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.52, 2.508947368421053)"
11-01-2023 13:45:05.478137,"(4.2, 8.4, 7.015384615384615)","(4.4, 8.0, 7.775)","(8.0, 14.0, 13.04)","(81.0, 430.0, 315.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.52, 2.508947368421053)"
11-01-2023 13:45:06.770613,"(4.2, 8.4, 7.015384615384615)","(4.4, 8.0, 7.775)","(8.0, 14.0, 13.04)","(81.0, 430.0, 315.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.52, 2.5083333333333333)"
11-01-2023 13:45:07.854737,"(4.2, 8.4, 7.015384615384615)","(4.4, 8.0, 7.775)","(8.0, 14.0, 13.04)","(81.0, 430.0, 315.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.52, 2.5158823529411767)"
11-01-2023 13:45:08.940124,"(4.2, 8.4, 7.6)","(4.4, 8.0, 7.6)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.496470588235294)"
11-01-2023 13:45:09.980566,"(4.2, 8.4, 7.6)","(4.4, 8.0, 7.6)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.496470588235294)"
11-01-2023 13:45:11.136768,"(4.2, 8.0, 7.290909090909091)","(4.4, 8.0, 7.6)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.496470588235294)"
11-01-2023 13:45:12.296073,"(4.2, 8.0, 7.290909090909091)","(4.4, 8.0, 7.6)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.496470588235294)"
11-01-2023 13:45:13.393383,"(4.2, 8.0, 7.290909090909091)","(4.4, 8.0, 7.6)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.496470588235294)"
11-01-2023 13:45:14.475639,"(4.2, 8.0, 7.290909090909091)","(4.4, 8.0, 7.630769230769231)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.496470588235294)"
11-01-2023 13:45:15.537921,"(4.2, 8.0, 7.290909090909091)","(4.4, 8.6, 8.107692307692307)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.496470588235294)"
11-01-2023 13:45:16.644808,"(4.2, 8.0, 7.290909090909091)","(4.4, 8.6, 8.107692307692307)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.496470588235294)"
11-01-2023 13:45:17.596794,"(4.2, 8.0, 7.290909090909091)","(4.4, 8.6, 8.107692307692307)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.496470588235294)"
11-01-2023 13:45:18.621400,"(4.2, 8.0, 7.290909090909091)","(4.4, 8.6, 8.107692307692307)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.496470588235294)"
11-01-2023 13:45:19.741310,"(4.2, 8.0, 7.290909090909091)","(4.4, 8.6, 8.107692307692307)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.496470588235294)"
11-01-2023 13:45:20.813157,"(4.2, 8.0, 7.290909090909091)","(4.4, 8.6, 8.107692307692307)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.496470588235294)"
11-01-2023 13:45:21.857225,"(4.2, 8.0, 7.580645161290322)","(4.4, 8.6, 8.1)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.496470588235294)"
11-01-2023 13:45:22.899743,"(4.2, 8.0, 7.638888888888889)","(4.4, 8.6, 8.1)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.496470588235294)"
11-01-2023 13:45:24.101240,"(4.2, 8.0, 7.638888888888889)","(4.4, 8.6, 8.1)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.496470588235294)"
11-01-2023 13:45:25.091438,"(4.2, 8.0, 7.08235294117647)","(4.4, 8.6, 8.1)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.495862068965517)"
11-01-2023 13:45:26.184193,"(4.2, 8.0, 7.08235294117647)","(4.4, 8.6, 8.1)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.495862068965517)"
11-01-2023 13:45:27.304586,"(4.2, 8.0, 7.333333333333333)","(4.4, 8.6, 8.028571428571428)","(8.0, 14.0, 13.04)","(81.0, 420.0, 353.0)","(6.0, 9.0, 8.138461538461538)","(6.0, 18.0, 16.0)","(2.45, 2.5, 2.495862068965517)"
11-01-2023 13:45:28.387585,"(4.2, 8.0, 7.6)","(4.6, 8.6, 8.028571428571428)","(8.5, 14.0, 13.04)","(91.0, 420.0, 353.0)","(6.5, 9.0, 8.138461538461538)","(6.5, 18.0, 16.0)","(2.35, 2.5, 2.495862068965517)"
11-01-2023 13:45:29.486271,"(4.2, 8.0, 7.6)","(4.6, 8.6, 8.155555555555555)","(8.5, 14.0, 13.04)","(91.0, 410.0, 253.0)","(6.5, 9.0, 8.138461538461538)","(6.5, 18.0, 16.0)","(2.35, 2.5, 2.495862068965517)"
11-01-2023 13:45:30.536665,"(4.2, 8.0, 7.6)","(4.6, 8.6, 8.155555555555555)","(8.5, 14.0, 13.04)","(91.0, 400.0, 232.5)","(6.5, 9.0, 8.138461538461538)","(6.5, 18.0, 16.0)","(2.35, 2.5, 2.495862068965517)"
11-01-2023 13:45:31.512396,"(4.2, 8.0, 7.6)","(4.6, 8.6, 8.155555555555555)","(8.5, 14.0, 13.04)","(91.0, 380.0, 232.5)","(6.5, 9.0, 8.138461538461538)","(6.5, 18.0, 16.0)","(2.35, 2.5, 2.495862068965517)"
11-01-2023 13:45:32.521914,"(4.2, 6.2, 6.026130653266332)","(4.6, 8.6, 8.155555555555555)","(8.5, 14.0, 13.04)","(91.0, 370.0, 237.0)","(6.5, 9.0, 8.138461538461538)","(6.5, 18.0, 16.0)","(2.35, 2.5, 2.495862068965517)"
11-01-2023 13:45:33.588999,"(4.2, 6.0, 5.46)","(4.6, 8.8, 8.363636363636363)","(8.5, 14.0, 13.04)","(91.0, 370.0, 285.0)","(6.5, 9.0, 8.138461538461538)","(6.5, 18.0, 16.0)","(2.35, 2.5, 2.495862068965517)"
11-01-2023 13:45:34.733926,"(4.2, 6.0, 5.46)","(4.6, 8.8, 8.363636363636363)","(8.5, 14.0, 13.04)","(91.0, 360.0, 285.0)","(6.5, 9.0, 8.138461538461538)","(6.5, 18.0, 16.0)","(2.35, 2.5, 2.49375)"
11-01-2023 13:45:35.846127,"(4.2, 6.0, 5.46)","(4.6, 9.2, 8.133333333333333)","(8.5, 14.0, 13.04)","(91.0, 340.0, 200.29411764705884)","(6.5, 9.0, 8.138461538461538)","(6.5, 18.0, 16.0)","(2.35, 2.5, 2.49375)"
11-01-2023 13:45:36.837089,"(4.2, 6.0, 5.46)","(4.6, 9.2, 8.133333333333333)","(8.5, 14.0, 13.04)","(91.0, 330.0, 200.29411764705884)","(6.5, 9.0, 8.138461538461538)","(6.5, 18.0, 16.0)","(2.35, 2.5, 2.49375)"
11-01-2023 13:45:37.818064,"(4.2, 6.0, 5.46)","(4.6, 9.2, 8.133333333333333)","(8.5, 14.0, 13.04)","(91.0, 330.0, 200.29411764705884)","(6.5, 9.0, 8.138461538461538)","(6.5, 18.0, 16.0)","(2.35, 2.5, 2.49375)"
11-01-2023 13:45:38.884939,"(4.2, 5.8, 5.548387096774194)","(4.6, 9.2, 8.133333333333333)","(8.5, 14.0, 13.04)","(91.0, 330.0, 200.29411764705884)","(6.5, 9.0, 8.138461538461538)","(6.5, 18.0, 16.0)","(2.35, 2.5, 2.49375)"
11-01-2023 13:45:39.857042,"(4.2, 5.8, 5.548387096774194)","(4.6, 9.2, 8.133333333333333)","(8.5, 14.0, 13.04)","(91.0, 330.0, 200.29411764705884)","(6.5, 9.0, 8.138461538461538)","(6.5, 18.0, 16.0)","(2.35, 2.5, 2.49375)"
11-01-2023 13:45:40.860952,"(4.2, 5.8, 5.4879999999999995)","(4.6, 9.2, 8.899999999999999)","(8.5, 14.0, 13.04)","(91.0, 320.0, 235.0)","(6.5, 9.0, 7.933333333333334)","(6.5, 18.0, 16.0)","(2.35, 2.5, 2.4052830188679244)"
11-01-2023 13:45:41.987999,"(4.2, 5.8, 5.4879999999999995)","(4.6, 9.6, 9.214285714285714)","(8.5, 14.0, 12.870588235294118)","(91.0, 310.0, 235.0)","(6.5, 9.0, 8.085714285714285)","(6.5, 18.0, 16.0)","(2.35, 2.44, 2.4052830188679244)"
11-01-2023 13:45:43.034785,"(4.2, 5.8, 5.4879999999999995)","(4.6, 9.6, 8.355555555555556)","(8.5, 13.0, 10.964285714285714)","(91.0, 310.0, 235.0)","(6.5, 9.0, 8.2)","(6.5, 18.0, 16.0)","(2.35, 2.44, 2.4052830188679244)"
11-01-2023 13:45:44.061414,"(4.2, 5.8, 5.4879999999999995)","(4.6, 9.6, 8.738461538461538)","(8.5, 13.0, 10.42142857142857)","(91.0, 310.0, 235.0)","(6.5, 9.0, 8.2)","(6.5, 18.0, 16.0)","(2.35, 2.44, 2.456)"
11-01-2023 13:45:45.069238,"(4.2, 5.7, 5.45)","(4.6, 9.6, 8.738461538461538)","(8.5, 13.0, 10.42142857142857)","(91.0, 310.0, 235.0)","(6.5, 9.0, 8.2)","(6.5, 18.0, 16.0)","(2.35, 2.54, 2.474838709677419)"
