,Arnray,Blue Card,Bandalera Miss,Django Dream,Private Scene,Lady Duckworth,Woodruff,Universal Vain,Steak Night,Act Innocent,Masaru,Taxi
11-01-2023 19:22:08.481811,"(14.0, 21.0, 19.714285714285715)","(3.7, 4.0, 3.9966666666666666)","(3.3, 3.7, 3.691666666666667)","(31.0, 46.0, 40.666666666666664)","(13.0, 16.0, 15.945945945945946)","(10.0, 12.5, 12.09375)","(20.0, 28.0, 27.333333333333332)","(18.0, 28.0, 25.666666666666668)","(21.0, 44.0, 39.2)","(31.0, 38.0, 37.09090909090909)","(19.0, 23.0, 22.4)","(10.0, 11.5, 11.313829787234042)"
11-01-2023 19:22:10.127657,"(14.0, 21.0, 19.714285714285715)","(3.7, 4.0, 3.9966666666666666)","(3.3, 3.7, 3.691666666666667)","(31.0, 46.0, 44.0)","(13.0, 16.0, 16.11111111111111)","(10.0, 12.5, 12.09375)","(20.0, 28.0, 27.333333333333332)","(18.0, 28.0, 25.666666666666668)","(21.0, 44.0, 39.2)","(31.0, 38.0, 37.09090909090909)","(19.0, 23.0, 22.4)","(10.0, 11.5, 11.334905660377359)"
11-01-2023 19:22:11.683502,"(14.0, 21.0, 19.714285714285715)","(3.7, 4.0, 3.997916666666667)","(3.3, 3.7, 3.691666666666667)","(31.0, 46.0, 44.0)","(13.0, 16.5, 16.0625)","(10.0, 12.5, 12.09375)","(20.0, 28.0, 27.64)","(18.0, 28.0, 25.666666666666668)","(21.0, 44.0, 40.0)","(31.0, 38.0, 35.85454545454545)","(19.0, 23.0, 22.53846153846154)","(10.0, 11.5, 11.345360824742269)"
11-01-2023 19:22:13.463497,"(14.0, 21.0, 19.714285714285715)","(3.7, 4.0, 3.997916666666667)","(3.3, 3.7, 3.691666666666667)","(31.0, 46.0, 44.0)","(13.0, 16.5, 16.0625)","(10.0, 12.5, 12.09375)","(20.0, 28.0, 27.64)","(18.0, 28.0, 25.666666666666668)","(21.0, 46.0, 40.0)","(31.0, 36.0, 35.85454545454545)","(19.0, 23.0, 22.82608695652174)","(10.0, 11.5, 11.394117647058824)"
11-01-2023 19:22:15.043791,"(14.0, 21.0, 19.714285714285715)","(3.7, 4.0, 3.997916666666667)","(3.3, 3.7, 3.690909090909091)","(31.0, 46.0, 44.0)","(13.0, 16.5, 16.0625)","(10.0, 12.5, 12.09375)","(20.0, 28.0, 27.64)","(18.0, 28.0, 25.666666666666668)","(21.0, 46.0, 40.0)","(31.0, 36.0, 35.67213114754098)","(19.0, 23.0, 22.82608695652174)","(10.0, 11.5, 11.394117647058824)"
11-01-2023 19:22:16.695944,"(14.0, 21.0, 19.714285714285715)","(3.7, 4.0, 3.9973684210526317)","(3.3, 3.7, 3.690909090909091)","(31.0, 46.0, 44.0)","(13.0, 16.5, 16.0625)","(10.0, 12.5, 12.09375)","(20.0, 28.0, 27.64)","(18.0, 28.0, 25.666666666666668)","(21.0, 46.0, 40.0)","(31.0, 36.0, 35.333333333333336)","(19.0, 23.0, 22.774647887323944)","(10.0, 11.5, 11.465277777777779)"
11-01-2023 19:22:18.433731,"(14.0, 21.0, 19.714285714285715)","(3.7, 4.0, 3.9973684210526317)","(3.3, 3.7, 3.690909090909091)","(31.0, 46.0, 44.57142857142857)","(13.0, 16.5, 16.0625)","(10.0, 12.5, 12.09375)","(20.0, 28.0, 27.142857142857142)","(18.0, 28.0, 25.666666666666668)","(21.0, 46.0, 44.15384615384615)","(31.0, 36.0, 35.23076923076923)","(19.0, 23.0, 22.774647887323944)","(10.0, 11.5, 11.465277777777779)"
11-01-2023 19:22:20.131632,"(14.0, 21.0, 19.714285714285715)","(3.7, 4.0, 3.9973684210526317)","(3.3, 3.7, 3.690909090909091)","(31.0, 46.0, 44.57142857142857)","(13.0, 16.5, 16.0625)","(10.0, 12.5, 12.09375)","(20.0, 28.0, 27.142857142857142)","(18.0, 28.0, 25.666666666666668)","(21.0, 46.0, 44.15384615384615)","(31.0, 36.0, 35.375)","(19.0, 23.0, 22.774647887323944)","(10.0, 11.5, 11.465277777777779)"
11-01-2023 19:22:21.805779,"(14.0, 21.0, 19.714285714285715)","(3.7, 4.0, 3.981818181818182)","(3.3, 3.7, 3.690909090909091)","(31.0, 46.0, 44.94736842105263)","(13.0, 16.5, 16.0625)","(10.0, 12.5, 11.895833333333334)","(20.0, 28.0, 27.142857142857142)","(18.0, 28.0, 26.5)","(21.0, 46.0, 44.15384615384615)","(31.0, 36.0, 34.94736842105263)","(19.0, 23.0, 22.811764705882354)","(10.0, 11.5, 11.465277777777779)"
11-01-2023 19:22:23.549105,"(14.0, 21.0, 20.0)","(3.7, 4.0, 3.9232673267326734)","(3.3, 3.7, 3.72)","(31.0, 46.0, 44.94736842105263)","(13.0, 16.5, 16.1)","(10.0, 12.0, 11.858490566037736)","(20.0, 28.0, 27.142857142857142)","(18.0, 28.0, 26.5)","(21.0, 46.0, 44.15384615384615)","(31.0, 36.0, 34.94736842105263)","(19.0, 23.0, 22.811764705882354)","(10.0, 12.0, 11.720588235294118)"
11-01-2023 19:22:25.215529,"(14.0, 21.0, 20.333333333333332)","(3.7, 3.95, 3.92)","(3.3, 3.75, 3.72)","(31.0, 46.0, 44.94736842105263)","(13.0, 16.5, 16.1)","(10.0, 12.0, 11.858490566037736)","(20.0, 28.0, 27.142857142857142)","(18.0, 28.0, 26.5)","(21.0, 46.0, 43.0)","(31.0, 36.0, 34.94736842105263)","(19.0, 23.0, 22.811764705882354)","(10.0, 12.0, 11.758620689655173)"
11-01-2023 19:22:26.911518,"(14.0, 21.0, 20.727272727272727)","(3.7, 3.95, 3.8466666666666667)","(3.3, 3.75, 3.725)","(31.0, 46.0, 44.94736842105263)","(13.0, 16.5, 16.1)","(10.0, 12.0, 11.785714285714286)","(20.0, 28.0, 27.142857142857142)","(18.0, 28.0, 26.5)","(21.0, 46.0, 43.0)","(31.0, 36.0, 35.10204081632653)","(19.0, 23.0, 22.811764705882354)","(10.0, 12.0, 11.948275862068966)"
11-01-2023 19:22:28.533442,"(14.0, 21.0, 20.727272727272727)","(3.7, 3.9, 3.7928571428571427)","(3.3, 3.75, 3.7147058823529413)","(31.0, 46.0, 44.94736842105263)","(13.0, 16.5, 16.03846153846154)","(10.0, 12.0, 11.785714285714286)","(20.0, 28.0, 27.142857142857142)","(18.0, 28.0, 26.5)","(21.0, 46.0, 43.0)","(31.0, 36.0, 35.10204081632653)","(19.0, 23.0, 22.811764705882354)","(10.0, 12.0, 12.134146341463415)"
11-01-2023 19:22:30.148805,"(14.0, 21.0, 20.727272727272727)","(3.7, 3.85, 3.811904761904762)","(3.3, 3.8, 3.7604166666666665)","(31.0, 46.0, 44.94736842105263)","(13.0, 16.5, 16.03846153846154)","(10.0, 12.0, 11.790909090909091)","(20.0, 28.0, 27.77777777777778)","(18.0, 28.0, 26.727272727272727)","(21.0, 46.0, 43.0)","(31.0, 36.0, 35.10204081632653)","(19.0, 23.0, 22.91891891891892)","(10.0, 12.5, 11.421052631578947)"
11-01-2023 19:22:31.749841,"(14.0, 21.0, 19.875)","(3.7, 3.85, 3.807894736842105)","(3.3, 3.8, 3.7777777777777777)","(31.0, 46.0, 44.94736842105263)","(13.0, 16.5, 16.03846153846154)","(10.0, 12.0, 11.984848484848484)","(20.0, 28.0, 27.77777777777778)","(18.0, 28.0, 26.727272727272727)","(21.0, 46.0, 44.0)","(31.0, 36.0, 35.10204081632653)","(19.0, 24.0, 23.682926829268293)","(10.0, 11.5, 11.4)"
11-01-2023 19:22:33.665038,"(14.0, 21.0, 19.78125)","(3.7, 3.85, 3.7884615384615383)","(3.3, 3.8, 3.7777777777777777)","(31.0, 46.0, 44.94736842105263)","(13.0, 16.5, 16.07894736842105)","(10.0, 12.0, 11.984848484848484)","(20.0, 28.0, 27.77777777777778)","(18.0, 28.0, 26.727272727272727)","(21.0, 46.0, 44.0)","(31.0, 36.0, 35.0)","(19.0, 24.0, 23.682926829268293)","(10.0, 12.0, 11.4)"
11-01-2023 19:22:35.224462,"(14.0, 21.0, 19.78125)","(3.7, 3.85, 3.7884615384615383)","(3.3, 3.8, 3.7777777777777777)","(31.0, 46.0, 44.94736842105263)","(13.0, 16.5, 16.07894736842105)","(10.0, 12.0, 11.984848484848484)","(20.0, 28.0, 27.857142857142858)","(18.0, 28.0, 26.727272727272727)","(21.0, 46.0, 44.0)","(31.0, 36.0, 35.0)","(20.0, 24.0, 23.509090909090908)","(10.0, 12.0, 11.4)"
11-01-2023 19:22:36.967152,"(14.0, 21.0, 20.083333333333332)","(3.7, 3.85, 3.8136363636363635)","(3.2, 3.8, 3.785185185185185)","(31.0, 46.0, 40.666666666666664)","(13.0, 16.5, 16.03846153846154)","(10.0, 12.0, 12.016666666666667)","(20.0, 28.0, 27.5)","(18.0, 28.0, 27.125)","(21.0, 46.0, 44.15384615384615)","(31.0, 36.0, 34.926829268292686)","(20.0, 24.0, 23.517857142857142)","(10.0, 12.0, 11.524390243902438)"
11-01-2023 19:22:38.571130,"(14.0, 21.0, 21.75)","(3.7, 3.85, 3.8136363636363635)","(3.2, 3.8, 3.7975)","(31.0, 46.0, 40.666666666666664)","(13.0, 16.5, 16.03846153846154)","(10.0, 12.5, 12.016666666666667)","(20.0, 28.0, 27.916666666666668)","(18.0, 28.0, 26.25)","(21.0, 46.0, 41.5)","(31.0, 36.0, 34.926829268292686)","(20.0, 24.0, 23.517857142857142)","(10.0, 12.0, 11.282608695652174)"
11-01-2023 19:22:40.250520,"(14.0, 22.0, 21.88888888888889)","(3.7, 3.85, 3.8136363636363635)","(3.2, 3.8, 3.7975)","(31.0, 46.0, 40.666666666666664)","(13.0, 16.5, 16.03846153846154)","(10.0, 12.5, 12.016666666666667)","(20.0, 28.0, 27.916666666666668)","(18.0, 28.0, 26.25)","(21.0, 46.0, 41.5)","(31.0, 36.0, 34.926829268292686)","(20.0, 24.0, 23.517857142857142)","(10.0, 11.5, 11.245283018867925)"
11-01-2023 19:22:41.871986,"(14.0, 22.0, 22.142857142857142)","(3.7, 3.85, 3.7794117647058822)","(3.2, 3.8, 3.7785714285714285)","(31.0, 46.0, 40.666666666666664)","(13.0, 16.5, 16.03846153846154)","(10.0, 12.5, 12.016666666666667)","(20.0, 28.0, 27.857142857142858)","(18.0, 28.0, 26.25)","(21.0, 46.0, 41.5)","(31.0, 36.0, 34.926829268292686)","(20.0, 24.0, 23.517857142857142)","(10.0, 11.5, 11.393939393939394)"
11-01-2023 19:22:43.387296,"(14.0, 23.0, 22.076923076923077)","(3.7, 3.85, 3.7794117647058822)","(3.2, 3.8, 3.7785714285714285)","(31.0, 46.0, 42.0)","(13.0, 16.5, 16.03846153846154)","(10.0, 12.5, 12.016666666666667)","(20.0, 28.0, 27.857142857142858)","(18.0, 28.0, 26.25)","(21.0, 46.0, 41.5)","(31.0, 36.0, 34.926829268292686)","(20.0, 24.0, 23.517857142857142)","(10.0, 11.5, 11.577777777777778)"
11-01-2023 19:22:44.964262,"(14.0, 23.0, 22.294117647058822)","(3.6, 3.85, 3.7794117647058822)","(3.2, 3.8, 3.767857142857143)","(31.0, 46.0, 44.0)","(13.0, 16.5, 16.03846153846154)","(10.0, 12.5, 12.016666666666667)","(20.0, 28.0, 27.857142857142858)","(19.0, 28.0, 26.25)","(26.0, 46.0, 44.61538461538461)","(31.0, 36.0, 34.926829268292686)","(20.0, 24.0, 23.517857142857142)","(10.0, 12.0, 11.577777777777778)"
11-01-2023 19:22:46.557683,"(14.0, 23.0, 22.076923076923077)","(3.6, 3.85, 3.7794117647058822)","(3.2, 3.8, 3.7976190476190474)","(31.0, 46.0, 44.666666666666664)","(13.0, 16.5, 16.03846153846154)","(10.0, 12.5, 12.016666666666667)","(20.0, 28.0, 27.857142857142858)","(19.0, 28.0, 26.25)","(26.0, 46.0, 44.61538461538461)","(31.0, 36.0, 34.926829268292686)","(20.0, 24.0, 23.517857142857142)","(10.0, 12.0, 11.577777777777778)"
11-01-2023 19:22:48.192964,"(14.0, 23.0, 22.11111111111111)","(3.6, 3.85, 3.7708333333333335)","(3.2, 3.8, 3.7976190476190474)","(31.0, 46.0, 44.666666666666664)","(13.0, 16.5, 16.03846153846154)","(10.0, 12.5, 12.016666666666667)","(20.0, 28.0, 27.666666666666668)","(19.0, 28.0, 26.25)","(26.0, 46.0, 44.94117647058823)","(31.0, 36.0, 34.926829268292686)","(20.0, 24.0, 23.517857142857142)","(10.0, 12.0, 11.577777777777778)"
11-01-2023 19:22:49.803337,"(14.0, 23.0, 22.11111111111111)","(3.6, 3.85, 3.802)","(3.2, 3.8, 3.7976190476190474)","(31.0, 46.0, 44.666666666666664)","(13.0, 16.5, 16.03846153846154)","(10.0, 12.5, 12.016666666666667)","(20.0, 28.0, 27.666666666666668)","(19.0, 28.0, 26.25)","(26.0, 46.0, 45.1)","(31.0, 36.0, 34.926829268292686)","(20.0, 24.0, 23.517857142857142)","(10.0, 11.0, 10.739884393063583)"
11-01-2023 19:22:51.471247,"(14.0, 23.0, 22.11111111111111)","(3.6, 3.85, 3.802)","(3.2, 3.8, 3.7976190476190474)","(31.0, 46.0, 44.666666666666664)","(13.0, 16.5, 16.136363636363637)","(10.0, 12.5, 12.016666666666667)","(20.0, 28.0, 27.666666666666668)","(19.0, 28.0, 26.25)","(26.0, 46.0, 45.1)","(31.0, 36.0, 34.926829268292686)","(20.0, 24.0, 23.517857142857142)","(10.0, 10.5, 10.23391812865497)"
11-01-2023 19:22:53.094165,"(14.0, 23.0, 22.2)","(3.6, 3.85, 3.7928571428571427)","(3.2, 3.8, 3.8130434782608695)","(31.0, 46.0, 44.666666666666664)","(13.0, 16.5, 16.136363636363637)","(10.0, 12.5, 12.154761904761905)","(20.0, 28.0, 27.666666666666668)","(19.0, 28.0, 26.25)","(26.0, 46.0, 45.1)","(31.0, 36.0, 35.24324324324324)","(20.0, 24.0, 23.517857142857142)","(10.0, 10.5, 10.194630872483222)"
11-01-2023 19:22:54.944216,"(14.0, 23.0, 22.2)","(3.6, 3.85, 3.7928571428571427)","(3.2, 3.85, 3.8014285714285716)","(31.0, 46.0, 44.666666666666664)","(13.0, 16.5, 16.136363636363637)","(10.0, 12.5, 12.154761904761905)","(20.0, 28.0, 27.666666666666668)","(19.0, 28.0, 26.25)","(26.0, 46.0, 45.1)","(31.0, 36.0, 35.24324324324324)","(20.0, 24.0, 23.517857142857142)","(10.0, 10.5, 10.194630872483222)"
11-01-2023 19:22:56.469354,"(14.0, 23.0, 22.2)","(3.6, 3.85, 3.7928571428571427)","(3.2, 3.85, 3.8014285714285716)","(31.0, 46.0, 44.666666666666664)","(13.0, 16.5, 16.18421052631579)","(10.0, 12.5, 12.154761904761905)","(20.0, 28.0, 27.666666666666668)","(19.0, 28.0, 26.25)","(26.0, 46.0, 45.14285714285714)","(31.0, 36.0, 35.24324324324324)","(20.0, 24.0, 23.517857142857142)","(10.0, 10.5, 10.236994219653178)"
11-01-2023 19:22:58.135906,"(14.0, 23.0, 22.2)","(3.6, 3.9, 3.8142857142857145)","(3.2, 3.85, 3.8014285714285716)","(31.0, 46.0, 44.666666666666664)","(13.0, 16.5, 16.18421052631579)","(10.0, 12.5, 12.154761904761905)","(20.0, 28.0, 27.666666666666668)","(19.0, 28.0, 26.25)","(26.0, 46.0, 45.14285714285714)","(31.0, 36.0, 35.24324324324324)","(20.0, 24.0, 23.517857142857142)","(10.0, 10.5, 10.333333333333334)"
11-01-2023 19:22:59.879710,"(14.0, 23.0, 22.2)","(3.6, 3.85, 3.8142857142857145)","(3.2, 3.85, 3.8014285714285716)","(31.0, 46.0, 44.666666666666664)","(13.0, 16.5, 16.18421052631579)","(10.0, 12.5, 12.154761904761905)","(20.0, 28.0, 27.666666666666668)","(19.0, 28.0, 26.25)","(26.0, 46.0, 45.14285714285714)","(31.0, 36.0, 35.24324324324324)","(20.0, 24.0, 23.517857142857142)","(10.0, 10.5, 10.316793893129772)"
11-01-2023 19:23:01.415022,"(14.0, 23.0, 22.2)","(3.6, 3.85, 3.8142857142857145)","(3.2, 3.85, 3.8142857142857145)","(31.0, 46.0, 44.666666666666664)","(13.0, 16.5, 16.18421052631579)","(10.0, 12.5, 12.154761904761905)","(20.0, 28.0, 27.666666666666668)","(19.0, 28.0, 26.25)","(26.0, 46.0, 45.14285714285714)","(31.0, 36.0, 35.24324324324324)","(20.0, 24.0, 23.517857142857142)","(10.0, 10.5, 10.322368421052632)"
11-01-2023 19:23:03.116603,"(14.0, 23.0, 22.055555555555557)","(3.6, 3.85, 3.825)","(3.2, 3.85, 3.8142857142857145)","(31.0, 46.0, 44.666666666666664)","(13.0, 16.5, 16.18421052631579)","(10.0, 12.5, 12.154761904761905)","(20.0, 28.0, 27.916666666666668)","(19.0, 28.0, 26.25)","(26.0, 46.0, 44.94117647058823)","(31.0, 36.0, 35.24324324324324)","(20.0, 24.0, 23.517857142857142)","(10.0, 10.5, 10.292307692307693)"
11-01-2023 19:23:04.696157,"(14.0, 23.0, 22.055555555555557)","(3.6, 3.85, 3.84375)","(3.2, 3.85, 3.8142857142857145)","(31.0, 46.0, 42.285714285714285)","(13.0, 16.5, 16.063636363636363)","(10.0, 12.5, 12.037878787878787)","(20.0, 28.0, 27.12)","(19.0, 28.0, 26.25)","(26.0, 46.0, 45.45454545454545)","(31.0, 34.0, 33.035714285714285)","(20.0, 24.0, 23.517857142857142)","(10.0, 11.0, 10.557522123893806)"
11-01-2023 19:23:06.325632,"(14.0, 23.0, 22.055555555555557)","(3.6, 3.9, 3.84375)","(3.2, 3.85, 3.8227272727272728)","(31.0, 44.0, 42.22222222222222)","(13.0, 16.5, 16.063636363636363)","(10.0, 12.5, 12.037878787878787)","(20.0, 28.0, 27.12)","(19.0, 28.0, 26.25)","(26.0, 46.0, 45.53846153846154)","(31.0, 34.0, 33.035714285714285)","(20.0, 24.0, 23.517857142857142)","(10.0, 11.0, 10.390243902439025)"
11-01-2023 19:23:07.991818,"(14.0, 23.0, 22.055555555555557)","(3.6, 3.9, 3.8045454545454547)","(3.2, 3.85, 3.8227272727272728)","(31.0, 44.0, 42.4)","(13.0, 16.5, 15.948275862068966)","(10.0, 12.5, 12.037878787878787)","(20.0, 28.0, 27.37037037037037)","(19.0, 28.0, 26.25)","(26.0, 46.0, 45.53846153846154)","(31.0, 34.0, 33.035714285714285)","(20.0, 24.0, 23.517857142857142)","(10.0, 11.0, 10.679487179487179)"
11-01-2023 19:23:09.830148,"(14.0, 23.0, 22.26086956521739)","(3.6, 3.85, 3.8045454545454547)","(3.2, 3.85, 3.8227272727272728)","(31.0, 44.0, 41.81818181818182)","(13.0, 16.5, 15.928571428571429)","(10.0, 12.5, 12.037878787878787)","(20.0, 28.0, 27.322580645161292)","(19.0, 28.0, 26.2)","(26.0, 46.0, 44.5)","(31.0, 34.0, 32.94117647058823)","(20.0, 24.0, 23.517857142857142)","(10.0, 11.0, 10.702380952380953)"
11-01-2023 19:23:11.599088,"(14.0, 23.0, 22.69047619047619)","(3.6, 3.85, 3.8045454545454547)","(3.2, 3.85, 3.843103448275862)","(31.0, 44.0, 41.81818181818182)","(13.0, 16.5, 15.928571428571429)","(10.0, 12.5, 12.037878787878787)","(20.0, 28.0, 27.322580645161292)","(19.0, 27.0, 26.2)","(26.0, 46.0, 45.0)","(31.0, 34.0, 32.94117647058823)","(20.0, 24.0, 23.517857142857142)","(10.0, 11.0, 10.702380952380953)"
11-01-2023 19:23:13.265988,"(14.0, 23.0, 22.69047619047619)","(3.6, 3.85, 3.8045454545454547)","(3.2, 3.85, 3.8133333333333335)","(31.0, 44.0, 41.81818181818182)","(13.0, 16.5, 15.928571428571429)","(10.0, 12.5, 12.007692307692308)","(20.0, 28.0, 27.555555555555557)","(19.0, 27.0, 26.2)","(26.0, 46.0, 54.4375)","(31.0, 34.0, 32.94117647058823)","(20.0, 24.0, 23.557377049180328)","(10.0, 11.0, 10.725274725274724)"
11-01-2023 19:23:14.891512,"(14.0, 23.0, 22.653061224489797)","(3.6, 3.85, 3.8200000000000003)","(3.2, 3.85, 3.8133333333333335)","(31.0, 44.0, 41.81818181818182)","(13.0, 16.5, 15.905405405405405)","(10.0, 12.5, 12.007692307692308)","(20.0, 28.0, 27.5)","(19.0, 27.0, 26.2)","(26.0, 55.0, 54.4375)","(31.0, 34.0, 32.94117647058823)","(20.0, 24.0, 23.54237288135593)","(10.0, 11.0, 10.725274725274724)"
11-01-2023 19:23:16.641372,"(14.0, 23.0, 23.91304347826087)","(3.6, 3.85, 3.8200000000000003)","(3.2, 3.85, 3.8133333333333335)","(31.0, 44.0, 41.81818181818182)","(13.0, 16.0, 15.905405405405405)","(10.0, 12.5, 12.007692307692308)","(20.0, 28.0, 27.5)","(19.0, 27.0, 26.2)","(26.0, 55.0, 54.4375)","(31.0, 34.0, 32.94117647058823)","(20.0, 24.0, 23.54237288135593)","(10.0, 11.0, 10.748743718592964)"
11-01-2023 19:23:18.210963,"(14.0, 26.0, 24.5)","(3.6, 3.85, 3.75)","(3.2, 3.85, 3.8133333333333335)","(31.0, 44.0, 41.81818181818182)","(13.0, 16.0, 15.928571428571429)","(10.0, 12.5, 12.007692307692308)","(20.0, 28.0, 27.916666666666668)","(19.0, 27.0, 26.23076923076923)","(26.0, 55.0, 54.4375)","(31.0, 34.0, 32.94117647058823)","(20.0, 24.0, 23.54237288135593)","(10.0, 11.0, 10.748743718592964)"
11-01-2023 19:23:19.852022,"(14.0, 26.0, 24.5)","(3.6, 3.8, 3.7680851063829786)","(3.2, 3.85, 3.8133333333333335)","(31.0, 44.0, 41.81818181818182)","(13.0, 16.5, 15.928571428571429)","(10.0, 12.5, 12.007692307692308)","(20.0, 28.0, 27.916666666666668)","(19.0, 27.0, 26.333333333333332)","(26.0, 55.0, 54.470588235294116)","(31.0, 34.0, 32.94117647058823)","(20.0, 24.0, 23.54237288135593)","(10.0, 11.0, 10.748743718592964)"
11-01-2023 19:23:21.546349,"(14.0, 26.0, 24.5)","(3.6, 3.8, 3.7680851063829786)","(3.2, 3.85, 3.8133333333333335)","(31.0, 44.0, 41.81818181818182)","(13.0, 16.5, 14.736842105263158)","(10.0, 12.5, 12.007692307692308)","(20.0, 28.0, 28.142857142857142)","(19.0, 27.0, 26.846153846153847)","(26.0, 55.0, 54.583333333333336)","(31.0, 34.0, 32.94117647058823)","(20.0, 24.0, 23.54237288135593)","(10.0, 11.0, 10.905511811023622)"
11-01-2023 19:23:23.252935,"(14.0, 26.0, 24.761904761904763)","(3.6, 3.7, 3.6926829268292685)","(3.2, 3.85, 3.8133333333333335)","(31.0, 44.0, 41.6)","(13.0, 15.0, 14.8)","(10.0, 12.5, 12.007692307692308)","(20.0, 29.0, 28.137931034482758)","(19.0, 28.0, 26.846153846153847)","(26.0, 55.0, 56.25)","(31.0, 34.0, 33.6551724137931)","(20.0, 24.0, 23.54237288135593)","(10.0, 11.0, 10.89090909090909)"
11-01-2023 19:23:24.928300,"(14.0, 26.0, 24.761904761904763)","(3.6, 3.7, 3.649367088607595)","(3.2, 3.85, 3.8133333333333335)","(31.0, 44.0, 41.6)","(13.0, 15.0, 14.8)","(10.0, 12.5, 12.007692307692308)","(20.0, 29.0, 28.137931034482758)","(19.0, 28.0, 26.846153846153847)","(26.0, 60.0, 56.25)","(31.0, 34.0, 33.6551724137931)","(20.0, 24.0, 23.54237288135593)","(10.0, 11.0, 10.82089552238806)"
11-01-2023 19:23:26.777346,"(14.0, 26.0, 24.761904761904763)","(3.6, 3.65, 3.6933333333333334)","(3.2, 3.85, 3.8133333333333335)","(31.0, 44.0, 41.6)","(13.0, 15.0, 14.8)","(10.0, 12.5, 11.862745098039216)","(20.0, 29.0, 28.242424242424242)","(19.0, 28.0, 26.846153846153847)","(26.0, 60.0, 56.25)","(31.0, 34.0, 33.6551724137931)","(20.0, 24.0, 23.54237288135593)","(10.0, 11.0, 10.82089552238806)"
11-01-2023 19:23:29.108556,"(14.0, 26.0, 25.037037037037038)","(3.6, 3.7, 3.6938271604938273)","(3.3, 3.85, 3.8431818181818183)","(31.0, 44.0, 41.6)","(13.0, 15.0, 15.0)","(10.0, 12.5, 11.862745098039216)","(20.0, 29.0, 28.242424242424242)","(19.0, 28.0, 26.846153846153847)","(26.0, 60.0, 56.25)","(31.0, 36.0, 35.333333333333336)","(20.0, 24.0, 23.54237288135593)","(9.0, 11.0, 10.82089552238806)"
11-01-2023 19:23:31.533723,"(14.0, 26.0, 25.037037037037038)","(3.6, 3.7, 3.692957746478873)","(3.3, 3.85, 3.8431818181818183)","(31.0, 44.0, 43.6)","(13.0, 15.5, 15.0)","(10.0, 12.5, 11.862745098039216)","(20.0, 29.0, 28.242424242424242)","(19.0, 28.0, 26.846153846153847)","(26.0, 60.0, 56.25)","(31.0, 36.0, 35.333333333333336)","(20.0, 24.0, 23.54237288135593)","(9.0, 10.5, 10.321138211382113)"
11-01-2023 19:23:34.063695,"(14.0, 26.0, 25.037037037037038)","(3.6, 3.7, 3.689130434782609)","(3.3, 3.85, 3.8431818181818183)","(31.0, 44.0, 43.6)","(13.0, 15.5, 15.22)","(10.0, 12.5, 11.862745098039216)","(20.0, 29.0, 27.958333333333332)","(19.0, 28.0, 26.846153846153847)","(26.0, 60.0, 56.25)","(31.0, 36.0, 34.833333333333336)","(20.0, 24.0, 23.54237288135593)","(9.0, 10.5, 10.407216494845361)"
11-01-2023 19:23:36.252203,"(14.0, 26.0, 25.037037037037038)","(3.6, 3.7, 3.6723577235772358)","(3.3, 3.85, 3.832)","(31.0, 44.0, 43.69230769230769)","(13.0, 15.5, 15.25)","(10.0, 12.5, 11.862745098039216)","(20.0, 29.0, 27.958333333333332)","(19.0, 28.0, 26.88888888888889)","(26.0, 60.0, 54.54545454545455)","(31.0, 36.0, 34.833333333333336)","(20.0, 24.0, 23.54237288135593)","(9.0, 10.5, 10.402173913043478)"
11-01-2023 19:23:38.123978,"(14.0, 26.0, 25.037037037037038)","(3.6, 3.7, 3.6372093023255814)","(3.3, 3.85, 3.840909090909091)","(31.0, 44.0, 43.69230769230769)","(13.0, 15.5, 15.25)","(10.0, 12.5, 11.862745098039216)","(20.0, 29.0, 32.57142857142857)","(19.0, 28.0, 26.88888888888889)","(26.0, 60.0, 54.54545454545455)","(31.0, 36.0, 35.125)","(20.0, 24.0, 23.54237288135593)","(9.0, 10.5, 10.402173913043478)"
11-01-2023 19:23:39.942961,"(14.0, 26.0, 25.166666666666668)","(3.6, 3.65, 3.5773809523809526)","(3.3, 3.9, 3.875)","(31.0, 44.0, 43.69230769230769)","(13.0, 15.5, 15.36)","(10.0, 12.5, 11.768115942028986)","(20.0, 34.0, 32.57142857142857)","(19.0, 28.0, 27.6)","(26.0, 60.0, 54.54545454545455)","(31.0, 36.0, 35.333333333333336)","(20.0, 24.0, 23.54237288135593)","(9.0, 10.5, 10.402173913043478)"
11-01-2023 19:23:41.742157,"(14.0, 26.0, 25.166666666666668)","(3.6, 3.6, 3.5662499999999997)","(3.3, 3.9, 3.8954545454545455)","(31.0, 44.0, 43.69230769230769)","(13.0, 16.0, 15.428571428571429)","(10.0, 12.0, 11.75)","(20.0, 34.0, 32.4)","(19.0, 28.0, 27.6)","(26.0, 60.0, 54.54545454545455)","(31.0, 36.0, 35.333333333333336)","(20.0, 24.0, 23.526315789473685)","(9.0, 10.5, 10.319277108433734)"
11-01-2023 19:23:43.520241,"(14.0, 26.0, 25.166666666666668)","(3.6, 3.6, 3.5517857142857143)","(3.3, 3.95, 3.918421052631579)","(31.0, 44.0, 43.0)","(13.0, 16.0, 15.428571428571429)","(10.0, 12.0, 11.753968253968253)","(20.0, 34.0, 32.8)","(19.0, 28.0, 27.6)","(26.0, 60.0, 54.54545454545455)","(31.0, 36.0, 35.333333333333336)","(20.0, 24.0, 23.526315789473685)","(9.0, 11.0, 10.525773195876289)"
