,Opawa Nicky,Homebush Benji,Elodie,Is That Toby,Homebush Matty,Hurunui Mouse,Go Again,Laxmans Ganguly
06-01-2023 09:13:24.419558,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:25.397903,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:26.409930,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:27.408597,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:28.413322,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:29.397337,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:30.398195,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:31.363150,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:32.366389,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:33.347348,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:34.330905,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:35.314577,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:36.313997,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:37.277095,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:38.300383,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:39.271176,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:40.314947,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:41.334907,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:42.380120,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:43.422671,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:44.413101,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:45.444252,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:46.437225,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:47.460257,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:48.448867,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:49.457118,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 7.066666666666667)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:50.417723,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.8, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:51.394811,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:52.383904,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:53.358943,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:54.329466,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:55.346959,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:56.349020,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:57.420768,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:58.469905,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:13:59.550738,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:00.672437,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:01.735055,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:02.769325,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:03.813695,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:04.901507,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:06.030677,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:07.046715,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:08.051291,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:09.086106,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:10.101235,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:11.099811,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:12.116394,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:13.149804,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:14.173643,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:15.332666,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:16.529342,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:17.747041,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:18.819195,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:19.928375,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:21.113440,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:22.272021,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:23.575537,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:24.776280,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:25.910574,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 6.800000000000001)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:27.138414,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 8.4, 8.907692307692308)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:28.419071,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 10.5, 8.907692307692308)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:29.556063,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 10.5, 8.907692307692308)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:30.760188,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 10.5, 8.907692307692308)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:31.913965,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 10.5, 8.907692307692308)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:33.071176,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 10.5, 8.907692307692308)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:34.171871,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 10.5, 8.907692307692308)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:35.286195,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 10.5, 8.907692307692308)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:36.398967,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 10.5, 8.907692307692308)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:37.467700,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 10.5, 8.907692307692308)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:38.526368,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 10.5, 8.907692307692308)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:39.602661,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 10.5, 8.907692307692308)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:40.646623,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 10.5, 8.907692307692308)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:41.720961,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 10.5, 8.907692307692308)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:42.834018,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 10.5, 8.907692307692308)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:43.866831,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 10.5, 9.676923076923076)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:44.907091,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 11.5, 9.676923076923076)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:45.954317,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 11.5, 9.676923076923076)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:46.960632,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 11.5, 9.676923076923076)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:47.974678,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 11.5, 9.676923076923076)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:49.050391,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 11.5, 9.676923076923076)","(10.0, 36.0, 21.91764705882353)"
06-01-2023 09:14:50.101636,"(5.5, 18.5, 13.1375)","(20.0, 180.0, 68.1923076923077)","(1.75, 2.8, 2.6432608695652173)","(15.0, 70.0, 62.875)","(26.0, 230.0, 100.625)","(18.0, 90.0, 83.31818181818181)","(3.7, 11.5, 8.533333333333333)","(10.0, 36.0, 21.91764705882353)"
