,My Calante,Treasure Coast,Rowdy River,Iffy Asset Class,Super Prospector,Antioch Dandy,Ryan Express
16-12-2022 12:01:53.210403,"(3.9, 4.8, 4.725)","(18.0, 29.0, 25.0)","(4.8, 5.4, 5.16)","(2.5, 2.94, 2.837142857142857)","(15.0, 22.0, 18.857142857142858)","(26.0, 60.0, 41.4)","(5.5, 7.4, 7.1)"
16-12-2022 12:01:54.644778,"(3.9, 4.8, 4.725)","(18.0, 29.0, 26.6)","(4.8, 5.4, 5.16)","(2.5, 2.94, 2.837142857142857)","(15.0, 21.0, 18.857142857142858)","(26.0, 60.0, 41.4)","(5.5, 7.4, 7.377777777777778)"
16-12-2022 12:01:55.992973,"(3.9, 4.8, 4.725)","(18.0, 29.0, 25.0)","(4.8, 5.4, 4.905882352941177)","(2.5, 2.94, 2.8485714285714283)","(15.0, 21.0, 18.857142857142858)","(26.0, 60.0, 41.4)","(5.5, 7.4, 7.2)"
16-12-2022 12:01:57.401382,"(3.9, 4.8, 4.725)","(18.0, 29.0, 25.0)","(4.8, 5.4, 4.957894736842105)","(2.5, 2.94, 2.8499999999999996)","(15.0, 21.0, 18.857142857142858)","(26.0, 60.0, 46.33333333333333)","(5.5, 7.4, 7.2)"
16-12-2022 12:01:58.806231,"(3.9, 4.8, 4.725)","(18.0, 29.0, 24.2)","(4.8, 5.4, 4.957894736842105)","(2.5, 2.86, 2.8499999999999996)","(15.0, 21.0, 18.6)","(26.0, 55.0, 46.33333333333333)","(5.5, 7.4, 7.2)"
16-12-2022 12:02:00.212881,"(3.9, 4.8, 4.725)","(18.0, 29.0, 24.2)","(4.8, 5.4, 4.957894736842105)","(2.5, 2.86, 2.8466666666666667)","(15.0, 21.0, 18.6)","(26.0, 55.0, 46.33333333333333)","(5.5, 7.4, 7.2)"
16-12-2022 12:02:01.707430,"(3.9, 4.8, 4.766666666666667)","(18.0, 29.0, 24.2)","(4.8, 5.4, 4.957894736842105)","(2.5, 2.86, 2.8546666666666667)","(15.0, 21.0, 18.6)","(26.0, 55.0, 37.666666666666664)","(5.5, 7.4, 7.1)"
16-12-2022 12:02:03.043184,"(3.9, 4.8, 4.7727272727272725)","(18.0, 29.0, 24.2)","(4.8, 5.4, 5.0600000000000005)","(2.5, 2.86, 2.9028571428571426)","(15.0, 21.0, 18.818181818181817)","(26.0, 55.0, 35.5)","(5.5, 7.4, 7.057142857142857)"
16-12-2022 12:02:04.992279,"(3.9, 4.8, 4.781818181818181)","(18.0, 29.0, 27.0)","(4.8, 5.2, 5.0600000000000005)","(2.5, 2.94, 2.936153846153846)","(15.0, 20.0, 19.1)","(26.0, 50.0, 37.4)","(5.5, 7.0, 6.952542372881356)"
16-12-2022 12:02:06.501080,"(3.9, 4.8, 4.781818181818181)","(18.0, 29.0, 26.25)","(4.8, 5.2, 4.951724137931034)","(2.5, 2.94, 2.9683333333333333)","(15.0, 20.0, 19.1)","(26.0, 50.0, 38.5)","(5.5, 7.0, 6.952542372881356)"
16-12-2022 12:02:07.825721,"(3.9, 4.8, 4.781818181818181)","(18.0, 30.0, 27.0)","(4.8, 5.2, 5.024390243902439)","(2.5, 2.98, 2.9688)","(15.0, 20.0, 18.875)","(26.0, 48.0, 43.25)","(5.5, 7.0, 6.952542372881356)"
16-12-2022 12:02:09.102592,"(3.9, 4.8, 4.790909090909091)","(18.0, 29.0, 27.0)","(4.8, 5.2, 5.04)","(2.5, 2.98, 2.958181818181818)","(15.0, 20.0, 18.875)","(26.0, 48.0, 43.25)","(5.5, 7.0, 6.952542372881356)"
16-12-2022 12:02:10.327183,"(3.9, 4.8, 4.792307692307692)","(18.0, 29.0, 27.0)","(4.8, 5.2, 5.04)","(2.5, 2.98, 2.966666666666667)","(15.0, 20.0, 18.285714285714285)","(26.0, 48.0, 33.75)","(5.5, 7.0, 6.952542372881356)"
16-12-2022 12:02:11.421734,"(3.9, 4.8, 4.791666666666666)","(18.0, 29.0, 27.0)","(4.8, 5.2, 5.04)","(2.5, 2.98, 2.966666666666667)","(15.0, 20.0, 18.285714285714285)","(26.0, 48.0, 37.5)","(5.5, 7.0, 6.964556962025316)"
16-12-2022 12:02:12.581187,"(3.9, 4.8, 4.791666666666666)","(18.0, 29.0, 27.0)","(4.8, 5.2, 5.03125)","(2.5, 2.98, 2.9707692307692306)","(15.0, 20.0, 18.285714285714285)","(26.0, 46.0, 37.5)","(5.5, 7.0, 6.967441860465116)"
16-12-2022 12:02:13.809419,"(3.8, 4.8, 4.791666666666666)","(18.0, 29.0, 26.5)","(4.6, 5.2, 5.03125)","(2.5, 2.98, 2.9707692307692306)","(15.0, 20.0, 18.285714285714285)","(26.0, 46.0, 37.5)","(5.5, 7.0, 6.969565217391304)"
16-12-2022 12:02:15.043332,"(3.8, 4.8, 4.616666666666666)","(18.0, 29.0, 26.0)","(4.6, 5.2, 5.0744186046511635)","(2.5, 2.98, 2.9707692307692306)","(15.0, 20.0, 18.285714285714285)","(26.0, 46.0, 34.666666666666664)","(5.5, 7.0, 6.969565217391304)"
16-12-2022 12:02:16.312015,"(3.8, 4.8, 4.7175)","(18.0, 29.0, 26.0)","(4.6, 5.2, 5.0744186046511635)","(2.5, 2.98, 2.9707692307692306)","(15.0, 20.0, 18.285714285714285)","(26.0, 46.0, 35.5)","(5.5, 7.0, 6.969565217391304)"
16-12-2022 12:02:17.497369,"(3.8, 4.8, 4.734)","(18.0, 29.0, 26.0)","(4.6, 5.2, 5.0744186046511635)","(2.5, 2.98, 2.9714285714285715)","(15.0, 20.0, 18.285714285714285)","(26.0, 42.0, 35.5)","(5.5, 7.0, 6.969565217391304)"
16-12-2022 12:02:18.695658,"(3.8, 4.8, 4.738775510204081)","(18.0, 29.0, 26.0)","(4.6, 5.2, 4.95)","(2.5, 2.98, 2.970322580645161)","(15.0, 20.0, 18.214285714285715)","(26.0, 42.0, 33.333333333333336)","(5.5, 7.0, 7.0903846153846155)"
16-12-2022 12:02:19.840920,"(3.8, 4.8, 4.783333333333333)","(18.0, 29.0, 26.0)","(4.6, 5.2, 4.956250000000001)","(2.5, 3.05, 2.9741379310344827)","(15.0, 19.5, 18.214285714285715)","(26.0, 42.0, 33.333333333333336)","(5.5, 7.2, 7.0903846153846155)"
16-12-2022 12:02:20.999581,"(3.8, 4.8, 4.783333333333333)","(18.0, 29.0, 26.5)","(4.6, 5.2, 5.0636363636363635)","(2.5, 3.05, 2.9831372549019606)","(15.0, 19.5, 18.214285714285715)","(26.0, 42.0, 37.5)","(5.5, 7.2, 7.064285714285714)"
16-12-2022 12:02:22.149819,"(3.8, 4.8, 4.791304347826086)","(18.0, 29.0, 26.5)","(4.6, 5.2, 4.987500000000001)","(2.5, 3.05, 2.96475)","(15.0, 19.5, 18.214285714285715)","(26.0, 46.0, 44.5)","(5.5, 7.2, 7.15)"
16-12-2022 12:02:23.285452,"(3.8, 4.8, 4.713043478260869)","(18.0, 29.0, 26.5)","(4.6, 5.2, 4.987500000000001)","(2.5, 3.05, 2.966829268292683)","(15.0, 19.5, 18.214285714285715)","(26.0, 60.0, 50.0)","(5.5, 7.2, 7.15)"
16-12-2022 12:02:24.380988,"(3.8, 4.8, 4.646153846153846)","(18.0, 29.0, 26.5)","(4.6, 5.2, 4.987500000000001)","(2.5, 3.05, 2.966829268292683)","(15.0, 19.5, 18.214285714285715)","(26.0, 60.0, 50.0)","(5.5, 7.2, 7.15)"
16-12-2022 12:02:25.526468,"(3.8, 4.8, 4.646153846153846)","(18.0, 29.0, 26.5)","(4.6, 5.2, 4.987500000000001)","(2.5, 3.05, 2.966829268292683)","(15.0, 19.5, 18.214285714285715)","(26.0, 60.0, 50.0)","(5.5, 7.2, 7.15)"
16-12-2022 12:02:26.620722,"(3.8, 4.8, 4.646153846153846)","(18.0, 29.0, 26.5)","(4.6, 5.2, 5.016666666666667)","(2.5, 3.05, 2.966829268292683)","(15.0, 19.5, 18.214285714285715)","(26.0, 60.0, 50.0)","(5.5, 7.2, 7.15)"
16-12-2022 12:02:27.699956,"(3.8, 4.8, 4.646153846153846)","(18.0, 29.0, 26.5)","(4.6, 5.2, 5.016666666666667)","(2.5, 3.05, 2.966829268292683)","(15.0, 19.5, 18.75)","(26.0, 60.0, 50.0)","(5.5, 7.2, 7.15)"
16-12-2022 12:02:28.661404,"(3.8, 4.8, 4.646153846153846)","(18.0, 29.0, 26.5)","(4.6, 5.2, 5.016666666666667)","(2.5, 3.05, 2.966829268292683)","(15.0, 19.5, 18.75)","(26.0, 60.0, 38.333333333333336)","(5.5, 7.2, 7.175)"
16-12-2022 12:02:29.619511,"(3.8, 4.8, 4.646153846153846)","(18.0, 29.0, 26.0)","(4.6, 5.3, 5.039130434782609)","(2.5, 3.05, 2.966829268292683)","(15.0, 19.5, 18.375)","(26.0, 55.0, 38.333333333333336)","(5.5, 7.2, 7.175)"
16-12-2022 12:02:30.578094,"(3.8, 4.8, 4.646153846153846)","(18.0, 29.0, 26.0)","(4.6, 5.3, 5.039130434782609)","(2.5, 3.05, 2.966829268292683)","(15.0, 19.5, 18.375)","(26.0, 55.0, 38.333333333333336)","(5.5, 7.2, 7.175)"
16-12-2022 12:02:31.546237,"(3.8, 4.8, 4.646153846153846)","(18.0, 29.0, 27.3125)","(4.6, 5.3, 5.0)","(2.5, 3.0, 2.989655172413793)","(15.0, 19.5, 18.375)","(26.0, 55.0, 38.333333333333336)","(5.5, 7.2, 7.319999999999999)"
16-12-2022 12:02:32.553316,"(3.8, 4.8, 4.646153846153846)","(18.0, 29.0, 24.2)","(4.6, 5.3, 5.0)","(2.5, 3.0, 2.963076923076923)","(15.0, 19.5, 18.375)","(26.0, 55.0, 45.0)","(5.5, 7.6, 7.213333333333333)"
16-12-2022 12:02:33.560864,"(3.9, 4.8, 4.646153846153846)","(17.0, 29.0, 28.205882352941174)","(4.6, 5.3, 5.0)","(2.6, 3.0, 2.986153846153846)","(15.0, 19.5, 18.857142857142858)","(26.0, 55.0, 45.0)","(6.0, 7.8, 7.278260869565218)"
16-12-2022 12:02:34.584926,"(3.9, 4.8, 4.783333333333333)","(17.0, 29.0, 28.205882352941174)","(4.6, 5.3, 5.039130434782609)","(2.6, 2.92, 2.908)","(15.0, 19.5, 18.857142857142858)","(26.0, 55.0, 42.5)","(6.0, 7.8, 7.336842105263158)"
16-12-2022 12:02:35.603653,"(3.9, 4.8, 4.766666666666667)","(17.0, 29.0, 26.6)","(4.6, 5.3, 5.065853658536586)","(2.6, 2.98, 2.908)","(15.0, 19.5, 18.857142857142858)","(26.0, 55.0, 42.5)","(6.0, 7.8, 7.474074074074074)"
16-12-2022 12:02:36.644846,"(3.9, 4.8, 4.766666666666667)","(17.0, 29.0, 23.75)","(4.6, 5.3, 4.98)","(2.6, 2.98, 2.908)","(15.0, 19.5, 18.857142857142858)","(26.0, 55.0, 42.5)","(6.0, 7.8, 7.64)"
16-12-2022 12:02:37.649803,"(3.9, 4.8, 4.766666666666667)","(17.0, 29.0, 23.75)","(4.6, 5.3, 5.088135593220339)","(2.6, 2.98, 2.8792)","(15.0, 19.5, 18.857142857142858)","(26.0, 55.0, 42.5)","(6.0, 7.8, 7.64)"
16-12-2022 12:02:38.604787,"(3.9, 4.8, 4.766666666666667)","(17.0, 29.0, 23.75)","(4.6, 5.3, 5.088135593220339)","(2.6, 2.98, 2.8792)","(15.0, 19.5, 18.857142857142858)","(26.0, 55.0, 45.0)","(6.0, 7.8, 7.64)"
16-12-2022 12:02:39.565989,"(3.9, 4.8, 4.766666666666667)","(17.0, 29.0, 23.75)","(4.6, 5.3, 5.088135593220339)","(2.6, 2.98, 2.8792)","(15.0, 19.5, 18.9)","(26.0, 50.0, 45.0)","(6.0, 7.8, 7.6)"
16-12-2022 12:02:40.555827,"(3.9, 4.9, 4.78)","(17.0, 29.0, 23.75)","(4.6, 5.3, 4.996969696969697)","(2.6, 2.84, 2.8325)","(15.0, 19.5, 18.9)","(26.0, 50.0, 45.0)","(6.0, 7.8, 7.6)"
16-12-2022 12:02:41.556313,"(3.9, 4.9, 4.78)","(17.0, 29.0, 25.4)","(4.6, 5.3, 4.996969696969697)","(2.6, 2.94, 2.860869565217391)","(15.0, 19.5, 18.9)","(26.0, 50.0, 45.0)","(6.0, 7.8, 7.6)"
16-12-2022 12:02:42.676713,"(3.9, 4.9, 4.78)","(17.0, 29.0, 25.4)","(4.6, 5.3, 4.954237288135594)","(2.6, 2.94, 2.8451612903225807)","(15.0, 19.5, 18.807692307692307)","(26.0, 50.0, 45.0)","(6.0, 7.8, 7.685714285714286)"
16-12-2022 12:02:43.811506,"(3.9, 4.9, 4.82)","(17.0, 29.0, 25.4)","(4.6, 5.3, 4.954237288135594)","(2.6, 2.92, 2.84)","(15.0, 19.5, 18.807692307692307)","(26.0, 50.0, 52.5)","(6.0, 7.8, 7.685714285714286)"
16-12-2022 12:02:44.807859,"(3.9, 4.9, 4.722222222222222)","(17.0, 29.0, 25.4)","(4.6, 5.2, 5.041176470588235)","(2.6, 2.92, 2.84)","(15.0, 19.5, 18.807692307692307)","(26.0, 60.0, 52.5)","(6.0, 7.8, 7.725)"
16-12-2022 12:02:45.838387,"(3.9, 4.9, 4.722222222222222)","(17.0, 29.0, 25.4)","(4.6, 5.2, 5.041176470588235)","(2.6, 2.92, 2.8375)","(15.0, 19.5, 19.346153846153847)","(26.0, 60.0, 52.5)","(6.0, 7.8, 7.666666666666667)"
16-12-2022 12:02:46.835351,"(3.9, 4.9, 4.811111111111112)","(17.0, 28.0, 25.5)","(4.6, 5.2, 5.041176470588235)","(2.6, 2.88, 2.7905263157894735)","(15.0, 19.5, 19.474358974358974)","(26.0, 60.0, 52.5)","(6.0, 7.8, 7.6909090909090905)"
16-12-2022 12:02:47.903344,"(3.9, 4.9, 4.811111111111112)","(17.0, 28.0, 24.4)","(4.6, 5.1, 4.98)","(2.6, 2.88, 2.784444444444444)","(15.0, 19.5, 19.536363636363635)","(26.0, 60.0, 52.5)","(6.0, 7.8, 7.6909090909090905)"
16-12-2022 12:02:49.040827,"(3.9, 4.9, 4.811111111111112)","(17.0, 28.0, 24.4)","(4.6, 5.1, 4.976190476190476)","(2.6, 2.86, 2.784444444444444)","(15.0, 20.0, 19.536363636363635)","(26.0, 60.0, 52.5)","(6.0, 7.8, 7.6909090909090905)"
16-12-2022 12:02:50.173257,"(4.0, 4.9, 4.828)","(17.0, 28.0, 24.4)","(4.6, 5.1, 4.976190476190476)","(2.6, 2.86, 2.783333333333333)","(15.0, 20.0, 19.482758620689655)","(26.0, 60.0, 52.5)","(6.0, 7.8, 7.74)"
16-12-2022 12:02:51.329412,"(4.0, 4.9, 4.847058823529412)","(17.0, 28.0, 24.0)","(4.6, 5.1, 4.976190476190476)","(2.6, 2.84, 2.783333333333333)","(15.0, 20.0, 19.482758620689655)","(26.0, 60.0, 52.5)","(6.0, 7.8, 7.757894736842105)"
16-12-2022 12:02:52.521372,"(4.0, 5.0, 4.933333333333334)","(17.0, 27.0, 23.25)","(4.4, 5.1, 4.9818181818181815)","(2.5, 2.84, 2.7849999999999997)","(15.0, 20.0, 18.19047619047619)","(21.0, 60.0, 52.5)","(5.5, 7.8, 7.757894736842105)"
16-12-2022 12:02:53.641787,"(4.0, 5.0, 4.97037037037037)","(17.0, 27.0, 23.25)","(4.4, 5.1, 4.9818181818181815)","(2.5, 2.84, 2.7849999999999997)","(15.0, 19.5, 17.924242424242426)","(21.0, 60.0, 52.5)","(5.5, 7.8, 7.4399999999999995)"
16-12-2022 12:02:54.668837,"(4.0, 5.0, 4.97037037037037)","(17.0, 27.0, 22.5)","(4.4, 5.1, 4.9818181818181815)","(2.5, 2.84, 2.7849999999999997)","(15.0, 19.5, 18.55)","(21.0, 60.0, 52.5)","(5.5, 7.6, 7.35)"
16-12-2022 12:02:55.703562,"(4.0, 5.0, 4.97037037037037)","(17.0, 27.0, 23.4)","(4.4, 5.1, 5.08)","(2.5, 2.84, 2.7849999999999997)","(15.0, 19.0, 18.55)","(21.0, 60.0, 52.5)","(5.5, 7.6, 7.35)"
16-12-2022 12:02:56.686521,"(4.0, 5.0, 4.97037037037037)","(17.0, 27.0, 23.4)","(4.4, 5.1, 5.074999999999999)","(2.5, 2.84, 2.7849999999999997)","(15.0, 19.0, 18.55)","(21.0, 60.0, 52.5)","(6.0, 7.6, 7.35)"
16-12-2022 12:02:57.653045,"(4.0, 5.0, 4.97037037037037)","(17.0, 27.0, 22.5)","(4.4, 5.2, 4.980769230769231)","(2.5, 2.84, 2.7849999999999997)","(15.0, 19.0, 18.55)","(21.0, 60.0, 52.5)","(6.0, 7.6, 7.35)"
16-12-2022 12:02:58.918179,"(4.0, 5.0, 4.98)","(17.0, 27.0, 22.5)","(4.4, 5.2, 4.996428571428572)","(2.5, 2.84, 2.8141176470588234)","(15.0, 19.0, 18.4375)","(21.0, 60.0, 52.5)","(6.0, 7.6, 7.406451612903226)"
16-12-2022 12:03:00.070740,"(4.0, 5.0, 4.98)","(17.0, 27.0, 22.5)","(4.4, 5.2, 4.996428571428572)","(2.5, 2.84, 2.8215384615384616)","(15.0, 19.0, 18.727272727272727)","(21.0, 60.0, 55.0)","(6.0, 7.6, 7.5612903225806445)"
16-12-2022 12:03:01.283290,"(4.0, 5.0, 4.985185185185185)","(17.0, 27.0, 26.0)","(4.4, 5.2, 5.0323529411764705)","(2.5, 2.84, 2.813333333333333)","(15.0, 19.0, 18.625)","(21.0, 60.0, 55.0)","(6.0, 7.6, 7.448275862068965)"
16-12-2022 12:03:02.283679,"(4.0, 5.0, 4.969230769230769)","(17.0, 27.0, 24.5)","(4.4, 5.2, 5.0323529411764705)","(2.5, 2.84, 2.813333333333333)","(15.0, 19.0, 18.625)","(21.0, 60.0, 55.0)","(6.0, 7.8, 7.714285714285714)"
16-12-2022 12:03:03.283685,"(4.0, 5.0, 4.969230769230769)","(17.0, 27.0, 24.5)","(4.4, 5.2, 5.0323529411764705)","(2.5, 2.84, 2.813333333333333)","(15.0, 19.0, 18.625)","(21.0, 60.0, 55.0)","(6.0, 7.8, 7.752)"
16-12-2022 12:03:04.226825,"(4.0, 5.0, 4.9714285714285715)","(17.0, 27.0, 24.5)","(4.4, 5.1, 5.015384615384615)","(2.5, 2.84, 2.813333333333333)","(15.0, 19.0, 18.625)","(21.0, 60.0, 55.0)","(6.0, 7.8, 7.763636363636364)"
16-12-2022 12:03:05.316166,"(4.0, 5.0, 4.985714285714286)","(17.0, 27.0, 25.75)","(4.4, 5.1, 4.977777777777778)","(2.5, 2.88, 2.8555555555555556)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 55.0)","(6.0, 7.8, 7.763636363636364)"
16-12-2022 12:03:06.476113,"(4.0, 5.0, 4.985714285714286)","(17.0, 27.0, 25.75)","(4.4, 5.1, 4.977777777777778)","(2.5, 2.88, 2.8555555555555556)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 55.0)","(6.0, 7.8, 7.77)"
16-12-2022 12:03:07.536262,"(4.0, 5.0, 4.985714285714286)","(17.0, 27.0, 26.5)","(4.4, 5.1, 4.977777777777778)","(2.5, 2.88, 2.8555555555555556)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 55.0)","(6.0, 7.8, 7.77)"
16-12-2022 12:03:08.527947,"(4.0, 5.0, 4.985714285714286)","(17.0, 27.0, 26.5)","(4.4, 5.1, 4.977777777777778)","(2.5, 2.88, 2.8555555555555556)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 56.25)","(6.0, 7.8, 7.77)"
16-12-2022 12:03:09.511338,"(4.0, 5.0, 4.985714285714286)","(17.0, 27.0, 26.5)","(4.4, 5.1, 4.977777777777778)","(2.5, 2.88, 2.8555555555555556)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 56.25)","(6.0, 7.8, 7.77)"
16-12-2022 12:03:10.435998,"(4.0, 5.0, 4.985714285714286)","(17.0, 27.0, 26.5)","(4.4, 5.1, 4.977777777777778)","(2.5, 2.88, 2.8555555555555556)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 56.25)","(6.0, 7.8, 7.77)"
16-12-2022 12:03:11.425240,"(4.0, 5.0, 4.985714285714286)","(17.0, 27.0, 26.5)","(4.4, 5.1, 4.977777777777778)","(2.5, 2.88, 2.8555555555555556)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 50.66666666666667)","(6.0, 7.8, 7.77)"
16-12-2022 12:03:12.467976,"(4.0, 5.0, 4.985714285714286)","(17.0, 27.0, 26.545454545454547)","(4.4, 5.1, 4.977777777777778)","(2.5, 2.88, 2.8555555555555556)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 54.4)","(6.0, 7.8, 7.781818181818181)"
16-12-2022 12:03:13.482512,"(4.0, 5.0, 4.985714285714286)","(17.0, 27.0, 26.545454545454547)","(4.4, 5.1, 4.977777777777778)","(2.5, 2.88, 2.8555555555555556)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 54.4)","(6.0, 7.8, 7.781818181818181)"
16-12-2022 12:03:14.511815,"(4.0, 5.1, 5.05)","(17.0, 27.0, 26.545454545454547)","(4.4, 5.1, 4.977777777777778)","(2.5, 2.88, 2.8555555555555556)","(15.0, 19.0, 18.76923076923077)","(21.0, 60.0, 47.0)","(6.0, 7.8, 7.781818181818181)"
16-12-2022 12:03:15.547533,"(4.0, 5.1, 5.05)","(17.0, 27.0, 26.545454545454547)","(4.4, 5.1, 4.970588235294118)","(2.5, 2.88, 2.8555555555555556)","(15.0, 19.0, 18.76923076923077)","(21.0, 60.0, 47.0)","(6.0, 7.8, 7.781818181818181)"
16-12-2022 12:03:16.627820,"(4.0, 5.1, 5.06)","(17.0, 27.0, 26.545454545454547)","(4.4, 5.1, 4.970588235294118)","(2.5, 2.88, 2.8555555555555556)","(15.0, 19.0, 18.76923076923077)","(21.0, 60.0, 47.0)","(6.0, 7.8, 7.781818181818181)"
16-12-2022 12:03:17.646641,"(4.0, 5.1, 5.06)","(17.0, 27.0, 26.545454545454547)","(4.4, 5.1, 4.970588235294118)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 47.0)","(6.0, 7.8, 7.779999999999999)"
16-12-2022 12:03:18.643624,"(4.0, 5.1, 5.061904761904762)","(17.0, 27.0, 26.166666666666668)","(4.4, 5.1, 4.984210526315789)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 47.0)","(6.0, 7.8, 7.779999999999999)"
16-12-2022 12:03:19.770389,"(4.0, 5.1, 5.061904761904762)","(17.0, 27.0, 26.166666666666668)","(4.4, 5.1, 4.984210526315789)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 47.0)","(6.0, 7.8, 7.779999999999999)"
16-12-2022 12:03:20.889708,"(4.0, 5.1, 5.061904761904762)","(17.0, 27.0, 26.166666666666668)","(4.4, 5.1, 4.984210526315789)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 47.0)","(6.0, 7.8, 7.78125)"
16-12-2022 12:03:22.004183,"(4.0, 5.1, 5.061904761904762)","(17.0, 27.0, 26.166666666666668)","(4.4, 5.1, 4.984210526315789)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 47.0)","(6.0, 7.8, 7.780952380952381)"
16-12-2022 12:03:23.283227,"(4.0, 5.1, 5.060975609756097)","(17.0, 27.0, 26.166666666666668)","(4.4, 5.1, 4.984210526315789)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 47.0)","(6.0, 7.8, 7.780952380952381)"
16-12-2022 12:03:24.423598,"(4.0, 5.1, 5.060975609756097)","(17.0, 27.0, 26.166666666666668)","(4.4, 5.1, 4.984210526315789)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 47.0)","(6.0, 7.8, 7.780952380952381)"
16-12-2022 12:03:25.399856,"(4.0, 5.1, 5.060975609756097)","(17.0, 27.0, 26.166666666666668)","(4.4, 5.1, 4.984210526315789)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 47.0)","(6.0, 7.8, 7.780952380952381)"
16-12-2022 12:03:26.517028,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 27.0)","(4.4, 5.1, 4.9941176470588236)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 47.0)","(6.0, 7.8, 7.780952380952381)"
16-12-2022 12:03:27.678754,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 27.0)","(4.4, 5.1, 4.9941176470588236)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 47.0)","(6.0, 7.8, 7.775510204081632)"
16-12-2022 12:03:28.801301,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 27.0)","(4.4, 5.1, 4.9941176470588236)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 60.0, 41.0)","(6.0, 7.8, 7.775510204081632)"
16-12-2022 12:03:29.882133,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 27.833333333333336)","(4.4, 5.1, 4.9941176470588236)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.775510204081632)"
16-12-2022 12:03:30.996215,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 26.0)","(4.4, 5.1, 4.9941176470588236)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.76)"
16-12-2022 12:03:32.119398,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 26.0)","(4.4, 5.1, 4.9941176470588236)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.76)"
16-12-2022 12:03:33.238161,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 26.0)","(4.4, 5.1, 4.9941176470588236)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.76)"
16-12-2022 12:03:34.213999,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 24.5)","(4.4, 5.1, 4.9941176470588236)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.76)"
16-12-2022 12:03:35.280605,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 24.5)","(4.4, 5.1, 4.9941176470588236)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.76)"
16-12-2022 12:03:36.335925,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 24.5)","(4.4, 5.1, 4.9941176470588236)","(2.5, 2.88, 2.8526315789473684)","(15.0, 19.0, 18.678571428571427)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.76)"
16-12-2022 12:03:37.751257,"(4.0, 5.1, 5.060975609756097)","(17.0, 29.0, 24.5)","(4.4, 5.1, 4.9941176470588236)","(2.5, 2.88, 2.876923076923077)","(13.0, 19.0, 18.678571428571427)","(21.0, 55.0, 41.0)","(6.0, 7.8, 7.76)"
