,Nightwatch Star,Eagle Uno,Parabellum,Knight Walker,Stilton,Laker,Pocket More For Less Nz,Happy As,Caesars Rockstar,Neville Shannon
10-01-2023 19:43:22.358617,"(2.0, 2.44, 2.4046153846153846)","(4.8, 8.4, 7.533333333333333)","(4.6, 8.2, 6.949999999999999)","(101.0, 220.0, 194.28571428571428)","(18.0, 36.0, 29.75)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 100.0, 65.0)","(31.0, 110.0, 98.33333333333333)"
10-01-2023 19:43:23.635122,"(2.0, 2.4, 2.358)","(4.8, 8.0, 7.3)","(4.6, 8.2, 7.171428571428571)","(101.0, 220.0, 194.28571428571428)","(18.0, 34.0, 38.75)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 98.33333333333333)"
10-01-2023 19:43:25.058340,"(2.0, 2.36, 2.2319999999999998)","(4.8, 9.4, 8.285714285714285)","(4.6, 8.2, 8.05)","(101.0, 220.0, 194.28571428571428)","(18.0, 46.0, 37.25)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 96.4)"
10-01-2023 19:43:26.426902,"(2.0, 2.3, 2.168)","(4.8, 9.4, 8.799999999999999)","(4.6, 8.8, 8.09090909090909)","(101.0, 220.0, 194.28571428571428)","(18.0, 44.0, 30.5)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 103.0)"
10-01-2023 19:43:27.697709,"(2.0, 2.22, 2.168)","(4.8, 9.2, 8.799999999999999)","(4.6, 8.6, 7.3)","(101.0, 220.0, 194.28571428571428)","(18.0, 44.0, 33.666666666666664)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 103.0)"
10-01-2023 19:43:28.994324,"(2.0, 2.18, 2.1500000000000004)","(4.8, 9.2, 6.866666666666666)","(4.6, 8.6, 7.466666666666666)","(101.0, 220.0, 194.28571428571428)","(18.0, 42.0, 34.888888888888886)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 103.0)"
10-01-2023 19:43:30.299865,"(2.0, 2.2, 2.456666666666667)","(4.8, 9.0, 8.057142857142857)","(4.6, 8.2, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 40.0, 35.0)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:31.570429,"(2.0, 2.7, 2.16)","(4.8, 9.0, 8.057142857142857)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 40.0, 33.0)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:32.869644,"(2.0, 2.68, 2.54)","(4.8, 9.0, 8.057142857142857)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 38.0, 33.0)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:34.092444,"(2.0, 2.62, 2.35)","(4.8, 9.0, 8.057142857142857)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 38.0, 28.8)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:35.276040,"(2.0, 2.6, 2.3966666666666665)","(4.8, 9.0, 8.085714285714285)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 36.0, 28.8)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:36.441209,"(2.0, 2.56, 2.315714285714286)","(4.8, 9.0, 8.085714285714285)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 36.0, 24.75)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:37.632286,"(2.0, 2.54, 2.324)","(4.8, 9.0, 8.085714285714285)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 36.0, 26.0)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:38.777391,"(2.0, 2.52, 2.1033333333333335)","(4.8, 9.0, 8.085714285714285)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 34.0, 26.0)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:39.916172,"(2.0, 2.52, 2.1033333333333335)","(4.8, 9.0, 8.085714285714285)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 34.0, 27.0)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:41.110378,"(2.0, 2.5, 2.26)","(4.8, 9.0, 8.085714285714285)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 30.0, 27.0)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:42.288969,"(2.0, 2.48, 2.135)","(4.8, 9.0, 8.085714285714285)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 30.0, 24.6)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:43.442408,"(2.0, 2.48, 2.1125)","(4.8, 9.0, 8.085714285714285)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 29.0, 26.22222222222222)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:44.643154,"(2.0, 2.72, 2.355)","(4.8, 9.0, 8.085714285714285)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 29.0, 25.444444444444443)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:45.774565,"(2.0, 2.7, 2.0545454545454547)","(4.8, 9.0, 8.085714285714285)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 28.0, 25.444444444444443)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 79.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:46.946343,"(2.0, 2.68, 2.335)","(4.8, 8.8, 8.485714285714286)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 28.0, 24.666666666666668)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 85.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:48.132008,"(2.0, 2.64, 2.2066666666666666)","(4.8, 8.6, 8.1)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 27.0, 24.8125)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 88.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:49.354491,"(2.0, 2.62, 2.305)","(4.8, 8.6, 8.142857142857142)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 26.0, 24.2)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 88.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:50.564312,"(2.0, 2.6, 2.275)","(4.8, 8.4, 8.142857142857142)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 26.0, 22.333333333333332)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 88.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:51.719128,"(2.0, 2.56, 2.275)","(4.8, 8.4, 8.142857142857142)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 25.0, 34.714285714285715)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 88.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:52.856921,"(2.0, 2.54, 2.1275)","(4.8, 10.0, 8.3)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 48.0, 36.33333333333333)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 88.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:54.011916,"(2.0, 2.5, 2.30875)","(4.8, 9.8, 9.342857142857143)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 46.0, 35.0)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(51.0, 95.0, 88.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:55.125008,"(2.0, 2.5, 2.30875)","(4.8, 9.6, 9.17142857142857)","(4.6, 8.0, 7.0)","(101.0, 220.0, 194.28571428571428)","(18.0, 44.0, 27.8)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 19.333333333333332)","(51.0, 95.0, 88.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:56.279166,"(2.0, 2.48, 2.431)","(4.8, 9.4, 8.127272727272727)","(4.6, 8.0, 7.428571428571429)","(101.0, 220.0, 194.28571428571428)","(18.0, 44.0, 30.5)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 19.6)","(51.0, 95.0, 88.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:57.435154,"(2.0, 2.46, 2.276)","(4.8, 9.2, 7.64)","(4.6, 8.0, 7.428571428571429)","(101.0, 220.0, 194.28571428571428)","(18.0, 44.0, 32.333333333333336)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 34.0, 23.0)","(51.0, 95.0, 88.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:58.619010,"(2.0, 2.46, 2.25875)","(4.8, 9.0, 7.909090909090909)","(4.6, 8.0, 7.428571428571429)","(101.0, 220.0, 194.28571428571428)","(18.0, 40.0, 31.0)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 30.0, 17.3)","(51.0, 95.0, 88.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:43:59.810894,"(2.0, 2.46, 2.203333333333333)","(4.8, 8.6, 8.314285714285713)","(4.6, 8.0, 7.428571428571429)","(101.0, 220.0, 194.28571428571428)","(18.0, 38.0, 31.0)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 29.0, 22.0)","(51.0, 95.0, 88.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:44:01.009339,"(2.0, 2.46, 2.203333333333333)","(4.8, 8.4, 7.472727272727273)","(4.6, 8.0, 7.4)","(101.0, 220.0, 194.28571428571428)","(18.0, 38.0, 25.4)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 28.0, 19.666666666666668)","(51.0, 95.0, 88.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:44:02.139880,"(2.0, 2.46, 2.203333333333333)","(4.8, 8.2, 7.472727272727273)","(4.6, 8.0, 7.4)","(101.0, 220.0, 194.28571428571428)","(18.0, 38.0, 29.666666666666664)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 27.0, 19.666666666666668)","(51.0, 95.0, 88.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:44:03.276937,"(2.0, 2.44, 2.195)","(4.8, 8.0, 7.363636363636363)","(4.6, 8.4, 8.155555555555555)","(101.0, 220.0, 194.28571428571428)","(18.0, 36.0, 28.333333333333336)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 27.0, 22.666666666666668)","(51.0, 95.0, 88.0)","(31.0, 110.0, 76.0)"
10-01-2023 19:44:04.385111,"(2.0, 2.42, 2.2422222222222223)","(4.8, 8.0, 7.363636363636363)","(4.6, 8.2, 7.799999999999999)","(101.0, 220.0, 194.28571428571428)","(18.0, 34.0, 28.333333333333336)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 22.0)","(61.0, 95.0, 88.0)","(31.0, 110.0, 87.33333333333334)"
10-01-2023 19:44:05.561900,"(2.0, 2.42, 2.1866666666666665)","(4.8, 8.0, 7.363636363636363)","(4.4, 8.2, 8.08)","(101.0, 220.0, 194.28571428571428)","(18.0, 34.0, 23.18181818181818)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 28.0, 22.0)","(61.0, 95.0, 88.0)","(31.0, 110.0, 87.33333333333334)"
10-01-2023 19:44:06.748173,"(2.0, 2.42, 2.1866666666666665)","(4.8, 8.0, 7.363636363636363)","(4.4, 8.8, 8.08)","(101.0, 220.0, 194.28571428571428)","(18.0, 34.0, 22.454545454545453)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 28.0, 22.0)","(61.0, 95.0, 88.0)","(31.0, 110.0, 87.33333333333334)"
10-01-2023 19:44:08.077630,"(2.0, 2.42, 2.1866666666666665)","(4.8, 8.0, 7.363636363636363)","(4.4, 8.6, 8.15)","(101.0, 220.0, 194.28571428571428)","(18.0, 32.0, 25.0)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 28.0, 22.666666666666668)","(61.0, 95.0, 88.0)","(31.0, 110.0, 87.33333333333334)"
10-01-2023 19:44:09.243285,"(2.0, 2.42, 2.1866666666666665)","(4.8, 8.0, 7.363636363636363)","(4.4, 8.4, 8.15)","(101.0, 220.0, 194.28571428571428)","(18.0, 29.0, 24.333333333333332)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 36.0, 18.285714285714285)","(61.0, 95.0, 88.0)","(31.0, 110.0, 87.33333333333334)"
10-01-2023 19:44:10.431450,"(2.0, 2.42, 2.1866666666666665)","(4.8, 8.0, 7.55)","(4.4, 8.4, 7.114285714285714)","(101.0, 220.0, 194.28571428571428)","(18.0, 28.0, 24.333333333333332)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 32.0, 19.5)","(61.0, 95.0, 88.0)","(31.0, 110.0, 87.33333333333334)"
10-01-2023 19:44:11.652009,"(2.0, 2.42, 2.1866666666666665)","(4.8, 9.6, 8.3)","(4.4, 8.4, 7.114285714285714)","(101.0, 220.0, 194.28571428571428)","(18.0, 28.0, 21.0)","(101.0, 220.0, 190.0)","(4.8, 99999, 99990)","(16.0, 30.0, 20.333333333333332)","(61.0, 95.0, 88.0)","(31.0, 110.0, 87.33333333333334)"
10-01-2023 19:44:12.832730,"(2.0, 2.42, 2.1866666666666665)","(4.8, 9.4, 7.685714285714286)","(4.4, 8.4, 8.2)","(101.0, 220.0, 197.14285714285714)","(18.0, 28.0, 20.636363636363637)","(101.0, 220.0, 197.14285714285714)","(4.8, 99999, 99990)","(16.0, 29.0, 22.0)","(61.0, 95.0, 88.0)","(31.0, 110.0, 87.33333333333334)"
10-01-2023 19:44:13.984099,"(2.0, 2.4, 2.2311111111111113)","(4.8, 9.2, 7.628571428571428)","(4.4, 8.4, 8.2)","(101.0, 220.0, 197.14285714285714)","(18.0, 27.0, 22.0)","(101.0, 220.0, 197.14285714285714)","(4.8, 99999, 99990)","(16.0, 28.0, 22.0)","(61.0, 95.0, 88.0)","(31.0, 110.0, 87.33333333333334)"
10-01-2023 19:44:15.124119,"(2.0, 2.38, 2.2199999999999998)","(4.8, 9.0, 8.333333333333334)","(4.4, 8.8, 8.200000000000001)","(101.0, 220.0, 197.14285714285714)","(18.0, 27.0, 23.0)","(101.0, 220.0, 197.14285714285714)","(4.8, 99999, 99990)","(16.0, 28.0, 19.666666666666668)","(61.0, 95.0, 88.0)","(31.0, 110.0, 87.33333333333334)"
10-01-2023 19:44:16.214181,"(2.0, 2.38, 2.17)","(4.8, 9.0, 7.571428571428571)","(4.4, 8.8, 7.857142857142858)","(101.0, 220.0, 197.14285714285714)","(18.0, 26.0, 23.0)","(101.0, 220.0, 197.14285714285714)","(4.8, 99999, 99990)","(16.0, 27.0, 19.666666666666668)","(61.0, 95.0, 88.0)","(31.0, 110.0, 87.33333333333334)"
10-01-2023 19:44:17.312754,"(2.0, 2.38, 2.17)","(4.8, 9.0, 7.571428571428571)","(4.4, 8.6, 8.2)","(101.0, 220.0, 197.14285714285714)","(18.0, 26.0, 24.0)","(101.0, 220.0, 197.14285714285714)","(4.8, 99999, 99990)","(16.0, 27.0, 22.666666666666668)","(61.0, 95.0, 88.0)","(31.0, 110.0, 87.33333333333334)"
10-01-2023 19:44:18.450114,"(2.0, 2.38, 2.17)","(4.8, 9.0, 7.571428571428571)","(4.4, 8.4, 8.2)","(101.0, 220.0, 197.14285714285714)","(18.0, 26.0, 24.0)","(101.0, 220.0, 197.14285714285714)","(4.8, 99999, 99990)","(16.0, 36.0, 22.666666666666668)","(61.0, 95.0, 88.0)","(31.0, 110.0, 77.33333333333334)"
10-01-2023 19:44:19.551253,"(2.0, 2.38, 2.17)","(4.8, 8.8, 7.36)","(4.4, 8.4, 8.2)","(101.0, 220.0, 197.14285714285714)","(18.0, 25.0, 23.22222222222222)","(101.0, 220.0, 197.14285714285714)","(4.8, 99999, 99990)","(16.0, 32.0, 24.0)","(61.0, 95.0, 88.0)","(31.0, 95.0, 77.33333333333334)"
10-01-2023 19:44:20.675007,"(2.0, 2.38, 2.17)","(4.8, 8.6, 7.266666666666667)","(4.4, 8.6, 8.2)","(101.0, 220.0, 197.14285714285714)","(18.0, 25.0, 23.22222222222222)","(101.0, 220.0, 197.14285714285714)","(4.8, 99999, 99990)","(16.0, 32.0, 23.0)","(61.0, 95.0, 88.0)","(31.0, 95.0, 66.0)"
10-01-2023 19:44:21.814745,"(2.0, 2.38, 2.068)","(4.8, 8.6, 7.266666666666667)","(4.4, 8.6, 8.2)","(101.0, 220.0, 201.66666666666666)","(18.0, 24.0, 22.444444444444443)","(101.0, 220.0, 200.0)","(4.8, 99999, 99990)","(16.0, 30.0, 20.333333333333332)","(61.0, 95.0, 88.0)","(31.0, 90.0, 66.0)"
10-01-2023 19:44:22.929771,"(2.0, 2.38, 2.068)","(4.8, 8.4, 7.5600000000000005)","(4.4, 8.4, 8.2)","(101.0, 220.0, 201.66666666666666)","(18.0, 24.0, 22.444444444444443)","(101.0, 220.0, 200.0)","(4.8, 99999, 99990)","(16.0, 29.0, 18.166666666666668)","(61.0, 95.0, 88.0)","(31.0, 90.0, 63.5)"
10-01-2023 19:44:24.062857,"(2.0, 2.72, 2.2333333333333334)","(4.8, 8.2, 7.8)","(4.4, 8.4, 7.909090909090909)","(101.0, 220.0, 201.66666666666666)","(18.0, 24.0, 22.444444444444443)","(101.0, 220.0, 200.0)","(4.8, 99999, 99990)","(16.0, 29.0, 22.0)","(61.0, 95.0, 88.0)","(31.0, 85.0, 63.5)"
10-01-2023 19:44:25.131419,"(2.0, 2.7, 2.2800000000000002)","(4.8, 8.2, 7.3428571428571425)","(4.4, 8.8, 8.200000000000001)","(101.0, 220.0, 201.66666666666666)","(18.0, 24.0, 22.444444444444443)","(101.0, 220.0, 200.0)","(4.8, 99999, 99990)","(16.0, 28.0, 22.0)","(61.0, 95.0, 88.0)","(31.0, 85.0, 63.5)"
10-01-2023 19:44:26.518421,"(2.0, 2.7, 2.081818181818182)","(4.8, 8.2, 7.3428571428571425)","(4.4, 8.8, 7.857142857142858)","(101.0, 220.0, 201.66666666666666)","(18.0, 24.0, 22.6)","(101.0, 220.0, 200.0)","(4.8, 99999, 99990)","(16.0, 26.0, 16.90909090909091)","(61.0, 95.0, 88.0)","(31.0, 80.0, 61.0)"
10-01-2023 19:44:27.757666,"(2.0, 2.68, 2.1142857142857143)","(4.8, 8.2, 7.3428571428571425)","(4.4, 8.8, 7.857142857142858)","(101.0, 220.0, 201.66666666666666)","(18.0, 24.0, 22.6)","(101.0, 220.0, 200.0)","(4.8, 99999, 99990)","(16.0, 26.0, 19.0)","(61.0, 95.0, 88.0)","(31.0, 80.0, 61.0)"
10-01-2023 19:44:28.979402,"(2.0, 2.66, 2.2654545454545456)","(4.8, 8.2, 7.3428571428571425)","(4.4, 8.8, 7.857142857142858)","(101.0, 220.0, 201.66666666666666)","(20.0, 24.0, 22.6)","(101.0, 220.0, 180.0)","(4.8, 99999, 99990)","(16.0, 25.0, 18.0)","(61.0, 95.0, 88.0)","(31.0, 80.0, 61.0)"
10-01-2023 19:44:30.219341,"(2.0, 2.66, 2.126666666666667)","(4.8, 8.2, 7.3428571428571425)","(4.4, 8.8, 8.2)","(101.0, 220.0, 201.66666666666666)","(20.0, 24.0, 21.833333333333332)","(101.0, 220.0, 180.0)","(4.8, 99999, 99990)","(16.0, 24.0, 19.5)","(61.0, 95.0, 88.0)","(31.0, 80.0, 61.0)"
10-01-2023 19:44:31.624078,"(2.0, 2.64, 2.4672727272727273)","(4.8, 8.2, 7.3428571428571425)","(4.4, 8.4, 7.733333333333333)","(101.0, 220.0, 201.66666666666666)","(20.0, 24.0, 33.83333333333333)","(101.0, 220.0, 180.0)","(4.8, 99999, 99990)","(16.0, 23.0, 16.875)","(61.0, 95.0, 88.0)","(31.0, 80.0, 61.0)"
10-01-2023 19:44:32.785897,"(2.0, 2.62, 2.4672727272727273)","(4.8, 8.2, 7.3428571428571425)","(4.4, 8.4, 7.733333333333333)","(101.0, 220.0, 201.66666666666666)","(20.0, 42.0, 33.83333333333333)","(101.0, 220.0, 180.0)","(4.8, 99999, 99990)","(16.0, 23.0, 16.875)","(61.0, 95.0, 88.0)","(31.0, 80.0, 61.0)"
10-01-2023 19:44:34.032200,"(2.0, 2.6, 2.42)","(4.8, 8.2, 7.3428571428571425)","(4.4, 8.4, 7.733333333333333)","(101.0, 220.0, 201.66666666666666)","(20.0, 42.0, 33.83333333333333)","(101.0, 220.0, 180.0)","(4.8, 99999, 99990)","(16.0, 23.0, 16.875)","(61.0, 95.0, 88.0)","(31.0, 80.0, 61.0)"
10-01-2023 19:44:35.200420,"(2.0, 2.58, 2.4381818181818184)","(4.8, 8.2, 7.3428571428571425)","(4.4, 8.4, 7.733333333333333)","(101.0, 220.0, 201.66666666666666)","(20.0, 42.0, 33.83333333333333)","(101.0, 220.0, 180.0)","(4.8, 99999, 99990)","(16.0, 23.0, 18.5)","(61.0, 95.0, 88.0)","(31.0, 80.0, 61.0)"
10-01-2023 19:44:36.477539,"(2.0, 2.62, 2.4672727272727273)","(4.8, 8.2, 7.75)","(4.4, 8.4, 7.733333333333333)","(101.0, 220.0, 201.66666666666666)","(20.0, 42.0, 27.3)","(101.0, 220.0, 180.0)","(4.8, 99999, 99990)","(16.0, 21.0, 16.833333333333332)","(61.0, 95.0, 88.0)","(31.0, 80.0, 61.0)"
10-01-2023 19:44:37.607985,"(2.0, 2.62, 2.4672727272727273)","(4.8, 8.2, 7.75)","(4.4, 8.4, 7.733333333333333)","(101.0, 220.0, 201.66666666666666)","(20.0, 42.0, 27.3)","(101.0, 220.0, 180.0)","(4.8, 99999, 99990)","(16.0, 21.0, 16.833333333333332)","(61.0, 95.0, 88.0)","(31.0, 80.0, 61.0)"
10-01-2023 19:44:38.731825,"(2.0, 2.62, 2.4672727272727273)","(4.8, 8.2, 7.75)","(4.4, 8.4, 7.733333333333333)","(101.0, 220.0, 201.66666666666666)","(20.0, 42.0, 27.3)","(101.0, 220.0, 180.0)","(4.8, 99999, 99990)","(16.0, 21.0, 16.833333333333332)","(61.0, 95.0, 88.0)","(31.0, 80.0, 61.0)"
10-01-2023 19:44:39.958058,"(2.0, 2.62, 2.388571428571429)","(4.8, 8.2, 7.75)","(4.4, 8.4, 7.733333333333333)","(101.0, 220.0, 201.66666666666666)","(20.0, 42.0, 32.5)","(101.0, 220.0, 180.0)","(4.8, 99999, 99990)","(16.0, 21.0, 17.25)","(61.0, 95.0, 88.0)","(31.0, 80.0, 61.0)"
10-01-2023 19:44:41.098171,"(2.0, 2.62, 2.388571428571429)","(4.8, 8.2, 7.75)","(4.4, 8.4, 7.92)","(101.0, 220.0, 201.66666666666666)","(20.0, 42.0, 32.5)","(101.0, 220.0, 180.0)","(4.8, 99999, 99990)","(16.0, 21.0, 17.333333333333332)","(61.0, 95.0, 88.0)","(31.0, 80.0, 54.666666666666664)"
10-01-2023 19:44:42.340456,"(2.0, 2.62, 2.165)","(4.8, 8.2, 7.75)","(4.4, 8.4, 7.92)","(101.0, 220.0, 201.66666666666666)","(20.0, 40.0, 32.5)","(101.0, 220.0, 180.0)","(4.8, 99999, 99990)","(16.0, 20.0, 17.333333333333332)","(61.0, 95.0, 88.0)","(31.0, 80.0, 54.666666666666664)"
10-01-2023 19:44:43.616318,"(2.0, 2.62, 2.165)","(4.8, 8.2, 7.75)","(4.4, 8.4, 7.92)","(101.0, 220.0, 201.66666666666666)","(20.0, 40.0, 32.5)","(101.0, 220.0, 194.28571428571428)","(4.8, 99999, 99990)","(16.0, 20.0, 17.333333333333332)","(61.0, 95.0, 88.0)","(31.0, 80.0, 54.666666666666664)"
10-01-2023 19:44:44.734861,"(2.0, 2.62, 2.3773333333333335)","(4.8, 8.2, 7.75)","(4.4, 8.8, 8.05)","(101.0, 220.0, 201.66666666666666)","(20.0, 32.0, 25.833333333333336)","(101.0, 220.0, 194.28571428571428)","(4.8, 99999, 99990)","(16.0, 20.0, 17.333333333333332)","(61.0, 95.0, 88.0)","(31.0, 80.0, 54.666666666666664)"
10-01-2023 19:44:45.884298,"(2.0, 2.62, 2.4781818181818185)","(4.8, 8.2, 7.75)","(4.4, 8.8, 8.05)","(101.0, 220.0, 201.66666666666666)","(20.0, 30.0, 25.833333333333336)","(101.0, 220.0, 194.28571428571428)","(4.8, 99999, 99990)","(16.0, 20.0, 17.333333333333332)","(61.0, 95.0, 88.0)","(31.0, 80.0, 54.666666666666664)"
