,Tin Amber Mine,Skylar Bree,Bears Best,Ima Midnight Rebel,Saint Jujon,Marty The Martian,Whos To Blame,Long Time Coming
06-01-2023 11:28:48.333091,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 98.66666666666666)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:28:49.643712,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 98.66666666666666)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:28:50.962198,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 17.488888888888887)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:28:52.178570,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 17.488888888888887)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:28:53.379958,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 17.488888888888887)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:28:54.458580,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 17.488888888888887)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:28:55.588633,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 17.488888888888887)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:28:56.813608,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 17.488888888888887)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:28:58.027636,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:28:59.184872,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:00.440780,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:01.665903,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:02.910371,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:04.086985,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:05.260345,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:06.486627,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:07.678194,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:08.918590,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:10.414032,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:11.795641,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:13.150402,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:14.587214,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:16.055961,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:17.248962,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:18.495792,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:19.716193,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 124.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:20.943601,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:22.140064,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:23.279504,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:24.451620,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:25.919568,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:27.454335,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:28.905464,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:30.325987,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:31.770082,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:33.192243,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:34.475321,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:35.679741,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:36.949871,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:38.246328,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:39.565255,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:40.856043,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:42.137380,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:43.411076,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:44.698635,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:45.924483,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:47.182460,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:48.550055,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:49.842684,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:51.104501,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:52.348062,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:53.561294,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:54.670799,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:55.930751,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:57.275987,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:29:58.617948,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:00.131818,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:01.626860,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:02.924367,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:04.204207,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:05.493681,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:06.756096,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:07.900462,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:09.097181,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:10.366191,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:11.609177,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:12.822434,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:13.966473,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:15.098137,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:16.268546,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:17.400566,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:18.528663,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:19.675673,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:21.034796,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:22.366590,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:23.670038,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:24.956938,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:26.301251,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:27.649143,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:29.013970,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:30.356998,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:31.562096,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:32.742862,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:33.934969,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:35.145736,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
06-01-2023 11:30:36.476641,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.96, 2.949767441860465)","(61.0, 95.0, 64.4)","(51.0, 200.0, 157.14285714285714)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 38.0)"
