,Yuri Magic,Sisu,Mexicali Jane,Be Like Oliver,Saron,Velocity Cazau,Angel Harks,Rybolt
11-01-2023 20:06:31.890629,"(2.6, 3.35, 3.3)","(5.5, 7.8, 6.6)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.535)"
11-01-2023 20:06:32.988002,"(2.6, 3.35, 3.316666666666667)","(5.5, 7.8, 6.6)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.535)"
11-01-2023 20:06:34.123864,"(2.6, 3.35, 3.316666666666667)","(5.5, 7.8, 6.6)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.466666666666667)"
11-01-2023 20:06:35.298469,"(2.6, 3.35, 3.316666666666667)","(5.5, 7.2, 6.15)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.473333333333333)"
11-01-2023 20:06:36.536060,"(2.6, 3.35, 3.316666666666667)","(5.5, 7.0, 6.5)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.473333333333333)"
11-01-2023 20:06:37.749588,"(2.6, 3.35, 3.316666666666667)","(5.5, 7.0, 6.5)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.473333333333333)"
11-01-2023 20:06:38.841699,"(2.6, 3.35, 3.275)","(5.5, 7.0, 6.5)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.473333333333333)"
11-01-2023 20:06:39.886965,"(2.6, 3.35, 3.316666666666667)","(5.5, 7.0, 6.5)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.473333333333333)"
11-01-2023 20:06:41.052238,"(2.6, 3.35, 3.316666666666667)","(5.5, 7.0, 6.5)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.473333333333333)"
11-01-2023 20:06:42.238812,"(2.6, 3.35, 3.316666666666667)","(5.5, 7.0, 6.5)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.473333333333333)"
11-01-2023 20:06:43.384031,"(2.6, 3.35, 3.316666666666667)","(5.5, 7.0, 6.5)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.473333333333333)"
11-01-2023 20:06:44.459395,"(2.6, 3.35, 3.316666666666667)","(5.5, 7.0, 6.5)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.513333333333333)"
11-01-2023 20:06:45.487499,"(2.6, 3.4, 3.2)","(5.5, 7.0, 6.5)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.513333333333333)"
11-01-2023 20:06:46.651784,"(2.6, 3.4, 3.333333333333333)","(5.5, 7.0, 6.8428571428571425)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.541333333333333)"
11-01-2023 20:06:47.829811,"(2.6, 3.4, 3.333333333333333)","(5.5, 7.8, 7.04)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.541333333333333)"
11-01-2023 20:06:49.048169,"(2.6, 3.4, 3.333333333333333)","(5.5, 7.8, 7.325)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.541333333333333)"
11-01-2023 20:06:50.237224,"(2.6, 3.4, 3.333333333333333)","(5.5, 7.8, 6.686206896551724)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.541333333333333)"
11-01-2023 20:06:51.425722,"(2.6, 3.4, 3.333333333333333)","(5.5, 7.8, 6.686206896551724)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.541333333333333)"
11-01-2023 20:06:52.496828,"(2.6, 3.4, 3.15)","(5.5, 7.8, 6.686206896551724)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.541333333333333)"
11-01-2023 20:06:53.620334,"(2.6, 3.35, 3.31875)","(5.5, 7.8, 6.686206896551724)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.541333333333333)"
11-01-2023 20:06:54.759160,"(2.6, 3.4, 3.223529411764706)","(5.5, 7.8, 6.686206896551724)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.541333333333333)"
11-01-2023 20:06:55.951776,"(2.6, 3.4, 3.223529411764706)","(5.5, 7.8, 6.686206896551724)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.541333333333333)"
11-01-2023 20:06:57.083700,"(2.6, 3.4, 3.223529411764706)","(5.5, 7.8, 6.686206896551724)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.541333333333333)"
11-01-2023 20:06:58.241049,"(2.6, 3.4, 3.223529411764706)","(5.5, 7.8, 6.686206896551724)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.541333333333333)"
11-01-2023 20:06:59.299045,"(2.6, 3.4, 3.15)","(5.5, 7.8, 6.686206896551724)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.541333333333333)"
11-01-2023 20:07:00.523652,"(2.6, 3.35, 3.341666666666667)","(5.5, 7.8, 6.686206896551724)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.541333333333333)"
11-01-2023 20:07:01.698969,"(2.6, 3.35, 3.341666666666667)","(5.5, 7.8, 6.676470588235294)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.5488)"
11-01-2023 20:07:02.886268,"(2.6, 3.4, 3.3454545454545452)","(5.5, 7.0, 6.676470588235294)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.541333333333333)"
11-01-2023 20:07:04.172989,"(2.6, 3.7, 3.5250000000000004)","(5.5, 7.8, 7.485714285714286)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.736842105263158)","(2.15, 2.56, 2.541333333333333)"
11-01-2023 20:07:05.421631,"(2.6, 3.75, 3.55)","(5.5, 7.6, 7.5)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.6875)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:06.571050,"(2.6, 3.75, 3.55)","(5.5, 7.6, 7.5)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 65.17647058823529)","(21.0, 46.0, 33.69230769230769)","(31.0, 70.0, 37.6)","(11.0, 21.0, 20.6875)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:07.792791,"(2.6, 3.75, 3.6916666666666664)","(5.5, 7.6, 7.263157894736842)","(16.0, 32.0, 25.36842105263158)","(26.0, 80.0, 63.4)","(21.0, 46.0, 38.85714285714286)","(31.0, 70.0, 56.142857142857146)","(11.0, 21.0, 19.875)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:08.897029,"(2.6, 3.75, 3.6)","(5.5, 7.6, 7.362962962962962)","(16.0, 32.0, 25.36842105263158)","(26.0, 75.0, 64.0)","(21.0, 44.0, 38.85714285714286)","(31.0, 65.0, 56.285714285714285)","(11.0, 21.0, 20.4375)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:10.139231,"(2.6, 3.75, 3.6)","(5.5, 7.6, 7.18)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 64.0)","(21.0, 44.0, 38.85714285714286)","(31.0, 60.0, 56.285714285714285)","(11.0, 21.0, 20.4375)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:11.339538,"(2.6, 3.75, 3.6)","(5.5, 7.6, 7.18)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 44.0, 39.33333333333333)","(31.0, 60.0, 49.75)","(11.0, 21.0, 20.763157894736842)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:12.564507,"(2.6, 3.75, 3.6)","(5.5, 7.6, 6.8533333333333335)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 39.33333333333333)","(31.0, 55.0, 47.714285714285715)","(11.0, 21.0, 20.763157894736842)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:13.825819,"(2.6, 3.75, 3.6)","(5.5, 7.6, 6.8533333333333335)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 50.0, 47.33333333333333)","(11.0, 21.0, 20.763157894736842)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:14.903081,"(2.6, 4.1, 4.016666666666667)","(5.5, 7.6, 6.977777777777778)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 50.0, 47.33333333333333)","(11.0, 21.0, 20.763157894736842)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:16.058639,"(2.6, 4.1, 3.875)","(5.5, 7.6, 6.977777777777778)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 50.0, 47.33333333333333)","(11.0, 21.0, 20.763157894736842)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:17.271140,"(2.6, 4.1, 3.875)","(5.5, 7.6, 6.977777777777778)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 50.0, 44.0)","(11.0, 21.0, 20.763157894736842)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:18.461565,"(2.6, 4.1, 3.875)","(5.5, 7.6, 6.977777777777778)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 48.0, 44.0)","(11.0, 21.0, 20.763157894736842)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:19.797861,"(2.6, 4.1, 3.875)","(5.5, 7.6, 6.977777777777778)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 48.0, 39.38461538461539)","(11.0, 21.0, 20.763157894736842)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:21.121548,"(2.6, 4.1, 3.833333333333333)","(5.5, 7.6, 6.977777777777778)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 48.0, 44.0)","(11.0, 21.0, 20.763157894736842)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:22.397273,"(2.6, 4.1, 3.7249999999999996)","(5.5, 7.6, 6.977777777777778)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 38.61538461538461)","(11.0, 21.0, 20.763157894736842)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:23.916945,"(2.6, 4.1, 3.7249999999999996)","(5.5, 7.6, 6.994594594594594)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 21.0, 20.763157894736842)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:25.157133,"(2.6, 4.1, 3.7249999999999996)","(5.5, 7.6, 6.994594594594594)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 21.0, 20.205882352941178)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:26.449684,"(2.6, 4.1, 3.9999999999999996)","(5.5, 7.6, 6.994594594594594)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 21.0, 20.205882352941178)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:27.701491,"(2.6, 4.1, 3.8249999999999997)","(5.5, 7.6, 6.994594594594594)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 21.0, 20.205882352941178)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:29.071234,"(2.6, 4.1, 3.8249999999999997)","(5.5, 7.6, 6.994594594594594)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 21.0, 20.5)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:30.426728,"(2.6, 4.1, 3.8249999999999997)","(5.5, 7.6, 6.994594594594594)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 21.0, 20.5)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:31.730269,"(2.6, 4.1, 3.8249999999999997)","(5.5, 7.6, 6.994594594594594)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 21.0, 20.5)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:32.980686,"(2.6, 4.1, 3.8999999999999995)","(5.5, 7.6, 6.994594594594594)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 21.0, 20.42105263157895)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:34.229236,"(2.6, 4.1, 3.8)","(5.5, 7.6, 6.994594594594594)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.42105263157895)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:35.537273,"(2.6, 4.1, 3.8)","(5.5, 7.6, 6.994594594594594)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.42105263157895)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:36.896862,"(2.6, 4.1, 3.8)","(5.5, 7.6, 6.994594594594594)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.42105263157895)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:38.209244,"(2.6, 4.1, 3.8)","(5.5, 7.6, 6.994594594594594)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 19.923076923076923)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:39.527856,"(2.6, 4.1, 3.8)","(5.5, 7.6, 6.994594594594594)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 19.923076923076923)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:40.773301,"(2.6, 4.1, 4.016666666666667)","(5.5, 7.6, 6.994594594594594)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 19.3)","(2.15, 2.56, 2.528888888888889)"
11-01-2023 20:07:41.901647,"(2.6, 4.1, 3.875)","(5.5, 7.4, 6.9)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.56, 2.42)"
11-01-2023 20:07:43.170631,"(2.6, 4.1, 3.875)","(5.5, 7.4, 6.9)","(16.0, 32.0, 25.36842105263158)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.56, 2.3709090909090906)"
11-01-2023 20:07:44.414281,"(2.6, 4.1, 3.875)","(5.5, 7.4, 6.9)","(16.0, 32.0, 26.58064516129032)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.56, 2.3709090909090906)"
11-01-2023 20:07:45.694332,"(2.6, 4.1, 3.875)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 26.58064516129032)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.56, 2.3709090909090906)"
11-01-2023 20:07:46.823953,"(2.6, 4.1, 3.875)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 26.58064516129032)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.56, 2.4114285714285715)"
11-01-2023 20:07:47.910094,"(2.6, 4.1, 4.022222222222222)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 26.58064516129032)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.56, 2.4114285714285715)"
11-01-2023 20:07:48.979215,"(2.6, 4.1, 3.775)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 26.58064516129032)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.56, 2.4114285714285715)"
11-01-2023 20:07:50.228246,"(2.7, 4.1, 3.775)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 26.58064516129032)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.56, 2.4114285714285715)"
11-01-2023 20:07:51.543470,"(2.7, 4.1, 3.775)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 26.58064516129032)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.56, 2.4114285714285715)"
11-01-2023 20:07:52.790472,"(2.7, 4.1, 3.775)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 26.20689655172414)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.56, 2.444)"
11-01-2023 20:07:53.964420,"(2.7, 4.1, 4.0375)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 26.20689655172414)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.54, 2.503076923076923)"
11-01-2023 20:07:55.163036,"(2.7, 4.1, 3.875)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 26.20689655172414)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.52, 2.503076923076923)"
11-01-2023 20:07:56.420739,"(2.7, 4.1, 3.875)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 26.20689655172414)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.52, 2.503076923076923)"
11-01-2023 20:07:57.721712,"(2.7, 4.1, 3.875)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 26.20689655172414)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.52, 2.503076923076923)"
11-01-2023 20:07:59.022472,"(2.7, 4.1, 3.875)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 26.20689655172414)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.52, 2.503076923076923)"
11-01-2023 20:08:00.294750,"(2.7, 4.1, 3.875)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 26.20689655172414)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.52, 2.4885714285714284)"
11-01-2023 20:08:01.555459,"(2.7, 4.1, 4.0)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 19.53846153846154)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.52, 2.4885714285714284)"
11-01-2023 20:08:02.675528,"(2.7, 4.1, 4.0)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 19.53846153846154)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.52, 2.5090909090909093)"
11-01-2023 20:08:03.826687,"(2.7, 4.1, 4.0)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 21.2)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.52, 2.41)"
11-01-2023 20:08:05.030597,"(2.7, 4.2, 3.9428571428571426)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 21.2)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.52, 2.41)"
11-01-2023 20:08:06.295261,"(2.7, 4.2, 4.0)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 21.2)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.52, 2.41)"
11-01-2023 20:08:07.555255,"(2.7, 4.2, 3.9000000000000004)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 21.2)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.52, 2.41)"
11-01-2023 20:08:08.802413,"(2.7, 4.4, 3.8)","(5.5, 7.4, 6.823076923076924)","(16.0, 32.0, 21.2)","(26.0, 70.0, 68.15384615384616)","(21.0, 42.0, 32.15384615384615)","(31.0, 46.0, 39.45454545454545)","(11.0, 22.0, 20.3125)","(2.15, 2.52, 2.50625)"
