,Yuri Magic,Sisu,Mexicali Jane,Be Like Oliver,Saron,Velocity Cazau,Angel Harks,Rybolt
11-01-2023 19:56:42.806079,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:56:44.087400,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:56:45.417616,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:56:46.711230,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:56:47.995958,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:56:49.241402,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:56:50.507761,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:56:51.817648,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:56:53.051031,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:56:54.244962,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:56:55.425935,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:56:56.671510,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:56:57.928922,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:56:59.197840,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:00.488016,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:01.785890,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:03.029415,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:04.296528,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 8.761904761904763)","(17.0, 55.0, 27.363636363636363)","(26.0, 100.0, 51.30769230769231)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:05.601040,"(2.35, 4.3, 2.7425)","(5.5, 9.6, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 95.0, 51.30769230769231)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:06.897154,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 95.0, 51.30769230769231)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:08.186887,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 95.0, 51.30769230769231)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:09.507787,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 95.0, 51.30769230769231)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:10.783744,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 95.0, 51.30769230769231)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:12.051285,"(2.35, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(17.0, 55.0, 27.363636363636363)","(26.0, 95.0, 51.30769230769231)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:13.327758,"(2.5, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(16.0, 55.0, 27.363636363636363)","(26.0, 95.0, 51.30769230769231)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:14.590418,"(2.5, 4.3, 2.7425)","(5.5, 9.8, 9.110000000000001)","(16.0, 55.0, 27.363636363636363)","(26.0, 95.0, 51.30769230769231)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:15.984258,"(2.5, 4.3, 2.7425)","(5.5, 9.8, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 95.0, 51.30769230769231)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:17.339145,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 95.0, 51.30769230769231)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:18.632834,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 95.0, 51.30769230769231)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:20.140236,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 95.0, 51.30769230769231)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:21.472125,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 95.0, 51.30769230769231)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:22.953101,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 95.0, 51.30769230769231)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:24.296378,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 95.0, 68.375)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:25.606250,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 95.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:26.924539,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:28.156530,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:29.370474,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:30.594346,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:31.899650,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:33.116566,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:34.305710,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:35.452075,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:36.721491,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:37.962118,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:39.257382,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:40.523618,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:41.759673,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:43.020115,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:44.239481,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:45.466797,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:46.726409,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:48.035209,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 27.363636363636363)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:49.346799,"(2.5, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 35.25)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 17.454545454545453)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:50.632255,"(2.6, 4.3, 2.7425)","(5.5, 9.6, 8.761904761904763)","(16.0, 55.0, 35.25)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:51.950334,"(2.6, 4.3, 2.7425)","(5.5, 9.6, 9.0)","(16.0, 55.0, 26.272727272727273)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.234545454545455)"
11-01-2023 19:57:53.216335,"(2.6, 4.3, 2.7425)","(5.5, 9.6, 7.890909090909091)","(16.0, 55.0, 26.272727272727273)","(26.0, 110.0, 57.07692307692307)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 67.84615384615384)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:57:54.471871,"(2.6, 4.3, 2.7425)","(5.5, 9.6, 7.890909090909091)","(16.0, 55.0, 25.909090909090907)","(26.0, 110.0, 62.0)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 55.09090909090909)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:57:55.710853,"(2.6, 4.3, 2.7425)","(5.5, 9.6, 7.890909090909091)","(16.0, 55.0, 25.909090909090907)","(26.0, 100.0, 62.0)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 55.09090909090909)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:57:56.911192,"(2.6, 4.3, 2.7425)","(5.5, 9.6, 7.890909090909091)","(16.0, 55.0, 27.0)","(26.0, 100.0, 62.0)","(21.0, 65.0, 31.90909090909091)","(31.0, 130.0, 55.09090909090909)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:57:58.281101,"(2.6, 4.3, 2.7425)","(5.5, 9.6, 7.763636363636364)","(16.0, 55.0, 27.0)","(26.0, 100.0, 62.0)","(21.0, 65.0, 31.181818181818183)","(31.0, 130.0, 55.09090909090909)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:57:59.659473,"(2.6, 4.3, 2.7425)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 27.0)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 40.2)","(31.0, 130.0, 48.4)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:00.943845,"(2.6, 4.3, 2.7425)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 27.0)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 40.2)","(31.0, 130.0, 48.4)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:02.503200,"(2.6, 4.3, 2.7425)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 27.0)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 40.2)","(31.0, 130.0, 48.4)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:03.954162,"(2.6, 4.3, 2.7425)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 25.909090909090907)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 40.2)","(31.0, 130.0, 48.4)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:05.270606,"(2.6, 4.3, 2.7425)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 38.125)","(26.0, 100.0, 62.0)","(21.0, 65.0, 39.16666666666667)","(31.0, 130.0, 54.285714285714285)","(11.0, 32.0, 24.833333333333336)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:06.496099,"(2.6, 4.3, 3.5341176470588236)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 38.125)","(26.0, 100.0, 62.0)","(21.0, 65.0, 39.16666666666667)","(31.0, 120.0, 54.285714285714285)","(11.0, 32.0, 24.833333333333336)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:07.741665,"(2.6, 4.3, 3.8975)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 38.125)","(26.0, 100.0, 62.0)","(21.0, 65.0, 39.16666666666667)","(31.0, 120.0, 54.285714285714285)","(11.0, 32.0, 24.833333333333336)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:08.952113,"(2.6, 4.3, 3.8975)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 30.0)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 40.2)","(31.0, 120.0, 46.4)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:10.218195,"(2.6, 4.3, 3.8975)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 30.0)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 40.2)","(31.0, 120.0, 46.4)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:11.524072,"(2.6, 4.3, 3.8975)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 30.0)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 40.2)","(31.0, 120.0, 46.4)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:12.815725,"(2.6, 4.3, 3.8975)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 30.0)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 40.2)","(31.0, 120.0, 46.4)","(11.0, 32.0, 16.727272727272727)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:14.145502,"(2.6, 4.3, 3.8975)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 41.666666666666664)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 40.2)","(31.0, 120.0, 46.4)","(11.0, 32.0, 23.6)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:15.551606,"(2.6, 4.3, 3.8975)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 41.666666666666664)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 40.2)","(31.0, 120.0, 46.4)","(11.0, 32.0, 23.6)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:17.026485,"(2.6, 4.3, 3.8975)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 41.666666666666664)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 40.2)","(31.0, 120.0, 46.4)","(11.0, 32.0, 23.6)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:18.398763,"(2.6, 4.3, 3.8975)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 41.666666666666664)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 40.2)","(31.0, 120.0, 46.4)","(11.0, 32.0, 23.6)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:19.757961,"(2.6, 4.3, 3.8975)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 41.666666666666664)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 40.2)","(31.0, 120.0, 46.4)","(11.0, 32.0, 23.6)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:20.972988,"(2.6, 4.3, 3.8975)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 41.666666666666664)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 40.2)","(31.0, 120.0, 46.4)","(11.0, 32.0, 23.6)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:22.272559,"(2.6, 4.3, 3.8975)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 41.666666666666664)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 40.2)","(31.0, 120.0, 46.4)","(11.0, 32.0, 24.411764705882355)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:23.633371,"(2.6, 4.3, 3.8975)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 41.666666666666664)","(26.0, 100.0, 53.230769230769226)","(21.0, 65.0, 40.2)","(31.0, 120.0, 46.4)","(11.0, 30.0, 24.411764705882355)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:24.917933,"(2.6, 4.3, 3.8975)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 41.666666666666664)","(26.0, 100.0, 59.5)","(21.0, 65.0, 40.2)","(31.0, 120.0, 46.4)","(11.0, 30.0, 24.411764705882355)","(2.15, 2.58, 2.1072727272727274)"
11-01-2023 19:58:26.180462,"(2.6, 4.3, 4.080344827586207)","(5.5, 9.4, 8.600000000000001)","(16.0, 55.0, 41.666666666666664)","(26.0, 95.0, 59.5)","(21.0, 65.0, 40.2)","(31.0, 120.0, 46.4)","(11.0, 30.0, 24.411764705882355)","(2.15, 2.58, 2.1072727272727274)"
