,Spritz,Smooth Heaven,Prosecute,Robell Ruby,Our Sassy Nyrah,Fearless Levi,Double The Cash,Outbreak Bindi
10-01-2023 18:23:55.824789,"(2.4, 2.74, 2.736)","(18.0, 48.0, 42.0)","(6.0, 7.6, 7.335999999999999)","(4.8, 8.0, 7.1692307692307695)","(91.0, 350.0, 255.88235294117646)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.4375)","(18.0, 38.0, 37.23076923076923)"
10-01-2023 18:23:56.872171,"(2.4, 2.74, 2.736)","(18.0, 48.0, 42.0)","(6.0, 7.6, 7.335999999999999)","(4.8, 8.0, 7.1)","(91.0, 350.0, 211.8181818181818)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.4375)","(18.0, 38.0, 37.23076923076923)"
10-01-2023 18:23:57.870514,"(2.4, 2.74, 2.736)","(18.0, 48.0, 42.0)","(6.0, 7.6, 7.4625)","(4.8, 8.0, 7.255172413793104)","(91.0, 350.0, 232.85714285714286)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.4375)","(18.0, 38.0, 37.23076923076923)"
10-01-2023 18:23:58.930210,"(2.4, 2.76, 2.755333333333333)","(18.0, 48.0, 42.0)","(6.0, 7.6, 7.4625)","(4.8, 8.0, 7.530434782608696)","(91.0, 330.0, 232.85714285714286)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.425000000000001)","(18.0, 38.0, 38.285714285714285)"
10-01-2023 18:23:59.936781,"(2.4, 2.76, 2.755333333333333)","(18.0, 48.0, 42.0)","(6.0, 7.6, 7.495238095238095)","(4.8, 8.0, 7.530434782608696)","(91.0, 330.0, 232.85714285714286)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.425000000000001)","(18.0, 46.0, 37.391304347826086)"
10-01-2023 18:24:00.925303,"(2.4, 2.76, 2.755333333333333)","(18.0, 48.0, 42.0)","(6.0, 7.6, 7.495238095238095)","(4.8, 8.0, 7.530434782608696)","(91.0, 330.0, 232.85714285714286)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.425000000000001)","(18.0, 46.0, 37.391304347826086)"
10-01-2023 18:24:01.911811,"(2.4, 2.76, 2.755333333333333)","(18.0, 48.0, 42.0)","(6.0, 7.6, 7.495238095238095)","(4.8, 8.0, 7.530434782608696)","(91.0, 330.0, 232.85714285714286)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.423076923076923)","(18.0, 46.0, 37.391304347826086)"
10-01-2023 18:24:02.920512,"(2.4, 2.76, 2.755333333333333)","(18.0, 48.0, 42.0)","(6.0, 7.6, 7.525)","(4.8, 8.0, 7.530434782608696)","(91.0, 330.0, 232.85714285714286)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.423076923076923)","(18.0, 46.0, 37.0)"
10-01-2023 18:24:03.946778,"(2.4, 2.76, 2.755333333333333)","(18.0, 48.0, 42.0)","(6.0, 7.6, 7.525)","(4.8, 8.0, 7.550000000000001)","(91.0, 330.0, 232.85714285714286)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.423076923076923)","(18.0, 46.0, 37.0)"
10-01-2023 18:24:05.027499,"(2.4, 2.76, 2.755333333333333)","(18.0, 48.0, 42.0)","(6.0, 7.6, 7.525)","(4.8, 8.0, 7.716666666666667)","(91.0, 330.0, 232.85714285714286)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.4375)","(18.0, 46.0, 37.0)"
10-01-2023 18:24:06.039833,"(2.4, 2.76, 2.755333333333333)","(18.0, 48.0, 42.0)","(6.0, 7.6, 7.525)","(4.8, 7.8, 7.716666666666667)","(91.0, 330.0, 232.85714285714286)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.4375)","(18.0, 46.0, 37.0)"
10-01-2023 18:24:07.057318,"(2.4, 2.76, 2.755333333333333)","(18.0, 48.0, 42.0)","(6.0, 7.6, 7.525)","(4.8, 7.8, 7.716666666666667)","(91.0, 330.0, 232.85714285714286)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.4375)","(18.0, 46.0, 37.0)"
10-01-2023 18:24:08.041359,"(2.4, 2.76, 2.755333333333333)","(18.0, 48.0, 42.0)","(6.0, 7.6, 7.525)","(4.8, 7.8, 7.716666666666667)","(91.0, 330.0, 232.85714285714286)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.4375)","(18.0, 46.0, 37.0)"
10-01-2023 18:24:09.030674,"(2.4, 2.76, 2.755333333333333)","(18.0, 48.0, 42.0)","(6.0, 7.6, 7.525)","(4.8, 7.8, 7.741176470588235)","(91.0, 330.0, 245.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.4375)","(18.0, 46.0, 37.81818181818182)"
10-01-2023 18:24:09.980423,"(2.4, 2.76, 2.755333333333333)","(18.0, 48.0, 42.0)","(6.0, 7.6, 7.525)","(4.8, 7.8, 7.741176470588235)","(91.0, 330.0, 245.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.4375)","(18.0, 46.0, 37.81818181818182)"
10-01-2023 18:24:10.961582,"(2.4, 2.76, 2.755333333333333)","(18.0, 48.0, 42.0)","(6.0, 7.6, 7.525)","(4.8, 7.8, 7.741176470588235)","(91.0, 330.0, 258.8888888888889)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.4375)","(18.0, 46.0, 41.714285714285715)"
10-01-2023 18:24:11.926175,"(2.4, 2.76, 2.755333333333333)","(18.0, 48.0, 37.111111111111114)","(6.0, 7.6, 7.566666666666666)","(4.8, 7.8, 7.716666666666667)","(91.0, 330.0, 258.8888888888889)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.425000000000001)","(18.0, 44.0, 41.714285714285715)"
10-01-2023 18:24:12.937428,"(2.4, 2.76, 2.755333333333333)","(18.0, 46.0, 42.57142857142857)","(6.0, 7.6, 7.566666666666666)","(4.8, 7.8, 7.666666666666666)","(91.0, 330.0, 276.6666666666667)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.425000000000001)","(18.0, 44.0, 41.714285714285715)"
10-01-2023 18:24:13.949412,"(2.4, 2.76, 2.755333333333333)","(18.0, 48.0, 41.0)","(6.0, 7.6, 7.566666666666666)","(4.8, 7.8, 7.666666666666666)","(91.0, 330.0, 298.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.425000000000001)","(18.0, 44.0, 41.714285714285715)"
10-01-2023 18:24:14.962558,"(2.4, 2.76, 2.755333333333333)","(18.0, 48.0, 43.578947368421055)","(6.0, 7.6, 7.566666666666666)","(4.8, 7.8, 7.666666666666666)","(91.0, 330.0, 284.2857142857143)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.425000000000001)","(18.0, 44.0, 41.714285714285715)"
10-01-2023 18:24:15.972321,"(2.4, 2.76, 2.755333333333333)","(18.0, 48.0, 43.578947368421055)","(6.0, 7.6, 7.566666666666666)","(4.8, 7.8, 7.666666666666666)","(91.0, 330.0, 284.2857142857143)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.425000000000001)","(18.0, 44.0, 41.714285714285715)"
10-01-2023 18:24:16.984046,"(2.4, 2.76, 2.749230769230769)","(18.0, 48.0, 43.578947368421055)","(6.0, 8.4, 7.84)","(4.8, 7.8, 7.666666666666666)","(91.0, 330.0, 284.2857142857143)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.423076923076923)","(18.0, 44.0, 41.714285714285715)"
10-01-2023 18:24:18.009911,"(2.4, 2.76, 2.7557575757575754)","(18.0, 48.0, 43.578947368421055)","(6.0, 8.4, 7.84)","(4.8, 7.8, 7.6)","(91.0, 330.0, 284.2857142857143)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.423076923076923)","(18.0, 44.0, 41.714285714285715)"
10-01-2023 18:24:19.087302,"(2.4, 2.76, 2.7557575757575754)","(18.0, 48.0, 43.578947368421055)","(6.0, 8.4, 7.84)","(4.8, 7.8, 7.060869565217391)","(91.0, 330.0, 284.2857142857143)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.423076923076923)","(18.0, 44.0, 42.11764705882353)"
10-01-2023 18:24:20.131908,"(2.4, 2.74, 2.7363636363636368)","(18.0, 48.0, 43.578947368421055)","(6.0, 8.4, 7.84)","(4.8, 8.0, 7.530434782608696)","(91.0, 330.0, 284.2857142857143)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.423076923076923)","(18.0, 44.0, 41.714285714285715)"
10-01-2023 18:24:21.196745,"(2.4, 2.74, 2.7363636363636368)","(18.0, 48.0, 43.578947368421055)","(6.0, 8.4, 7.84)","(4.8, 8.0, 7.530434782608696)","(91.0, 330.0, 284.2857142857143)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.54)","(18.0, 44.0, 41.714285714285715)"
10-01-2023 18:24:22.269955,"(2.4, 2.76, 2.7557575757575754)","(18.0, 48.0, 43.578947368421055)","(6.0, 8.4, 7.84)","(4.8, 8.0, 7.530434782608696)","(91.0, 330.0, 284.2857142857143)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.54)","(18.0, 44.0, 41.714285714285715)"
10-01-2023 18:24:23.415292,"(2.4, 2.76, 2.7557575757575754)","(18.0, 48.0, 43.578947368421055)","(6.0, 8.4, 8.2)","(4.8, 8.0, 7.530434782608696)","(91.0, 330.0, 284.2857142857143)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.557142857142857)","(18.0, 44.0, 41.714285714285715)"
10-01-2023 18:24:24.560105,"(2.4, 2.72, 2.7064864864864866)","(18.0, 48.0, 43.578947368421055)","(6.0, 8.4, 8.2)","(4.8, 8.0, 7.530434782608696)","(91.0, 330.0, 284.2857142857143)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.6, 4.55)","(18.0, 44.0, 34.15384615384615)"
10-01-2023 18:24:25.675413,"(2.4, 2.72, 2.7064864864864866)","(18.0, 48.0, 43.578947368421055)","(6.0, 8.4, 8.2)","(4.8, 8.0, 7.373913043478261)","(91.0, 330.0, 284.2857142857143)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.6, 4.514285714285714)","(18.0, 48.0, 34.15384615384615)"
10-01-2023 18:24:26.773179,"(2.4, 2.76, 2.6123076923076924)","(18.0, 48.0, 43.578947368421055)","(6.0, 8.4, 8.2)","(4.8, 8.0, 7.373913043478261)","(91.0, 330.0, 284.2857142857143)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 48.0, 34.15384615384615)"
10-01-2023 18:24:27.872595,"(2.4, 2.74, 2.67)","(18.0, 48.0, 43.578947368421055)","(6.0, 8.4, 8.2)","(4.8, 8.0, 7.373913043478261)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 48.0, 33.853658536585364)"
10-01-2023 18:24:28.923302,"(2.4, 2.74, 2.67)","(18.0, 48.0, 43.578947368421055)","(6.0, 8.4, 8.2)","(4.8, 8.0, 7.373913043478261)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 48.0, 33.853658536585364)"
10-01-2023 18:24:29.995355,"(2.4, 2.74, 2.67)","(18.0, 48.0, 43.578947368421055)","(6.0, 8.4, 8.114285714285714)","(4.8, 8.0, 7.373913043478261)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.522222222222222)","(18.0, 48.0, 33.853658536585364)"
10-01-2023 18:24:31.059904,"(2.4, 2.74, 2.67)","(18.0, 48.0, 43.578947368421055)","(6.0, 8.4, 7.5)","(4.8, 8.0, 7.373913043478261)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.522222222222222)","(18.0, 48.0, 30.78125)"
10-01-2023 18:24:32.134812,"(2.4, 2.74, 2.727692307692308)","(18.0, 48.0, 43.578947368421055)","(6.0, 8.4, 7.885714285714286)","(4.8, 8.0, 6.9714285714285715)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.522222222222222)","(18.0, 48.0, 34.225)"
10-01-2023 18:24:33.196690,"(2.4, 2.74, 2.727692307692308)","(18.0, 48.0, 45.6)","(6.0, 8.4, 8.072727272727272)","(4.8, 8.0, 7.6869565217391305)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 48.0, 33.108108108108105)"
10-01-2023 18:24:34.274053,"(2.4, 2.74, 2.7222222222222223)","(18.0, 48.0, 45.6)","(6.0, 8.4, 8.072727272727272)","(4.8, 8.0, 7.6869565217391305)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 48.0, 33.108108108108105)"
10-01-2023 18:24:35.342198,"(2.4, 2.74, 2.7222222222222223)","(18.0, 48.0, 45.6)","(6.0, 8.4, 8.072727272727272)","(4.8, 8.0, 7.6869565217391305)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 48.0, 33.108108108108105)"
10-01-2023 18:24:36.352146,"(2.4, 2.74, 2.7222222222222223)","(18.0, 48.0, 45.6)","(6.0, 8.4, 8.072727272727272)","(4.8, 8.0, 7.6869565217391305)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 48.0, 34.225)"
10-01-2023 18:24:37.450704,"(2.4, 2.74, 2.7222222222222223)","(19.0, 48.0, 45.6)","(6.0, 8.4, 7.854545454545455)","(5.0, 8.0, 7.6869565217391305)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 48.0, 33.108108108108105)"
10-01-2023 18:24:38.810744,"(2.4, 2.74, 2.66)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 7.854545454545455)","(5.0, 8.0, 7.6869565217391305)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 48.0, 33.108108108108105)"
10-01-2023 18:24:40.020174,"(2.4, 2.74, 2.6933333333333334)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 7.854545454545455)","(5.0, 8.0, 7.766666666666667)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.520689655172414)","(18.0, 48.0, 33.108108108108105)"
10-01-2023 18:24:41.225606,"(2.4, 2.74, 2.6672727272727275)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 8.025)","(5.0, 7.8, 7.683333333333333)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 48.0, 33.108108108108105)"
10-01-2023 18:24:42.420161,"(2.4, 2.74, 2.665)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 8.025)","(5.0, 8.0, 7.683333333333333)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 48.0, 34.225)"
10-01-2023 18:24:43.679154,"(2.4, 2.74, 2.665)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 8.025)","(5.0, 8.0, 7.699999999999999)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 48.0, 34.225)"
10-01-2023 18:24:44.892448,"(2.4, 2.74, 2.665)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 8.2)","(5.0, 8.0, 7.683333333333333)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.58125)","(18.0, 48.0, 34.225)"
10-01-2023 18:24:46.077351,"(2.4, 2.68, 2.6744444444444446)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 8.2)","(5.0, 8.0, 7.683333333333333)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.6, 4.58125)","(18.0, 48.0, 34.225)"
10-01-2023 18:24:47.252137,"(2.4, 2.68, 2.6744444444444446)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 8.2)","(5.0, 8.0, 7.683333333333333)","(91.0, 330.0, 255.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.6, 4.58125)","(18.0, 48.0, 34.225)"
10-01-2023 18:24:48.372112,"(2.4, 2.68, 2.6741176470588237)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 8.2)","(5.0, 8.0, 7.683333333333333)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.6, 4.58125)","(18.0, 48.0, 34.225)"
10-01-2023 18:24:49.527971,"(2.4, 2.68, 2.6741176470588237)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 8.2)","(5.0, 8.0, 7.683333333333333)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.6, 4.58125)","(18.0, 48.0, 34.225)"
10-01-2023 18:24:50.699541,"(2.4, 2.68, 2.6772972972972973)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 8.2)","(5.0, 8.0, 7.676923076923076)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.6, 4.58125)","(18.0, 48.0, 39.5)"
10-01-2023 18:24:51.929097,"(2.4, 2.68, 2.6772972972972973)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 8.072727272727272)","(5.0, 7.8, 7.699999999999999)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.6, 4.4875)","(18.0, 44.0, 40.785714285714285)"
10-01-2023 18:24:53.145244,"(2.4, 2.7, 2.6571428571428575)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 8.049999999999999)","(5.0, 7.8, 7.699999999999999)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.4875)","(18.0, 44.0, 40.785714285714285)"
10-01-2023 18:24:54.308175,"(2.4, 2.7, 2.6571428571428575)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.2, 8.049999999999999)","(5.0, 7.8, 7.566666666666666)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 44.0, 40.785714285714285)"
10-01-2023 18:24:55.455599,"(2.4, 2.7, 2.66)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 8.1)","(5.0, 7.6, 7.553846153846154)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 44.0, 40.785714285714285)"
10-01-2023 18:24:56.576733,"(2.4, 2.7, 2.66)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 8.1)","(5.0, 7.8, 7.553846153846154)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 44.0, 40.785714285714285)"
10-01-2023 18:24:57.763332,"(2.4, 2.7, 2.66)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 8.1)","(5.0, 7.8, 7.6)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 44.0, 40.785714285714285)"
10-01-2023 18:24:58.908947,"(2.4, 2.7, 2.66)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 8.1)","(5.0, 7.8, 7.6)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.520689655172414)","(18.0, 44.0, 40.785714285714285)"
10-01-2023 18:25:00.050569,"(2.4, 2.7, 2.6364705882352943)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 7.9)","(5.0, 7.8, 7.6)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 44.0, 40.785714285714285)"
10-01-2023 18:25:01.195178,"(2.4, 2.7, 2.6364705882352943)","(19.0, 48.0, 45.88235294117647)","(6.0, 8.4, 8.136842105263158)","(5.0, 7.8, 7.533333333333333)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.526666666666666)","(18.0, 44.0, 40.785714285714285)"
10-01-2023 18:25:02.374818,"(2.4, 2.7, 2.6584615384615384)","(19.0, 50.0, 49.125)","(6.0, 8.4, 8.136842105263158)","(5.0, 7.6, 7.7555555555555555)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.526666666666666)","(18.0, 44.0, 39.3125)"
10-01-2023 18:25:03.561694,"(2.4, 2.7, 2.6497674418604653)","(19.0, 55.0, 50.77777777777778)","(6.0, 8.4, 8.136842105263158)","(5.0, 8.2, 7.824999999999999)","(91.0, 330.0, 255.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.526666666666666)","(18.0, 44.0, 40.916666666666664)"
10-01-2023 18:25:04.752481,"(2.4, 2.7, 2.6497674418604653)","(19.0, 55.0, 50.77777777777778)","(6.0, 8.4, 8.136842105263158)","(5.0, 8.2, 7.824999999999999)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.526666666666666)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:05.872964,"(2.4, 2.7, 2.6497674418604653)","(19.0, 55.0, 50.77777777777778)","(6.0, 8.4, 8.136842105263158)","(5.0, 8.2, 7.824999999999999)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.526666666666666)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:07.025140,"(2.4, 2.7, 2.6497674418604653)","(19.0, 55.0, 50.77777777777778)","(6.0, 8.4, 8.136842105263158)","(5.0, 8.2, 7.824999999999999)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.526666666666666)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:08.143249,"(2.4, 2.7, 2.6497674418604653)","(19.0, 55.0, 50.77777777777778)","(6.0, 8.4, 8.136842105263158)","(5.0, 8.2, 7.866666666666667)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.526666666666666)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:09.289758,"(2.4, 2.7, 2.6497674418604653)","(19.0, 55.0, 50.77777777777778)","(6.0, 8.4, 8.136842105263158)","(5.0, 8.0, 7.824999999999999)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.526666666666666)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:10.451496,"(2.4, 2.7, 2.6497674418604653)","(19.0, 55.0, 50.77777777777778)","(6.0, 8.4, 8.136842105263158)","(5.0, 8.2, 7.5125)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.526666666666666)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:11.643399,"(2.4, 2.7, 2.6497674418604653)","(19.0, 55.0, 50.77777777777778)","(6.0, 8.4, 8.136842105263158)","(5.0, 8.2, 7.5125)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.526666666666666)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:12.889563,"(2.4, 2.7, 2.6497674418604653)","(19.0, 55.0, 50.77777777777778)","(6.0, 8.4, 8.136842105263158)","(5.0, 8.2, 7.5125)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.526666666666666)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:14.069945,"(2.4, 2.7, 2.6497674418604653)","(19.0, 55.0, 50.77777777777778)","(6.0, 8.4, 8.136842105263158)","(5.0, 8.2, 7.5125)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.526666666666666)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:15.288979,"(2.4, 2.7, 2.6497674418604653)","(19.0, 55.0, 50.77777777777778)","(6.0, 8.4, 8.136842105263158)","(5.0, 8.2, 7.757894736842105)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:16.472229,"(2.4, 2.7, 2.6497674418604653)","(19.0, 55.0, 50.77777777777778)","(6.0, 8.4, 8.066666666666666)","(5.0, 8.2, 7.7875)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:17.679807,"(2.4, 2.7, 2.6497674418604653)","(19.0, 55.0, 50.77777777777778)","(6.0, 8.4, 8.066666666666666)","(5.0, 8.2, 7.7875)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:18.887367,"(2.4, 2.7, 2.6497674418604653)","(19.0, 55.0, 50.77777777777778)","(6.0, 8.4, 8.066666666666666)","(5.0, 8.2, 7.7875)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:20.063187,"(2.4, 2.7, 2.6497674418604653)","(19.0, 55.0, 50.77777777777778)","(6.0, 8.4, 8.0)","(5.0, 8.2, 7.7875)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:21.256731,"(2.4, 2.7, 2.6497674418604653)","(19.0, 55.0, 47.529411764705884)","(6.0, 8.4, 8.0)","(5.0, 8.2, 6.916666666666666)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:22.448565,"(2.4, 2.7, 2.6481818181818184)","(19.0, 50.0, 47.529411764705884)","(6.0, 8.4, 8.0)","(5.0, 8.2, 7.610526315789474)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:23.596052,"(2.4, 2.7, 2.6481818181818184)","(19.0, 50.0, 47.529411764705884)","(6.0, 8.4, 8.0)","(5.0, 8.2, 7.59047619047619)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:24.726566,"(2.4, 2.7, 2.6481818181818184)","(19.0, 50.0, 47.529411764705884)","(6.0, 8.4, 8.0)","(5.0, 8.2, 7.59047619047619)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 42.0, 40.916666666666664)"
10-01-2023 18:25:25.819430,"(2.4, 2.7, 2.6481818181818184)","(19.0, 50.0, 47.529411764705884)","(6.0, 8.4, 8.0)","(5.0, 8.2, 7.59047619047619)","(91.0, 330.0, 230.0)","(8.5, 15.5, 13.621212121212121)","(3.7, 4.7, 4.514285714285714)","(18.0, 42.0, 40.916666666666664)"
