,Sweet Indie,Mama Said,Stick Hunter,Spring Evie,Viva Belle,Pink Flyer,Bailey,Frosty Girl
16-12-2022 15:44:22.895895,"(1.8, 1.91, 1.8783333333333334)","(9.0, 12.5, 11.944444444444445)","(20.0, 36.0, 34.5)","(11.0, 24.0, 23.333333333333332)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 9.8, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:24.584505,"(1.8, 1.91, 1.8783333333333334)","(9.0, 13.5, 11.944444444444445)","(20.0, 36.0, 27.818181818181817)","(11.0, 24.0, 23.333333333333332)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 9.8, 9.589473684210526)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:26.029805,"(1.8, 1.91, 1.8783333333333334)","(9.0, 12.5, 11.944444444444445)","(20.0, 36.0, 27.818181818181817)","(11.0, 24.0, 23.875)","(10.0, 27.0, 22.68181818181818)","(6.0, 8.4, 7.28)","(5.5, 9.8, 10.235294117647058)","(21.0, 90.0, 72.85714285714286)"
16-12-2022 15:44:27.326624,"(1.8, 1.91, 1.853)","(9.0, 12.5, 11.944444444444445)","(20.0, 36.0, 28.0)","(11.0, 25.0, 23.333333333333332)","(10.0, 27.0, 23.2)","(6.0, 8.4, 7.28)","(5.5, 10.5, 9.589473684210526)","(21.0, 90.0, 75.0)"
16-12-2022 15:44:28.576949,"(1.8, 1.91, 1.8783333333333334)","(9.0, 12.5, 12.115384615384615)","(20.0, 36.0, 28.0)","(11.0, 24.0, 23.333333333333332)","(10.0, 27.0, 23.2)","(6.0, 8.4, 7.28)","(5.5, 9.8, 9.589473684210526)","(21.0, 90.0, 75.0)"
16-12-2022 15:44:29.977680,"(1.8, 1.91, 1.8783333333333334)","(9.0, 13.5, 11.944444444444445)","(20.0, 36.0, 28.0)","(11.0, 24.0, 23.333333333333332)","(10.0, 27.0, 23.2)","(6.0, 8.4, 7.28)","(5.5, 9.8, 9.589473684210526)","(21.0, 90.0, 75.0)"
16-12-2022 15:44:31.309023,"(1.8, 1.91, 1.8783333333333334)","(9.0, 12.5, 11.944444444444445)","(20.0, 36.0, 28.0)","(11.0, 24.0, 23.333333333333332)","(10.0, 27.0, 23.2)","(6.0, 8.4, 7.28)","(5.5, 9.8, 10.235294117647058)","(21.0, 90.0, 75.0)"
16-12-2022 15:44:33.480007,"(1.8, 1.91, 1.853)","(9.0, 12.5, 12.115384615384615)","(20.0, 36.0, 28.0)","(11.0, 24.0, 23.333333333333332)","(10.0, 27.0, 23.2)","(6.0, 8.4, 7.28)","(5.5, 10.5, 9.589473684210526)","(21.0, 90.0, 75.0)"
16-12-2022 15:44:36.108782,"(1.8, 1.91, 1.815)","(9.0, 12.5, 11.944444444444445)","(20.0, 36.0, 28.0)","(11.0, 24.0, 23.333333333333332)","(10.0, 27.0, 23.2)","(6.0, 8.4, 7.28)","(5.5, 10.5, 10.235294117647058)","(21.0, 90.0, 75.0)"
16-12-2022 15:44:37.513561,"(1.8, 1.91, 1.8429032258064517)","(9.0, 12.5, 11.944444444444445)","(20.0, 36.0, 28.375)","(11.0, 24.0, 23.25)","(10.0, 27.0, 22.86842105263158)","(6.0, 8.4, 8.033333333333333)","(5.5, 10.5, 9.626086956521739)","(21.0, 90.0, 73.42105263157896)"
16-12-2022 15:44:38.843201,"(1.8, 1.91, 1.8429032258064517)","(9.0, 12.5, 12.25)","(20.0, 34.0, 31.0)","(11.0, 24.0, 23.25)","(10.0, 26.0, 24.423076923076923)","(6.0, 8.2, 7.525)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:44:40.274551,"(1.8, 1.91, 1.8425925925925926)","(9.0, 13.0, 12.166666666666666)","(20.0, 32.0, 27.5)","(11.0, 24.0, 21.75)","(10.0, 25.0, 22.5)","(6.0, 8.4, 7.663157894736843)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:44:41.701261,"(1.8, 1.91, 1.8425925925925926)","(9.0, 12.0, 11.722222222222221)","(20.0, 32.0, 29.25)","(11.0, 24.0, 23.357142857142858)","(10.0, 25.0, 23.5)","(6.0, 8.4, 7.622222222222223)","(5.5, 9.8, 10.285714285714285)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:44:43.082999,"(1.8, 1.91, 1.8233333333333335)","(9.0, 12.0, 11.722222222222221)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.625)","(10.0, 24.0, 22.088235294117645)","(6.0, 8.4, 7.622222222222223)","(5.5, 10.5, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:44:44.409519,"(1.8, 1.91, 1.8512903225806452)","(9.0, 12.0, 15.5)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.57142857142857)","(10.0, 24.0, 22.576923076923077)","(6.0, 8.4, 7.622222222222223)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 77.05882352941177)"
16-12-2022 15:44:45.708359,"(1.8, 1.91, 1.8522222222222222)","(9.0, 16.5, 14.071428571428571)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.57142857142857)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.4, 8.057142857142857)","(5.5, 9.8, 9.626086956521739)","(21.0, 80.0, 77.05882352941177)"
16-12-2022 15:44:47.079789,"(1.8, 1.91, 1.8522222222222222)","(9.0, 16.0, 12.7)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 24.25)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.5600000000000005)","(5.5, 9.8, 10.125)","(21.0, 80.0, 77.05882352941177)"
16-12-2022 15:44:48.389981,"(1.8, 1.91, 1.8233333333333335)","(9.0, 16.0, 12.142857142857142)","(20.0, 30.0, 25.714285714285715)","(11.0, 25.0, 23.103448275862068)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.4, 7.866666666666666)","(5.5, 10.5, 9.626086956521739)","(21.0, 80.0, 77.05882352941177)"
16-12-2022 15:44:49.810244,"(1.8, 1.91, 1.8512903225806452)","(9.0, 16.0, 12.25)","(20.0, 30.0, 25.714285714285715)","(11.0, 25.0, 23.103448275862068)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 9.8, 9.626086956521739)","(21.0, 80.0, 77.05882352941177)"
16-12-2022 15:44:51.169005,"(1.8, 1.91, 1.8522222222222222)","(9.0, 16.0, 12.25)","(20.0, 30.0, 25.714285714285715)","(11.0, 25.0, 23.103448275862068)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 9.8, 10.285714285714285)","(21.0, 80.0, 77.05882352941177)"
16-12-2022 15:44:52.633636,"(1.8, 1.91, 1.828)","(9.0, 16.0, 13.272727272727273)","(20.0, 30.0, 25.714285714285715)","(11.0, 25.0, 22.8)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 10.5, 10.285714285714285)","(21.0, 80.0, 77.05882352941177)"
16-12-2022 15:44:54.664660,"(1.8, 1.9, 1.828)","(9.0, 16.0, 13.272727272727273)","(20.0, 30.0, 25.714285714285715)","(11.0, 25.0, 22.8)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 9.8, 9.626086956521739)","(21.0, 80.0, 77.05882352941177)"
16-12-2022 15:44:56.646924,"(1.8, 1.9, 1.8485714285714285)","(9.0, 16.0, 13.272727272727273)","(20.0, 30.0, 25.714285714285715)","(11.0, 25.0, 22.8)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 9.8, 9.626086956521739)","(21.0, 80.0, 77.05882352941177)"
16-12-2022 15:44:57.996197,"(1.8, 1.9, 1.8485714285714285)","(9.0, 16.0, 13.328125)","(20.0, 30.0, 25.714285714285715)","(11.0, 25.0, 22.8)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 9.8, 9.626086956521739)","(21.0, 80.0, 74.0)"
16-12-2022 15:44:59.293807,"(1.8, 1.9, 1.8678571428571429)","(9.0, 16.0, 13.328125)","(20.0, 30.0, 25.714285714285715)","(11.0, 25.0, 22.8)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:00.619019,"(1.8, 1.9, 1.8678571428571429)","(9.0, 16.0, 13.328125)","(20.0, 30.0, 25.714285714285715)","(11.0, 25.0, 22.8)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:02.009290,"(1.8, 1.9, 1.860625)","(9.0, 16.0, 13.328125)","(20.0, 30.0, 25.714285714285715)","(11.0, 25.0, 22.8)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 9.8, 10.285714285714285)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:03.292216,"(1.8, 1.9, 1.860625)","(9.0, 16.0, 12.944444444444445)","(20.0, 30.0, 25.714285714285715)","(11.0, 25.0, 22.8)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 10.5, 9.646153846153847)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:04.620709,"(1.8, 1.9, 1.885)","(9.0, 13.5, 12.944444444444445)","(20.0, 30.0, 25.714285714285715)","(11.0, 25.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:05.912201,"(1.8, 1.91, 1.885)","(9.0, 13.5, 12.944444444444445)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:07.236566,"(1.8, 1.91, 1.878421052631579)","(9.0, 13.5, 13.0)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 9.8, 10.285714285714285)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:08.520321,"(1.8, 1.91, 1.863846153846154)","(9.0, 14.5, 12.944444444444445)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 10.5, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:09.793470,"(1.8, 1.91, 1.863846153846154)","(9.0, 13.5, 12.944444444444445)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:11.092646,"(1.8, 1.91, 1.863846153846154)","(9.0, 13.5, 13.552631578947368)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:12.593514,"(1.8, 1.91, 1.863846153846154)","(9.0, 14.5, 13.357142857142858)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 9.8, 10.285714285714285)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:14.208733,"(1.8, 1.91, 1.863846153846154)","(9.0, 14.5, 12.944444444444445)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 10.5, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:15.570531,"(1.8, 1.91, 1.863846153846154)","(9.0, 13.5, 12.944444444444445)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.866666666666666)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:16.870928,"(1.8, 1.91, 1.863846153846154)","(9.0, 13.5, 14.34375)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.381818181818182)","(5.5, 9.8, 10.285714285714285)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:18.189537,"(1.8, 1.9, 1.846)","(9.0, 15.0, 16.142857142857142)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.381818181818182)","(5.5, 10.5, 10.285714285714285)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:19.489035,"(1.8, 1.9, 1.855)","(9.0, 16.5, 15.678571428571429)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 10.5, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:20.767841,"(1.8, 1.9, 1.8446153846153848)","(9.0, 16.0, 14.15909090909091)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:21.995474,"(1.8, 1.9, 1.8446153846153848)","(9.0, 16.0, 13.0)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 9.8, 10.285714285714285)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:23.278482,"(1.8, 1.9, 1.8446153846153848)","(9.0, 16.0, 12.571428571428571)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 10.5, 10.285714285714285)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:24.580908,"(1.8, 1.9, 1.8261538461538462)","(9.0, 16.0, 13.333333333333334)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 10.5, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:25.863949,"(1.8, 1.9, 1.853846153846154)","(9.0, 16.0, 13.0)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:27.171765,"(1.8, 1.9, 1.853846153846154)","(9.0, 16.0, 13.0)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 9.8, 10.285714285714285)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:28.527465,"(1.8, 1.9, 1.853846153846154)","(9.0, 16.0, 13.45)","(20.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 10.5, 10.285714285714285)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:29.877843,"(1.8, 1.9, 1.843157894736842)","(9.0, 16.0, 12.944444444444445)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 10.5, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:31.224247,"(1.75, 1.92, 1.8533333333333335)","(9.0, 13.5, 12.944444444444445)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:32.694004,"(1.75, 1.92, 1.88)","(9.0, 13.5, 12.944444444444445)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 9.8, 10.285714285714285)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:34.307028,"(1.75, 1.92, 1.883)","(9.0, 13.5, 13.45)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 10.5, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:35.602721,"(1.75, 1.91, 1.883)","(9.0, 14.5, 12.944444444444445)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:36.876768,"(1.75, 1.91, 1.8423076923076924)","(9.0, 13.5, 12.944444444444445)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 9.8, 10.285714285714285)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:38.171616,"(1.75, 1.91, 1.8423076923076924)","(9.0, 13.5, 13.45)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 10.5, 10.421052631578947)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:39.500582,"(1.75, 1.91, 1.858235294117647)","(9.0, 14.5, 13.45)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 10.5, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:40.794032,"(1.75, 1.91, 1.8687500000000001)","(9.0, 14.5, 12.944444444444445)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:42.041223,"(1.75, 1.91, 1.8641666666666667)","(9.0, 13.5, 12.944444444444445)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:43.318640,"(1.75, 1.91, 1.8641666666666667)","(9.0, 13.5, 14.34375)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 9.8, 10.421052631578947)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:44.596296,"(1.75, 1.91, 1.8578947368421053)","(9.0, 15.0, 14.75)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 10.5, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:45.867640,"(1.75, 1.91, 1.8641666666666667)","(9.0, 14.5, 13.666666666666666)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 24.083333333333336)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:47.098043,"(1.75, 1.91, 1.8641666666666667)","(9.0, 13.5, 12.944444444444445)","(19.0, 30.0, 25.714285714285715)","(11.0, 25.0, 24.083333333333336)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:48.349033,"(1.75, 1.91, 1.8641666666666667)","(9.0, 13.5, 12.944444444444445)","(19.0, 30.0, 25.714285714285715)","(11.0, 25.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 9.8, 10.565217391304348)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:49.613533,"(1.75, 1.91, 1.8641666666666667)","(9.0, 15.0, 14.34375)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 11.0, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:50.788231,"(1.75, 1.91, 1.8893749999999998)","(9.0, 15.0, 14.34375)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:51.997168,"(1.75, 1.91, 1.8893749999999998)","(9.0, 14.0, 13.305555555555555)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 9.8, 9.626086956521739)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:53.377290,"(1.75, 1.91, 1.8893749999999998)","(9.0, 14.0, 13.305555555555555)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 9.8, 10.355555555555556)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:55.705939,"(1.75, 1.9, 1.8916666666666666)","(9.0, 14.0, 13.305555555555555)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 10.0, 9.76470588235294)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:57.094414,"(1.75, 1.9, 1.8928571428571428)","(9.0, 14.0, 12.375)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 10.0, 9.76470588235294)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:58.456617,"(1.75, 1.91, 1.87)","(9.0, 13.0, 12.375)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 23.470588235294116)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 10.0, 10.68235294117647)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:45:59.931436,"(1.75, 1.91, 1.885)","(9.0, 13.0, 13.195652173913043)","(19.0, 30.0, 25.714285714285715)","(11.0, 24.0, 22.588235294117645)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.283333333333333)","(5.5, 11.0, 9.75)","(21.0, 85.0, 71.9047619047619)"
16-12-2022 15:46:01.244839,"(1.75, 1.9, 1.8883333333333332)","(9.0, 14.5, 13.065217391304348)","(19.0, 30.0, 25.384615384615383)","(11.0, 23.0, 22.68181818181818)","(10.0, 23.0, 20.884615384615383)","(6.0, 8.2, 7.268965517241379)","(5.5, 10.0, 9.80952380952381)","(21.0, 85.0, 66.78571428571428)"
16-12-2022 15:46:02.572526,"(1.75, 1.9, 1.8922222222222222)","(9.0, 13.5, 13.065217391304348)","(19.0, 30.0, 26.470588235294116)","(11.0, 23.0, 22.68181818181818)","(10.0, 23.0, 21.47222222222222)","(6.0, 8.2, 7.268965517241379)","(5.5, 10.0, 9.80952380952381)","(21.0, 85.0, 71.57894736842105)"
16-12-2022 15:46:03.848496,"(1.75, 1.92, 1.88625)","(9.0, 13.5, 13.1875)","(19.0, 30.0, 26.470588235294116)","(11.0, 23.0, 22.68181818181818)","(10.0, 23.0, 21.47222222222222)","(6.0, 8.2, 7.268965517241379)","(5.5, 10.0, 10.715789473684211)","(21.0, 85.0, 64.58333333333333)"
16-12-2022 15:46:05.135845,"(1.75, 1.92, 1.8607692307692307)","(9.0, 14.5, 14.071428571428571)","(19.0, 30.0, 25.384615384615383)","(11.0, 23.0, 22.68181818181818)","(10.0, 23.0, 21.47222222222222)","(6.0, 8.2, 7.268965517241379)","(5.5, 11.0, 9.80952380952381)","(21.0, 85.0, 50.0)"
16-12-2022 15:46:07.013188,"(1.75, 1.91, 1.855)","(9.0, 14.5, 13.065217391304348)","(19.0, 30.0, 25.384615384615383)","(11.0, 23.0, 23.59090909090909)","(10.0, 23.0, 21.47222222222222)","(6.0, 8.2, 7.268965517241379)","(5.5, 10.0, 9.80952380952381)","(21.0, 85.0, 70.3125)"
16-12-2022 15:46:08.851015,"(1.75, 1.91, 1.848125)","(9.0, 13.5, 13.065217391304348)","(19.0, 30.0, 25.384615384615383)","(11.0, 24.0, 23.59090909090909)","(10.0, 23.0, 21.47222222222222)","(6.0, 8.2, 7.268965517241379)","(5.5, 11.0, 10.715789473684211)","(21.0, 85.0, 74.78260869565219)"
16-12-2022 15:46:10.757922,"(1.75, 1.91, 1.858421052631579)","(9.0, 13.5, 13.065217391304348)","(19.0, 30.0, 25.384615384615383)","(11.0, 24.0, 24.5)","(10.0, 23.0, 21.47222222222222)","(6.0, 8.2, 7.268965517241379)","(5.5, 11.0, 9.80952380952381)","(21.0, 85.0, 74.78260869565219)"
16-12-2022 15:46:12.121626,"(1.75, 1.91, 1.858421052631579)","(9.0, 13.5, 13.065217391304348)","(19.0, 30.0, 25.384615384615383)","(11.0, 25.0, 23.75)","(10.0, 23.0, 21.47222222222222)","(6.0, 8.2, 7.268965517241379)","(5.5, 10.0, 9.80952380952381)","(21.0, 85.0, 74.78260869565219)"
16-12-2022 15:46:14.700864,"(1.75, 1.91, 1.8983333333333332)","(9.0, 13.5, 13.065217391304348)","(19.0, 30.0, 25.384615384615383)","(11.0, 25.0, 24.125)","(10.0, 23.0, 21.47222222222222)","(6.0, 8.2, 7.268965517241379)","(5.5, 10.0, 9.80952380952381)","(21.0, 85.0, 74.78260869565219)"
16-12-2022 15:46:16.951784,"(1.75, 1.9, 1.89)","(9.0, 13.5, 13.065217391304348)","(19.0, 30.0, 25.384615384615383)","(11.0, 26.0, 24.846153846153847)","(10.0, 23.0, 21.47222222222222)","(6.0, 8.2, 7.268965517241379)","(5.5, 10.0, 9.80952380952381)","(21.0, 85.0, 74.78260869565219)"
