,Shian Gizmo,Rosie Clare,Single Figures,Spring Oak,Our Opals,Thanks Mark,Spring Ethic,Big Apatite
10-01-2023 15:37:49.933842,"(5.5, 7.0, 6.8)","(17.0, 46.0, 27.0)","(11.0, 24.0, 15.0)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.6733333333333333)","(7.5, 30.0, 20.0)","(51.0, 350.0, 202.5)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:37:51.472513,"(5.5, 7.0, 6.8)","(17.0, 46.0, 27.0)","(11.0, 24.0, 15.0)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.49)","(7.5, 30.0, 20.0)","(51.0, 350.0, 202.5)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:37:52.916242,"(5.5, 7.0, 6.8)","(17.0, 46.0, 27.0)","(11.0, 24.0, 15.0)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.5866666666666664)","(7.5, 30.0, 20.0)","(51.0, 350.0, 202.5)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:37:54.305826,"(5.5, 7.0, 6.8)","(17.0, 46.0, 27.0)","(11.0, 24.0, 15.0)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.5866666666666664)","(7.5, 30.0, 20.0)","(51.0, 350.0, 202.5)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:37:55.657570,"(5.5, 7.0, 6.8)","(17.0, 46.0, 27.0)","(11.0, 24.0, 15.0)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.5866666666666664)","(7.5, 30.0, 20.0)","(51.0, 350.0, 202.5)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:37:57.062143,"(5.5, 7.0, 6.8)","(17.0, 46.0, 27.0)","(11.0, 24.0, 15.0)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.5866666666666664)","(7.5, 30.0, 20.0)","(51.0, 350.0, 202.5)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:37:58.421930,"(5.5, 7.0, 6.8)","(17.0, 46.0, 27.0)","(11.0, 24.0, 15.0)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.5866666666666664)","(7.5, 30.0, 20.0)","(51.0, 350.0, 202.5)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:37:59.797679,"(5.5, 7.0, 6.8)","(17.0, 46.0, 27.0)","(11.0, 24.0, 15.0)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.5866666666666664)","(7.5, 30.0, 20.0)","(51.0, 350.0, 202.5)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:38:01.186934,"(5.5, 7.0, 6.8)","(17.0, 46.0, 27.0)","(11.0, 24.0, 15.0)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.5866666666666664)","(7.5, 30.0, 20.0)","(51.0, 350.0, 202.5)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:38:02.548521,"(5.5, 7.0, 6.8)","(17.0, 46.0, 24.125)","(11.0, 24.0, 13.625)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.5866666666666664)","(7.5, 30.0, 24.0)","(51.0, 350.0, 202.5)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:38:03.784023,"(5.5, 7.0, 6.8)","(17.0, 44.0, 26.333333333333336)","(11.0, 23.0, 17.782608695652172)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.5866666666666664)","(7.5, 30.0, 24.0)","(51.0, 350.0, 116.0)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:38:05.059393,"(5.5, 7.0, 6.6)","(17.0, 44.0, 38.8)","(11.0, 23.0, 17.782608695652172)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.5866666666666664)","(7.5, 30.0, 24.0)","(51.0, 340.0, 116.0)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:38:06.466720,"(5.5, 7.0, 6.6)","(17.0, 44.0, 40.0)","(11.0, 23.0, 17.782608695652172)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.5866666666666664)","(7.5, 30.0, 24.0)","(51.0, 340.0, 116.0)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:38:07.866455,"(5.5, 7.0, 6.6)","(17.0, 44.0, 39.80645161290323)","(11.0, 23.0, 17.133333333333333)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.5866666666666664)","(7.5, 30.0, 25.263157894736842)","(51.0, 340.0, 300.0)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:38:09.304666,"(5.5, 7.0, 6.6)","(17.0, 44.0, 38.12903225806451)","(11.0, 23.0, 17.133333333333333)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.42)","(7.5, 30.0, 25.263157894736842)","(51.0, 330.0, 300.0)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:38:10.656590,"(5.5, 7.0, 6.6)","(17.0, 42.0, 38.12903225806451)","(11.0, 23.0, 17.133333333333333)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.6)","(7.5, 30.0, 24.0)","(51.0, 330.0, 291.1111111111111)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:38:11.831733,"(5.5, 6.8, 6.1)","(17.0, 42.0, 23.71875)","(11.0, 23.0, 17.133333333333333)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.6)","(7.5, 30.0, 24.0)","(51.0, 320.0, 291.1111111111111)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:38:13.065234,"(5.5, 6.8, 6.1)","(17.0, 42.0, 32.859375)","(11.0, 23.0, 21.043478260869566)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.6)","(7.5, 30.0, 24.0)","(51.0, 320.0, 291.1111111111111)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:38:14.271733,"(5.5, 6.8, 6.1)","(17.0, 42.0, 32.859375)","(11.0, 22.0, 19.076923076923077)","(6.5, 9.4, 8.2)","(1.85, 2.78, 2.6)","(7.5, 30.0, 24.0)","(51.0, 320.0, 291.1111111111111)","(7.0, 11.5, 9.566666666666666)"
10-01-2023 15:38:15.503476,"(5.5, 6.6, 5.742857142857143)","(17.0, 42.0, 24.125)","(11.0, 21.0, 16.675675675675677)","(6.5, 9.4, 9.057142857142857)","(1.85, 2.78, 2.456)","(7.5, 30.0, 22.5)","(51.0, 320.0, 291.1111111111111)","(7.0, 11.5, 9.244444444444444)"
10-01-2023 15:38:16.850426,"(5.5, 6.6, 5.7)","(17.0, 42.0, 33.33333333333333)","(11.0, 21.0, 15.2)","(6.5, 9.4, 9.125)","(1.85, 2.78, 2.456)","(7.5, 30.0, 24.0)","(51.0, 320.0, 291.1111111111111)","(7.0, 11.5, 9.244444444444444)"
10-01-2023 15:38:18.098011,"(5.5, 6.6, 5.426829268292683)","(17.0, 42.0, 33.33333333333333)","(11.0, 21.0, 19.590909090909093)","(6.5, 9.4, 8.866666666666667)","(1.85, 2.78, 2.456)","(7.5, 30.0, 25.263157894736842)","(51.0, 320.0, 287.5)","(7.0, 11.5, 9.244444444444444)"
10-01-2023 15:38:19.428375,"(5.5, 6.2, 6.0200000000000005)","(17.0, 42.0, 22.5)","(11.0, 20.0, 19.608695652173914)","(6.5, 9.4, 8.7)","(1.85, 2.78, 2.456)","(7.5, 30.0, 25.263157894736842)","(51.0, 320.0, 192.5)","(7.0, 11.5, 9.469999999999999)"
10-01-2023 15:38:20.693727,"(5.5, 6.2, 5.675)","(17.0, 42.0, 22.5)","(11.0, 20.0, 18.333333333333332)","(6.5, 9.4, 9.177777777777777)","(1.85, 2.78, 2.456)","(7.5, 30.0, 25.263157894736842)","(51.0, 320.0, 291.66666666666663)","(7.0, 11.5, 9.469999999999999)"
10-01-2023 15:38:21.959368,"(5.5, 6.2, 5.57)","(17.0, 42.0, 28.315789473684212)","(11.0, 20.0, 17.032258064516128)","(6.5, 9.4, 9.246153846153847)","(1.85, 2.78, 2.456)","(7.5, 30.0, 25.263157894736842)","(51.0, 320.0, 291.66666666666663)","(7.0, 11.5, 9.469999999999999)"
10-01-2023 15:38:23.217444,"(5.5, 6.2, 5.57)","(17.0, 42.0, 28.315789473684212)","(11.0, 19.5, 17.032258064516128)","(6.5, 9.4, 9.246153846153847)","(1.85, 2.78, 2.456)","(7.5, 30.0, 25.263157894736842)","(51.0, 320.0, 291.66666666666663)","(7.0, 11.5, 9.469999999999999)"
10-01-2023 15:38:24.499641,"(5.5, 6.2, 5.547058823529412)","(17.0, 42.0, 33.33333333333333)","(11.0, 19.5, 14.596153846153847)","(6.5, 9.4, 9.325925925925926)","(1.85, 2.78, 2.456)","(7.5, 30.0, 25.263157894736842)","(51.0, 320.0, 300.55555555555554)","(7.0, 11.5, 9.469999999999999)"
10-01-2023 15:38:25.767041,"(5.5, 6.0, 5.547058823529412)","(17.0, 42.0, 33.33333333333333)","(11.0, 19.5, 14.596153846153847)","(6.5, 9.4, 9.325925925925926)","(1.85, 2.78, 2.456)","(7.5, 30.0, 25.263157894736842)","(51.0, 330.0, 300.55555555555554)","(7.0, 11.5, 9.469999999999999)"
10-01-2023 15:38:27.029907,"(5.5, 5.9, 5.4714285714285715)","(17.0, 42.0, 32.96774193548387)","(11.0, 19.5, 18.333333333333332)","(6.5, 9.4, 9.040000000000001)","(1.85, 2.78, 2.456)","(7.5, 30.0, 25.263157894736842)","(51.0, 330.0, 300.55555555555554)","(7.0, 11.5, 9.469999999999999)"
10-01-2023 15:38:28.290848,"(5.5, 5.9, 5.4714285714285715)","(17.0, 42.0, 32.96774193548387)","(11.0, 19.0, 17.875)","(6.5, 9.4, 8.866666666666667)","(1.85, 2.78, 2.456)","(7.5, 30.0, 25.263157894736842)","(51.0, 330.0, 187.22222222222223)","(7.0, 11.5, 9.469999999999999)"
10-01-2023 15:38:29.484862,"(5.5, 5.9, 5.375)","(17.0, 42.0, 26.352941176470587)","(11.0, 18.5, 15.125)","(6.5, 9.4, 8.866666666666667)","(1.85, 2.78, 2.456)","(7.5, 30.0, 25.263157894736842)","(51.0, 340.0, 291.66666666666663)","(7.0, 11.5, 9.469999999999999)"
10-01-2023 15:38:30.675474,"(5.5, 5.9, 5.375)","(17.0, 42.0, 26.352941176470587)","(11.0, 18.5, 15.125)","(6.5, 9.4, 8.866666666666667)","(1.85, 2.78, 2.456)","(7.5, 30.0, 25.263157894736842)","(51.0, 320.0, 291.66666666666663)","(7.0, 11.5, 9.469999999999999)"
10-01-2023 15:38:31.776492,"(5.5, 5.9, 5.375)","(17.0, 38.0, 34.5)","(11.0, 18.0, 17.695652173913043)","(6.5, 9.4, 9.222222222222223)","(1.85, 2.78, 2.6)","(7.5, 30.0, 22.31818181818182)","(51.0, 320.0, 291.66666666666663)","(7.0, 11.5, 10.42)"
10-01-2023 15:38:32.977555,"(5.5, 5.9, 5.375)","(17.0, 38.0, 34.285714285714285)","(11.0, 18.0, 17.695652173913043)","(6.5, 9.4, 9.08)","(1.85, 2.78, 2.3511111111111114)","(7.5, 28.0, 22.0)","(51.0, 320.0, 282.77777777777777)","(7.0, 11.5, 9.555555555555555)"
10-01-2023 15:38:34.203829,"(5.5, 5.9, 5.375)","(17.0, 38.0, 35.63636363636364)","(11.0, 18.0, 17.695652173913043)","(6.5, 9.4, 9.08)","(1.85, 2.74, 2.2911111111111113)","(7.5, 28.0, 21.0)","(51.0, 310.0, 282.77777777777777)","(7.0, 11.5, 9.555555555555555)"
10-01-2023 15:38:35.522557,"(5.5, 5.7, 5.566666666666666)","(17.0, 38.0, 35.63636363636364)","(11.0, 18.0, 17.708333333333336)","(6.5, 9.4, 9.293333333333333)","(1.85, 2.7, 2.3200000000000003)","(7.5, 27.0, 24.333333333333336)","(51.0, 310.0, 262.0)","(7.0, 11.5, 9.555555555555555)"
10-01-2023 15:38:36.829242,"(5.5, 5.7, 5.414285714285715)","(17.0, 38.0, 34.5625)","(11.0, 18.0, 17.708333333333336)","(6.5, 9.4, 9.120000000000001)","(1.85, 2.66, 2.3123809523809524)","(7.5, 26.0, 22.923076923076923)","(51.0, 310.0, 262.0)","(7.0, 11.5, 10.25)"
10-01-2023 15:38:38.051144,"(5.5, 5.7, 5.414285714285715)","(17.0, 42.0, 34.5625)","(11.0, 18.0, 17.708333333333336)","(6.5, 9.4, 9.120000000000001)","(1.85, 2.62, 2.2761904761904765)","(7.5, 25.0, 23.5)","(51.0, 310.0, 262.0)","(7.0, 11.5, 10.59090909090909)"
10-01-2023 15:38:39.296194,"(5.5, 5.7, 5.414285714285715)","(17.0, 42.0, 34.5625)","(11.0, 18.0, 17.708333333333336)","(6.5, 9.4, 8.8)","(1.85, 2.62, 2.2761904761904765)","(7.5, 25.0, 23.5)","(51.0, 310.0, 262.0)","(7.0, 11.5, 10.916666666666666)"
10-01-2023 15:38:40.467421,"(5.5, 5.7, 5.355172413793103)","(17.0, 42.0, 32.0)","(11.0, 18.0, 17.708333333333336)","(6.5, 9.4, 8.8)","(1.85, 2.62, 2.2761904761904765)","(7.5, 25.0, 23.5)","(51.0, 310.0, 262.0)","(7.0, 11.5, 10.916666666666666)"
10-01-2023 15:38:41.666689,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 36.888888888888886)","(11.0, 18.0, 17.708333333333336)","(6.5, 9.4, 8.8)","(1.85, 2.62, 2.2761904761904765)","(7.5, 25.0, 23.5)","(51.0, 310.0, 262.0)","(7.0, 11.5, 10.916666666666666)"
10-01-2023 15:38:43.071625,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 17.708333333333336)","(6.5, 9.4, 9.228571428571428)","(1.85, 2.62, 2.274871794871795)","(7.5, 25.0, 23.5)","(51.0, 310.0, 262.0)","(7.0, 11.5, 11.12962962962963)"
10-01-2023 15:38:44.395271,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 17.708333333333336)","(6.5, 9.4, 9.066666666666666)","(1.85, 2.58, 2.257)","(7.5, 25.0, 23.5)","(51.0, 310.0, 147.14285714285714)","(7.0, 11.5, 11.12962962962963)"
10-01-2023 15:38:45.703952,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 17.708333333333336)","(6.5, 9.4, 8.933333333333334)","(1.85, 2.58, 2.2463414634146344)","(7.5, 25.0, 24.333333333333336)","(51.0, 340.0, 278.0)","(7.0, 11.5, 11.12962962962963)"
10-01-2023 15:38:47.196818,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 17.708333333333336)","(6.5, 10.0, 8.933333333333334)","(1.85, 2.58, 2.2463414634146344)","(7.5, 26.0, 24.333333333333336)","(51.0, 330.0, 278.0)","(7.0, 11.5, 11.12962962962963)"
10-01-2023 15:38:48.561639,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 17.708333333333336)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.58, 2.2643478260869565)","(7.5, 26.0, 24.333333333333336)","(51.0, 330.0, 278.0)","(7.0, 11.5, 11.12962962962963)"
10-01-2023 15:38:49.784673,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 17.708333333333336)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.56, 2.246842105263158)","(7.5, 26.0, 23.07142857142857)","(51.0, 330.0, 278.0)","(7.0, 11.5, 11.12962962962963)"
10-01-2023 15:38:51.040008,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 17.708333333333336)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.56, 2.246842105263158)","(7.5, 28.0, 22.0)","(51.0, 330.0, 278.0)","(7.0, 11.5, 11.12962962962963)"
10-01-2023 15:38:52.359226,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 17.708333333333336)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.56, 2.265714285714286)","(7.5, 28.0, 23.6)","(51.0, 330.0, 298.125)","(7.0, 11.5, 11.12962962962963)"
10-01-2023 15:38:53.646065,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 17.708333333333336)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.54, 2.265714285714286)","(7.5, 28.0, 23.6)","(51.0, 330.0, 298.125)","(7.0, 11.5, 11.12962962962963)"
10-01-2023 15:38:54.961792,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.54, 2.4642105263157896)","(7.5, 28.0, 23.6)","(51.0, 330.0, 298.125)","(7.0, 11.5, 11.12962962962963)"
10-01-2023 15:38:56.248059,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.54, 2.2557894736842106)","(7.5, 28.0, 23.6)","(51.0, 330.0, 298.125)","(7.0, 11.5, 10.916666666666666)"
10-01-2023 15:38:57.578083,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.54, 2.247777777777778)","(7.5, 28.0, 23.6)","(51.0, 330.0, 298.125)","(7.0, 11.5, 10.916666666666666)"
10-01-2023 15:38:58.778768,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.52, 2.2470000000000003)","(7.5, 28.0, 23.6)","(51.0, 330.0, 280.625)","(7.0, 11.5, 11.12962962962963)"
10-01-2023 15:38:59.999435,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.52, 2.4950877192982457)","(7.5, 28.0, 23.6)","(51.0, 310.0, 271.875)","(7.0, 11.5, 11.12962962962963)"
10-01-2023 15:39:01.424251,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.5, 2.4770491803278687)","(7.5, 28.0, 23.6)","(51.0, 300.0, 271.875)","(7.0, 11.5, 11.12962962962963)"
10-01-2023 15:39:02.750429,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.5, 2.4770491803278687)","(7.5, 28.0, 23.6)","(51.0, 300.0, 271.875)","(7.0, 11.5, 11.12962962962963)"
10-01-2023 15:39:04.040961,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.5, 2.465)","(7.5, 28.0, 23.6)","(51.0, 300.0, 271.875)","(7.0, 11.5, 11.083333333333334)"
10-01-2023 15:39:05.263153,"(5.5, 5.7, 5.355172413793103)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.5, 2.465)","(7.5, 28.0, 23.6)","(51.0, 300.0, 271.875)","(7.0, 11.5, 11.083333333333334)"
10-01-2023 15:39:06.593574,"(5.5, 5.7, 5.3533333333333335)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.5, 2.4043037974683545)","(7.5, 28.0, 23.6)","(51.0, 300.0, 271.875)","(7.0, 11.5, 11.083333333333334)"
10-01-2023 15:39:08.051477,"(5.5, 5.7, 5.3533333333333335)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.48, 2.4043037974683545)","(7.5, 28.0, 23.6)","(51.0, 300.0, 271.875)","(7.0, 11.5, 11.083333333333334)"
10-01-2023 15:39:09.345589,"(5.5, 5.7, 5.3533333333333335)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.46, 2.423636363636364)","(7.5, 28.0, 20.5)","(51.0, 300.0, 272.5)","(7.0, 11.5, 11.083333333333334)"
10-01-2023 15:39:10.587938,"(5.5, 5.7, 5.3533333333333335)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.46, 2.423636363636364)","(7.5, 28.0, 20.5)","(51.0, 300.0, 272.5)","(7.0, 11.5, 10.851851851851851)"
10-01-2023 15:39:11.948374,"(5.5, 5.7, 5.3533333333333335)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.46, 2.2600000000000002)","(7.5, 28.0, 23.0)","(51.0, 300.0, 269.2857142857143)","(7.0, 11.5, 10.851851851851851)"
10-01-2023 15:39:13.276006,"(5.5, 5.7, 5.3533333333333335)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.46, 2.2495652173913046)","(7.5, 28.0, 24.666666666666664)","(51.0, 300.0, 269.2857142857143)","(7.0, 11.5, 10.851851851851851)"
10-01-2023 15:39:14.563898,"(5.5, 5.7, 5.3533333333333335)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.46, 2.2432352941176474)","(7.5, 28.0, 23.0)","(51.0, 300.0, 278.57142857142856)","(7.0, 11.5, 10.851851851851851)"
10-01-2023 15:39:15.880094,"(5.5, 5.7, 5.3533333333333335)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.46, 2.2433846153846155)","(7.5, 28.0, 23.0)","(51.0, 310.0, 278.57142857142856)","(7.0, 11.5, 10.851851851851851)"
10-01-2023 15:39:17.296716,"(5.5, 5.7, 5.3533333333333335)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.46, 2.2433846153846155)","(7.5, 28.0, 23.0)","(51.0, 310.0, 278.57142857142856)","(7.0, 11.5, 10.851851851851851)"
10-01-2023 15:39:18.497536,"(5.5, 5.7, 5.3533333333333335)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.46, 2.2433846153846155)","(7.5, 28.0, 23.0)","(51.0, 310.0, 278.57142857142856)","(7.0, 11.5, 10.851851851851851)"
10-01-2023 15:39:19.660769,"(5.5, 5.7, 5.3533333333333335)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.46, 2.2433846153846155)","(7.5, 28.0, 23.0)","(51.0, 310.0, 278.57142857142856)","(7.0, 11.5, 10.851851851851851)"
10-01-2023 15:39:20.959707,"(5.5, 5.7, 5.3533333333333335)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.46, 2.2433846153846155)","(7.5, 28.0, 23.0)","(51.0, 310.0, 278.57142857142856)","(7.0, 11.5, 10.851851851851851)"
10-01-2023 15:39:22.214826,"(5.5, 5.7, 5.3533333333333335)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.46, 2.33)","(7.5, 28.0, 23.0)","(51.0, 310.0, 278.57142857142856)","(7.0, 11.5, 10.851851851851851)"
10-01-2023 15:39:23.471265,"(5.5, 5.7, 5.351612903225806)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.42, 2.27)","(7.5, 28.0, 23.0)","(51.0, 310.0, 278.57142857142856)","(7.0, 11.5, 10.851851851851851)"
10-01-2023 15:39:24.684128,"(5.5, 5.7, 5.351612903225806)","(17.0, 40.0, 39.125)","(11.0, 18.0, 14.75)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.42, 2.258)","(7.5, 28.0, 23.0)","(51.0, 310.0, 278.57142857142856)","(7.0, 11.5, 11.083333333333334)"
10-01-2023 15:39:25.843590,"(5.5, 5.7, 5.351612903225806)","(17.0, 40.0, 39.125)","(11.0, 18.0, 12.7)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.42, 2.258)","(7.5, 28.0, 20.692307692307693)","(51.0, 310.0, 270.0)","(7.0, 11.5, 11.083333333333334)"
10-01-2023 15:39:27.216600,"(5.5, 5.6, 5.433333333333334)","(17.0, 40.0, 39.125)","(11.0, 17.5, 12.7)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.42, 2.258)","(7.5, 28.0, 20.692307692307693)","(51.0, 300.0, 270.0)","(7.0, 11.5, 11.083333333333334)"
10-01-2023 15:39:28.344528,"(5.5, 5.5, 5.433333333333334)","(17.0, 40.0, 39.125)","(11.0, 17.5, 12.7)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.42, 2.258)","(7.5, 28.0, 21.666666666666668)","(51.0, 300.0, 261.42857142857144)","(7.0, 11.5, 11.083333333333334)"
10-01-2023 15:39:29.470093,"(5.5, 5.5, 5.433333333333334)","(17.0, 40.0, 39.125)","(11.0, 17.5, 11.9)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.42, 2.258)","(7.5, 28.0, 23.25)","(51.0, 290.0, 261.42857142857144)","(7.0, 11.5, 11.083333333333334)"
10-01-2023 15:39:30.830336,"(5.5, 5.5, 5.4)","(17.0, 40.0, 39.125)","(11.0, 17.5, 11.852941176470589)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.42, 2.2481818181818185)","(7.5, 28.0, 23.476190476190474)","(51.0, 290.0, 265.0)","(7.0, 11.5, 11.083333333333334)"
10-01-2023 15:39:31.970446,"(5.5, 5.5, 5.4)","(17.0, 40.0, 39.125)","(11.0, 17.5, 11.852941176470589)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.42, 2.2555555555555555)","(7.5, 28.0, 23.476190476190474)","(51.0, 290.0, 262.1428571428571)","(7.0, 11.5, 11.083333333333334)"
10-01-2023 15:39:33.265134,"(5.5, 5.5, 5.4)","(17.0, 40.0, 39.125)","(11.0, 17.5, 11.852941176470589)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.38, 2.3)","(7.5, 28.0, 24.305555555555557)","(51.0, 290.0, 262.1428571428571)","(7.0, 11.5, 11.083333333333334)"
10-01-2023 15:39:34.495850,"(5.5, 5.5, 5.4)","(18.0, 40.0, 39.125)","(11.0, 17.5, 11.852941176470589)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.36, 2.25)","(7.5, 28.0, 24.088235294117645)","(51.0, 290.0, 262.8571428571429)","(7.5, 11.5, 10.923076923076923)"
10-01-2023 15:39:35.731060,"(5.5, 5.5, 5.4)","(18.0, 40.0, 39.125)","(11.0, 17.5, 11.852941176470589)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.36, 2.2533333333333334)","(7.5, 28.0, 24.088235294117645)","(51.0, 290.0, 262.8571428571429)","(7.5, 11.5, 10.923076923076923)"
10-01-2023 15:39:37.037561,"(5.5, 5.5, 5.4)","(18.0, 40.0, 39.125)","(11.0, 17.5, 11.852941176470589)","(6.5, 10.0, 9.02608695652174)","(1.85, 2.36, 2.2533333333333334)","(7.5, 28.0, 24.088235294117645)","(51.0, 290.0, 260.0)","(7.5, 11.5, 10.923076923076923)"
