,Paramount Rush,Kahlua And Soda,Up There Millie,Magic Zimba,Destini Fresco,Up There Rocco
16-12-2022 11:00:07.104062,"(3.8, 4.5, 4.48)","(4.8, 6.6, 6.45)","(26.0, 95.0, 77.5)","(21.0, 60.0, 53.14285714285714)","(18.0, 65.0, 50.61538461538461)","(1.6, 1.79, 1.7650000000000001)"
16-12-2022 11:00:08.082995,"(3.8, 4.5, 4.48)","(4.8, 6.6, 6.45)","(26.0, 95.0, 77.5)","(21.0, 60.0, 53.14285714285714)","(18.0, 65.0, 50.61538461538461)","(1.6, 1.79, 1.7650000000000001)"
16-12-2022 11:00:08.964765,"(3.8, 4.5, 4.48)","(4.8, 6.6, 6.45)","(26.0, 95.0, 77.5)","(21.0, 60.0, 53.14285714285714)","(18.0, 65.0, 48.73913043478261)","(1.6, 1.79, 1.7433333333333334)"
16-12-2022 11:00:09.941494,"(3.8, 4.5, 4.4)","(4.8, 6.6, 6.484615384615385)","(26.0, 95.0, 77.5)","(21.0, 60.0, 56.0)","(18.0, 65.0, 55.72727272727273)","(1.6, 1.76, 1.7433333333333334)"
16-12-2022 11:00:10.920505,"(3.8, 4.5, 4.4)","(4.8, 6.6, 6.484615384615385)","(26.0, 95.0, 77.5)","(21.0, 60.0, 56.0)","(18.0, 65.0, 50.42857142857143)","(1.6, 1.76, 1.7534782608695652)"
16-12-2022 11:00:11.882492,"(3.8, 4.5, 4.466666666666667)","(4.8, 6.6, 6.433333333333334)","(26.0, 95.0, 77.5)","(21.0, 60.0, 56.0)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.76, 1.7744444444444445)"
16-12-2022 11:00:12.803094,"(3.8, 4.5, 4.469230769230769)","(4.8, 6.6, 6.433333333333334)","(26.0, 95.0, 77.5)","(21.0, 60.0, 56.0)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.78, 1.745)"
16-12-2022 11:00:13.712708,"(3.8, 4.5, 4.478947368421053)","(4.8, 6.6, 6.433333333333334)","(26.0, 95.0, 77.5)","(21.0, 60.0, 56.0)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.77, 1.7557894736842106)"
16-12-2022 11:00:14.596849,"(3.8, 4.5, 4.23)","(4.8, 6.6, 6.433333333333334)","(26.0, 95.0, 77.5)","(21.0, 60.0, 56.0)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.76, 1.7557894736842106)"
16-12-2022 11:00:15.525274,"(3.8, 4.5, 4.23)","(4.8, 6.6, 6.266666666666667)","(26.0, 95.0, 77.5)","(21.0, 60.0, 50.4)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.76, 1.7557894736842106)"
16-12-2022 11:00:16.451815,"(3.8, 4.5, 4.23)","(4.8, 6.6, 6.266666666666667)","(26.0, 95.0, 77.5)","(21.0, 60.0, 52.61538461538461)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.76, 1.7752380952380953)"
16-12-2022 11:00:17.334444,"(3.8, 4.5, 4.2875)","(4.8, 6.6, 6.266666666666667)","(26.0, 95.0, 77.5)","(21.0, 60.0, 52.61538461538461)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.78, 1.7752380952380953)"
16-12-2022 11:00:18.308830,"(3.8, 4.5, 4.2875)","(4.8, 6.6, 6.266666666666667)","(26.0, 95.0, 77.5)","(21.0, 60.0, 52.61538461538461)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.78, 1.7833333333333334)"
16-12-2022 11:00:19.322681,"(3.8, 4.5, 4.248148148148148)","(4.8, 6.6, 6.266666666666667)","(26.0, 95.0, 77.5)","(21.0, 60.0, 52.61538461538461)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.8, 1.7661538461538462)"
16-12-2022 11:00:20.291249,"(3.8, 4.5, 4.345454545454546)","(4.8, 6.6, 6.45)","(26.0, 95.0, 77.5)","(21.0, 60.0, 56.0)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.77, 1.7805555555555557)"
16-12-2022 11:00:21.235200,"(3.8, 4.5, 4.345454545454546)","(4.8, 6.6, 6.45)","(26.0, 95.0, 75.0)","(21.0, 60.0, 56.0)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.8, 1.7805555555555557)"
16-12-2022 11:00:22.145871,"(3.8, 4.5, 4.345454545454546)","(4.8, 6.6, 6.45)","(26.0, 95.0, 75.0)","(21.0, 60.0, 56.0)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.8, 1.7987931034482758)"
16-12-2022 11:00:23.053238,"(3.8, 4.5, 4.248148148148148)","(4.8, 6.6, 6.443478260869566)","(26.0, 95.0, 75.0)","(21.0, 60.0, 56.0)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.8, 1.7987931034482758)"
16-12-2022 11:00:24.017324,"(3.8, 4.5, 4.1909090909090905)","(4.8, 6.6, 6.443478260869566)","(26.0, 95.0, 75.0)","(21.0, 60.0, 56.0)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.8, 1.7633333333333334)"
16-12-2022 11:00:24.925018,"(3.8, 4.5, 4.176923076923076)","(4.8, 6.6, 6.266666666666667)","(26.0, 95.0, 77.5)","(21.0, 60.0, 50.4)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.79, 1.7633333333333334)"
16-12-2022 11:00:25.808027,"(3.8, 4.5, 4.176923076923076)","(4.8, 6.6, 6.266666666666667)","(26.0, 95.0, 77.5)","(21.0, 60.0, 52.61538461538461)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.79, 1.7633333333333334)"
16-12-2022 11:00:26.697779,"(3.8, 4.5, 4.176923076923076)","(4.8, 6.6, 6.266666666666667)","(26.0, 95.0, 77.5)","(21.0, 60.0, 52.61538461538461)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.79, 1.7833333333333334)"
16-12-2022 11:00:27.660488,"(3.8, 4.5, 4.043478260869565)","(4.8, 6.6, 6.35)","(26.0, 95.0, 77.5)","(21.0, 60.0, 56.0)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.8, 1.7633333333333334)"
16-12-2022 11:00:28.558094,"(3.8, 4.5, 4.257692307692308)","(4.8, 6.6, 6.542857142857143)","(26.0, 95.0, 77.5)","(21.0, 60.0, 56.0)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.79, 1.79)"
16-12-2022 11:00:29.463402,"(3.8, 4.5, 4.257692307692308)","(4.8, 6.6, 6.542857142857143)","(26.0, 95.0, 77.5)","(21.0, 60.0, 56.0)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.8, 1.7970000000000002)"
16-12-2022 11:00:30.423519,"(3.8, 4.4, 4.366666666666667)","(4.8, 6.6, 6.542857142857143)","(26.0, 95.0, 77.5)","(21.0, 60.0, 56.0)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.8, 1.7636842105263157)"
16-12-2022 11:00:31.362877,"(3.8, 4.5, 4.248)","(4.8, 7.0, 6.948148148148148)","(26.0, 95.0, 87.5)","(21.0, 60.0, 56.0)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.77, 1.7543478260869565)"
16-12-2022 11:00:32.289227,"(3.8, 4.5, 4.248)","(4.8, 7.0, 6.948148148148148)","(26.0, 95.0, 87.5)","(21.0, 60.0, 56.0)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.77, 1.7127272727272727)"
16-12-2022 11:00:33.175428,"(3.8, 4.6, 4.3125)","(4.8, 7.0, 6.913333333333333)","(26.0, 95.0, 87.5)","(21.0, 60.0, 56.0)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.74, 1.7127272727272727)"
16-12-2022 11:00:34.072392,"(3.8, 4.6, 4.3125)","(4.8, 7.0, 6.913333333333333)","(26.0, 95.0, 92.0)","(21.0, 60.0, 53.14285714285714)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.74, 1.735609756097561)"
16-12-2022 11:00:35.023127,"(3.8, 4.6, 4.347368421052631)","(4.8, 7.0, 6.855555555555555)","(26.0, 95.0, 92.0)","(21.0, 60.0, 53.14285714285714)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.74, 1.7354166666666666)"
16-12-2022 11:00:35.903781,"(3.8, 4.6, 4.3090909090909095)","(4.8, 7.0, 6.855555555555555)","(26.0, 95.0, 92.0)","(21.0, 60.0, 53.14285714285714)","(18.0, 65.0, 49.888888888888886)","(1.6, 1.75, 1.7112941176470589)"
16-12-2022 11:00:36.787109,"(3.8, 4.6, 4.43448275862069)","(4.8, 7.0, 6.886956521739131)","(26.0, 95.0, 92.0)","(21.0, 60.0, 56.36363636363637)","(18.0, 60.0, 48.666666666666664)","(1.6, 1.75, 1.7108333333333332)"
16-12-2022 11:00:37.728521,"(3.8, 4.6, 4.305882352941176)","(4.8, 7.0, 6.886956521739131)","(26.0, 95.0, 92.0)","(21.0, 60.0, 56.36363636363637)","(18.0, 60.0, 48.666666666666664)","(1.6, 1.75, 1.7149999999999999)"
16-12-2022 11:00:38.630573,"(3.8, 4.6, 4.361702127659575)","(4.8, 7.0, 6.905263157894737)","(26.0, 95.0, 92.0)","(21.0, 60.0, 56.36363636363637)","(18.0, 60.0, 48.666666666666664)","(1.6, 1.73, 1.7066666666666666)"
16-12-2022 11:00:39.591092,"(3.8, 4.5, 4.341176470588235)","(4.8, 7.6, 7.03)","(26.0, 95.0, 92.0)","(21.0, 60.0, 56.36363636363637)","(18.0, 60.0, 48.666666666666664)","(1.6, 1.71, 1.7067857142857144)"
16-12-2022 11:00:40.491346,"(3.8, 4.5, 4.35)","(4.8, 7.6, 7.253333333333333)","(26.0, 95.0, 92.0)","(21.0, 60.0, 56.36363636363637)","(18.0, 60.0, 48.666666666666664)","(1.6, 1.71, 1.7066666666666666)"
16-12-2022 11:00:41.423991,"(3.8, 4.5, 4.407692307692308)","(4.8, 7.6, 7.131707317073171)","(26.0, 95.0, 92.0)","(21.0, 60.0, 56.36363636363637)","(18.0, 60.0, 50.4)","(1.6, 1.71, 1.7066666666666666)"
16-12-2022 11:00:42.326520,"(3.8, 4.5, 4.407692307692308)","(4.8, 7.6, 7.051428571428572)","(26.0, 95.0, 92.0)","(21.0, 60.0, 51.111111111111114)","(18.0, 60.0, 50.4)","(1.6, 1.71, 1.7066666666666666)"
16-12-2022 11:00:43.205154,"(3.8, 4.5, 4.35)","(4.8, 7.6, 7.051428571428572)","(26.0, 95.0, 92.0)","(21.0, 60.0, 51.111111111111114)","(18.0, 60.0, 54.90909090909091)","(1.6, 1.71, 1.7066666666666666)"
16-12-2022 11:00:44.061457,"(3.8, 4.5, 4.35)","(4.8, 7.6, 7.051428571428572)","(26.0, 95.0, 92.0)","(21.0, 60.0, 51.111111111111114)","(18.0, 60.0, 53.0)","(1.6, 1.72, 1.7155555555555555)"
16-12-2022 11:00:44.979718,"(3.8, 4.5, 4.411111111111111)","(4.8, 7.6, 7.268965517241379)","(26.0, 95.0, 92.0)","(21.0, 60.0, 56.36363636363637)","(18.0, 60.0, 52.0)","(1.6, 1.74, 1.6993749999999999)"
16-12-2022 11:00:45.927547,"(3.8, 4.5, 4.445454545454545)","(4.8, 7.6, 7.051428571428572)","(26.0, 95.0, 92.0)","(21.0, 60.0, 56.36363636363637)","(18.0, 60.0, 52.0)","(1.6, 1.75, 1.7433333333333334)"
16-12-2022 11:00:46.869568,"(3.8, 4.5, 4.4)","(4.8, 7.2, 7.04)","(26.0, 95.0, 92.0)","(21.0, 60.0, 56.36363636363637)","(18.0, 60.0, 52.0)","(1.6, 1.75, 1.7349999999999999)"
16-12-2022 11:00:47.785098,"(3.8, 4.4, 4.3500000000000005)","(4.8, 7.2, 7.031578947368421)","(26.0, 120.0, 102.3529411764706)","(21.0, 60.0, 56.0)","(18.0, 60.0, 52.0)","(1.6, 1.75, 1.738)"
16-12-2022 11:00:48.703082,"(3.8, 4.4, 4.3500000000000005)","(4.8, 7.2, 7.04)","(26.0, 110.0, 94.44444444444444)","(21.0, 60.0, 56.0)","(18.0, 60.0, 52.0)","(1.6, 1.75, 1.738)"
16-12-2022 11:00:49.706611,"(3.8, 4.4, 4.385185185185185)","(4.8, 7.2, 6.992)","(26.0, 110.0, 95.45454545454545)","(21.0, 60.0, 51.25)","(18.0, 60.0, 50.4)","(1.6, 1.75, 1.6823684210526315)"
16-12-2022 11:00:50.676997,"(3.8, 4.5, 4.46875)","(4.8, 7.2, 7.0285714285714285)","(26.0, 110.0, 95.45454545454545)","(21.0, 60.0, 51.25)","(18.0, 60.0, 49.5)","(1.6, 1.69, 1.738)"
16-12-2022 11:00:51.567585,"(3.8, 4.5, 4.346153846153846)","(4.8, 7.2, 7.062857142857143)","(26.0, 110.0, 95.45454545454545)","(21.0, 60.0, 54.0)","(18.0, 60.0, 49.5)","(1.6, 1.75, 1.738)"
16-12-2022 11:00:52.431729,"(3.8, 4.5, 4.346153846153846)","(4.8, 7.2, 7.04516129032258)","(26.0, 110.0, 95.45454545454545)","(21.0, 60.0, 52.666666666666664)","(18.0, 60.0, 49.5)","(1.6, 1.75, 1.7457142857142858)"
16-12-2022 11:00:53.342706,"(3.8, 4.5, 4.346153846153846)","(4.8, 7.2, 7.04516129032258)","(26.0, 110.0, 95.45454545454545)","(21.0, 60.0, 51.5)","(18.0, 60.0, 49.5)","(1.6, 1.75, 1.7146428571428571)"
16-12-2022 11:00:54.199542,"(3.8, 4.5, 4.4)","(4.8, 7.2, 7.073684210526316)","(26.0, 110.0, 95.45454545454545)","(21.0, 60.0, 55.65217391304348)","(18.0, 60.0, 51.25)","(1.6, 1.72, 1.7146428571428571)"
16-12-2022 11:00:55.114504,"(3.8, 4.5, 4.4)","(4.8, 7.2, 7.073684210526316)","(26.0, 110.0, 92.22222222222223)","(21.0, 60.0, 55.526315789473685)","(18.0, 60.0, 51.42857142857143)","(1.6, 1.72, 1.7053846153846153)"
16-12-2022 11:00:56.095149,"(3.7, 4.5, 4.406666666666666)","(5.0, 7.2, 7.088888888888889)","(26.0, 110.0, 101.11111111111111)","(21.0, 60.0, 53.25)","(18.0, 60.0, 51.42857142857143)","(1.55, 1.71, 1.6977777777777778)"
16-12-2022 11:00:57.004650,"(3.7, 4.6, 4.388888888888888)","(5.0, 7.2, 7.08235294117647)","(26.0, 110.0, 101.11111111111111)","(21.0, 60.0, 56.4)","(18.0, 60.0, 51.42857142857143)","(1.55, 1.72, 1.69)"
16-12-2022 11:00:57.991942,"(3.7, 4.6, 4.352173913043478)","(5.0, 7.2, 7.088888888888889)","(26.0, 110.0, 94.44444444444444)","(21.0, 60.0, 52.5)","(18.0, 60.0, 51.42857142857143)","(1.55, 1.72, 1.7223076923076923)"
16-12-2022 11:00:58.944709,"(3.8, 4.6, 4.3428571428571425)","(4.8, 7.2, 7.08235294117647)","(26.0, 110.0, 100.66666666666667)","(21.0, 60.0, 52.5)","(18.0, 60.0, 49.714285714285715)","(1.6, 1.73, 1.7244444444444444)"
16-12-2022 11:00:59.798330,"(3.8, 4.6, 4.317647058823529)","(4.8, 7.2, 7.057142857142857)","(26.0, 110.0, 100.66666666666667)","(21.0, 60.0, 52.5)","(18.0, 60.0, 49.714285714285715)","(1.6, 1.73, 1.7305263157894737)"
16-12-2022 11:01:00.714502,"(3.8, 4.6, 4.3052631578947365)","(4.8, 7.2, 7.053333333333334)","(26.0, 110.0, 101.76470588235294)","(21.0, 60.0, 52.5)","(18.0, 60.0, 49.714285714285715)","(1.6, 1.74, 1.7225)"
16-12-2022 11:01:01.698361,"(3.8, 4.5, 4.336363636363637)","(4.8, 7.2, 7.057142857142857)","(26.0, 110.0, 101.76470588235294)","(21.0, 60.0, 52.5)","(18.0, 60.0, 51.42857142857143)","(1.6, 1.74, 1.7149999999999999)"
16-12-2022 11:01:02.646583,"(3.8, 4.5, 4.4)","(4.8, 7.2, 7.1)","(26.0, 110.0, 101.76470588235294)","(21.0, 60.0, 52.5)","(18.0, 60.0, 51.42857142857143)","(1.6, 1.74, 1.7359090909090908)"
16-12-2022 11:01:03.562203,"(3.8, 4.5, 4.25)","(4.8, 7.2, 7.090909090909091)","(26.0, 110.0, 101.76470588235294)","(21.0, 60.0, 52.5)","(18.0, 60.0, 51.42857142857143)","(1.6, 1.74, 1.7359090909090908)"
16-12-2022 11:01:04.497640,"(3.8, 4.5, 4.223076923076923)","(4.8, 7.2, 7.090909090909091)","(26.0, 110.0, 101.76470588235294)","(21.0, 60.0, 52.5)","(18.0, 60.0, 51.111111111111114)","(1.6, 1.74, 1.7481818181818183)"
16-12-2022 11:01:05.443800,"(3.8, 4.5, 4.223076923076923)","(4.8, 7.2, 7.090909090909091)","(26.0, 110.0, 101.76470588235294)","(21.0, 60.0, 52.5)","(18.0, 60.0, 51.111111111111114)","(1.6, 1.75, 1.7484615384615385)"
16-12-2022 11:01:06.367745,"(3.8, 4.5, 4.392857142857143)","(4.8, 7.2, 7.074074074074074)","(26.0, 110.0, 101.76470588235294)","(21.0, 60.0, 52.5)","(18.0, 60.0, 51.111111111111114)","(1.6, 1.75, 1.7434883720930232)"
16-12-2022 11:01:07.253852,"(3.8, 4.5, 4.392857142857143)","(4.8, 7.2, 7.064)","(26.0, 110.0, 101.76470588235294)","(21.0, 60.0, 52.5)","(18.0, 60.0, 51.111111111111114)","(1.6, 1.75, 1.7476923076923077)"
16-12-2022 11:01:08.126705,"(3.8, 4.5, 4.35)","(4.8, 7.2, 7.021052631578947)","(26.0, 110.0, 101.76470588235294)","(21.0, 60.0, 56.0)","(18.0, 60.0, 49.333333333333336)","(1.6, 1.75, 1.7476923076923077)"
16-12-2022 11:01:09.075179,"(3.8, 4.5, 4.411538461538462)","(4.8, 7.2, 7.021052631578947)","(26.0, 110.0, 98.33333333333333)","(21.0, 60.0, 56.0)","(18.0, 60.0, 49.333333333333336)","(1.6, 1.7, 1.74)"
16-12-2022 11:01:10.029025,"(3.8, 4.5, 4.284782608695652)","(4.8, 7.2, 7.021052631578947)","(26.0, 100.0, 91.66666666666667)","(21.0, 60.0, 56.0)","(18.0, 60.0, 49.333333333333336)","(1.6, 1.76, 1.7158333333333333)"
16-12-2022 11:01:10.995552,"(3.8, 4.5, 4.305882352941176)","(4.8, 7.2, 7.066666666666666)","(26.0, 100.0, 84.0909090909091)","(21.0, 60.0, 56.0)","(18.0, 60.0, 51.111111111111114)","(1.6, 1.72, 1.7120588235294116)"
16-12-2022 11:01:11.916904,"(3.8, 4.5, 4.326315789473684)","(4.8, 7.2, 7.072)","(26.0, 100.0, 83.33333333333333)","(21.0, 60.0, 56.0)","(18.0, 60.0, 51.111111111111114)","(1.6, 1.72, 1.7120588235294116)"
16-12-2022 11:01:12.878493,"(3.8, 4.5, 4.326315789473684)","(4.8, 7.2, 7.072)","(26.0, 100.0, 83.33333333333333)","(21.0, 60.0, 56.0)","(18.0, 60.0, 51.111111111111114)","(1.6, 1.72, 1.7077777777777778)"
16-12-2022 11:01:13.884365,"(3.8, 4.5, 4.335)","(4.8, 7.2, 7.072)","(26.0, 100.0, 83.33333333333333)","(21.0, 60.0, 56.0)","(18.0, 60.0, 50.4)","(1.6, 1.71, 1.7115624999999999)"
16-12-2022 11:01:14.845794,"(3.8, 4.5, 4.342105263157895)","(4.8, 7.2, 7.072)","(26.0, 100.0, 83.33333333333333)","(21.0, 60.0, 56.0)","(18.0, 60.0, 50.4)","(1.6, 1.72, 1.7076923076923076)"
16-12-2022 11:01:15.821055,"(3.8, 4.5, 4.346511627906977)","(4.8, 7.2, 7.12)","(26.0, 100.0, 83.33333333333333)","(21.0, 60.0, 56.0)","(18.0, 60.0, 49.333333333333336)","(1.6, 1.71, 1.71625)"
16-12-2022 11:01:16.676688,"(3.8, 4.5, 4.321621621621621)","(4.8, 7.2, 7.076923076923077)","(26.0, 100.0, 83.33333333333333)","(21.0, 60.0, 56.0)","(18.0, 60.0, 49.333333333333336)","(1.6, 1.72, 1.71625)"
16-12-2022 11:01:17.635376,"(3.8, 4.5, 4.29795918367347)","(4.8, 7.2, 7.111111111111112)","(26.0, 100.0, 83.33333333333333)","(21.0, 60.0, 56.0)","(18.0, 60.0, 49.333333333333336)","(1.6, 1.72, 1.7167857142857144)"
16-12-2022 11:01:18.549194,"(3.8, 4.5, 4.321621621621621)","(4.8, 7.2, 7.111111111111112)","(26.0, 100.0, 83.33333333333333)","(21.0, 60.0, 56.0)","(18.0, 60.0, 51.42857142857143)","(1.6, 1.72, 1.6983333333333333)"
16-12-2022 11:01:19.434343,"(3.8, 4.5, 4.3125)","(4.8, 7.2, 7.1466666666666665)","(26.0, 100.0, 84.61538461538461)","(21.0, 60.0, 56.0)","(18.0, 60.0, 51.42857142857143)","(1.6, 1.7, 1.7164)"
16-12-2022 11:01:20.380053,"(3.8, 4.5, 4.323529411764706)","(4.8, 7.2, 7.1466666666666665)","(26.0, 100.0, 84.61538461538461)","(21.0, 60.0, 56.0)","(18.0, 60.0, 51.42857142857143)","(1.6, 1.72, 1.7167857142857144)"
16-12-2022 11:01:21.334618,"(3.8, 4.5, 4.3293103448275865)","(4.8, 7.2, 7.1466666666666665)","(26.0, 100.0, 77.77777777777777)","(21.0, 60.0, 56.0)","(18.0, 60.0, 50.90909090909091)","(1.6, 1.72, 1.72625)"
16-12-2022 11:01:22.369840,"(3.8, 4.5, 4.321621621621621)","(4.8, 7.2, 7.1375)","(26.0, 100.0, 77.77777777777777)","(21.0, 60.0, 56.0)","(18.0, 60.0, 50.90909090909091)","(1.6, 1.73, 1.7171874999999999)"
16-12-2022 11:01:23.398418,"(3.8, 4.5, 4.321621621621621)","(4.8, 7.2, 7.133333333333334)","(26.0, 100.0, 77.77777777777777)","(21.0, 60.0, 56.0)","(18.0, 60.0, 50.90909090909091)","(1.6, 1.72, 1.7167857142857144)"
16-12-2022 11:01:24.361355,"(3.8, 4.5, 4.3293103448275865)","(4.8, 7.2, 7.086956521739131)","(26.0, 100.0, 77.77777777777777)","(21.0, 60.0, 56.0)","(18.0, 60.0, 50.90909090909091)","(1.6, 1.72, 1.7091304347826086)"
16-12-2022 11:01:25.294071,"(3.8, 4.5, 4.321621621621621)","(4.8, 7.2, 7.055555555555555)","(26.0, 100.0, 77.77777777777777)","(21.0, 60.0, 56.0)","(18.0, 60.0, 50.90909090909091)","(1.6, 1.71, 1.7164)"
16-12-2022 11:01:26.247359,"(3.8, 4.5, 4.29795918367347)","(4.8, 7.2, 7.055555555555555)","(26.0, 100.0, 77.77777777777777)","(21.0, 60.0, 48.0)","(18.0, 60.0, 50.90909090909091)","(1.6, 1.72, 1.707142857142857)"
16-12-2022 11:01:27.154392,"(3.8, 4.5, 4.326315789473684)","(4.8, 7.2, 7.1)","(26.0, 100.0, 77.77777777777777)","(21.0, 60.0, 48.0)","(18.0, 60.0, 51.42857142857143)","(1.6, 1.71, 1.6978260869565216)"
16-12-2022 11:01:28.014101,"(3.8, 4.5, 4.311428571428571)","(4.8, 7.2, 7.1375)","(26.0, 100.0, 80.0)","(21.0, 60.0, 52.5)","(18.0, 60.0, 51.42857142857143)","(1.6, 1.7, 1.6978260869565216)"
16-12-2022 11:01:28.914074,"(3.8, 4.5, 4.3307692307692305)","(4.8, 7.2, 7.1375)","(26.0, 100.0, 80.0)","(21.0, 60.0, 52.5)","(18.0, 60.0, 52.5)","(1.6, 1.7, 1.6975)"
16-12-2022 11:01:29.924622,"(3.8, 4.5, 4.3125)","(4.8, 7.2, 7.107692307692308)","(26.0, 100.0, 78.57142857142857)","(21.0, 60.0, 52.5)","(18.0, 60.0, 51.42857142857143)","(1.6, 1.7, 1.6921428571428572)"
16-12-2022 11:01:30.931708,"(3.8, 4.8, 4.76597510373444)","(4.8, 7.2, 7.090909090909091)","(26.0, 100.0, 78.57142857142857)","(21.0, 60.0, 52.5)","(18.0, 60.0, 50.76923076923077)","(1.6, 1.71, 1.688)"
16-12-2022 11:01:31.984747,"(3.8, 4.8, 4.724050632911393)","(4.8, 7.0, 6.9875)","(26.0, 100.0, 79.0)","(21.0, 60.0, 51.42857142857143)","(18.0, 60.0, 51.529411764705884)","(1.6, 1.7, 1.6546153846153846)"
16-12-2022 11:01:32.967886,"(3.8, 4.9, 4.787179487179487)","(4.8, 7.0, 6.885714285714285)","(26.0, 100.0, 79.0)","(21.0, 60.0, 54.54545454545455)","(18.0, 60.0, 49.714285714285715)","(1.6, 1.71, 1.6624999999999999)"
16-12-2022 11:01:33.926911,"(3.8, 4.9, 4.807142857142858)","(4.8, 7.0, 6.875)","(26.0, 100.0, 72.77777777777777)","(21.0, 60.0, 52.36363636363636)","(18.0, 60.0, 49.714285714285715)","(1.6, 1.71, 1.6791666666666667)"
16-12-2022 11:01:34.831367,"(3.8, 4.9, 4.81764705882353)","(4.8, 7.0, 6.936507936507937)","(26.0, 95.0, 72.5)","(21.0, 60.0, 52.36363636363636)","(18.0, 60.0, 49.714285714285715)","(1.6, 1.72, 1.6891176470588234)"
16-12-2022 11:01:35.747837,"(3.8, 4.9, 4.825806451612904)","(4.8, 7.0, 6.936507936507937)","(26.0, 95.0, 68.75)","(21.0, 60.0, 52.36363636363636)","(18.0, 60.0, 49.714285714285715)","(1.6, 1.72, 1.6748275862068964)"
16-12-2022 11:01:36.640851,"(3.8, 4.9, 4.8307692307692305)","(4.8, 7.2, 6.96)","(26.0, 95.0, 77.5)","(21.0, 60.0, 52.5)","(18.0, 60.0, 48.0)","(1.6, 1.68, 1.6748275862068964)"
16-12-2022 11:01:37.503400,"(3.8, 4.9, 4.861702127659575)","(4.8, 7.2, 7.051851851851852)","(26.0, 95.0, 77.5)","(21.0, 60.0, 52.5)","(18.0, 60.0, 48.0)","(1.6, 1.68, 1.6748275862068964)"
16-12-2022 11:01:38.429412,"(3.8, 4.9, 4.856666666666667)","(4.8, 7.2, 6.936842105263158)","(26.0, 95.0, 78.84615384615384)","(21.0, 60.0, 49.333333333333336)","(18.0, 60.0, 50.26086956521739)","(1.6, 1.69, 1.674)"
16-12-2022 11:01:39.385568,"(3.8, 4.9, 4.8914285714285715)","(4.8, 7.2, 6.97)","(26.0, 95.0, 78.84615384615384)","(21.0, 60.0, 54.35294117647059)","(18.0, 60.0, 48.21052631578947)","(1.6, 1.68, 1.6624999999999999)"
16-12-2022 11:01:40.400323,"(3.8, 5.0, 4.888372093023256)","(4.8, 7.2, 7.0344827586206895)","(26.0, 95.0, 80.0)","(21.0, 60.0, 49.714285714285715)","(18.0, 60.0, 46.93333333333333)","(1.6, 1.67, 1.66)"
16-12-2022 11:01:41.314475,"(3.8, 5.0, 4.866666666666666)","(4.8, 7.2, 6.965853658536585)","(26.0, 95.0, 80.0)","(21.0, 60.0, 49.714285714285715)","(18.0, 60.0, 50.666666666666664)","(1.6, 1.67, 1.658)"
16-12-2022 11:01:42.282150,"(3.8, 5.0, 4.866666666666666)","(4.8, 7.2, 6.965853658536585)","(26.0, 95.0, 80.0)","(21.0, 60.0, 54.0)","(18.0, 55.0, 46.57142857142857)","(1.6, 1.68, 1.6603999999999999)"
16-12-2022 11:01:43.234806,"(3.7, 4.9, 4.872727272727273)","(5.0, 7.2, 6.933333333333334)","(31.0, 95.0, 80.0)","(26.0, 60.0, 54.61538461538461)","(20.0, 48.0, 45.42857142857143)","(1.6, 1.67, 1.6577777777777778)"
16-12-2022 11:01:44.194341,"(3.7, 5.0, 4.895522388059701)","(5.0, 7.0, 6.9714285714285715)","(31.0, 95.0, 72.5)","(26.0, 60.0, 54.61538461538461)","(20.0, 48.0, 44.25)","(1.6, 1.67, 1.6554545454545453)"
16-12-2022 11:01:45.063564,"(3.7, 5.0, 4.883333333333333)","(5.0, 7.2, 7.01875)","(31.0, 95.0, 81.36363636363636)","(26.0, 60.0, 54.61538461538461)","(20.0, 48.0, 44.25)","(1.6, 1.66, 1.6554545454545453)"
